id,question,option_a,option_b,option_c,option_d,correct_option
OIC-005-06-A-,Quels sont les principaux facteurs qui conduisent à l'ouverture d'un contentieux à la suite d'un accident médical ?,Seulement le patient,"Tous les facteurs mentionnés (patient, tâches, équipe, environnement de travail, organisation et management, contexte institutionnel)",Les seuls facteurs liés à l'équipe,Seulement le contexte institutionnel,b
OIC-005-07-A,Quels sont les facteurs humains individuels qui peuvent conduire à des erreurs ?,"Le stress, le manque de temps, la fatigue, la maladie","Le manque de connaissances, de compétences, d’expérience",Les facteurs liés au patient dont l’attitude ou le comportement influencent le risque d’erreur,Toutes les options sont correctes,D
OIC-005-07-A-,Quel est le but de l'analyse approfondie des causes d'erreur dans les soins médicaux ?,Identifier les responsables de l'erreur,Mettre en place des actions pour prévenir de nouvelles erreurs,Améliorer la communication entre les équipes médicales,Réduire le temps d'intervention chirurgicale,b
OIC-005-08-A,Quelle est la principale différence entre une approche systémique et une approche traditionnelle dans la gestion des erreurs médicales ?,"L'approche traditionnelle se concentre sur la culpabilité individuelle, tandis que l'approche systémique se concentre sur les causes multiples et latentes.",L'approche traditionnelle est plus coûteuse en temps et en main-d'œuvre.,L'approche traditionnelle ne prend pas en compte la culture de sécurité du patient.,L'approche traditionnelle n'est pas obligatoire dans chaque établissement de santé.,A
OIC-005-08-A-,Quel est l'un des principaux objectifs du travail en équipe pluriprofessionnelle ?,Fournir un soin personnalisé à chaque patient,Répondre de manière collaborative aux besoins du patient,Améliorer la communication entre les professionnels de santé,Augmenter le temps de prise en charge des patients,b
OIC-005-09-A,Quels sont les principaux dispositifs du travail en équipe pluridisciplinaire ?,"Un protocole pluriprofessionnel, les réunions de concertation pluridisciplinaire (RCP), la check-list au bloc opératoire ou pour les activités dites « interventionnelles » et la réunion de morbi-mortalité (RMM)",Les réunions de concertation pluridisciplinaire (RCP) et la réunion de morbi-mortalité (RMM),"Un protocole pluriprofessionnel, les réunions de concertation pluridisciplinaire (RCP), la check-list au bloc opératoire ou pour les activités dites « interventionnelles »",La réunion de morbi-mortalité (RMM) et la check-list au bloc opératoire ou pour les activités dites « interventionnelles »,option_a1
OIC-005-09-A-,Quel est le but du parcours de soins ?,Simplifier les traitements médicaux,Améliorer l'organisation des soins,Coordonner les compétences professionnelles tout au long de la prise en charge d'un patient,Réduire les coûts des soins,c
OIC-005-10-A,Quel est le but principal d'un protocole pluriprofessionnel ?,Faciliter la prise de décision individuelle des professionnels de santé.,Permettre une prise en charge coordonnée et harmonisée des patients par plusieurs professionnels de santé.,Améliorer les compétences individuelles des professionnels de santé.,Réduire le temps de prise en charge des patients.,b
OIC-005-10-A-,Quels sont les principes des réunions de concertation pluridisciplinaire (RCP) ?,Elles regroupent au moins trois médecins de spécialités différentes pour prendre une décision sur la meilleure prise en charge d’un patient.,Elles sont organisées uniquement dans le domaine de la cancérologie.,Elles permettent de valider l'obligation de développement professionnel continu (DPC).,Elles ne nécessitent pas d’avis concerté et collégial pour prendre une décision sur la prise en charge du patient.,a
OIC-005-11-A,Quel est l'objectif principal d'une check-list de sécurité du patient au bloc opératoire ?,Simplifier les procédures médicales,Favoriser le partage des informations entre professionnels,Réduire les coûts des soins,Améliorer la communication avec les patients,b
OIC-005-11-A-,Quel est l'objectif principal d'une réunion de morbi-mortalité (RMM) ?,Identifier les causes de décès,"Mettre en œuvre des actions de prévention, de récupération ou d'atténuation",Valider l'obligation de développement professionnel continu (DPC),Analyser les coûts associés aux soins,b
OIC-005-12-B,Quel est le rôle du Samu-Centre 15 dans la gestion d'un appel d'urgence ? ,"Il assure une écoute médicale permanente, détermine et déclenche la réponse la plus adaptée à l'appel dans le délai le plus rapide",Il participe à l'élaboration des plans de secours et à la prise en charge des situations sanitaires exceptionnelles,Il contribue à la formation initiale et continue des acteurs en santé au sein des centres d’enseignement des soins d’urgence (CESU),Il organise le transport du patient et son accueil hospitalier,a
OIC-005-12-B-,Quel est le critère selon lequel il est interdit de faire des différences de traitement en France ?,L'appartenance ethnique,La nationalité,Le patronyme,Tous les critères ci-dessus sont prohibés,d1
OIC-005-13-A,Quels sont les principaux effets des discriminations sur les inégalités sociales et inégalités de santé ?,Les discriminations n'ont aucun impact sur la santé.,"Les discriminations accentuent le stress, contribuent au non-recours aux soins et aggravent les déterminants sociaux de la santé.",Les discriminations améliorent l'état de santé des personnes discriminées.,Les discriminations n'ont aucun impact sur l'accès à l'emploi ou au logement.,b
OIC-005-13-A-,Quels sont les facteurs structurels et organisationnels qui contribuent aux discriminations en santé ?,Seulement des représentations sociales ou un défaut de vigilance des soignants.,"Des dysfonctionnements dans le système de santé, un défaut de prise en charge ou un abaissement de la qualité des soins.",Un manque d'éducation sanitaire et une mauvaise alimentation.,Une mauvaise gestion hospitalière et un manque de matériel médical.,b
OIC-005-14-B,Quelle est la principale différence entre l'éthique et la morale ?,"L'éthique est une science, tandis que la morale est un dogme.","La morale apporte des réponses et restreint la liberté, tandis que l'éthique permet de questionner ses choix.",L'éthique est une compétence qui permet de remettre la morale en question.,"La morale reflète l'état de pensée d'une société, tandis que l'éthique est une réflexion pluridisciplinaire.",b
OIC-005-14-B-,Quel était l&#39;objectif de V.R. Potter lorsqu&#39;il a inventé le terme bioéthique ?,Il voulait restreindre la bioéthique au domaine médical.,"Il souhaitait une alliance entre sciences biologiques et éthique, entre sciences et humanités, et un contrôle social des savoirs et des progrès scientifiques.",Il voulait créer un manuel d&#39;éthique médicale pour les médecins du monde entier.,Il voulait diffuser les valeurs occidentales dans le monde entier.,b
OIC-005-15-B,Quel est l'objectif principal du Code de déontologie médicale ?,Fournir des informations sur les lois et règlements régissant la société,"Sert de guide aux médecins dans leur pratique quotidienne, au service des patients",Définir les limites du secret professionnel,Favoriser le bon fonctionnement du corps professionnel des médecins,b
OIC-005-15-B-,Quels sont les quatre grands principes de l'éthique médicale ?,Bienfaisance et non-malfaisance,Respect de l'autonomie et justice,"Justice, autonomie et bienfaisance","Non-malfaisance, justice et respect de l'autonomie",b
OIC-006-01-A,Quel est le principe fondamental qui guide l'approche médicale contemporaine en matière de soins ?,Le paternalisme,Le respect de l'autonomie du patient,La priorité au bien-être du médecin,L'obligation de suivre les directives des autorités sanitaires,b
OIC-006-01-A-,Quel est l'objectif principal de la délivrance d'informations aux patients ?,Fournir des informations sur les risques et les avantages potentiels des traitements,Permettre au patient de prendre une décision éclairée concernant ses soins,Satisfaire les besoins de la famille du patient,Fournir des informations sur les coûts des traitements,b
OIC-006-02-A,Quel est le droit du patient en matière de refus de soins ?,Le patient a le droit de refuser les traitements et les soins sans explication.,Le patient doit être informé des conséquences de son refus de soins sur son état de santé.,Le patient n'a pas le droit de refuser les traitements et les soins.,Le médecin décide seul si le patient peut refuser les traitements et les soins.,b
OIC-006-02-A-,Quel est le rôle principal de la personne de confiance ?,Accompagner le patient dans ses démarches de soins et faire le lien avec les équipes médicales.,Témoigner des désirs du patient en cas de situations de crises majeures.,Proposer des solutions alternatives aux décisions du patient.,Gérer les finances du patient.,A
OIC-006-03-A,Quelle est l'acception de la vulnérabilité qui renvoie à notre fragilité anthropologique et biologique ?,Vulnérabilité sociale,Vulnérabilité fondamentale ou ontologique,Vulnérabilité liée aux situations de chômage,Vulnérabilité due à la maladie,b
OIC-006-03-A-,Quel est l'objectif principal des mesures de protection juridique ?,Protéger les intérêts du représentant légal,"Respecter les libertés individuelles, les droits et la dignité de la personne protégée",Favoriser l'autonomie de la personne protégée,Protéger les intérêts du médecin,b
OIC-006-04-B,Quelle est la principale différence entre la curatelle et la tutelle ?,La curatelle est plus protectrice que la tutelle.,La tutelle est plus protectrice que la curatelle.,"La curatelle est réservée aux personnes physiquement handicapées, tandis que la tutelle est réservée aux personnes mentalement handicapées.","La curatelle est une mesure temporaire, tandis que la tutelle est une mesure permanente.",b
OIC-006-04-B-,Qui peut demander l'ouverture d'une mesure de protection ?,Le majeur concerné lui-même ou son conjoint,"Le médecin traitant ou le médecin hospitalier, un service social","Le procureur de la République, de lui-même ou sur demande d'un tiers",Tout le monde sans condition,c
OIC-006-05-A,Quel est le principal objectif de la loi Veil de 1975 concernant l'interruption volontaire de grossesse (IVG) en France ?,Encadrer médicalement une pratique qui était à la fois fréquente et risquée,Permettre aux femmes d'avoir accès à des informations fiables sur l'IVG,Favoriser le recours à l'eugénisme,Protéger les droits de la vie humaine dès le commencement de sa vie,option_a1
OIC-006-05-A-,Quelle est la condition selon laquelle l'interruption médicale de grossesse (IMG) peut avoir lieu sans limitation de délai ? ,Si la femme présente une pathologie incompatible avec la grossesse,Si il existe une forte probabilité que l'enfant à naître soit atteint d'une affection d'une particulière gravité reconnue comme incurable au moment du diagnostic.,Lorsque la femme est mineure,Lorsque la grossesse est le résultat d'un viol,option_b1
OIC-006-06-A,Quel est l'objectif principal du diagnostic prénatal (DPN) ?,"Prévenir ou traiter une affection d'une particulière gravité, dans l'intérêt de l'enfant à naître.",Dépister les maladies monogéniques graves de l'enfant.,Fournir des informations aux futurs parents sur la santé de leur enfant.,Permettre une meilleure prise en charge médicale de la pathologie si la grossesse est poursuivie.,A
OIC-006-06-A-,Quel est le but principal du diagnostic préimplantatoire (DPI) ?,Déterminer si un embryon a une maladie génétique grave,Choisir le sexe de l'enfant à naître,Éviter la transmission d'une maladie génétique présente chez les futurs parents,Déterminer si un embryon est immunologiquement compatible avec un frère ou une sœur malade,c
OIC-006-07-A,Quel est l'enjeu éthique concernant l'information du patient en fin de vie ?,Donner une information honnête et claire pour respecter l'autonomie de la personne malade.,Ne pas donner d'informations au patient pour éviter les réactions émotionnelles négatives.,Laisser le choix à la famille du patient concernant son état de santé.,Donner des informations incomplètes pour ne pas effrayer le patient.,A
OIC-006-07-A-,"Selon les lois Léonetti et Claeys-Léonetti, quels sont les droits des patients en fin de vie ?",Le droit à un accompagnement de sa fin de vie et au refus de l’obstination déraisonnable.,Le droit à la sédation profonde et continue jusqu’au décès.,Le droit à la limitation des soins et à l’arrêt des traitements.,Le droit à la poursuite de tous les traitements médicaux possibles.,a
OIC-006-08-A,Qui prend la décision finale lors d'une procédure collégiale ?,La famille et les proches,Le médecin en charge du patient,L'équipe médicale,La personne de confiance,b
OIC-006-08-A-,Quel est l'objectif principal des directives anticipées ?,Permettre aux patients d'établir une liste de traitements à refuser en cas de fin de vie.,Donner la priorité au traitement médical plutôt qu'à la douleur et à la souffrance du patient.,Faciliter les décisions des professionnels de santé en cas d'incapacité du patient à s'exprimer.,Permettre aux patients de choisir leur mode de fin de vie.,c
OIC-008-01-A,Quels sont les principes éthiques qui guident la recherche impliquant la personne humaine (RIPH) ?,"Bienfaisance, non-malfaisance, autonomie et justice.","Non-malfaisance, autonomie, justice et bienfaisance.","Autonomie, justice, bienfaisance et non-malfaisance.","Bienfaisance, autonomie, non-malfaisance et justice.",a
OIC-008-01-A-,La loi Huriet-Sérusclat a été adoptée en 1988 pour protéger les personnes participant à la recherche biomédicale. Quel est le principal objectif de cette loi ?,Protéger les malades contre les essais non comparatifs,Établir deux types de recherches : avec bénéfice individuel direct et sans bénéfice individuel direct,Définir la notion d'essai interventionnel et non interventionnel,Abolir les visas accordés sur la foi d'experts,b
OIC-008-02-B,Quel est le principe selon lequel le consentement présumé est donné au donneur décédé ?,Le consentement présumé est donné à la famille du donneur.,Le consentement présumé est donné au médecin qui effectue l'intervention.,"Le consentement présumé est donné au donneur décédé, dans le cas où il n'a pas exprimé son refus de son vivant.",Le consentement présumé est donné à la personne de confiance désignée par le patient.,c
OIC-008-02-B-,Quelle est la définition officielle de la mort encéphalique ?,La mort encéphalique est définie comme l'arrêt cardio-circulatoire.,La mort encéphalique est définie comme l'absence de ventilation spontanée en épreuve d'hypercapnie.,La mort encéphalique est définie comme la combinaison des deux critères précédents.,La mort encéphalique n'est pas une définition officielle.,option_c1
OIC-008-03-B,Qui peut être donneur vivant ? ,Seulement les pères et mères des receveurs,Toute personne apportant la preuve d’une vie commune d’au moins deux ans avec le receveur,"Les frères et sœurs, les fils et filles, les grands-parents, les oncles et tantes, les cousins germains et cousines germaines",Le conjoint de son père ou de sa mère (couples recomposés),b
OIC-008-03-B-,Quels sont les principes qui gouvernent l'utilisation et la conservation des éléments et produits du corps humain ?,"Le principe de non-patrimonialité, le consentement éclairé de la personne et l'anonymat.","Le principe de gratuité, le consentement préalable de la personne et la confidentialité.","Le principe de propriété, le consentement préalable de la personne et la liberté d'expression.","Le principe de non-patrimonialité, l'anonymat et la gratuité.",a
OIC-009-01-A,"Lorsqu'une personne est décédée, quels sont les trois cadres dans lesquels l'identification par empreintes génétiques peut être réalisée ?",Dans le cadre de mesures d'enquête ou d'instruction diligentées lors d'une procédure judiciaire.,"À des fins médicales ou de recherche scientifique, aux fins d'établir l'identité de personnes décédées et dans les conditions prévues à l'article L.2381-1 du Code de la défense.",Dans le cadre de tests de paternité diligentés lors d'une procédure judiciaire.,"Lorsqu'il s'agit d'identifier des personnes décédées lors d'actions de combat, des personnes capturées par les forces armées ou des personnes dont il existe des raisons précises et sérieuses de penser qu'elles présentent une menace pour la sécurité des forces ou des populations civiles.",b
OIC-009-01-A-,Quelles sont les principales dimensions humaines du corps selon le contenu éducatif ? ,"Alimentation, activité physique et genre","Procréation, normes esthétiques et alimentation","Activité physique, procréation et normes esthétiques","Genre, alimentation et normes esthétiques",option_a1
OIC-009-02-A,Quel est le principal impact de la maladie sur l'expérience du corps ?,La perte de l'estime de soi,Le changement de l'image corporelle,L'altération des relations sociales,La modification de la perception de soi-même et de son corps,d
OIC-009-02-A-,Quel est l'impact des techniques médicales modernes sur la manière de concevoir les maladies et les corps ?,Elle permet une observation plus précise et une compréhension plus approfondie du corps humain.,"Elle redéfinit la manière de voir et concevoir les maladies, mais également d'appréhender les corps en transformant leur matérialité en variables, images et données réductionnistes.",Elle ne change pas grand-chose à la façon dont on comprend les maladies et les corps.,Elle est sans impact sur la manière de concevoir les maladies et les corps.,b
OIC-009-03-A,Quels sont les quatre logiques de protection sociale ?,"Assistance sociale, assurance sociale obligatoire et prévoyances individuelles ou collectives.","Protection universelle, assistance sociale, assurance sociale obligatoire et prévoyance collective.","Assurance sociale obligatoire, logique de protection universelle, assistance sociale et prévoyance individuelle.","Prévoyances individuelles ou collectives, protection universelle, assistance sociale et assurance sociale obligatoire.",b
OIC-009-03-A-,La protection sociale repose sur quelles deux modalités ?,Le versement de prestations sociales directement aux individus et l'accès à des prestations de services sociaux fournis gratuitement ou à des prix réduits.,L'obtention d'une allocation chômage et le remboursement des soins de santé.,Le versement de prestations sociales directement aux individus et l'accès à des prestations de services sociaux fournis en espèces.,L'obtention d'une allocation chômage et le remboursement des soins de santé en nature.,a
OIC-009-04-A,Quel est le principal risque social à l'origine des dépenses de protection sociale les plus importantes en France ?,La santé,La vieillesse,L'emploi,Le chômage,b
OIC-009-04-A-,Quels sont les principaux types de cotisations sociales en France ?,"Cotisations d'assurance maladie-maternité-invalidité-décès, assurance vieillesse et allocations familiales.","Cotisations d'assurance chômage, assurance vieillesse et contribution solidarité autonomie (CSA).","Cotisations d'assurance maladie-maternité-invalidité-décès, assurance vieillesse et cotisation patronale d'assurance maladie.","Cotisations d'assurance chômage, allocations familiales et contribution solidarité autonomie (CSA).",option_a1
OIC-009-05-A,Quel est le nombre de personnes assujetties au régime général ? ,10 millions,20 millions,30 millions,40 millions,c
OIC-009-05-A-,Qui vote la loi de financement de la Sécurité Sociale (LFSS) ?,Le gouvernement seul,Le Parlement chaque année,L'Assemblée nationale seule,La Cour des comptes,b
OIC-009-06-A,Quel est l'objectif principal de l'Objectif National des Dépenses d'Assurance Maladie (ONDAM) ?,Fixer les tarifs des soins médicaux,Réguler les dépenses de l'assurance maladie et prévenir la surconsommation médicale,Augmenter les recettes de l'assurance maladie,Réduire les coûts des soins hospitaliers,B
OIC-009-06-A-,Quel est le pourcentage de la population française couverte par le régime général de la Sécurité sociale ?,5%,10%,88%,95%,c
OIC-009-07-A,Quels sont les risques gérés par la Caisse nationale d'assurance maladie (CNAM) ?,"Maladie, maternité, invalidité et décès",Accidents du travail et maladies professionnelles,Tous les risques mentionnés ci-dessus,Seul la maladie,c
OIC-009-07-A-,Quel est le but du ticket modérateur ?,Réguler la consommation de soins en responsabilisant financièrement le patient.,Réduire les coûts des soins pour les assurés sociaux.,Augmenter les remboursements par l'assurance maladie.,Simplifier la gestion des frais de santé.,A
OIC-009-08-A,Quel est le rôle du médecin traitant dans le parcours de soins coordonnés ?,Il prescrit uniquement les médicaments.,"Il assure les soins réguliers, oriente le patient et gère son dossier médical.",Il est responsable de la vaccination et des examens de dépistage.,Il ne fait que conseiller le patient sur sa santé.,b
OIC-009-08-A-,Quelles sont les conditions pour bénéficier d'une exonération du ticket modérateur en cas de maladie non présente sur la liste des 30 ALD ?,La maladie doit être grave ou invalidante et comporter un traitement prolongé d’une durée prévisible supérieure à six mois.,Le patient doit avoir plus de 65 ans.,La maladie doit être présente sur la liste des 30 ALD.,Le patient doit avoir un revenu inférieur à 10 000 euros par an.,A
OIC-009-09-B,Quelles sont les prestations en espèces de l'assurance maladie ?,Indemnités journalières versées à compter du 4ème jour de l'arrêt de travail,Prise en charge des frais engagés avec application d'un ticket modérateur,"Pension d'invalidité calculée en fonction du revenu, de la capacité résiduelle de travail et du besoin éventuel d'une tierce personne",Capital décès versé aux ayants droit sous certaines conditions et si la personne décède alors qu'elle est en activité,option_a1
OIC-009-09-B-,Quel est le but principal de la recherche en santé ? ,Développer des actions susceptibles d'améliorer la santé,Étendre la connaissance scientifique de l'humain,Améliorer les connaissances biologiques ou médicales,Favoriser le développement économique,option_a1
OIC-009-10-B,Quel est l'objectif principal du protocole d'une étude en recherche clinique ?,Décrire la méthodologie de la recherche à mener,Répondre à plusieurs objectifs principaux,Généralement unique et déterminer les critères de sélection des sujets,Justifier le nombre de sujets nécessaire,c
OIC-009-10-B-,Quels sont les textes de loi qui réglementent la recherche clinique en France ?,Le code pénal et la loi Jardé,La loi Jardé et le code de la santé publique,Le code civil et le code de l'éducation,La constitution et le code de la sécurité sociale,b
OIC-009-11-A,Quels arguments utiles à la justification d'une problématique de recherche sont mentionnés dans le contenu éducatif ?,Les arguments épidémiologiques et les état actuel des connaissances.,Les hypothèses physiopathologiques plausibles et les résultats contradictoires des études disponibles.,"La fréquence, la gravité du problème de santé étudié, facteurs de risque, coûts, etc. et le niveau de preuve des études précédemment menées.",Les hypothèses émises par les chercheurs et les protocoles d'étude clinique.,a
OIC-009-11-A-,Quel est l'objectif principal d'une recherche ?,Vérifier plusieurs hypothèses à la fois,Formuler une hypothèse 'a priori',Décrire ce qui est attendu en terme de taille d'effet,Hiérarchiser les objectifs de recherche,b
OIC-009-12-B,Quel est l'objectif principal des études à visée explicative ?,Identifier les facteurs de risque associés aux phénomènes de santé,Décrire la distribution ou l'évolution de la fréquence des événements de santé et de leurs déterminants dans la population,Évaluer les performances d'un test clinique pour le dépistage ou le diagnostic d'un phénomène de santé,Mesurer l'effet d'une intervention expérimentale sur un phénomène de santé,option_a1
OIC-009-12-B-,Quelle modalité d'échantillonnage consiste à tirer au sort des individus dans chaque sous-population définie par une variable catégorielle ?,Sondage aléatoire simple,Sondage stratifié,Recrutement exhaustif,Tirage au sort en grappes,B
OIC-009-13-A,Quels sont les systèmes de surveillance épidémiologiques existants en France ?,Les registres de morbidité et les déclarations obligatoires.,Les réseaux sentinelles et les statistiques vitales.,Les bases médico-administratives et les systèmes nationaux des données de santé (SNDS).,Tous les systèmes mentionnés précédemment.,d
OIC-009-13-A-,Quel est le critère principal à utiliser dans une étude pour évaluer la pertinence clinique d’un critère de jugement ? ,Le taux de cholestérol,"La mortalité, la qualité de vie ou la survenue de complications",Un critère composite (composé de plusieurs événements dont la survenue de l’un ou de l’autre marque la positivité du critère composite),Le résultat d'un test diagnostique,option_b1
OIC-009-14-B,Quel est le but des probabilités dans la recherche en santé ?,Prédire avec certitude les résultats d'un phénomène aléatoire.,Modéliser des phénomènes aléatoires dont les issues possibles sont connues mais dont on ne peut prédire la valeur car leur réalisation est incertaine.,Déterminer les causes d'un phénomène aléatoire.,Mesurer l'incertitude associée à un résultat.,b
OIC-009-14-B-,Quel est le mode d'une série de valeurs ?,La moyenne des valeurs,La valeur la plus fréquemment retrouvée,La médiane des valeurs,L'écart-type des valeurs,b
OIC-009-15-B,Quel est le but d'un test statistique en recherche en santé ?,Évaluer la signification des résultats,Conclure si un résultat observé peut s'expliquer par le hasard,Déterminer la taille de l'échantillon nécessaire,Interpréter les intervalles de confiance,b
OIC-009-15-B-,Quel est le terme générique utilisé pour décrire le délai jusqu'à la survenue d'un événement quel qu'il soit ?,Données de survie,Variables censurées,Durée de suivi,Temps de suivi,A
OIC-009-16-B,Quel est le but principal de l'ajustement dans une analyse statistique ? ,Identifier les facteurs d'exposition étudiés qui sont indépendamment liés au phénomène étudié,Neutraliser l'effet des facteurs de confusion,Mesurer l'association entre deux variables sans tenir compte des facteurs de confusion,Déterminer la signification d'une mesure statistique,option_a1
OIC-009-16-B-,Quel est l'objectif principal de la protection des données de santé ?,Protéger les données de santé contre les cyberattaques,Garantir le respect de la vie privée des personnes,Améliorer l'efficacité des soins de santé,Faciliter l'accès aux données de santé pour les chercheurs,b. Garantir le respect de la vie privée des personnes
OIC-009-17-A,Quel est le rôle d'un facteur d'exposition dans une étude analytique ?,Il s'agit du résultat attendu de l'étude.,C'est un facteur associé à une probabilité plus élevée de présence ou de survenue du phénomène de santé étudié.,Il est appelé facteur de risque dans une étude analytique.,Il s'agit d'un facteur qui influence l'état de santé des populations.,option_b1
OIC-009-17-A-,Quelle est la définition de la population cible ?,La population à partir de laquelle l'étude va se dérouler.,La sous-population d'une population source.,Celle sur laquelle on s'interroge et à propos de laquelle on veut obtenir des informations pour mieux la connaître.,L'échantillon constitué au sein de la population source.,option_c1
OIC-009-18-A,Quel type d'étude permet de suivre dans le temps un échantillon de sujets ?,Enquête cas-témoins,Enquête transversale,Enquête de cohorte,Enquête exposés non exposés,c
OIC-009-18-A-,"Quel est le type d'étude qui consiste à sélectionner aléatoirement un échantillon appelé « sous-cohorte » dans une cohorte déjà constituée, puis à comparer les « cas » incidents de la cohorte avec les « non-cas » de la sous-cohorte ?",Étude cas-témoins nichée,Étude cas-cohorte,Étude quasi-expérimentale,Étude sur données groupées,B
OIC-009-19-B,Quel est le risque ?,La probabilité qu'un événement (par exemple une maladie) ne survienne pas dans une population pendant une période donnée.,"La proportion du nombre de cas d'une maladie (quelle que soit son ancienneté) dans une population à un instant donné, ou plutôt en général sur une période donnée.",La probabilité qu'un événement (par exemple une maladie) survienne dans une population pendant une période donnée.,"Le nombre de nouveaux cas pendant une certaine période, au sein d'une population, rapporté à la somme des personnes-temps.",c
OIC-009-19-B-,Quel est l'objectif principal de la standardisation dans les enquêtes descriptives ?,Comparer les mesures de fréquence entre différentes populations sans tenir compte de leurs caractéristiques propres.,Permettre la comparaison de mesures de fréquence issues de populations ayant la même structure d'âge et de sexe.,Évaluer l'incidence des problèmes de santé dans une population spécifique.,Déterminer les facteurs de risque associés aux problèmes de santé.,b
OIC-009-20-B,Quelle est la formule pour calculer le Risque Relatif (RR) ?,p0-p1,p1/p0,1-RR,1/(p0-p1),b
OIC-009-20-B-,Quel est le rapport entre la probabilité d'être malade si on est exposé et la probabilité d'être malade si on n'est pas exposé ?,Risque Relatif (RR),Odds Ratio (OR),Ratio de cotes,Rapport de taux d'incidence brut,A
OIC-009-21-A,Quels sont les paramètres qui influencent la puissance d'une étude ?,"La taille de l'échantillon, la différence à détecter et la variabilité des observations.","Le risque alpha, le test unilatéral ou bilatéral et la taille de l'échantillon.","La construction d'un test uni ou bilatéral, la taille de l'échantillon et la différence à détecter.","La variabilité des observations, le risque alpha et la taille de l'échantillon.",b
OIC-009-21-A-,Quel est le but principal du calcul du nombre de sujets nécessaires dans une étude descriptives ?,Déterminer la précision souhaitée au paramètre estimé,Assurer une puissance suffisante à l'étude,Évaluer les facteurs susceptibles d'influencer la puissance de l'étude,Déterminer le niveau de confiance alpha de l'intervalle de confiance,option_a1
OIC-009-22-B,Quelle est la principale différence entre une erreur aléatoire et une erreur systématique ?,L'erreur aléatoire dépend de la taille d'échantillon tandis que l'erreur systématique ne dépend pas.,L'erreur aléatoire est due au hasard tandis que l'erreur systématique n'est pas due au hasard.,L'erreur aléatoire augmente la précision des estimations tandis que l'erreur systématique diminue la précision.,L'erreur aléatoire est indépendante de la taille d'échantillon tandis que l'erreur systématique dépend.,b
OIC-009-22-B-,Quels sont les types de biais de sélection ? ,Non différentiel et différentiel,Différentiel et non différencié,Biais de classement et biais de sélection,Biais de sélection et biais d'information,option_a1
OIC-009-23-A,Quel est le rôle d'un facteur d'interaction dans une étude de recherche en santé ?,Il s'agit d'un facteur qui modifie l'association entre une exposition et un phénomène de santé.,Il s'agit d'un facteur qui produit ou amplifie l'association étudiée.,Il s'agit d'un facteur qui masque ou réduit l'association existante.,Il s'agit d'un facteur qui n'a aucun impact sur l'association étudiée.,a
