id,question,option_a,option_b,option_c,option_d,correct_option
OIC-005-14-B,Quelle est la principale différence entre l'éthique et la morale ?,"L'éthique est un ensemble de règles strictes et immuables, tandis que la morale est flexible et adaptable.","L'éthique est une compétence réflexive qui permet de questionner la moralité de ses actes, tandis que la morale est un jugement de valeur.","L'éthique est une science qui étudie les faits et les comportements, tandis que la morale est un dogme.","L'éthique est un code de bonnes pratiques professionnelles, tandis que la morale est un jugement de valeur.",b
OIC-005-14-B-,Quelle est la principale raison pour laquelle la bioéthique a émergé dans la seconde moitié du 20e siècle ?,Pour résoudre les problèmes de santé publique à grande échelle.,Pour répondre aux préoccupations concernant l'éthique de la recherche et du développement des technologies biomédicales.,Pour réglementer strictement l'utilisation des nouvelles technologies dans les sciences de la vie.,Pour promouvoir l'adoption universelle des valeurs occidentales dans le domaine de la santé.,b
OIC-005-15-B,"Selon le texte, quel est le rôle principal de la déontologie médicale ?",Se limiter à des considérations éthiques abstraites.,Servir de référence juridique exclusive aux instances juridictionnelles.,Agir comme un guide aux médecins dans leur pratique quotidienne au service des patients.,"Être uniquement imposée par la profession médicale, sans aucune influence extérieure.",c
OIC-005-15-B-,"Selon l'approche par principes, quel est le principe fondamental qui vise à maximiser le bien-être et à minimiser le mal pour le patient ?",Le principe de justice.,Le principe de non-malfaisance.,Le principe de respect de l'autonomie.,Le principe de bienfaisance.,d
OIC-006-01-A,Quelle est la principale conséquence de la démocratisation de la santé et de la volonté des patients de participer à la démarche de soins ?,Une diminution de la qualité de l'information médicale.,Une augmentation de la demande de consentement éclairé.,Une simplification des processus de décision médicale.,Une réduction de la participation des patients aux décisions de soins.,b
OIC-006-01-A-,"Selon le texte, quel est le droit du patient en matière d'information médicale ?","D'être informé de tous les actes médicaux, y compris les secrets médicaux.","D'être informé de son état de santé et de tous les actes médicaux, sans exception.",D'être informé uniquement des risques graves et exceptionnels.,"D'être informé de tous les actes médicaux, mais seulement si le médecin le souhaite.",b
OIC-006-02-A,Quel est le principal défi éthique posé par le refus de soin par le professionnel de santé ?,La nécessité de maintenir la continuité des soins à tout prix.,La liberté de conscience du praticien et la question de la discrimination.,L'obligation pour le médecin d'informer le patient des conséquences de son refus.,La nécessité de respecter les convictions personnelles du patient.,b
OIC-006-02-A-,"Quel est le rôle principal de la personne de confiance, selon le texte ?
(A) Assister le patient dans ses démarches de soins et de choix, et faire le lien avec les équipes médicales.
(B) Seconder le patient dans les situations de crises majeures, comme les arrêts de soins.
(C) Être un interlocuteur des situations de crises majeures, comme les arrêts ou limitations de soins en fin de vie.
(D) Être un médiateur entre le patient et les équipes médicales, en particulier dans les situations de crises majeures.","Assister le patient dans ses démarches de soins et de choix, et faire le lien avec les équipes médicales.","Seconder le patient dans les situations de crises majeures, comme les arrêts de soins.","Être un interlocuteur des situations de crises majeures, comme les arrêts ou limitations de soins en fin de vie.","Être un médiateur entre le patient et les équipes médicales, en particulier dans les situations de crises majeures.",A
OIC-006-03-A,Quelle est la principale idée centrale de l'éthique du 'care' ?,La vulnérabilité est un défaut à éviter à tout prix.,La vulnérabilité est une condition universelle et une potentialité susceptible d'affecter chacun.,La vulnérabilité est uniquement une question de dépendance et d'impuissance.,La vulnérabilité est une notion qui ne concerne que les personnes malades.,b
OIC-006-03-A-,"Quel est le but principal des mesures de protection juridique, en vertu du contenu éducatif fourni ?","Assurer la liberté totale de la personne protégée, sans aucune restriction.","Protéger les intérêts de la personne protégée, en respectant ses libertés et ses droits.","Permettre à la personne protégée de prendre toutes les décisions importantes par elle-même, sans l'intervention de tiers.",Garantir la sécurité de la personne protégée en l'isolant du monde extérieur.,b
OIC-006-04-B,Quelle est la principale raison pour laquelle une personne peut être placée sous sauvegarde de justice ?,Pour obtenir une aide financière supplémentaire.,Pour protéger ses intérêts en cas de perte de capacité à prendre des décisions.,Pour bénéficier d'un accompagnement médical renforcé.,Pour obtenir une représentation juridique dans les affaires civiles.,b
OIC-006-04-B-,Qui peut demander l'ouverture d'une mesure de protection pour une personne majeure ?,Seul le majeur concerné lui-même.,"Son conjoint (époux, concubin...), un parent ou une personne entretenant avec le majeur des « liens étroits et stables » (ex : ami proche).",La personne qui exerce déjà à l’égard du majeur concerné une mesure de protection juridique (son tuteur ou son curateur).,"Le procureur de la République, de lui-même ou sur demande d’un tiers (qui peut être le médecin traitant ou le médecin hospitalier, un service social).",b
OIC-006-05-A,L'interruption volontaire de grossesse (IVG) illustre principalement un compromis entre différentes conceptions morales concernant la procréation.,Le droit à l'IVG découle naturellement de la liberté des femmes.,Le droit à l'IVG est un droit fondamental et universel.,Le droit à l'IVG illustre un compromis entre différentes conceptions morales concernant la procréation.,"Le droit à l'IVG est une question de santé publique, sans considération morale.",c
OIC-006-05-A-,Quelle est la principale différence entre l'interruption volontaire de grossesse (IVG) et l'interruption de grossesse pour motif médical (IMG) en termes de délai de réalisation ?,"L'IVG peut être pratiquée à tout moment de la grossesse, tandis que l'IMG est limitée à un délai spécifique.","L'IMG peut être pratiquée à tout moment de la grossesse, tandis que l'IVG est limitée à un délai spécifique.",Il n'y a pas de différence de délai entre l'IVG et l'IMG.,L'IMG est toujours pratiquée plus tard que l'IVG.,b
OIC-006-06-A,Quel est le principal objectif du diagnostic prénatal (DPN) selon la loi de bioéthique de 1994 ?,Détecter les maladies infectieuses présentes dans l'utérus.,"Prévenir ou traiter une affection d'une particulière gravité, dans l'intérêt de l'enfant à naître.",Évaluer le risque de maladies génétiques chez les femmes enceintes.,Déterminer le sexe fœtal et le risque de maladies récessives.,b
OIC-006-06-A-,"Quel est le principal objectif du diagnostic préimplantatoire (DPI) en France, selon le texte ?

A) Permettre à tous les couples de choisir le sexe de leur enfant.
B) Éviter la transmission d'une maladie génétique à un enfant.
C) Permettre de sélectionner des embryons immunologiquement compatibles avec un frère ou une sœur malade.
D) Éviter la transmission d’une maladie génétique présente chez les futurs parents.",Permettre à tous les couples de choisir le sexe de leur enfant.,Éviter la transmission d’une maladie génétique à un enfant.,Permettre de sélectionner des embryons immunologiquement compatibles avec un frère ou une sœur malade.,Éviter la transmission d’une maladie génétique présente chez les futurs parents.,D
OIC-006-07-A,"Dans le contexte de la fin de vie, quel est le principal enjeu éthique concernant l'information du patient ?","Donner une information honnête et claire, conformément au respect de l'autonomie de la personne malade et à son droit à être informée de son état de santé établi dans la loi dite Kouchner du 4 mars 2002, en réunissant les conditions permettant de construire une relation de confiance : en étant attentif aux besoins et réactions émotionnelles de la personne, en lui permettant d’exprimer et en prenant le temps de répondre à ses questions et attentes, en l’assurant de l’accompagnement jusqu’au bout des professionnels de santé et en posant les jalons de la prise en soin à venir.","Fournir une information exhaustive sur les traitements disponibles, sans tenir compte des préférences du patient.","Se concentrer uniquement sur les aspects médicaux de la maladie, ignorant les aspects émotionnels et psychologiques du patient.","Donner une information vague et générale, afin de ne pas inquiéter le patient.",a1
OIC-006-07-A-,"Selon le contenu éducatif, quel est le principal objectif des lois Léonetti et Claeys-Léonetti en matière de fin de vie ?","Prolonger activement la vie des patients, même en cas de souffrance.",Permettre l'administration de traitements médicaux disproportionnés pour maintenir artificiellement la vie.,"Donner aux patients le droit de refuser ou d'interrompre les traitements médicaux, et de bénéficier des soins palliatifs.",Obliger les médecins à administrer des traitements médicaux coûteux pour maintenir artificiellement la vie.,c1
OIC-006-08-A,"Dans le contexte de la procédure collégiale en fin de vie, quel est le rôle principal de la famille et des proches du patient ?",Décider seul de la poursuite ou de l'arrêt des traitements.,S'opposer fermement à toute intervention médicale.,"Être consultés et écoutés, même si leurs demandes ne peuvent pas toujours être satisfaites.",S'assurer que la décision finale appartient toujours au médecin.,c1
OIC-006-08-A-,"Quelle est la principale finalité des directives anticipées, selon le contenu éducatif ?",Assurer le droit à l'accès aux soins palliatifs pour toute personne malade.,Permettre à la personne de confiance de prendre des décisions médicales en son nom.,"Permettre à la personne de désigner un proche pour prendre des décisions médicales en son nom, en cas d'incapacité.","Garantir le droit de refuser ou de ne pas recevoir un traitement, même en cas d'obstination déraisonnable.",c1
OIC-008-01-A,Quel est le principal objectif de l'éthique de la recherche ?,Maximiser les profits pour les entreprises pharmaceutiques.,Prioriser la recherche fondamentale sans tenir compte des implications éthiques.,"Assurer la progression rapide des connaissances scientifiques, même au détriment du bien-être des participants.","Garantir l'accès équitable aux soins pour tous, quel que soit leur statut socio-économique.","Assurer la progression rapide des connaissances scientifiques, même au détriment du bien-être des participants."
OIC-008-01-A-,Quelle est la principale conséquence de la loi Huriet-Sérusclat de 1988 en matière de recherche biomédicale en France?,Elle a permis une recherche plus libre et moins encadrée.,Elle a instauré un cadre juridique strict pour protéger les personnes se prêtant à la recherche.,Elle a interdit toute recherche impliquant la personne humaine.,Elle a simplifié les procédures d'autorisation des essais cliniques.,b
OIC-008-02-B,"Quel est le principe fondamental qui sous-tend la gratuité du don d'organes en France, conformément aux principes de la loi Caillavet de 1976 et aux valeurs de la tradition philosophique française ?",La gratuité du don d'organes est justifiée par la nécessité de financer les soins de santé pour tous.,"La gratuité du don d'organes est un principe fondamental pour éviter les trafics d'êtres humains et d'organes, et protéger les personnes les plus faibles.",La gratuité du don d'organes est une obligation morale imposée par la religion.,La gratuité du don d'organes est une question de politique économique et ne concerne pas les valeurs morales.,b
OIC-008-02-B-,"Selon le texte, quel est le principal critère diagnostique pour la mort encéphalique ?",L'arrêt cardiaque avec absence de conscience et de réflexes du tronc cérébral.,L'absence de ventilation spontanée en épreuve d'hypercapnie et deux EEG sans activité décelable à 4h00 d'intervalle avec une durée d'enregistrement chacun d'au moins 30 minutes et/ou angiographie cérébrale montrant l'absence de circulation efficace.,"L'arrêt circulatoire avec mise en œuvre d'un massage cardiaque et d'une ventilation mécanique efficaces, mais sans récupération d'une activité circulatoire.",L'absence de conscience et de réflexes du tronc cérébral avec absence de ventilation spontanée.,b1
OIC-008-03-B,"Selon le texte, quel est le principal critère pour déterminer si un individu peut être donneur vivant ?",Avoir un lien de parenté direct avec le receveur.,Avoir une relation de longue date avec le receveur.,Avoir une compatibilité génétique avec le receveur.,Avoir une relation de confiance avec le receveur.,c
OIC-008-03-B-,Quelles sont les principales dispositions légales concernant l'utilisation et la conservation des éléments et produits du corps humain ?,L'utilisation et la conservation des éléments et produits du corps humain sont strictement réglementées par une loi spécifique.,"L'utilisation et la conservation des éléments et produits du corps humain sont régies par le Code Civil, notamment les articles 16-1 et 16-8.",L'utilisation et la conservation des éléments et produits du corps humain sont régies par une convention internationale.,"L'utilisation et la conservation des éléments et produits du corps humain sont régies par une loi spécifique, mais elle est souvent interprétée de manière flexible par les tribunaux.",b1
OIC-009-01-A,Dans quel cadre légal l'identification d'une personne par ses empreintes génétiques est-elle autorisée en France ?,Uniquement dans le cadre de mesures d'enquête ou d'instruction diligentées lors d'une procédure judiciaire.,Uniquement dans le cadre de tests de paternité.,Uniquement dans le cadre prévu à l'article L.2381-1 du Code de la défense.,Uniquement dans le cadre de tests de maternité.,C
OIC-009-01-A-,"Selon le texte, quelle est une des fonctions du corps selon Pierre Bourdieu ?",Servir de marqueur de position sociale.,Se transformer en un objet de consommation.,Se transformer en un objet de mémoire.,Se transformer en un objet de différenciation biologique.,Servir de marqueur de position sociale.
OIC-009-02-A,"Selon le texte, quel est l'impact principal d'une maladie sur l'expérience du corps ?",Une augmentation de la perception de soi.,Une modification de l'identité et de l'image du corps.,Une simplification de la vie quotidienne.,Une diminution de la sensibilité aux douleurs.,b
OIC-009-02-A-,"Selon le texte, quelle est la principale distinction entre le corps vécu par le sujet et le corps objectivé par la médecine ?",Le corps vécu est plus précis et objectif que le corps objectivé.,Le corps vécu est subjectif et le corps objectivé est objectif.,Le corps vécu est plus important que le corps objectivé.,Le corps vécu et le corps objectivé sont interchangeables.,b
OIC-009-03-A,Quelle est la définition principale de la protection sociale selon le texte ?,Un ensemble de lois visant à protéger les individus contre les risques financiers.,Un système de redistribution des richesses entre les individus.,L'ensemble des mécanismes de protection accordés par une société à ses membres pour leur permettre de faire face aux risques sociaux de l'existence et à leurs conséquences financières.,Un programme gouvernemental visant à réduire la pauvreté et l'exclusion sociale.,c
OIC-009-03-A-,La protection sociale en France repose principalement sur :,"Le versement direct de prestations financières aux individus, comme les pensions de retraite.","L'accès à des services sociaux gratuits ou à prix réduits, comme les crèches.","Le versement de prestations sociales directement aux individus, comme les pensions de retraite, et l'accès à des services sociaux gratuits ou à prix réduits.","L'accès à des services sociaux gratuits ou à prix réduits, et le versement de prestations sociales directement aux individus, comme les pensions de retraite.",c
OIC-009-04-A,"Quelle est la principale raison de la croissance des dépenses de protection sociale en France en 2020, en dehors des mesures de soutien à l'emploi ?",L'augmentation des salaires réels au fil des générations.,La baisse du nombre d'accidents du travail.,La diminution des dépenses de santé en ville.,La baisse du nombre de personnes atteintes de maladies chroniques.,L'augmentation des salaires réels au fil des générations.
OIC-009-04-A-,"Quelle est la principale source de financement de la protection sociale en France, selon le texte ?",Les cotisations sociales des salariés.,Les contributions publiques de l'État.,Les impôts et taxes affectés.,"Les ressources fiscales, notamment la contribution sociale généralisée (CSG).",d
OIC-009-05-A,Quelle est la principale caractéristique du régime général de la sécurité sociale en France ?,Il est exclusivement réservé aux travailleurs salariés du secteur privé.,Il est géré par une seule caisse nationale et ne couvre que les risques maladie.,"Il est un régime universel couvrant tous les groupes de population, y compris les étudiants et les chômeurs.",Il est géré par une seule caisse nationale et ne couvre que les risques retraite.,c1
OIC-009-05-A-,Quelle est la principale fonction de la Loi de Financement de la Sécurité Sociale (LFSS) ?,Fixer les recettes de la Sécurité Sociale.,Déterminer le budget de l'État.,Déterminer les conditions générales de son équilibre financier et fixer ses objectifs de dépenses.,Limiter les dépenses sociales et de santé.,c
OIC-009-06-A,Quel est le but principal de l'ONDAM ?,Définir les tarifs des médicaments.,Réguler les dépenses de l'assurance maladie.,Fixer les salaires des médecins.,Déterminer le nombre de médecins à recruter.,b
OIC-009-06-A-,Quel est le pourcentage de la population française couvert par le régime général de la Sécurité sociale ?,5%,15%,88%,95%,c
OIC-009-07-A,Quelle est la mission principale de la Caisse Nationale d'Assurance Maladie (CNAM) ?,Gérer les risques de maternité et d'invalidité.,Assurer la prise en charge des soins dispensés aux assurés sociaux.,Définir le périmètre des actes remboursables.,Gérer les risques de décès et d'accidents du travail.,b
OIC-009-07-A-,Quel est le but principal du ticket modérateur ?,Réduire les coûts des soins de santé pour l'État.,Réguler la consommation de soins en responsabilisant financièrement le patient.,Garantir un remboursement total de tous les frais de santé.,Permettre aux patients de choisir librement leurs médecins et leurs établissements de santé.,b
OIC-009-08-A,Quel est le rôle principal du médecin traitant dans le parcours de soins coordonnés ?,Assurer le remboursement des soins.,Orienter le patient dans le parcours de soins et gérer son dossier médical.,Se spécialiser dans tous les types de soins.,Déterminer le montant de la majoration de la part restant à charge.,b
OIC-009-08-A-,"Selon le texte, quel est le principal avantage de l'exonération du ticket modérateur pour les soins ALD ?",Accès direct aux spécialistes sans consultation préalable.,Possibilité de choisir librement les spécialistes.,Accès direct aux spécialistes mentionnés dans le protocole de soins.,Possibilité de refuser le diagnostic de la maladie dans le protocole de soins.,c
OIC-009-09-B,Quelles sont les deux principales catégories de prestations offertes par l'assurance maladie ?,Prestations en espèces et prestations en nature.,Prestations de retraite et prestations de maternité.,Prestations de santé et prestations de protection sociale.,Prestations de remplacement et prestations de remboursement.,a
OIC-009-09-B-,"Selon le contenu éducatif, quel est le rôle principal de la recherche en santé ?

(A) Développer des médicaments pour traiter les maladies.
(B) Améliorer la santé et étendre la connaissance scientifique de l'humain.
(C) Réduire les coûts des soins de santé.
(D) Identifier les causes des maladies.

Réponse correcte: B",Développer des médicaments pour traiter les maladies.,Améliorer la santé et étendre la connaissance scientifique de l'humain.,Réduire les coûts des soins de santé.,Identifier les causes des maladies.,B
OIC-009-10-B,"Selon le texte, quel est le rôle principal du protocole dans la recherche en santé ?",Fournir des informations générales sur le domaine de la santé.,Décrire précisément les étapes et éléments d'une étude avant son commencement.,Modifier les critères de jugement pendant l'exécution de l'étude.,Déterminer le nombre de sujets nécessaires à l'étude.,b
OIC-009-10-B-,Quelle est la principale fonction du Comité de Protection des Personnes (CPP) dans le cadre de la recherche clinique en France ?,Approuver le financement des études de recherche.,Vérifier la validité scientifique et les aspects éthiques des recherches et émettre un avis décisionnel.,Gérer la collecte et le stockage des données des participants.,Assurer le consentement éclairé des participants.,b
OIC-009-11-A,Quels sont les arguments utiles à la justification d'une problématique de recherche en santé ?,Se concentrer uniquement sur les résultats des études récentes.,Analyser les données démographiques et les tendances actuelles.,"Analyser l'épidémiologie du problème de santé, l'état actuel des connaissances et les résultats contradictoires des études existantes.",Ignorer les études existantes et se baser sur des intuitions personnelles.,c1
OIC-009-11-A-,"Quel est le rôle principal d'une hypothèse de recherche dans le cadre d'une étude en santé ?

  A.  Définir la population cible de l'étude.
  B.  Déterminer la méthode de collecte de données.
  C.  Estimer la puissance de l'étude et le nombre de sujets nécessaires.
  D.  Identifier les variables indépendantes et dépendantes.

  Réponse correcte: C",Définir la population cible de l'étude.,Déterminer la méthode de collecte de données.,Estimer la puissance de l'étude et le nombre de sujets nécessaires.,Identifier les variables indépendantes et dépendantes.,C
OIC-009-12-B,"Dans le contexte de la recherche en santé, quel est le critère le plus important à considérer lors du choix de la méthodologie d'une étude ?

(A) La taille de l'échantillon.
(B) La complexité de l'intervention.
(C) L'objectif de recherche.
(D) Le budget alloué à l'étude.",La taille de l'échantillon.,La complexité de l'intervention.,L'objectif de recherche.,Le budget alloué à l'étude.,L'objectif de recherche.
OIC-009-12-B-,"Dans le contexte de la recherche en santé, quel est le principal objectif de l'échantillonnage ?",Réduire le coût de la recherche.,Obtenir des résultats précis et généralisables à la population cible.,Recruter un maximum d'individus pour maximiser la puissance statistique.,Simplifier la collecte de données.,b
OIC-009-13-A,"Quelle est la principale raison pour laquelle il est important de préciser la nature, la source et les modalités de recueil des données lors de la collecte de données en santé ?",Pour simplifier le processus de collecte de données.,Pour garantir la cohérence et la comparabilité des données.,Pour réduire les coûts de collecte de données.,Pour éviter toute forme de biais dans l'interprétation des données.,b
OIC-009-13-A-,"Dans le contexte de la recherche en santé, quel est le critère de jugement principal qui doit être isolé des données recueillies ?",La mortalité,La qualité de vie,La pertinence clinique,La signification clinique,La pertinence clinique
OIC-009-14-B,Qu'est-ce qu'une variable aléatoire ?,Une variable qui a toujours la même valeur.,Une fonction qui attribue un nombre à toutes les issues possibles.,Une variable qui ne peut prendre que deux valeurs.,Une variable qui est toujours positive.,b
OIC-009-14-B-,Qu'est-ce que la moyenne (ou moyenne arithmétique) d'un ensemble de nombres?,La valeur la plus fréquente dans l'ensemble.,La somme de tous les nombres divisée par le nombre de nombres.,La valeur la plus grande dans l'ensemble.,La valeur la plus petite dans l'ensemble.,option_b1
OIC-009-15-B,"Dans le contexte de la recherche en santé, quel est le principal objectif d'une étude ?",Déterminer la valeur exacte de la différence entre deux groupes.,Extraire des inférences sur la population à partir des résultats observés sur un échantillon.,Identifier les variables les plus importantes pour expliquer une observation.,Calculer la puissance statistique de l'étude.,b
OIC-009-15-B-,Qu'est-ce qu'une variable censurée dans le contexte des données de survie ?,Une variable qui représente le temps exact de la survenue d'un événement.,Une variable qui indique si un événement a eu lieu ou non.,Une variable qui représente le temps écoulé entre l'inclusion dans l'étude et la fin de celle-ci.,Une variable qui indique le risque instantané de survenue d'un événement.,c1
