Unnamed: 0,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option,content_raw,distractor_quality
70,OIC-038-09-B,Quelle est la proportion des cas d’infertilité qui sont d’origine féminine et masculine ?,La proportion des cas d’infertilité est de 30% féminine et 30% masculine.,30% des cas d’infertilité sont d’origine féminine et 30% sont d’origine masculine.,La question évalue la proportion des causes d’infertilité.,Les causes d’infertilité féminine sont principalement liées aux troubles ovaires.,La question contextualise les causes féminines.,Les causes d’infertilité masculine sont principalement liées aux troubles tubériques.,La question évalue les causes masculines.,Les causes d’infertilité sont principalement liées aux troubles sexologiques.,La question évalue les causes sexologiques.,a,"{{objectif de connaissance
|Identifiant=OIC-038-09-B
|Item_parent=Infertilité du couple : conduite de la première consultation
|Item_parent_short=Infertilité du couple : conduite de la première consultation
|Rang=B
|Intitulé=Connaître les principales causes d’infertilité chez la femme
|Description=None
|Rubrique=Étiologies
|Contributeurs=Charlotte Sonigo,Geoffroy Robin,Patrica Fauque,Fabrice Guerif,Pierre Emmanuel Bouet
|Ordre=9}}
'''Schématiquement, environ 30% des cas d’infertilité sont d’origine féminine et 30% sont d’origine masculine. Dans 30% des cas, les deux membres du couple sont à l’origine de l’infertilité et dans 10% des cas on ne retrouve pas de cause identifiée (on parle alors d’infertilité inexpliquée ou idiopathique)'''
{| class=""wikitable""
| colspan=""2"" |'''Causes  d’infertilité féminine (30%)''' 
|-
|[[Troubles du cycle menstruel SD-094|Causes ovulatoires]] (40%)
|<nowiki>-  Syndrome des ovaires polykystiques</nowiki>

-  Hyperprolactinémie

-  Insuffisance ovarienne prématurée

-  Aménorrhée hypopthalamique fonctionnelle

-  Autres causes de troubles de l’ovulation (hypogonadismes hypogonadotropes  congénitaux ou acquis, dysovulation/anvulation eugonadotrope idiopathique…)
|-
|Etiologie  tubo-péritonéale (30%)
|<nowiki>-  Obstruction tubaire distale ou proximale</nowiki>
|-
|Endométriose  (15%)
|
|-
|Pathologie  utérine ou cervicale (8%)
|<nowiki>-  Pathologies congénitales (malformations utérines…)</nowiki>

-  Pathologies acquises (synéchies, fibromes, conisation, cervicites …)
|-
|  Autre (7%)
|<nowiki>-  Troubles sexologiques</nowiki>
|}",False
71,OIC-039-08-A,Quelle est l’indication de la FIV-c ?,L’infertilité tubaire est une indication incontestée de la FIV-c.,L’infertilité tubaire,Indication incontestée de la FIV-c.,l’endométriose,Indication mentionnée dans le texte.,les échecs d’IIU,Indication mentionnée dans le texte.,les anomalies spermatiques sévères,Indication mentionnée dans le texte.,a,"{{objectif de connaissance
|Identifiant=OIC-039-08-A
|Item_parent=Assistance médicale à la procréation : principaux aspects biologiques, médicaux et éthiques
|Item_parent_short=Assistance médicale à la procréation : principaux aspects biologiques, médicaux et éthiques
|Rang=A
|Intitulé=Connaître les principales indications de la fécondation in vitro (FIV) avec ou sans microinjection intracytoplasmique (ICSI)
|Description=None
|Rubrique=Étiologies
|Contributeurs=Patricia Fauque,Fabrice Guerif,Charlotte Sonigo,Geoffroy Robin,Pierre-Emmanuel Bouet,Stéphanie Huberlant,Nathalie Rives
|Ordre=8}}

'''Les principales indications de la FIV-c sont :'''

* L’infertilité tubaire (indication incontestée de la FIV-c)
* L’endométriose
* Les échecs d’IIU ou d’inductions simples de l’ovulation <br />

'''Les principales indications de l’ICSI sont :'''

* Les anomalies spermatiques sévères
* L'utilisation de spermatozoïdes extraits chirurgicalement (épididymaires ou testiculaires) ou à partir des urines (dans le cadre d’une éjaculation rétrograde)
* Un échec de FIV-c

<br />",True
72,OIC-039-09-A,Quelles sont les principales indications pour le don d’ovocytes ou de spermatozoïdes ?,"Les principales indications incluent l’infertilité sévère ou la stérilité médicale, le risque de transmission génétique, et la possibilité d’un double don.",Infertilité sévère voire stérilité médicalement constatée,Définition directe de l’indication pour le don d’ovocytes.,Risque de transmettre une maladie génétique d’une particulière gravité à l’enfant à venir,Représentation claire de l’indication pour le don d’ovocytes.,"En cas d’échec d’AMP intraconjugale, dans certains cas, un don d’ovocyte ou de spermatozoïdes peut être proposé",Représentation de l’indication pour le don d’ovocytes ou de spermatozoïdes.,Couple de femmes et femme non mariée,Représentation de la situation clinique pour le don d’ovocytes.,a,"{{objectif de connaissance
|Identifiant=OIC-039-09-A
|Item_parent=Assistance médicale à la procréation : principaux aspects biologiques, médicaux et éthiques
|Item_parent_short=Assistance médicale à la procréation : principaux aspects biologiques, médicaux et éthiques
|Rang=A
|Intitulé=Connaître les principales indications des dons de gamètes et d’embryons
|Description=None
|Rubrique=Étiologies
|Contributeurs=Patricia Fauque,Fabrice Guerif,Charlotte Sonigo,Geoffroy Robin,Pierre-Emmanuel Bouet,Stéphanie Huberlant,Nathalie Rives
|Ordre=9}}

'''Les principales indications du don d’ovocytes ou de spermatozoïdes sont :'''

*Infertilité sévère voire stérilité médicalement constatée (insuffisance ovarienne prématurée, azoospermie, autres altérations spermatiques très sévères)
*Risque de transmettre une maladie génétique d’une particulière gravité à l’enfant à venir
*Risque de transmettre une maladie virale d’une particulière gravité à l’autre membre du couple
*En cas d’échec d’AMP intraconjugale, dans certains cas, un don d’ovocyte ou de spermatozoïdes peut être proposé
*Couple de femmes et femme non mariée


'''Les principales indications de l’accueil d’embryon/ double dons sont :'''

*Double infertilité sévère ou double stérilité pour des couples infertiles
*Risque de transmettre une maladie génétique d’une particulière gravité à l’enfant à venir
*Non souhait de recours à l’AMP avec don de gamètes
*Couple de femmes et femme non mariée avec infertilité sévère ou stérilité de la femme qui va porter l'enfant

<br />",True
73,OIC-039-12-B,"Depuis la loi de bioéthique d'août 2021, une technique d'AMP peut être réalisée chez un couple formé d’un homme et d’une femme vivants ou chez un couple formé par deux femmes, ou pour une femme non mariée selon les critères d'âge mentionnés.","La loi de bioéthique d'août 2021 stipule que les couples formés par deux femmes peuvent également réaliser une technique d'AMP, avec des critères d'âge spécifiques.",chez un couple formé d’un homme et d’une femme vivants ou chez un couple formé par deux femmes,Cela correspond à la condition mentionnée dans le texte pour les couples formés par deux femmes.,pour une femme non mariée,Cela correspond à la condition mentionnée dans le texte pour les couples formés par deux femmes.,selon les critères d'âge mentionnés,Cela correspond à la condition mentionnée dans le texte pour les couples formés par deux femmes.,à partir de 29 ans et avant 37 ans,Cela correspond à la condition mentionnée dans le texte pour les femmes.,a,"{{objectif de connaissance
|Identifiant=OIC-039-12-B
|Item_parent=Assistance médicale à la procréation : principaux aspects biologiques, médicaux et éthiques
|Item_parent_short=Assistance médicale à la procréation : principaux aspects biologiques, médicaux et éthiques
|Rang=B
|Intitulé=Connaître les dispositions règlementaires encadrant le recours à l’AMP et la préservation de la fertilité féminine et masculine (enfant, adolescent, adulte)
|Description=None
|Rubrique=Prise en charge
|Contributeurs=Patricia Fauque,Fabrice Guerif,Charlotte Sonigo,Geoffroy Robin,Pierre-Emmanuel Bouet,Stéphanie Huberlant,Nathalie Rives
|Ordre=12}}

<u>'''Depuis la loi de bioéthique d'août 2021, une technique d'AMP peut être réalisée'''</u> :

*chez un couple formé d’un '''homme''' et d’une '''femme''' vivants ou chez un couple formé par '''deux femmes''', ou pour une '''femme non mariée'''
**selon les '''critères d'âge''' mentionnés ci-dessous:
***le prélèvement des gamètes en vue d'un AMP (FIV/ICSI):
****jusqu'au 43ième anniversaire de la femme 
****jusqu'au 60ième anniversaire du conjoint/conjointe)
***l'IIU, l'utilisation de gamètes ou tissu germinaux à visée procréative et transfert d'embryon peuvent être réalisés: 
****jusqu'au 45ième anniversaire de la femme qui à vocation à porter l'enfant
****jusqu'au 60ième anniversaire du membre du couple qui n'a pas vocation à porter l'enfant
**et qui ont '''consenti''' préalablement au transfert des embryons ou à l'insémination (signature d’un consentement obligatoire par les deux membres du couple ou la femme non mariée).


La conservation des gamètes hors indications médicales est possible: 

* Pour les femmes : à partir de 29 ans et avant 37 ans 
* Pour les hommes : à partir de 29 ans et avant 45 ans


La prise en charge par l’Assurance Maladie comprend :

*L’exploration médicale de la fertilité
*Les traitements prescrits lors de la prise en charge en AMP
*La réalisation de '''6 IIU'''
*La réalisation de '''4 tentatives FIV-c ou ICSI''' (une tentative comprend la stimulation, l’obtention et la culture ''in vitro'' des embryons, le transfert du(des) embryon(s) obtenu(s) immédiatement après la ponction ou après congélation et décongélation)

En cas de grossesse survenue après une technique d’AMP, le compteur de tentatives (IIU et FIV+/-ICSI) est remis à zéro pour l’Assurance Maladie si le couple ou la femme non mariée souhaite un nouvel enfant en AMP.

Il est nécessaire pour le couple ou la femme non mariée d’utiliser tous les embryons congelés avant toute nouvelle tentative. 

Tous les ans, les couples ou la femme non mariée ayant des embryons conservés sont consultés pour savoir s’ils maintiennent leur projet parental. En cas de séparation du couple ou si le couple ne souhaite pas poursuivre son projet parental, le couple peut demander la destruction des embryons, ou la cession des embryons à la recherche ou à un autre couple.

<u>'''Le don de gamètes ou d’embryons'''</u> est réalisé au sein d’un établissement publique ou à but non lucratif autorisé pour ces activités, principalement au sein d'un centre d’étude et de conservation des œufs et du sperme (CECOS). Il s’agit de l’intervention d’un tiers donneur de spermatozoïdes, d’ovocytes ou d’un don d’embryons en vue de leur accueil (conservés dans le cadre d’une FIV-c ou une ICSI, pour lesquels il n’y a plus de projet parental). Le couple qui bénéficie d’un don de gamètes ou d’embryons est dénommé « couple receveur ».

Les conditions d’accès à l’AMP avec tiers donneur sont identiques à celles de l’AMP intraconjugale.

Les grands principes du don sont les suivants :

*'''Volontariat''' : le don est réalisé librement, après signature d’un consentement écrit du donneur/donneuse auprès de l’équipe médicale autorisée pour le don et du couple receveur devant le notaire
*'''Gratuité''' : Interdiction de toute rémunération en contrepartie mais prise en charge des frais occasionnés par le don
*'''Anonymat''' : les donneurs et receveurs n’ont pas accès à leurs identités respectives. Depuis la loi de Bioéthique de 2021, les enfants issus d'un don  auront le droit, à leur majorité, de demander, si ils le souhaitent, les données identifiantes et non identifiantes du donneur (spermatozoïdes, ovocytes, embryons).

Le nombre d’enfants nés à partir d’un même donneur ou d’une même donneuse est limité à 10. 

Les donneurs ou donneuses peuvent être en couple ou célibataires. 

Il n’est pas obligatoire que les donneuses et donneurs aient eu des enfants préalablement au don.

<u>'''Concernant la préservation de la fertilité'''</u>, le '''consentement''' du patient ou de la patiente ou du titulaire de l’autorité parentale si le patient ou la patiente est mineure est recueilli préalablement à la réalisation de la conservation des gamètes ou tissus germinaux. Le consentement des deux membres du couple est recueilli si une conservation d’embryons est envisagée. Tous les ans il(elle) est interrogé(e) sur son souhait de poursuivre ou d’arrêter la conservation des gamètes ou tissus germinaux.  Toutes les techniques de préservation de la fertilité sont, à ce jour, remboursées à '''100% par l’Assurance Maladie''', selon les conditions mentionnées ci-dessus.


A noter que la prise en charge en AMP et le recours à la préservation de la fertilité sont réalisées après '''concertation pluridisciplinaire''' entre les médecins et biologistes de la reproduction du centre d’AMP mettant en œuvre la procédure.

<br />",True
74,OIC-045-03-A,Quelle est la principale question éthique en jeu lors du dépistage de la trisomie 21 ?,La question éthique en jeu est la protection de l'autonomie de la patiente.,la protection de l'autonomie de la patiente,La principale question éthique est la préservation de l'autonomie.,l'identification des cas de trisomie 21,Cette option ne reflète pas la question éthique en jeu.,la prise en charge du caryotype fœtal,Cette option ne relève pas de la question éthique en jeu.,la confirmation du diagnostic de trisomie 21,Cette option ne relève pas de la question éthique en jeu.,a,"{{objectif de connaissance
|Identifiant=OIC-045-03-A
|Item_parent=Spécificités des maladies génétiques. (voir item 9)
|Item_parent_short=Spécificités des maladies génétiques. (voir item 9)
|Rang=A
|Intitulé=Connaître les questions éthiques en jeu dans le conseil génétique
|Description=consentement, autonomie reproductive, droit de ne pas savoir, retentissement personnel et familial, acceptabilité sociale de la maladie et du handicap, eugénisme
|Rubrique=Définition
|Contributeurs=Elise Launay,Damien Sanlaville,Marie-Bérengère Troadec
|Ordre=3}}

De manière générale les principes éthiques guidant le médecin sont :

-         le respect de l’autonomie (consentement éclairé droit à l’information, droit de ne pas savoir);  

-         la non-malveillance (''primum non nocere'' : « d’abord, ne pas nuire ») ;

-         la bienveillance : améliorer le bien-être de la personne ;

-         la justice : égalité d’accès aux moyens.

D’autres principes peuvent être pris en compte tels que le respect de la dignité humaine, le respect de l’intégrité et la notion de vulnérabilité.

L’arbitrage entre les différents principes lorsqu’ils sont en conflit constitue le cœur de la réflexion éthique.

Pour illustrer certaines questions éthiques en jeu dans le conseil génétique, nous prenons le cas du dépistage de la trisomie 21. La politique de dépistage de la trisomie 21 proposée en France fait penser, pour certains, à une politique eugénique. Néanmoins ce dépistage est proposé et non imposé et à chaque étape de ce processus une information est donnée à la patiente qui garde d’une part la possibilité de ne pas poursuivre la procédure de dépistage et d’autre part, une fois le diagnostic fait de choisir d’accueillir un enfant porteur de trisomie 21. Le principe d’autonomie de la patiente est donc conservé. En France, pour des raisons multiples allant des difficultés matérielles rencontrées par les familles (identification ou accessibilité d’un accompagnement adapté aux besoins de l’enfant puis de l’adulte porteur d’une trisomie 21) à la pression sociétale, environ 90 % des couples choisissent de demander une interruption médicale de la grossesse.",False
75,OIC-045-05-A,Quelle méthode de dépistage anténatal est proposée en cas de risque élevé ?,La méthode de dépistage anténatal proposée en cas de risque élevé est le test sur ADN fœtal (DPNI).,DPNI,Le DPNI est utilisé pour déterminer la trisomie 21 en cas de risque élevé.,test sur ADN fœtal,Le test sur ADN fœtal (DPNI) est utilisé pour la surveillance non invasive.,test sur ADN fœtal,Le test sur ADN fœtal (DPNI) est utilisé pour la surveillance non invasive.,test sur ADN fœtal,Le test sur ADN fœtal (DPNI) est utilisé pour la surveillance non invasive.,a,"{{objectif de connaissance
|Identifiant=OIC-045-05-A
|Item_parent=Spécificités des maladies génétiques. (voir item 9)
|Item_parent_short=Spécificités des maladies génétiques. (voir item 9)
|Rang=A
|Intitulé=Connaître les modalités du dépistage anténatal de trisomie 21
|Description=Connaitre les modalités de dépistage anténatal de la trisomie 21
|Rubrique=Diagnostic positif
|Contributeurs=Elise Launay,Damien Sanlaville,Marie-Bérengère Troadec
|Ordre=5}}

Les médecins doivent informer les patientes de la possibilité d’un [[Dépistage prénatal de la trisomie 21 SD-307|dépistage prénatal de la trisomie 21]], pris en charge par l'assurance maladie, mais sans caractère obligatoire.

Le dépistage comprend un test combiné du 1° trimestre qui est basé sur :

-         L’âge maternel ;

-         La mesure de la clarté nucale au 1er trimestre ;

-         Le dosage des marqueurs sériques au 1er trimestre (PAPP-A, beta-HCG libre).


La conduite à tenir varie en fonction du résultat du test combiné :

-         Si le risque est inférieur à 1/ 1 000 une surveillance simple de la grossesse est préconisée ;

-         Si le risque se situe entre 1/51 et 1/ 1000, il est proposé la réalisation d’un dépistage prénatal non invasif (test sur ADN fœtal libre circulant dans le sang maternel, DPNI) :

o  Si le DPNI est négatif : poursuite de la surveillance échographique habituelle de la grossesse ;

o  Si le DPNI est positif : proposition d’un caryotype fœtal. Le DPNI a une très bonne valeur prédictive positive et négative mais il ne permet pas de faire le diagnostic de trisomie 21 de façon certaine. Ainsi aucune IMG ne sera réalisée sur un résultat positif de DPNI.

-         Si le risque est supérieur ou égal à 1/50, le caryotype fœtal est proposé d’emblée. Cependant, la femme peut demander à bénéficier d’un DPNI.


S’il n’a pas été possible de réaliser le dépistage au 1° trimestre de la grossesse, il est possible de proposer le dosage des marqueurs sériques du 2° trimestre (hCG, alpha foeto-protéine, oestriol).",False
76,OIC-045-06-B,Quelle est la relation entre le dépistage biologique et le suivi échographique dans le diagnostic de la trisomie 21 anténatale ?,"Le dépistage biologique et le suivi échographique participent au dépistage de la trisomie 21, avec des signes spécifiques observés au trimestre 1 et 3.",Antenatal ultrasound findings,Réponse correcte : Le dépistage biologique et le suivi échographique sont des modalités clés pour la trisomie 21 anténatale.,Antenatal ultrasound findings,Réponse incorrecte : Le dépistage biologique est une méthode principale.,Antenatal ultrasound findings,Réponse incorrecte : Le suivi échographique est une méthode principale.,Antenatal ultrasound findings,Réponse incorrecte : Le dépistage biologique est une méthode principale.,a,"{{objectif de connaissance
|Identifiant=OIC-045-06-B
|Item_parent=Spécificités des maladies génétiques. (voir item 9)
|Item_parent_short=Spécificités des maladies génétiques. (voir item 9)
|Rang=B
|Intitulé=Connaître les modalités du diagnostic anténatal de trisomie 21
|Description=Connaitre les modalités du diagnostic anténatal de la trisomie 21
|Rubrique=Diagnostic positif
|Contributeurs=Elise Launay,Damien Sanlaville,Marie-Bérengère Troadec
|Ordre=6}}

En plus du dépistage biologique, le suivi échographique participe au dépistage de la trisomie 21. En cas d’anomalie à l’échographie, un caryotype fœtal sera prescrit. Les principaux signes sont les suivants :

Au 1° trimestre : nuque supérieure à 3,5 mm ;

Au 2° trimestre : cardiopathie, hypoplasie ou aplasie des os propres du nez, fémurs courts, signes indirects de sténose duodénale… ;

Au 3° trimestre : retard de croissance intra utérin sans cause placentaire, cardiopathie.",False
77,OIC-045-10-A,Quelles sont les principales conditions pour le diagnostic de trisomie 21 en postnatal ?,"Le diagnostic est actuellement fait le plus souvent en période anténatale (80-90 %) et est posé en période néonatale sur la triade hypotonie axiale, souffle à l’auscultation cardiaque et dysmorphie faciale. Les cas rarement tardifs incluent le retard psychomoteur et les difficultés d’apprentissage.",hypotonie axiale,Correcte : Le diagnostic est posé sur la triade hypotonie axiale et la souffle à l’auscultation cardiaque.,dysmorphie faciale,Correcte : Le diagnostic est posé sur la dysmorphie faciale et la souffle à l’auscultation cardiaque.,retard psychomoteur,Incorrect : Le diagnostic est posé sur la hypotonie axiale et la souffle à l’auscultation cardiaque.,difficultés d’apprentissage associées à une immaturité,Incorrect : Le diagnostic est posé sur la hypotonie axiale et la souffle à l’auscultation cardiaque.,a,"{{objectif de connaissance
|Identifiant=OIC-045-10-A
|Item_parent=Spécificités des maladies génétiques. (voir item 9)
|Item_parent_short=Spécificités des maladies génétiques. (voir item 9)
|Rang=A
|Intitulé=Savoir évoquer le diagnostic clinique de trisomie 21 en postnatal
|Description=Epidémiologie et principaux signes cliniques post nataux de la trisomie 21.
|Rubrique=Diagnostic positif
|Contributeurs=Elise Launay,Damien Sanlaville,Marie-Bérengère Troadec
|Ordre=10}}

Le diagnostic est actuellement fait le plus souvent (80-90 %) en période anténatale. Si cela n’est pas le cas, le diagnostic est posé en période néonatale sur la triade :

-         Hypotonie axiale

-         Souffle à l’auscultation cardiaque ([[Découverte d'anomalies à l'auscultation cardiaque SD-018|découverte d'anomalies à l'auscultation cardiaque]])

-         Dysmorphie faciale

Très rarement le diagnostic peut être plus tardif (trisomie 21 en mosaïque) sur les éléments suivants

-         Retard psychomoteur ([[Anomalie du développement psychomoteur SD-115|anomalie du développement psychomoteur]])

-         Difficultés d’apprentissage associées à une immaturité",False
78,OIC-045-16-B,Quelle approche thérapeutique est une nouvelle méthode pour la mucoviscidose ?,La réponse est la mise en œuvre de modulateurs spécifiques.,La lutte contre la perte de sel par une supplémentation régulière,Cela correspond à la prise en charge nutritionnelle.,La prise en charge des troubles gastro-intestinaux,Ce sont des régimes alimentaires.,La greffe de poumon et/ou foie,Cela est une intervention chirurgicale.,Les modulateurs spécifiques,Ces modulateurs sont des nouvelles thérapies.,d,"{{objectif de connaissance
|Identifiant=OIC-045-16-B
|Item_parent=Spécificités des maladies génétiques. (voir item 9)
|Item_parent_short=Spécificités des maladies génétiques. (voir item 9)
|Rang=B
|Intitulé=Connaître les grands principes de la prise en charge de la mucoviscidose
|Description=Nutrition. Prévention des infections. Supplémentation
|Rubrique=Prise en charge
|Contributeurs=Claude Férec,Elise Launay,Caroline Schluth-Bolard
|Ordre=16}}

La prise en charge clinique est réalisée au sein des Centres de Ressources et de Compétence de la mucoviscidose (CRCM).

Les grands principes de la prise en charge clinique reposent sur :

•          La lutte contre la perte de sel par une supplémentation régulière ;

•          La prise en charge des troubles gastro-intestinaux : régime riche en calories, pauvre en graisses et apport d’enzymes digestives et de vitamines liposolubles ;

•          La prise en charge de la pathologie pulmonaire : traitements antibiotiques à dose importantes pour diminuer l’infection respiratoire chronique, traitements mucolytiques et kinésithérapie respiratoire.

•          Dans les formes graves, une greffe de poumon et/ou foie peut être réalisée.

•          L’infertilité masculine est prise en charge par assistance médicale à la procréation (fécondation ''in vitro'')


De nouvelles thérapies dites “mutations spécifiques “ ont récemment été développées. Il s’agit de petites molécules, appelées modulateurs, qui visent à corriger la protéine CFTR défectueuse.",False
79,OIC-045-17-A,Quelle indication est correcte pour un patient souffrant de mucoviscidose selon le suivi ?,"La question évalue la compréhension des modalités de suivi, en particulier les radiographies et les scans.",radiographie pulmonaire et scanner thoracique,"Option a correspond à la description du suivi respiratoire, incluant les radiographies et les scans.",échodoppler hépatique et IRM pulmonaire,"Option b correspond à la surveillance digestive, incluant l'échodoppler hépatique.",scan thoracique et IRM pulmonaire,"Option c inclut les scans thoraciques et l'IRM, ce qui correspond à la description.",scan abdominal et IRM,"Option d inclut les scans abdominaux et l'IRM, ce qui correspond à la description.",a,"{{objectif de connaissance
|Identifiant=OIC-045-17-A
|Item_parent=Spécificités des maladies génétiques. (voir item 9)
|Item_parent_short=Spécificités des maladies génétiques. (voir item 9)
|Rang=A
|Intitulé=Connaître l’indication des examens d’imagerie devant une mucoviscidose
|Description=radiographie pulmonaire et écho doppler abdominal pour le suivi
|Rubrique=Examens complémentaires
|Contributeurs=Claude Férec,Elise Launay,Caroline Schluth-Bolard
|Ordre=17}}

Concernant le suivi du patient sur le plan respiratoire, une radiographie pulmonaire est indiquée au moins de façon annuelle et devant un nouveau symptôme. La réalisation d’un scanner thoracique sera discutée en fonction de l’état de santé du patient. Devant une aggravation ou une situation d’urgence, un scanner thoracique, éventuellement complété par une IRM pulmonaire et un angio-scan pourront être réalisés ([[Rédaction de la demande d'un examen d'imagerie SD-230|rédaction de la demande d'un examen d'imagerie]]).

La surveillance digestive comprend la réalisation d’un échodoppler hépatique et digestif une fois par an. Devant une situation d’urgence ou une aggravation, cet échodoppler pourra être complété par une IRM ou un scanner abdominal ([[Rédaction de la demande d'un examen d'imagerie SD-230|rédaction de la demande d'un examen d'imagerie]]).",False
80,OIC-045-20-A,Quelle est la première cause de déficience intellectuelle familiale selon le texte ?,La première cause est mentionnée comme la première cause génétique de trouble du spectre de l’autisme.,la première cause de déficience intellectuelle familiale,Cela correspond à la mention dans le texte : 'la première cause de déficience intellectuelle familiale' (p. 20).,la deuxième cause de déficience intellectuelle génétique (après la trisomie 21),Cela correspond à la mention dans le texte : 'la deuxième cause de déficience intellectuelle génétique (après la trisomie 21)' (p. 20).,la première cause génétique de trouble du spectre de l’autisme,Cela correspond à la mention dans le texte : 'la première cause génétique de trouble du spectre de l’autisme' (p. 20).,la fréquence estimée des prémutations...,Cela correspond à la mention dans le texte : 'la fréquence estimée des prémutations...' (p. 20).,a,"{{objectif de connaissance
|Identifiant=OIC-045-20-A
|Item_parent=Spécificités des maladies génétiques. (voir item 9)
|Item_parent_short=Spécificités des maladies génétiques. (voir item 9)
|Rang=A
|Intitulé=Savoir penser à un syndrome de l’X fragile
|Description=Connaitre les signes cliniques habituels du syndrome de l'X fragile et sa transmission familiale
|Rubrique=Diagnostic positif
|Contributeurs=Gaétan Lesca,Elise Launay
|Ordre=20}}

Le syndrome de l’X fragile constitue :

* la première cause de déficience intellectuelle familiale ([[Anomalie du développement psychomoteur SD-115|anomalie du développement psychomoteur]])
* la deuxième cause de déficience intellectuelle génétique (après la trisomie 21)
* la première cause génétique de trouble du spectre de l’autisme ([[Troubles du comportement chez enfant et adolescent SD-133|troubles du comportement chez enfant et adolescent]])

La prévalence est estimée à environ 1/5000 chez les hommes et 1/8000 chez les femmes (2 % des déficiences intellectuelles chez le garçon et 1 % chez la fille).

La fréquence estimée des prémutations dans la population générale est de 1/250 chez les femmes et 1/500 chez les hommes.

Pour les prémutations de petite taille (< 100 CGG), il convient de poursuivre les investigations génétiques à la recherche d’une autre cause aux troubles du neurodéveloppement. Il est toutefois important de proposer un conseil génétique à la famille du patient car il existe un risque élevé d’instabilité génétique pouvant conduire à l’apparition d’une mutation complète chez d’autres enfants ([[Annonce d'un diagnostic de maladie grave au patient et/ou à sa famille SD-327|annonce d’un diagnostic de maladie grave au patient et/ou à sa famille]], [[Situation de handicap SD-345|situation de handicap]]).

L’existence d’antécédents familiaux d’insuffisance ovarienne ([[Difficulté à procréer SD-033|difficulté à procréer]], [[Troubles du cycle menstruel SD-094|troubles du cycle menstruel]]) ou de syndrome neurodégénératif de l’adulte constitue un argument en faveur du syndrome de l’X fragile.",False
