Unnamed: 0,id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
29,OIC-006-01-A-,"Selon le texte, quel est l'impact principal de la loi du 4 mars 2002 sur le devoir d'information des professionnels de santé ?",Elle rend obligatoire la signature écrite du patient pour accepter les informations.,"Elle impose aux médecins de fournir une information orale complète et claire, mais non écrite, avant toute intervention médicale.","Elle oblige les professionnels de santé à informer le patient sur tous les risques fréquents ou graves, normalement prévisibles, d'un acte médical.",Elle permet aux patients de refuser l'information si elle est trop complexe et difficile à comprendre.,c,4
30,OIC-006-02-A,"Selon le texte, quel est l'objectif principal de la « clause de conscience » pour les professionnels de santé ?",Permettre aux patients de refuser tout traitement médical.,Autoriser les médecins à pratiquer des interventions chirurgicales sans consentement du patient.,Offrir aux praticiens la possibilité de refuser des soins qui vont à l'encontre de leurs convictions personnelles.,"Imposer aux patients de suivre les recommandations médicales, même en cas de refus personnel.",c,4
31,OIC-006-02-A-,Quel est le rôle principal d'une personne de confiance selon le texte ?,Remplacer le médecin dans les décisions concernant le patient.,Gérer les finances du patient en cas d'incapacité.,Accompagner le patient dans ses démarches de soins et faire le lien avec les équipes médicales.,Prendre des décisions médicales au nom du patient en cas d'absence.,c,4
32,OIC-006-03-A-,Quel est l'objectif principal des mesures de protection juridique pour les personnes majeures ?,Limiter les libertés individuelles pour assurer la sécurité collective.,Imposer un contrôle strict sur les décisions personnelles des individus.,"Protéger l'autonomie et le bien-être de la personne, tout en respectant ses droits fondamentaux.",Remplacer les parents ou les tuteurs légaux dans toutes les décisions importantes concernant la vie d'une personne.,c,4
33,OIC-006-04-B-,Qui peut demander l'ouverture d'une mesure de protection auprès du juge des tutelles ?,Seulement le majeur concerné lui-même,"Le conjoint, un parent ou une personne entretenant avec le majeur des liens étroits et stables",Exclusivement le procureur de la République,Uniquement le médecin traitant du majeur concerné,b,4
34,OIC-006-05-A,"Selon le texte, quel est l'aspect principal de la loi Veil de 1975 concernant l'IVG ?",Elle a permis d'encadrer médicalement une pratique déjà répandue et risquée.,Elle a instauré un débat public sur le début de la vie humaine.,Elle a imposé des restrictions strictes pour limiter les abus de l'IVG.,Elle a reconnu le droit à l'IVG comme une extension du droit fondamental à la liberté.,a,4
35,OIC-006-05-A-,"Selon la loi française, dans quelles situations peut-être pratiquée une interruption médicale de grossesse (IMG) ?",Uniquement si le fœtus présente une anomalie génétique incompatible avec la vie.,Si la poursuite de la grossesse met en péril grave la santé de la femme ou si l'enfant à naître risque d'être atteint d'une affection incurable.,Seulement pendant les trois premiers mois de grossesse.,Uniquement si le couple a des difficultés financières et ne peut pas s'occuper d'un enfant.,b,4
36,OIC-006-06-A,"Lequel des énoncés suivants décrit le mieux l'objectif principal du diagnostic prénatal (DPN) selon la loi française ?
","Détecter toutes les anomalies fœtales, même mineures, afin de permettre aux parents de faire un choix éclairé.",Prévenir ou traiter une affection d<bos><h1>grave</h1>  chez l'enfant à naître dans l'intérêt de l'enfant.,Fournir aux parents des informations détaillées sur le développement fœtal pour faciliter la prise en charge médicale après la naissance.,Permettre aux couples de choisir le sexe de leur enfant et d'éviter les maladies génétiques héréditaires.,b,4
37,OIC-006-06-A-,Lequel des énoncés suivants décrit le mieux le but du diagnostic préimplantatoire (DPI) ?,Choisir le sexe de l'enfant pour convenance personnelle.,Éviter la transmission d'une maladie génétique à un enfant.,Déterminer si un embryon est compatible avec un frère ou une sœur malade.,Permettre aux parents de choisir les traits physiques de leur enfant.,b,4
38,OIC-006-07-A,Lequel des énoncés suivants décrit le mieux l'enjeu éthique concernant l'information du patient en fin de vie ?,"Fournir une information factuelle sur la durée restante, même si elle est incertaine.","Respecter l'autonomie du patient en lui fournissant des informations claires et honnêtes, tout en tenant compte de ses besoins émotionnels.",Éviter de parler de la mort pour ne pas causer d'anxiété au patient.,Se concentrer sur les aspects positifs du traitement plutôt que sur les risques potentiels.,b,4
39,OIC-006-07-A-,"Selon les lois Léonetti et Clayes-Léonetti, quel est le but principal des soins palliatifs ?",Prolonger la vie du patient à tout prix.,Soulager la souffrance du patient en fin de vie.,Imposer au patient les traitements médicaux nécessaires.,Forcer le patient à exprimer ses directives anticipées.,b,4
40,OIC-006-08-A,Dans quelle situation une procédure collégiale est-elle obligatoire en médecine ? ,Lorsqu'un patient souhaite changer de médecin.,Lorsque le patient ne peut pas exprimer sa volonté concernant les traitements.,Lorsqu'une famille refuse un traitement médical.,Lorsqu'un patient est atteint d'une maladie chronique.,b,4
41,OIC-006-08-A-,"Selon la loi du 22 avril 2005 dite « loi Léonetti », quelle est l'obligation principale du médecin en cas d'arrêt ou limitation des soins ?","De respecter la volonté de la personne, même si elle n'est pas exprimée.",D'informer le patient des conséquences de son choix et de respecter sa décision après l'avoir informée.,De consulter obligatoirement la famille du patient avant toute décision.,"De privilégier les directives anticipées, même si elles sont contradictoires avec le souhait du patient actuel.",b,4
42,OIC-008-01-A,Lequel des principes éthiques suivants est le plus pertinent lorsqu'il s'agit d'assurer que les participants à une recherche biomédicale sont informés et consentent librement à leur participation ?,Principe de bienfaisance,Principe de non-malfaisance,Principe d'autonomie,Principe de justice,c,4
43,OIC-008-01-A-,"Selon la loi Huriet-Sérusclat, quel type d'information doit être fourni aux participants avant leur consentement à une recherche biomédicale ?",Une description des risques potentiels et des bénéfices attendus.,Le nom du promoteur de la recherche.,La rémunération que le participant recevra pour son participation.,Les détails sur les protocoles expérimentaux utilisés dans la recherche.,a,4
44,OIC-008-02-B,"Selon le texte, quel est l'objectif principal de la gratuité dans le cadre du don d'organes ?",Permettre aux familles des donneurs de bénéficier financièrement.,Encourager les dons en offrant une récompense financière aux donneurs.,Éviter la commercialisation des organes et protéger les personnes vulnérables.,Réduire les coûts liés aux opérations de greffe pour les hôpitaux.,c,4
45,OIC-008-02-B-,"Selon le texte, quelle est la principale différence entre la mort par arrêt cardio-circulatoire et la mort encéphalique ?",La mort encéphalique est reconnue plus tôt que l'arrêt cardio-circulatoire.,Le prélèvement d'organes est impossible en cas de mort encéphalique.,"En cas de mort encéphalique, le corps peut être maintenu en état circulatoire et ventilatoire.",La mort encéphalique ne nécessite pas d'EEG pour être diagnostiquée.,c,4
46,OIC-008-03-B,"Selon le texte, qui peut être donneur vivant en France ?",Seulement les parents biologiques du receveur,"Le conjoint, les frères et sœurs, les enfants, ainsi que toute personne ayant vécu en communauté avec le receveur pendant au moins deux ans",Uniquement les personnes âgées de plus de 65 ans,Les donneurs vivants sont interdits en France,b,4
47,OIC-008-03-B-,"Selon le texte, quel est l'élément principal qui distingue les produits du corps humain des éléments ? ",La durée de vie,Le caractère renouvelable,L'utilisation thérapeutique possible,Le consentement préalable du donneur,b,2
48,OIC-009-02-A,"Selon le texte, quel est l'impact principal de la maladie sur l'expérience corporelle d'un individu ?",Une meilleure compréhension de son corps,Un sentiment accru de confiance en soi,Des changements dans l'identité et l'image du corps,Une diminution des sensations physiques,c,4
49,OIC-009-02-A-,"Selon le texte, quel est l'impact principal des techniques médicales modernes sur la perception du corps ?",Elles renforcent la vision subjective du corps par le patient.,Elles permettent de mieux comprendre les émotions liées à la maladie.,Elles créent une distance entre le vécu subjectif et l'objectivation médicale du corps.,Elles rendent le corps plus accessible aux soins intuitifs.,c,4
50,OIC-009-03-A,Laquelle des affirmations suivantes décrit le mieux la logique d'assurance sociale obligatoire ?,Elle vise à lutter contre la pauvreté et l'exclusion.,Elle repose sur une solidarité entre les individus pour couvrir certaines dépenses pour tous.,Elle permet de prémunir les assurés contre une perte de revenus liée aux risques sociaux.,Elle encourage l'épargne individuelle pour faire face aux risques futurs.,c,4
51,OIC-009-03-A-,Quelle est la principale caractéristique des prestations sociales en France ?,Elles sont uniquement versées en espèces sous forme de revenus de remplacement.,Elles couvrent exclusivement les risques liés à l'âge et à la retraite.,"Elles peuvent être distribuées en espèces ou en nature, et s'appliquent à six catégories de risques.",Elles sont uniquement accessibles aux personnes ayant des revenus faibles.,c,4
52,OIC-009-04-A,"Selon le texte, quelle est la principale raison de l'augmentation des dépenses de protection sociale en France en 2020 ?",L'augmentation du nombre de retraités,Les mesures de soutien à l'emploi liées au chômage partiel,La baisse du volume de soins hors Covid-19,Le recours massif au télétravail pendant la pandémie,b,4
53,OIC-009-05-A,Le régime général de la sécurité sociale couvre initialement :,Tous les citoyens français,Les travailleurs salariés du secteur public,Les travailleurs salariés du secteur privé,Les étudiants et les chômeurs,c,4
54,OIC-009-05-A-,Quel est le principal objectif de la loi de financement de la sécurité sociale (LFSS) ?,Définir les droits et obligations des citoyens envers la sécurité sociale.,Fixer les taux d'imposition pour financer les services sociaux.,Maîtriser les dépenses sociales et de santé en fonction des prévisions de recettes.,Réguler le marché des assurances privées dans le domaine de la santé.,c,4
55,OIC-009-06-A,Quel est le but principal de l'Objectif national des dépenses d'Assurance maladie (ONDAM) ?,Définir les tarifs pratiqués par les médecins et hôpitaux.,Réguler les recettes de l'assurance maladie et garantir leur équilibre budgétaire.,"Fixer le montant maximum des dépenses pour les soins dispensés en France, tant publics que privés.",Contrôler la qualité des soins prodigués par les établissements de santé.,c,4
56,OIC-009-07-A,Quelle est la mission principale de la Caisse nationale d'assurance maladie (CNAM) ?,Gérer les risques financiers des entreprises,Organiser les campagnes de vaccination,Assurer la prise en charge des soins dispensés aux assurés sociaux,Définir les politiques d'immigration et d'intégration,c,4
57,OIC-009-07-A-,Quel est le but principal du ticket modérateur ?,Dépenser moins d'argent sur les soins.,Encourager la consommation excessive de soins médicaux.,Responsabiliser financièrement le patient et réguler la consommation de soins.,Réduire les coûts pour l'assurance maladie.,c,4
58,OIC-009-08-A,Quel est l'objectif principal du parcours de soins coordonnés ?,Réduire les coûts des soins pour l'Assurance Maladie.,Simplifier la gestion administrative des dossiers médicaux.,Améliorer l'accès aux soins et la qualité des soins prodigués.,Favoriser la spécialisation des médecins généralistes.,c,4
59,OIC-009-08-A-,Le protocole de soins ALD avec exonération du ticket modérateur s'applique principalement à : ,Les maladies chroniques peu coûteuses.,Les affections graves ou invalidantes nécessitant un traitement prolongé.,Les accidents de travail et les maladies professionnelles.,Les consultations médicales non remboursées par l'assurance maladie.,b,4
60,OIC-009-09-B,Quelles sont les prestations en espèces de l'assurance maladie ?,Remboursement des frais médicaux,Indemnités journalières en cas d'arrêt de travail,Exonération du ticket modérateur,Prise en charge à 100 % des examens prénataux,b,4
61,OIC-009-09-B-,Quel est l'objectif principal de la recherche en santé ?,Développer de nouveaux médicaments uniquement.,Améliorer la qualité de vie des patients atteints de maladies rares.,Étendre les connaissances scientifiques sur l'humain et améliorer sa santé.,Réduire les coûts de traitement des maladies chroniques.,c,4
62,OIC-009-10-B,Quel est l'objectif principal d'un protocole de recherche en santé ?,"Décrire toutes les étapes de la recherche, même celles non essentielles.",Permettre une modification flexible du plan d'étude en fonction des résultats obtenus.,Répondre à un objectif principal unique et obtenir un résultat fiable et pertinent.,"Fournir un cadre général pour la recherche, sans spécifier les détails méthodologiques.",c,4
63,OIC-009-10-B-,Laquelle des affirmations suivantes concernant la loi Jardé est **INCORRECTE** ?,Elle définit trois catégories de recherches impliquant la personne humaine.,Elle s'applique uniquement aux études sur l'efficacité et l'innocuité des médicaments.,Elle distingue les recherches interventionnelles des recherches non interventionnelles.,Elle exige le consentement éclairé pour certaines catégories de recherches.,b,4
64,OIC-009-11-A,Quel élément n'est PAS un argument utile à la justification d'une problématique de recherche ?,La fréquence du problème de santé étudié,Le niveau de preuve des études précédentes,L'opinion personnelle du chercheur sur le sujet,Les coûts associés au problème de santé,c,4
65,OIC-009-11-A-,Quel est l'objectif principal d'une hypothèse de recherche ?,Déterminer le nombre de sujets nécessaires à une étude.,Vérifier une affirmation préalable (a priori) par une étude.,Établir la puissance d'une étude en fonction du taille d'effet attendu.,Hiérarchiser les objectifs de recherche en objectif principal et secondaire.,b,4
66,OIC-009-12-B,Quel critère est **essentiel** à prendre en compte lors du choix de la méthodologie d'une étude scientifique ?,Le budget alloué à l'étude,La durée maximale autorisée pour mener l'étude,Le nombre de participants souhaités dans l'étude,L'objectif précis que l'étude cherche à atteindre,d,4
67,OIC-009-12-B-,Quel type d'échantillonnage consiste à diviser la population cible en sous-populations (strates) et à tirer au sort des individus dans chaque strate ?,Recrutement consécutif,Sondage stratifié,Échantillon de convenance,Méthode des quotas,b,4
68,OIC-009-13-A,Quelle est la principale caractéristique d'un registre de morbidité ?,Il enregistre les décès au niveau national.,Il recense tous les cas d'une maladie spécifique dans un territoire donné.,Il suit l'évolution des maladies infectieuses déclarées par les professionnels de santé.,Il collecte des données sur la consommation de médicaments et les actes médicaux réalisés.,b,4
69,OIC-009-13-A-,Quel est le critère principal à utiliser pour évaluer la pertinence d'un critère de jugement dans une étude scientifique ?,La popularité du critère parmi les chercheurs.,La facilité de mesure du critère.,L'adéquation du critère avec l'objectif principal de l'étude et sa signification clinique.,Le coût associé à la collecte des données sur le critère.,c,4
70,OIC-009-14-B,Qu'est-ce qu'une variable aléatoire ?,Une mesure précise d'un phénomène physique.,Un événement certain dont la réalisation est garantie.,Une fonction qui associe un nombre à chaque issue possible d'un phénomène aléatoire.,La probabilité associée à une issue particulière d'un phénomène aléatoire.,c,1
71,OIC-009-14-B-,Lequel des paramètres suivants mesure la dispersion d'un ensemble de valeurs autour de leur moyenne ?,Mode,Médiane,Variance,Quantile,c,4
72,OIC-009-15-B,Quel est l'objectif principal d'un test statistique en recherche biomédicale ?,Déterminer la taille de l'échantillon nécessaire pour une étude.,Confirmer qu'une hypothèse nulle est vraie avec certitude absolue.,Évaluer si un résultat observé sur un échantillon peut être expliqué par le hasard ou s'il indique une différence significative.,Identifier les facteurs d'exposition qui influencent la variable à expliquer.,c,4
73,OIC-009-15-B-,Quelle est la particularité des données de survie qui les distingue des autres types de données?,Elles ne peuvent être utilisées que pour étudier les décès.,Elles sont toujours complètes et précises.,Elles reflètent à la fois la survenue d'un événement et le temps de suivi du sujet.,Elles ne peuvent être utilisées que pour des études longitudinales.,c,4
74,OIC-009-16-B,Quel est le but principal de l'ajustement dans une analyse statistique ?,Identifier les facteurs d'exposition qui sont corrélés au phénomène étudié.,Neutraliser l'effet des facteurs de confusion sur la mesure d'association.,Déterminer la force de l'association entre deux variables indépendantes.,Comparer les mesures d'association brutes et ajustées pour identifier les biais.,b,4
75,OIC-009-16-B-,Quel est l'objectif principal de la protection des données de santé ?,Faciliter les recherches cliniques,Garanir la confidentialité des informations médicales,Simplifier le traitement administratif des dossiers patients,Réduire les coûts de l'assurance maladie,b,4
76,OIC-009-17-A,Quel est le terme utilisé pour décrire un facteur associé à une probabilité plus élevée d'apparition d'un phénomène de santé dans une étude analytique ?,Facteur étiologique,Déterminant de santé,Facteur pronostique,Facteur de risque,d,4
77,OIC-009-17-A-,Quelle est la différence principale entre une population cible et une population source dans une étude de recherche ?,La population cible est plus grande que la population source.,"La population cible est celle à laquelle on souhaite extrapoler les résultats, tandis que la population source est celle utilisée pour l'étude.","La population cible est définie par le chercheur, tandis que la population source est déterminée par les participants.","La population cible est toujours accessible, tandis que la population source peut être difficile à atteindre.",b,4
78,OIC-009-18-A,Quel est le principal objectif d'une étude de cohorte ?,Comparer la prévalence d'un facteur d'exposition entre des sujets atteints et non atteints d'un phénomène de santé.,Suivre un échantillon de sujets dans le temps pour observer l'évolution du phénomène de santé étudié en relation avec les facteurs d'exposition.,Recueillir des informations rétrospectives sur les expositions et les événements de santé chez des sujets sélectionnés au hasard.,Évaluer la fréquence d'apparition d'un phénomène de santé dans une population cible à un moment donné.,b,4
79,OIC-009-18-A-,Quelle est la principale différence entre une étude cas-témoins nichée et une étude cas-cohorte ?,"Les études cas-témoins nichées utilisent des données prospectives, tandis que les études cas-cohorte utilisent des données rétrospectives.","Les études cas-témoins nichées sélectionnent les participants parmi une cohorte existante, tandis que les études cas-cohorte créent une nouvelle cohorte pour l'étude.","Les études cas-témoins nichées se concentrent sur des expositions spécifiques, tandis que les études cas-cohorte examinent un large éventail d'expositions.","Les études cas-témoins nichées incluent un groupe témoin aléatoire, tandis que les études cas-cohorte utilisent un groupe témoin non aléatoire.",b,4
80,OIC-009-19-B-,Quel est l'objectif principal de la standardisation dans les enquêtes descriptives ?,Identifier les causes des problèmes de santé.,Comparer des mesures de fréquence entre populations avec des structures d'âge et de sexe différentes.,Déterminer la proportion d'individus dans chaque classe d'âge.,Mesurer l'évolution des taux d'incidence au fil du temps.,b,4
81,OIC-009-20-B-,Lequel des énoncés suivants concernant le Risque Relatif (RR) est FAUX ?,Il mesure l'intensité du lien entre un facteur d'exposition et un phénomène de santé.,Il peut être estimé à partir d'une étude cas-témoins.,Un RR peut être estimé à partir d'un essai contrôlé randomisé.,Il est le rapport de la probabilité d’être malade si on est exposé sur la probabilité d’être malade si on n’est pas exposé.,b,4
82,OIC-009-21-A,"Quel facteur a une influence négative sur la puissance d'une étude ?
",La taille de l'échantillon,La différence à détecter,Le risque alpha,La variabilité des observations,d,4
83,OIC-009-21-A-,Quel est le principal objectif du calcul du nombre de sujets nécessaires dans une étude?,Déterminer la durée de l'étude.,Assurer une précision suffisante pour les résultats.,Minimiser les coûts de l'étude.,Identifier les participants les plus appropriés.,b,4
84,OIC-009-22-B,Lequel des énoncés suivants décrit le mieux la différence entre erreur aléatoire et erreur systématique (biais) dans une étude scientifique ?,"L'erreur aléatoire est due au hasard, tandis que l'erreur systématique est causée par des erreurs de mesure.","L'erreur aléatoire affecte la précision des estimations, tandis que l'erreur systématique peut invalider les résultats d'une étude.","L'erreur aléatoire est indépendante de la taille de l'échantillon, tandis que l'erreur systématique diminue avec une plus grande taille d'échantillon.","L'erreur aléatoire peut être corrigée lors de l'analyse des données, tandis que l'erreur systématique ne peut pas être corrigée.",b,4
85,OIC-009-22-B-,Quel est l'effet principal d'un biais de sélection non différentiel sur une étude ? ,Il rend l'étude plus puissante en favorisant la découverte d'une différence significative.,Il augmente la précision des résultats en réduisant les erreurs de classement.,"Il peut orienter le résultat vers l'hypothèse nulle d'absence de différence, diminuant ainsi la puissance de l'étude.",Il n'a aucun effet significatif sur les résultats de l'étude.,c,4
86,OIC-009-23-A,Quel est le principal différence entre un facteur d'interaction et un facteur de confusion dans une étude épidémiologique ?,"Un facteur d'interaction modifie l'effet d'une exposition, tandis qu'un facteur de confusion masque ou amplifie l'association étudiée.","Un facteur d'interaction est toujours un facteur confondant, mais à l'inverse, un facteur confondant n'est pas nécessairement un facteur d'interaction.","Un facteur d'interaction est mesuré quantitativement, tandis qu'un facteur de confusion est qualitatif.","Un facteur d'interaction est toujours présent dans une étude épidémiologique, tandis qu'un facteur de confusion n'est pas toujours présent.",a,4
87,OIC-009-23-A-,Quel est le but principal d'un jugement de signification statistique ?,Déterminer la taille de l'échantillon nécessaire pour une étude.,Mesurer la force de la relation entre deux variables.,Évaluer si une différence observée est probablement due au hasard ou à un effet réel.,Identifier les sources d'erreur dans une étude.,c,4
