Unnamed: 0,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option,content_raw,distractor_quality
173,OIC-047-19-B,Quel est le calendrier d'éruption des premières molaires chez l'enfant ?,"La question évalue la connaissance du calendrier d'éruption dentaire, un élément clé du suivi pédiatrique.",Vers 6 mois,Faux. Les premières molaires ne commencent à apparaître qu'après 2 ans.,Vers 2 ans,Correct. Les premières molaires apparaissent généralement vers 2 ans.,Vers 3 ans,Faux. Les premières molaires ne commencent pas à apparaître avant 2 ans.,Vers 4 ans,Faux. Les premières molaires ne commencent pas à apparaître avant 2 ans.,b,"{{objectif de connaissance
|Identifiant=OIC-047-19-B
|Item_parent=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Item_parent_short=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Rang=B
|Intitulé=Connaître le calendrier d’éruption dentaire
|Description=None
|Rubrique=Physiopathologie
|Contributeurs=
|Ordre=19}}
Dentition enfant

* incisive centrale vers 6 mois
* 2ème molaire vers 2 ans

Dentition adulte

* Incisive centrale et première molaire vers 6 ans
* Première pré-molaire vers 10-11 ans
* Canine vers 11-12 ans
* 3ème molaire vers 18 ans",False
174,OIC-047-24-B,Quel examen d'imagerie est recommandé pour le dépistage de la luxation congénitale de la hanche chez un nourrisson de 3 mois révolus ?,La question évalue la connaissance des recommandations professionnelles pour le dépistage des anomalies orthopédiques chez l'enfant.,Échographie,L'échographie est recommandée pour le dépistage de la luxation congénitale de la hanche chez un nourrisson de moins de 3 mois.,Radiographie,La radiographie n'est pas recommandée pour le dépistage de la luxation congénitale de la hanche chez un nourrisson de moins de 3 mois.,Tomodensitométrie,La tomodensitométrie n'est pas un examen de première intention pour le dépistage de la luxation congénitale de la hanche chez un nourrisson.,Imagerie par résonance magnétique,L'IRM n'est pas recommandée pour le dépistage de la luxation congénitale de la hanche chez un nourrisson.,a,"{{objectif de connaissance
|Item_parent=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Rang=B
|Intitulé=Luxation congénitale de Hanche : connaître l’indication de l’imagerie
|Description=None
|Ordre=24
|Identifiant=OIC-047-24-B
|Item_parent_short=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
}}
[[Fichier:LCH.png|néant|vignette|319x319px|Arbre de décision LCH selon les recommandations HAS de 2013<ref>[https://www.has-sante.fr/upload/docs/application/pdf/2013-11/luxation_hanche_v2_mel.pdf Fiche mémo Luxation congénitale de la hanche : dépistage]</ref>]]
Si anomalie au suivi : faire échographie jusqu'à 3 mois, faire Radiographie à partir du 4° mois (3 mois révolu)
<references />",False
175,OIC-047-25-B,Quelle est la conséquence d'un retard diagnostique dans le cas d'une luxation congénitale de hanche ?,La question évalue la compréhension des complications potentielles d'un retard diagnostique dans le cas d'une luxation congénitale de hanche.,Une amélioration de la mobilité articulaire,"Cette option est incorrecte car un retard diagnostique peut entraîner une boiterie, une douleur chronique et une atteinte dégénérative précoce, et non une amélioration de la mobilité articulaire.",Une réduction de la douleur,"Cette option est incorrecte car un retard diagnostique peut entraîner une douleur chronique, et non une réduction de la douleur.",Une atteinte dégénérative précoce,"Cette option est correcte car un retard diagnostique peut entraîner une atteinte dégénérative précoce, ce qui est une complication majeure.",Une amélioration de la qualité de vie,"Cette option est incorrecte car un retard diagnostique peut entraîner une boiterie, une douleur chronique et une atteinte dégénérative précoce, et non une amélioration de la qualité de vie.",c,"{{objectif de connaissance
|Identifiant=OIC-047-25-B
|Item_parent=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Item_parent_short=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Rang=B
|Intitulé=Luxation congénitale de Hanche : connaître les complications
|Description=None
|Rubrique=Suivi et/ou pronostic
|Contributeurs=
|Ordre=25}}
Un retard diagnostique abouti à une prise en charge plus compliquée

L'absence de traitement d'une maladie luxante de hanche entraîne une boiterie dès le début de la marche, une douleur chronique et une atteinte dégénérative précoce.",False
176,OIC-047-26-B,Quel est le traitement orthopédique recommandé pour un genu valgum physiologique chez un enfant de 5 ans ?,"Le genu valgum est une anomalie de rotation dans l'axe frontal, physiologique jusqu'à 10 ans. Il n'y a pas de traitement orthopédique nécessaire.",Application d'une orthèse de genou,Faux. Le genu valgum physiologique n'a pas besoin d'orthèse.,Utilisation d'une attelle de cheville,Faux. L'attelle de cheville n'est pas indiquée pour le genu valgum.,Surveillance régulière avec contrôle radiographique,"Faux. La surveillance régulière est suffisante, sans contrôle radiographique.",Aucun traitement orthopédique,Vrai. Le genu valgum physiologique n'a pas besoin de traitement orthopédique.,d,"{{objectif de connaissance
|Identifiant=OIC-047-26-B
|Item_parent=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Item_parent_short=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Rang=B
|Intitulé=Connaître les modalités du diagnostic des anomalies d’axe des membres inférieurs
|Description=Trouble de torsion, genu valgum et varum
|Rubrique=Diagnostic positif
|Contributeurs=
|Ordre=26}}
'''Trouble de torsion''' (anomalie de rotation dans l'axe transversal) : excès de rotation interne chez le jeune enfant (""pied en dedans"" physiologique jusqu'à 7 ans), excès rotation externe chez le grand. Evolution le plus souvent favorable avec la croissance. Pas de traitement orthopédique. Chirurgie exceptionnelle

'''Genu varum''' (anomalie de rotation dans l'axe frontal): écartement intercondylien, physiologique jusqu'à 3 ans

'''Genu valgum''' (anomalie de rotation dans l'axe frontal): écartement intermaléolaire, physiologique de 3 à 10 ans, disparait à la puberté",False
177,OIC-047-28-A,Quels sont les éléments clés à rechercher lors de l'examen clinique d'un enfant pour dépister une scoliose ?,La scoliose est une déformation de la colonne vertébrale qui peut être dépistée lors de l'examen clinique. Les éléments clés à rechercher incluent la présence d'une gibbose (déformation dans les 3 plans) et l'absence de douleur.,Déformation de la colonne dans les 3 plans,La déformation de la colonne dans les 3 plans est un élément clé à rechercher lors de l'examen clinique d'un enfant pour dépister une scoliose. Elle est non douloureuse.,Douleur dans la région lombaire,La douleur dans la région lombaire n'est pas un élément clé à rechercher lors de l'examen clinique d'un enfant pour dépister une scoliose. Elle peut être présente dans d'autres pathologies.,Asymétrie des omoplates,"L'asymétrie des omoplates peut être un signe d'alerte pour une scoliose, mais elle n'est pas un élément clé à rechercher lors de l'examen clinique. Elle peut être présente dans d'autres pathologies.",Taille asymétrique des membres inférieurs,La taille asymétrique des membres inférieurs n'est pas un élément clé à rechercher lors de l'examen clinique d'un enfant pour dépister une scoliose. Elle peut être présente dans d'autres pathologies.,a,"{{objectif de connaissance
|Identifiant=OIC-047-28-A
|Item_parent=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Item_parent_short=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Rang=A
|Intitulé=Scoliose de l’enfant: connaître l’examen clinique
|Description=None
|Rubrique=Diagnostic positif
|Contributeurs=
|Ordre=28}}
Déformation de la colonne dans les 3 plans

'''NON DOULOUREUX'''

Mise en évidence d'une '''GIBBOSITE'''",False
178,OIC-047-29-B,Quel examen d'imagerie est indiqué pour le bilan initial et le bilan préopératoire d'une scoliose malformative chez un enfant ?,La question évalue la compréhension des indications d'imagerie pour une scoliose malformative chez l'enfant.,Radiographie du rachis lombaire,"La radiographie du rachis lombaire est un examen de base pour le bilan initial et le bilan préopératoire d'une scoliose, mais elle ne permet pas d'analyser les structures vertébrales dans le plan sagittal ou d'évaluer la maturation osseuse. Elle est donc insuffisante pour une scoliose malformative.",Radiographie du rachis par système EOS,La radiographie du rachis par système EOS est un examen plus précis qui permet d'analyser les structures vertébrales dans le plan sagittal et d'évaluer la maturation osseuse. Elle est donc indiquée pour le bilan initial et le bilan préopératoire d'une scoliose malformative.,IRM du rachis,"L'IRM du rachis est un examen plus précis qui permet d'analyser les structures vertébrales et d'évaluer la présence de signes neurologiques. Elle est donc indiquée en cas de scoliose douloureuse, de contexte malformatif ou de signes neurologiques.",Scanner du rachis,"Le scanner du rachis est un examen invasif et irradiant, qui n'est pas indiqué pour le bilan initial et le bilan préopératoire d'une scoliose malformative chez l'enfant. Il est réservé à des cas spécifiques et n'est pas mentionné dans les recommandations générales.",b,"{{objectif de connaissance
|Identifiant=OIC-047-29-B
|Item_parent=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Item_parent_short=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Rang=B
|Intitulé=Scoliose de l’enfant: connaître l’indication de l’imagerie
|Description=None
|Rubrique=Examens complémentaires
|Contributeurs=
|Ordre=29}}
Les radiographies du rachis (idéalement par système EOS moins irradiant), debout, de face et de profil sont indiquées pour le bilan initial et le bilan préopératoire. Les radiographies initiales permettent l’analyse des structures vertébrales (recherche de malformation), détermine le siège de la scoliose, le côté, quantifie l’importance de la déformation (mesure de l’angle de Cobb sur le cliché de face). Le cliché de profil permet l’analyse des structures osseuses, des courbures dans le plan sagittal, de la statique du rachis et du pelvis. L’analyse des noyaux d’ossification des crêtes iliaques évalue la maturation osseuse (test de Risser) et permet de déterminer la fin de la croissance (fusion des noyaux d’ossification) avec un risque évolutif qui diminue.

L’IRM est recommandée en cas de scoliose douloureuse, d’un contexte malformatif, de signes neurologiques ou au titre de bilan préopératoire même pour une scoliose considérée comme idiopathique.

Surveillance tous les 6 mois en période de croissance (face, basse dose), si évolutivité = avis orthopédique",False
179,OIC-047-30-B,Quel examen radiologique est indiqué pour le diagnostic d'une scoliose malformative chez un enfant ?,La radiographie du rachis lombaire est un examen clé pour évaluer la forme et la gravité de la scoliose.,Tomodensitométrie du rachis,La tomodensitométrie (TDM) est un examen plus invasif et moins précis que la radiographie pour évaluer la forme de la scoliose.,Imagerie par résonance magnétique (IRM) du rachis,"L'IRM est un examen non invasif mais moins adapté pour évaluer la forme de la scoliose, car elle ne fournit pas d'informations précises sur la structure osseuse.",Radiographie du rachis lombaire,"La radiographie du rachis lombaire est l'examen de choix pour évaluer la forme et la gravité de la scoliose, car elle fournit des informations précises sur la structure osseuse.",Scanner du rachis,"Le scanner (CT) est un examen intermédiaire entre la radiographie et la TDM, mais il n'est pas spécifiquement indiqué pour le diagnostic d'une scoliose malformative chez l'enfant.",c,"{{objectif de connaissance
|Identifiant=OIC-047-30-B
|Item_parent=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Item_parent_short=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Rang=B
|Intitulé=Radiographie du rachis lombaire d’une scoliose malformative
|Description=None
|Rubrique=Contenu multimédia
|Contributeurs=
|Ordre=30}}

[[Fichier:Scoliose.jpg|vignette|Scoliose malformation]]",False
180,OIC-047-31-B,Quelle est la cause la plus fréquente de la cyphose thoracique chez l'enfant ?,"La cyphose thoracique est une déformation vertébrale dans le plan sagittal, caractérisée par une aggravation de la courbure dorsale. La cause la plus fréquente est liée à une dystrophie rachidienne de croissance, également connue sous le nom de maladie de Scheuermann.",Malformation congénitale,"La malformation congénitale est une cause possible, mais elle est moins fréquente que la dystrophie rachidienne de croissance.",Traumatisme,"Le traumatisme peut causer une cyphose, mais il est moins fréquent chez l'enfant que la dystrophie rachidienne de croissance.",Maladie de Scheuermann,La maladie de Scheuermann est la cause la plus fréquente de la cyphose thoracique chez l'enfant. Elle est caractérisée par une dystrophie rachidienne de croissance.,Infection,"L'infection peut causer une cyphose, mais elle est moins fréquente chez l'enfant que la dystrophie rachidienne de croissance.",c,"{{objectif de connaissance
|Identifiant=OIC-047-31-B
|Item_parent=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Item_parent_short=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Rang=B
|Intitulé=Connaître les modalités du diagnostic de la cyphose thoracique de l’enfant
|Description=None
|Rubrique=Diagnostic positif
|Contributeurs=
|Ordre=31}}
Cyphose = déformation vertébrale dans le plan sagittal. Aggravation cyphose dorsale (plus rarement inversion lordose)

Cause la plus fréquente = dystrophie rachidienne de croissance (maladie de Scheuermann)

Douloureux",False
181,OIC-047-33-A,Quel est le principal examen de dépistage des troubles visuels chez l'enfant ?,"La question évalue la connaissance des examens de dépistage systématique chez l'enfant, en particulier pour les troubles visuels.",Examen de la vue à l'aide d'un ophtalmoscope,"L'ophtalmoscope est un outil utilisé pour examiner les yeux, mais il ne permet pas de dépister les troubles visuels de manière systématique chez l'enfant. Il est plutôt utilisé pour l'examen direct des structures oculaires.",Test de réfraction,"Le test de réfraction est un examen clé pour dépister les troubles visuels chez l'enfant, car il permet d'évaluer la capacité de l'œil à focaliser la lumière. Il est généralement effectué à l'aide d'un appareil appelé réfractomètre.",Examen de la vision à l'aide d'un rétinoscopie,"La rétinoscopie est une technique d'examen qui permet d'évaluer la rétine, mais elle n'est pas utilisée pour dépister les troubles visuels de manière systématique chez l'enfant. Elle est plutôt utilisée pour l'examen des structures oculaires internes.",Examen de la vision à l'aide d'un périmètre,"Le périmètre est un outil utilisé pour évaluer le champ visuel, mais il n'est pas utilisé pour dépister les troubles visuels de manière systématique chez l'enfant. Il est plutôt utilisé pour évaluer la vision périphérique.",b,"{{objectif de connaissance
|Identifiant=OIC-047-33-A
|Item_parent=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Item_parent_short=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Rang=A
|Intitulé=Connaître la définition de la médecine scolaire
|Description=None
|Rubrique=Définition
|Contributeurs=
|Ordre=33}}
Dépend du Ministère de l'éducation nationale

Missions de prévention individuelle et collective et de promotion de la santé auprès de l'ensemble des enfants scolarisés

Accueil et l'accompagnement de chaque élève en fonction de ses besoins spécifiques liés notamment à sa santé physique ou psychique : Projets d'accueil individualisé (PAI) et programmes personnalisés de soins (PPS)",False
182,OIC-047-35-A,Quel est l'examen systématique recommandé pour dépister les troubles visuels chez un enfant de 3 ans ?,La question évalue la connaissance des examens de santé obligatoires pour les enfants.,Test de vision à l'aide d'un optotype,"C'est un examen classique pour évaluer la vision, mais il est plus adapté aux enfants plus âgés.",Mesure de l'acuité visuelle avec un appareil électronique,"C'est une méthode plus moderne et précise, mais elle n'est pas systématiquement recommandée pour les enfants de 3 ans.",Examen de la réfraction avec un appareil de mesure de la myopie,C'est un examen plus complexe qui nécessite une coopération de l'enfant et n'est pas systématiquement recommandé pour les enfants de 3 ans.,Examen de la vision avec un appareil de mesure de la profondeur,"C'est un examen qui évalue la perception de la profondeur, mais il n'est pas systématiquement recommandé pour dépister les troubles visuels chez les enfants de 3 ans.",a,"{{objectif de connaissance
|Identifiant=OIC-047-35-A
|Item_parent=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Item_parent_short=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Rang=A
|Intitulé=Connaître les éléments constitutifs du carnet de santé et leur utilité
|Description=None
|Rubrique=Définition
|Contributeurs=
|Ordre=35}}
<br /><references />Carnet de santé 2018<ref>[https://solidarites-sante.gouv.fr/IMG/pdf/carnet_de_sante-num-.pdf Carnet de santé dans sa dernière actualisation (2018)]</ref>

Antécédents personnels et familiaux, allergies

Données néonatales : suivi prénatal, accouchement, terme, adaptation vie extra-utérine, surveillance en maternité, alimentation, prise de poids, coloration des selles

Données de suivi avec synthèse de l'examen et conclusions (consultations de suivi, affections aigues)

Croissance : courbes poids, taille, PC, IMC, vitesse de croissance

Santé bucco-dentaire

Hositalisations, examens irradiants, produits sanguins

Vaccinations (CERFA) et maladies infectieuses

Tout au long du carnet : conseils de puériculture, alimentation, parentalité",False
183,OIC-047-36-B,Quelles sont les modalités d'organisation et d'indemnisation du suivi systématique obligatoire du nourrisson et de l'enfant ?,Cette question évalue la compréhension des aspects pratiques et administratifs du suivi systématique des nourrissons et des enfants.,"Le suivi est organisé par les services de PMI jusqu'à l'âge de 6 ans, et les consultations sont remboursées à 100% par l'assurance maladie.","Cette option est correcte car elle reflète les modalités pratiques du suivi systématique des nourrissons et des enfants, notamment l'organisation par les services de PMI jusqu'à l'âge de 6 ans, et l'indemnisation à 100% par l'assurance maladie des consultations obligatoires.","Le suivi est organisé par les médecins traitants, et les consultations sont remboursées à 80% par l'assurance maladie.","Cette option est incorrecte car elle ne reflète pas les modalités pratiques du suivi systématique des nourrissons et des enfants. En effet, le suivi est généralement organisé par les services de PMI jusqu'à l'âge de 6 ans, et les consultations sont remboursées à 100% par l'assurance maladie.","Le suivi est organisé par les services de PMI jusqu'à l'âge de 18 ans, et les consultations sont remboursées à 50% par l'assurance maladie.","Cette option est incorrecte car elle ne reflète pas les modalités pratiques du suivi systématique des nourrissons et des enfants. En effet, le suivi est généralement organisé par les services de PMI jusqu'à l'âge de 6 ans, et les consultations sont remboursées à 100% par l'assurance maladie.","Le suivi est organisé par les services de PMI jusqu'à l'âge de 6 ans, et les consultations sont remboursées à 50% par l'assurance maladie.","Cette option est incorrecte car elle ne reflète pas les modalités pratiques du suivi systématique des nourrissons et des enfants. En effet, le suivi est généralement organisé par les services de PMI jusqu'à l'âge de 6 ans, et les consultations sont remboursées à 100% par l'assurance maladie.",a,"{{objectif de connaissance
|Identifiant=OIC-047-36-B
|Item_parent=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Item_parent_short=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Rang=B
|Intitulé=Connaître les modalités d’organisation et d’indemnisation du suivi systématique obligatoire du nourrisson et de l’enfant
|Description=None
|Rubrique=Prise en charge
|Contributeurs=
|Ordre=36}}
Prise en charge à 100% par assurance maladie des consultations obligatoires de suivi

Par médecin traitant de l'enfant, pédiatre ou médecin généraliste, ou par les services de PMI (jusqu'à 6 ans).<br /><references />",False
184,OIC-047-37-B,"Quel est le volet médical du carnet de santé d'un nourrisson, aux 8ème jour, 9ème et 24ème mois ?",La question évalue la compréhension des éléments constitutifs du carnet de santé et leur utilité.,Le volet administratif,"Cette option est incorrecte car elle décrit le volet administratif du carnet de santé, pas le volet médical.",Le volet de vaccination,"Cette option est incorrecte car elle décrit le volet de vaccination, pas le volet médical.",Le volet de développement,"Cette option est incorrecte car elle décrit le volet de développement, pas le volet médical.","Le volet médical (vaccination, développement, maladies ou malformations éventuelles)","Cette option est correcte car elle décrit le volet médical du carnet de santé, qui inclut la vaccination, le développement, les maladies ou malformations éventuelles.",d,"{{objectif de connaissance
|Identifiant=OIC-047-37-B
|Item_parent=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Item_parent_short=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Rang=B
|Intitulé=Connaître les modalités de rédaction des trois certificats médicaux accompagnant le suivi systématique obligatoire du nourrisson, aux 8ème jour, 9ème et 24ème mois
|Description=None
|Rubrique=Prise en charge
|Contributeurs=
|Ordre=37}}
Feuillets mobiles dans le carnet de santé : un volet administratif, un volet médical (vaccination, développement, maladies ou malformations éventuelles)

Collection de données épidémiologiques sur l'état de santé (couverture vaccinale notamment)

A adresser au médecin responsable du service de PMI du département",False
185,OIC-047-40-A,Quels sont les principaux facteurs de risque des troubles visuels chez l'enfant en fonction de son âge ?,La question évalue la compréhension des facteurs de risque des troubles visuels chez l'enfant en fonction de son âge.,La prématurité et les infections respiratoires chez le nourrisson.,"Cette option est correcte car elle mentionne deux facteurs de risque importants chez le nourrisson, tels que la prématurité et les infections respiratoires.",L'atopie et les troubles des apprentissages chez l'enfant.,"Cette option est incorrecte car elle mentionne des facteurs de risque qui sont plus fréquents chez l'enfant, tels que l'atopie et les troubles des apprentissages, mais pas chez le nourrisson.",La maltraitance et les troubles psychiques chez l'adolescent.,"Cette option est incorrecte car elle mentionne des facteurs de risque qui sont plus fréquents chez l'adolescent, tels que la maltraitance et les troubles psychiques, mais pas chez le nourrisson ou l'enfant.",L'obésité et l'exposition environnementale à tout âge.,"Cette option est correcte car elle mentionne des facteurs de risque qui sont pertinents à tout âge, tels que l'obésité et l'exposition environnementale.",a,"{{objectif de connaissance
|Identifiant=OIC-047-40-A
|Item_parent=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Item_parent_short=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Rang=A
|Intitulé=Mortalité et morbidité infantiles
|Description=y compris accidentologie et en fonction de l'âge
|Rubrique=Epidémiologie
|Contributeurs=
|Ordre=40}}
Mortalité et morbidité infantile et plus généralement des enfants et des adolescents sont le reflet de l'état de santé global d'une population

Mortalité infantile en 2019 = 3,6 pour 1000 naissances vivantes, tendance à l'augmentation depuis quelques années alors qu'elle diminue dans d'autres pays d'Europe ([[Prévention de la mort inexpliquée du nourrisson SD-318]])
[[Fichier:Causes mortalité.png|néant|vignette|330x330px|Causes de mortalité chez l'enfant et le jeune adulte selon les données INSEE de 2016]]
Morbidité selon l'âge

           Période néonatale : prématurité

           Nourrisson : infections respiratoires, atopie (eczéma, allergie, asthme)

           Enfant : atopie, troubles des apprentissages

           Adolescent : troubles psychiques, troubles du comportement, décompensation de maladie chronique

A tout âge : nécessité prévention et dépistage

Parmi les préventions : obésité, maltraitance, troubles psychiques, accidents, exposition environnementale
<br />",False
186,OIC-047-41-A,Quelle est la principale cause d'asphyxie chez les nourrissons de moins d'un an ?,La question évalue la compréhension des risques d'asphyxie chez les nourrissons.,L'utilisation de couvertures trop épaisses,"L'utilisation de couvertures trop épaisses peut augmenter le risque d'asphyxie chez les nourrissons, mais ce n'est pas la principale cause.",La position couchée sur le ventre,"La position couchée sur le ventre est une cause fréquente d'asphyxie chez les nourrissons, mais ce n'est pas la principale cause.",L'utilisation de jouets avec des parties mobiles,"L'utilisation de jouets avec des parties mobiles peut présenter un risque d'étouffement, mais ce n'est pas la principale cause d'asphyxie chez les nourrissons.",L'utilisation de matelas trop mous,"L'utilisation de matelas trop mous peut augmenter le risque d'asphyxie chez les nourrissons, mais ce n'est pas la principale cause.",b,"{{objectif de connaissance
|Identifiant=OIC-047-41-A
|Item_parent=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Item_parent_short=Suivi d’un nourrisson, d’un enfant et d’un adolescent normal. Dépistage des anomalies orthopédiques, des troubles visuels, auditifs et dentaires. Examens de santé obligatoires. Médecine scolaire. Mortalité et morbidité infantiles
|Rang=A
|Intitulé=Accidents chez l’enfant : connaître les moyens de prévention
|Description=None
|Rubrique=Prise en charge
|Contributeurs=
|Ordre=41}}
[[Prévention de la mort inexpliquée du nourrisson SD-318]]

10 à 15% des enfants victimes d'accidents de la vie courante chaque année

Typologie des accidents varie selon l'âge (asphyxie < 1 an, accidents domestiques 1-4 ans, accidents et jeux dangereux après 5 ans)

Facteurs de risque lié à l'enfant, son environnement humain et matériel

Prévention : réglementations (normes jouets par exemple), éducation à la santé (position couchage des nouveau-nés par exemple), adaptation de l'environnement aux enfants (armoire à pharmacie sous clef par exemple)

pour illustrer : [https://solidarites-sante.gouv.fr/IMG/pdf/brochurepdf-1b23.pdf brochure à destination du grand public pour la prévention des accidents domestiques chez les 0-6 ans]",False
