id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
OIC-006-02-A,Quels sont les principaux dispositifs du travail en équipe pluridisciplinaire ?,"Un protocole pluriprofessionnel, les réunions de concertation pluridisciplinaire (RCP), la check-list au bloc opératoire ou pour les activités dites « interventionnelles » et la réunion de morbi-mortalité (RMM)","Les réunions de concertation pluridisciplinaire (RCP) et la réunion de morbi-mortalité (RMM), mais pas le protocole pluriprofessionnel",La check-list au bloc opératoire ou pour les activités dites « interventionnelles » et la réunion de morbi-mortalité (RMM),"Un protocole pluriprofessionnel, mais pas les réunions de concertation pluridisciplinaire (RCP) et la check-list au bloc opératoire ou pour les activités dites « interventionnelles »",option_a,5
OIC-006-03-A,Quel est le but du parcours de soins ?,Il s'agit d'une méthode pour améliorer les résultats thérapeutiques.,Il consiste à organiser et à coordonner les compétences professionnelles tout au long de la prise en charge d'un patient.,Il est utilisé uniquement dans les hôpitaux publics.,Il n'est pas nécessaire pour les patients qui ont une maladie simple.,b,4
OIC-006-04-B,Quelle est la définition d'un protocole pluriprofessionnel ?,Un protocole utilisé par un seul professionnel dans une structure de soins.,"L'expression d'un consensus concernant la prise en charge d'une maladie, par plusieurs professionnels, au sein d'une structure de soins ou sur un territoire.",Un protocole utilisé uniquement pour les maladies chroniques.,Un protocole qui ne nécessite pas le travail en équipe.,b,4
OIC-006-05-A,Quels sont les principes des réunions de concertation pluridisciplinaire (RCP) ?,Elles regroupent au moins trois médecins de la même spécialité pour prendre une décision sur la meilleure prise en charge d’un patient.,Elles sont systématiquement organisées dans le domaine de la cancérologie et permettent de valider l'obligation de développement professionnel continu (DPC).,Elles regroupent au moins trois médecins de spécialités différentes pour prendre une décision sur la meilleure prise en charge d’un patient.,"Elles sont uniquement destinées à définir la stratégie diagnostique, thérapeutique et de suivi des patients atteints de cancer.",c,4
OIC-006-06-A,Quel est l'objectif principal d'une check-list de sécurité du patient dans le bloc opératoire ?,Simplifier les procédures médicales,Favoriser la communication entre professionnels de santé,Réduire les coûts des soins de santé,Améliorer l'efficacité des interventions chirurgicales,b,4
OIC-006-07-A,Quels sont les principaux objectifs d'une réunion de morbi-mortalité (RMM) ?,Analyser les erreurs médicales pour punir les professionnels de santé,"Mettre en œuvre des actions de prévention, de récupération ou d'atténuation après une situation clinique marquée par un événement indésirable associé aux soins",Valider l'obligation de développement professionnel continu (DPC) et améliorer la qualité des soins,Discuter uniquement des complications médicales sans prendre en compte les aspects organisationnels et humains,option_b,4
OIC-006-08-A,Quel est le rôle du Samu-Centre 15 dans la gestion d'un appel d'urgence ?,Il s'agit d'une structure de médecine d'urgence qui répond aux situations d'urgence.,"Il assure une écoute médicale permanente, détermine et déclenche la réponse la plus adaptée à l'appel dans le délai le plus rapide.",Il participe à l'élaboration des plans de secours et à la prise en charge des situations sanitaires exceptionnelles.,Il contribue à la formation initiale et continue des acteurs en santé au sein des centres d’enseignement des soins d’urgence (CESU).,b,4
OIC-008-01-A,Quel est le critère sur lequel il est interdit de s'appuyer pour traiter différemment des personnes en France ?,L'appartenance ethnique,La nationalité,Le patronyme,Tous les critères ci-dessus,D,0
OIC-008-02-B,"Les discriminations ont pour effet principal d'accentuer les déterminants sociaux de la santé, en particulier le stress et l'inégalité d'accès aux soins.",C'est exact,Elles contribuent à la survenue de pathologies chroniques,Les discriminations ont un impact négatif sur l'état de santé psychique et physique des individus,Leur principal effet est d'augmenter les dépenses de santé,C'est exact,3
OIC-008-03-B,Quels sont les facteurs structurels et organisationnels qui contribuent aux discriminations dans le système de santé ?,Seulement des représentations sociales ou un défaut de vigilance des soignants.,"Rapport de pouvoir asymétrique, hétérogénéité de pratiques, inégalités territoriales, manque de coordination et logiques économiques en tension avec les objectifs de soins.",Seulement le recours insuffisant à l'interprétariat professionnel.,Tout simplement un défaut de prise en charge ou un abaissement de la qualité des soins.,b,4
OIC-009-01-A,Quelle est la principale différence entre l'éthique et la morale ?,"L'éthique est une science, tandis que la morale est un dogme.","La morale apporte des réponses, tandis que l'éthique permet de questionner ses choix.",L'éthique est une compétence qui permet de remettre la morale en question.,"La morale reflète l'état de pensée d'une société, tandis que l'éthique est une réflexion pluridisciplinaire.",C,3
OIC-009-02-A,Quelle était la vision de V.R. Potter concernant la bioéthique ?,Une éthique globale pour la survie de l’être humain et de la planète.,Un domaine médical restreint à la recherche et au développement.,Une imposition d’une pensée dominante sur les valeurs occidentales.,"Un sous-ensemble de l’éthique en santé, concernant les questions soulevées par l’émergence des nouvelles biotechnologies.",option_a,5
OIC-009-03-A,Quel est l'objectif principal du Code de déontologie médicale ?,Il s'agit d'un guide pour les médecins dans leur pratique quotidienne,Il sert de référence aux instances juridictionnelles de l'Ordre des médecins,Il est établi uniquement par la profession médicale,Il remplace la Constitution et les lois en matière médicale,b,0
OIC-009-04-A,Quels sont les quatre grands principes de l'éthique médicale selon l'approche par principes ?,"La bienfaisance, la non-malfaisance et le respect de l'autonomie.","La justice, la solidarité et l'universalité.","Le principe de proportionnalité, le principe de compétence et le principe de responsabilité.",Tous les principes ci-dessus sont corrects.,d,0
OIC-009-05-A,Quel est le principe fondamental qui guide l'approche médicale contemporaine en matière d'autonomie du patient ?,Le paternalisme,La liberté individuelle,Le respect de la volonté de la personne malade,L'obligation de délivrer une information de qualité,c,4
OIC-009-06-A,Quel est l'objectif principal de la délivrance d'informations aux patients dans un cadre médical ?,Fournir des informations sur les risques et les avantages potentiels d'un traitement,Permettre au patient de prendre une décision éclairée concernant son parcours de soins,Satisfaire les besoins de la famille ou des proches du patient,Fournir un document écrit pour prouver l'information délivrée,b,4
OIC-009-07-A,Quel est le principe éthique qui impose de respecter la volonté du patient en cas de refus de soins ?,Le principe de bienfaisance,Le principe d'autonomie,Le principe de non-malfaisance,Le principe de proportionnalité,b,4
OIC-009-08-A,Quel est le rôle principal de la personne de confiance dans l'information et le recueil du consentement ?,"Accompagner le patient dans ses démarches de soins, physiquement et/ou psychologiquement.",Témoigner des désirs du patient en cas de situations de crises majeures.,Faire le lien avec les équipes médicales pour aider à la prise de décision.,Protéger les secrets du patient et ne pas communiquer avec l'équipe soignante.,A,0
OIC-009-09-B,Quelle est l'une des deux acceptions majeures de la vulnérabilité en sciences humaines et sociales ?,La vulnérabilité comme dépendante de contextes historiques et sociaux particuliers.,"La vulnérabilité comme constitutive de l'existence humaine, universellement partagée.",La vulnérabilité comme un problème à résoudre par la médecine.,La vulnérabilité comme une condition négative qui empêche l'autonomie.,b,4
OIC-009-10-B,Quelle est la finalité première des mesures de protection juridique ?,Protéger les intérêts du représentant légal,Assurer l'intérêt de la personne protégée,Respecter les libertés individuelles et les droits de la personne,Favoriser l'autonomie de la personne protégée,b,4
OIC-009-11-A,Quelle est la principale différence entre la curatelle et la tutelle ?,La curatelle est une mesure plus protectrice que la tutelle.,La tutelle est une mesure plus protectrice que la curatelle.,Les deux mesures sont identiques dans leurs implications principales.,La curatelle ne nécessite pas d'autorisation du juge des tutelles.,b,0
OIC-009-12-B,Qui peut demander l'ouverture d'une mesure de protection ?,Seul le majeur concerné,Le conjoint ou un parent du majeur,Le médecin traitant ou le procureur de la République,Tout tiers qui a des intérêts dans l'affaire,option_c,3
OIC-009-13-A,Quel est le principal objectif de la loi Veil de 1975 concernant l'interruption volontaire de grossesse en France ?,Encadrer médicalement une pratique fréquente et risquée,Permettre aux femmes d'avoir accès à des informations fiables sur l'IVG,"Favoriser la naissance de tous les enfants, même dans des conditions difficiles",Protéger le statut juridique de l'embryon,option_a,4
OIC-009-14-B,Quelle est la différence principale entre IVG et IMG en ce qui concerne le délai ?,"L'IVG peut avoir lieu à tout moment de la grossesse, tandis que l'IMG a une limite de délai.","L'IVG n'a pas de limitation de délai, tandis que l'IMG peut être pratiquée à tout moment de la grossesse.","L'IVG est limité à 12 semaines de grossesse, tandis que l'IMG peut avoir lieu à tout moment de la grossesse.","L'IVG ne peut pas être pratiquée après 20 semaines de grossesse, tandis que l'IMG peut avoir lieu à tout moment de la grossesse.",b,0
OIC-009-15-B,Quel est l'objectif principal du diagnostic prénatal (DPN) selon la loi française ?,"Prévenir ou traiter une affection d'une particulière gravité, dans l'intérêt de l'enfant à naître",Dépister les maladies génétiques pour permettre aux parents de prendre une décision éclairée,Fournir des informations précises sur la santé du fœtus,Permettre aux femmes d'interrompre leur grossesse en cas de maladie grave du fœtus,A,4
OIC-009-16-B,Quel est le principal objectif du diagnostic préimplantatoire (DPI) ?,Déterminer le sexe de l&#39;enfant,Éviter la transmission d&#39;une maladie génétique présente chez les futurs parents,Choisir un embryon avec des caractéristiques physiques spécifiques,Déterminer si l&#39;enfant sera garçon ou fille,b,4
OIC-009-17-A,Quel est l'enjeu éthique concernant l'information du patient en fin de vie ?,"Donner une information honnête et claire, conformément au respect de l'autonomie de la personne malade.",Ne pas donner d'informations pour éviter les souffrances psychiques de la personne.,Se concentrer uniquement sur le soulagement des douleurs physiques.,Laisser les professionnels de santé décider seuls de l'information à donner au patient.,A,4
OIC-009-18-A,Quel est le but principal de la loi Clayes-Léonetti ?,Améliorer les traitements médicaux,Protéger la dignité des patients en fin de vie,Réduire les coûts des soins palliatifs,Augmenter le nombre de décès à l'hôpital,b,4
OIC-009-19-B,Qui prend la décision finale lors d'une procédure collégiale ?,La famille ou les proches,Le médecin en charge du patient,L'équipe médicale,La personne de confiance,b,3
OIC-009-20-B,Quels sont les documents qui peuvent être utilisés pour exprimer les souhaits d'un patient en fin de vie ?,Les directives anticipées,Le témoignage de la personne de confiance,Tout autre document,Aucun document n'est nécessaire,option_a,4
OIC-009-21-A,"Quel est le principe qui consiste à ne pas causer de préjudice par la recherche, à interrompre immédiatement toute recherche ayant des effets néfastes irréversibles ou importants ?",Principe de bienfaisance,Principe de non-malfaisance,Principe d'autonomie,Principe de justice (ou d'équité),B,4
OIC-009-22-B,Quelle loi a supprimé les termes « recherche biomédicale » et a donné un cadre unique aux recherches médicales en France ?,Loi Huriet-Sérusclat,Loi du 9 août 2004,Loi Jardé (2012),Loi relative aux essais cliniques de 2001,c,0
OIC-009-23-A,Quel est le principe selon lequel le consentement présumé s'applique aux personnes décédées qui n'ont pas exprimé leur refus de don d'organes ?,Le consentement doit être obtenu auprès des proches,Le consentement est présumé pour les personnes décédées qui n'ont pas exprimé leur refus,Le don d'organes ne nécessite pas de consentement,Le consentement doit être obtenu auprès de la personne de confiance,b,4
OIC-009-24-B,Quelle est la définition officielle de la mort encéphalique ? ,La mort encéphalique est définie comme l'arrêt cardio-circulatoire,La mort encéphalique est définie comme l'absence de ventilation spontanée en épreuve d'hypercapnie,La mort encéphalique est définie comme la combinaison des deux critères précédents (absence de ventilation spontanée et EEG sans activité décelable),"La mort encéphalique n'est pas une définition officielle, mais plutôt une notion médicale.",option_c,4
OIC-009-25-B,Qui peut être donneur vivant selon la loi ?,Seulement les pères et mères des receveurs,"Toute personne apportant la preuve d’une vie commune d’au moins deux ans avec le receveur, ainsi que certains membres de la famille",Les seuls conjoints des receveurs,Seulement les grands-parents des receveurs,b,4
OIC-009-26-B,Quels sont les principes qui gouvernent l'utilisation et la conservation des éléments et produits du corps humain ?,"Le principe de non-patrimonialité, le consentement préalable du donneur et l'anonymat","Le principe de gratuité, le consentement préalable du donneur et la propriété des éléments et produits","Le principe d'utilité publique, le consentement préalable du donneur et la protection des données de santé","Le principe de non-mixage, le consentement préalable du donneur et l'anonymat",a,4
OIC-009-27-B,L'identification d'une personne par ses empreintes génétiques est possible uniquement :,Dans le cadre de mesures d'enquête ou d'instruction diligentées lors d'une procédure judiciaire.,À des fins médicales ou de recherche scientifique.,"Aux fins d'établir, lorsqu'elle est inconnue, l'identité de personnes décédées.",Dans les conditions prévues à l'article L.2381-1 du Code de la défense.,D,0
OIC-010-01-A,Quelles sont les principales dimensions humaines du corps selon le contenu éducatif ?,"Alimentation, activité physique, genre, procréation et normes esthétiques.","Genre, procréation, alimentation et activité physique.","Normes esthétiques, alimentation, activité physique et genre.","Procréation, alimentation, activité physique et normes esthétiques.",A,5
OIC-010-02-B,Quelle est l'impact de la douleur sur l'expérience du corps ?,La douleur ne modifie pas l'expérience du corps.,La douleur affecte uniquement le sentiment d'identité.,La douleur atteint le sentiment d'identité et transforme profondément la personne qui en est frappée.,La douleur n'est qu'un fait physiologique.,c,4
OIC-010-03-B,Quelle est l&#39;importance de distinguer entre le corps vécu par le sujet et le corps objectivé par la médecine dans les pratiques cliniques ?,Pour simplifier les diagnostics médicaux,"Pour relativiser et préciser les connaissances sur le corps, sain ou malade",Pour réduire les coûts des soins de santé,Pour améliorer la communication entre les patients et les professionnels de la santé,b,4
OIC-019-01-A,Quelle est la définition de la protection sociale ?,L'ensemble des mécanismes de protection accordés par une société à ses membres pour leur permettre de faire face aux risques sociaux de l'existence et à leurs conséquences financières.,Un système de sécurité sociale qui couvre uniquement les dépenses médicales.,Une forme d'aide sociale réservée aux personnes en situation de pauvreté.,Un programme de prévoyance individuelle pour les risques sociaux.,A,4
OIC-019-02-A,La protection sociale repose sur les deux éléments suivants : ,le versement de prestations sociales directement aux individus,l'accès à des prestations de services sociaux fournis gratuitement ou à des prix réduits,les cotisations obligatoires versées par les employeurs et salariés,le remboursement direct des dépenses médicales,option_b,3
OIC-019-03-B,Quels sont les deux principaux risques sociaux à l’origine des poids financiers les plus importants dans les dépenses de protection sociale en France ? ,La santé et le chômage,La vieillesse et la santé,Le chômage et les accidents du travail,L’invalidité et les maladies professionnelles,b,4
OIC-019-04-B,Quelles sont les principales sources de financement de la protection sociale en France ?,Les cotisations sociales et les impôts sur le revenu,La contribution sociale généralisée (CSG) et les exonérations de cotisations employeurs,Les contributions publiques de l'État et les transferts de ressources fiscales versés aux régimes de Sécurité sociale,Seuls les impôts sur le patrimoine financent la protection sociale,c,4
OIC-019-05-A,Quel est le nombre approximatif de personnes assujetties au régime général ?,10 millions,20 millions,près de 30 millions,40 millions,c,0
OIC-019-06-B,Quel est le rôle de la loi de financement de la Sécurité Sociale (LFSS) ?,Elle fixe les recettes et les dépenses de la sécurité sociale.,Elle détermine les conditions nécessaires à l’équilibre financier de la sécurité sociale et fixe les objectifs de dépenses en fonction des prévisions de recettes.,Elle autorise la perception des recettes de la sécurité sociale.,Elle limite les dépenses de la sécurité sociale.,b,4
OIC-019-07-B,Quel est l'objectif principal de l'Objectif national des dépenses d'Assurance maladie (ONDAM) ?,Fixer les tarifs des soins médicaux,Réguler les dépenses de l'assurance maladie en France,Déterminer le montant des primes d'assurance maladie,Évaluer la qualité des soins médicaux,b,4
OIC-019-08-A,Quel est le pourcentage de la population française couverte par le régime agricole ?,10%,5%,88%,20%,b,0
OIC-019-09-A,Quelle est la mission principale de la Caisse nationale d'assurance maladie (CNAM) ?,"Gérer les risques maladie, maternité, invalidité et décès ainsi que accidents du travail et maladies professionnelles.",Prise en charge des soins dispensés aux assurés sociaux.,Améliorer la santé de la population,Maîtriser les dépenses de santé,option_b,0
OIC-019-10-A,Quel est l&#39;objectif principal du ticket modérateur ?,Réguler la consommation de soins en responsabilisant financièrement le patient.,Réduire les coûts des soins pour les assurés sociaux.,Augmenter les remboursements par l&#39;assurance maladie.,Faciliter l&#39;accès aux soins pour les personnes âgées.,A,4
OIC-019-11-A,Quel est le rôle du médecin traitant dans le parcours de soins coordonnés ?,Il assure les soins réguliers et oriente le patient dans le parcours de soins.,Il gère uniquement le dossier médical du patient.,Il est responsable de la prévention personnalisée et établit le protocole de soins pour les affections de longue durée.,Il n'a aucun rôle dans le parcours de soins coordonnés.,option_a,4
OIC-019-12-A,Quel est le critère pour bénéficier d'une exonération du ticket modérateur en cas de forme grave ou invalidante d'une maladie non présente sur la liste des 30 ALD ?,La durée prévisible du traitement doit être inférieure à six mois.,Le traitement doit comporter une thérapeutique particulièrement coûteuse et avoir une durée prévisible supérieure à six mois.,L'assurance maladie prend en charge les frais à 50 %.,La maladie doit être présente sur la liste des 30 ALD.,b,4
OIC-019-13-B,Quels sont les deux types de prestations de l'assurance maladie ?,Prestations en nature uniquement,Prestations en espèces et prestations en nature,Prestations en espèces uniquement,Prestations en nature et capital décès,b,3
OIC-020-01-A,Quels sont les trois niveaux d’organisation de la recherche en santé en France ?,"Décision, programmation, opération","Recherche, développement, innovation","Ministères, agences, organismes nationaux","Universités, CHU, laboratoires",c,3
OIC-020-02-A,Quel est l'objectif principal d'un protocole en recherche clinique ?,Décrire la méthodologie de la recherche à mener,Répondre à plusieurs objectifs principaux,"Aboutir à un résultat principal fiable, valide et pertinent",Justifier le nombre de sujets nécessaire,c,4
OIC-020-03-A,Quel est le rôle du Comité de Protection des Personnes (CPP) dans une recherche impliquant la personne humaine ?,Il vérifie que la recherche respecte les conditions fixées par la loi et émet un avis décisionnel sur la validité scientifique et les aspects éthiques de la recherche.,Il est responsable de l'obtention du consentement des participants à la recherche.,Il s'occupe de la gestion financière de la recherche.,Il est chargé de la collecte et de l'analyse des données de la recherche.,option_a,4
OIC-020-04-B,Quels arguments utiles à la définition d'une problématique de recherche sont mentionnés dans le contenu éducatif ?,Les arguments utilisent uniquement des données économiques,L'analyse de l'état actuel des connaissances et les éléments épidémiologiques,Les hypothèses physiopathologiques plausibles,Seuls les facteurs de risque sont pris en compte,b,3
OIC-020-05-B,Quel est le rôle des hypothèses de recherche dans la définition de l'objectif d'une étude ?,Les hypothèses de recherche définissent uniquement les objectifs secondaires d'une étude.,Les hypothèses de recherche sont directement liées à l'estimation de la puissance d'une étude et au calcul du nombre de sujets nécessaires.,Les hypothèses de recherche ne jouent aucun rôle dans la définition de l'objectif principal d'une étude.,Les hypothèses de recherche définissent uniquement les objectifs principaux d'une étude.,B,0
OIC-020-06-B,Quelle est la première étape à suivre pour déterminer la méthodologie appropriée pour une étude en santé ?,Définir l'approche (observationnelle ou expérimentale),"Préciser les critères de jugement, les facteurs d'exposition et la population cible",Déterminer le niveau de preuve souhaité pour l'étude,Choisir un type d'étude (analytique ou expérimentale) sans considérer les objectifs spécifiques,B,3
OIC-020-07-B,"Quelle modalité d'échantillonnage consiste à s'assurer de la représentativité d'un échantillon en lui affectant une structure similaire à celle de la population source, selon certaines caractéristiques ?",Recrutement exhaustif,Sondage stratifié,Méthode des quotas,Échantillon de convenance,option_c,0
OIC-020-08-B,Quels sont les systèmes de surveillance épidémiologiques existants qui peuvent être utilisés pour recueillir des données ?,"Les registres de morbidité, les déclarations obligatoires et les réseaux sentinelles.",Les bases médico-administratives telles que le Système National des Données de Santé (SNDS) et les Entrepôts hospitaliers de données de santé (EDS).,"Les registres de morbidité, les déclarations obligatoires, les réseaux sentinelles et les statistiques vitales.",Seuls les registres de morbidité sont utilisés pour recueillir des données.,c,4
OIC-020-09-B,Quel est le critère principal pour évaluer la pertinence d'un critère de jugement dans une étude ?,La signification clinique du critère de jugement,L'adéquation avec l'objectif principal de l'étude et la définition consensuelle,Le recueil du critère le plus pertinent cliniquement,La faisabilité du recueil du critère,b,4
OIC-020-10-B,Quelle est la définition des variables aléatoires ?,Une fonction qui attribue un nom à toutes les issues possibles.,Une fonction qui attribue un nombre à toutes les issues possibles.,Une fonction qui attribue une date à toutes les issues possibles.,Une fonction qui attribue un texte à toutes les issues possibles.,option_b,0
OIC-020-11-B,Quel est le paramètre statistique qui mesure la dispersion d'un ensemble de valeurs autour de leur moyenne ?,Moyenne,Variance,Écart-type,Distance interquartile,B,0
OIC-020-12-B,Quel est le but d'un test statistique en recherche en santé ?,Évaluer la signification des résultats,Déterminer si un résultat observé peut s'expliquer par le hasard,Comparer les effets de deux traitements,Calculer l'intervalle de confiance d'une variable,b,4
OIC-020-13-B,Quel est le terme générique utilisé pour décrire le délai jusqu'à la survenue d'un événement quel qu'il soit ?,Données de survie,Variables censurées,Durée de suivi,Temps de suivi,A,0
OIC-020-14-B,Quel est l'objectif principal de l'ajustement dans une analyse statistique en santé ?,"Identifier les facteurs d'exposition étudiés qui sont indépendamment liés au phénomène étudié, en tenant compte des facteurs de confusion.",Évaluer l'impact direct des facteurs d'exposition sur le phénomène étudié sans tenir compte des facteurs de confusion.,Mesurer la force de corrélation entre les variables étudiées sans ajustement statistique.,Déterminer la signification clinique des résultats d'une analyse statistique en santé.,A,4
OIC-020-15-B,Quel est l'objectif principal de la protection des données de santé ?,Faciliter les partages de données entre établissements de santé,Garantir le respect de la vie privée des personnes,Améliorer la qualité des soins médicaux,Réduire les coûts des traitements médicaux,b,4
OIC-020-16-A,Quel est le rôle d'un facteur d'exposition dans une étude analytique ?,Il s'agit du résultat attendu de l'étude.,C'est un facteur associé à une probabilité plus élevée de présence ou de survenue du phénomène de santé étudié.,C'est le critère de jugement utilisé pour mesurer la relation entre les variables.,Il s'agit d'un facteur qui influence l'état de santé des populations.,option_b,4
OIC-020-17-A,Quelle est la définition de la population cible ?,La population à partir de laquelle l'étude se déroule.,Celui sur lequel on s'interroge et à propos de qui on veut obtenir des informations pour mieux la connaître.,Le sous-ensemble d'une population source.,"La population à partir de laquelle l'étude se déroule, mais pas nécessairement représentative.",option_b,4
OIC-020-18-A,Quel type d'étude permet de suivre dans le temps un échantillon de sujets ?,Enquête cas-témoins,Enquête transversale,Enquête de cohorte,Enquête exposés non exposés,c,4
OIC-020-19-B,"Quel est le type d'étude qui consiste à sélectionner aléatoirement un échantillon appelé « sous-cohorte » dans une cohorte déjà constituée, puis à comparer les « cas » incidents de la cohorte avec les « non-cas » de la sous-cohorte ?",Étude cas-témoins nichée,Étude cas-cohorte,Étude quasi-expérimentale,Étude sur données groupées,B,4
OIC-020-20-A,Quelle est la définition du risque en santé ?,Probabilité qu'un événement se produise dans une population pendant une période donnée.,"Nombre de nouveaux cas d'une maladie au sein d'une population, rapporté à la somme des personnes-temps.",Proportion du nombre de cas d'une maladie dans une population à un instant donné.,Taux de mortalité dans une population pendant une période donnée.,option_a,3
OIC-020-21-B,Quel est le but principal de la standardisation dans les enquêtes descriptives ?,Évaluer l'incidence d'une maladie dans une population spécifique.,Comparer les mesures de fréquence issues de populations ayant différentes structures d'âge et de sexe.,Déterminer la prévalence d'une maladie dans une population donnée.,Mesurer l'impact d'un facteur de risque sur la santé d'une population.,b,4
OIC-020-22-A,Quelle est la formule du Risque Relatif (RR) ? ,p1/(1-p1)p0/(1-p0),p1p0,p0-p1,1-RR,b,0
OIC-020-23-A,Quel est le type d'étude qui ne permet pas l'estimation du Risque Relatif (RR) ?,Étude cas-témoins,Étude de cohorte exposé/non exposé,Essai contrôlé randomisé,Tout les types d'études,A,4
OIC-020-24-A,Quels sont les paramètres qui influencent la puissance d'une étude ?,"La taille de l'échantillon, la différence à détecter et la variabilité des observations.","Le risque alpha, le test unilatéral ou bilatéral et la taille de l'échantillon.","La construction d'un test uni ou bilatéral, la taille de l'échantillon et la différence à détecter.","La variabilité des observations, le risque alpha et la taille de l'échantillon.",b,0
OIC-020-25-A,Quand faut-il calculer le nombre de sujets nécessaires à inclure dans une étude ?,Après avoir collecté les données,Avant d'entamer la recherche,Lorsque l'on a terminé l'étude,Quand on est en train de rédiger le rapport final,b,3
OIC-020-26-A,Quel est le principal objectif d'une stratification dans une étude ? ,Réduire les biais de sélection,Améliorer la représentativité de l'échantillon,Corriger les biais de confusion,Augmenter la taille d’échantillon,b,3
