id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
OIC-005-11-A,"Quelle est la principale caractéristique qui distingue l'aléa thérapeutique d'une erreur médicale, selon le texte fourni ?",L'aléa thérapeutique résulte toujours d'une faute du professionnel de santé.,"L'aléa thérapeutique est un événement indésirable lié à un acte de soin conforme, sans faute, et lié à un risque inhérent.","L'aléa thérapeutique est synonyme d'infection nosocomiale, toujours imputable à l'établissement.",L'aléa thérapeutique est un événement médical prévisible et maîtrisable par le professionnel de santé.,b,4
OIC-005-12-B,"Selon le texte, quels sont les principaux domaines de facteurs pouvant mener à un contentieux suite à un accident médical ?",Uniquement les erreurs médicales directes et la négligence du personnel soignant.,"Les facteurs liés au patient, aux tâches, à l'équipe, à l'environnement de travail, à l'organisation/management et au contexte institutionnel.","Principalement les facteurs liés à l'environnement physique de travail (locaux, matériels) et au manque de formation continue.",Seulement les facteurs liés à la communication au sein de l'équipe soignante et à la traçabilité de l'information dans le dossier patient.,b,4
OIC-005-13-A,"Selon le texte, quels facteurs humains individuels peuvent favoriser les erreurs ?",Une communication claire et organisée au sein de l'équipe.,Une organisation d'équipe efficace avec un leadership identifié.,"Le manque de connaissances, de compétences, d'expérience, le stress, la fatigue ou des facteurs linguistiques/culturels.",La conscience d'être une équipe et la définition claire des rôles de chacun.,c,4
OIC-005-14-B,"Selon le texte, quel est le principal objectif de l'analyse approfondie des erreurs médicales, comme celle proposée par le modèle de Reason ?",Identifier et punir les individus responsables de l'erreur.,"Mettre en place des barrières de prévention, de récupération et d'atténuation pour éviter la répétition des erreurs et améliorer la sécurité des patients.",Se concentrer uniquement sur les erreurs actives commises par le personnel soignant.,Remplacer complètement les barrières immatérielles par des barrières matérielles pour une sécurité accrue.,b,4
OIC-005-15-B,"Selon le texte, quelle est la principale raison pour laquelle une culture positive de l'erreur est encouragée dans les établissements de santé ?",Pour identifier et sanctionner les responsables des erreurs médicales.,Pour encourager le signalement des erreurs et favoriser l'analyse afin d'améliorer la sécurité des patients.,Pour réduire le coût des analyses rétrospectives de dossiers médicaux.,Pour simplifier les procédures de veille sanitaire et de déclaration obligatoire des événements indésirables.,b,4
OIC-006-01-A,"Selon le texte, quel est le rôle principal du travail en équipe pluriprofessionnelle ?",Assurer une prise en charge individualisée du patient.,Réduire les coûts des soins de santé.,Améliorer la sécurité du patient et la qualité des soins.,Remplacer le travail individuel des professionnels de santé.,c,4
OIC-006-02-A,"Parmi les dispositifs suivants, lequel est spécifiquement mentionné comme étant utilisé pour les activités interventionnelles telles que l'endoscopie ou la radiologie interventionnelle ?",Réunion de concertation pluridisciplinaire (RCP),Réunion de morbi-mortalité (RMM),Protocole pluriprofessionnel,Check-list,d,0
OIC-006-03-A,"Selon la définition fournie, qu'est-ce que le parcours de soins ?",L'ensemble des compétences professionnelles disponibles pour un patient.,L'organisation et la coordination du juste enchaînement des compétences professionnelles au bon moment pour un patient.,La prise en charge d'un patient par un seul professionnel de santé.,L'ensemble des établissements de santé fréquentés par un patient.,b,4
OIC-006-04-B,Quel est le principal objectif d'un protocole pluriprofessionnel selon le texte ?,Définir les tâches de chaque professionnel individuellement.,Standardiser la prise en charge d'une maladie par plusieurs professionnels.,Remplacer le jugement clinique individuel par des directives strictes.,Obliger les professionnels à suivre une formation continue spécifique.,b,4
OIC-006-05-A,Quel est le principal objectif des Réunions de Concertation Pluridisciplinaire (RCP) ?,Valider l'obligation de Développement Professionnel Continu (DPC) des participants.,"Définir la meilleure stratégie de prise en charge d'un patient complexe, en concertation collégiale.",Se réunir uniquement pour discuter des aspects techniques de la prise en charge du cancer.,Remplacer la consultation individuelle du patient par une décision collective.,b,4
OIC-006-06-A,"Quel est l'objectif principal des check-lists de sécurité du patient, comme celles utilisées au bloc opératoire ?",Remplacer la communication verbale entre les professionnels.,Standardiser les procédures et réduire les erreurs grâce à la vérification croisée.,Servir de preuve légale en cas de complication post-opératoire.,Accélérer le déroulement de l'intervention chirurgicale.,b,4
OIC-006-07-A,Quel est l'objectif principal d'une Réunion de Morbi-Mortalité (RMM) ?,Identifier les erreurs individuelles pour sanctionner les responsables.,Analyser collectivement les événements indésirables pour améliorer la sécurité des patients.,Remplacer les audits cliniques traditionnels pour réduire les coûts.,Satisfaire les exigences légales en matière de documentation des décès.,b,4
OIC-006-08-A,"Selon le texte, quelle est la principale fonction du Samu-Centre 15 ?","Assurer la prise en charge médicale sur place, en dehors de l'hôpital.",Accueillir les patients se présentant directement à l'hôpital en situation d'urgence.,"Assurer une écoute médicale permanente, déterminer la réponse adaptée et organiser le transport du patient.",Réaliser des soins d'urgence avant et pendant le transport du patient vers un établissement désigné.,c,4
OIC-008-01-A,"Selon le texte, quelle affirmation concernant la discrimination en santé est correcte ?",La discrimination en santé est toujours intentionnelle et consciente.,"Les professionnels de santé ne peuvent jamais catégoriser les patients, car cela conduit systématiquement à la discrimination.","La discrimination en santé peut être indirecte, systémique et affecter en premier lieu les populations vulnérables.",Les stéréotypes sont toujours préjudiciables et conduisent systématiquement à des actes discriminatoires.,c,5
OIC-008-02-B,"Selon le texte, comment les discriminations influencent-elles principalement les inégalités sociales et de santé ?",En améliorant l'accès aux services de santé pour les groupes discriminés.,En réduisant le stress et en favorisant l'intégration socio-économique.,"En accentuant les déterminants sociaux de la santé, en augmentant le stress et en contribuant au non-recours aux soins.",En supprimant les barrières économiques à l'accès aux soins et en promouvant l'égalité d'opportunités.,c,4
OIC-008-03-B,"Selon le texte, quelles causes structurelles et organisationnelles contribuent aux discriminations en santé ?",Manque de vigilance des soignants face aux représentations sociales.,Défaut de prise en charge ou abaissement de la qualité des soins dû à des dysfonctionnements systémiques.,Refus de soin réparti équitablement malgré les inégalités territoriales de l'offre.,"Coordination suffisante entre les soignants, évitant ainsi le renoncement à prendre en charge certains patients.",b,4
OIC-009-01-A,"Selon le texte, quelle est la principale distinction entre l'éthique, la morale et la déontologie en médecine ?","La morale est un code de bonnes pratiques professionnelles, la déontologie est un jugement de valeur, et l'éthique est une démarche de réflexion.","L'éthique est un jugement de valeur, la morale est un code de bonnes pratiques professionnelles, et la déontologie est une démarche de réflexion.","L'éthique est une démarche de réflexion, la morale est un code de bonnes pratiques professionnelles, et la déontologie est un jugement de valeur.","L'éthique est une démarche de réflexion, la morale est un jugement de valeur, et la déontologie est un code de bonnes pratiques professionnelles.",d,4
OIC-009-02-A,"Selon le texte, comment la bioéthique est-elle définie aujourd'hui, contrairement à la vision initiale de V.R. Potter ?",Un ensemble de règles juridiques strictes concernant la recherche biomédicale.,Une éthique globale pour la survie de l'humanité et de la planète.,"Un sous-ensemble de l'éthique en santé, axé sur les questions soulevées par les biotechnologies et leur application à l'homme.",Un domaine limité aux questions religieuses concernant la médecine et la vie.,c,3
OIC-009-03-A,"Selon le texte, quel est le rôle principal du Code de déontologie médicale ?",Définir les lois fondamentales régissant la société.,Servir de guide aux médecins dans leur pratique quotidienne et de référence aux instances juridictionnelles de l'Ordre des médecins.,Être uniquement élaboré par le gouvernement et publié au Journal Officiel.,Remplacer les lois et règlements existants pour les professionnels de santé.,b,4
OIC-009-04-A,"Selon le texte, quels sont les quatre grands principes fondamentaux de l'éthique médicale, tels que définis par l'approche principiste de Beauchamp et Childress ?","Bienfaisance, non-malfaisance, utilitarisme, justice.","Bienfaisance, non-malfaisance, autonomie, justice.","Bienfaisance, utilitarisme, autonomie, confidentialité.","Non-malfaisance, autonomie, justice, confidentialité.",b,4
OIC-009-05-A,"Selon le texte, quel est le principe fondamental qui sous-tend le respect de l'autonomie du patient dans le domaine des soins ?","Le paternalisme médical, qui consiste à prendre des décisions pour le patient en fonction de ce qui est estimé être son bien.","La liberté individuelle, permettant au patient de juger ce qui est juste ou bon pour lui, et de participer aux décisions qui le concernent.","L'obligation légale pour les soignants de suivre aveuglément les directives du patient, même si elles contredisent les principes médicaux.","La primauté des intérêts de la collectivité sur les choix individuels du patient, notamment en matière de santé publique.",b,4
OIC-009-06-A,"Selon le texte, quelle est la principale évolution concernant la qualité de l'information médicale délivrée aux patients ?",L'information doit être simple et approximative pour être facilement comprise.,"L'information doit inclure tous les risques, même les plus rares, pour être complète.","L'information doit être loyale, claire et appropriée, et intégrer les risques normalement prévisibles, même rares.","L'information doit être principalement écrite, via des documents standardisés, pour assurer la traçabilité.",c,4
OIC-009-07-A,"Selon le texte, quel est le principe éthique fondamental qui sous-tend le droit du patient à refuser les soins, même si cela implique un risque pour sa santé ou sa vie ?","Le principe de bienfaisance, qui impose au médecin de ne pas nuire et de rechercher le bénéfice du patient.","Le principe d'autonomie, qui impose de respecter la volonté du patient.","Le principe de justice, qui impose une égalité d'accès aux soins pour tous.","Le principe de non-malfaisance, qui impose au médecin de ne pas causer intentionnellement de tort au patient.",b,4
OIC-009-08-A,"Selon le texte, quel est le rôle principal de la personne de confiance désignée par un patient ?",Prendre des décisions médicales à la place du patient en cas d'incapacité.,"Assister le patient dans ses démarches de soins, l'accompagner et faire le lien avec les équipes médicales.",Être informé de l'état de santé du patient uniquement en fin de vie ou en situation de crise majeure.,"Remplacer le patient dans toutes les interactions avec les professionnels de santé, sans nécessairement être présent physiquement.",b,3
OIC-009-09-B,"Selon le texte, quelle est la principale distinction entre la vulnérabilité fondamentale et la vulnérabilité sociale ?","La vulnérabilité fondamentale est liée à des contextes socio-historiques spécifiques, tandis que la vulnérabilité sociale est une condition universelle partagée par tous les êtres humains.","La vulnérabilité fondamentale est une condition universelle liée à la fragilité anthropologique et biologique, tandis que la vulnérabilité sociale dépend de contextes historiques et sociaux particuliers.","La vulnérabilité fondamentale concerne uniquement les groupes ou individus désignés comme vulnérables par la société, tandis que la vulnérabilité sociale est une notion dépassée.","La vulnérabilité fondamentale est un concept utilisé uniquement en sciences humaines et sociales, tandis que la vulnérabilité sociale est utilisée en médecine pour décrire l'état des patients.",b,5
OIC-009-10-B,"Selon le texte, quelle est la finalité principale des mesures de protection juridique pour une personne majeure?",Remplacer complètement la volonté de la personne protégée par celle du représentant.,"Assurer l'intérêt de la personne protégée tout en respectant ses libertés, droits et dignité.",Permettre au représentant légal de prendre toutes les décisions médicales sans consultation de la personne protégée.,Retirer tous les droits et libertés à la personne protégée afin de garantir sa sécurité.,b,4
OIC-009-11-A,"Selon le texte, quelle est la principale différence entre la curatelle et la tutelle ?","La curatelle est une mesure temporaire, tandis que la tutelle est permanente.",La tutelle est une mesure plus contraignante que la curatelle.,"La curatelle concerne uniquement les situations d'urgence, tandis que la tutelle concerne les situations durables.","La sauvegarde de justice est une forme de curatelle, tandis que la tutelle est une forme de sauvegarde de justice.",b,4
OIC-009-12-B,Qui peut déposer une demande d'ouverture d'une mesure de protection pour un majeur ?,Uniquement le majeur concerné lui-même.,Uniquement le procureur de la République.,"Le majeur concerné, son conjoint, un proche lié par des liens étroits et stables, la personne déjà sous mesure de protection, ou le procureur de la République.",Uniquement les proches de la personne à protéger.,c,0
OIC-009-13-A,"Selon le texte, le droit à l'IVG en France illustre principalement :","Une application stricte de l'éthique de responsabilité médicale, sans compromis.",Un compromis entre différentes conceptions morales concernant la vie humaine et la procréation.,"Une politique de santé publique visant uniquement à garantir l'accès égal et sécurisé à l'intervention, sans considération des conceptions morales.","Une question purement individuelle, sans dimension éthique ou politique, où la loi n'a qu'un rôle secondaire.",b,4
OIC-009-14-B,"Selon le texte, quelle est une différence fondamentale entre l'Interruption Volontaire de Grossesse (IVG) et l'Interruption Médicale de Grossesse (IMG) ?","L'IMG peut être pratiquée à n'importe quel moment de la grossesse, tandis que l'IVG est soumise à des délais légaux.","L'IMG nécessite une validation par un Centre Pluridisciplinaire de Diagnostic Prénatal (CPDPN), contrairement à l'IVG.","L'IMG peut être pratiquée par différents professionnels de santé, tandis que l'IVG ne peut être pratiquée que par un médecin.","L'IMG est motivée par le désir de la femme, tandis que l'IVG est motivée par des raisons médicales.",a,0
OIC-009-15-B,"Selon le texte, quelle est la principale difficulté éthique concernant l'interprétation des critères pour l'IMG dans le cadre du DPN ?",La définition précise de ce qui constitue une 'forte probabilité' d'une affection grave.,"L'absence de liste exhaustive des maladies donnant accès à l'IMG, laissant place à l'interprétation individuelle.","La subjectivité de l'appréciation de la 'gravité' d'une maladie, variant selon les individus et les familles.",La difficulté à distinguer clairement les motifs d'IMG (fœtal) des motifs d'IVG (maternelle ou non-médicale).,c,3
OIC-009-16-B,"Selon le texte, quelle est la justification principale du diagnostic préimplantatoire (DPI) en France ?",Permettre la sélection du sexe de l'enfant pour convenance personnelle.,Permettre la sélection d'embryons compatibles pour un futur don de moelle à un frère/sœur malade.,Éviter la naissance d'un enfant atteint d'une maladie génétique grave et incurable.,Permettre aux couples de choisir le nombre d'enfants à avoir.,c,5
OIC-009-17-A,"Selon le texte, quel est l'un des principaux enjeux éthiques liés à la fin de vie concernant l'information du patient ?","Fournir une information complète et détaillée sur le pronostic, même si elle est incertaine.","Donner une information honnête et claire, en tenant compte des besoins émotionnels du patient et de son droit à être informé.",Se concentrer sur les aspects positifs de la situation pour éviter de bouleverser le patient.,"Laisser le patient découvrir l'information à son propre rythme, sans intervention proactive de l'équipe soignante.",b,4
OIC-009-18-A,"Selon les lois Léonetti et Claeys-Léonetti, quel est le principe fondamental concernant les traitements médicaux en fin de vie lorsque le patient est hors d'état d'exprimer sa volonté ?","Les médecins doivent poursuivre tous les traitements vitaux, même s'ils ne font qu'entretenir artificiellement la vie, afin de respecter le principe de non-abandon.","Les médecins doivent suspendre ou ne pas entreprendre les traitements qui apparaissent inutiles, disproportionnés ou qui ne font que maintenir artificiellement la vie, conformément à la volonté du patient (si connue) ou après une procédure collégiale.","Les médecins doivent obligatoirement suivre les directives anticipées du patient, même si elles semblent inappropriées à la situation médicale actuelle.","Les médecins doivent privilégier la désignation d'une personne de confiance pour prendre toutes les décisions concernant les traitements, sans nécessairement tenir compte des directives anticipées.",b,4
OIC-009-19-B,"Selon le texte, quel est le principal objectif de la procédure collégiale en fin de vie ?",Prendre une décision rapide pour éviter de prolonger la souffrance.,Déterminer la volonté du patient en s'appuyant sur les directives anticipées et les témoignages.,Permettre au médecin de prendre la décision finale sans consultation externe.,"Satisfaire les demandes de la famille, même si elles contredisent la volonté du patient.",b,4
OIC-009-20-B,"Selon le texte, quelle est la hiérarchie des sources pour déterminer la volonté d'un patient en fin de vie lorsqu'il ne peut plus s'exprimer ?","Témoignage de la famille, directives anticipées, personne de confiance.","Directives anticipées, personne de confiance, témoignage de la famille.","Personne de confiance, directives anticipées, témoignage de la famille.","Témoignage de la famille, personne de confiance, directives anticipées.",b,4
OIC-009-21-A,"Selon le texte, quel est le principe éthique fondamental qui prime sur les intérêts de la science et de la société dans la recherche impliquant la personne humaine ?","Le principe de bienfaisance, visant à maximiser les bénéfices pour la société.","Le principe de justice, assurant un accès équitable à la recherche.","Le principe de non-malfaisance, qui stipule que l'intérêt des personnes participant à la recherche prime toujours.","Le principe d'autonomie, garantissant la liberté de choix du participant.",c,3
OIC-009-22-B,"Selon le texte, quelle loi a introduit un cadre législatif unique pour toutes les recherches impliquant la personne humaine en France ?",Loi Huriet-Sérusclat (1988),Loi du 9 août 2004,Loi du 5 mars 2012 (loi Jardé),Loi relative aux essais cliniques (2001),c,0
OIC-009-23-A,"Selon le texte, quel est le principe fondamental qui sous-tend la gratuité du don d'organes en France ?",La nécessité de rémunérer les donneurs pour encourager le don.,L'application d'une logique de marché à la pratique médicale.,L'adhésion à une tradition philosophique promouvant la solidarité et l'abolition de la commercialisation des corps.,La volonté de faciliter les échanges commerciaux entre donneurs et receveurs.,c,5
OIC-009-24-B,"Selon le texte, quelle est la principale différence entre le constat de mort chez un patient en arrêt cardiaque (catégorie I ou II de Maastricht) et un patient en mort encéphalique (catégorie IV de Maastricht) en ce qui concerne le prélèvement d'organes ?",Le prélèvement est toujours immédiat dans le cas de l'arrêt cardiaque et différé dans le cas de la mort encéphalique.,Le prélèvement est toujours interdit dans le cas de l'arrêt cardiaque et autorisé dans le cas de la mort encéphalique.,Le prélèvement est toujours différé dans le cas de l'arrêt cardiaque et immédiat dans le cas de la mort encéphalique.,Le prélèvement est toujours autorisé dans le cas de l'arrêt cardiaque et interdit dans le cas de la mort encéphalique.,a,4
OIC-009-25-B,"Selon le texte, quelle est la principale condition concernant le consentement pour un don d'organes entre vivants ?",Le consentement doit être donné par le représentant légal du donneur.,"Le consentement doit être libre, éclairé et explicite, après une procédure codifiée incluant un comité d'expert et un magistrat.",Le consentement est implicite si le donneur est un membre proche de la famille du receveur.,Le consentement n'est pas requis si le don est effectué pour un enfant.,b,4
OIC-009-26-B,"Selon le texte, quels sont les trois principes fondamentaux qui encadrent l'utilisation des éléments et produits du corps humain ?","Disponibilité, commercialisation, consentement éclairé.","Non-patrimonialité, consentement éclairé, anonymat.","Sacralisation, consentement présumé, commercialisation limitée.","Propriété, confidentialité, consentement implicite.",b,4
OIC-009-27-B,"Selon le texte, dans quel cadre l'identification d'une personne par ses empreintes génétiques est-elle autorisée, à l'exception des fins médicales ou de recherche scientifique ?",Uniquement dans le cadre de tests de paternité ordonnés par un juge.,"Dans le cadre de mesures d'enquête ou d'instruction judiciaire, ou pour identifier des personnes décédées.","Pour identifier des personnes capturées par les forces armées, sans autorisation spécifique.","Pour identifier des personnes décédées lors d'actions de combat, sans instruction d'un magistrat.",b,4
OIC-010-01-A,"Selon le texte, comment les représentations du corps en bonne santé évoluent-elles?",Elles sont universelles et immuables à travers les cultures et les époques.,Elles sont principalement déterminées par la biologie et la génétique.,"Elles sont des constructions sociales, culturelles et historiques, variant selon les époques et les sociétés.",Elles sont uniquement influencées par les traditions religieuses et les interdits alimentaires.,c,5
OIC-010-02-B,"Selon le texte, comment la maladie affecte-t-elle principalement l'expérience du corps chez le patient ?",Elle se limite à un phénomène physique nécessitant une intervention médicale.,"Elle transforme l'identité et le sentiment d'être, impactant la vie entière du patient.",Elle est principalement ressentie par les soignants qui sont confrontés aux corps malades.,"Elle est une expérience objective et universelle, indépendante du vécu individuel du patient.",b,4
OIC-010-03-B,"Selon le texte, comment la médecine moderne appréhende-t-elle le corps humain par rapport au corps vécu par le patient ?","Elle considère le corps uniquement comme un corps-sujet, en accord avec le vécu du patient.","Elle objective le corps, le réduisant souvent à des données techniques, créant une distance avec le corps vécu subjectivement.","Elle fusionne complètement le corps-objet et le corps-sujet, éliminant toute distinction entre l'observation médicale et le vécu du patient.","Elle privilégie l'observation directe par le soignant, minimisant l'impact des dispositifs techniques sur la perception du corps.",b,4
OIC-019-01-A,"Selon le texte, quelle est la principale caractéristique de la logique d'assistance sociale en matière de protection sociale ?",Elle est financée par des cotisations sociales et réservée aux cotisants.,Elle vise à garantir un revenu minimum et ne couvre pas forcément un risque spécifique.,"Elle couvre certaines dépenses pour tous les individus, sans condition de ressources.",Elle repose sur l'épargne individuelle ou l'assurance privée.,b,3
OIC-019-02-A,"Selon le texte, quelles sont les deux principales formes de prestations de protection sociale en France ?",Prestations en espèces (revenus de remplacement) et prestations en nature (remboursement de dépenses).,Prestations en espèces (allocations familiales) et prestations en nature (services sociaux gratuits).,Prestations en espèces (RSA) et prestations en nature (remboursement de soins).,Prestations en espèces (retraites) et prestations en nature (aides au logement).,a,4
OIC-019-03-B,"Selon le texte, quels sont les deux principaux risques sociaux qui représentent le poids financier le plus important dans les dépenses de protection sociale en France ?","La famille et la maternité, et le logement.",La vieillesse et la santé.,L'invalidité et les accidents du travail.,Le chômage et la formation professionnelle.,b,4
OIC-019-04-B,"Selon le texte, quelles sont les principales sources de financement de la protection sociale en France ?",Principalement les cotisations sociales des salariés et employeurs.,"Principalement les impôts et taxes affectés, notamment la CSG et la CRDS.","Un mélange équilibré de cotisations sociales, d'impôts/taxes affectés et de contributions publiques de l'État.","Principalement les contributions publiques de l'État, destinées aux dépenses de solidarité et aux exonérations.",c,0
OIC-019-05-A,"Selon le texte, quelle est la principale mission de la Caisse Nationale d'Assurance Maladie (CNAM) au sein du régime général de la sécurité sociale ?",Gérer les pensions de retraite de base.,Accompagner les familles dans leur vie quotidienne.,"Prendre en charge les risques maladie, maternité, invalidité, décès, accidents du travail et maladies professionnelles.",Recouvrer les cotisations sociales auprès des employeurs.,c,4
OIC-019-06-B,Quel est le principal objectif de la loi de financement de la Sécurité Sociale (LFSS) ?,Fixer le budget global de l'État.,Déterminer les conditions d'équilibre financier de la Sécurité Sociale et fixer ses objectifs de dépenses.,Autoriser la perception des recettes de la Sécurité Sociale.,"Limiter strictement les dépenses de la Sécurité Sociale, indépendamment des recettes.",b,4
OIC-019-07-B,Quel est le rôle principal de l'ONDAM (Objectif National des Dépenses d'Assurance Maladie) en France ?,Définir le budget total de la sécurité sociale.,Fixer un plafond à ne pas dépasser pour les dépenses d'assurance maladie.,Déterminer les tarifs des consultations médicales en ville.,Établir les objectifs de recettes de la sécurité sociale.,b,4
OIC-019-08-A,"Selon le texte, quel pourcentage approximatif de la population française est couvert par le régime général de la Sécurité sociale ?",5%,27%,88%,7%,c,0
OIC-019-09-A,Quelle est la mission principale de la Caisse Nationale d'Assurance Maladie (CNAM) selon le texte ?,La gestion des retraites et des allocations familiales.,La prise en charge des soins dispensés aux assurés sociaux.,La définition des politiques de prévention à l'échelle nationale.,L'élaboration des programmes plurannuels régionaux de gestion du risque.,b,4
OIC-019-10-A,"Selon le texte, quelle est la principale différence entre le ticket modérateur et la participation forfaitaire ?","Le ticket modérateur est un pourcentage du tarif conventionné, tandis que la participation forfaitaire est un montant fixe.","La participation forfaitaire est un pourcentage du tarif conventionné, tandis que le ticket modérateur est un montant fixe.","Le ticket modérateur est toujours de 1 euro, tandis que la participation forfaitaire varie selon l'acte.","La participation forfaitaire est toujours de 1 euro, tandis que le ticket modérateur varie selon l'acte et le respect du parcours de soins.",d,0
OIC-019-11-A,Quel est le rôle principal du médecin traitant dans le parcours de soins coordonnés ?,Effectuer tous les examens médicaux nécessaires.,"Coordonner le parcours de soins du patient, l'orienter et gérer son dossier médical.",Prescrire tous les médicaments nécessaires sans consultation spécialisée.,Effectuer uniquement les soins d'urgence et les consultations spécialisées.,b,4
OIC-019-12-A,Quel est l'un des principaux objectifs d'un protocole de soins ALD (Affection de Longue Durée) ?,Permettre au patient d'accéder directement à tous les spécialistes sans consultation préalable.,"Définir les éléments de diagnostic, les traitements, les consultations et examens nécessaires à la prise en charge du patient, en conformité avec les recommandations de la HAS.","Obliger le patient à suivre un traitement spécifique défini par l'Assurance Maladie, sans possibilité de recours.",Remplacer le rôle du médecin traitant par celui du médecin-conseil de l'Assurance Maladie dans la gestion du parcours de soins.,b,4
OIC-019-13-B,"Selon le texte, quelle est la principale différence entre une prestation en espèces et une prestation en nature de l'assurance maladie ?","Les prestations en espèces concernent uniquement le risque maternité, tandis que les prestations en nature concernent le risque maladie.","Les prestations en espèces sont un revenu de remplacement, tandis que les prestations en nature consistent en un remboursement partiel ou total des frais de santé.","Les prestations en espèces sont versées aux ayants droit en cas de décès, tandis que les prestations en nature sont versées en cas d'invalidité.","Les prestations en espèces sont toujours versées à 100%, tandis que les prestations en nature sont soumises à un ticket modérateur.",b,4
OIC-020-01-A,"Selon le texte, comment est organisée la recherche en santé en France ?",Par des laboratoires indépendants gérés par des chercheurs.,"Par des niveaux de décision, de programmation et d'opérateurs.",Principalement par le Ministère de la Santé qui finance directement les projets.,Par des comités d'éthique indépendants qui sélectionnent les projets à financer.,b,4
OIC-020-02-A,"Selon le texte, quelle est une caractéristique essentielle d'un protocole de recherche en santé ?",Il est flexible et peut être modifié à tout moment pendant l'étude.,"Il décrit la méthodologie de la recherche, incluant généralement un objectif principal unique.",Il est rédigé après le début de l'étude pour s'adapter aux résultats préliminaires.,"Il se concentre uniquement sur les aspects statistiques de l'étude, sans détailler la méthodologie.",b,4
