Unnamed: 0,id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
16,OIC-005-14-B-,Quelle est la principale raison pour laquelle la bioéthique a émergé dans la seconde moitié du 20e siècle ?,Pour résoudre les problèmes de santé publique à grande échelle.,Pour répondre aux préoccupations concernant l'éthique de la recherche et du développement des technologies biomédicales.,Pour réglementer strictement l'utilisation des nouvelles technologies dans les sciences de la vie.,Pour promouvoir l'adoption universelle des valeurs occidentales dans le domaine de la santé.,b,4
17,OIC-005-15-B,"Selon le texte, quel est le rôle principal de la déontologie médicale ?",Se limiter à des considérations éthiques abstraites.,Servir de référence juridique exclusive aux instances juridictionnelles.,Agir comme un guide aux médecins dans leur pratique quotidienne au service des patients.,"Être uniquement imposée par la profession médicale, sans aucune influence extérieure.",c,4
18,OIC-005-15-B-,"Selon l'approche par principes, quel est le principe fondamental qui vise à maximiser le bien-être et à minimiser le mal pour le patient ?",Le principe de justice.,Le principe de non-malfaisance.,Le principe de respect de l'autonomie.,Le principe de bienfaisance.,d,4
19,OIC-006-01-A,Quelle est la principale conséquence de la démocratisation de la santé et de la volonté des patients de participer à la démarche de soins ?,Une diminution de la qualité de l'information médicale.,Une augmentation de la demande de consentement éclairé.,Une simplification des processus de décision médicale.,Une réduction de la participation des patients aux décisions de soins.,b,4
20,OIC-006-01-A-,"Selon le texte, quel est le droit du patient en matière d'information médicale ?","D'être informé de tous les actes médicaux, y compris les secrets médicaux.","D'être informé de son état de santé et de tous les actes médicaux, sans exception.",D'être informé uniquement des risques graves et exceptionnels.,"D'être informé de tous les actes médicaux, mais seulement si le médecin le souhaite.",b,4
21,OIC-006-02-A,Quel est le principal défi éthique posé par le refus de soin par le professionnel de santé ?,La nécessité de maintenir la continuité des soins à tout prix.,La liberté de conscience du praticien et la question de la discrimination.,L'obligation pour le médecin d'informer le patient des conséquences de son refus.,La nécessité de respecter les convictions personnelles du patient.,b,4
22,OIC-006-02-A-,"Quel est le rôle principal de la personne de confiance, selon le texte ?
(A) Assister le patient dans ses démarches de soins et de choix, et faire le lien avec les équipes médicales.
(B) Seconder le patient dans les situations de crises majeures, comme les arrêts de soins.
(C) Être un interlocuteur des situations de crises majeures, comme les arrêts ou limitations de soins en fin de vie.
(D) Être un médiateur entre le patient et les équipes médicales, en particulier dans les situations de crises majeures.","Assister le patient dans ses démarches de soins et de choix, et faire le lien avec les équipes médicales.","Seconder le patient dans les situations de crises majeures, comme les arrêts de soins.","Être un interlocuteur des situations de crises majeures, comme les arrêts ou limitations de soins en fin de vie.","Être un médiateur entre le patient et les équipes médicales, en particulier dans les situations de crises majeures.",A,4
23,OIC-006-03-A,Quelle est la principale idée centrale de l'éthique du 'care' ?,La vulnérabilité est un défaut à éviter à tout prix.,La vulnérabilité est une condition universelle et une potentialité susceptible d'affecter chacun.,La vulnérabilité est uniquement une question de dépendance et d'impuissance.,La vulnérabilité est une notion qui ne concerne que les personnes malades.,b,4
24,OIC-006-03-A-,"Quel est le but principal des mesures de protection juridique, en vertu du contenu éducatif fourni ?","Assurer la liberté totale de la personne protégée, sans aucune restriction.","Protéger les intérêts de la personne protégée, en respectant ses libertés et ses droits.","Permettre à la personne protégée de prendre toutes les décisions importantes par elle-même, sans l'intervention de tiers.",Garantir la sécurité de la personne protégée en l'isolant du monde extérieur.,b,4
25,OIC-006-04-B,Quelle est la principale raison pour laquelle une personne peut être placée sous sauvegarde de justice ?,Pour obtenir une aide financière supplémentaire.,Pour protéger ses intérêts en cas de perte de capacité à prendre des décisions.,Pour bénéficier d'un accompagnement médical renforcé.,Pour obtenir une représentation juridique dans les affaires civiles.,b,4
26,OIC-006-04-B-,Qui peut demander l'ouverture d'une mesure de protection pour une personne majeure ?,Seul le majeur concerné lui-même.,"Son conjoint (époux, concubin...), un parent ou une personne entretenant avec le majeur des « liens étroits et stables » (ex : ami proche).",La personne qui exerce déjà à l’égard du majeur concerné une mesure de protection juridique (son tuteur ou son curateur).,"Le procureur de la République, de lui-même ou sur demande d’un tiers (qui peut être le médecin traitant ou le médecin hospitalier, un service social).",b,4
27,OIC-006-05-A,L'interruption volontaire de grossesse (IVG) illustre principalement un compromis entre différentes conceptions morales concernant la procréation.,Le droit à l'IVG découle naturellement de la liberté des femmes.,Le droit à l'IVG est un droit fondamental et universel.,Le droit à l'IVG illustre un compromis entre différentes conceptions morales concernant la procréation.,"Le droit à l'IVG est une question de santé publique, sans considération morale.",c,4
28,OIC-006-05-A-,Quelle est la principale différence entre l'interruption volontaire de grossesse (IVG) et l'interruption de grossesse pour motif médical (IMG) en termes de délai de réalisation ?,"L'IVG peut être pratiquée à tout moment de la grossesse, tandis que l'IMG est limitée à un délai spécifique.","L'IMG peut être pratiquée à tout moment de la grossesse, tandis que l'IVG est limitée à un délai spécifique.",Il n'y a pas de différence de délai entre l'IVG et l'IMG.,L'IMG est toujours pratiquée plus tard que l'IVG.,b,4
29,OIC-006-06-A,Quel est le principal objectif du diagnostic prénatal (DPN) selon la loi de bioéthique de 1994 ?,Détecter les maladies infectieuses présentes dans l'utérus.,"Prévenir ou traiter une affection d'une particulière gravité, dans l'intérêt de l'enfant à naître.",Évaluer le risque de maladies génétiques chez les femmes enceintes.,Déterminer le sexe fœtal et le risque de maladies récessives.,b,4
30,OIC-008-01-A-,Quelle est la principale conséquence de la loi Huriet-Sérusclat de 1988 en matière de recherche biomédicale en France?,Elle a permis une recherche plus libre et moins encadrée.,Elle a instauré un cadre juridique strict pour protéger les personnes se prêtant à la recherche.,Elle a interdit toute recherche impliquant la personne humaine.,Elle a simplifié les procédures d'autorisation des essais cliniques.,b,4
31,OIC-008-02-B,"Quel est le principe fondamental qui sous-tend la gratuité du don d'organes en France, conformément aux principes de la loi Caillavet de 1976 et aux valeurs de la tradition philosophique française ?",La gratuité du don d'organes est justifiée par la nécessité de financer les soins de santé pour tous.,"La gratuité du don d'organes est un principe fondamental pour éviter les trafics d'êtres humains et d'organes, et protéger les personnes les plus faibles.",La gratuité du don d'organes est une obligation morale imposée par la religion.,La gratuité du don d'organes est une question de politique économique et ne concerne pas les valeurs morales.,b,4
32,OIC-008-03-B,"Selon le texte, quel est le principal critère pour déterminer si un individu peut être donneur vivant ?",Avoir un lien de parenté direct avec le receveur.,Avoir une relation de longue date avec le receveur.,Avoir une compatibilité génétique avec le receveur.,Avoir une relation de confiance avec le receveur.,c,4
33,OIC-009-02-A,"Selon le texte, quel est l'impact principal d'une maladie sur l'expérience du corps ?",Une augmentation de la perception de soi.,Une modification de l'identité et de l'image du corps.,Une simplification de la vie quotidienne.,Une diminution de la sensibilité aux douleurs.,b,4
34,OIC-009-02-A-,"Selon le texte, quelle est la principale distinction entre le corps vécu par le sujet et le corps objectivé par la médecine ?",Le corps vécu est plus précis et objectif que le corps objectivé.,Le corps vécu est subjectif et le corps objectivé est objectif.,Le corps vécu est plus important que le corps objectivé.,Le corps vécu et le corps objectivé sont interchangeables.,b,4
35,OIC-009-03-A,Quelle est la définition principale de la protection sociale selon le texte ?,Un ensemble de lois visant à protéger les individus contre les risques financiers.,Un système de redistribution des richesses entre les individus.,L'ensemble des mécanismes de protection accordés par une société à ses membres pour leur permettre de faire face aux risques sociaux de l'existence et à leurs conséquences financières.,Un programme gouvernemental visant à réduire la pauvreté et l'exclusion sociale.,c,2
36,OIC-009-04-A-,"Quelle est la principale source de financement de la protection sociale en France, selon le texte ?",Les cotisations sociales des salariés.,Les contributions publiques de l'État.,Les impôts et taxes affectés.,"Les ressources fiscales, notamment la contribution sociale généralisée (CSG).",d,4
37,OIC-009-05-A-,Quelle est la principale fonction de la Loi de Financement de la Sécurité Sociale (LFSS) ?,Fixer les recettes de la Sécurité Sociale.,Déterminer le budget de l'État.,Déterminer les conditions générales de son équilibre financier et fixer ses objectifs de dépenses.,Limiter les dépenses sociales et de santé.,c,2
38,OIC-009-06-A,Quel est le but principal de l'ONDAM ?,Définir les tarifs des médicaments.,Réguler les dépenses de l'assurance maladie.,Fixer les salaires des médecins.,Déterminer le nombre de médecins à recruter.,b,4
39,OIC-009-07-A,Quelle est la mission principale de la Caisse Nationale d'Assurance Maladie (CNAM) ?,Gérer les risques de maternité et d'invalidité.,Assurer la prise en charge des soins dispensés aux assurés sociaux.,Définir le périmètre des actes remboursables.,Gérer les risques de décès et d'accidents du travail.,b,4
40,OIC-009-07-A-,Quel est le but principal du ticket modérateur ?,Réduire les coûts des soins de santé pour l'État.,Réguler la consommation de soins en responsabilisant financièrement le patient.,Garantir un remboursement total de tous les frais de santé.,Permettre aux patients de choisir librement leurs médecins et leurs établissements de santé.,b,4
41,OIC-009-08-A,Quel est le rôle principal du médecin traitant dans le parcours de soins coordonnés ?,Assurer le remboursement des soins.,Orienter le patient dans le parcours de soins et gérer son dossier médical.,Se spécialiser dans tous les types de soins.,Déterminer le montant de la majoration de la part restant à charge.,b,4
42,OIC-009-08-A-,"Selon le texte, quel est le principal avantage de l'exonération du ticket modérateur pour les soins ALD ?",Accès direct aux spécialistes sans consultation préalable.,Possibilité de choisir librement les spécialistes.,Accès direct aux spécialistes mentionnés dans le protocole de soins.,Possibilité de refuser le diagnostic de la maladie dans le protocole de soins.,c,4
43,OIC-009-09-B,Quelles sont les deux principales catégories de prestations offertes par l'assurance maladie ?,Prestations en espèces et prestations en nature.,Prestations de retraite et prestations de maternité.,Prestations de santé et prestations de protection sociale.,Prestations de remplacement et prestations de remboursement.,a,4
44,OIC-009-09-B-,"Selon le contenu éducatif, quel est le rôle principal de la recherche en santé ?

(A) Développer des médicaments pour traiter les maladies.
(B) Améliorer la santé et étendre la connaissance scientifique de l'humain.
(C) Réduire les coûts des soins de santé.
(D) Identifier les causes des maladies.

Réponse correcte: B",Développer des médicaments pour traiter les maladies.,Améliorer la santé et étendre la connaissance scientifique de l'humain.,Réduire les coûts des soins de santé.,Identifier les causes des maladies.,B,4
45,OIC-009-10-B,"Selon le texte, quel est le rôle principal du protocole dans la recherche en santé ?",Fournir des informations générales sur le domaine de la santé.,Décrire précisément les étapes et éléments d'une étude avant son commencement.,Modifier les critères de jugement pendant l'exécution de l'étude.,Déterminer le nombre de sujets nécessaires à l'étude.,b,4
46,OIC-009-10-B-,Quelle est la principale fonction du Comité de Protection des Personnes (CPP) dans le cadre de la recherche clinique en France ?,Approuver le financement des études de recherche.,Vérifier la validité scientifique et les aspects éthiques des recherches et émettre un avis décisionnel.,Gérer la collecte et le stockage des données des participants.,Assurer le consentement éclairé des participants.,b,4
47,OIC-009-12-B-,"Dans le contexte de la recherche en santé, quel est le principal objectif de l'échantillonnage ?",Réduire le coût de la recherche.,Obtenir des résultats précis et généralisables à la population cible.,Recruter un maximum d'individus pour maximiser la puissance statistique.,Simplifier la collecte de données.,b,4
48,OIC-009-13-A,"Quelle est la principale raison pour laquelle il est important de préciser la nature, la source et les modalités de recueil des données lors de la collecte de données en santé ?",Pour simplifier le processus de collecte de données.,Pour garantir la cohérence et la comparabilité des données.,Pour réduire les coûts de collecte de données.,Pour éviter toute forme de biais dans l'interprétation des données.,b,4
49,OIC-009-14-B,Qu'est-ce qu'une variable aléatoire ?,Une variable qui a toujours la même valeur.,Une fonction qui attribue un nombre à toutes les issues possibles.,Une variable qui ne peut prendre que deux valeurs.,Une variable qui est toujours positive.,b,3
50,OIC-009-15-B,"Dans le contexte de la recherche en santé, quel est le principal objectif d'une étude ?",Déterminer la valeur exacte de la différence entre deux groupes.,Extraire des inférences sur la population à partir des résultats observés sur un échantillon.,Identifier les variables les plus importantes pour expliquer une observation.,Calculer la puissance statistique de l'étude.,b,4
51,OIC-009-16-B,Qu'est-ce que l'ajustement en recherche en santé?,Une méthode pour mesurer l'association entre deux variables sans tenir compte des facteurs de confusion.,Une méthode statistique pour identifier les facteurs de confusion.,"Une méthode statistique pour tenir compte des facteurs de confusion et évaluer l'impact des facteurs d'exposition étudiés, toutes choses égales par ailleurs.",Une méthode pour contrôler l'effet des facteurs de confusion sur la mesure de l'association.,c,4
52,OIC-009-16-B-,Quel est le principal objectif de la protection des données de santé ?,Faciliter l'accès aux données pour tous les chercheurs.,Assurer la confidentialité et la protection de la vie privée des personnes.,Permettre une analyse statistique rapide et exhaustive.,Réduire les coûts de stockage des données de santé.,b,4
53,OIC-009-17-A-,Qu'est-ce qu'une population cible ?,Le groupe de personnes étudié dans une étude spécifique.,Le groupe de personnes à partir duquel les participants sont recrutés pour l'étude.,Le groupe de personnes à qui les résultats de l'étude seront extrapolés pour améliorer leur prise en charge.,Le groupe de personnes qui financent la recherche.,c,4
54,OIC-009-19-B-,Qu'est-ce que la standardisation dans le contexte de la recherche en santé ?,Une méthode pour augmenter la taille de l'échantillon.,Une technique pour comparer les mesures de fréquence entre populations ayant des structures d'âge et de sexe différentes.,Un processus pour garantir la confidentialité des données.,Une méthode pour réduire le biais dans les études.,b,4
55,OIC-009-20-B,Quel est le principal objectif des mesures d'association brutes en recherche en santé ?,Mesurer la différence absolue entre les groupes exposés et non exposés.,Mesurer le risque relatif entre les groupes exposés et non exposés.,Mesurer la différence de moyennes entre les groupes.,Mesurer le nombre de sujets à traiter pour éviter un événement.,b,4
56,OIC-009-22-B-,Qu'est-ce qu'un biais de sélection différentiel ?,Un biais où le risque de biais est identique dans tous les groupes étudiés.,Un biais où le risque de biais diffère selon le groupe étudié.,Un biais qui ne peut pas être corrigé.,Un biais qui ne concerne que les études observationnelles.,b,4
57,OIC-009-23-A-,Qu'est-ce que la valeur de p dans un test statistique ?,La probabilité que l'hypothèse nulle soit vraie.,La probabilité d'observer une différence au moins aussi importante si en réalité cette différence n'existe pas.,La probabilité que l'hypothèse alternative soit vraie.,La probabilité que l'hypothèse nulle soit fausse.,b,4
58,OIC-009-24-B,"Selon le texte, quel critère de Bradford Hill est le plus convaincant lorsqu'il est présent, mais est souvent absent, même si la relation causale est très plausible ?",Cohérence externe,Plausibilité biologique,Spécificité de la relation,Association statistique,c,4
59,OIC-009-24-B-,Quel est le terme qui désigne l'ensemble des facteurs environnementaux auxquels un individu est exposé au cours de sa vie ?,Phénome,Exposome,Microbiome,Génome humain,b,4
60,OIC-009-25-B,Qu'est-ce qui est généralement impliqué dans le processus de publication d'un article scientifique ?,Une publication immédiate et gratuite sans évaluation.,Une évaluation par des pairs (reviewers) pour garantir la qualité.,Une publication directe auprès d'une revue spécialisée sans comité de lecture.,Une publication immédiate et gratuite sans évaluation.,b,1
61,OIC-009-25-B-,La valeur prédictive positive (VPP) d'un test est définie comme :,La probabilité d'être malade si le test est positif.,La probabilité d'être non-malade si le test est négatif.,La probabilité d'être malade si le test est négatif.,La probabilité d'être non-malade si le test est positif.,a,4
62,OIC-009-26-B,"Selon le contenu éducatif, quelle est la définition d'une maladie rare ?",Une maladie qui affecte plus de 10 000 personnes.,Une maladie qui affecte moins d'une personne sur 2 000 en population générale.,Une maladie qui est causée par un virus.,Une maladie qui est traitée par des médicaments génériques.,b,4
63,OIC-009-26-B-,"Selon le Plan National Maladies Rares 3 (PNMR3), quel est l'objectif principal concernant le diagnostic des maladies rares?",Obtenir un diagnostic précis pour tous les patients atteints de maladies rares en moins de 6 mois.,Assurer un diagnostic précis pour tous les patients atteints de maladies rares en moins de 1 an.,Obtenir un diagnostic précis pour tous les patients atteints de maladies rares en moins de 3 mois.,"Obtenir un diagnostic précis pour tous les patients atteints de maladies rares en moins de 1 an, sauf pour ceux pour lesquels l'état de l'art scientifique, médical et technique ne permet pas d'aboutir à un diagnostic précis.",d,4
64,OIC-010-01-A-,"Selon le texte, quel est le rôle principal des professionnels de santé non spécialistes face à des symptômes inhabituels ?",Ignorer l'association de symptômes pour éviter la surcharge de travail.,Adopter une approche de diagnostic rapide et définitif sans consultation spécialisée.,Avoir une culture du doute et rechercher des informations auprès des dispositifs d'expertise.,Confirmer l'association de symptômes sans chercher d'informations complémentaires.,c,4
65,OIC-010-03-B,Quelle est la principale indication chirurgicale pour une grossesse extra-utérine (GEU) symptomatique ?,La présence d'une hémorragie interne.,L'instabilité hémodynamique et la défense abdominale.,Un taux de β-hCG supérieur à 5 000 UI/L.,La présence d'adhérences.,b,4
66,OIC-019-02-A,Quelle est la principale indication pour l'administration prophylactique d'oxytocine (APO) après l'accouchement ?,Pour prévenir les contractions post-partum.,Pour prévenir les hémorragies post-partum.,Pour accélérer le processus de délivrance.,Pour réduire la durée de la période de récupération post-partum.,b,4
67,OIC-019-02-A-,"Selon le contenu éducatif, quelle est la définition d'une HTA gravidique (HTAg) ?",Une pression artérielle systolique (PAS) supérieure ou égale à 140 mmHg et une pression artérielle diastolique (PAD) supérieure ou égale à 90 mmHg.,Une pression artérielle systolique (PAS) supérieure ou égale à 160 mmHg et une pression artérielle diastolique (PAD) supérieure ou égale à 110 mmHg.,"Une pression artérielle systolique (PAS) supérieure ou égale à 140 mmHg et une pression artérielle diastolique (PAD) supérieure ou égale à 90 mmHg, apparaissant après 20 SA et disparaissant avant la fin de la 6<sup>e</sup> semaine du post-partum.","Une pression artérielle systolique (PAS) supérieure ou égale à 140 mmHg et une pression artérielle diastolique (PAD) supérieure ou égale à 90 mmHg, apparaissant avant 20 SA et disparaissant avant la fin de la 6<sup>e</sup> semaine du post-partum.",c,4
68,OIC-019-03-B-,"Dans le contexte d'une HTA gravidique, quel est l'examen le plus important à rechercher pour évaluer le risque de prééclampsie ?",Un test de protéinurie sur un recueil des urines de 24 heures.,Un test de glucose dans le sang.,Un test de cholestérol.,Un test de glycémie.,a,4
69,OIC-019-04-B,Quelle est la principale complication de la grossesse en cas d'HTA gravidique ?,Hémorragie cérébrale,Hématome rétroplacentaire (HRP),Insuffisance rénale aiguë,RCIU,b,4
70,OIC-019-04-B-,"Selon le contenu éducatif, quel critère de sévérité est associé à une HTA sévère ?",HTA avec une pression artérielle systolique < 160 mmHg.,HTA avec une pression artérielle diastolique < 110 mmHg.,HTA avec une pression artérielle systolique ≥ 160 mmHg et/ou une pression artérielle diastolique ≥ 110 mmHg.,HTA avec une pression artérielle systolique < 140 mmHg et une pression artérielle diastolique < 90 mmHg.,c,4
71,OIC-019-05-A,"Selon le contenu éducatif, quel est le principal objectif du traitement antihypertenseur chez une femme enceinte ?",Réduire la tension artérielle à un niveau normal pour la femme.,Maintenir une tension artérielle basse pour prévenir les complications maternelles.,Éliminer complètement la nécessité de repos.,Réduire la tension artérielle à un niveau normal pour la femme et éviter les complications maternelles.,d,4
72,OIC-019-05-A-,Quel est l'objectif principal de la surveillance renforcée de l'hypertension artérielle (HTA) pendant la grossesse ?,Maintenir une tension artérielle normale à tout prix.,Prévenir les complications de la grossesse.,Détecter et traiter les complications précocement.,Permettre un déclenchement artificiel du travail à tout moment.,c,4
73,OIC-019-07-B,Quelle est la principale complication à long terme d'une HTA gravidique ?,Une grossesse plus courte,Un risque accru de pathologies cardiovasculaires et rénales,Une augmentation de la taille de la prostate,Une diminution de la densité osseuse,b,3
74,OIC-019-07-B-,Qu'est-ce qui est défini comme une modification cervicale dans le contexte d'une menace d'accouchement prématuré ?,Une augmentation de la taille de l'utérus.,Un raccourcissement du col utérin inférieur à 25 mm.,Une augmentation de la fréquence des contractions utérines.,Une augmentation de la taille de l'utérus.,b,4
75,OIC-019-08-A-,Quel examen est mentionné comme étant réalisé en cas de doute sur une rupture prématurée des membranes ?,Analyse de l'hémogramme,Analyse d'un examen cytobactériologique des urines (ECBU),Fibronectine fœtale,Test IGFBP-1 ou PAMG-1,d,4
76,OIC-019-09-A-,Quelle est la principale stratégie de prévention primaire dans la gestion de la menace d'accouchement prématuré ?,Le cerclage préventif pour tous les femmes enceintes.,L'arrêt du tabac et des toxiques.,Le suivi échographique régulier sans intervention.,L'administration de suppléments de fer.,b,4
77,OIC-019-10-A-,"Dans le cadre d'une fièvre pendant la grossesse, quel est le premier examen à réaliser ?",Une analyse de la bandelette urinaire.,Un hémogramme.,Un ECBU.,Une analyse de la bandelette urinaire.,C,3
78,OIC-019-11-A,"Quelle est la première étape du traitement d'une fièvre pendant la grossesse, selon le texte fourni ?",Administration d'antibiotiques spécifiques à l'étiologie de la fièvre.,Administration d'un antipyrétique (paracétamol).,Administration d'antibiotiques préventifs contre *Listeria monocytogenes*.,Surveillance étroite de la température et du col utérin.,b,4
79,OIC-019-11-A-,Quelle est la principale cause d'un hématome rétroplacentaire ?,Une infection fœtale,Une hypertension artérielle,Une rupture utérine,Une thrombopénie,b,4
80,OIC-019-12-A,Quelle est la principale cause de menace d'accouchement prématuré (MAP) ?,Une infection urinaire sévère.,Une torsion de kyste ovarien.,Des contractions utérines régulières et douloureuses associées à des modifications cervicales.,Une appendicite sévère.,c,4
81,OIC-019-12-A-,"Dans le contexte d'une douleur abdominale aiguë chez une femme enceinte, quel est le premier élément à rechercher pour évaluer l'urgence ?",La température corporelle.,La palpation abdominale et la fosse lombaire.,La tolérance hémodynamique (TA et pouls).,La prise de température.,c,4
82,OIC-020-01-A,"Selon le texte, quelle est la définition de l'infection materno-fœtale (IMF) ?",Une infection du fœtus causée par des germes d'origine fœtale.,Une infection du fœtus causée par des germes d'origine maternelle.,Une infection du fœtus causée par des germes d'origine fœtale et maternelle.,"Une infection du fœtus causée par des germes d'origine fœtale et maternelle, et qui se manifeste uniquement après la naissance.",b,4
83,OIC-020-02-A,Quelle est la principale voie de contamination fœtale mentionnée dans le texte ?,Par l'alimentation de la mère.,Par l'air.,"Par la voie vaginale, ascendante.",Par l'injection de médicaments.,c,4
84,OIC-020-02-A-,"Selon le texte, à quel trimestre la transmission materno-fœtale de toxoplasmose est la plus élevée ?",1er trimestre,2e trimestre,3e trimestre,Périconceptionnelle,c,4
85,OIC-020-03-A-,La prévention primaire de la toxoplasmose fœtale vise principalement à :,Administrer des antiparasitaires en cas de séroconversion.,Effectuer des dépistages sérologiques mensuels.,Adopter des recommandations hygiénodiététiques pour réduire le risque de séroconversion.,Surveiller l'évolution du fœtus par amniocentèse et échographie.,c,4
86,OIC-020-04-B,Quel est le risque d'infection fœtale par la rubéole avant 11 semaines de grossesse ?,100%,25%,90%,0%,c,4
87,OIC-020-05-B-,"Quelle est la conséquence la plus grave d'une rougeole maternelle pendant la grossesse, selon le texte fourni ?",Augmentation du risque de malformations congénitales,"Risque accru de fausse couche, de mort fœtale et de prématurité",Augmentation du risque de pneumonie chez la mère,Risque accru de panencéphalite sclérosante subaiguë chez le nouveau-né,b,4
88,OIC-020-06-B,"En cas de contage avéré de rougeole chez une femme enceinte non vaccinée, quelle est la première étape recommandée ?","Mettre en place des mesures de prévention de la transmission : distanciation sociale, port du masque",Rechercher un contage,Confirmer biologiquement le diagnostic : RT-PCR salivaire et/ou recherche d’IgM spécifiques dans la salive/le sérum,Vérifier le statut vaccinal de la patiente (carnet de santé),d,4
89,OIC-020-07-B-,"En cas de primo-infection à l'herpès génital pendant la grossesse, quel est le traitement maternel recommandé ?",Aciclovir 200mg en une prise quotidienne.,Aciclovir 1g en 5 prises ou valaciclovir 2g en 2 prises pendant 5 à 10 jours.,Valaciclovir 1g en 2 prises pendant 10 jours.,"Pas de traitement, l'infection est auto-limitée.",b,4
