,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option
17,OIC-009-10-B,"Quel type de mesure de protection juridique doit être instaurée et assurée dans le respect des libertés de la personne protégée, de ses droits et de sa dignité ?",La question évalue la compréhension de la finalité des mesures de protection juridique pour les personnes protégées.,"Mesure de protection juridique qui consiste à désigner une autre personne qui l’assistera ou la représenter dans ses intérêts, mais qui ne doit pas être proportionnée et individualisée.",Cette option est incorrecte car elle contredit explicitement la description de la mesure de protection juridique dans le texte source.,"Mesure de protection juridique qui consiste à désigner une autre personne qui l’assistera ou la représenter dans ses intérêts, mais qui ne doit pas être instaurée et assurée dans le respect des libertés de la personne protégée, de ses droits et de sa dignité.",Cette option est incorrecte car elle contredit explicitement la description de la mesure de protection juridique dans le texte source.,"Mesure de protection juridique qui consiste à désigner une autre personne qui l’assistera ou la représenter dans ses intérêts, mais qui ne doit pas être proportionnée et individualisée, et qui ne doit pas être instaurée et assurée dans le respect des libertés de la personne protégée, de ses droits et de sa dignité.",Cette option est incorrecte car elle contredit explicitement la description de la mesure de protection juridique dans le texte source.,"Mesure de protection juridique qui consiste à désigner une autre personne qui l’assistera ou la représenter dans ses intérêts, et qui doit être proportionnée et individualisée, instaurée et assurée dans le respect des libertés de la personne protégée, de ses droits et de sa dignité.",Cette option est correcte car elle correspond à la description de la mesure de protection juridique dans le texte source.,d
18,OIC-009-11-A,Quelle mesure de protection juridique est la plus protectrice pour une personne majeure altérée intellectuellement ou physiquement ?,Cette question évalue la compréhension des trois principales mesures de protection des personnes et leur degré de contrainte.,Sauvegarde de justice,"La sauvegarde de justice est une mesure temporaire et aux effets limités, qui permet de traiter une situation en urgence lorsqu’une personne majeure risque des actes contraires à ses intérêts.",Curatelle,"La curatelle est une mesure plus protectrice que la sauvegarde de justice. Une personne placée sous curatelle reste autonome dans les actes de la vie courante, mais doit être accompagnée pour les actes importants par un curateur.",Tutelle,La tutelle est une mesure plus protectrice que la curatelle. Un tuteur représente la personne majeure à protéger dans les actes de la vie courante. Le juge des tutelles détermine les actes que la personne protégée peut réaliser seule ou non.,Protection des mineurs,"La tutelle d’un mineur est la mesure de protection juridique par laquelle une autre personne l’aide à protéger ses intérêts, lorsque les titulaires de l’autorité parentale ne peuvent plus l’exercer. Cette option est incorrecte car elle ne s’applique qu’aux mineurs.",c
19,OIC-009-17-A,"Un patient de 65 ans, atteint d'un cancer du poumon, est en fin de vie. Le soignant doit respecter la dignité de la personne en tant qu'elle est humaine selon Kant. Quel principe doit-il respecter pour cela ?",La question évalue la compréhension de l'importance de respecter la dignité de la personne en tant qu'elle est humaine selon Kant dans le contexte de la fin de vie.,Le principe de bienfaisance,Le principe de bienfaisance ne concerne pas la dignité de la personne en tant qu'elle est humaine selon Kant.,Le principe de non-malfaisance,Le principe de non-malfaisance ne concerne pas la dignité de la personne en tant qu'elle est humaine selon Kant.,Le principe de respect de la personne,Le principe de respect de la personne concerne la dignité de la personne en tant qu'elle est humaine selon Kant.,Le principe de bienveillance,Le principe de bienveillance n'est pas un principe éthique reconnu par Kant.,c
20,OIC-009-18-A,Quel traitement initier pour un patient en fin de vie présentant une souffrance réfractaire aux traitements et dont le pronostic vital est engagé à court terme?,La question évalue la compréhension de la loi française sur la fin de vie et le droit à la sédation profonde et continue.,Arrêter tous les traitements,"Incorrect. La loi Clayes-Léonetti permet la sédation profonde et continue, mais pas l'arrêt de tous les traitements.",Ne pas administrer d'antalgiques,Incorrect. La loi Clayes-Léonetti permet l'administration d'antalgiques pour soulager la souffrance réfractaire.,Ne pas respecter la volonté du patient,Incorrect. La loi Clayes-Léonetti réaffirme le droit du malade de refuser ou d'interrompre un traitement.,Sédation profonde et continue,Correct. La loi Clayes-Léonetti affirme le droit à la sédation profonde et continue jusqu'au décès lorsque le pronostic vital est engagé à court terme.,d
21,OIC-009-21-A,"Un patient de 65 ans, atteint d'un cancer du poumon, est proposé à une recherche clinique pour tester un nouveau médicament. Le principe de bienfaisance est-il respecté ?",Cette question évalue la compréhension du principe de bienfaisance dans le cadre de la recherche clinique.,"Oui, car le nouveau médicament pourrait améliorer la qualité de vie du patient.","La proposition est correcte car le nouveau médicament pourrait améliorer la qualité de vie du patient, ce qui est un bénéfice pour le patient.","Non, car le nouveau médicament pourrait causer des effets secondaires graves.","La proposition est incorrecte car le principe de bienfaisance consiste à soulager ou à prévenir la douleur physique, psychique, à faire ce qu'il y a de mieux pour le patient, y compris parfois ne rien faire si le bénéfice prévu est minimal. Dans ce cas, il est nécessaire d'évaluer la balance risque/bénéfice de la prise en charge envisagée.","Oui, car le nouveau médicament a déjà été testé sur des animaux.",La proposition est incorrecte car le principe de bienfaisance ne se limite pas à l'acte de soin et l'intérêt immédiat du patient. Il s'agit d'une recherche organisée et pratiquée sur l'être humain qui dépasse l'acte de soin et l'intérêt immédiat du patient.,"Non, car le nouveau médicament n'a pas été testé sur des humains.",La proposition est incorrecte car la recherche impliquant la personne humaine (RIPH) se définit comme une recherche organisée et pratiquée sur l'être humain qui dépasse l'acte de soin et l'intérêt immédiat du patient.,a
22,OIC-009-23-A,Un patient de 65 ans est décédé. Il n'a pas exprimé son refus de don d'organes. Quel est le statut de consentement du patient à donner ses organes ?,Cette question évalue la compréhension de la loi française sur le consentement au don d'organes pour les patients décédés.,Le consentement est présumé,Le consentement est présumé chez le donneur décédé si aucun refus n'a été exprimé.,Le consentement est exprimé,Le consentement est exprimé par le donneur décédé si il a précédemment exprimé son consentement.,Le consentement est refusé,Le consentement est refusé si le donneur décédé a précédemment exprimé son refus.,Le consentement est inconnu,Le consentement est inconnu si le donneur décédé n'a pas exprimé son consentement ni son refus.,a
23,OIC-010-03-B,"Un patient de 60 ans, présentant une douleur abdominale aigue, une hématurie et une acidose tubulaire, est admis en urgence. Quel diagnostic évoquer en premier ?",La question évalue la compréhension de la place du corps dans les pratiques cliniques et de la distinction entre le corps vécu par le sujet et le corps objectivé par la médecine.,Néphrolithiase,"La néphrolithiase peut être associée à une douleur abdominale aigue, une hématurie et une acidose tubulaire, mais elle ne peut pas expliquer seule ces signes cliniques.",Néphrite aiguë,"La néphrite aiguë peut être associée à une douleur abdominale aigue, une hématurie et une acidose tubulaire, mais elle ne peut pas expliquer seule ces signes cliniques.",Néphropathie diabétique,"La néphropathie diabétique peut être associée à une douleur abdominale aigue, une hématurie et une acidose tubulaire, mais elle ne peut pas expliquer seule ces signes cliniques.",Néphrocalcinosis,"La néphrocalcinosis peut être associée à une douleur abdominale aigue, une hématurie et une acidose tubulaire, mais elle ne peut pas expliquer seule ces signes cliniques. La néphrocalcinosis est une maladie chronique qui peut être associée à des calculs rénaux, mais elle ne peut pas expliquer une douleur abdominale aigue.",a
24,OIC-019-01-A,Quelle logique de protection sociale est utilisée pour prémunir les assurés contre une perte de revenus liée aux risques sociaux ?,Cette question évalue la compréhension de la logique d'assurance sociale obligatoire.,La logique de protection universelle,"Incorrecte, cette logique couvre certaines catégories de dépenses pour tous les individus.",La logique d'assistance sociale,"Incorrecte, cette logique permet d'instaurer une solidarité entre les individus pour lutter contre la pauvreté et l'exclusion.",La logique de prévoyance individuelle,"Incorrecte, cette logique repose sur l'épargne et l'assurance privée.",La logique d'assurance sociale obligatoire,"Correcte, cette logique vise à prémunir les assurés contre une perte de revenus liée aux risques sociaux.",d
25,OIC-019-02-A,Quelle catégorie de prestations correspond au risque 'santé' ?,La question évalue la compréhension de la nature des prestations de protection sociale en France. Elle teste la connaissance de la catégorie de prestations correspondant au risque 'santé'. Il est important de ne pas se fonder sur des faits administratifs triviaux (ex: remboursement de médicaments) mais de comprendre la logique de la protection sociale.,le risque 'vieillesse-survie',Cette option est incorrecte car elle ne correspond pas au risque 'santé'.,le risque 'maternité-famille',Cette option est incorrecte car elle ne correspond pas au risque 'santé'.,le risque 'emploi',Cette option est incorrecte car elle ne correspond pas au risque 'santé'.,le risque 'santé',Cette option est correcte car elle correspond au risque 'santé'.,d
26,OIC-019-03-B,Quelle est la part des dépenses de protection sociale en France en 2020 attribuée au risque vieillesse?,La question évalue la compréhension de la part des dépenses de protection sociale en France en 2020 attribuée au risque vieillesse.,43%,Correcte. La part des dépenses de protection sociale en France en 2020 attribuée au risque vieillesse est de 43%.,33%,Incorrecte. La part des dépenses de protection sociale en France en 2020 attribuée au risque vieillesse est de 43% et non de 33%.,25%,Incorrecte. La part des dépenses de protection sociale en France en 2020 attribuée au risque vieillesse est de 43% et non de 25%.,50%,Incorrecte. La part des dépenses de protection sociale en France en 2020 attribuée au risque vieillesse est de 43% et non de 50%.,a
27,OIC-019-05-A,"Quelle caisse nationale est à la tête de la branche Maladie, Accidents du travail et Risques professionnels?","Cette question évalue la compréhension de la structure de la Sécurité sociale française et de la branche Maladie, Accidents du travail et Risques professionnels.",Caisse nationale d'assurance vieillesse (Cnav),"Cette caisse nationale est à la tête de la branche Vieillesse, non de la branche Maladie, Accidents du travail et Risques professionnels.",Caisse nationale des allocations familiales (Cnaf),"Cette caisse nationale est à la tête de la branche Famille, non de la branche Maladie, Accidents du travail et Risques professionnels.",Union des caisses nationales de sécurité sociale (UCANSS),"Cette caisse nationale est à la tête de la Fédération des employeurs du Régime général de la Sécurité sociale, non de la branche Maladie, Accidents du travail et Risques professionnels.",Caisse nationale d’assurance maladie (Cnam),"Cette caisse nationale est à la tête de la branche Maladie, Accidents du travail et Risques professionnels.",d
28,OIC-019-06-B,Quel organe du pouvoir exécutif vote chaque année la loi de financement de la Sécurité Sociale (LFSS) ?,La question évalue la compréhension de la loi de financement de la Sécurité Sociale et de son rôle.,Le gouvernement,"Le gouvernement est responsable de la proposition de la loi de financement de la Sécurité Sociale, mais le Parlement vote la loi.",Le Sénat,"Le Sénat est un organe du pouvoir législatif, il ne vote pas la loi de financement de la Sécurité Sociale.",Le Conseil constitutionnel,"Le Conseil constitutionnel est un organe de contrôle de la Constitution, il ne vote pas de loi.",Le Parlement,Le Parlement vote chaque année la loi de financement de la Sécurité Sociale (LFSS).,d
29,OIC-019-09-A,Quel est le rôle principal de l'assurance maladie du régime général de la sécurité sociale ?,Cette question évalue la compréhension de la mission principale de l'assurance maladie du régime général de la sécurité sociale.,Prise en charge des soins dispensés aux assurés sociaux,"Correcte. L'assurance maladie gère les risques maladie, maternité, invalidité et décès ainsi que accidents du travail et maladies professionnelles et sa mission principale est la prise en charge des soins dispensés aux assurés sociaux.",Amélioration de la santé de la population,Correcte. L'assurance maladie contribue également à l'amélioration de la santé de la population.,Efficience du système de soins,Correcte. L'assurance maladie contribue également à l'efficience du système de soins.,Maîtrise des dépenses de santé,Correcte. L'assurance maladie a en charge la maîtrise médicalisée des dépenses.,a
30,OIC-019-13-B,"Quelle prestation en nature est remboursée à 100% pour les examens médicaux, échographies, séances de préparation à la naissance, frais en rapport avec l'accouchement, examen postnatal et séances de rééducation périnéale (sauf le forfait journalier hospitalier) lors de la maternité ?",Cette question évalue la compréhension des prestations en nature de l'assurance maladie en cas de maternité.,Indemnités journalières pendant la durée légale du congé maternité (6 semaines avant l'accouchement et 10 semaines après),"Cette option est incorrecte car elle décrit une prestation en espèces, non en nature.","Prise en charge des frais engagés avec application d'un ticket modérateur, mais sans précision sur les examens médicaux et autres prestations mentionnées","Cette option est incorrecte car elle ne précise pas les examens médicaux, échographies, séances de préparation à la naissance, frais en rapport avec l'accouchement, examen postnatal et séances de rééducation périnéale (sauf le forfait journalier hospitalier) mentionnés.",Prise en charge à 100 % des examens prénataux,"Cette option est incorrecte car elle ne couvre que les examens prénataux, pas les autres prestations mentionnées.","Prise en charge à 100 % à partir du 6<sup>e</sup> mois et jusqu'au 12<sup>e</sup> jour après l'accouchement des examens médicaux, échographies, séances de préparation à la naissance, frais en rapport avec l'accouchement, examen postnatal, séances de rééducation périnéale (sauf le forfait journalier hospitalier)","Cette option est correcte car elle correspond à la prestation en nature remboursée à 100% pour les examens médicaux, échographies, séances de préparation à la naissance, frais en rapport avec l'accouchement, examen postnatal et séances de rééducation périnéale (sauf le forfait journalier hospitalier) lors de la maternité.",d
31,OIC-020-04-B,"Un chercheur veut justifier la pertinence d'une étude sur la prévalence de la maladie X dans une population de 1000 personnes. Il a trouvé que la maladie X est grave, coûteuse et que les facteurs de risque sont mal connus. Il a également constaté que les études précédentes ont des résultats contradictoires. Quel argument est le plus pertinent pour justifier la pertinence de l'étude ?",La question évalue la compréhension de l'analyse de la littérature pour justifier la pertinence d'une étude de recherche. Elle teste la capacité à identifier les arguments utiles à la définition d'une problématique de recherche.,La maladie X est grave et coûteuse,Cet argument est pertinent mais ne justifie pas la pertinence de l'étude. Il est nécessaire de justifier pourquoi les facteurs de risque sont mal connus et pourquoi les études précédentes ont des résultats contradictoires.,Les études précédentes ont des résultats contradictoires,Cet argument est pertinent mais ne justifie pas la pertinence de l'étude. Il est nécessaire de justifier pourquoi les facteurs de risque sont mal connus.,Les facteurs de risque sont mal connus,Cet argument est pertinent mais ne justifie pas la pertinence de l'étude. Il est nécessaire de justifier pourquoi les études précédentes ont des résultats contradictoires.,"La maladie X est grave, coûteuse et que les facteurs de risque sont mal connus et que les études précédentes ont des résultats contradictoires",Cet argument est pertinent et justifie la pertinence de l'étude. Il est nécessaire de justifier pourquoi les études précédentes ont des résultats contradictoires.,d
