,id,question,option_a,option_b,option_c,option_d,correct_option
13,OIC-005-12-B-,Quels critères sont interdits de s'appuyer pour traiter différemment les personnes?,"Appartenance ethnique, opinions politiques, identité de genre, orientation sexuelle, nationalité","Appartenance ethnique, opinions politiques, identité de genre, orientation sexuelle, nationalité, capacité à s'exprimer en français","Appartenance ethnique, opinions politiques, identité de genre, orientation sexuelle, nationalité, lieu de résidence","Appartenance ethnique, opinions politiques, identité de genre, orientation sexuelle, nationalité, capacité à s'exprimer en français",a
14,OIC-005-13-A,Quel est l'effet principal des discriminations sur les inégalités sociales et de santé?,Elles réduisent les inégalités sociales de santé,Elles accentuent les déterminants sociaux de la santé,Elles augmentent la santé mentale des personnes,Elles améliorent l'accès aux soins de santé,b
15,OIC-005-14-B,Quelle est la principale différence entre l'éthique et la morale selon le texte?,L'éthique est une science basée sur des faits et des comportements,L'éthique est une réflexion critique sur les valeurs morales,L'éthique est un code de bonnes pratiques régissant le droit médical,L'éthique est une norme juridique imposant des obligations à tous,b
16,OIC-005-14-B-,Quelle est la principale fonction de la bioéthique selon le texte?,Un domaine scientifique strictement médical,Une discipline juridique internationale,Une éthique globale pour la survie de l'homme et de la planète,Une science des technologies de la vie,c
17,OIC-005-15-B,Quelle est la définition principale de la déontologie médicale selon le texte?,Le code de déontologie médicale est un texte juridique établi par la profession et soumis à l'administration.,La déontologie médicale est un guide éthique indépendant des lois et des règlements.,La déontologie médicale est un texte établi par l'Ordre national des médecins et soumis au gouvernement.,La déontologie médicale est un code de conduite établi par le gouvernement et publié au Journal Officiel.,a
18,OIC-005-15-B-,Quel principe éthique est lié à la prévention des dommages et à l'obligation de ne pas nuire à un patient?,La bienfaisance,La non-malfaisance,L'autonomie,La justice,b
19,OIC-006-01-A,Quelle est la principale exigence liée au respect de l'autonomie du patient dans les pratiques médicales?,L'obligation de fournir des informations détaillées sans aucune ambiguïté,L'absence de nécessité de consulter un médecin avant de prendre une décision,La reconnaissance du droit du patient à exprimer ses préférences sans contrainte,L'interdiction de discuter des choix du patient avec d'autres professionnels,c
20,OIC-006-01-A-,Quelle situation justifie l'exception du devoir d'information pour un patient qui exprime clairement son désir d'ignorer un diagnostic ou un pronostic grave?,Lorsqu'un patient a reçu des informations sur un diagnostic non confirmé,Lorsqu'un patient a refusé un traitement médical reconnu,Lorsqu'un patient a exprimé clairement son désir d'ignorer un diagnostic ou un pronostic grave et que des risques de contamination sont présents,Lorsqu'un patient a été informé de tous les risques liés à un traitement,c
21,OIC-006-02-A,Quelle loi est-elle la plus récente concernant les droits des patients en matière de refus de soins?,Loi Veil sur l’interruption volontaire de grossesse (1975),Loi n° 2002-303 du 4 mars 2002 (Code de la santé publique),Loi Clayes-Léonetti de 2016,Loi n° 2005-370 du 22 avril 2005 (fin de vie),c
22,OIC-006-02-A-,Quelle est la condition légale requise pour la désignation d'une personne de confiance selon le CSP?,L'écriture signée par le patient et la personne désignée,La présence d'un proche médical,La validation par un médecin,L'absence de secret,a
23,OIC-006-03-A-,Quelle est la principale caractéristique des mesures de protection juridique selon le texte?,Elles sont toujours proportionnées et applicables à tous les cas de nécessité,Elles sont instaurées sans considération des libertés individuelles,Elles sont individualisées et adaptées au contexte de la personne protégée,Elles sont appliquées indépendamment des droits fondamentaux de la personne,c
24,OIC-006-04-B,Quelle est la principale caractéristique de la sauvegarde de justice?,Une mesure de protection temporaire et limitée,Une mesure de protection permanente et sans effets,Une mesure de protection basée sur la demande du juge des tutelles,Une mesure de protection déterminée par le médecin de la personne protégée,a
25,OIC-006-04-B-,Le demandeur d’un dossier d’ouverture d’une mesure de protection peut être :,le majeur concerné lui-même,"son conjoint (époux, concubin …)",la personne qui exerce déjà à l’égard du majeur concerné une mesure de protection juridique,"le procureur de la République, de lui-même ou sur demande d’un tiers",a
26,OIC-006-05-A,Quel est l'objectif principal de la loi Veil de 1975 en matière d'éthique médicale?,Reconnaître le droit à l'IVG comme un droit naturel des femmes,Limiter l'accès à l'IVG pour protéger la vie du fœtus,Garantir un accès égal et sécurisé à l'IVG en tant que politique de santé publique,Établir des normes strictes pour les professionnels de santé en matière d'IVG,c
27,OIC-006-06-A,"Quel critère est utilisé pour déterminer si une maladie est considérée comme incurable au moment du diagnostic prénatal, selon la loi?",La probabilité de guérison du patient,L'absence de thérapeutique disponible,La gravité de la maladie pour l'enfant et les parents,La disponibilité d'un accueil d'enfants handicapés,b
28,OIC-006-07-A,Quelle est la principale exigence éthique liée à la prise en soin en fin de vie?,Respecter la dignité de la personne,S'assurer de l'accompagnement du patient,Pratiquer des soins palliatifs,Conformité aux directives anticipées,a
29,OIC-006-07-A-,Quelle est la définition de l'obstination déraisonnable selon les lois Leonetti et Clayes-Leonetti?,Le refus de continuer des traitements qui ne contribuent pas au maintien des fonctions vitales,L'arrêt de traitements nécessaires pour prolonger la vie du patient,La suspension des soins palliatifs en cas de souffrance insupportable,L'obligation de suivre les directives anticipées de la personne malade,a
30,OIC-006-08-A,Qui a la charge de prendre la décision finale dans une procédure collégiale lorsqu'une personne ne peut pas s'exprimer?,Le médecin en charge,La famille,Le consultant,Le patient,a
31,OIC-008-01-A,Quel principe éthique est central dans la recherche impliquant la personne humaine (RIPH)?,Principe de bienfaisance,Principe de non-malfaisance,Principe d'autonomie,Principe de justice,c
32,OIC-008-01-A-,Quel est le type de recherche qui est classé comme'recherche interventionnelle avec risque' selon la loi Jardé?,Recherche non interventionnelle,Recherche interventionnelle à risque négligeable,Recherche interventionnelle avec risque,Recherche non interventionnelle à risque négligeable,c
33,OIC-008-02-B,Quel principe éthique est présumé pour un donneur décédé en France?,L'autonomie,Le consentement présumé,L'anonymat,La gratuité,b
34,OIC-008-02-B-,Quelle est la définition de la mort encéphalique selon le contenu éducatif?,La mort encéphalique est la mort du corps inanimé.,La mort encéphalique est la mort par arrêt cardio circulatoire.,La mort encéphalique est la mort irréversible du cerveau sans arrêt cardiaque.,La mort encéphalique est la mort du corps ventilé en réanimation.,c
35,OIC-008-03-B,Qui peut être donneur vivant selon la loi?,Seul le conjoint du receveur,"Les frères et sœurs, les fils et filles, les grands-parents, les oncles et tantes",Le conjoint de son père ou de sa mère (couples recomposés),Toute personne apportant la preuve d'une vie commune d'au moins deux ans avec le receveur,d
36,OIC-009-01-A,"En France, selon la loi, l'identification par empreintes génétiques est autorisée uniquement dans quel cadre?",Dans le cadre de mesures d'enquête ou d'instruction diligentées lors d'une procédure judiciaire,À des fins médicales ou de recherche scientifique,Aux fins d'établir l'identité d'une personne décédée,Dans les conditions prévues à l'article L.2381-1 du Code de la défense,a
37,OIC-009-01-A-,Quel facteur social influence le plus la perception de la santé corporelle selon le texte?,L'industrialisation,L'urbanisation,Les normes esthétiques,Les traditions religieuses,c
38,OIC-009-02-A,Quelle est la principale différence entre l'expérience du corps du patient et celle du soignant?,Le patient perçoit son corps de manière plus subjective.,Le soignant a une perception physique de son corps.,Le soignant a une perception morale de son corps.,Le patient a une perception plus objective de son corps.,a
39,OIC-009-04-A-,Quels sont les principaux sources de financement de la protection sociale?,Les cotisations sociales,Les impôts,Les contributions publiques,Les ressources fiscales,a
40,OIC-009-05-A,Quelle branche de la sécurité sociale est pilotée par la Caisse nationale des allocations familiales (Cnaf)?,"Branche Maladie, Accidents du travail et Risques professionnels",Branche Vieillesse,Branche Famille,Branche Recouvrement des cotisations sociales,c
41,OIC-009-05-A-,La loi de financement de la sécurité sociale (LFSS) est votée par le Parlement en tant que quelle catégorie de loi?,Loi de finances,Loi de santé,Loi de financement et non de finances,Loi de protection sociale,c
42,OIC-009-06-A-,Quel pourcentage de la population française est couvert par le régime général de la sécurité sociale?,88 %,5 %,10 %,20 %,a
43,OIC-009-07-A-,Quel est le pourcentage du ticket modérateur dans l'exemple donné pour une consultation de 25€?,25%,30%,40%,50%,b
44,OIC-009-08-A,Qui est le pivot du parcours de soins coordonnés?,Le médecin généraliste,Le médecin spécialiste,Le médecin traitant,Le médecin hospitalier,c
45,OIC-009-08-A-,Quelle condition permet l'exonération du ticket modérateur pour un patient souffrant d'une affection de longue durée?,Une affection inscrite sur la liste ALD 30,Une affection non présente sur la liste ALD 30,Une affection grave ou invalidante non présente sur la liste ALD 30,Une affection avec traitement prolongé de 6 mois,a
46,OIC-009-10-B-,Quels sont les trois catégories de recherches impliquant la personne humaine (RIPH) définies par la loi Jardé?,"Recherches interventionnelles (RIPH catégorie 1), Recherches interventionnelles à risques et contraintes minimes (RIPH catégorie 2), Recherches non interventionnelles (RIPH catégorie 3)","Recherches expérimentales, Recherches observationnelles, Recherches non interventionnelles","Recherches interventionnelles, Recherches non interventionnelles, Recherches de type expérimentale","Recherches interventionnelles, Recherches observationnelles, Recherches de type expérimentale",a
47,OIC-009-11-A,Quels sont les deux arguments principaux utilisés pour justifier l'utilité et la pertinence d'une problématique de recherche?,Épidémiologie et état actuel des connaissances,Méthodologie et résultats expérimentaux,Coûts et implications sociales,Hypothèses de recherche et méthodologie,a
48,OIC-009-11-A-,Quelle est la relation entre les hypothèses de recherche et les objectifs de la recherche?,Les objectifs viennent de la méthodologie,Les objectifs sont déterminés par la population,Les objectifs sont directement liés aux hypothèses,Les objectifs sont indépendants des hypothèses,c
49,OIC-009-12-B,Quelle est la première étape essentielle pour déterminer la méthodologie adaptée à un objectif de recherche?,Préciser la question posée,Définir la population cible,Identifier les facteurs de risque,Choisir l'approche expérimentale,a
50,OIC-009-13-A,Quelle est la méthode de recueil de données qui permet une surveillance continue des indicateurs de santé en France?,Les registres de morbidité,Les déclarations obligatoires,Les réseaux sentinelles,Les statistiques vitales,c
51,OIC-009-13-A-,Quel est le critère de jugement principal dans une étude de santé?,La mortalité,Le taux de cholestérol,La qualité de vie,Le taux de cholestérol comme surrogate de la mortalité,a
52,OIC-009-14-B,Quelle est la définition d'une variable aléatoire?,Une fonction qui attribue un nombre à toutes les issues possibles d'un événement.,"Une fonction qui attribue un nombre à toutes les issues possibles d'un événement, mais qui ne peut pas être déterminée.","Une fonction qui attribue un nombre à toutes les issues possibles d'un événement, mais qui est toujours continue.","Une fonction qui attribue un nombre à toutes les issues possibles d'un événement, mais qui est toujours discrète.",a
53,OIC-009-14-B-,Quel paramètre statistique mesure la valeur la plus fréquemment retrouvée dans un ensemble de données?,Moyenne,Mode,Médiane,Variance,b
54,OIC-009-15-B-,Quelle méthode permet d'estimer la probabilité de survie à chaque instant et de représenter la courbe de survie?,Le test du log-rank,La méthode de Kaplan-Meier,Le modèle de Cox,L'analyse multivariable,b
55,OIC-009-16-B,Quelle méthode permet d'ajuster les facteurs de confusion dans une analyse statistique?,Régression linéaire,Analyse univariée,Analyse multivariée,Corrélation simple,c
56,OIC-009-16-B-,Quelle législation protège particulièrement les données personnelles des patients dans le domaine de la santé?,RGPD,Loi Informatique et Libertés,Code de la santé publique,Loi sur la protection des données,a
57,OIC-009-17-A,"Dans une étude analytique, quel terme désigne un facteur associé à une probabilité plus élevée de survenue du phénomène de santé étudié?",Facteur de risque,Facteur étiologique,Facteur pronostique,Déterminants de santé,a
58,OIC-009-17-A-,Quelle est la définition de la population cible?,La population cible est celle à laquelle on s'interroge et à propos de laquelle on veut obtenir des informations pour mieux la connaître et adapter sa prise en charge dans la vraie vie.,La population source est celle à partir de laquelle l'étude va concrètement se dérouler et au sein de laquelle on va identifier les individus à inclure pour l’étude.,L'échantillon est un sous-ensemble de la population source.,La population source est la même que la population cible.,a
59,OIC-009-18-A-,Quelle étude utilise des cas et témoins sélectionnés parmi une cohorte déjà constituée?,Étude cas-témoins nichée,Étude cas-cohorte,Étude quasi-expérimentale,Étude sur données groupées,a
60,OIC-009-19-B-,Quel est l'objectif de la standardisation dans les enquêtes descriptives?,Permettre la comparaison de mesures de fréquence entre populations avec structures d'âge et de sexe différentes,Calculer la moyenne pondérée des mesures de fréquence spécifiques,Estimer la fréquence d'un problème de santé dans une population donnée,Simplifier les données pour une analyse statistique,a
61,OIC-009-20-B-,Quelle étude permet d'estimer l'Odds Ratio (OR)?,Un essai contrôlé randomisé,Une étude de cohorte exposé/non exposé,Une étude cas-témoins,Une étude cross-sectional,c
62,OIC-009-21-A,Quel paramètre a une influence directe sur la puissance d'une étude?,La taille de l'échantillon analysé N,La différence à détecter d,La variabilité des observations (variance),Le risque alpha,a
63,OIC-009-22-B,Quelles sont deux sources d’erreur dans l’estimation d’un paramètre?,Erreur aléatoire et biais,Erreur systématique et biais,Erreur aléatoire et erreur systématique,Erreur systématique et biais de sélection,c
64,OIC-009-23-A,Quelle est la définition d'interaction dans le contexte de la recherche en santé?,Un facteur qui ne modifie pas l'association entre une exposition et un phénomène de santé,Une variation de l'effet d'une exposition en fonction d'un autre facteur,Un facteur qui est un confondu,Un facteur qui est un médiateur,b
65,OIC-009-23-A-,Quelle condition doit être remplie pour que le résultat d'un test statistique soit considéré comme significatif?,"La valeur de p doit être inférieure à 0,05","La valeur de p doit être supérieure à 0,05","Le risque alpha doit être inférieur à 0,05",Le paramètre doit être estimé par une moyenne,a
66,OIC-009-24-B,Quelle affirmation est correcte concernant la causalité selon les critères de Bradford Hill?,L'association statistique entre l'exposition et le phénomène étudié est suffisante pour conclure à une causalité,L'absence d'association statistique élimine toute possibilité de causalité,L'absence d'association statistique ne préjuge pas la causalité,La spécificité de la relation est un critère essentiel pour la causalité,c
67,OIC-009-24-B-,Quelle est la définition de l'exposome?,L'ensemble des modifications épigénétiques dans un échantillon,L'ensemble des caractères observables d'un individu,L'ensemble des facteurs environnementaux auxquels un individu est exposé au cours de sa vie,L'ensemble des transcrits ARN dans un échantillon,c
68,OIC-009-25-B,Quel est le rôle principal des pairs relecteurs dans le processus de publication?,Évaluer la qualité de l'article,S'assurer de la validité des données,Préciser les modifications à apporter,Rédiger le manuscrit en leur nom,a
69,OIC-009-26-B,Quelle est la définition d'une maladie rares selon le Règlement européen?,Une maladie qui atteint moins d'une personne sur 2000 en population générale,Une maladie qui atteint plus d'une personne sur 2000 en population générale,Une maladie qui atteint moins d'une personne sur 1000 en population générale,Une maladie qui atteint moins d'une personne sur 2000 en population générale,a
70,OIC-009-27-B,Quelle est la forme de l'hémochromatose la plus fréquente liée au gène HFE?,HFE C282Y,HFE C282T,HFE C282Y à l’état homozygote,HFE C282Y à l’état hétérozygote,c
71,OIC-010-01-A,Quelle est la définition de l'errance diagnostique?,La période entre l'apparition des premiers symptômes et la date de diagnostic précis,L'échec à diagnostiquer une maladie connue,La durée entre la première symptomatologie et la prise en charge,L'absence de tests diagnostiques effectués,a
72,OIC-010-01-A-,Quel est le principal dispositif administratif destiné à aider les professionnels à s'informer sur les maladies rares?,Orphanet,Filières de santé,Centres de référence,Plateformes d’expertise maladies rares dans les territoires,a
73,OIC-010-02-B,Quelle est une cause possible de saignement pendant la grossesse du premier trimestre?,Une grossesse extra-utérine,Une grossesse intra-utérine évolutive avec un hématome décidual,Une grossesse intra-utérine non évolutive,"Lysé d'un jumeau, grossesse môlante, cancer du col, ectropion",a
74,OIC-010-02-B-,Quelle méthode est utilisée pour les sacs de petite taille et les hémorragies peu importantes en cas de fausse couche?,Traitement chirurgical,Traitement médical,Ambulance,Sous anesthésie locale,b
75,OIC-010-03-B,Quand est-il indiqué de réaliser une chirurgie pour une GEU symptomatique?,Dans les cas où la patiente présente des symptômes cliniques,Après conditionnement de la patiente et bilan préopératoire,En l'absence de trois critères de gravité,Dans les cas d'asympathie et taux de β-hCG inférieur à 5 000 UI/L,b
76,OIC-010-03-B-,Quels sont les signes cliniques principaux en faveur d'un placenta praevia (PP)?,Hémorragie abondante sans douleurs utérines permanentes,Utérus souple et indolore avec présence de cœur fœtal,Hémorragie peu abondante avec douleurs utérines permanentes,Placenta bas inséré à proximité du col utérin,a
77,OIC-019-01-A,Quelle est la définition de l'hémorragie post-partum (HPP)?,Plus de 500 mL dans les 24h après l'accouchement,Plus de 1000 mL dans les 24h après l'accouchement,Plus de 500 mL dans les 24h après l'accouchement,Plus de 1000 mL dans les 24h après l'accouchement,a
78,OIC-019-02-A,Quelle est la dose recommandée d'oxytocine (APO) administrée lors de la délivrance dirigée?,10 UI IVL,5 UI IVL,20 UI IVL,15 UI IVL,b
79,OIC-019-02-A-,Quelle est la définition de l'hypertension artérielle gravidique (HTAg)?,"HTA apparue après 20 SA, sans protéinurie associée et disparaissant avant la fin de la 6<sup>e</sup> semaine du post-partum","HTA apparue après 20 SA, avec protéinurie associée et disparaissant avant la fin de la 6<sup>e</sup> semaine du post-partum","HTA apparue avant 20 SA, avec protéinurie associée et persistant à plus de 6 semaines du post-partum","HTA apparue après 20 SA, sans protéinurie associée et persistant à plus de 6 semaines du post-partum",a
80,OIC-019-03-B,Quelle est la fréquence de l'HTA pendant la grossesse?,5 à 10 %,1 à 2 %,15 à 20 %,30 à 40 %,a
81,OIC-019-04-B,Quelle complication maternelle est associée à la prééclampsie?,Eclampsie,Preeclampsie,Hématome rétroplacentaire,Insuffisance rénale aiguë,a
82,OIC-019-04-B-,Quel est le critère de sévérité pour l'HTA sévère?,HTA ≥160 mmHg et/ou PAD ≥110 mmHg,Protéinurie > 3g/24h,Créatinémie ≥ 90 µmol/L,Oligurie ≤ 500 mL/24h ou ≤ 25 mL/h,a
83,OIC-019-05-A,Quand sont indiqués les antihypertenseurs en cas d'hypertension artérielle aiguë (HTA) chez une femme enceinte?,Dans tous les cas d'hypertension artérielle sévère (PAS ≥ 160 mmHg et/ou PAD ≥ 110 mmHg),Dans les cas d'hypertension artérielle légère (PAS < 160 mmHg et/ou PAD < 110 mmHg),Dans les cas de prééclampsie ou de grossesse multiple,Dans les cas de prééclampsie ou de grossesse multiple,a
84,OIC-019-05-A-,Quelle est la fréquence recommandée des consultations lors de la surveillance renforcée en cas d'HTA pendant la grossesse?,Tous les 5 jours,Tous les 10 jours,Tous les 20 jours,Tous les 4 semaines,b
85,OIC-019-06-B-,Quelle mesure préconisation est recommandée pour les femmes à risque de récidive en grossesse?,Arrêt du tabac,Suivi direct dans une maternité,Consultation préconceptionnelle,Utilisation d'aspirine à faibles doses,c
86,OIC-019-07-B-,Quelle est la définition de la menace d'accouchement prématuré (MAP)?,Association de modifications cervicales et de contractions utérines régulières et douloureuses avant 37 SA,Modifications cervicales et contractions utérines régulières et douloureuses avant 22 SA,Contractions utérines et modifications cervicales avant 36 SA + 6 jours,Modifications cervicales et contractions utérines avant 37 SA,a
87,OIC-019-09-A,Quel est le traitement recommandé en cas de rupture des membranes lors d'une menace d'accouchement prématurée?,Antibiothérapie uniquement si infection diagnostiquée,Antibiothérapie systématique après rupture des membranes,Antibiothérapie uniquement en cas d'infection materno-fœtale,Aucune antibiothérapie nécessaire après rupture des membranes,b
88,OIC-019-09-A-,Quelle mesure est considérée comme prévention primaire pour réduire les risques fœtaux?,"Supprimer les facteurs de risque (tabac, toxiques, arrêt de travail)",Prélever un échantillon de sang pour évaluer le bilan morphologique de la cavité utérine,Appliquer un cerclage en cas d'antécédent d'accouchement prématuré,Utiliser des antibiotiques pour traiter une vaginose bactérienne,a
89,OIC-019-10-A-,Quelle est l'indication principale pour l'analyse ECU (ECBU) lors d'une fièvre pendant la grossesse?,Pour détecter la liste rachitique,Pour évaluer le bien-être fœtal,Pour rechercher la liste rachitique et les bactéries urinaires,Pour mesurer la pression artérielle,c
90,OIC-019-11-A-,Quelle est l'etiologie principale de l'hémorragie génitale pendant la grossesse?,Rupture utérine,Chorioamniotite,Hématome rétroplacentaire,Pré-eclampsie,c
91,OIC-019-12-A,Quelle est la cause gynécologique la plus probable d'une douleur abdominale aiguë chez une femme enceinte en danger d'accouchement prématuré?,Nécrobiose aseptique de fibrome,Torsion de kyste,Rupture hémorragique ou non de kyste,Hémorragie intrakystique,a
92,OIC-019-13-B,Quelle est la localisation la plus fréquente de la douleur abdominale aiguë chez une femme enceinte?,Droite inférieure,Gauche inférieure,Cervicale,Épigastrique,a
93,OIC-020-01-A,Quelle est la définition de l'infection materno-fœtale (IMF)?,L'infection materno-fœtale est une infection bactérienne qui affecte le fœtus lors de la grossesse ou à l'accouchement.,L'infection materno-fœtale est une infection du placenta lors de la grossesse.,L'infection materno-fœtale est une infection du fœtus uniquement lors de l'accouchement.,L'infection materno-fœtale est une infection du fœtus causée par des germes de l'utérus.,a
94,OIC-020-01-A-,Quelle est la première cause d'infection néonatale bactérienne précoce?,Streptocoque groupe B,Escherichia coli,Listériose,Treponema pallidum,a
95,OIC-020-02-A-,Quelle est la transmission materno-fœtale au 3e trimestre?,72 %,40 %,61 %,25 %,a
96,OIC-020-03-A,Quelle est la méthode de surveillance recommandée pour une femme enceinte non immunisée envers la toxoplasmose?,Dépistage sérologique mensuel avec IgG et IgM,Test de PCR annuel,Sérologie uniquement à la première grossesse,Sérologie une fois pendant la grossesse,a
97,OIC-020-04-B,Quel est le risque d'infection fœtale lors d'une infection rubéoleuse avant 11 SA?,10 %,25 %,90 %,50 %,c
98,OIC-020-05-B-,Quelle conséquence fœtale est liée à la rougeole maternelle pendant la grossesse?,Augmentation du risque de malformations congénitales,Risque accru de prématurité,Risque accru de mort fœtale in utero,Risque accru de pneumonie maternelle,b
99,OIC-020-06-B-,Quelle est la définition de l'infection maternelle à CMV?,La 1ère cause d'infection congénitale virale et la 1ère cause non héréditaire de perte auditive neurosensorielle et de retard mental dans la petite enfance,La 2ème cause d'infection congénitale virale et la 2ème cause non héréditaire de perte auditive neurosensorielle et de retard mental dans la petite enfance,La 1ère cause d'infection congénitale virale et la 2ème cause non héréditaire de perte auditive neurosensorielle et de retard mental dans la petite enfance,La 2ème cause d'infection congénitale virale et la 1ère cause non héréditaire de perte auditive neurosensorielle et de retard mental dans la petite enfance,a
100,OIC-020-07-B,Quel est le risque de contamination pendant l'accouchement pour une femme ayant eu une primo-infection récente (mois précédent le travail)?,50 %,2 à 5 %,1/10 000,1/1 000,a
101,OIC-020-08-B,Quelle est la mode principale de transmission de l'hépatite B materno-fœtale?,Oral,Breastfeeding,Perinatal,Intravenous,c
102,OIC-020-09-B,Quelle est la bonne pratique pour le dépistage de la sérologie HIV pendant la grossesse?,"Le dépistage doit être proposé en début de grossesse, même si ce n'est pas obligatoire",Le dépistage est obligatoire à tout moment,Le dépistage est proposé uniquement en fin de grossesse,Le dépistage est effectué uniquement pour le père,a
103,OIC-020-11-B,Quand doivent être prescrites des hémocultures chez la mère en cas de suspicion de listériose MF?,Durant la grossesse,Après l'accouchement,En cas de fièvre SD-044,Dans les cas de maladie infectieuse,c
104,OIC-020-11-B-,Quels sont les mécanismes de transmission materno-fœtale du streptocoque B?,Vaginale et ascendante,Vaginale et placentaire,Vaginale et génitale,Vaginale et lombaire,a
105,OIC-020-12-B,Quelle est la dose recommandée de métronidazole pour le traitement de la vaginose bactérienne pendant la grossesse?,1 g/j pendant 7 jours,2 g en dose unique,1 g/j pendant 3 jours,2 g/j pendant 7 jours,a
106,OIC-020-12-B-,Quel est le risque principal associé à la vaginose bactérienne pendant la grossesse selon le contenu éducatif?,La grossesse prolongée,L'accouchement prématuré,L'insuffisance hépatique,L'insuffisance rénale,b
107,OIC-020-13-B,Quel type de vaccin est utilisé chez la femme enceinte pour la grippe?,Un vaccin vivant,Un vaccin inactivé,Un vaccin à base de virus,Un vaccin à base de protéines,b
108,OIC-020-13-B-,Quelle est la définition de l'allo-immunisation antiérythrocytaire?,La présence d'un anticorps irrégulier (non A non B) dirigé contre un antigène de groupe sanguin chez une femme enceinte,L'immunisation due à une hémorragie foeto-maternelle,L'immunisation liée à l'absence d'antigène sanguin,L'immunisation due à une infection maternelle,a
109,OIC-020-14-B,Quelle est l'objectif principal des tests d'agglutinines irrégulières (RAI) chez les femmes Rhésus D négatives ou précédemment transfusées?,Pour identifier les anticorps anti-D,Pour évaluer le risque de complications fœtales,Pour déterminer le groupe rhésus phénotype,Pour surveiller le développement fetal,b
110,OIC-020-14-B-,Quelle est la méthode de prévention de l'allo-immunisation anti-D chez les patientes RhD- avec un fœtus RhD+?,L'injection de 300 μg d'Ig anti-D,Le calcul de la dose selon le test de Kleihauer,L'injection systématique à 28 SA,L'observation des hémorragies silencieuses,a
111,OIC-020-16-A-,Quelle mesure est recommandée pour la prise de lithium pendant la grossesse?,Prescription sous contraception orale exclusive,Suivi en CPDPN et échocardiographie fœtale,Prévention par relais par HBPM en vue d'une grossesse,Indication à orienter les patientes vers l’IVG,b
112,OIC-020-17-A,"Quel vaccin est recommandé chez la femme enceinte, notamment chez les patients à risque?",Vaccin contre la grippe,"Vaccin inactivé (tétanos, diphtérie)",Vaccin vivant atténué (fièvre jaune),Vaccin contre la grippe (correct),a
