,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option
10,OIC-009-26-B,Quels sont les trois principes qui gouvernent l'utilisation des éléments et produits du corps humain?,"Cette question évalue l'objectif Rang A « Recherche biomédicale : protection et respect des personnes », en mettant en évidence les trois principes fondamentaux encadrant l'utilisation des éléments et produits du corps humain.","La non-patrimonialité, le consentement éclairé et l'anonymat",Correcte. Ces trois principes sont explicitement énoncés dans le texte comme les fondements légaux et éthiques de la gestion des éléments et produits du corps humain.,"Le respect de l'autonomie, la confidentialité et la transparence","Incorrecte. Bien que ces notions soient liées à l'éthique médicale, elles ne correspondent pas aux trois principes spécifiquement mentionnés dans le contenu.","La gratuité, la sécurité et la disponibilité",Incorrecte. Ces termes ne sont pas cités comme des principes régissant l'utilisation des éléments et produits du corps humain.,"La préservation de la vie, la dignité et la justice","Incorrecte. Ces notions sont généralement associées à l'éthique en fin de vie, pas spécifiquement aux éléments et produits du corps humain.",a
11,OIC-010-02-B,Quelle dimension humaine du corps est associée à la gestion des ressources énergétiques corporelles?,"La question évalue la connaissance des dimensions humaines du corps selon l'objectif de Rang A. Le piège réside dans la confusion entre les dimensions physiologiques (alimentation, activité physique) et les dimensions cliniques (maladies, imagerie) qui relèvent du Rang B.",Alimentation,Correcte. L'alimentation est une dimension fondamentale du corps qui influence directement la gestion des ressources énergétiques et la santé globale.,Impact des maladies sur l'expérience du corps,"Incorrecte. Cet impact relève des dimensions cliniques et psychosociales, associées à l'objectif de Rang B, non à la dimension humaine du corps.",Palpation médicale,"Incorrecte. La palpation est une technique clinique utilisée pour évaluer le corps, mais elle ne constitue pas une dimension humaine fondamentale.",Analyse biologique,"Incorrecte. L'analyse biologique est une méthode d'investigation médicale, non une dimension humaine du corps.",a
12,OIC-019-02-A,Quelle est la classification des prestations de protection sociale en France?,La question évalue la connaissance des six catégories de risques couverts par la protection sociale. Un piège courant est de confondre les prestations avec les modes de financement (espèces/nature).,"Six catégories correspondant aux risques : vieillesse-survie, santé, maternité-famille, emploi, logement, pauvreté-exclusion sociale",Correcte. Cette réponse résume précisément les six risques mentionnés dans le contenu.,"Trois types de prestations : en espèces, en nature et en services sociaux","Incorrecte. Le contenu précise six catégories de risques, non trois types de prestations.","Cinq risques principaux : vieillesse, santé, famille, emploi et logement","Incorrecte. Il existe six catégories, dont le risque « pauvreté-exclusion sociale » est explicitement mentionné.",Deux grandes familles : indemnisations et allocations sociales,"Incorrecte. Le contenu décrit six risques spécifiques, non deux grandes familles de prestations.",a
13,OIC-019-10-A,Quelle est la définition correcte du ticket modérateur?,"Cette question évalue la connaissance de la définition du ticket modérateur, un élément clé de la protection sociale. Le piège courant est de confondre le ticket modérateur avec d'autres mécanismes comme la participation forfaitaire ou la franchise.","Le ticket modérateur est la part des frais de soins restant à la charge de l'assuré après remboursement par l'assurance maladie, avec un plafond annuel de 50 €.",Correcte. Cette définition correspond exactement à celle du ticket modérateur décrite dans le contenu source.,Le ticket modérateur est un forfait annuel de 1 € appliqué à chaque consultation médicale.,"Incorrecte. Cette description correspond à la participation forfaitaire, non au ticket modérateur.",Le ticket modérateur est une franchise annuelle de 50 € applicable aux médicaments et aux actes paramédicaux.,"Incorrecte. Cette définition correspond à la franchise médicale, non au ticket modérateur.",Le ticket modérateur est un dispositif permettant au tiers (l'assuré) de payer directement les soins sans avance.,"Incorrecte. Cette description correspond au dispositif de tiers payant, non au ticket modérateur.",a
14,OIC-019-11-A,Quelle est la caractéristique centrale du parcours de soins coordonnés?,"Cette question évalue la compréhension de la définition et du fonctionnement du parcours de soins coordonnés, en mettant l'accent sur le rôle du médecin traitant comme pivot du dispositif.",Le médecin traitant est le pivot du parcours de soins coordonnés,"Correcte. Le médecin traitant est effectivement le centre du parcours de soins coordonnés, selon la description du contenu source.",Le parcours de soins coordonnés est financé par la complémentaire santé solidaire,"Incorrecte. Le financement du parcours de soins coordonnés relève de la sécurité sociale, pas spécifiquement de la CSS.",Le parcours de soins coordonnés exclut les soins dentaires,Incorrecte. Le parcours inclut des soins dentaires via le stomatologue avec accès direct spécifique.,Le parcours de soins coordonnés est obligatoire pour tous les patients,"Incorrecte. Le dispositif est volontaire, avec des majorations pour les patients non inscrits.",a
15,OIC-020-03-A,Quelle loi et quel texte législatif principalement régissent la recherche clinique en France?,"Cette question évalue la connaissance des textes réglementaires fondamentaux en recherche clinique. Un piège courant est de confondre les autorisations nécessaires aux études non-RIPH (CNIL, ANSM) avec les textes principaux.",La loi Jardé et le code de la santé publique,"Correcte. Ces deux textes constituent le cadre légal principal de la recherche clinique en France, définissant les obligations des acteurs et les catégories de recherches (RIPH).",Le code de la santé publique et la directive européenne 2001/20/CE,"Incorrecte. Bien que le code de la santé publique soit pertinent, la directive européenne n'est pas un texte réglementaire national principal en France.",La loi Jardé et le règlement général sur la protection des données (RGPD),"Incorrecte. Le RGPD (CNIL) concerne les données personnelles, mais n'est pas le texte principal réglementant la recherche clinique.",Le code de la santé publique et le règlement sur les essais cliniques (Règlement 2005/283/CE),"Incorrecte. Le règlement 2005/283/CE est une directive européenne, non un texte national principal en vigueur en France.",a
16,OIC-020-04-B,Quelle est la base principale pour justifier l'utilité d'une problématique de recherche en santé?,"Cette question évalue la compréhension des arguments clés pour justifier une problématique de recherche, en lien avec les critères de causalité et les niveaux de preuve (objectif Rang A). Un piège courant est de confondre ces arguments avec des aspects méthodologiques ou statistiques.",L'analyse des coûts d'intervention et la disponibilité des ressources,"Incorrect. Ces éléments relèvent de la faisabilité pratique, pas de la justification scientifique de la problématique.","L'analyse des données épidémiologiques, de l'état des connaissances et des contradictions dans la littérature",Correct. C'est l'ensemble des arguments évoqués dans le contenu source pour justifier une problématique de recherche.,Le calcul du nombre de sujets nécessaire et la puissance statistique de l'étude,"Incorrect. Ces éléments concernent la conception méthodologique, non la justification de la problématique.",La réglementation éthique et les normes de publication scientifique,"Incorrect. Ces aspects sont liés à la validation et à la diffusion des résultats, pas à la justification initiale de l'étude.",b
17,OIC-020-07-B,Quelle modalité d’échantillonnage est appropriée lorsque l’on dispose d’une base de sondage exhaustive des individus de la population source?,La question évalue la compréhension des modalités d’échantillonnage en contexte de disponibilité d’une base de sondage. Le piège courant est de confondre les méthodes aléatoires avec le recrutement exhaustif.,Recrutement exhaustif de tous les individus listés dans la base de sondage,Correcte. Le recrutement exhaustif correspond à l’inclusion de tous les individus de la population source lorsqu’une base de sondage est disponible.,Tirage au sort d’individus selon des strates d’âge,"Incorrecte. Ce méthode correspond au sondage stratifié, qui est une forme de tirage aléatoire et non à l’utilisation d’une base de sondage exhaustive.",Sélection de grappes (ex : services hospitaliers) au hasard,"Incorrecte. Le sondage en grappes est une méthode aléatoire distincte, non liée à l’inclusion exhaustive d’une base de sondage.",Méthode des quotas basée sur des caractéristiques démographiques,Incorrecte. La méthode des quotas est non aléatoire et ne repose pas sur une base de sondage exhaustive.,a
18,OIC-020-10-B,Quelle mesure est utilisée pour évaluer l'association entre un facteur de risque et une maladie dans une étude épidémiologique?,"Cette question évalue la compréhension des mesures d'association en santé, un objectif de Rang A. Elle teste la capacité à distinguer les indicateurs pertinents de l'association entre variables.",Le taux d'incidence brut,"Incorrect. Le taux d'incidence mesure la fréquence d'apparition d'une maladie, pas directement l'association avec un facteur de risque.",L'odds ratio,Correct. L'odds ratio est une mesure d'association standardisée utilisée pour comparer les risques entre deux groupes.,Le nombre de sujets à traiter (NST),"Incorrect. Le NST est un indicateur de l'efficacité d'une intervention, non une mesure d'association.",Le rapport de taux d'incidence brut,"Incorrect. Ce rapport compare des taux d'incidence, mais ne quantifie pas directement l'association entre facteurs.",b
19,OIC-020-11-B,Quelle est une mesure de position parmi les paramètres statistiques suivants?,"La question évalue la compréhension des paramètres de position (moyenne, médiane, mode) et de dispersion (variance, écart-type) en statistique descriptive. Le piège courant est de confondre mesure de position et mesure de dispersion.",Calculer la variance d'une série de données,"Incorrect. La variance est un paramètre de dispersion, pas de position.",Déterminer le mode d'une distribution,Correct. Le mode est une mesure de position qui identifie la valeur la plus fréquente.,Calculer la distance interquartile,Incorrect. La distance interquartile est un paramètre de dispersion.,Calculer l'étendue d'une série de données,"Incorrect. L'étendue est un paramètre de dispersion, pas de position.",b
20,OIC-020-12-B,Quelle affirmation correspond à la définition du seuil de signification (alpha) dans un test statistique?,La question évalue la compréhension de la notion de seuil de signification (alpha) et son rôle dans la prise de décision lors d'un test d'hypothèse. Un piège courant est de confondre alpha avec la puissance ou l'intervalle de confiance.,Le seuil de signification est la probabilité de ne pas rejeter l'hypothèse nulle alors qu'elle est fausse.,"Incorrect. Cela correspond au risque de deuxième espèce (beta), non à alpha.",Le seuil de signification est la probabilité de rejeter l'hypothèse nulle alors qu'elle est vraie.,Correct. C'est la définition précise du risque de première espèce (alpha) mentionné dans le contenu.,Le seuil de signification est la probabilité d'accepter l'hypothèse alternative alors qu'elle est fausse.,Incorrect. Cela correspond à un risque non défini dans le cadre des tests d'hypothèse classiques.,Le seuil de signification est la probabilité d'obtenir un intervalle de confiance qui inclut la valeur réelle de la population.,"Incorrect. Cela décrit une propriété des intervalles de confiance, non du seuil de signification.",b
21,OIC-020-14-B,Quelle mesure d'association tient compte des facteurs de confusion lors de l'analyse statistique?,"La question évalue la compréhension du rôle de l'ajustement dans les mesures d'association, un objectif de Rang A. Elle met en évidence la distinction entre les mesures brutes et ajustées.",Le risque relatif brut calculé sans prise en compte des facteurs de confusion,"Incorrect. Cette mesure ne tient pas compte des facteurs de confusion, contrairement à l'objectif évalué.",L'odds ratio ajusté après prise en compte des variables de confusion,"Correct. L'ajustement permet de neutraliser l'effet des facteurs de confusion, alignant avec la définition de l'objectif.",La prévalence mesurée dans une population non représentative,"Incorrect. La prévalence est une mesure de fréquence, non une mesure d'association ajustée.",Le taux d'incidence brut calculé sans stratification,"Incorrect. Le taux d'incidence brut est une mesure brute, non ajustée pour les facteurs de confusion.",b
22,OIC-020-15-B,Quelle est la base légale principale régissant la protection des données de santé sensibles dans les recherches cliniques?,La question évalue la connaissance des réglementations applicables aux données de santé. Un piège courant est de confondre les lois de protection des données avec les normes éthiques ou techniques.,"Le règlement général sur la protection des données (RGPD), la loi Informatique et Libertés et le code de la santé publique",Correcte. Ces textes encadrent spécifiquement la protection des données sensibles en santé.,La loi sur la bioéthique et les directives européennes sur les essais cliniques,"Incorrecte. Bien que pertinente, ces textes ne constituent pas la base légale principale pour la protection des données personnelles.",Les bonnes pratiques de gestion des données dans les essais cliniques,"Incorrecte. Cela décrit des mesures techniques, pas des réglementations légales.",La réglementation sur la confidentialité des dossiers médicaux,Incorrecte. Cette réglementation est plus spécifique et moins complète que les textes mentionnés dans l'option a.,a
23,OIC-020-20-A,Quelle affirmation définit correctement les mesures de fréquence et leur interprétation statistique?,"Cette question évalue la capacité à identifier et interpréter les mesures de fréquence (prévalence, incidence, risque) ainsi que leur intervalle de confiance. Piège courant : confondre incidence et prévalence ou négliger l'intervalle de confiance.","La prévalence et l'incidence sont des mesures de fréquence, le risque est une mesure d'association, et toutes nécessitent un intervalle de confiance pour leur interprétation.","Incorrect. Le risque est une mesure d'association, pas une mesure de fréquence. La réponse mélange des concepts distincts.","La prévalence, l'incidence et le risque sont des mesures de fréquence, et leur estimation doit inclure un intervalle de confiance.","Correct. Cite les trois mesures de fréquence et souligne l'importance de l'intervalle de confiance, conformément à la description.","La prévalence et l'incidence sont des mesures de fréquence, le risque est une mesure d'association, et l'intervalle de confiance n'est pas nécessaire pour leur interprétation.","Incorrect. Le risque est une mesure d'association, pas de fréquence. De plus, l'intervalle de confiance est indispensable pour toute estimation statistique.","La prévalence, l'incidence et le risque sont des mesures de fréquence, et leur estimation ne nécessite pas d'intervalle de confiance.",Incorrect. L'intervalle de confiance est obligatoire pour évaluer la précision des estimations des mesures de fréquence.,b
24,OIC-020-22-A,"Dans l'exemple d'essai contrôlé randomisé, quelle mesure correspond à la valeur de 2%?",Cette question évalue la capacité à identifier la mesure appropriée (Réduction absolue de risque) à partir d'une valeur numérique spécifique. Un piège courant est de confondre RAR (différence de risque) avec RRR (réduction relative).,Réduction absolue de risque (RAR),"Correcte. La RAR est calculée comme p0 - p1 = 0,05 - 0,03 = 0,02 (2%) dans l'exemple.",Réduction relative de risque (RRR),"Incorrecte. Le RRR est 1 - RR = 1 - 0,6 = 0,4 (40%), non 2%.",Nombre de sujets à traiter (NST),"Incorrecte. Le NST est 1 / (p0 - p1) = 50, non 2%.",Odds ratio,"Incorrecte. L'odds ratio est 0,59, non 2%.",a
25,OIC-020-23-A,Quelle affirmation est correcte concernant l'estimation du risque relatif (RR) et de l'odds ratio (OR)?,Cette question évalue la capacité à distinguer les conditions d'estimation du RR et de l'OR. Piège courant : confondre les études adaptées à chaque mesure.,Le risque relatif peut être estimé à partir d'une étude cas-témoins,Incorrect. Le RR ne peut pas être estimé à partir d'une étude cas-témoins (cf. contenu source).,L'odds ratio est uniquement applicable lorsqu'un événement est rare dans la population,Incorrect. L'OR peut être utilisé indépendamment de la fréquence de l'événement (cf. contenu source).,Le risque relatif est toujours équivalent à l'odds ratio dans les études de cohorte,"Incorrect. Le RR et l'OR sont distincts, même dans les études de cohorte (cf. contenu source).",L'odds ratio peut être estimé à partir d'une étude cas-témoins,"Correct. L'OR est applicable à tous les schémas d'étude, y compris les études cas-témoins (cf. contenu source).",d
26,OIC-020-24-A,Quelle est la combinaison des facteurs qui influencent la puissance d'une étude?,"La question évalue la compréhension des paramètres affectant la puissance statistique. Un piège courant est de confondre les facteurs contrôlables (alpha, taille de l'échantillon) avec des éléments non mentionnés dans le contenu.","La taille de l’échantillon, la différence à détecter, la variabilité des observations, le risque alpha et le type de test (unilatéral/bilatéral)",Correcte. Ces paramètres sont explicitement mentionnés dans le contenu comme influençant la puissance.,"Le design de l’étude, la taille de l’échantillon, la variabilité des observations et le niveau de confiance","Incorrecte. Le design de l’étude n’est pas évoqué dans le contenu, et le niveau de confiance n’est pas lié à la puissance.","La moyenne des données, la différence à détecter, la variabilité des observations et le risque alpha",Incorrecte. La moyenne des données n’est pas un paramètre influençant la puissance selon le contenu.,"La taille de l’échantillon, la prévalence de l’événement, la variabilité des observations et le risque alpha",Incorrecte. La prévalence n’est pas mentionnée comme un facteur influençant la puissance.,a
27,OIC-020-28-B,Quelle mesure d'association est utilisée pour évaluer l'effet d'une exposition en tenant compte d'un facteur d'interaction?,"Cette question évalue la capacité à distinguer les mesures d'association ajustées des mesures brutes, en contexte d'interaction. Un piège courant est de confondre les mesures ajustées avec les mesures brutes.",Le risque relatif brut calculé sur l'ensemble de la population,"Incorrect. Le risque relatif brut ne tient pas compte des interactions entre facteurs, il ne reflète pas l'effet ajusté.",Le risque relatif ajusté par un modèle multivarié,Correct. L'ajustement par un modèle multivarié permet de quantifier l'effet d'une exposition en tenant compte des interactions avec d'autres facteurs.,La différence de moyennes entre deux groupes,"Incorrect. La différence de moyennes est une mesure d'association applicable aux données continues, pas aux risques.",Le rapport de taux d'incidence brut,"Incorrect. Le rapport de taux d'incidence brut est une mesure brute non ajustée, incapable de refléter les interactions.",b
28,OIC-020-33-A,Quelle approche permet de calculer la probabilité post-test d'être malade en tenant compte de la probabilité pré-test et des rapports de vraisemblance d'un test?,"La question évalue la compréhension de l'apport décisionnel via le nomogramme de Fagan, un outil clé pour interpréter les résultats des tests en santé. Piège courant : confondre les rapports de vraisemblance avec la sensibilité ou spécificité.",Utiliser le nomogramme de Fagan,Correcte. Le nomogramme de Fagan est spécifiquement conçu pour calculer la probabilité post-test à partir de la probabilité pré-test et des rapports de vraisemblance.,Calculer la valeur prédictive positive,Incorrecte. La VPP dépend de la prévalence et ne permet pas de calculer la probabilité post-test directement.,Évaluer la sensibilité du test,"Incorrecte. La sensibilité est une propriété intrinsèque du test, non une méthode pour calculer la probabilité post-test.",Analyser la réduction relative de risque,"Incorrecte. Le RRR est une mesure d'association, pas un outil d'évaluation de l'apport décisionnel.",a
29,OIC-022-01-A,Quelle est la définition correcte d'une maladie rare?,Cette question évalue la connaissance de la définition précise d'une maladie rare. Un piège courant est de confondre la prévalence avec l'origine génétique.,Une maladie qui affecte moins de 1 personne sur 2 000 dans la population,Correcte. C'est la définition officielle basée sur la prévalence.,Une maladie génétique touchant 80 % des patients,"Incorrecte. L'origine génétique est une caractéristique, pas la définition.",Une maladie chronique persistante plus de 5 ans,Incorrecte. La durée de l'atteinte n'est pas un critère de définition.,Une maladie sans diagnostic établi après 3 ans,Incorrecte. L'errance diagnostique est un phénomène distinct.,a
30,OIC-022-02-B,Quelle est la définition correcte de l'impasse diagnostique?,"Cette question évalue la connaissance de la définition de l'impasse diagnostique, un concept clé dans la prise en charge des maladies rares. Le piège courant est de confondre l'impasse diagnostique avec l'errance diagnostique, qui désigne une recherche prolongée sans diagnostic.",Un patient en impasse diagnostique est celui qui ne peut pas être diagnostiqué après un an de recherches médicales.,"Incorrect. La définition précise mentionne que l'impasse diagnostique concerne les patients pour lesquels l'état de l'art ne permet pas de diagnostic, pas une simple absence de diagnostic après un an.",L'impasse diagnostique désigne un diagnostic erroné qui persiste malgré des examens répétés.,"Incorrect. Cela décrirait une errance diagnostique, non une impasse diagnostique.",Un patient en impasse diagnostique est celui qui ne peut pas être diagnostiqué après une consultation spécialisée.,"Incorrect. La définition précise que l'impasse diagnostique s'applique uniquement aux cas où l'état de l'art ne permet pas de diagnostic, pas à tous les patients non diagnostiqués.","L'impasse diagnostique correspond à un diagnostic non établi après un an de consultation médicale spécialisée, lorsque l'état de l'art ne permet pas de diagnostic.",Correct. Cela correspond exactement à la définition donnée dans le contenu source.,d
31,OIC-024-02-A,Quelle est la méthode de prise en charge recommandée pour une fausse couche du premier trimestre avec un sac de petite taille et des hémorragies légères?,"Cette question évalue la connaissance des méthodes de prise en charge d'une fausse couche du premier trimestre, en mettant l'accent sur les indications du traitement médical versus chirurgical.",Traitement médical par administration de prostaglandines,"Correcte. Le traitement médical est indiqué pour les sacs de petite taille et les hémorragies légères, conformément aux recommandations du contenu.",Aspiration utérine sous anesthésie générale,Incorrecte. L'aspiration utérine est une méthode chirurgicale réservée aux cas non répondant au traitement médical ou aux situations à risque élevé.,Hospitalisation prolongée avec surveillance continue,"Incorrecte. L'hospitalisation prolongée n'est pas une méthode de prise en charge directe, mais une mesure de sécurité dans certains contextes.",Examen anatomopathologique du produit d'aspiration,"Incorrecte. L'examen anatomopathologique est une étape post-interventionnelle, non une méthode de prise en charge initiale.",a
