,id,question,option_a,option_b,option_c,option_d,correct_option
34,OIC-043-03-A,Quand les causes fonctionnelles d'hémorragie génitale sont envisagées?,Avant d'éliminer les étiologies organiques,Une fois que toutes les étiologies organiques ont été éliminées,En même temps que les étiologies organiques,Jamais,b
35,OIC-043-03-A-,Qu'est-ce qui est fait avant de considérer les causes fonctionnelles d'hémorragie génitale?,Un diagnostic de confirmation,Un diagnostic d'élimination,Un diagnostic de suspicion,Un diagnostic d'exclusion,b
36,OIC-043-04-A,Quels sont les examens biologiques à réaliser en cas d'hémorragie génitale chez la femme?,"β-hCG plasmatiques ou urinaires systématiques, NFS, bilan martial et bilan d'hémostase","β-hCG plasmatiques ou urinaires systématiques, NFS et bilan d'hémostase","β-hCG plasmatiques ou urinaires systématiques, NFS et bilan martial","NFS, bilan martial et bilan d'hémostase",a
37,OIC-043-04-A-,Quel examen est systématique chez toute patiente en âge de procréer en cas d'hémorragie génitale?,NFS,Bilan martial,β-hCG plasmatiques ou urinaires,Bilan d'hémostase,c
38,OIC-043-05-A,Quelle est l'indication de l'échographie pelvienne en 1re intention?,Évaluer la cavité utérine inaccessible en hystéroscopie,"Rechercher des myomes, d'adénomyose, de polype utérin, de kyste de l'ovaire, de malformation artérioveineuse",Cartographier un utérus polymyomateux,Caractériser un kyste ovarien indéterminé,b
39,OIC-043-06-B,Quel est l'intérêt de la biopsie d'endomètre?,Diagnostiquer une infection urinaire,Diagnostiquer un cancer de l'endomètre ou une hyperplasie glandulaire atypique,Évaluer la fertilité d'une femme,Prévenir les métrorragies post-ménopausiques,b
40,OIC-043-06-B-,Quel est le résultat d'un frottis cervico-utérin (cytologie) faussé par la présence de sang?,Un résultat normal,Un résultat anormal,Un résultat indéterminé,Un résultat faussé,d
41,OIC-043-07-B,Quel est le traitement médical des myomes?,Chirurgie uniquement,Mise en aménorrhée par progestatifs ou agonistes de la GnRH,Embolisation utérine,Hystérectomie,b
42,OIC-043-07-B-,Quel est l'un des traitements chirurgicaux des myomes sous-muqueux de moins de 3 ou 4 cm?,Hystérectomie,Embolisation utérine,Résection hystéroscopique,Myomectomie,c
43,OIC-043-08-B,Quel est le traitement recommandé pour l'adénomyose?,Traitement hormonal par voie locale,Chirurgie sans précédent,DIU au lévonorgestrel,Traitement hormonal par voie systémique,c
44,OIC-043-08-B-,Quel est l'un des traitements hormonaux par voie systémique pour l'adénomyose?,GnRHa,Progestatif,Estro-progestatif,Traitement hormonal par voie locale,a
45,OIC-043-09-B,Quels sont les traitements généraux pour une hémorragie génitale?,Un traitement hormonal et une transfusion sanguine,"Un antifibrinolytique, un traitement martial et une transfusion sanguine",Un traitement chirurgical et une transfusion sanguine,Un traitement hormonal et un traitement martial,b
46,OIC-043-09-B-,Quel est le traitement recommandé pour une hyperplasie glandulaire atypique sans désir de grossesse?,Un traitement hormonal et une hystérectomie totale,Un traitement chirurgical et une hystérectomie totale,Une hystérectomie totale ± annexectomie bilatérale,Un traitement hormonal et un traitement chirurgical,c
47,OIC-044-01-A,Quels sont les deux tuméfactions pelviennes les plus fréquentes chez la femme?,Le fibrome utérin et le kyste de l'ovaire,La grossesse et le kyste de l'ovaire,Le fibrome utérin et la distension abdominale,La masse pelvienne et la masse abdominale,a
48,OIC-044-01-A-,Qu'est-ce qu'on doit toujours penser chez une femme en période d'activité génitale?,La grossesse,Le kyste de l'ovaire,La distension abdominale,La masse pelvienne,a
49,OIC-044-02-A-,Quel est un exemple de tumeur bénigne annexielle?,Cancer de l'ovaire,Hydrosalpinx,Tumeur maligne du colon,Sarcome,b
50,OIC-044-03-B,Quel est le type de tumeur de l'utérus la plus fréquente chez les femmes de plus de 35 ans?,Kyste ovarien organique,Fibrome utérin,Tumeur maligne,Tumeur bénigne,b
51,OIC-044-04-A,Quel est le principal signe révélateur des fibromes?,Douleurs pelviennes,Ménorragies,Syndrome de masse pelvienne,Dysménorrhée,b
52,OIC-044-04-A-,Quel est l'objectif de l'examen au speculum?,Rechercher une masse utérine,Quantifier l'abondance du saignement,Palper le pôle supérieur de la tuméfaction,Diagnostiquer une endométriose,b
53,OIC-044-05-B,Quel est le type de fibrome le plus susceptible de causer des complications hémorragiques?,Fibrome sous-séreux,Fibrome sous-muqueux,Fibrome interstitiel,Fibrome pédiculé,b
54,OIC-044-05-B-,Quelle est la principale cause des douleurs en cas de fibrome?,Complications mécaniques,Complications gravidiques,Nécrobiose aseptique,Torsion d'un fibrome sous-séreux,c
55,OIC-044-06-B-,Quel est le pourcentage de tumeurs ovariennes qui sont malignes ou borderline?,10%,20%,30%,40%,b
56,OIC-044-08-A,Quels sont les kystes les plus fréquents chez la femme en période d'activité génitale?,Kystes organiques,Kystes fonctionnels,Kystes bénins,Kystes malignes,b
57,OIC-044-10-A,Quels sont les kystes les plus fréquemment associés à une torsion annexielle?,Les kystes endométriosiques,"Les kystes lourds (dermoïdes, mucineux)",Les kystes du para-ovaire,Les kystes de la trompe,b
58,OIC-044-11-B,Quel est le premier examen radiologique complémentaire à réaliser en cas de tuméfaction pelvienne?,IRM pelvienne,Echographie pelvienne,Tomodensitométrie,Angiographie,b
59,OIC-044-11-B-,Quel est le deuxième examen radiologique complémentaire à réaliser en cas de tuméfaction pelvienne si les critères de bénignité ne sont pas réunis?,Echographie pelvienne,IRM pelvienne,Biopsie,Scintigraphie,b
60,OIC-044-12-A,"Quel est le type d'hernie qui concerne la vessie, l'utérus, le cul-de-sac recto-utérin et le rectum?",Hernie des organes pelviens,Hernie des organes abdominaux,Hernie des organes thoraciques,Hernie des organes céphaliques,a
61,OIC-044-12-A-,Quel est le stade de prolapsus où l'organe est complètement déroulé hors du vagin?,Stade 1,Stade 2,Stade 4,Stade 3,c
62,OIC-044-13-B-,Quel est le compartiment postérieur du prolapsus génital?,La vessie,L'utérus,Le cul-de-sac recto-utérin (de Douglas) et le rectum,Le vagin,c
63,OIC-044-14-B,Quels sont les diagnostics différentiels du prolapsus génital de la femme?,"Kyste vaginal, fibrome de la cloison vésicovaginale, prolapsus rectal","Prolapsus génital, kyste ovarien, fibrome utérin","Kyste vaginal, fibrome de la cloison vésicovaginale","Prolapsus rectal, kyste ovarien, fibrome utérin",c
64,OIC-044-15-B-,Quelle est la raison pour laquelle la prévalence du prolapsus est difficile à évaluer?,La prévalence est trop élevée,La prévalence est trop faible,Les études et les modalités diagnostics varient,La prévalence est constante,c
65,OIC-044-16-A-,Comment est réalisé le diagnostic du prolapsus génital?,Par échographie abdomino-pelvienne,Par examen clinique (inspection et utilisation de valves),Par réalisation d'une biopsie,Par réalisation d'une IRM,b
66,OIC-045-01-A,Quel est le but du conseil génétique?,Diagnostiquer les maladies génétiques,Informer les patients et/ou les parents du risque de survenue ou de récurrence d'une maladie génétique,Prévenir les maladies génétiques,Améliorer la situation des patients,b
67,OIC-045-01-A-,Quel est l'un des critères pour accepter une demande d'interruption médicale de la grossesse (IMG) pour motif médical?,La maladie est incurable mais non particulièrement grave,La maladie est particulièrement grave mais non incurable,La maladie est particulièrement grave et incurable,La maladie est non grave et non incurable,c
68,OIC-045-02-B,Quel est le premier objectif lors de l'annonce du diagnostic de maladie génétique à un enfant?,Faire une liste de complications possibles,Proposer un soutien médical et psychologique,Focaliser sur des objectifs à long terme,Omettre les difficultés,b
69,OIC-045-03-A,Quels sont les principes éthiques guidant le médecin dans le conseil génétique?,"Le respect de l'autonomie, la non-malveillance et la bienveillance","La justice, le respect de la dignité humaine et la notion de vulnérabilité","Le respect de l'autonomie, la non-malveillance, la bienveillance et la justice","La non-malveillance, la bienveillance et la notion de vulnérabilité",c
70,OIC-045-03-A-,Quel est le principe éthique qui consiste à ne pas nuire?,La bienveillance,La justice,La non-malveillance,Le respect de l'autonomie,c
71,OIC-045-04-B,Quels sont les prélèvements utilisés pour réaliser un caryotype fœtal?,Sang fœtal et liquide amniotique,Villosités choriales et liquide amniotique,Sang fœtal et villosités choriales,Liquide amniotique et sang maternel,b
72,OIC-045-05-A,Quels sont les éléments pris en compte pour le test combiné de dépistage prénatal de la trisomie 21 au 1er trimestre?,L'âge maternel et la mesure de la clarté nucale,Le dosage des marqueurs sériques et la mesure de la clarté nucale,"L'âge maternel, la mesure de la clarté nucale et le dosage des marqueurs sériques",Le dosage des marqueurs sériques et l'âge paternel,c
73,OIC-045-05-A-,Quel est le résultat du dépistage prénatal non invasif (DPNI) qui conduit à la réalisation d'un caryotype fœtal?,Un résultat négatif,Un résultat positif,Un résultat indéterminé,Un résultat négatif ou positif,b
74,OIC-045-07-B,"Quel est le risque de récurrence de trisomie 21 en cas de trisomie 21 libre, complète et homogène?",10-15 %,1 %,2-5 %,100 %,b
75,OIC-045-08-B,Quel est l'examen à prescrire pour confirmer la suspicion de trisomie 21 ou syndrome de Down?,Caryotype constitutionnel sur lymphocytes,Biopsie osseuse,Analyse de sang,Imagerie médicale,a
76,OIC-045-08-B-,Quel est le type de trisomie 21 qui représente 95 % des cas?,Trisomie 21 libre complète en mosaïque,Trisomie 21 complète par translocation robertsonienne,Trisomie 21 libre complète et homogène,Trisomie 21 partielle par translocation déséquilibrée,c
77,OIC-045-09-A-,Quel est le but du suivi médical des enfants porteurs de trisomie 21?,Diagnostiquer une maladie grave,Évaluer l'importance du retard psychomoteur,Proposer des mesures hygiéno-diététiques pour lutter contre l'obésité,Tous les buts mentionnés ci-dessus,d
78,OIC-045-10-A,Le diagnostic de trisomie 21 est actuellement fait le plus souvent en période,fœtale,anténatale,néonatale,postnatale,b
79,OIC-045-10-A-,Le diagnostic de trisomie 21 peut être confirmé en période néonatale sur la,triade de signes,triade de symptômes,triade de troubles,triade de signes cliniques,d
80,OIC-045-11-B,Quel est le principal objectif de la prise en charge des personnes porteuses de trisomie 21 à la naissance?,Favoriser l'inclusion en milieu ordinaire,Prendre en charge précocement les complications médicales,Débuter rapidement les rééducations,Éviter les troubles de la vision,b
81,OIC-045-12-B,Quel est le risque de transmettre la mucoviscidose à la descendance si les deux parents sont porteurs hétérozygotes d'une mutation de 'CFTR'?,1/2,1/4,1/8,1/16,b
82,OIC-045-12-B-,Quel est le diagnostic prénatal possible si un parent est atteint de mucoviscidose?,Ponction de villosités choriales,Amniocentèse,Ponction de villosités choriales et amniocentèse,Aucun diagnostic prénatal possible,c
