,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option
25,OIC-009-04-A,"Parmi les principes suivants, lequel définit l'obligation pour le médecin de réaliser ce qui est avantageux pour le patient tout en s'abstenant de lui nuire?",La question évalue la capacité à identifier et différencier les principes de bienfaisance et de non-malfaisance au sein de l'approche par principes (principisme).,Le principe de justice,"Le principe de justice concerne la non-discrimination, l'universalité et l'accès aux soins pour tous, et non l'avantage individuel du patient.",Le principe de bienfaisance,"C'est la réponse correcte : la bienfaisance est le principe moral selon lequel doit être réalisé ce qui est avantageux pour le patient, historiquement lié à l'idée de ne pas nuire.",Le principe d'autonomie,Le principe d'autonomie concerne la liberté individuelle du patient de disposer de ses propres préférences et de participer à la décision médicale.,Le principe de proportionnalité,"Bien que mentionné dans les objectifs, le contenu source ne définit pas le principe de proportionnalité comme l'action visant l'avantage du patient.",b
26,OIC-009-05-A,"Selon la loi du 4 mars 2002, quel principe fondamental régit la relation entre le professionnel de santé et le patient concernant les décisions de soins?",La question évalue la connaissance du cadre législatif français (loi du 4 mars 2002) et son application au respect de l'autonomie du patient via le consentement éclairé.,Le paternalisme médical,"Incorrect. Le paternalisme consiste à décider pour le patient selon le bien estimé par le médecin, une approche historiquement ignorée au profit de l'autonomie depuis les années 1970.",Le processus de co-décision,"Correct. La reconnaissance de l'autonomie du patient se traduit aujourd'hui par une construction partagée de la décision médicale, appelée processus de co-décision.",La primauté de la bienfaisance,"Incorrect. Bien que la bienfaisance soit une valeur du soin, la loi de 2002 sacralise le droit à l'information et le consentement, plaçant l'autonomie au centre.",L'obligation de soins systématique,"Incorrect. Le patient a le droit de refuser des soins après avoir été informé, sauf exceptions spécifiques (urgence vitale, santé publique), ce qui s'oppose à une obligation systématique.",b
27,OIC-009-06-A,"Concernant le devoir d'information du médecin envers son patient, quelle affirmation est exacte?","Cette question évalue la connaissance des règles régissant l'obligation d'information, notamment les exceptions et les critères de contenu selon la loi et la déontologie.",Le secret médical permet de ne pas informer le patient de son état de santé,Incorrect. Le secret médical n'est pas opposable au patient lui-même ; tout patient a le droit de savoir.,L'exception de volonté de ne pas savoir s'applique même si des tiers sont exposés à un risque de contamination,Incorrect. Cette exception ne peut s'appliquer lorsque des tiers sont exposés à un risque de contamination (intérêt de santé publique).,Le médecin doit informer le patient des risques graves même si leur réalisation est exceptionnelle,"Correct. Selon le Conseil d'État et la loi du 4 mars 2002, les risques fréquents ou graves normalement prévisibles doivent être communiqués, même s'ils sont exceptionnels.",L'obligation d'information est levée si le risque lié à l'acte médical est considéré comme rare,Incorrect. La rareté d'un risque ne dispense pas le praticien de son obligation d'informer si ce risque est grave (ex: décès ou invalidité).,c
28,OIC-009-07-A,"Concernant le refus de soins exprimé par un patient majeur et capable, quelle est l'obligation du médecin?","Cette question évalue la connaissance du droit du patient à refuser des soins et l'obligation d'information qui incombe au médecin, conformément à la loi du 4 mars 2002.",Imposer le traitement si le pronostic vital est engagé,Le patient a le droit de refuser des soins même si ce refus implique un risque pour sa santé ou sa vie.,Informer le patient des conséquences de son refus,"C'est l'obligation légale : la personne doit être informée de son état de santé, des soins proposés et des conséquences d'un éventuel refus.",Obtenir l'accord de la personne de confiance pour passer outre,"La personne de confiance est consultée lorsque le patient est hors d'état d'exprimer sa volonté, pas pour contourner le refus d'un patient capable.",Saisir systématiquement le juge pour une mesure de protection,Le refus de soin d'un patient majeur et capable ne justifie pas en soi une mesure de protection judiciaire.,b
29,OIC-009-08-A,Quelle est la modalité réglementaire de désignation d'une personne de confiance selon le code de la santé publique?,"La question évalue la connaissance des conditions formelles de désignation de la personne de confiance, un point clé pour garantir la légitimité de son rôle.",Une déclaration orale devant deux témoins,Incorrect. La loi exige une trace écrite pour formaliser la désignation et éviter les doutes sur la légitimité.,Un acte notarié obligatoire,Incorrect. Un acte notarié n'est pas requis ; une désignation écrite et signée suffit.,Un écrit signé par le patient et la personne désignée,"Correct. La désignation doit être faite par écrit, signée par le patient et cosignée par la personne désignée pour confirmer son acceptation.",Une inscription automatique dans le dossier médical,Incorrect. La désignation ne peut être automatique ; elle résulte d'un choix volontaire du patient après proposition du soignant.,c
30,OIC-009-09-B,"Parmi les propositions suivantes, laquelle définit correctement la vulnérabilité ontologique (ou fondamentale) selon les sciences humaines et sociales?",La question évalue la capacité à distinguer la vulnérabilité constitutive de l'être humain (ontologique) de la vulnérabilité liée aux conditions sociales (sociale).,Une fragilité liée à l'absence de réseau social,"Ceci correspond à la définition de la vulnérabilité sociale, et non ontologique.",Une condition universelle constitutive de l'existence humaine,"C'est la définition exacte de la vulnérabilité fondamentale ou ontologique, renvoyant à la fragilité anthropologique et biologique de tout être humain.",Un état résultant d'un statut d'emploi précaire,Ceci est un exemple de vulnérabilité sociale liée aux ressources économiques et au contexte professionnel.,Une situation provoquée par une disqualification sociale,"La disqualification sociale est un processus qui mène à une vulnérabilité sociale, et non à une vulnérabilité ontologique.",b
31,OIC-009-10-B,Quelle est la finalité principale des mesures de protection juridique des personnes?,"Cette question évalue la compréhension des principes fondamentaux et de l'objectif des mesures de protection juridique, conformément à l'objectif de rang A sur les mesures de protection.",La substitution systématique de la volonté du tuteur à celle du patient,Incorrect. La loi favorise l'autonomie de la personne protégée et le consentement doit être systématiquement recherché si la personne peut l'exprimer.,La protection des intérêts de la personne dans le respect de sa dignité,"Correct. Les mesures de protection sont instaurées pour défendre les intérêts de la personne tout en respectant ses libertés, ses droits et sa dignité.",L'annulation automatique de tous les actes de la vie civile du majeur,"Incorrect. La mesure doit être proportionnée et individualisée, et non viser une annulation automatique et globale des capacités civiles.",La prise en charge exclusive des soins par le représentant légal,"Incorrect. Le majeur protégé a le droit de recevoir l'information et de participer aux décisions le concernant, selon ses facultés.",b
32,OIC-009-11-A,Quelle mesure de protection juridique est définie comme une mesure temporaire permettant de traiter une situation d'urgence?,"La question évalue la capacité à distinguer les trois principales mesures de protection juridique (sauvegarde de justice, curatelle, tutelle) en se basant sur leur caractère temporel et l'urgence.",La tutelle,"La tutelle est une mesure protectrice durable où le tuteur représente la personne, et non une mesure temporaire d'urgence.",La curatelle,"La curatelle est une mesure d'accompagnement pour les actes importants, et non une mesure temporaire d'urgence.",La sauvegarde de justice,La sauvegarde de justice est explicitement définie comme une mesure de protection temporaire et aux effets limités pour traiter une situation en urgence.,Le mandat de protection,Le mandat de protection n'est pas cité parmi les trois principales mesures de protection définies dans le contenu source.,c
33,OIC-009-12-B,Quelle est la condition obligatoire pour l'ouverture d'une mesure de protection auprès du juge des tutelles?,"La question évalue la connaissance des procédures de mise en œuvre des mesures de protection, spécifiquement l'exigence documentaire indispensable pour le juge.",L'accord écrit du médecin traitant,"Le médecin rédigeant le certificat peut demander l'avis du médecin traitant, mais l'accord de ce dernier n'est pas une condition obligatoire d'ouverture.",La présence d'un avocat lors de la requête,"L'avocat peut assister la personne lors de l'audition, mais sa présence n'est pas obligatoire pour le dépôt de la demande.",La production d'un certificat médical circonstancié,Toute demande d'ouverture d'une mesure de protection doit être obligatoirement accompagnée d'un certificat médical décrivant l'altération des facultés.,La désignation préalable d'un mandataire judiciaire,Le mandataire judiciaire est désigné par le juge si aucun proche ne peut l'être ; il n'est pas une condition préalable à la demande.,c
34,OIC-009-13-A,"Sur le plan de l'éthique médicale, quelle est la finalité principale de la loi de 1975 relative à l'interruption volontaire de grossesse?","La question évalue la compréhension de l'IVG comme une mesure de santé publique et une illustration de l'éthique de responsabilité, au-delà des débats moraux.",L'établissement d'un statut juridique complet pour l'embryon,"Incorrect. Le texte précise explicitement que l'embryon vivant n'a pas de statut juridique, mais est qualifié de personne humaine potentielle.",La garantie d'un accès égal et sécurisé à l'intervention,Correct. La loi a permis d'encadrer médicalement une pratique risquée pour en faire une politique de santé publique garantissant sécurité et égalité d'accès.,L'imposition d'un délai de réflexion systématique de sept jours,Incorrect. Ce délai a été supprimé en 2017 car il était considéré comme une infantilisation des femmes et un obstacle à leur autonomie.,L'interdiction totale de la clause de conscience pour les médecins,"Incorrect. La clause de conscience existe toujours, mais elle est encadrée par l'obligation d'orienter immédiatement la patiente vers un autre professionnel.",b
35,OIC-009-14-B,Quelle est la condition légale permettant la pratique d'une interruption médicale de grossesse (IMG) sans limitation de délai?,"La question évalue la connaissance des critères légaux permettant le recours à l'IMG, en particulier l'absence de limite temporelle contrairement à l'IVG.",Le souhait exprimé par la femme sans motif médical,"Ceci correspond à l'interruption volontaire de grossesse (IVG), qui est soumise à un délai légal.",La mise en péril grave de la santé de la femme,C'est l'un des deux motifs légaux permettant l'IMG à tout moment de la grossesse.,L'existence d'une affection curable chez le fœtus,La loi stipule que l'affection de l'enfant doit être d'une particulière gravité et reconnue comme incurable.,L'avis favorable d'un seul médecin généraliste,L'IMG nécessite obligatoirement une validation par une procédure collégiale pluridisciplinaire.,b
36,OIC-009-15-B,"Selon la législation française, quel est l'objectif principal du diagnostic prénatal (DPN)?",La question évalue la connaissance de la définition et de l'objectif légal du diagnostic prénatal tel que défini par les lois de bioéthique.,Garantir la naissance d'un enfant sans aucune anomalie génétique,Incorrect. Le DPN ne peut pas garantir l'absence totale d'anomalies et la recherche d'enfants 'parfaits' est précisément ce que le législateur souhaite éviter.,Prévenir ou traiter une affection d'une particulière gravité dans l'intérêt de l'enfant,Correct. C'est la définition exacte précisée par le texte de loi du 6 août 2004.,Établir une liste exhaustive des pathologies justifiant une interruption de grossesse,Incorrect. Le législateur et le CCNE ont explicitement refusé de dresser une liste de maladies pour éviter les automatismes décisionnels.,Déterminer systématiquement le sexe fœtal pour toutes les grossesses,"Incorrect. Le DPN vise la détection d'affections graves et non la détermination systématique du sexe, qui fait d'ailleurs l'objet de débats éthiques.",b
