,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option
15,OIC-006-02-A,Quels sont les principaux dispositifs du travail en équipe pluridisciplinaire en milieu hospitalier?,Cette question évalue la connaissance des dispositifs de travail en équipe pluridisciplinaire en milieu hospitalier.,Les réunions de concertation pluridisciplinaire (RCP),Les RCP sont un dispositif clé du travail en équipe pluridisciplinaire en milieu hospitalier.,La check-list au bloc opératoire,La check-list est un dispositif utilisé en milieu hospitalier pour sécuriser les activités interventionnelles.,Les protocoles pluriprofessionnels,Les protocoles pluriprofessionnels sont des dispositifs de travail en équipe pluridisciplinaire.,La réunion de morbi-mortalité (RMM),La RMM est un dispositif de suivi et d'analyse des événements indésirables en milieu hospitalier.,a
16,OIC-006-03-A,Qu'est-ce qu'un parcours de soins ?,Cette question évalue la compréhension de la définition du parcours de soins.,Un ensemble de protocoles médicaux standardisés pour chaque maladie.,"Incorrecte : Un parcours de soins ne se limite pas à des protocoles, il s'agit d'une coordination globale.",L'ensemble des consultations et examens effectués par un patient au cours d'une année.,"Incorrecte : Un parcours de soins est plus spécifique, il concerne une prise en charge particulière.",L'organisation et la coordination des compétences professionnelles tout au long de la prise en charge d'un patient.,Correcte : C'est la définition précise du parcours de soins.,Le suivi médical d'un patient par un seul professionnel de santé.,Incorrecte : Un parcours de soins implique souvent plusieurs professionnels.,c
17,OIC-006-04-B,"Selon la définition fournie, quel est l'objectif principal d'un protocole pluriprofessionnel?",Cette question évalue la compréhension de la définition et des objectifs d'un protocole pluriprofessionnel.,Faciliter la communication entre les professionnels de santé.,"Bien que le travail en équipe soit facilité, ce n'est pas l'objectif principal.",Standardiser les pratiques de soins pour une prise en charge optimale.,C'est l'objectif principal d'un protocole pluriprofessionnel.,Remplacer le jugement clinique par des directives précises.,"Les protocoles ne remplacent pas le jugement clinique, ils le guident.",Réduire les coûts de santé en optimisant les ressources.,"Bien que cela puisse être une conséquence, ce n'est pas l'objectif principal.",b
18,OIC-006-05-A,Quel est le principal objectif des réunions de concertation pluridisciplinaire (RCP)?,Cette question évalue la compréhension de la raison d'être des RCP.,Valider l'obligation de développement professionnel continu (DPC) des médecins.,"Bien que les RCP contribuent au DPC, ce n'est pas leur objectif principal.",Regrouper au moins trois médecins de spécialités différentes pour discuter des cas de patients.,"C'est une caractéristique des RCP, mais pas leur objectif principal.",Définir la meilleure prise en charge d'un patient en fonction de l'état de la science.,Cette proposition est la réponse correcte. Les RCP visent à prendre des décisions collectives pour la meilleure prise en charge.,Organiser des formations continues pour les professionnels de santé.,Les RCP ne sont pas des formations continues.,c
19,OIC-006-06-A,Quel est l'objectif principal des check-lists de sécurité du patient au bloc opératoire?,Cette question évalue la compréhension du rôle des check-lists en matière de sécurité des patients.,Faciliter la communication entre les professionnels de santé.,Correct. Les check-lists favorisent le partage d'informations et la vérification croisée entre les professionnels.,Remplacer les protocoles chirurgicaux existants.,"Incorrect. Les check-lists complètent les protocoles, ils ne les remplacent pas.",Automatiser les étapes de l'intervention chirurgicale.,Incorrect. Les check-lists sont des outils manuels de vérification.,Réduire le temps d'intervention chirurgicale.,"Incorrect. L'objectif principal n'est pas de gagner du temps, mais d'améliorer la sécurité.",a
20,OIC-006-07-A,Quelle est la principale caractéristique d'une réunion de morbi-mortalité (RMM)?,Cette question évalue la compréhension de la définition d'une RMM.,Une réunion individuelle pour analyser les erreurs d'un professionnel de santé.,"Incorrecte : Les RMM sont collectives, pas individuelles.",Une réunion prospective pour anticiper les risques potentiels.,"Incorrecte : Les RMM sont rétrospectives, c'est-à-dire qu'elles analysent des événements passés.",Une réunion d'analyse collective et rétrospective de situations cliniques marquées par un événement indésirable.,Correcte : C'est la définition principale d'une RMM.,Une réunion pour sanctionner les professionnels de santé impliqués dans un événement indésirable.,"Incorrecte : Les RMM visent à apprendre et à prévenir, pas à sanctionner.",c
21,OIC-006-08-A,Quel est le rôle principal du Samu-Centre 15 ?,Cette question évalue la compréhension de la fonction du Samu-Centre 15 dans le système d'urgence.,Assurer la prise en charge médicale des patients en situation d'urgence sur place.,Incorrecte. C'est le rôle du SMUR.,Déclencher l'intervention des équipes de secours et organiser le transport des patients vers les établissements de soins.,"Correcte. Le Samu-Centre 15 gère les appels d'urgence, évalue la situation et organise la réponse adéquate.",Fournir une formation initiale et continue aux acteurs de santé dans les centres d'enseignement des soins d'urgence (CESU).,"Incorrecte. Cette fonction est également liée au Samu, mais pas directement au Samu-Centre 15.",Gérer les situations sanitaires exceptionnelles et les plans de secours.,"Incorrecte. Bien que le Samu participe à ces aspects, sa fonction principale est la gestion des appels d'urgence.",b
22,OIC-008-01-A,"Selon la définition fournie, quelle est la caractéristique essentielle d'une discrimination?",Cette question évalue la compréhension de la définition de la discrimination.,"Faire une différence de traitement basée sur des critères interdits, entraînant un préjudice pour la personne.",Cette option correspond à la définition de la discrimination.,S'appuyer sur des critères sociaux pour traiter différemment les personnes.,Cette option est trop large et ne mentionne pas l'élément crucial du préjudice.,Refuser des soins à certaines personnes en raison de leur situation socio-économique.,"Cette option est un exemple de discrimination, mais ne représente pas la définition générale.",Favoriser certaines personnes en fonction de leur origine ethnique.,"Cette option est un exemple de discrimination, mais ne mentionne pas l'élément crucial du préjudice.",a
23,OIC-008-02-B,"Selon le texte, quel est l'un des principaux effets des discriminations sur les inégalités sociales et les inégalités de santé ?",Cette question évalue la compréhension des effets des discriminations sur la santé et les inégalités sociales.,Les discriminations augmentent l'accès aux soins de santé pour les personnes vulnérables.,Incorrecte. Les discriminations créent des barrières à l'accès aux soins.,"Les discriminations contribuent à l'accumulation de désavantages et au stress, ce qui peut affecter la santé.",Correcte. Le texte souligne l'impact du stress et de l'accumulation de désavantages sur la santé.,Les discriminations n'ont aucun impact sur les inégalités sociales et les inégalités de santé.,Incorrecte. Le texte décrit clairement l'impact négatif des discriminations.,Les discriminations améliorent l'insertion socio-économique des personnes victimes.,Incorrecte. Le texte indique que les discriminations ont un impact négatif sur l'insertion socio-économique.,b
24,OIC-008-03-B,"Selon la définition des discriminations dans le système de santé, lequel des éléments suivants est un facteur structurel ou organisationnel contribuant à ces phénomènes?",Cette question évalue la compréhension des mécanismes des discriminations dans le système de santé.,Le manque de vigilance des soignants envers les biais inconscients.,Cette option concerne un facteur individuel plutôt qu'une structure ou organisation.,Le rapport de pouvoir asymétrique entre le patient et le soignant.,C'est un facteur structurel qui peut engendrer des discriminations.,La volonté individuelle de certains soignants de discriminer certains patients.,Cette option concerne un facteur individuel plutôt qu'une structure ou organisation.,Les représentations sociales négatives envers certains groupes de patients.,Cette option concerne un facteur social plutôt qu'une structure ou organisation.,b
25,OIC-009-01-A,"Selon la définition fournie, l'éthique en médecine est : ",Cette question évalue la compréhension de la définition de l'éthique en médecine.,Un code de bonnes pratiques professionnelles qui balise la relation soignant-soigné.,"Cette option décrit la déontologie, pas l'éthique.",Un ensemble de règles qui régissent notre société et les obligations de chacun.,"Cette option décrit le droit, pas l'éthique.",Une compétence à réfléchir de façon critique sur la dimension morale des actions et pratiques des professionnels de santé.,Cette option correspond à la définition de l'éthique en médecine.,Un jugement de valeur qui prescrit ou interdit des actions.,"Cette option décrit la morale, pas l'éthique.",c
26,OIC-009-02-A,La bioéthique est principalement définie comme :,Cette question évalue la compréhension de la définition de la bioéthique.,L'étude des principes moraux liés aux sciences de la vie et à la santé.,Cette option correspond à la définition de la bioéthique.,La branche de la philosophie qui traite des questions de justice et d'équité.,"Cette option décrit la philosophie politique, pas la bioéthique.",Le domaine des recherches sur les origines de la vie.,"Cette option décrit la biologie, pas la bioéthique.",Le droit qui régit les relations entre les patients et les médecins.,"Cette option décrit le droit médical, pas la bioéthique.",a
27,OIC-009-03-A,La déontologie médicale se définit comme :,Cette question évalue la compréhension de la définition de la déontologie médicale.,Un ensemble de principes moraux et de règles de conduite pour les médecins.,Cette option correspond à la définition de la déontologie médicale.,Une branche de la philosophie qui étudie les fondements de la justice.,"Cette option décrit la justice, un concept philosophique distinct de la déontologie.",Un ensemble de lois régissant l'exercice de la médecine.,"Bien que la déontologie médicale soit liée aux lois, elle englobe également des principes éthiques.",Une théorie qui prône l'utilitarisme dans la prise de décision médicale.,L'utilitarisme est une théorie éthique différente de la déontologie.,a
28,OIC-009-04-A,Quels sont les quatre grands principes de l'éthique médicale selon l'approche par principes de Beauchamp et Childress?,Cette question évalue la connaissance des quatre grands principes de l'éthique médicale.,"Bienfaisance, non-malfaisance, justice et autonomie","Cette option est correcte. Les quatre grands principes de l'éthique médicale sont la bienfaisance, la non-malfaisance, le respect de l'autonomie et la justice.","Bienfaisance, non-malfaisance, compassion et solidarité","La compassion et la solidarité sont des valeurs importantes en éthique médicale, mais ne font pas partie des quatre grands principes.","Justice, autonomie, paternalisme et bienveillance",Le paternalisme est une approche contraire au respect de l'autonomie et n'est pas un principe éthique.,"Bienfaisance, non-malfaisance, compétence et proportionnalité","La compétence et la proportionnalité sont des éléments importants en éthique médicale, mais ne sont pas considérés comme des principes fondamentaux.",a
29,OIC-009-05-A,Lequel des énoncés suivants décrit le mieux le principe d'autonomie en médecine ?,Cette question évalue la compréhension du concept d'autonomie en médecine.,"Le patient a le droit de refuser tout traitement, même si cela met sa vie en danger.",Cette option est incorrecte car elle ne tient pas compte des situations d'urgence vitale ou des risques pour la collectivité.,Le patient a le droit de participer aux décisions concernant son traitement et de refuser les soins qui lui sont proposés.,Cette option est correcte car elle décrit le principe fondamental d'autonomie en médecine : le patient a le droit de participer aux décisions concernant son traitement et de refuser les soins qui lui sont proposés.,"Le médecin a toujours le dernier mot et doit décider du meilleur traitement pour le patient, même si le patient s'y oppose.",Cette option est incorrecte car elle contredit le principe d'autonomie et la participation du patient aux décisions concernant son traitement.,"Le patient doit toujours suivre les recommandations du médecin, même si cela va à l'encontre de ses convictions personnelles.",Cette option est incorrecte car elle ne tient pas compte du droit du patient à prendre des décisions éclairées en fonction de ses valeurs et de ses convictions.,b
30,OIC-009-06-A,Quel est l'objectif principal de l'information donnée au patient dans le cadre de son parcours de soins ?,Cette question évalue la compréhension du concept de droit et devoir d'information en médecine.,Permettre au patient de choisir entre différentes options thérapeutiques.,"Bien que l'information puisse faciliter le choix, l'objectif principal n'est pas uniquement celui-ci.",Assurer la traçabilité de l'information délivrée en cas de litige.,"La traçabilité est importante, mais pas l'objectif principal de l'information.",Respecter l'autonomie du patient en lui fournissant tous les éléments nécessaires à une décision éclairée.,"C'est l'objectif principal de l'information, permettant au patient de participer activement à ses soins.",Simplifier la compréhension des traitements médicaux par le patient.,"L'information doit être compréhensible, mais l'objectif principal est plus large que la simple simplification.",c
31,OIC-009-08-A,Quel est le rôle principal d'une personne de confiance désignée par un patient ?,Cette question évalue la compréhension du rôle fondamental d'une personne de confiance dans le parcours de soins d'un patient.,Témoigner des désirs du patient en cas d'arrêt ou limitation de soins en fin de vie.,"Bien que la personne de confiance puisse témoigner des désirs du patient dans ces situations, ce n'est pas son rôle principal.","Assiste le patient dans ses démarches de soins, l'accompagne physiquement et/ou psychologiquement et fait le lien avec les équipes médicales.",Cette option correspond au rôle principal d'une personne de confiance.,Prendre des décisions médicales au nom du patient en cas d'incapacité.,La personne de confiance ne prend pas de décisions médicales au nom du patient.,Gérer les finances du patient en cas de maladie.,La gestion financière du patient n'est pas le rôle d'une personne de confiance.,b
32,OIC-009-10-B,Quel est l'objectif principal des mesures de protection juridique des personnes?,Cette question évalue la compréhension des finalités des mesures de protection juridique.,Limiter les libertés individuelles pour protéger la personne.,"Incorrect. Les mesures de protection visent à protéger les droits et la dignité de la personne, tout en respectant ses libertés.",Désigner une personne pour prendre toutes les décisions pour la personne protégée.,"Incorrect. La personne protégée reste impliquée dans les décisions concernant sa vie, dans la mesure de ses capacités.",Assurer l'assistance et la représentation de la personne dans ses intérêts.,Correct. Les mesures de protection visent à aider les personnes qui ne peuvent plus s'occuper seules de leurs intérêts.,Imposer des traitements médicaux sans consentement de la personne.,"Incorrect. Le consentement de la personne protégée est toujours recherché, sauf en cas d'urgence.",c
33,OIC-009-11-A,Quelles sont les trois principales mesures de protection des personnes dont les facultés intellectuelles ou physiques sont altérées ?,"Cette question évalue la connaissance des trois principales mesures de protection juridique : sauvegarde de justice, curatelle et tutelle.","Sauvegarde de justice, curatelle et tutelle",C'est la bonne réponse. Le texte mentionne explicitement ces trois mesures comme étant les principales.,"Curatelle, tutelle et protection des mineurs","La protection des mineurs est une mesure de protection, mais elle n'est pas considérée comme l'une des trois principales.","Sauvegarde de justice, protection des mineurs et mandat de protection",Le mandat de protection n'est pas mentionné comme une des trois principales mesures.,"Tutelle, curatelle et mandat de protection",Le mandat de protection n'est pas mentionné comme une des trois principales mesures.,a
34,OIC-009-14-B,"Selon la législation française, l'interruption médicale de grossesse (IMG) est autorisée dans quel(s) cas?",Cette question évalue la connaissance des conditions légales permettant l'IMG.,Lorsque la femme souhaite interrompre sa grossesse pour des raisons personnelles.,"Incorrecte. L'option décrit une IVG, pas une IMG.",Lorsque la poursuite de la grossesse met en péril grave la santé de la femme ou qu'il existe une forte probabilité que l'enfant à naître soit atteint d'une affection d'une particulière gravité reconnue comme incurable.,Correcte. C'est la définition légale de l'IMG.,Uniquement lorsque la grossesse est le résultat d'un viol.,Incorrecte. L'option décrit une situation spécifique non liée à l'IMG.,Lorsque la femme est mineure et n'a pas l'accord de ses parents.,Incorrecte. L'option décrit une situation spécifique non liée à l'IMG.,b
35,OIC-009-15-B,Quel est l'objectif principal du diagnostic prénatal (DPN) selon la loi française?,Cette question évalue la compréhension de l'objectif légal du diagnostic prénatal.,Détecter toutes les anomalies possibles chez le fœtus.,"Trop large, le DPN se concentre sur les affections graves.","Prévenir ou traiter une affection d'une particulière gravité, dans l'intérêt de l'enfant à naître.",C'est l'objectif principal du DPN selon la loi française.,Permettre aux parents de choisir le sexe de leur enfant.,"Le DPNI peut permettre de déterminer le sexe fœtal, mais ce n'est pas son objectif principal.",Offrir aux parents la possibilité d'interrompre la grossesse à tout moment.,"L'interruption de grossesse est une conséquence possible, mais pas l'objectif principal du DPN.",b
36,OIC-009-16-B,Lequel des énoncés suivants décrit le mieux le diagnostic préimplantatoire (DPI)?,Cette question évalue la compréhension de la définition et des enjeux éthiques du DPI.,Une technique permettant de déterminer le sexe d'un embryon avant sa transplantation.,"Cette option est incorrecte car elle ne mentionne pas l'aspect principal du DPI, à savoir l'analyse du patrimoine génétique pour éviter la transmission de maladies génétiques.",Une méthode permettant de sélectionner des embryons compatibles avec un frère ou une sœur malade afin de servir de donneur de moelle osseuse.,"Cette option est partiellement correcte car elle mentionne une application du DPI, mais elle ne décrit pas la définition générale du DPI.",Une analyse génétique d'un embryon de trois jours pour identifier des anomalies chromosomiques ou des maladies génétiques.,Cette option est correcte car elle décrit la définition principale du DPI : l'analyse génétique d'un embryon pour éviter la transmission de maladies génétiques.,Une technique permettant de modifier le patrimoine génétique d'un embryon pour corriger des anomalies.,"Cette option est incorrecte car elle décrit une technique différente, appelée modification génétique, et non le DPI.",c
37,OIC-009-17-A,Quel est l'enjeu éthique principal concernant l'information du patient en fin de vie ?,"Cette question évalue la compréhension de l'importance de l'information honnête et claire en fin de vie, en respectant l'autonomie du patient.",Fournir une information précise sur la durée restante de vie du patient.,"Cette option se focalise sur la précision du pronostic, qui est difficile à établir en fin de vie et ne reflète pas l'enjeu éthique principal.",Assurer une communication transparente et respectueuse de l'autonomie du patient.,Cette option correspond à l'enjeu éthique principal : informer le patient de manière honnête et claire tout en respectant son droit à l'autonomie.,Minimiser les informations sur les souffrances et les difficultés à venir.,Cette option est incorrecte car elle va à l'encontre du respect de l'autonomie du patient et de son droit à une information complète.,Privilégier les directives des proches du patient plutôt que ses propres souhaits.,Cette option est incorrecte car elle ne respecte pas l'autonomie du patient et son droit à prendre des décisions concernant son propre corps et sa fin de vie.,b
38,OIC-009-18-A,"Selon la loi Clayes-Léonetti, quelle est la définition de l'obstination déraisonnable?",Cette question évalue la compréhension de la définition de l'obstination déraisonnable selon la loi Clayes-Léonetti.,"Le maintien de traitements inutiles, disproportionnés ou ne contribuant qu'au maintien des fonctions vitales, malgré la volonté du patient.",Cette option est correcte. Elle correspond à la définition de l'obstination déraisonnable selon la loi.,"Le refus par le patient de recevoir des traitements médicaux, même si ceux-ci sont nécessaires à sa survie.","Cette option est incorrecte. Il s'agit du droit de refuser un traitement, et non de l'obstination déraisonnable.","La décision d'un médecin d'arrêter un traitement, même si le patient souhaite le poursuivre.",Cette option est incorrecte. Il s'agit d'une violation du droit du patient à décider de son traitement.,La mise en place de traitements palliatifs pour soulager la douleur et les symptômes du patient en fin de vie.,Cette option est incorrecte. Les soins palliatifs ne sont pas synonymes d'obstination déraisonnable.,a
