,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option
10,OIC-005-12-B,"Parmi les éléments suivants, lequel est considéré comme un facteur pouvant conduire à l'ouverture d'un contentieux suite à un accident médical?","La question évalue la connaissance des facteurs pouvant mener à un litige après un événement médical indésirable, conformément à l'objectif de Rang B spécifié.",Une communication déficiente entre l'équipe soignante et le patient.,"Une mauvaise communication est un facteur reconnu pouvant entraîner un manque de confiance, des malentendus et potentiellement un contentieux.",L'utilisation d'un matériel médical conforme aux normes en vigueur.,"L'utilisation de matériel conforme est une bonne pratique et ne constitue pas un facteur de risque de contentieux, mais plutôt un élément de prévention.",La présence d'une politique de remplacement du personnel absent.,"Une politique de remplacement adéquate est un facteur organisationnel positif visant à maintenir la qualité des soins et à prévenir les erreurs, donc pas un facteur de contentieux.",Le respect des protocoles établis par l'établissement de santé.,"Le respect des protocoles est une obligation et une bonne pratique, et non un facteur conduisant à un contentieux. Au contraire, son non-respect peut en être une cause.",a
11,OIC-005-13-A,"Parmi les propositions suivantes, laquelle décrit un facteur humain individuel pouvant favoriser une erreur médicale?","La question évalue la compréhension des facteurs humains individuels qui peuvent conduire à des erreurs médicales, conformément à l'objectif de connaissance OIC-005-13-A (Rang A).",Le manque de connaissances ou de compétences de l'opérateur.,"Le manque de connaissances, de compétences ou d'expérience est explicitement mentionné dans le texte comme un facteur humain individuel pouvant conduire à des erreurs.",Une mauvaise organisation de l'équipe soignante.,"Une mauvaise organisation de l'équipe est un facteur humain collectif, et non individuel.",Un manque de communication entre les membres de l'équipe.,"Un manque de communication est un facteur humain collectif, lié au travail d'équipe, et non individuel.",L'attitude ou le comportement du patient.,"L'attitude ou le comportement du patient est mentionné comme un facteur lié au patient, influençant le risque d'erreur, mais n'est pas un facteur humain individuel de l'équipe soignante.",a
12,OIC-005-14-B,Laquelle des définitions suivantes correspond à une barrière de récupération dans le contexte de la prévention des erreurs médicales?,"La question évalue la compréhension de la définition d'une barrière de récupération, un concept clé dans la prévention des erreurs médicales, spécifiquement tel que présenté dans le texte source.",Une défense qui permet de corriger une erreur avant qu'elle n'entraîne des conséquences pour le patient.,Cette définition correspond à la description donnée dans le texte source pour les barrières de récupération : l'erreur a été commise mais récupérée avant d'avoir des conséquences.,Une défense visant à empêcher la survenue de l'erreur et de l'accident.,"Cette définition correspond à une barrière de prévention, comme la check-list chirurgicale mentionnée dans le texte.",Une défense visant à limiter les conséquences d'une erreur qui a été commise et n'a pas été récupérée.,"Cette définition correspond à une barrière d'atténuation, comme l'intervention rapide pour gérer un arrêt cardiaque suite à une erreur médicamenteuse.","Une défense immatérielle telle qu'une loi, une consigne ou une procédure.","Ceci décrit une nature possible d'une barrière (immatérielle), mais pas spécifiquement une barrière de récupération. Les barrières peuvent être immatérielles ou matérielles et appartiennent aux trois types (prévention, récupération, atténuation).",a
13,OIC-005-15-B,Quelle est la caractéristique fondamentale d'une démarche de culture positive de l'erreur dans le domaine de la santé?,"La question porte sur la définition et les principes d'une culture positive de l'erreur, un concept lié à la gestion des risques et à la sécurité des patients.",La non-culpabilisation de la personne ayant commis l'erreur.,"C'est la définition centrale d'une culture positive de l'erreur. L'objectif est d'encourager le signalement et l'analyse des erreurs sans chercher de coupable, afin d'améliorer les systèmes et prévenir la répétition.",L'identification systématique du dernier maillon de la chaîne de soins comme responsable.,C'est l'inverse d'une culture positive de l'erreur. Une telle approche culpabilisante décourage le signalement et empêche l'amélioration des systèmes.,L'obligation de sanctionner tout signalement d'erreur pour maintenir la discipline.,C'est contraire à une culture positive de l'erreur. La sanction décourage le signalement et cache les problèmes.,La focalisation exclusive sur les conséquences financières de l'erreur pour le patient.,"Bien que les conséquences financières puissent être importantes, la culture positive de l'erreur se concentre principalement sur l'analyse des causes et la prévention, pas uniquement sur l'indemnisation.",a
14,OIC-006-01-A,"Parmi les affirmations suivantes, laquelle décrit un avantage du travail en équipe pluriprofessionnelle?","La question évalue la compréhension des bénéfices du travail en équipe pluriprofessionnelle, conformément à l'objectif de connaissance fourni (OIC-006-01-A).",Il constitue une barrière de sécurité contre les événements indésirables.,Correct. Le texte source indique que le travail en équipe pluriprofessionnelle est considéré comme une barrière de sécurité contre les événements indésirables.,Il permet une spécialisation accrue de chaque professionnel.,"Incorrect. Bien que la spécialisation soit importante, le travail en équipe met l'accent sur la collaboration et la complémentarité, pas nécessairement sur une spécialisation accrue isolée.",Il réduit la nécessité de communication entre les professionnels.,Incorrect. Le travail en équipe pluriprofessionnelle implique une communication active et régulière entre les membres de l'équipe.,Il diminue la qualité de la prise en charge du patient.,Incorrect. Le texte source indique que le travail en équipe pluriprofessionnelle est un facteur de qualité de la prise en charge du patient.,a
15,OIC-006-03-A,Quelle est la définition du parcours de soins?,"Cette question évalue la compréhension de la définition du parcours de soins, un concept clé dans l'organisation du système de santé.",L'organisation et la coordination du juste enchaînement des compétences professionnelles au long de la prise en charge d'un patient.,Cette définition correspond exactement à la description fournie dans le contenu source.,L'ensemble des établissements de santé publics et privés accessibles aux patients.,"Cette option décrit l'offre de soins, pas le parcours de soins.",La liste des professionnels de santé conventionnés par l'Assurance Maladie.,"Cette option décrit un aspect de l'organisation des professionnels de santé, mais pas la définition du parcours de soins.",Le cheminement administratif suivi par un patient pour obtenir un remboursement de ses frais de santé.,"Cette option décrit une procédure administrative liée à l'assurance maladie, pas le parcours de soins.",a
16,OIC-006-04-B,"Qu'est-ce qu'un protocole pluriprofessionnel, selon la définition fournie?","La question évalue la compréhension de la définition d'un protocole pluriprofessionnel, en se basant sur le texte fourni.","Un consensus sur la prise en charge d'une pathologie par plusieurs professionnels, incluant des outils comme des aide-mémoires.","Cette proposition reprend les éléments clés de la définition : consensus, prise en charge pluriprofessionnelle, outils spécifiques (aide-mémoires, checklists, aides à la prescription). C'est la définition correcte.",Un ensemble de règles imposées par l'administration pour standardiser les soins dans un établissement.,"Cette proposition est incorrecte. Un protocole pluriprofessionnel est basé sur un consensus professionnel, pas sur des règles administratives imposées.","Une liste exhaustive de tous les traitements possibles pour une maladie donnée, établie par un seul spécialiste.","Cette proposition est incorrecte. Un protocole pluriprofessionnel implique plusieurs professionnels et est basé sur un consensus, pas sur une liste exhaustive établie par un seul spécialiste.",Un document décrivant les procédures d'urgence à suivre en cas d'arrêt cardiaque.,"Cette proposition est incorrecte. Bien que les protocoles puissent concerner des situations d'urgence, la définition générale d'un protocole pluriprofessionnel est plus large et concerne la prise en charge de maladies aiguës ou chroniques.",a
17,OIC-006-05-A,Quel est le principal objectif des Réunions de Concertation Pluridisciplinaire (RCP)?,"Cette question évalue la compréhension de la définition et du but principal des RCP, en se basant sur le texte fourni.",Prendre une décision collégiale sur la meilleure prise en charge d'un patient.,Correct. Le texte définit les RCP comme des réunions collégiales visant à déterminer la meilleure prise en charge du patient en fonction de l'état de la science.,Valider l'obligation de développement professionnel continu (DPC) pour les médecins.,"Incorrect. Bien que le texte mentionne que les RCP permettent de valider l'obligation de DPC, ce n'est pas leur objectif principal, mais plutôt une conséquence ou un avantage secondaire.",Se concentrer exclusivement sur la stratégie diagnostique des patients atteints de cancer.,"Incorrect. Le texte indique que les RCP sont systématiquement organisées en cancérologie pour définir la stratégie diagnostique, thérapeutique et de suivi, et peuvent être organisées dans d'autres domaines pour des prises en charge complexes.",Remplacer la décision individuelle du médecin traitant par une décision collective.,"Incorrect. Les RCP visent à compléter et à enrichir la décision médicale individuelle par une approche collégiale et pluridisciplinaire, pas à la remplacer complètement.",a
18,OIC-006-06-A,"Quel est l'objectif principal des listes de vérification (check-lists) en matière de sécurité du patient, notamment au bloc opératoire?","Cette question évalue la compréhension de l'objectif des check-lists dans le contexte de la sécurité des soins, en particulier au bloc opératoire, conformément à l'objectif de connaissance OIC-006-06-A de Rang A.",Assurer le partage d'informations et la vérification croisée des éléments essentiels avant et pendant une procédure.,"Cette option décrit correctement l'objectif principal des check-lists, qui est de standardiser les procédures, de favoriser la communication et la vérification mutuelle des informations critiques (identité du patient, procédure, site, etc.) pour réduire les erreurs.",Remplacer la nécessité de la communication verbale entre les membres de l'équipe soignante.,"Cette option est incorrecte. Les check-lists sont un outil complémentaire à la communication, pas un substitut. Elles structurent la communication et la vérification, mais ne la remplacent pas.",Servir de support de formation initiale pour les nouveaux arrivants dans un service.,"Cette option est incorrecte. Bien que les check-lists puissent être utilisées dans la formation, leur objectif principal est l'amélioration de la sécurité des soins lors de la pratique quotidienne, pas la formation initiale.",Documenter de manière exhaustive toutes les actions réalisées par l'équipe soignante pendant une intervention.,"Cette option est incorrecte. Les check-lists se concentrent sur les points critiques et les vérifications essentielles, pas sur la documentation exhaustive de toutes les actions. La documentation complète relève d'autres procédures (compte-rend opératoire, etc.).",a
19,OIC-006-07-A,Quelle est la principale finalité d'une réunion de morbi-mortalité (RMM)?,"Cette question évalue la compréhension de l'objectif principal des RMM, conformément à l'objectif de connaissance Rang A spécifié.",Analyser collectivement des événements indésirables pour mettre en œuvre des actions de prévention.,"Correct. La description de l'objectif de la RMM indique qu'elle vise à analyser collectivement des situations cliniques problématiques (événements indésirables) afin de mettre en œuvre des actions de prévention, de récupération ou d'atténuation.",Évaluer individuellement les performances des professionnels de santé impliqués dans un événement.,"Incorrect. Les RMM sont des analyses collectives, pas individuelles, et visent l'amélioration systémique, pas l'évaluation punitive des individus.",Remplacer les audits cliniques traditionnels pour garantir la qualité des soins.,"Incorrect. Les RMM sont un outil spécifique d'analyse des événements indésirables, complémentaire d'autres démarches qualité comme les audits, et ne les remplacent pas.",Servir de plateforme de formation continue obligatoire pour tous les professionnels de santé.,"Incorrect. Bien que les RMM puissent contribuer au DPC, leur objectif principal n'est pas la formation continue obligatoire, mais l'analyse d'événements et la mise en place d'actions correctives.",a
20,OIC-006-08-A,"Parmi les propositions suivantes, laquelle décrit correctement un élément clé de l'organisation des urgences en France, tel que présenté dans le texte?","La question évalue la compréhension de l'organisation des urgences en France, en se basant sur les informations fournies dans le texte source. Elle cible spécifiquement l'objectif de connaissance concernant l'organisation des urgences (SAMU, SMUR, structures d'urgences et spécialisées) et la gestion d'un appel d'urgence.",Le Samu-Centre 15 assure une écoute médicale permanente et détermine la réponse la plus adaptée à l'appel.,"Cette proposition décrit fidèlement les missions principales du Samu-Centre 15, telles que mentionnées dans le texte (écoute médicale permanente, détermination de la réponse adaptée).",Les SMUR sont déclenchés par les hôpitaux pour prendre en charge les patients déjà présents dans les structures d'urgences.,"Cette proposition est incorrecte. Les SMUR sont déclenchés par le Samu-Centre 15 pour intervenir sur place, en dehors de l'hôpital, avant le transport vers un établissement de santé.",La gestion d'un appel d'urgence commence par un médecin régulateur qui prend immédiatement toutes les décisions concernant les soins et le transport.,"Cette proposition est incorrecte. La gestion d'un appel commence par un assistant de régulation médicale (ARM) qui identifie la situation, puis un médecin régulateur (MR) prend en charge l'appel pour évaluer les besoins et engager les moyens nécessaires. L'ARM joue un rôle initial crucial.",Les structures des urgences (SU) ne prennent en charge que les patients présentant des problèmes de santé aigus et nécessitant une hospitalisation.,"Cette proposition est incorrecte. Les SU assurent la prise en charge des'venues non programmées' sans sélection, y compris les situations d'urgence psychiatrique, et ne se limitent pas aux patients nécessitant une hospitalisation.",a
21,OIC-008-01-A,Quelle est la définition d'une discrimination selon le texte fourni?,"La question évalue la compréhension de la définition de la discrimination, conformément à l'objectif de Rang A spécifié.","Un traitement différencié basé sur des critères prohibés, entraînant un préjudice.","Cette option reprend la définition donnée dans le texte : 'Une discrimination consiste à faire une différence de traitement, selon des critères prohibés, et entraînant un préjudice pour la personne.' C'est la définition correcte.",Un refus de soin basé sur la compétence du professionnel.,"Cette option décrit une situation où le refus de soin est légitime (ne pas pratiquer en dehors de sa compétence), et non une discrimination. C'est incorrect.",L'utilisation de stéréotypes pour catégoriser les patients.,"Bien que l'utilisation de stéréotypes puisse mener à des discriminations (mécanisme), ce n'est pas la définition même de la discrimination. C'est un mécanisme, pas la définition. C'est incorrect.",Une politique de santé publique ciblant des populations spécifiques.,Le texte précise qu'une politique de santé ciblée n'est pas forcément une discrimination si elle est proportionnée et justifiée par des enjeux de santé publique. Ce n'est donc pas la définition générale de la discrimination. C'est incorrect.,a
22,OIC-008-02-B,Quelle est la définition des discriminations?,"La question évalue la compréhension de la définition des discriminations, conformément à l'objectif de Rang A spécifié.","Des traitements différenciés basés sur des caractéristiques personnelles ou de groupe, pouvant entraîner des désavantages.","Cette définition correspond à la compréhension générale des discriminations, impliquant une distinction basée sur des attributs spécifiques et des conséquences potentiellement négatives.",L'ensemble des inégalités sociales et de santé observées dans une population.,"Cette option décrit les inégalités sociales et de santé, qui sont des conséquences potentielles des discriminations, mais pas la définition même des discriminations.",Le phénomène par lequel certaines personnes renoncent à utiliser les services de santé auxquels elles ont droit.,"Cette option décrit le 'non-recours' aux soins, qui peut être une conséquence des discriminations, mais n'est pas la définition des discriminations elles-mêmes.",L'accumulation de désavantages qui affecte négativement la santé d'une personne.,"Cette option décrit un mécanisme par lequel les discriminations peuvent impacter la santé (l'accumulation de désavantages), mais ne constitue pas la définition des discriminations.",a
23,OIC-008-03-B,"Selon le texte, quelles sont les causes des discriminations en santé?","Cette question évalue la compréhension des causes structurelles et organisationnelles des discriminations dans le système de santé, conformément à l'objectif de connaissance spécifié (OIC-008-03-B).",Des facteurs structurels et organisationnels liés au système de santé lui-même.,"Correct. Le texte identifie plusieurs facteurs structurels et organisationnels (rapport de pouvoir, hétérogénéité des pratiques, inégalités territoriales, manque de coordination, recours insuffisant à l'interprétariat, logiques économiques) comme causes des discriminations en santé.",Uniquement des représentations sociales et un manque de vigilance des soignants.,"Incorrect. Le texte précise que les discriminations ne sont pas uniquement dues à des représentations sociales ou à un manque de vigilance, mais aussi à des dysfonctionnements systémiques.",Principalement des inégalités territoriales de l'offre de soin.,"Incorrect. Les inégalités territoriales sont un facteur mentionné, mais le texte indique qu'il existe plusieurs autres facteurs structurels et organisationnels.",Exclusivement des logiques économiques en tension avec les objectifs de soins.,"Incorrect. Les logiques économiques sont un facteur mentionné, mais le texte indique qu'il existe plusieurs autres facteurs structurels et organisationnels.",a
24,OIC-009-01-A,"Quelle est la définition de l'éthique, telle qu'elle est présentée dans le texte fourni?","La question évalue la compréhension de la définition de l'éthique, un objectif de Rang A.","Une compétence individuelle et collective de réflexion critique sur la dimension morale des actions, permettant de questionner les normes et d'arbitrer entre obligations morales.","Cette définition correspond à la description de l'éthique donnée dans le texte, mettant l'accent sur la réflexion critique, le questionnement des normes morales et l'arbitrage.","Un ensemble de règles de bonnes pratiques professionnelles qui balisent la relation soignant-soigné, définissant un cadre pour la responsabilité professionnelle.","Cette définition correspond à la déontologie, et non à l'éthique. Le texte distingue clairement les deux.","Un jugement de valeur qui prescrit ou interdit des actions, reflétant l'état de pensée d'une société ou un dogme.","Cette définition correspond à la morale, et non à l'éthique. Le texte distingue clairement les deux.","Un ensemble de règles juridiques qui régissent la société, gèrent les conflits et prévoient des sanctions, appliqué au système de santé sous le nom de droit de la santé.","Cette définition correspond au droit, et non à l'éthique. Le texte distingue clairement les deux.",a
25,OIC-009-02-A,Quelle est la définition de la bioéthique selon le texte fourni?,"La question évalue la compréhension de la définition de la bioéthique, un objectif de Rang A.","Un domaine de recherches philosophiques, de débats publics et de règles juridiques concernant l'éthique de la recherche, le développement et l’usage des techniques dans les sciences de la vie et le champ de la santé, les pratiques biomédicales.",Cette définition correspond exactement à la description donnée dans le texte.,L'ensemble des principes moraux qui guident la pratique médicale.,"Cette définition correspond davantage à l'éthique médicale ou à la déontologie médicale, pas spécifiquement à la bioéthique.",L'étude des questions éthiques liées à la survie de l'être humain et de la planète.,"Cette définition correspond à la vision initiale de V.R. Potter, mais le texte précise que la bioéthique est devenue un sous-ensemble de l'éthique en santé, axée sur les biotechnologies.",L'ensemble des règles et obligations professionnelles des médecins.,Cette définition correspond à la déontologie médicale.,a
26,OIC-009-03-A,Quelle est la définition de la déontologie médicale selon le texte fourni?,"La question évalue la compréhension de la définition de la déontologie médicale, spécifiquement en se basant sur le texte fourni.","L'ensemble des devoirs des médecins envers les patients, les autres professionnels et la société, servant de référence juridique et de guide pratique.","Cette définition correspond précisément à la description donnée dans le texte source, qui explique que la déontologie médicale rassemble les éléments d'un discours sur les devoirs des médecins et sert de référence aux instances juridictionnelles de l'Ordre des médecins ainsi que de guide quotidien.",L'étude philosophique des principes moraux généraux applicables à la médecine.,"Cette définition correspond davantage à l'éthique médicale, qui traite des principes moraux fondamentaux, plutôt qu'à la déontologie, qui concerne les règles et devoirs spécifiques à la profession.",L'ensemble des lois et règlements régissant l'exercice de la médecine.,"Bien que la déontologie soit subordonnée aux lois, elle ne se limite pas à elles. Elle comprend également des règles propres à la profession, établies par l'Ordre des médecins, qui précisent l'exercice professionnel au-delà du cadre légal strict.",L'application des principes de bioéthique aux pratiques médicales.,"La bioéthique est un domaine plus large qui englobe des questions morales liées à la biologie et à la médecine, souvent à un niveau plus fondamental que la déontologie, qui est plus axée sur les règles professionnelles.",a
