mcq,cop,llm_cop
"-----
Question:
Which of the following drug can be given intravenously,epidurallyor by transdermal route
Options:
a) Thiopentone
b) Succinylcholine
c) Vecuronium
d) Fentanyl
-----
",3,2
"-----
Question:
Not intravenous Anasthetic agent
Options:
a) Ketamine
b) Thiopantone
c) Etomidate
d) Cyclopropane
-----
",3,1
"-----
Question:
True about Epidural anesthesia – a) Effects start immediatelyb) C/I in coagulopathiesc) Given in subarachnoid spaced) Venous return decreases
Options:
a) bd
b) d
c) ab
d) ac
-----
",0,3
"-----
Question:
Armoured endotracheal tube is used in surgeries all except
Options:
a) Neurosurgery
b) Cleft lip surgery
c) Spine surgery
d) Neck surgery
-----
",1,1
"-----
Question:
Site of action of vecuronium is?
Options:
a) Cerebrum
b) Reticular formation
c) Motor neuron
d) Neuro-muscular junction
-----
",3,3
"-----
Question:
Muscle relaxant of choice in hepatic and renal failure –
Options:
a) Cisatracurium
b) Rocuronium
c) Vecuronium
d) Rapacuronium
-----
",0,0
"-----
Question:
Which one of the following local anaesthetic is highly cardiotoxic –
Options:
a) Lignocaine
b) Procaine
c) Mepivacaine
d) Bupivacaine
-----
",3,1
"-----
Question:
Complete neuromuscular blocking agent with shortest duration of action
Options:
a) Rocuronium
b) Pipecuronium
c) Mivacurium
d) Pancuronium
-----
",2,3
"-----
Question:
A 63-year-old man undergoes a paial gastrectomy with Billroth II reconstruction for intractable peptic ulcer disease. He presents several months postoperatively with a megaloblastic anemia. Which of the following is the best treatment for this surgical complication?
Options:
a) Transfusion with 1 unit of packed red blood cells
b) Oral iron supplementation
c) Oral vitamin B12 supplementation
d) Intravenous vitamin B12 (cyanocobalamin) supplementation
-----
",3,3
"-----
Question:
Succinylcholine is contraindicated in  all except
Options:
a) Burns
b) Muscle dystrophy
c) Rapid sequence intubation
d) Neuromuscular disease
-----
",2,0
"-----
Question:
Nerve carrying motor component of light reflex?
Options:
a) 1St nerve
b) 2"" nerve
c) 3' nerve
d) 4th nerve
-----
",2,0
"-----
Question:
Stages of anaesthesia were established by –
Options:
a) Ether
b) N2O
c) Halothane
d) Chloroform
-----
",0,0
"-----
Question:
Fastest acting agent :
Options:
a) Sefoflurane
b) Sefoflurane
c) Isoflurane
d) None
-----
",1,2
"-----
Question:
About CPAP all are true except –
Options:
a) Given prophylactically in all preterm with respiratory distress
b) Started with FiO2 50-60%
c) Given in infants less than 28 weeks and less than 1 kg weight
d) Improves oxygenation and improves lung compliance
-----
",1,0
"-----
Question:
What is maintenance fluid per hour requirement for 60 kg adult:-
Options:
a) 100 ml/ hour
b) 80 ml / hour
c) 120 ml/hour
d) 60 ml/hr
-----
",0,0
"-----
Question:
In modified rapid sequence induction (RSI) which is neuromuscular blocker of choice:-
Options:
a) Rocuronium
b) Vecuronium
c) Rapacuronium
d) Atracurium
-----
",0,1
"-----
Question:
Inducing agent of choice in asthma
Options:
a) Etomidate
b) Ketamine
c) Propofol
d) Induction
-----
",1,3
"-----
Question:
Standard method to differentiate between endotracheal and esophageal intubation is?
Options:
a) End tidal CO2
b) Chest X-rays
c) Auscultation
d) Paial pressure of 02
-----
",0,0
"-----
Question:
All is true about ropivacaine except:
Options:
a) It is enantiomer of Bupivacaine
b) Can be safely used in labour analgesia in lower concentrations
c) It is less potent and less lipid soluble than Bupivacaine
d) Cardiotoxicity is similar to as that of Bupivacaine
-----
",3,0
"-----
Question:
In infant (full term) diameter (mm) length (cm) of ETT used are
Options:
a) 3.5, 16
b) 7,12
c) 3.5, 12
d) 7,10
-----
",2,0
"-----
Question:
Magnesium and neuromuscular - blockade: True statement
Options:
a) Reduction neuromuscular - blockade when magnesium is administered to patients
b) Interaction probably more pronounced with magnesium and vecuronium
c) Accentuates blockades by nondepolorizing agents, not by depolarizing drugs
d) All of the above
-----
",1,3
"-----
Question:
Which of the following facts is false regarding halothane?
Options:
a) It is a pleasant smelling gas
b) | Vagal tone
c) Sensitises myocardium to catecholamines
d) It can cause postoperative hepatitis
-----
",1,1
"-----
Question:
All of the following are Nondepolarising muscular blockers Except
Options:
a) Pancuranium
b) Dexacurium
c) D-Tubocurarine
d) Succinylcholine
-----
",3,3
"-----
Question:
In which plane of anaesthesia, movement of eyeball is lost –
Options:
a) Stage 3, Plane 1
b) Stage 1, Plane 3
c) Stage 2, Plane 3
d) Stage 4
-----
",0,0
"-----
Question:
Systemic toxicity is more with
Options:
a) Spinal anaesthesia
b) Epidural anaesthesia
c) Both
d) None
-----
",1,2
"-----
Question:
An anesthesia resident was giving spinal anesthesia when the patient had sudden aphonia and loss of consciousness. What could have happened?
Options:
a) Total spinal
b) Paial spinal
c) Vaso vagal attack
d) Intra vascular injection
-----
",2,2
"-----
Question:
In a patient with fixed respiratory obstruction Helium is used along with Oxygen instead of plain oxygen because –
Options:
a) It decreases oxygenation
b) It decreases turbulence
c) It decreases the dead space
d) It provides analgesia
-----
",1,2
"-----
Question:
What difficulty is assessed by Mallampati score/classification-
Options:
a) Inadequate mouth opening
b) Sho and thick neck
c) Long upper incisors
d) Large tongue
-----
",3,0
"-----
Question:
Repeated use of halothane causes
Options:
a) Hepatitis
b) Pancreatitis
c) Encephalitis
d) Meningitis
-----
",0,0
"-----
Question:
Which of the following local anaesthetic causes methemoglobinemia?
Options:
a) Procaine
b) Prilocaine
c) Etidocaine
d) Ropivacaine
-----
",1,0
"-----
Question:
Which intravenous anaesthetic can be used for upper airway manipulation in absence of neuromuscular blockers-
Options:
a) Thiopentone
b) Propofol
c) Etomidate
d) Ketamine
-----
",1,0
"-----
Question:
The BEST indication of a difficult intubation in morbid obesity:
Options:
a) Mallampatti Score
b) Neck circumference
c) Limited neck movement
d) Body weight
-----
",1,2
"-----
Question:
Which of the following tube has high pressure - low volume cuff-
Options:
a) Red rubber tube
b) RAE tube
c) Laser tube
d) Microlaryngeal tube
-----
",2,3
"-----
Question:
Which of the following can lower EEG amplitude
Options:
a) N20
b) Ketamine
c) Hypothermia
d) Early hypoxia
-----
",2,2
"-----
Question:
Infant circuit for anaesthesia ?
Options:
a) Bains circuit
b) Magill circuit
c) Ayres t piece
d) Water's circuit
-----
",-1,0
"-----
Question:
Antibiotic potentiating the effect of NM blocker?
Options:
a) Erythromycin
b) Amino glycos ide
c) Co-trimoxazole
d) Nitrofurantoin
-----
",1,2
"-----
Question:
High air way resistance is seen in
Options:
a) Respiratory bronchiole
b) Terminal bronchiole
c) Intermediate bronchiole
d) Main bronchus
-----
",3,3
"-----
Question:
During epidural analgesia the following points suggests that needle is in the extradural space
Options:
a) Loss of resistance sign
b) Negative pressure sign
c) Mackintosh extradural space indicator
d) All of the above
-----
",3,3
"-----
Question:
The reversal of neutromuscular blockade with d–T–C is done with –
Options:
a) Scoline
b) Neostimine
c) Atropine
d) Dantrolene
-----
",1,3
"-----
Question:
Criteria for brain death A/E – a) ECGb) EEGc) Brain stem reflexd) ↓body temperaturee) Pupillary dilatation
Options:
a) abcd
b) bcde
c) abde
d) ade
-----
",2,2
"-----
Question:
What is the intraoperative use of following devise
Options:
a) To prevent intraoperative awareness
b) To measure cerebral oxygenation
c) None of the above
d) Both
-----
",0,1
"-----
Question:
Which one of the following agents sensitizes the myocardium to catecholamines -
Options:
a) Isoflurane
b) Ether
c) Halothane
d) Propofol
-----
",2,3
"-----
Question:
Which of the following statements about inhalation anesthetic agents is wrong?
Options:
a) Sevoflurane is more potent than isoflurane
b) Sevoflurane is less cardiodepressant than isoflurane
c) Desflurane has lower blood-gas paition coefficient than sevoflurane
d) Sevoflurane has a higher MAC than isoflurane
-----
",0,0
"-----
Question:
A patient developed fasciculations when a muscle relaxant was administered for a surgery. Train of fasciculations is seen in:
Options:
a) Mivacurium
b) Succinylcholine
c) Baclofen
d) Gallamine
-----
",1,0
"-----
Question:
All are constituents of soda lime except
Options:
a) Ca(OH)2
b) Ba(OH)2
c) Silica
d) Moisture
-----
",1,3
"-----
Question:
A 62-year-old woman with a history of coronary aery disease presents with a pancreatic head tumor and undergoes a pancreaticoduodenectomy. Postoperatively, she develops a leak from the pancreaticojejunostomy anastomosis and becomes septic. A Swan-Ganz catheter is placed, which demonstrates an increased cardiac output and decreased systemic vascular resistance. She also develops acute renal failure and oliguria. Which of the following is an indication to sta dopamine?
Options:
a) To increase splanchnic flow
b) To increase coronary flow
c) To decrease hea rate
d) To lower peripheral vascular resistance
-----
",1,3
"-----
Question:
Addition of epinephrine to lignocaine?
Options:
a) Increaseses distribution of LA
b) Decreases absorption of LA
c) Decreases duration of LA
d) Increases metabolism of LA
-----
",-1,0
"-----
Question:
A resident at the emergency department is preparing for a lumbar puncture in a 26 years old female with suspected subarachnoid bleeding. Although she presented with altered sensorium, CT brain was found to be normal. During LP, which structure is pierced after the spinal needle crosses interspinous ligament?
Options:
a) Ligamentum flavum
b) Arachnoid membrane
c) Areolar tissue
d) Subarachnoid space
-----
",0,3
"-----
Question:
True statement regarding halothane is – a) Reduces arterial pressureb) Increases heart ratec) Decreases cardiac outputd) Increases sympathoadrenal activity
Options:
a) ac
b) bc
c) ad
d) b
-----
",0,2
"-----
Question:
IV dose of 1:10000 concentration of epinephrine in pre term baby is-
Options:
a) 0.1ml
b) 0.2ml
c) 0.3 ml
d) 0.4 ml
-----
",1,0
"-----
Question:
Blind nasal intubation is indicated in –
Options:
a) Temporomandibular joint ankylosis
b) Cervical spondylitis
c) Fracture mandible
d) Traumatic quadriplegia
-----
",0,0
"-----
Question:
In emergency caesarian section rapid induction of anaesthesia is done to –
Options:
a) Prevent gastric aspiration
b) Prevent fetal depression
c) To decrease awareness
d) All of the above
-----
",0,3
"-----
Question:
A Patient in medical intensive care unit who is intubated ,suddenly removes the endotracheal tube. What should be done next?
Options:
a) Sedate and reintubate
b) Make him sit and do physiotherapy
c) Assess the patient and give bag and mask ventilation and look for spontaneous breathing
d) Give bag and mask ventilation and intubate
-----
",2,2
"-----
Question:
A cardiovascular parameter helpful in diagnosis of anaphylaxis during anaesthesia:
Options:
a) Dysrhythmia
b) Bradycardia
c) Increased peripheral vascular resistance
d) Hypotension
-----
",3,3
"-----
Question:
What is the modification of the Mapelson E breathing system used in infants?
Options:
a) Mapleson A
b) Mapleson B
c) Mapleson C
d) Mapleson F
-----
",3,0
"-----
Question:
General anaesthetic agent causing sympathetic stimulation: September 2011
Options:
a) Thiopental
b) Ketamine
c) Midazolam
d) Etomidate
-----
",1,2
"-----
Question:
Which one of the following local anesthetics belongs to the ester group?
Options:
a) Procaine
b) Lignocaine
c) Bupivacaine
d) Mepivacaine
-----
",0,0
"-----
Question:
A patient after giving inhalational anaestheia developed fulminant hepatitis, patient was exposed to same drug previously. Which is the drug
Options:
a) Halothane
b) N20
c) Enflurane
d) Isoflurane
-----
",0,0
"-----
Question:
Muscle relaxant that can be used in a patient with high serum bilirubin of 6.0 and serum creatinine of 4.5 mg/ dL?
Options:
a) Atracurium
b) Vecuronium
c) Pancuronium
d) Mivacurium
-----
",0,3
"-----
Question:
Local anaesthetics act on
Options:
a) Inactivated voltage gated sodium channels
b) Inactivated ligand gated potassium channels
c) Resting ligand gated potassium channels
d) Resting voltage gated sodium channels
-----
",0,0
"-----
Question:
A male patient suddenly became tachypneic, hypoxic, and febrile after few hours of anesthesia during an abdominal surgery. Mendelson's syndrome is suspected. What can be the cause in this patient to develop this syndrome?
Options:
a) Hypersensitivity reaction to anesthetic agent
b) Gastric aspiration
c) Faulty intubation
d) Asphyxia due to tracheal stenosis
-----
",1,3
"-----
Question:
The disease with known association with malignant hyperthermia is
Options:
a) Huntington chorea
b) Fabry disease
c) Burns
d) Denborough syndrome
-----
",3,0
"-----
Question:
In pediatric epidural anaestheisia, volume of local anaesthetic given to cause sacral dermatome block is-
Options:
a) 0.5 -1 ml/kg
b) 2 - 4 ml/kg
c) 5 -10 ml/kg
d) None
-----
",0,1
"-----
Question:
Following group of drugs is not the first line in the management of chronic pain?
Options:
a) Opioids
b) Antiepileptics
c) Serotonergic drugs
d) Dopamine antagonist
-----
",3,1
"-----
Question:
Percentage of Halothane metabolized -
Options:
a) 50%
b) 5%
c) 2.50%
d) 25%
-----
",3,1
"-----
Question:
All true about effect of propofol on Respiratory system except-
Options:
a) Depresses respiratory centre
b) Depresses respiratory drive
c) Bronchodilator
d) Inhibits hypoxic pulmonary vasoconstriction
-----
",3,2
"-----
Question:
Which is neuromuscular blocker of choice for rapid sequence induction if succinylcholine is contraindicated.
Options:
a) Rocuronium
b) Rapacuronium
c) Vecuronium
d) Atracurium
-----
",0,0
"-----
Question:
Tachypnoea is associated with the following agent:
Options:
a) Ether
b) Halothane
c) Trilene
d) Cyclopropane
-----
",2,0
"-----
Question:
Which of the following is false with regards to bupivacaine
Options:
a) Bupivacaine concentration for epidural anaesthesia is 0.5%
b) Bupivacaine concentration for spinal anaesthesia is 0.5%
c) Bupivacaine is used frequently for i.v regional anaesthesia
d) Bupivacaine is most potent local anaesthetic
-----
",2,2
"-----
Question:
Pulse oximetry – a) Locates the isobestic point of hemoglobin and measure oxygen saturationb) Is inaccurate in the presence of fetal hemoglobinc) Is inaccurate in the presence of caboxyhemoglobind) Measures oxygen content
Options:
a) a
b) bc
c) ac
d) b
-----
",2,3
"-----
Question:
Which of the following local anesthetics is useful for topical administration only?
Options:
a) Procaine
b) Bupivacaine
c) Etidocaine
d) Benzocaine
-----
",3,3
"-----
Question:
In spinal anaesthesia drug is deposited between:
Options:
a) Mater and duramater
b) Piamater and arachnoid
c) Below duramater
d) Above piamater
-----
",1,1
"-----
Question:
Gas is filled as liquid in cylinder in – a) O2b) CO2 c) N2Od) Cyclopropanee) Halothane
Options:
a) bcd
b) d
c) ab
d) ac
-----
",0,3
"-----
Question:
Lower segment caesarean section can be carried out under all of the following techniques of anaesthesia except
Options:
a) General anaesthesia
b) Spinal anaesthesia
c) Caudal anaesthesia
d) Combined spinal epidural anaesthesia.
-----
",2,0
"-----
Question:
Least cardiovascular side effects found in –
Options:
a) Isoflurane
b) Enflurane
c) Trilene
d) Ketamine
-----
",0,2
"-----
Question:
In a child with intestinal obstruction with deranged liver function test, the anesthetic of choice is -
Options:
a) Enflurane
b) Isoflurane
c) Halothane
d) Sevoflurane
-----
",3,0
"-----
Question:
A 6 month old child is suffering from patent ductus aeriosus (PDA) with congestive cardiac failure. Ligation of ductus aeriosus was decided for surgical management. The most appropriate inhalational anaesthetic agent of choice with minimal haemodynamic alteration for induction of anaesthesia is:
Options:
a) Sevoflurane
b) Isoflurane
c) Enflurane
d) Halothane
-----
",0,0
"-----
Question:
Most surgeries are performed in which stage of general anesthesia?
Options:
a) 1
b) 2
c) 3
d) 4
-----
",2,2
"-----
Question:
Epidural opioid has following complications except-
Options:
a) Pruritus
b) Respiratory depression
c) Less complete perineal relaxation
d) Haemodynomic alteration
-----
",3,0
"-----
Question:
A patient selected for surgery was induced with Thiopentone iv through one of anti cubital vein complains of severe pain of whole hand. The next line of management
Options:
a) Give IV propofol through same needle
b) IV ketamine through same needle
c) IV lignocaine through same needle
d) Leave it done
-----
",2,3
"-----
Question:
Index of potency of general anesthesia -
Options:
a) Minimum alveolar concentration
b) Diffusion coefficient
c) Dead space concentration
d) Alveolar blood concentration
-----
",0,0
"-----
Question:
Which of the following anesthetic agents does not trigger malignant hyperthermia ?
Options:
a) Halothane
b) Isoflurane
c) Suxamethonium
d) Thiopentone
-----
",3,2
"-----
Question:
A very high PEEP results in
Options:
a) Hypertension
b) Hypothermia
c) Hypotension
d) Hyperthermia
-----
",2,0
"-----
Question:
Which one of the following inhaiational agent is contraindicated in a patient witj history of epilepsy?
Options:
a) Isoflurane
b) Enflurane
c) Halothane
d) Sevoflurane
-----
",1,2
"-----
Question:
All local anesthetic produces vasodilation on local application except
Options:
a) Cocaine
b) Lignocaine
c) Bupivacaine
d) Ropivacaine
-----
",0,0
"-----
Question:
Which of the following intravenous anaesthetic agent causes decrease in postoperative nausea and vomiting :
Options:
a) Propofol
b) Thiopentone
c) Etomidate
d) Ketamine
-----
",0,0
"-----
Question:
A 33-year-old woman is brought to the emergency room from the scene of a severe motor vehicle accident. She is combative, confused, uncooperative, and appears dusky and dyspneic. Which of the following is the most appropriate management of her airway?
Options:
a) Awake endotracheal intubation is indicated in patients with penetrating ocular injury.
b) Steroids have been shown to be of value in the treatment of aspiration of acidic gastric secretions.
c) The stomach may be assumed to be empty only if a history is obtained indicating no ingestion of food or liquid during the prior 8 hours.
d) Intubation should be performed as soon as possible (in the emergency room) if the patient is unstable
-----
",3,3
"-----
Question:
Pain rating index is provided by –
Options:
a) Faces scale
b) Visual analogue scale
c) Mc Gill questionniare
d) CHEOP scale
-----
",2,1
"-----
Question:
Duration of action of Lidocaine with adrenaline
Options:
a) 15-30 minutes
b) 30-60 minutes
c) 2-3 hours
d) 3-6 hours
-----
",2,3
"-----
Question:
Which of the following is NOT TRUE regarding PROPOFOL ?
Options:
a) It is used in day care anesthesia
b) It is contraindicated in porphyria
c) Commercial preparation contains egg extract
d) It does not cause airway irritation
-----
",1,2
"-----
Question:
What is pin index of O2-Co2 (Co2 > 7.5%):-
Options:
a) 1,6
b) 2,6
c) 3,6
d) 4,6
-----
",0,0
"-----
Question:
The ideal muscle relaxant used for a neonate undergoing porto-enterostomy for biliary atresia is:
Options:
a) Atracurium.
b) Vecuronium
c) Pancuronium.
d) Rocuronium.
-----
",0,0
"-----
Question:
All of the following statements about neuromuscular blockage produced by succinylcholine are true, except:
Options:
a) No fade on Train of four stimulation
b) Fade on tetanic stimulation
c) No post tetanic facilitation
d) Train of four ratio > 0.4
-----
",1,0
"-----
Question:
Which is the false statements regarding propofol?
Options:
a) It causes pain on injection
b) It is ideal in bronchial asthma
c) It causes more hypotension than thiopentone
d) It is contraindicated in malignant hypehermia
-----
",3,1
"-----
Question:
This pressure time graph is seen which mode of ventilation:-
Options:
a) VCV
b) PCV
c) PSV
d) CPAP
-----
",1,1
"-----
Question:
Which enzyme metabolizes succinylcholine?
Options:
a) Acetyl cholinesterase
b) Butyryl cholinesterase
c) Tissue esterase
d) Nonspecific esterase
-----
",1,0
"-----
Question:
Which of the following makes the nerve membrane more susceptible to action of local anaesthetic
Options:
a) Increased extracellular potassium
b) Increased extracellular calcium
c) Increased extracellular sodium
d) Decreased extracellular chloride
-----
",0,2
"-----
Question:
All are true about Transtracheal Jet ventilation through 14 gauge IV venflon except
Options:
a) High rate
b) High Flow
c) Can be given through endotracheal tube
d) Can be given through cricothyrotomy
-----
",2,2
"-----
Question:
CNS affection of a local anesthetic agent leads to?
Options:
a) Convulsion
b) Perioral numbness
c) Depression
d) All of the above
-----
",3,3
"-----
Question:
Stellate ganglion block is characterised by all of the following except
Options:
a) Miosis
b) Ptosis
c) Flushing
d) Sweating
-----
",3,1
"-----
Question:
Dose of ketamine by IM route is (in mg/kg) –
Options:
a) 4
b) 6
c) 8
d) 10
-----
",0,0
"-----
Question:
Which of the following approach of brachial block is most suitable for catheter placement:-
Options:
a) Supraclavicular
b) Infraclavicular
c) Axillary
d) All
-----
",1,2
"-----
Question:
Which of the following anesthetic is safe in heart failure -
Options:
a) Etomidate
b) Propofol
c) Thiopentone
d) Ketamine
-----
",0,0
"-----
Question:
Which of the following intravenous anaesthetic causes increase in cerebral O2 tension.
Options:
a) Thiopentone
b) Propofol
c) Ketamine
d) Etomidate
-----
",2,2
"-----
Question:
Which of the following anesthetic agent lacks analgesic effect: March 2013
Options:
a) N20
b) Thiopentone
c) Ketamine
d) Fentanyl
-----
",1,0
"-----
Question:
Concentration of lignocaine used
Options:
a) 2%
b) 4%
c) 5%
d) All
-----
",3,0
"-----
Question:
With regard to laryngeal trauma associated with the placement of an endotracheal tube (ETT) – a) It is most likely to occur at the thyroid cartilageb) Trauma to the vocal cords usually involves the rightc) Vocal cord paralysis is caused by injury to the anterior branch of the recurrent laryngeal nerved) Postoperative hoarseness greater than one week is likely to represent transient nerve injury
Options:
a) ac
b) bc
c) ad
d) b
-----
",0,2
"-----
Question:
All are stages of anaesthesia except
Options:
a) Analgesia
b) Allodynia
c) Delirium
d) Surgical anesthesia
-----
",1,3
"-----
Question:
In anesthesia, fitting of wrong gas cylinder to the anesthesia machine can he prevented by:
Options:
a) Pin index system
b) Yolk assembly
c) Bodock seal
d) Gas analyser
-----
",0,0
"-----
Question:
Sholy after the administration of an inhalational anesthetic and succinylcholine for intubation prior to an elective inguinal hernia repair in a 10-year-old boy, he becomes markedly febrile, displays a tachycardia of 160, and his urine changes color to a dark red. Which of the following is the most appropriate treatment at this time?
Options:
a) Complete the procedure but pretreat with dantrolene prior to future elective surgery.
b) Administer inhalational anesthetic agents.
c) Administer succinylcholine
d) Hyperventilate with 100% O2 .
-----
",3,0
"-----
Question:
True about conscious sedation are all Except
Options:
a) CNS depression
b) Patient is conscious
c) Protective reflexes are abolished
d) Patient can obey commands
-----
",2,2
"-----
Question:
All of the following cause myocardial depression, except
Options:
a) Halothane
b) Propofol
c) Etomidate
d) Ketamine
-----
",2,0
"-----
Question:
The most sensitive and practical technique for detection of myocardial ischemia in the perioperative period is:
Options:
a) Magnetic Resonance Spectroscopy
b) Radio labeled lactate determination
c) Direct measurement of end diastolic pressure
d) Regional wall motion abnormality detected with the help of 2D transoesophageal echocardio-graphy
-----
",3,1
"-----
Question:
What is bailey maneuver in patients with high risk of larygospasm:-
Options:
a) LMA is inseed just before reversal of patient after removing ETT.
b) During intubation and extubation LMA is used and intraoperative period ETT
c) The deflated LMA is placed behind the in situ ETT. The ETT is removed and the LMA is inflated
d) None of the above
-----
",2,2
"-----
Question:
Which of the following ester local anesthetics undergo hepatic metabolism-
Options:
a) Procaine
b) Cocaine
c) Benzocaine
d) Tetracaine
-----
",1,0
"-----
Question:
Anesthetic agent known to cause pain on intravenous injection:
Options:
a) Ketamine
b) Etomidate
c) Thiopentone
d) Propofol
-----
",3,0
"-----
Question:
Local anaesthetic of choice for IVRA
Options:
a) Bupivacaine
b) Lignocaine
c) Tetracaine
d) Procaine
-----
",1,3
"-----
Question:
Interscalene approach to brachial plexus block does not provide optimal analgesia in the area of distribution of which of the following nerves?
Options:
a) Musculocutanoeus nerve
b) Ulnar nerve
c) Radial nerve
d) Median nerve
-----
",1,2
"-----
Question:
Which of the following opioids cause the least amount of nausea?
Options:
a) Fentanyl
b) Sufentanil
c) Alfentanil
d) Remifentanil
-----
",2,3
"-----
Question:
Arrange Mapelson circuit for spontaneous ventilation in an adult from best to worst
Options:
a) D>B>C>A
b) A>C>B>D
c) A>D>C>B
d) B>C>D>A
-----
",2,0
"-----
Question:
Local anaesthesia causing methemoglobinemia ?
Options:
a) Procaine
b) Prilocaine
c) Etodicaine
d) Ropivacaine
-----
",1,0
"-----
Question:
Patient with mitral stenosis is having surgery tomorrow. There is some liver compromise. Which of the following inhalational agent is preferred –
Options:
a) Halothane
b) Enflurane
c) Xenon
d) Sevoflurane
-----
",2,3
"-----
Question:
A 72-year-old man with diabetes, renal insufficiency, and coronary aery disease presents in septic shock from emphysematous cholecystitis. His oxygen saturation is 100% on 6-L nasal cannula and his hemoglobin is 7.2 mg/dL. His mixed venous oxygen saturation is 58%. Which of the following treatment options will improve his oxygen delivery the most?
Options:
a) Increase his inspired oxygen concentration
b) Transfer him to a hyperbaric chamber
c) Administer an erythropoietic agent
d) Transfuse two units of packed red blood cells
-----
",3,0
"-----
Question:
The Heidbrink meter in Boyle&;s machine
Options:
a) Reduces pressure of gases
b) Indicates flow of gases
c) Indicates humidity of gases
d) It a fixed orifice meter
-----
",1,3
"-----
Question:
Which of the following is shortest acting non depolarizing Muscle Relaxant:
Options:
a) Vecuronium
b) Mivacurium
c) Succinylcholine
d) Atracrium
-----
",1,2
"-----
Question:
A 21-year-old lady with a history of hypersensitivity to neostigmine is posted for an elective caesarean section under general anesthesia. Which is the BEST muscle relaxant of choice in this patient ?
Options:
a) Pancuronium
b) Atracurium
c) Rocuronium
d) Vecuronium
-----
",1,0
"-----
Question:
Composition of soda lime is:NaOH - Ca (OH)2 - KOH - Moisture
Options:
a) 4% - 90% - 1% - 5%
b) 4% - 80% - 1% - 15%
c) 80% - 10% - 5% - 5%
d) 15% - 80% - 1% - 4%
-----
",-1,0
"-----
Question:
True about EMLA:
Options:
a) Can be used for intubation
b) Mixture of local anesthesia
c) Faster acting
d) All
-----
",1,1
"-----
Question:
The recommended size of endotracheal tube for 1 year old child is
Options:
a) 2.5
b) 3
c) 4
d) 5
-----
",2,0
"-----
Question:
The volatility of an anesthetic agent is directly propoional to lowering the flow in the poal vein. Poal flow is maximally reduced by -
Options:
a) Ether
b) Halothane
c) Isoflurane
d) Enflurane
-----
",1,0
"-----
Question:
Maximum uterine relaxation
Options:
a) Ether
b) N20
c) Halothane
d) Chloroform
-----
",2,0
"-----
Question:
Minimum &;starvation time&; required in general anaesthesia
Options:
a) 4 hours
b) 8 hours
c) 12 hours
d) 24 hours
-----
",1,0
