mcq,cop,llm_cop
"-----
Question:
A 30 year old veterinarian visits her obstetrician for a first-trimester prenatal check-up. She has no complaints.Routine physical exam is significant only for mild cervical lymphadenopathy. She is prescribed spiramycin but is noncompliant. Her baby is born with hydrocephalus and cerebral calcifications. Which of the following organisms is most likely responsible?
Options:
a) Isospora belli
b) Leishmania donovani
c) Plasmodium vivax
d) Toxoplasma gondii
-----
",3,3
"-----
Question:
Shelf life of salbutamol in this preparation is:
Options:
a) 3 years
b) 14 years
c) 5 years
d) Cannot be known from the information
-----
",0,3
"-----
Question:
The effective diameter of the tympanic membrane -
Options:
a) 25 mm2
b) 30 mm2
c) 40 mm2
d) 45 mm2
-----
",3,0
"-----
Question:
The time interval between diagnosis by early detection and diagnosis by other means is -
Options:
a) Incubation period
b) Lead time
c) Serial interval
d) Latent period
-----
",1,1
"-----
Question:
Nerve supplying Gemellus inferior
Options:
a) Nerve to Obturator internus
b) Superior gluteal nerve
c) Inferior gluteal nerve
d) Nerve to Quadratus femoris
-----
",3,0
"-----
Question:
The most common side effect of neuraxial opioid is:
Options:
a) Nausea & vomiting
b) Pruritus
c) Urinary retention
d) Sedation
-----
",1,0
"-----
Question:
Rokitansky Protuberance is associated with -
Options:
a) Seminoma
b) Leomyoma
c) Dermoid cyst
d) Choriocarcinoma
-----
",2,2
"-----
Question:
Per Rectal palpation of uterus is done in :
Options:
a) Primigravida
b) Virgins
c) Grand multi paras
d) Placenta pre
-----
",1,0
"-----
Question:
Carcinoma maxillary sinus stage III (T3 M0 N0), treatment of choice is:
Options:
a) Radiotherapy
b) Surgery + Radiotherapy
c) Chemotherapy
d) Chemotherapy + Surgery
-----
",1,1
"-----
Question:
Muscle relaxant used in renal failure -
Options:
a) Ketamine
b) Atracurium
c) Pancuronium
d) Fentanyl
-----
",1,2
"-----
Question:
Efficiency of pasteurization of milk is determined by the following method:
Options:
a) Methylene blue reduction test
b) Phosphatase test
c) Turbidity test
d) Resazurin test
-----
",1,1
"-----
Question:
Most common deviation used in social medicine is
Options:
a) Mean
b) Range
c) Variance
d) Standard deviation
-----
",3,3
"-----
Question:
Cozen test is positive in :-
Options:
a) Pulled elbow
b) Skiers thumb
c) Tennis elbow
d) Golfer's elbow
-----
",2,3
"-----
Question:
Which of the following act as a vector for spreading Onchocerciasis?
Options:
a) Tsetse fly
b) Culicoides midge
c) Simulium damnosum
d) Bugs of subfamily Triatominae
-----
",2,2
"-----
Question:
Which of the following agents is used to measure Glomerular Filtration Rate (GFR)?
Options:
a) Iodohippurate
b) Tc99m-DTPA
c) Tc99m-MAG3
d) Tc99m-DMSA
-----
",1,1
"-----
Question:
In volume-cycled ventilation the inspiratory flow rate is
Options:
a) 140-160 L/min
b) 110-130 L/min
c) 60-100 L/min
d) 30-50 L/min
-----
",2,2
"-----
Question:
Moderately severe hearing loss:
Options:
a) 30-40 dB
b) 41-60 dB
c) 56-70 dB
d) 71-90 dB
-----
",2,1
"-----
Question:
Which layer of epidermis is underdeveloped in pre-term baby?
Options:
a) Stratum germinativum
b) Stratum granulosum
c) Stratum lucidum
d) Stratum corneum
-----
",3,0
"-----
Question:
Honey comb lung appearance is seen in
Options:
a) Consolidation
b) Alveolar cell carcinoma
c) Scleroderma
d) Pulmonary edema
-----
",2,2
"-----
Question:
Silent mutations occurs because codon is :
Options:
a) Non overlapping
b) Commaless
c) Universal
d) Degenerate
-----
",3,3
"-----
Question:
Most common site for carbuncle is
Options:
a) Forearm
b) Forehead
c) Nape of neck
d) Calf
-----
",2,2
"-----
Question:
Dennie Morgan folds are seen in
Options:
a) Lichen planus
b) Atopic dermatitis
c) Keratosis pilaris
d) Nummular eczema
-----
",1,0
"-----
Question:
Acute osteomyelitis can best be distinguished from soft tissue infection by –
Options:
a) Clinical examination
b) X–Ray
c) CT scan
d) MRI
-----
",3,1
"-----
Question:
Duration of TIA:
Options:
a) 12 hours
b) 24 hours
c) 48 hours
d) 36 hours
-----
",1,2
"-----
Question:
Which is used in keratinised skin:
Options:
a) Salicylic acid
b) Fluconazole
c) Steroids
d) Coal tar
-----
",0,0
"-----
Question:
In a child who has been raped hymen:
Options:
a) Will be intact because it is elastic
b) Will be intact because it is deep situated
c) Will be perforated because very thin
d) Will be perforated because superficial
-----
",1,2
"-----
Question:
Curschmann's crystals are seen in -
Options:
a) Bronchial asthma
b) Bronchiectasis
c) Chronic bronchitis
d) Wegener's granulomatosis
-----
",0,0
"-----
Question:
Prunning of Pulmonary aeries is seen in:
Options:
a) Pulmonary hypeension
b) Chronic Bronchitis
c) Pulmonary infections
d) Pulmonary transplant
-----
",0,1
"-----
Question:
In a 3 year old child, most common cause of hepatitis is –
Options:
a) Pin prick
b) Saliva exchange
c) Perinatal
d) Blood transfusion
-----
",3,3
"-----
Question:
Oxygen dissociation curve is shifted to right in
Options:
a) Hyperkalemia
b) Hypokalemia
c) Anemia
d) Metabalic alkalosis
-----
",2,1
"-----
Question:
Floor of middle ear cavity is in relation with:
Options:
a) Internal carotid artery
b) Bulb of the internal jugular vein
c) Sigmoid sinus
d) Round window
-----
",1,2
"-----
Question:
Term catatonia was used by -
Options:
a) Karl kahlbaum
b) Adolf meyer
c) Leo kanner
d) Karen homey
-----
",0,0
"-----
Question:
B-Carotene, precursor of vitamin A, is oxidatively cleaved by:
Options:
a) b-Carotene dioxygenase
b) Oxygenase
c) Hydroxylase
d) Transferase
-----
",0,0
"-----
Question:
Maximum oxygen concentration can be delivered by?
Options:
a) <img style=""max-width: 100%"" src="" />
b) <img style=""max-width: 100%"" src="" />
c) <img style=""max-width: 100%"" src="" />
d) <img style=""max-width: 100%"" src="" />
-----
",3,2
"-----
Question:
Fatal dose of radiation is:
Options:
a) 1 rad
b) 5 rad
c) 50 rad
d) 500 rad
-----
",3,1
"-----
Question:
The procedure of choice for elective removal of CBD stones for most patient is
Options:
a) Open choledocholithotomy
b) Endoscopic choledocholithotomy
c) Laparoscopic choledocholithotomy
d) Percutaaneous choledocholithotomy
-----
",1,1
"-----
Question:
Prescription of presbyopic lens to a 50 year old emmetropic individual is
Options:
a) 0.5
b) 1
c) 1.5
d) 2
-----
",2,1
"-----
Question:
A neonate presents with respirotory distress with enlargement of left upper lobe of lung and mediastinal shift towards the right. What is the most likely diagnosis ?
Options:
a) Cong lobar emphysema
b) Alpha 1 antitrypsin deficiency
c) Pneumonia
d) Cystic fibrosis
-----
",0,1
"-----
Question:
A 30 year old female patient complains of irritability and nervousness. Patient gives history of consumption of oral contraceptives. Lab investigation reveals presence of xanthurenic acid in urine. This patient may be suffering from deficiency of:
Options:
a) Vitamin C
b) Vitamin B1
c) Vitamin B2
d) Vitamin B6
-----
",3,0
"-----
Question:
A 48 yrs old male with triple vessel disease and longstanding diabetes had gangrene developed in left lower foot. Which is best mode of anesthetics:-
Options:
a) Popliteal block
b) Sciatic block
c) Femoral block
d) Saphenous nerve block
-----
",0,1
"-----
Question:
A 68 years old lady thinks that she has done a sin, she is not worth to live this world, she is also having anorexia and insomnia, she is suffering from -
Options:
a) Exogenous depression
b) Endogenous depression
c) Neurotic depression
d) Dissociate disorder
-----
",1,1
"-----
Question:
Vidian neurectomy is used for the treatment of ?
Options:
a) Chronic vasomotor rhinitis
b) Benign positional paroxysmal veigo
c) Meniere's disease
d) Otosclerosis
-----
",0,2
"-----
Question:
. Exposure of a female fetus to androgen in early embryogenesis may arrest differenitation of:
Options:
a) Mullerian ducts
b) Ovary
c) urogenital sinus
d) Mesonephric ducts
-----
",2,0
"-----
Question:
Embryonic period is up to:
Options:
a) 8 weeks
b) 10 weeks
c) 12 weeks
d) 6 weeks
-----
",0,3
"-----
Question:
Frozen pelvis is seen in -
Options:
a) Osteoarthritis
b) Potts disease
c) Actinomycosis
d) Reiters disease
-----
",1,1
"-----
Question:
A 38 year old gentleman repos of decreased hearing in the right ear for the last two years. On testing with a 512 Hz tuning fork the Rinne's test without masking is negative on the right ear and positive on the left ear. With the Weber's test the tone is perceived as louder in the left ear. This patient MOST likely has:
Options:
a) Right conductive hearing loss
b) Right sensorineural hearing loss
c) Left sensorineural hearing loss
d) Left conductive hearing loss
-----
",1,0
"-----
Question:
The pattern of change of disease trends of moality and morbidity where the pandemics infection are replaced by degenerative and man-made disorders, the main cause of morbidity and the most frequent cause of fatality is known as:
Options:
a) Cross transition
b) Paradoxical transition
c) Epidemiological transition
d) Demographic transition
-----
",2,2
"-----
Question:
Hot-tub folliculitis is caused by :
Options:
a) Staphylococcus aureus
b) Schistosoma
c) Pseudomonas aeruginosa
d) Mycobacterium marinum
-----
",2,0
"-----
Question:
Kennedy p h enomeno n is seen in -
Options:
a) Road traffic accident
b) Gunshotinjury
c) Bums
d) Contusion
-----
",1,3
"-----
Question:
Which of the following agents is used for the treatment of post operative shivering?
Options:
a) Atropine
b) Pethidine
c) Thiopentone
d) Suxamethonium
-----
",1,3
"-----
Question:
Vidian nerve is-
Options:
a) Mandibular nerve
b) Deep petrosal nerve
c) Nerve of pterygoid canal
d) Lesser petrosal nerve
-----
",2,3
"-----
Question:
Break bone fever is caused by:
Options:
a) Variola
b) Coxsackie
c) Dengue
d) Adenovirus
-----
",2,2
"-----
Question:
Nerve supply of the marked muscle is by
Options:
a) Median nerve
b) Radial nerve
c) Ulnar nerve
d) Posterior interosseus nerve
-----
",0,2
"-----
Question:
Tamoxifene ?
Options:
a) SSRI
b) SERM
c) SNRI
d) DNRI
-----
",1,1
"-----
Question:
Minimum recommended concentration of free chlorine drinking water at the end of 1 hour is -
Options:
a) 0.5 mg/L
b) 0.1 mg/L
c) 1.0 mg/L
d) 1.5 mg/L
-----
",0,0
"-----
Question:
The mode of inheritance of Incontinentia pigmenti is -
Options:
a) Autosomal dominant
b) Autosomal recessive
c) X-linked dominant
d) X-linked recessive
-----
",2,3
"-----
Question:
Retroauricular incision is also known as?
Options:
a) Rosens incision
b) Lempert's-I incision
c) Lemperts-II incision
d) Wilde's incision
-----
",3,1
"-----
Question:
Waterhouse-Friderichsen Syndrome is
Options:
a) Adrenal failure due to rapid withdrawal of steroids
b) Massive adrenal hemorrhage following difficult delivery in neonates.
c) Massive adrenal hemorrhage following disseminated bacterial infection
d) Adrenal crisis in individuals with chronic adrenocoical insufficiency precipitated by any form of stress
-----
",2,2
"-----
Question:
Drug of choice for Zollinger-Ellison syndrome aEUR'
Options:
a) Antihistaminics
b) Proton lump inhibitors
c) Dopamine agonists
d) Antacids
-----
",1,1
"-----
Question:
Omenn syndrome is
Options:
a) Squamous cell carcinoma
b) Chronic mucocutaneous candidiasis
c) IgA deficiency
d) SCID
-----
",3,1
"-----
Question:
Deposition of protein 'A beta 2m' is seen in which clinicopathologic category of amyloidosis -
Options:
a) Familial Mediterranean fever
b) Hemodialysis associated
c) Senile cerebral
d) Systemic senile
-----
",1,1
"-----
Question:
The following slide shows presence of?
Options:
a) Pseudopolyps
b) Flask shaped ulcer
c) Blunting of microvilli
d) Whipple's disease
-----
",1,1
"-----
Question:
Oligohydramnios is/are associated with:a) Neural tube defectb) Renal agenesisc) Postmature birthd) Premature birth
Options:
a) a
b) c
c) bc
d) ad
-----
",2,3
"-----
Question:
Rubella virus belongs to which family ?
Options:
a) Picornavirus
b) Paramyxoviridae
c) Ohomyxoviridae
d) Togaviridae
-----
",3,3
"-----
Question:
Abscess related to sternocleidomastoid -
Options:
a) Bezold abscess
b) Luc abscess
c) Citelli abscess
d) Parapharyngeal abscess
-----
",0,3
"-----
Question:
Seman's squeeze technique is used in treatment of:-
Options:
a) Erectile dysfunction
b) Premature ejaculation
c) Retrograde ejaculation
d) Antegrade ejaculation
-----
",1,0
"-----
Question:
Jumper's fracture is seen in?
Options:
a) Calcaneum
b) Tibia
c) Pelvis
d) Neck femur
-----
",2,1
"-----
Question:
According to which section, a person can be punished for attempt to murder with imprisonment for 10 years: NEET 14
Options:
a) Sec. 301 IPC
b) Sec. 300 IPC
c) Sec. 302 IPC
d) Sec. 307 IPC
-----
",3,0
"-----
Question:
Defect in folding of the protein result in which of the following clinical disease:-
Options:
a) Kuru
b) Migraine
c) Hypothyroidism
d) Myopia
-----
",0,0
"-----
Question:
The requirement of potassium in a child is ?
Options:
a) 1-2 mEq/kg
b) 4-7 mEq/kg
c) 10-12 mEq/kg
d) 13-14 mEq/kg
-----
",0,0
"-----
Question:
Ovarian tumour which is bilateral
Options:
a) >Dysgerminoma
b) >Endodermal sinus tumour.
c) >Immature teratoma
d) >Embryonal cell carcinoma
-----
",0,1
"-----
Question:
Not a Radiological sign of Ulcerative colius
Options:
a) Raspberry appearance
b) Toxic megacolon
c) Lead Pipe appearance
d) Pseudopolyps
-----
",0,2
"-----
Question:
Which one of the following is the best neutrophil and macrophage attractant?
Options:
a) C5a
b) Variable region of the heavy chain of IgG
c) J chain
d) HLA-A
-----
",0,0
"-----
Question:
Which isotope is used for treating bone cancer?
Options:
a) Sr
b) Ga
c) 1123
d) Tc
-----
",0,3
"-----
Question:
Ninhydrin test is used for ?
Options:
a) Bile salts
b) Amino acids
c) Nucleic acid
d) Lipids
-----
",1,1
"-----
Question:
Topical steroids can be used in -
Options:
a) Herpetic keratitis
b) Herpetic dendritic keratitis
c) Disciform keratitis
d) Anti. uveitis
-----
",2,0
"-----
Question:
Iatrogenic traumatic facial nerve palsy is MOST commonly produced during which of the following surgical procedure?
Options:
a) Myringoplasty
b) Stapedectomy
c) Mastoidectomy
d) Ossiculoplasty
-----
",2,2
"-----
Question:
Unsafe eardrum perforation is
Options:
a) Central
b) Marginal
c) Paracentral
d) Multiple central
-----
",1,1
"-----
Question:
Maximum increase in cardiac output occurs by what stage of pregnancy :
Options:
a) 10th week
b) 20th week
c) 30th week
d) At the onset of labour
-----
",2,1
"-----
Question:
Which of the following is the most significant risk factor for postoperative nausea and vomiting
Options:
a) Female gender
b) Smoking
c) Age over 60 years
d) Surgery on the breast
-----
",0,1
"-----
Question:
Which of the following is not eugenol containing cement:
Options:
a) Roth's sealer
b) Wach's cement
c) Tubliseal
d) Sealapex
-----
",3,1
"-----
Question:
Which of the following is known as health survey and development committee?
Options:
a) Srivastava committee
b) Bhore committee
c) Kaar Singh committee
d) Mudaliar committee
-----
",3,1
"-----
Question:
Treatment of choice for scabies is?
Options:
a) Crotamiton
b) Benzyl benzoate
c) Malathion
d) Permathrin
-----
",3,3
"-----
Question:
Experimental studies are meant to -
Options:
a) Test etiological hypothesis
b) Find out prevalence rates
c) Find out cause of epidemics
d) To find out the history of disease
-----
",0,0
"-----
Question:
Bacterial spores are best destroyed by -
Options:
a) UV rays
b) Autoclaving at 121o C for 20 mints
c) Hot air oven
d) Infrared rays
-----
",1,1
"-----
Question:
Granulomatous lung disease is caused by?
Options:
a) Hypersensitivity pneumonitis
b) Sarcoma
c) Bronchogenic carcinoma
d) Bronchogenic cyst
-----
",0,0
"-----
Question:
Least helpful for the diagnosis of spondylolisthesis -
Options:
a) AP x-ray of spine
b) Lateral x-ray of spine
c) MRI
d) CT
-----
",0,0
"-----
Question:
Methylation of cytosine leads to:
Options:
a) Increased expression of gene
b) Decreased expression of gene
c) No effect on gene expression
d) Mutation
-----
",1,1
"-----
Question:
Fk-506 is a -
Options:
a) It is a macrolide antibiotic
b) Immunoglobulin antibody
c) Non depolarising muscle relaxant
d) Opioid analgesic
-----
",0,0
"-----
Question:
A youngster presented with fever (100degF), nausea and vomiting. He also complained of vague abdominal discomfo. On general examination icterus was present and also hepatic tenderness. One of his family member also had the same symptoms and had diagnosed hepatitis E. Which of the following can be the route of transmission of hepatitis-E virus to this patient?
Options:
a) Skin
b) Faeco oral
c) Blood
d) Sexual contact
-----
",1,1
"-----
Question:
After renal transplant the commonest malignancy is -
Options:
a) Lymphoma
b) Renal cell ca
c) Skin cancer
d) Adrenal cancer
-----
",2,1
"-----
Question:
pavor nocturnus is seen in which phase of sleep cycle ?
Options:
a) NREM S1
b) NREM S2
c) NREM S3
d) REM SLEEP
-----
",2,3
"-----
Question:
Alpha-methyldopa is primarily used for
Options:
a) Pregnancy induced hypeension
b) Renovascular hypeension
c) First line agent in hypeension
d) Refractory hypeension
-----
",0,1
"-----
Question:
Nasolacrimal duct opens in which pa of internal nose ?
Options:
a) Superior meatus
b) Inferior meatus
c) Middle meatus
d) Spenoethmoidal recess
-----
",1,2
"-----
Question:
Three years back a woman had exposure to an eahquake and she was successfully saved. After recovery she has nightmares about the episode and she also gets up in the night and feels terrified. The MOST probable diagnosis is :
Options:
a) Major depression
b) Post-traumatic stress disorder
c) Mania
d) Schizophrenia
-----
",1,1
"-----
Question:
Lucio reaction is seen in-
Options:
a) TB
b) Leprosy
c) Syphillis
d) LGV
-----
",1,1
"-----
Question:
The most common organism causing acute tosillitis is:
Options:
a) Staph aureus
b) Anaerobes
c) Hemolytic streptococci
d) Pneumococcus
-----
",2,2
"-----
Question:
Most common muscle involved in volkmann's ischemic contracture is
Options:
a) Flexor- pollicis longus
b) Flexor-digitorum profunds
c) Flexor-indicis
d) Abductor pollicis
-----
",1,0
"-----
Question:
Stylalgia may present with ear pain. Which nerve may refer the pain?
Options:
a) Auriculotemporal nerve
b) Posterior auricular nerve
c) Occipital nerve
d) Glossopharyngeal nerve
-----
",3,0
"-----
Question:
Proteins are transported into the cell by?
Options:
a) Pinocytosis
b) Osmosis
c) Active diffusion
d) Passive diffusion
-----
",0,0
"-----
Question:
Which of the following is common with Streptococcus infection?
Options:
a) Cellulitis
b) Gangrene
c) Pyoderma
d) UTI
-----
",0,0
"-----
Question:
The only indication of giving corticosteroids in pustular psoriasis is –
Options:
a) Psoriatic erythroderma with pregnancy
b) Psoriasis in a pt. with alchoholic cirrhosis
c) Moderate arthritis
d) Extensive lesions
-----
",0,3
"-----
Question:
Cabot's ring is seen in -
Options:
a) Megaloblastic anemia
b) Sickle cell disease
c) Iron deficiency anemia
d) Autoimmune anemia
-----
",0,0
"-----
Question:
A teenager girl with moderate acne is also complaining of irregular menses. Drug of choice will be –
Options:
a) Oral isotretinon
b) Oral acitretin
c) Oral minocycline
d) Cyproterone acetate
-----
",3,3
"-----
Question:
Which has more gene content X or Y?
Options:
a) X contents 2.8% more than Y
b) Y contents 2.8% more than X
c) X contents 0.28% more than Y
d) Y contents 0.28% more than X
-----
",0,2
"-----
Question:
Which of the following sections of IPC was decriminalized as per ""Mental health care bill 2016""?
Options:
a) 305
b) 306
c) 308
d) 309
-----
",3,0
"-----
Question:
Poliomyelitis is mainly transmitted by: March 2013
Options:
a) Droplet infection
b) Hematogenous route
c) Parenteral route
d) Faecal-oral route
-----
",3,3
"-----
Question:
Which of these fatty acids is found exclusively in breast milk:
Options:
a) Linolaete
b) Linolenic
c) Palmitic
d) Docosahexanoic acid
-----
",3,3
"-----
Question:
Narcolepsy is due to the abnormality in
Options:
a) Hypothalamus
b) Neocoex
c) Cerebellum
d) Medulla oblongata
-----
",0,0
"-----
Question:
Lining epithelium of the uterine cavity is
Options:
a) Simple squamous epithelium
b) Simple columnar epithelium
c) Stratified squamous epithelium
d) Ciliated columnar epithelium
-----
",1,1
"-----
Question:
What is the diagnosis in this patient who presented with sudden painful vision impairment after vigorous exercise?
Options:
a) Central retinal artery occlusion
b) Corneal ulcer
c) Dislocation of the lens
d) Episcleritis
-----
",2,0
"-----
Question:
Nohern blot test is used for:
Options:
a) DNA analysis
b) RNA analysis
c) Analysis of proteins
d) Enzyme analysis
-----
",1,0
"-----
Question:
Abandoning a child will be punished for
Options:
a) 2 years
b) 4 years
c) 5 years
d) 7 years
-----
",3,3
"-----
Question:
In a community of 5000 people crude bih rate is 30/1000. The number of pregnant females is:
Options:
a) 150
b) 165
c) 175
d) 200
-----
",0,1
"-----
Question:
Sentinel biopsy most effective in:
Options:
a) Cervix cancer
b) Endometrium ca
c) Vulval ca
d) Vaginal ca
-----
",2,0
"-----
Question:
Caroli's disease is
Options:
a) Type 1 Choledochal cyst
b) Type III Choledochal cyst
c) Type IV Choledochal cyst
d) Type V Choledochal cyst
-----
",2,1
"-----
Question:
IgA deposits on skin biopsy
Options:
a) Henoch Schouleiln puspura
b) Giant cell aeritis
c) Microscopic polyangitis
d) Wegener's granulomatosis
-----
",0,0
"-----
Question:
Attitudinal field defect is seen in: March 2012, September 2012
Options:
a) Optic nerve lesion
b) Optic neuritis
c) Lesions of occipital lobe
d) Anterior ischemic optic neuropathy
-----
",3,1
"-----
Question:
Which of the following is post-chemotherapy based staging system in Wilms' tumor?
Options:
a) National Wilms' tumor staging system (NWTS)
b) International society of pediatric oncology (ISPO)
c) AJCCTNM
d) Chadwick
-----
",0,0
"-----
Question:
Donovan bodies are seen in -
Options:
a) Leishmaniadonovani
b) Chlamydia trachomatis
c) Klebsiella
d) Calymmatobacteriumgranulomatis
-----
",3,0
"-----
Question:
Aoic regurgitation does NOT occur in :
Options:
a) Acute MI
b) Marfan's syndrome
c) Rheumatic hea disease
d) Infective endocarditis
-----
",0,1
"-----
Question:
For a dental hand instrument with a formula of 10-8.5-8-14, the number 10 refers to ________.
Options:
a) The width of the blade in tenths of a millimeter
b) The primary cutting edge angle in centigrades
c) The blade length in millimeters
d) The blade angle in centigrades
-----
",0,0
"-----
Question:
Most common cause of Air bronchogram
Options:
a) Pulmonary edema
b) Consolidation
c) Hyaline membrane disease
d) Alveolar cell carcinoma
-----
",1,1
"-----
Question:
Treatment of graunolma inguinale is ?
Options:
a) Tetracycline
b) Azithromycin
c) Clarithromycin
d) Streptomycin
-----
",1,0
"-----
Question:
A 25 yr. old comes in emergency with 2 1/2 months amenorrhea and abdominal pain and bleeding from vagina for 1 day. Her vitals are stable. On per speculum examination, mild bleeding is seen coming from the os. On per vaginal examination, the uterus is 10-week size, os is open and admits one finger. The most likely diagnosis is?
Options:
a) Threatened abortion
b) Missed abortion
c) Inevitable abortion
d) Incomplete abortion
-----
",2,2
"-----
Question:
In Adenoids hyperophy, treatment is
Options:
a) Nasal decongestants
b) Antibiotics
c) B-blockers
d) B2-agonists
-----
",0,1
"-----
Question:
A young female has the following lab values: Hemoglobin=9.8 gm%, MCV=70, serum iron= 50ug/dl, serum ferritin =100ng/dl, the diagnosis is?
Options:
a) Thalassemia intermedia
b) Chronic iron deficiency anaemia
c) Megaloblastic anaemia
d) Anaemia of chronic infection
-----
",3,1
"-----
Question:
Side effects of fluoxetine are A/E
Options:
a) Weight gain
b) Sweating
c) Urinary retention
d) Diarrhoea
-----
",2,2
"-----
Question:
Anemia of chronic disease is due to -
Options:
a) Vit B12 deficiency
b) Folate deficiery
c) Decreased utilization of stored iron
d) Chronic blood loss
-----
",2,0
"-----
Question:
What is the cardiothoracic ratio in children is -
Options:
a) 30-35%
b) 40-45%
c) 50-55%
d) 60-65%
-----
",2,1
"-----
Question:
A patient with discharge per vagina was evaluated and on endocervical biopsy Chlamydia was found. Treatment to be given in this case is:
Options:
a) Azithromycin and contact tracing
b) Metronidazole only
c) Doxycycline and metronidazole
d) Azithromycin
-----
",0,0
"-----
Question:
Counter transference is:
Options:
a) A Type of defense mechanism
b) Psychic connection between patient and disease with transfer of psychic energy from body pas to brain
c) Implies doctor's feelings towards patient
d) Patient's feelings towards doctor during psychotherapy
-----
",2,2
"-----
Question:
Scarring alopecia is seen in:
Options:
a) T. capitis
b) Androgenic alopecia
c) Alopecia areata
d) Lichen planus
-----
",3,2
"-----
Question:
Earliest sign of compartment syndrome of leg is:
Options:
a) Skin mottling
b) Loss of pulse
c) Tingling numbness
d) Pain on passive stretching of toes
-----
",3,1
"-----
Question:
Major androgen precursor from adrenal coex is
Options:
a) Testosterone
b) Dihydrotestosterone
c) DHEA
d) Androstenedione
-----
",2,2
"-----
Question:
Type of collagen found in basement membrane -
Options:
a) I
b) II
c) III
d) IV
-----
",3,3
