,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option
10,OIC-005-13-A,Qu'est-ce qu'une « organisation apprenante » selon le texte?,Cette question évalue la compréhension de la définition d'une organisation apprenante et sa capacité à transformer l'erreur en levier de progression.,Une équipe sans leadership,Incorrect. Le texte précise au contraire qu'une équipe efficace nécessite un leadership identifié.,Une structure qui élimine toute erreur,"Incorrect. Le texte affirme que l'humain est faillible ; l'objectif est l'identification et la prévention, pas l'élimination absolue.",Une organisation analysant ses erreurs,"Correct. Une organisation apprenante met en place des dispositifs d'identification, d'analyse et de prévention des erreurs.",Un groupe basé sur la mémorisation,Incorrect. Le texte souligne que la capacité de mémorisation est limitée et qu'il faut savoir vérifier ou demander de l'aide.,c
11,OIC-005-14-B,"Selon le contenu éducatif, quelle est la caractéristique principale d'une barrière de récupération?","Cette question évalue la capacité de l'apprenant à distinguer les trois types de barrières de sécurité (prévention, récupération, atténuation) en fonction du moment où elles interviennent dans la chaîne de l'erreur.",Empêcher la survenue de l'erreur,"Incorrect. Ceci définit les barrières de prévention, qui agissent avant que l'erreur ne soit commise.",Intercepter l'erreur avant son impact,Correct. La barrière de récupération intervient quand l'erreur a été commise mais est détectée et corrigée avant d'avoir des conséquences pour le patient.,Limiter les conséquences d'un dommage,"Incorrect. Ceci définit les barrières d'atténuation, qui interviennent après que l'erreur a eu un impact.",Éliminer les causes racines organisationnelles,"Incorrect. L'élimination des causes racines relève de l'analyse approfondie et des actions d'amélioration, pas d'une barrière de récupération spécifique.",b
12,OIC-005-15-B,Quel est le fondement principal d'une démarche de culture positive de l'erreur dans le cadre de la sécurité du patient?,"Cette question évalue la compréhension du concept central de la culture de sécurité, notamment le passage d'une approche punitive à une approche systémique.",La sanction systématique des fautes,Incorrect. La sanction est l'opposé de la culture positive et conduit à la dissimulation des erreurs.,La non-culpabilisation du soignant,Correct. Le texte stipule explicitement que le fondement est la non-culpabilisation pour favoriser le signalement et l'analyse.,L'analyse exclusive par des tiers,"Incorrect. Bien que l'analyse externe existe, elle n'est pas le fondement de la culture positive de l'erreur.",La responsabilité du dernier maillon,Incorrect. Le texte précise que considérer le dernier maillon comme seul responsable est une tendance naturelle erronée.,b
13,OIC-006-01-A,Quelle est la définition exacte d'une équipe pluriprofessionnelle selon le texte?,Cette question évalue la capacité de l'apprenant à identifier les caractéristiques fondamentales de l'équipe pluriprofessionnelle : la diversité des qualifications et l'unité d'objectif.,Un groupe de professionnels ayant la même qualification.,Incorrect. L'équipe pluriprofessionnelle requiert des qualifications différentes et complémentaires.,Des professionnels aux qualifications différentes unis vers un but commun.,Correct. C'est la définition exacte donnée dans le contenu éducatif.,Une équipe composée uniquement de médecins et d'infirmiers.,"Incorrect. Bien que présents, ils ne sont que des exemples parmi d'autres professionnels (pharmaciens, kinés, etc.).",Un groupe de professionnels travaillant indépendamment pour le patient.,Incorrect. Le texte précise qu'ils travaillent ensemble et unissent leurs efforts.,b
14,OIC-006-02-A,Lequel des dispositifs suivants est spécifiquement utilisé pour sécuriser les activités interventionnelles ou le bloc opératoire?,Cette question évalue la capacité de l'apprenant à associer un outil de travail pluriprofessionnel spécifique à son contexte d'application sécuritaire.,La RMM,"Incorrect. La réunion de morbi-mortalité sert à analyser des événements indésirables a posteriori, pas à sécuriser l'acte en temps réel.",La RCP,Incorrect. La réunion de concertation pluridisciplinaire sert à discuter de la stratégie thérapeutique d'un patient.,La check-list,Correct. La check-list est l'outil dédié à la sécurisation du bloc opératoire et des activités interventionnelles.,Le protocole,Incorrect. Un protocole pluriprofessionnel est un cadre général de prise en charge et non un outil de vérification immédiate per-interventionnel.,c
15,OIC-006-03-A,Quelle est la définition exacte du parcours de soins?,"Cette question évalue la capacité de l'apprenant à identifier les éléments clés de la coordination des soins : l'organisation, le timing et la complémentarité des compétences.",L'ensemble des examens médicaux,Incorrect. Les examens ne sont qu'une partie technique et non l'organisation globale du parcours.,L'organisation coordonnée des compétences,Correct. Le parcours de soins repose sur l'enchaînement juste et coordonné des compétences professionnelles.,Le dossier médical du patient,"Incorrect. Le dossier est l'outil de traçabilité, pas le processus d'organisation des soins lui-même.",La liste des médecins traitants,Incorrect. Le parcours concerne l'enchaînement des compétences et non une simple liste de praticiens.,b
16,OIC-006-04-B,Qu'est-ce qu'un protocole pluriprofessionnel selon le texte?,Cette question évalue la capacité de l'apprenant à identifier la définition exacte et la nature collaborative d'un protocole pluriprofessionnel.,Un guide de prescription unique,"Incorrect. Le protocole inclut des aides à la prescription, mais il est un consensus global et non un simple guide unique.",Un consensus de prise en charge,Correct. Le texte définit explicitement le protocole comme l'expression d'un consensus pour la prise en charge d'une maladie.,Une obligation administrative,"Incorrect. S'il permet de valider le DPC, sa nature profonde est un outil de soin et de coordination, pas une simple obligation.",Un outil de diagnostic isolé,"Incorrect. Le protocole repose sur le travail en équipe et la pluriprofessionnalité, et non sur une action isolée.",b
17,OIC-006-05-A,Quelle est la condition minimale requise concernant la composition d'une Réunion de Concertation Pluridisciplinaire (RCP)?,"Cette question évalue la compréhension des critères constitutifs d'une RCP, notamment l'aspect collégial et la diversité des spécialités.",Un seul médecin spécialiste,Incorrect. Une RCP doit être collégiale et ne peut être composée d'un seul médecin.,Au moins trois médecins de spécialités différentes,Correct. Le texte stipule explicitement que la RCP regroupe au moins trois médecins de spécialités différentes.,Uniquement des médecins oncologues,"Incorrect. Bien que systématiques en cancérologie, les RCP peuvent concerner d'autres domaines et exigent des spécialités différentes.",Deux médecins de la même spécialité,Incorrect. Le nombre minimal est de trois et ils doivent être de spécialités différentes pour garantir la pluridisciplinarité.,b
18,OIC-006-06-A,Quel est l'objectif principal de l'utilisation d'une check-list au bloc opératoire?,Cette question évalue la compréhension du rôle fondamental des listes de vérification dans la sécurisation du parcours patient.,Remplacer le jugement clinique,"Incorrect. La check-list est un outil d'aide et de sécurisation, elle ne remplace pas l'expertise du professionnel.",Sécuriser l'intervention,Correct. L'objectif est de sécuriser l'acte chirurgical via le partage d'informations et la vérification croisée.,Accélérer la durée de l'acte,Incorrect. La check-list prend du temps pour garantir la sécurité ; elle n'est pas conçue pour réduire la durée de l'intervention.,Éviter le travail d'équipe,"Incorrect. Au contraire, elle favorise le partage d'informations et le point entre les différents professionnels.",b
19,OIC-006-07-A,Quel est l'objectif principal d'une réunion de morbi-mortalité (RMM)?,"Cette question évalue la compréhension de la finalité d'une RMM, en distinguant l'analyse systémique de la recherche de culpabilité.",Sanctionner les erreurs,Incorrect. La RMM s'inscrit dans une culture de retour d'expérience et non dans une démarche punitive.,Mettre en œuvre la prévention,Correct. L'objectif est d'analyser collectivement un événement indésirable pour instaurer des actions de prévention ou d'atténuation.,Remplacer le DPC,"Incorrect. La RMM permet de valider le DPC, mais elle ne le remplace pas.",Analyser un cas isolé,"Incorrect. L'analyse est systémique, prenant en compte les facteurs organisationnels, techniques et humains, et non seulement le cas isolé.",b
20,OIC-006-08-A,Quelle est la mission principale du Service Mobile d'Urgence et de Réanimation (SMUR)?,Cette question évalue la capacité de l'apprenant à distinguer le rôle opérationnel du SMUR par rapport au rôle de régulation du SAMU et d'accueil des structures d'urgences.,La régulation médicale des appels,Incorrect. La régulation et la réception des appels sont les missions du SAMU-Centre 15 via le CRRA.,La prise en charge sur place,Correct. Le SMUR est déclenché par le SAMU pour intervenir hors de l'hôpital et prodiguer des soins d'urgence avant et pendant le transport.,L'accueil des venues non programmées,Incorrect. L'accueil des patients se présentant spontanément est la mission des Structures des Urgences (SU).,L'organisation des plans de secours,Incorrect. La participation à l'élaboration des plans de secours est une mission attribuée au SAMU.,b
21,OIC-008-01-A,"Selon le contenu éducatif, laquelle des situations suivantes constitue une discrimination dans le cadre des soins de santé?",Cette question évalue la capacité à distinguer une discrimination illicite d'un refus de soin légitime ou d'une politique de santé publique ciblée.,Un refus de soin pour incompétence technique,"Incorrect. Le texte précise que certains refus de soins sont légitimes, notamment lorsque les soins ne relèvent pas de la compétence du professionnel.",Une vaccination ciblée pour raisons de santé publique,Incorrect. Le texte mentionne que des politiques de santé ciblées (ex: tuberculose) ne sont pas des discriminations si elles sont proportionnées aux enjeux de santé publique.,Un refus de consultation basé sur la couverture AME,"Correct. Le texte stipule explicitement qu'il est interdit de refuser un soin sur le motif d'une couverture santé particulière, citant l'article 1110-3 du CSP.",Un refus de soin pour raisons personnelles hors urgence,"Incorrect. L'article R. 4127-47 du Code de la Santé Publique autorise un médecin à refuser ses soins pour raisons professionnelles ou personnelles, sauf urgence ou manque d'humanité.",c
22,OIC-008-02-B,Quel est l'impact principal des discriminations sur l'accès aux soins selon le texte?,Cette question évalue la compréhension du concept de 'non-recours' et le lien entre discrimination et renoncement aux soins.,L'amélioration de la littératie,"Incorrect. La littératie est citée comme un facteur distinct, et les discriminations n'améliorent pas la compréhension du système.",Le phénomène de non-recours,Correct. Le texte stipule explicitement que les discriminations contribuent largement au non-recours aux prestations et services de santé.,La réduction du gradient social,"Incorrect. Les discriminations accentuent les déterminants sociaux et donc le gradient social, elles ne le réduisent pas.",L'augmentation des honoraires,"Incorrect. Si la crainte des dépassements d'honoraires peut mener au non-recours, la discrimination n'est pas la cause de l'augmentation des tarifs.",b
23,OIC-009-01-A,"Selon le texte, quelle est la caractéristique principale qui distingue l'éthique de la morale et de la déontologie?",Cette question évalue la capacité de l'apprenant à différencier l'éthique (démarche réflexive) des systèmes normatifs (morale et déontologie) comme décrit dans le contenu.,Elle impose des sanctions,"Incorrect. L'imposition de sanctions est une caractéristique du droit et de la morale, pas de l'éthique.",C'est une démarche réflexive,"Correct. Le texte définit l'éthique comme une capacité réflexive, une démarche d'analyse et de questionnement pour aider à la décision.",Elle fixe un code rigide,Incorrect. La fixation de règles de bonnes pratiques dans un code est la définition de la déontologie.,Elle prescrit le bien,"Incorrect. La prescription du bien et le jugement de valeur sont propres à la morale, tandis que l'éthique interroge ces principes.",b
24,OIC-009-03-A,Quel est le rôle principal du Code de déontologie médicale selon le texte?,Cette question évalue la compréhension de la double fonction du code : guide pratique pour le médecin et référence juridique pour l'Ordre.,Remplacer les lois nationales,"Incorrect. Le code est subordonné à la Constitution et aux lois, il ne les remplace pas.",Guider la pratique quotidienne,Correct. Le texte précise que la déontologie sert d'abord de guide aux médecins au service des patients.,Éviter tout contrôle étatique,"Incorrect. Le code est soumis à l'administration, au Conseil d'État et au gouvernement.",Définir uniquement le secret professionnel,Incorrect. Le secret professionnel est une loi générale ; le code couvre l'ensemble des devoirs professionnels.,b
25,OIC-009-06-A,"Concernant l'obligation d'information du médecin, laquelle de ces affirmations est correcte selon les règles juridiques et déontologiques actuelles?","Cette question évalue la compréhension des limites et des obligations liées au devoir d'information, notamment le cas particulier de la volonté du patient de ne pas savoir.",Le secret médical permet de ne pas informer le patient.,Incorrect. Le texte précise explicitement que le secret médical n'est pas opposable au patient lui-même.,"Le patient peut refuser d'être informé, sauf risque de contamination d'autrui.","Correct. La volonté de ne pas savoir est une exception, mais elle s'efface devant l'intérêt de santé publique en cas d'affection contagieuse grave.",Les risques exceptionnels ne doivent pas être mentionnés.,Incorrect. Le Conseil d'État et la loi de 2002 précisent que les risques graves ou de décès doivent être signalés même s'ils sont exceptionnels.,L'information écrite remplace l'entretien oral.,Incorrect. Le texte souligne que l'information doit demeurer avant tout orale et que l'écrit ne dispense pas le médecin du temps relationnel.,b
26,OIC-009-07-A,"Selon le texte, quelle est l'obligation principale d'un médecin lorsqu'il exerce son droit de refuser de prodiguer des soins à un patient pour des raisons personnelles ou professionnelles?","Cette question évalue la compréhension des conditions légales et déontologiques liées à la clause de conscience et au refus de soin par le praticien, en mettant l'accent sur la continuité des soins.",Obtenir l'accord du patient,"Incorrect. Le médecin n'a pas besoin de l'accord du patient pour exercer son droit de refus, mais il doit respecter certaines obligations après ce refus.",Informer le patient sans délai,"Correct. Le texte stipule que s'il se dégage de sa mission, le médecin doit en avertir le patient sans délai et transmettre les informations utiles pour la poursuite des soins.",Justifier son refus par écrit,"Incorrect. Bien que cela puisse être une pratique courante, le texte mentionne spécifiquement l'obligation d'avertir le patient et d'assurer la transmission du dossier.",Refuser tout soin gratuitement,Incorrect. La gratuité n'est pas mentionnée comme une condition ou une obligation liée au refus de soin par le professionnel.,b
27,OIC-009-08-A,"Concernant la désignation d'une personne de confiance, laquelle de ces affirmations est correcte selon le code de la santé publique?","Cette question évalue la compréhension des obligations légales et procédurales liées à la personne de confiance, en distinguant l'obligation de proposition de l'obligation de désignation.",La désignation est obligatoire pour tout patient.,"Incorrect. Le texte précise qu'il y a une obligation de proposer la désignation, mais non une obligation pour le patient de désigner quelqu'un.",Le soignant doit obligatoirement la proposer.,Correct. Le code de la santé publique stipule qu'il y a une obligation à proposer la possibilité de désigner une personne de confiance à tout citoyen.,Elle est réservée aux pathologies sévères.,"Incorrect. La désignation doit être proposée à tout citoyen, indépendamment de l'état clinique ou de la gravité de la pathologie.",La désignation est définitive et irrévocable.,Incorrect. Le texte indique explicitement que la désignation est révocable à tout moment par le patient.,b
28,OIC-009-11-A,Quelle mesure de protection juridique est spécifiquement définie comme étant temporaire et utilisée pour traiter une situation d'urgence?,Cette question évalue la capacité à distinguer la sauvegarde de justice des mesures de protection permanentes ou de long terme (curatelle et tutelle).,La tutelle,"Incorrect. La tutelle est une mesure protectrice durable et contraignante, non une mesure d'urgence temporaire.",La curatelle,"Incorrect. La curatelle est une mesure d'accompagnement dont la durée est définie par le juge, et non une mesure d'urgence temporaire.",La sauvegarde de justice,Correct. Le texte stipule explicitement que la sauvegarde de justice est une mesure temporaire pour traiter une situation en urgence.,Le conseil de famille,"Incorrect. Le conseil de famille est un organe de désignation pour la tutelle des mineurs, pas une mesure de protection en soi.",c
29,OIC-009-13-A,"Selon le texte, pourquoi l'instauration de la loi Veil de 1975 est-elle présentée comme une mesure de santé publique?","Cette question évalue la compréhension de l'éthique de responsabilité appliquée à l'IVG, en distinguant les enjeux de santé publique des débats moraux.",Pour définir le statut juridique de l'embryon,"Incorrect. Le texte précise que l'embryon n'a pas de statut juridique, mais est qualifié de personne humaine potentielle.",Pour encadrer une pratique risquée,Correct. Le texte indique que la loi a permis d'encadrer médicalement une pratique fréquente et risquée pour garantir un accès sécurisé.,Pour imposer un délai de réflexion,"Incorrect. Le délai de réflexion était un garde-fou initialement instauré, mais il ne constitue pas la raison fondamentale de l'approche de santé publique.",Pour supprimer la clause de conscience,"Incorrect. La clause de conscience existe toujours, bien qu'elle soit encadrée pour ne pas faire obstacle à l'accès au droit.",b
30,OIC-009-14-B,"Selon la législation sur l'interruption médicale de grossesse (IMG), laquelle de ces affirmations est correcte?",Cette question évalue la compréhension des conditions légales et des délais spécifiques à l'IMG par rapport à l'IVG.,L'IMG est limitée dans le temps.,"Incorrect. Contrairement à l'IVG, l'IMG peut avoir lieu sans limitation de délai, à tout moment de la grossesse.",L'IMG peut être pratiquée par une sage-femme.,Incorrect. Le texte précise explicitement que l'IMG ne peut être pratiquée que par un médecin.,L'IMG est possible sans limite de délai.,Correct. La loi précise que l'IMG peut avoir lieu à tout moment de la grossesse selon les critères médicaux définis.,L'IMG ne nécessite pas d'avis collégial.,Incorrect. L'acceptation de la demande est conditionnée par une procédure collégiale pluridisciplinaire (CPDPN).,c
31,OIC-009-15-B,Pourquoi le législateur français a-t-il choisi de ne pas établir de liste exhaustive des maladies permettant l'interruption médicale de grossesse (IMG)?,"Cette question évalue la compréhension des fondements éthiques de la loi française sur le diagnostic prénatal, notamment la volonté d'éviter les décisions automatisées.",Pour limiter le nombre d'IMG,"Incorrect. L'absence de liste ne vise pas à restreindre quantitativement les IMG, mais à qualifier la gravité au cas par cas.",Pour éviter les automatismes,Correct. Le texte précise que l'absence de liste permet d'éviter les automatismes décisionnels et de prendre en compte les situations singulières et le contexte de chaque couple.,Pour simplifier les procédures,"Incorrect. Au contraire, l'absence de liste complexifie la procédure en nécessitant une expertise pluridisciplinaire (CPDPN) pour chaque cas.",Pour interdire le DPNI,Incorrect. Le DPNI est un outil technique de dépistage ; l'absence de liste de maladies concerne le cadre légal de l'IMG et non l'interdiction d'un test.,b
32,OIC-009-16-B,"En France, quelle est la condition principale pour le recours légal au diagnostic préimplantatoire (DPI)?","Cette question évalue la compréhension du cadre légal strict entourant la pratique du DPI en France, en distinguant l'indication médicale de la convenance personnelle.",Le choix du sexe de l'enfant,Incorrect. Le'social sexing' pour convenance personnelle est un sujet de débat éthique et n'est pas l'indication légale autorisée en France.,Le risque d'une maladie grave et incurable,Correct. Le texte précise que le DPI est autorisé à titre exceptionnel pour des maladies génétiques d'une particulière gravité reconnue comme incurable.,Le souhait d'éviter un diagnostic prénatal,"Incorrect. Bien que le DPI permette d'éviter l'épreuve du diagnostic prénatal, ce n'est pas la condition légale suffisante pour y avoir recours.",La compatibilité HLA sans maladie héréditaire,Incorrect. Le texte stipule explicitement que le typage HLA lorsqu'il n'y a pas de risque de maladie héréditaire est interdit en France.,b
33,OIC-009-17-A,"Selon le texte, comment le respect de l'autonomie d'un patient incapable de s'exprimer doit-il être assuré en fin de vie?",Cette question évalue la compréhension des mécanismes de substitution et de recherche de la volonté du patient lorsque celui-ci n'est plus en mesure de communiquer.,Par l'application stricte de règles générales,"Incorrect. Le texte précise que le processus de décision ne doit pas viser à appliquer des règles générales, mais reposer sur la singularité de la situation.",Par la recherche de ses valeurs et préférences,"Correct. Le texte stipule que le respect de l'autonomie implique de chercher à connaître l'histoire, l'identité, les valeurs et les préférences propres de la personne.",Uniquement via l'avis du médecin traitant,"Incorrect. Le texte mentionne l'importance des directives anticipées, de la personne de confiance et des proches.",En se basant sur le consensus collégial seul,"Incorrect. Si la délibération collégiale est importante pour le processus de décision, le respect de l'autonomie spécifique du patient passe par ses volontés préalables ou ses proches.",b
34,OIC-009-18-A,"Selon le cadre législatif des lois Léonetti et Claeys-Léonetti, qu'est-ce qui caractérise l'obstination déraisonnable?","Cette question évalue la capacité de l'apprenant à identifier la définition légale et éthique de l'obstination déraisonnable, notion centrale pour distinguer les soins palliatifs de l'acharnement thérapeutique.",L'administration de soins palliatifs,"Incorrect. Les soins palliatifs visent le soulagement de la souffrance et la dignité, ils s'opposent précisément à l'obstination déraisonnable.",Le refus d'un traitement vital,"Incorrect. Le refus d'un traitement est un droit du patient, tandis que l'obstination déraisonnable concerne la poursuite de traitements inutiles par le corps médical.",Des traitements inutiles ou disproportionnés,"Correct. La loi définit l'obstination déraisonnable comme des traitements qui apparaissent inutiles, disproportionnés ou n'ayant pour seul effet que le maintien artificiel de la vie.",La sédation profonde et continue,Incorrect. La sédation profonde est un moyen de répondre à une souffrance réfractaire et peut être mise en œuvre justement pour éviter l'obstination déraisonnable.,c
35,OIC-009-20-B,"Selon la législation française sur la fin de vie, quelle est la hiérarchie correcte pour rechercher la volonté d'un patient incapable de s'exprimer?",Cette question évalue la compréhension de la priorité accordée aux différents modes d'expression de la volonté du patient en situation d'inconscience ou d'incapacité.,"Personne de confiance, puis directives anticipées, puis famille.","Incorrect. Les directives anticipées, étant un écrit du patient lui-même, priment sur le témoignage de la personne de confiance.","Directives anticipées, puis personne de confiance, puis famille ou proches.","Correct. La loi établit cette hiérarchie : l'écrit du patient d'abord, puis le témoignage de la personne désignée, et enfin celui des proches.","Famille, puis personne de confiance, puis directives anticipées.",Incorrect. La famille est le dernier recours dans la hiérarchie des témoignages pour tracer la volonté du patient.,"Décision collégiale seule, sans consultation de tiers.","Incorrect. La procédure collégiale est obligatoire, mais elle doit impérativement intégrer la recherche de la volonté du patient via les directives ou des tiers.",b
36,OIC-009-21-A,"Selon les principes de l'éthique de la recherche biomédicale, que signifie le principe d'autonomie?","Cette question évalue la capacité de l'apprenant à distinguer le principe d'autonomie des autres principes fondamentaux (bienfaisance, non-malfaisance, justice).",Maximiser le bénéfice thérapeutique,Incorrect. Cela correspond au principe de bienfaisance.,Garantir un accès équitable aux soins,Incorrect. Cela correspond au principe de justice ou d'équité.,Respecter le consentement libre et éclairé,Correct. L'autonomie consiste à laisser la personne décider librement de sa santé après avoir reçu une information complète et loyale.,Interrompre l'étude en cas d'effet néfaste,Incorrect. Cela correspond au principe de non-malfaisance.,c
37,OIC-009-22-B,"Selon la loi Jardé (2012), quelle est la condition principale concernant le consentement pour une recherche non interventionnelle (3ème catégorie)?","Cette question évalue la capacité à distinguer les exigences de consentement selon la catégorie de recherche définie par la loi Jardé, un point clé de la réglementation actuelle.",Consentement écrit obligatoire,Incorrect. Le consentement écrit est requis pour les recherches interventionnelles avec risque (1ère catégorie).,Recherche de la non-opposition,"Correct. Pour la 3ème catégorie (non interventionnelle), le sujet doit être informé et on recherche son absence d'opposition.",Consentement oral obligatoire,Incorrect. Le consentement oral est possible pour les recherches interventionnelles à risque négligeable (2ème catégorie).,Aucun consentement requis,"Incorrect. Même en recherche non interventionnelle, le sujet doit être informé et sa non-opposition doit être recherchée.",b
