,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option
10,OIC-005-12-B,Quels sont les principaux facteurs pouvant conduire à l'ouverture d'un contentieux à la suite d'un accident médical?,La question évalue la compréhension des facteurs pouvant conduire à l'ouverture d'un contentieux à la suite d'un accident médical.,Les difficultés de communication avec le patient et les soignants,"Cette option est incorrecte car elle ne mentionne pas les autres facteurs tels que l'état de santé du patient, les tâches à accomplir, l'équipe, l'environnement de travail, l'organisation et le management, et le contexte institutionnel.",Les politiques de santé publique nationale et régionale,"Cette option est incorrecte car elle ne mentionne pas les autres facteurs tels que l'état de santé du patient, les tâches à accomplir, l'équipe, l'environnement de travail, l'organisation et le management, et les difficultés de communication.",Les tâches à accomplir et l'encadrement des juniors en cours d'apprentissage,"Cette option est incorrecte car elle ne mentionne pas les autres facteurs tels que l'état de santé du patient, la communication au sein de l'équipe et avec le patient, la traçabilité de l'information dans le dossier du patient, les difficultés de communication, l'environnement de travail, l'organisation et le management, et le contexte institutionnel.","L'état de santé du patient, les tâches à accomplir, la communication au sein de l'équipe et avec le patient, l'encadrement des juniors en cours d'apprentissage, l'environnement de travail, l'organisation et le management, et le contexte institutionnel",Cette option est correcte car elle mentionne tous les facteurs pouvant conduire à l'ouverture d'un contentieux à la suite d'un accident médical.,d
11,OIC-005-13-A,Quels sont les facteurs humains qui peuvent réduire la performance d'un individu dans un contexte de soins de santé?,La question évalue la compréhension des facteurs humains qui peuvent réduire la performance d'un individu dans un contexte de soins de santé.,"Le stress, le manque de temps, la fatigue, la maladie","Cette option est correcte car elle mentionne des facteurs tels que le stress, le manque de temps, la fatigue et la maladie qui peuvent réduire la performance d'un individu.","Le manque de connaissances, de compétences, d’expérience","Cette option est correcte car elle mentionne le manque de connaissances, de compétences et d’expérience qui peuvent conduire à des erreurs.",Les facteurs linguistiques ou culturels qui peuvent perturber la bonne compréhension d'une situation,Cette option est correcte car elle mentionne les facteurs linguistiques ou culturels qui peuvent perturber la bonne compréhension d'une situation.,Les facteurs liés au patient dont l'attitude ou le comportement influencent le risque d'erreur,Cette option est correcte car elle mentionne les facteurs liés au patient dont l'attitude ou le comportement influencent le risque d'erreur.,a
12,OIC-006-01-A,Qu'est-ce que le travail en équipe pluriprofessionnelle est considéré comme?,La question évalue la compréhension de la nature du travail en équipe pluriprofessionnelle.,un moyen de répondre de manière collaborative aux besoins du patient.,Correcte. Le travail en équipe pluriprofessionnelle est un moyen de répondre de manière collaborative aux besoins du patient.,un facteur de santé et de bien-être au travail pour les professionnels.,"Incorrecte. Bien que le travail en équipe pluriprofessionnelle puisse améliorer le bien-être au travail, c'est un facteur de qualité de la prise en charge du patient.",une barrière de sécurité contre les événements indésirables.,Correcte. Le travail en équipe pluriprofessionnelle est une barrière de sécurité contre les événements indésirables.,un facteur de qualité de la prise en charge du patient.,"Incorrecte. Bien que le travail en équipe pluriprofessionnelle puisse améliorer la qualité de la prise en charge du patient, c'est une barrière de sécurité contre les événements indésirables.",a
13,OIC-006-02-A,"Quel dispositif est utilisé pour la sécurisation du parcours du patient lors d'activités interventionnelles telles que l'endoscopie, la radiologie interventionnelle, les cathéters veineux centraux ou la chimiothérapie?",La question évalue la compréhension de la sécurisation du parcours du patient dans un contexte interventionnel.,Un protocole pluriprofessionnel,"Incorrecte, le protocole pluriprofessionnel est un dispositif de travail en équipe pluridisciplinaire, mais il n'est pas spécifiquement utilisé pour les activités interventionnelles.",Les réunions de concertation pluridisciplinaire (RCP),"Incorrecte, les RCP sont des réunions de travail en équipe pluridisciplinaire, mais elles ne sont pas spécifiquement utilisées pour les activités interventionnelles.",La ''check-list'' au bloc opératoire ou pour les activités dites « interventionnelles »,"Correcte, la check-list est un dispositif utilisé pour la sécurisation du parcours du patient lors d'activités interventionnelles.",La réunion de morbi-mortalité (RMM),"Incorrecte, la RMM est une réunion de travail en équipe pluridisciplinaire, mais elle est utilisée pour analyser les causes de décès ou de complications graves.",c
14,OIC-006-03-A,Qu'est-ce que le parcours de soins?,La question évalue la compréhension de la définition du parcours de soins.,Le parcours de soins est l'organisation et la coordination du juste enchaînement et du bon moment des compétences professionnelles tout au long de la prise en charge d'un patient.,Correcte.,Le parcours de soins est l'organisation et la coordination du juste enchaînement et du bon moment des compétences professionnelles tout au long de la prise en charge d'un animal.,"Incorrecte, le parcours de soins est utilisé pour les patients et non pour les animaux.",Le parcours de soins est l'organisation et la coordination du juste enchaînement et du bon moment des compétences professionnelles tout au long de la prise en charge d'un véhicule.,"Incorrecte, le parcours de soins est utilisé pour les patients et non pour les véhicules.",Le parcours de soins est l'organisation et la coordination du juste enchaînement et du bon moment des compétences professionnelles tout au long de la prise en charge d'un bâtiment.,"Incorrecte, le parcours de soins est utilisé pour les patients et non pour les bâtiments.",a
15,OIC-006-04-B,Qu'est-ce que le protocole pluriprofessionnel selon la définition donnée?,La question évalue la compréhension de la définition d'un protocole pluriprofessionnel.,"Un protocole pluriprofessionnel est un consensus concernant la prise en charge d’une maladie aigue ou chronique, par plusieurs professionnels, au sein d’une structure de soins ou sur un territoire, et en fonction de l'état de la science du moment. Il comporte des aide-mémoires, des checklists, des aides à la prescription et facilite le travail en équipe.",Cette option est correcte.,Un protocole pluriprofessionnel est un document qui définit les rôles et responsabilités des professionnels impliqués dans la prise en charge d’une maladie.,Cette option est incorrecte car elle ne correspond pas à la définition donnée.,Un protocole pluriprofessionnel est un document qui définit les procédures à suivre pour la prise en charge d’une maladie.,Cette option est incorrecte car elle ne correspond pas à la définition donnée.,Un protocole pluriprofessionnel est un document qui définit les objectifs à atteindre pour la prise en charge d’une maladie.,Cette option est incorrecte car elle ne correspond pas à la définition donnée.,a
16,OIC-006-05-A,Quels sont les éléments caractéristiques des réunions de concertation pluridisciplinaire (RCP)?,La question évalue la compréhension des caractéristiques des RCP.,RCP sont des réunions qui regroupent au moins trois médecins de spécialités différentes.,"C'est correct, car les RCP regroupent au moins trois médecins de spécialités différentes.",Les RCP sont des réunions qui se tiennent uniquement dans le domaine de la cancérologie.,"C'est faux, car les RCP peuvent être organisées dans d'autres domaines où la prise en charge du patient est complexe.",Les RCP sont des réunions qui ne nécessitent pas l'avis concerté et collégial.,"C'est faux, car les RCP sont des réunions collégiales qui nécessitent l'avis concerté et collégial.",Les RCP ne permettent pas de valider l'obligation de développement professionnel continu (DPC).,"C'est faux, car les RCP permettent de valider l'obligation de développement professionnel continu (DPC).",a
17,OIC-006-06-A,Qu'est-ce que la check-list sécurité du patient au bloc opératoire?,La question évalue la compréhension de la définition de la check-list sécurité du patient au bloc opératoire.,Une liste de vérification qui sert à sécuriser la réalisation d'une intervention chirurgicale en faisant un point entre professionnels aux moments clés de l'intervention.,Correcte. La check-list sécurité du patient au bloc opératoire est une liste de vérification qui sert à sécuriser la réalisation d'une intervention chirurgicale en faisant un point entre professionnels aux moments clés de l'intervention.,Une liste de vérification qui sert à sécuriser la réalisation d'une intervention chirurgicale en faisant un point entre professionnels aux moments non clés de l'intervention.,Incorrecte. La check-list sécurité du patient au bloc opératoire est utilisée aux moments clés de l'intervention.,"Une liste de vérification qui sert à sécuriser la réalisation d'une intervention chirurgicale en faisant un point entre professionnels, mais n'a pas de lien avec la vérification croisée.",Incorrecte. La check-list sécurité du patient au bloc opératoire favorise le partage des informations par la vérification croisée.,"Une liste de vérification qui sert à sécuriser la réalisation d'une intervention chirurgicale en faisant un point entre professionnels, mais n'a pas de lien avec l'identité du patient.",Incorrecte. La check-list sécurité du patient au bloc opératoire comprend la vérification de l'identité du patient.,a
18,OIC-006-07-A,Qu'est-ce que la réunion de morbi-mortalité (RMM)?,La question évalue la compréhension de la définition de la réunion de morbi-mortalité.,"Une réunion d'analyse collective, rétrospective et systémique prenant en compte les composantes organisationnelles, techniques et humaines.",Correcte. Cette option est la définition de la réunion de morbi-mortalité.,"Une réunion d'analyse collective, prospective et systémique prenant en compte les composantes organisationnelles, techniques et humaines.","Incorrecte. La réunion de morbi-mortalité est rétrospective, non prospective.","Une réunion d'analyse collective, rétrospective et systémique prenant en compte les composantes organisationnelles, techniques et humaines, mais ne permettant pas de mettre en œuvre des actions de prévention, de récupération ou d'atténuation.","Incorrecte. La principale fonction de la réunion de morbi-mortalité est de mettre en œuvre des actions de prévention, de récupération ou d'atténuation.","Une réunion d'analyse collective, rétrospective et systémique prenant en compte les composantes organisationnelles, techniques et humaines, mais n'entrant pas dans le cadre de la culture du retour d’expérience.",Incorrecte. La réunion de morbi-mortalité est un élément de la culture du retour d’expérience.,a
19,OIC-006-08-A,Quelle est la mission principale du Samu-Centre 15?,La question évalue la compréhension de la mission principale du Samu-Centre 15.,Assurer une écoute médicale permanente 24 heures sur 24 et 7 jours sur 7.,Correcte. Le Samu-Centre 15 assure une écoute médicale permanente.,Participer à l'élaboration des plans de secours et à la prise en charge des situations sanitaires exceptionnelles.,"Incorrecte. Bien que le Samu participe à l'élaboration des plans de secours, sa mission principale est l'écoute médicale permanente.",Organiser le transport du patient et son accueil hospitalier.,Correcte. Le Samu s'assure de la disponibilité des moyens d'hospitalisation et organise le transport du patient et son accueil hospitalier.,Régler les factures des patients.,Incorrecte. Le Samu ne régle pas les factures des patients.,a
20,OIC-008-01-A,"Quel est le mot clé qui décrit le phénomène de traiter différemment des personnes en fonction de critères prohibés, entraînant un préjudice pour la personne?",La question évalue la compréhension de la définition de la discrimination.,Stigmatisation,"Stigmatisation est un terme qui décrit la marque d'un étiquette négative sur une personne ou un groupe, mais il ne décrit pas le phénomène de traiter différemment des personnes en fonction de critères prohibés.",Sélection,"Sélection est le processus de choisir des personnes ou des groupes pour une activité ou une fonction, mais il ne décrit pas le phénomène de traiter différemment des personnes en fonction de critères prohibés.",Discrimination,"Discrimination est le mot clé qui décrit le phénomène de traiter différemment des personnes en fonction de critères prohibés, entraînant un préjudice pour la personne.",Stéréotype,"Stéréotype est un terme qui décrit une représentation simplificatrice, relativement rigide, et pas toujours de bonne qualité d'un groupe, mais il ne décrit pas le phénomène de traiter différemment des personnes en fonction de critères prohibés.",c
21,OIC-009-01-A,Qu'est-ce qui est la démarche de l'éthique en santé?,La question évalue la compréhension de la démarche de l'éthique en santé.,Un jugement de valeur qui prescrit ou interdit.,Cette option est incorrecte car l'éthique en santé n'est pas un jugement de valeur qui prescrit ou interdit.,Un code de bonnes pratiques professionnelles qui balisent la relation soignant-soigné.,Cette option est incorrecte car l'éthique en santé n'est pas un code de bonnes pratiques professionnelles.,Une démarche de réflexion et d’analyse permettant une aide à la décision.,Cette option est correcte car l'éthique en santé est une démarche de réflexion et d’analyse permettant une aide à la décision.,"Une normative qui approuve ou réprouve, récompense ou sanction.","Cette option est incorrecte car l'éthique en santé n'est pas une normative qui approuve ou réprouve, récompense ou sanction.",c
22,OIC-009-02-A,Quelle est la définition de la bioéthique selon V.R. Potter?,La question évalue la compréhension de la définition de la bioéthique selon V.R. Potter.,Une éthique globale pour la survie de l’être humain et de la planète,Cette option est correcte car elle correspond à la définition de la bioéthique selon V.R. Potter.,Un sous-ensemble de l’éthique en santé,"Cette option est incorrecte car elle correspond à la définition de la bioéthique aujourd'hui, mais pas à celle de V.R. Potter.","Une alliance entre sciences biologiques et éthique, entre sciences et humanités, et un contrôle social des savoirs et des progrès scientifiques","Cette option est incorrecte car elle correspond à une vision de la bioéthique selon V.R. Potter, mais pas à sa définition.",Une éthique qui concerne les questions soulevées par l’émergence des nouvelles biotechnologies et les questions que posent l’application à l’homme de ces avancées scientifiques,"Cette option est incorrecte car elle correspond à la définition de la bioéthique aujourd'hui, mais pas à celle de V.R. Potter.",a
23,OIC-009-04-A,Quel principe de l'approche par principes de l'éthique médicale est directement issu de la tradition médicale et se réfère au principe de 'Primum non nocere'?,La question évalue la compréhension de la tradition médicale et du principe de 'Primum non nocere'.,La bienfaisance,"La bienfaisance est un principe moral qui vise à réaliser ce qui est avantageux pour un patient, mais n'est pas directement issu de la tradition médicale.",La non-malfaisance,La non-malfaisance est directement issue de la tradition médicale et se réfère au principe de 'Primum non nocere'.,L'autonomie,"L'autonomie est un principe philosophique qui préfigure la philosophie des Lumières, mais n'est pas directement issu de la tradition médicale.",La justice,La justice est un principe qui peut varier d'une société à une autre et n'est pas directement issu de la tradition médicale.,b
24,OIC-009-05-A,Quel principe philosophique sous-tend la notion de respect de l'autonomie du patient dans le domaine du soin?,La question évalue la compréhension de la philosophie sous-jacente à la notion de respect de l'autonomie du patient.,Le principe de bienfaisance,"Incorrect. Le principe de bienfaisance ne s'applique pas uniquement au bien-être du patient, mais à l'ensemble des intérêts concernés.",Le principe de non-maleficence,Incorrect. Le principe de non-maleficence est le principe de ne pas nuire au patient.,Le principe de justice,Incorrect. Le principe de justice s'applique à l'équité dans la distribution des ressources.,Le principe de liberté individuelle,"Correct. Le principe de liberté individuelle est le principe de la liberté de choix de la personne, reposant sur l'acte de l'esprit.",d
25,OIC-009-06-A,Quel est le devoir du médecin en matière d'information à un patient?,La question évalue la compréhension de l'obligation d'information du médecin à un patient.,"Le médecin doit informer le patient de tous les risques, y compris ceux de décès liés à un traitement ou de ceux dont la survenue est exceptionnelle.",Cette option est correcte car elle reflète la réalité de l'obligation du médecin de communiquer tous les risques fréquents ou graves normalement prévisibles.,Le médecin doit informer le patient uniquement des avantages des traitements proposés.,Cette option est incorrecte car elle ne reflète pas la réalité de l'obligation du médecin de communiquer les risques.,Le médecin peut choisir de ne pas informer le patient si celui-ci est trop angoissé.,Cette option est incorrecte car elle ne reflète pas la réalité de l'obligation du médecin de communiquer l'information.,Le médecin doit informer le patient uniquement des risques graves ou exceptionnels.,Cette option est incorrecte car elle ne reflète pas la réalité de l'obligation du médecin de communiquer tous les risques fréquents ou graves normalement prévisibles.,a
26,OIC-009-08-A,Quel est le rôle principal de la personne de confiance dans le cadre de la prise en charge médicale?,La question évalue la compréhension de la fonction de la personne de confiance dans le contexte de la prise en charge médicale.,Assister le patient dans ses démarches de soins et l’accompagner physiquement et/ou psychologiquement.,Correcte. La personne de confiance a pour rôle d'assister le patient dans ses démarches de soins et d'accompagner physiquement et/ou psychologiquement.,Participer à la prise de décision médicale du patient.,"Incorrecte. La personne de confiance ne participe pas à la prise de décision médicale du patient, mais elle peut témoigner des désirs du patient lorsque celui-ci ne peut ou ne veut pas participer seul.",Remplacer le médecin dans les consultations.,Incorrecte. La personne de confiance ne remplace pas le médecin dans les consultations.,Assurer le secret médical du patient.,"Incorrecte. La personne de confiance ne garantit pas le secret médical du patient, mais elle doit respecter le secret médical du patient et ne révéler aucune information sans son consentement.",a
27,OIC-009-09-B,Quelle est la définition de la vulnérabilité selon la pensée du ''care''?,La question évalue la compréhension de la définition de la vulnérabilité selon la pensée du ''care''.,"La vulnérabilité comme constitutive de l’existence humaine, universellement partagée, parfois qualifiée de vulnérabilité fondamentale ou ontologique, et qui renvoie à notre fragilité anthropologique et biologique.",Cette option est incorrecte car elle ne correspond pas à la définition de la vulnérabilité selon la pensée du ''care'' qui est plutôt une capacité ou une disposition relationnelle.,"La vulnérabilité comme dépendante de contextes historiques et sociaux particuliers, souvent qualifiée de vulnérabilité sociale.",Cette option est incorrecte car elle ne correspond pas à la définition de la vulnérabilité selon la pensée du ''care'' qui est plutôt une capacité ou une disposition relationnelle.,"La vulnérabilité comme étant à la fois une condition universelle et une potentialité susceptible d’affecter chacun, individuellement, de façon différente ou inégale du fait de ses dimensions relationnelle et contextuelle, dimensions sur lesquelles il est possible d’agir pour la réduire.","Cette option est correcte car elle correspond à la définition de la vulnérabilité selon la pensée du ''care'' qui est plutôt une capacité ou une disposition relationnelle, dimensions sur lesquelles il est possible d’agir pour la réduire.","La vulnérabilité comme un défaut ou un manque d’autonomie, alors même qu’elle est communément associée, dans les représentations courantes, à la dépendance ou la perte d’autonomie.",Cette option est incorrecte car elle ne correspond pas à la définition de la vulnérabilité selon la pensée du ''care'' qui est plutôt une capacité ou une disposition relationnelle.,c
28,OIC-009-10-B,Quelle est la principale différence entre la protection d'une personne majeure sous tutelle et la protection d'une personne majeure sous sauvegarde de justice ou sous curatelle?,La question évalue la compréhension de la différence entre la protection d'une personne majeure sous tutelle et la protection d'une personne majeure sous sauvegarde de justice ou sous curatelle.,"La personne majeure sous tutelle peut exprimer sa volonté et recevoir directement les informations relatives à son état de santé, tandis que la personne majeure sous sauvegarde de justice ou sous curatelle ne peut pas.","Cette option est incorrecte car la personne majeure sous tutelle peut recevoir directement les informations relatives à son état de santé, mais le curateur ne pourra recevoir ces informations que si la personne protégée l’y autorise.","La personne majeure sous tutelle doit être entendue lors de la procédure de mise sous tutelle, tandis que la personne majeure sous sauvegarde de justice ou sous curatelle n’est pas obligatoirement entendue.","Cette option est incorrecte car la personne concernée est obligatoirement entendue lors de la procédure de mise sous tutelle, quelle que soit la mesure de protection.","La personne majeure sous tutelle peut refuser les soins médicaux, tandis que la personne majeure sous sauvegarde de justice ou sous curatelle ne peut pas.","Cette option est incorrecte car le majeur protégé, comme tout autre patient, doit personnellement consentir à l’acte médical envisagé et son refus doit être respecté, sauf cas d’urgence.","La personne majeure sous tutelle peut recevoir directement l’information médicale et participer à la prise de décision le concernant, tandis que la personne majeure sous sauvegarde de justice ou sous curatelle ne peut pas.","Cette option est correcte car la personne majeure sous tutelle a le droit de recevoir directement l’information médicale et de participer à la prise de décision le concernant, mais ces informations et cette participation seront adaptées aux facultés de la personne protégée.",d
29,OIC-009-11-A,Quelle mesure de protection juridique permet à une autre personne de traiter une situation en urgence lorsqu’une personne majeure risque des actes contraires à ses intérêts?,"La question évalue la compréhension de la sauvegarde de justice, une mesure de protection juridique.",La curatelle,"Incorrecte, la curatelle est une mesure de protection plus restrictive.",La tutelle,"Incorrecte, la tutelle est une mesure de protection plus restrictive.",La sauvegarde de justice,"Correcte, la sauvegarde de justice est une mesure de protection temporaire et aux effets limités, qui permet de traiter une situation en urgence lorsqu’une personne majeure risque des actes contraires à ses intérêts.",La protection des mineurs,"Incorrecte, la protection des mineurs est une mesure de protection juridique pour les enfants.",c
30,OIC-009-12-B,Quel est le demandeur d'une demande d'ouverture d'une mesure de protection obligatoirement accompagnée d'un certificat médical circonstancié?,La question évalue la compréhension de qui peut demander une mesure de protection et de l'accompagnement obligatoire d'un certificat médical.,Le médecin traitant de la personne,"Incorrect. Le médecin traitant ne peut pas demander une mesure de protection, mais peut être consulté pour rédiger le certificat médical.",Le procureur de la République,Correct. Le procureur de la République peut demander une mesure de protection et peut également demander le certificat médical.,Le majeur concerné lui-même,"Incorrect. Le majeur concerné peut demander une mesure de protection, mais ne peut pas demander le certificat médical.",La personne qui exerce déjà à l’égard du majeur concerné une mesure de protection juridique,"Incorrect. La personne qui exerce déjà une mesure de protection peut demander une modification de celle-ci, mais ne peut pas demander une nouvelle mesure de protection.",b
