,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option
10,OIC-006-03-A,Quelle est la définition correcte du parcours de soins?,Cette question évalue la compréhension de la définition centrale du parcours de soins. Un piège courant est de confondre cette notion avec des aspects administratifs ou des objectifs de satisfaction du patient.,Coordination des compétences professionnelles tout au long de la prise en charge du patient,Correcte. Elle reflète l'idée d'organiser et de synchroniser les interventions professionnelles au bon moment.,Mise en place d'outils administratifs pour gérer les dossiers médicaux,"Incorrecte. Les outils administratifs relèvent d'une gestion logistique, pas de la coordination des compétences.",Évaluation des compétences individuelles des professionnels de santé,Incorrecte. L'évaluation individuelle ne correspond pas à l'organisation d'un parcours collectif.,Accroissement de la satisfaction du patient par des soins personnalisés,"Incorrecte. La satisfaction du patient est un objectif secondaire, pas la définition du parcours de soins.",a
11,OIC-006-06-A,Quelle est la principale fonction des check-lists de sécurité du patient au bloc opératoire?,"Cette question évalue la compréhension des objectifs des check-lists, en mettant en évidence le partage d'informations et la vérification croisée. Un piège courant est de confondre leur rôle avec des objectifs secondaires comme la réduction des coûts ou l'accélération des interventions.",Assurer la sécurité de l'intervention par le partage d'informations et la vérification croisée,"Correcte. Cela correspond aux principes décrits dans le contenu : vérification de l'identité du patient, du type d'intervention et des risques, avec un partage d'informations entre professionnels.",Réduire les coûts des interventions chirurgicales,"Incorrecte. Le contenu ne mentionne pas la réduction des coûts comme objectif des check-lists, mais plutôt la sécurité et la préparation des interventions.",Accélérer la durée des interventions chirurgicales,"Incorrecte. Les check-lists visent à sécuriser le processus, pas à accélérer les interventions, même si cela peut avoir un effet secondaire sur la durée.",Assurer la conformité légale des professionnels de santé,"Incorrecte. Bien que la conformité soit importante, le contenu ne souligne pas cette dimension comme l'objectif principal des check-lists, mais plutôt la sécurité opérationnelle.",a
12,OIC-006-07-A,Quelle est la principale fonction des réunions de morbi-mortalité (RMM)?,"Cette question évalue la compréhension des objectifs des RMM, qui visent à analyser les événements indésirables pour améliorer la sécurité des soins. Un piège courant est de confondre les RMM avec des procédures juridiques ou administratives.",Analyser les événements indésirables associés aux soins pour mettre en œuvre des actions de prévention,"Correcte. Les RMM sont conçues pour analyser les erreurs et les complications afin de prévenir leur récurrence, conformément à leur objectif principal.",Procéder à des poursuites juridiques contre les professionnels impliqués,"Incorrecte. Les RMM ne visent pas à sanctionner les erreurs, mais à apprendre collectivement et améliorer les pratiques.",Évaluer les compétences individuelles des professionnels de santé,"Incorrecte. Bien que le DPC soit lié aux RMM, leur objectif principal n'est pas d'évaluer les compétences individuelles, mais d'analyser les systèmes et les processus.",Réviser les politiques administratives de l'établissement de santé,"Incorrecte. Les RMM se concentrent sur l'analyse clinique et organisationnelle des événements, pas sur la révision des politiques administratives.",a
13,OIC-006-08-A,Quelle est la principale fonction du Samu-Centre 15?,Cette question évalue la compréhension de la mission centrale du Samu-Centre 15. Un piège courant est de confondre ses rôles avec ceux des SMUR ou des SU.,Assurer une écoute médicale permanente et coordonner la réponse aux urgences,"Correcte. Le Samu-Centre 15 est spécifiquement chargé d'écouter les appels et de coordonner les interventions, comme expliqué dans le texte.",Organiser le transport des patients vers les structures spécialisées,"Incorrecte. Bien que le Samu organise des transports, cette fonction n'est pas sa principale mission, mais plutôt une conséquence de sa régulation médicale.",Prise en charge des urgences non programmées dans les hôpitaux,"Incorrecte. Cette mission relève des Structures des urgences (SU), non du Samu-Centre 15.",Transport d'enfants en situation de détresse médicale,"Incorrecte. Ce rôle est assuré par les SMUR pédiatriques, spécialisés dans le transport des enfants.",a
14,OIC-008-02-B,Quel est l'effet principal des discriminations sur la santé selon le contenu?,"La question évalue la compréhension des liens entre discriminations et santé. Un piège courant est de confondre les effets directs (stress, santé mentale) avec des déterminants sociaux plus larges.",L'exclusion sociale et l'accumulation de désavantages,"C'est un déterminant social de la santé, mais non l'effet principal des discriminations sur la santé.",Le non-recours aux soins et l'accès inégal aux services,"Un effet secondaire des discriminations, mais non le lien direct entre discrimination et santé.",L'augmentation des inégalités économiques,"Un phénomène lié aux déterminants sociaux, mais non une conséquence directe des discriminations sur la santé.",Le stress et les problèmes de santé mentale et physique,"Correct. Les discriminations augmentent le stress, ce qui affecte directement la santé physique et mentale, comme mentionné dans le contenu.",d
15,OIC-008-03-B,Quelle est la principale cause des discriminations dans le système de santé selon le contenu?,La question évalue la compréhension des causes structurelles et organisationnelles des discriminations. Le piège courant est de confondre les facteurs individuels avec les dysfonctionnements systémiques.,Dysfonctionnements structurels et organisationnels du système de santé,"Correcte. Le contenu souligne que les discriminations proviennent de dysfonctionnements systémiques, non seulement d'erreurs individuelles.",Biases individuels et stéréotypes des soignants,Incorrecte. Le texte précise que les discriminations ne sont pas uniquement dues à des représentations sociales ou à un défaut de vigilance individuelle.,Difficultés de communication des patients,Incorrecte. Les difficultés de communication sont liées à des facteurs structurels (ex. manque d'interprétariat) et non à des causes directes.,Pressions économiques dans le système de santé,"Incorrecte. Les pressions économiques sont un facteur structurel mentionné, mais elles relèvent des dysfonctionnements organisationnels plus larges.",a
16,OIC-009-04-A,Quel principe n'appartient pas aux quatre principes fondamentaux de l'éthique médicale selon le texte?,Cette question évalue la capacité à identifier les principes clés de l'éthique médicale. Le piège réside dans la confusion avec d'autres concepts éthiques comme la fidélité ou la confidentialité.,La bienfaisance,Correcte. Le texte la présente comme l'un des quatre principes fondamentaux.,La non-malfaisance,Correcte. Le texte la définit comme un principe central de l'éthique médicale.,Le respect de l'autonomie,Correcte. Le texte l'explique comme un principe essentiel dans la prise de décision médicale.,La fidélité,"Incorrecte. Le texte ne mentionne pas la fidélité comme l'un des quatre principes principaux, contrairement à la bienfaisance, la non-malfaisance, l'autonomie et la justice.",d
17,OIC-009-06-A,Quelle est l'obligation du médecin concernant l'information du patient sur les risques associés à un acte médical?,"Cette question évalue la compréhension de l'obligation légale et éthique de transmettre une information complète sur les risques, y compris les risques rares ou graves.","Tous les risques normalement prévisibles doivent être mentionnés, même s'ils sont rares ou graves.","Correcte. La loi du 4 mars 2002 exige que les risques fréquents ou graves normalement prévisibles soient communiqués, indépendamment de leur fréquence.","Seuls les risques fréquents ou graves doivent être mentionnés, les risques rares peuvent être omis.","Incorrecte. Les risques rares ne sont pas dispensés, car ils sont normalement prévisibles et peuvent avoir des conséquences graves.",Le patient peut refuser d'être informé s'il exprime clairement sa volonté de ne pas savoir.,"Incorrecte. Cette exception est limitée aux cas où des tiers sont exposés à un risque de contamination, et ne s'applique pas généralement.","L'information doit être simplifiée pour éviter d'angoisser le patient, même si cela implique de ne pas mentionner certains risques.","Incorrecte. L'information doit être claire et complète, même si elle génère de l'anxiété, car le droit à l'autonomie du patient prime.",a
18,OIC-009-11-A,Quelle est la principale différence entre la curatelle et la tutelle?,Cette question évalue la compréhension des distinctions entre les mesures de protection. Un piège courant est de confondre le degré de contrainte entre les deux mesures.,La curatelle est une mesure plus protectrice que la tutelle.,"Incorrect. La curatelle est moins restrictive que la tutelle, qui implique une protection plus poussée.",La tutelle est une mesure plus protectrice que la curatelle.,"Correct. La tutelle implique une représentation plus complète de la personne, contrairement à la curatelle qui limite les actes importants.",Les deux mesures sont identiques en termes de protection.,Incorrect. Les deux mesures diffèrent par le degré de contrôle exercé sur la personne protégée.,"La tutelle est une mesure temporaire, contrairement à la curatelle.","Incorrect. La sauvegarde de justice est la mesure temporaire, tandis que la tutelle et la curatelle peuvent être renouvelées.",b
19,OIC-009-12-B,Qui peut déposer une demande d’ouverture d’une mesure de protection?,Cette question évalue la compréhension des rôles des acteurs dans le processus de mise en place d’une mesure de protection. Un piège courant est de confondre le médecin traitant avec le demandeur.,Le majeur concerné lui-même,Correcte. Le majeur peut déposer la demande s’il est en mesure de le faire.,Le médecin traitant de la personne,"Incorrecte. Le médecin traitant ne peut pas déposer la demande, mais il doit rédiger le certificat médical requis.",Le juge des tutelles,"Incorrecte. Le juge des tutelles décide de la mesure de protection après examen de la demande, mais ne la dépose pas.",Le procureur de la République,"Incorrecte. Le procureur de la République peut déposer la demande, mais il n’est pas le seul acteur autorisé.",a
20,OIC-009-18-A,Quelle est la principale finalité des lois Leonetti et Claeys-Léonetti en matière de fin de vie?,Cette question évalue la compréhension du cadre légal visant à respecter la volonté du patient et à éviter l'obstination déraisonnable. Un piège courant est de confondre ces lois avec l'autorisation d'euthanasie.,Permettre l'euthanasie active en cas de souffrance insupportable,"Incorrect. L'euthanasie active est explicitement condamnée par ces lois, qui distinguent clairement l'acte de soulager la souffrance (sédation) de l'acte de provoquer la mort.",Imposer l'obligation de prolonger la vie par tous les moyens,"Incorrect. Ces lois encadrent la suspension des traitements disproportionnés, non leur prolongement, en priorisant la dignité du patient.",Faciliter l'arrêt de tous les soins en fin de vie,"Incorrect. Les lois permettent la limitation ou l'arrêt des traitements, mais non l'arrêt total des soins palliatifs, qui sont explicitement encadrés.",Autoriser la suspension des traitements disproportionnés pour préserver la dignité du patient,"Correct. Les lois visent à respecter la volonté du patient et à éviter l'obstination déraisonnable, en permettant la limitation des soins et la sédation palliative.",d
21,OIC-009-19-B,"Qui est responsable de la décision finale de poursuivre, limiter ou arrêter les traitements en fin de vie selon la procédure collégiale?","La question évalue la compréhension du rôle du médecin dans la procédure collégiale. Un piège courant est de confondre le médecin avec les autres participants (famille, personnes de confiance) qui sont consultés mais ne prennent pas la décision finale.",Le médecin en charge du patient,"Correcte. Le médecin est explicitement désigné comme le décideur final après la délibération collégiale, même s'il doit s'appuyer sur les avis des autres participants.",La famille du patient,"Incorrecte. La famille est consultée et écoutée, mais elle ne prend pas la décision finale. Son rôle est limité à la participation et à la compréhension des démarches.",La personne de confiance du patient,"Incorrecte. La personne de confiance est un témoin des volontés du patient, mais la décision finale incombe toujours au médecin, même si son témoignage est pris en compte.",Le médecin consultant,"Incorrecte. Le médecin consultant participe à la délibération mais ne prend pas la décision finale. Il apporte son avis, mais le médecin en charge reste responsable.",a
22,OIC-009-20-B,Quel est l'ordre de priorité pour déterminer la volonté d'un patient inconscient selon la loi de 2016?,Cette question évalue la compréhension de la hiérarchie légale dans la prise de décision en fin de vie. Un piège courant est de confondre le rôle de la famille et de la personne de confiance.,"Les directives anticipées, puis la personne de confiance, puis la famille","Correcte. La loi de 2016 établit clairement que les directives anticipées ont la priorité, suivies de la personne de confiance, puis de la famille.","La famille, puis la personne de confiance, puis les directives anticipées","Incorrecte. La loi précise que les directives anticipées sont prioritaires, même si la famille ou la personne de confiance n'ont pas été désignées.","L'avis du médecin, puis la famille, puis la personne de confiance","Incorrecte. Le médecin n'est pas un acteur de la hiérarchie légale, mais un interlocuteur chargé de respecter les volontés du patient.","La personne de confiance, puis les directives anticipées, puis la famille","Incorrecte. Les directives anticipées ont une priorité supérieure à la personne de confiance, même si celle-ci a été désignée par le patient.",a
23,OIC-009-25-B,Qui peut être donneur vivant selon la loi?,"La question évalue la compréhension des évolutions légales sur les critères de don d'organes entre vivants, notamment la flexibilité des liens familiaux et la condition de vie commune.","Les parents, le conjoint et les frères et sœurs","Plausible mais incomplet. Ces personnes sont autorisées, mais la loi inclut également d'autres catégories comme les personnes avec une vie commune de deux ans.",Les mineurs avec le consentement parental,"Incorrect. Les mineurs ne sont pas autorisés à donner d'organes vivants, sauf pour la moelle osseuse, et ce n'est pas le critère principal ici.",Seuls les parents,"Incorrect. La loi permet des donneurs plus larges (conjoints, frères/sœurs, etc.) depuis 2004.",Toute personne apportant la preuve d'une vie commune d'au moins deux ans avec le receveur,Correct. Le texte précise explicitement cette condition comme une possibilité supplémentaire.,d
24,OIC-009-26-B,Quel principe garantit que les éléments et produits du corps humain ne peuvent pas être commercialisés?,Cette question évalue la compréhension du principe de non-patrimonialité. Un piège courant est de confondre ce principe avec l'anonymat ou le consentement éclairé.,La non-patrimonialité,"Correcte. Ce principe interdit toute forme de commerce ou de prix lié aux éléments et produits du corps humain, conformément au Code civil.",Le consentement éclairé,"Incorrecte. Le consentement éclairé concerne la volonté du donneur, pas l'interdiction du commerce.",L'anonymat,"Incorrecte. L'anonymat protège l'identité des donneurs et receveurs, mais ne limite pas la commercialisation.",Le droit de retrait,"Incorrecte. Le droit de retrait est une garantie éthique, mais non un principe juridique fondamental des trois mentionnés.",a
25,OIC-009-27-B,"Selon la loi française, dans quelles circonstances l'identification d'une personne par ses empreintes génétiques est-elle autorisée?",Cette question évalue la compréhension des cadres légaux spécifiques pour l'identification génétique. Un piège courant est de confondre les cas d'usage médicaux avec les cas d'identification judiciaire.,"Dans le cadre de mesures judiciaires, de tests de paternité et de situations de défense nationale",Correcte. Ces trois cadres sont explicitement mentionnés dans le texte comme autorisant l'identification génétique.,"Pour des usages commerciaux, des recherches non médicales et des tests de loisirs","Incorrecte. La loi interdit l'usage de la génétique à des fins non médicales ou commerciales, sauf dans les trois cadres spécifiés.","Lors de prélèvements familiaux, de tests de santé publique et de recherches académiques",Incorrecte. Les prélèvements familiaux et les recherches académiques ne sont pas des cas d'identification génétique autorisés par la loi.,"En cas de suspicion de maladie, de recherche de paternité et de tests de prévention","Incorrecte. La recherche de paternité est un cas d'identification, mais la suspicion de maladie et les tests de prévention relèvent des usages médicaux, non des cas d'identification spécifiques.",a
26,OIC-010-03-B,Quelle est la principale distinction évoquée dans le texte concernant le corps dans les pratiques cliniques?,La question évalue la compréhension de la dualité entre le corps subjectif et le corps objectivé. Un piège courant est de confondre cette distinction avec l'usage des techniques médicales ou la terminologie.,Le corps vécu subjectivement par le patient et le corps objectivé par la médecine,Correcte. Cela correspond à la distinction centrale entre le corps-sujet et le corps-objet évoquée dans le texte.,L'impact des dispositifs techniques sur la perception du corps,"Incorrecte. Bien que mentionné, cet aspect est secondaire par rapport à la distinction fondamentale entre subjectivité et objectivité.",La création d'un écart entre le patient et le soignant via la terminologie médicale,"Incorrecte. L'écart est une conséquence de la distinction, pas la principale idée développée.",Le corps réduit à des données biologiques et des images,"Incorrecte. Cela représente une critique de la réductionnisme médical, non la distinction centrale du texte.",a
27,OIC-019-04-B,Quelle est la répartition principale des ressources de la protection sociale en France selon le contenu?,Cette question évalue la compréhension des sources de financement de la protection sociale. Le piège réside dans la confusion entre les cotisations sociales (diminuées depuis 1990) et les ressources fiscales (croissantes).,"Cotisations sociales, impôts et taxes affectés, contributions publiques de l'État","Correcte. Elle résume les trois principales sources de financement évoquées dans le texte : cotisations sociales, ressources fiscales (impôts/taxes) et contributions publiques.","Cotisations sociales, impôts et taxes affectés, exonérations de cotisations employeurs","Incorrecte. Les exonérations de cotisations employeurs sont une sous-catégorie des ressources fiscales, pas une source distincte.","Cotisations sociales, contributions publiques de l'État, allocations familiales","Incorrecte. Les allocations familiales sont une prestations, pas une source de financement. Les ressources fiscales (CSG, CRDS) sont plus pertinentes.","Impôts et taxes affectés, contributions publiques de l'État, cotisations d'assurance chômage","Incorrecte. Les cotisations d'assurance chômage sont une sous-catégorie des cotisations sociales, pas une source distincte.",a
28,OIC-019-05-A,Quelle caisse nationale pilote la branche Famille du régime général de la sécurité sociale?,Cette question évalue la compréhension de l'organisation du régime général et des rôles des organismes qui le gèrent. Un piège courant est de confondre les branches de la Sécurité sociale.,Caisse nationale des allocations familiales (Cnaf),Correcte. La Cnaf est explicitement mentionnée comme pilote de la branche Famille.,Caisse nationale d’assurance maladie (Cnam),"Incorrecte. La Cnam pilote la branche Maladie, Accidents du travail et Risques professionnels.",Caisse nationale d’assurance vieillesse (Cnav),Incorrecte. La Cnav pilote la branche Vieillesse (retraite de base).,Caisse nationale de solidarité pour l’autonomie (CNSA),"Incorrecte. La CNSA pilote la branche Autonomie, créée en 2020.",a
29,OIC-019-08-A,Quel régime de sécurité sociale couvre la majorité de la population française?,Cette question évalue la compréhension des proportions de couverture des différents régimes. Le piège courant est de confondre les pourcentages de population avec le nombre de régimes spéciaux.,Le régime général,"Correcte. Le régime général couvre 88 % de la population française, selon le texte.",Le régime agricole,"Incorrecte. Le régime agricole couvre 5 % de la population, non la majorité.",Les régimes spéciaux (27 en 2021),Incorrecte. Le nombre de régimes spéciaux (27) ne correspond pas à un pourcentage de population.,100 % de la population,"Incorrecte. Aucun régime ne couvre 100 % de la population, car les régimes spéciaux et le régime agricole couvrent des catégories distinctes.",a
30,OIC-019-09-A,Quelle est la mission principale de l'assurance maladie du régime général de la sécurité sociale?,"Cette question évalue la compréhension de la mission centrale de l'assurance maladie. Les options secondaires (maîtrise des dépenses, amélioration de la santé, efficacité du système) sont des objectifs secondaires mentionnés dans le texte.",La prise en charge des soins dispensés aux assurés sociaux,Correcte. C'est la mission principale explicitement mentionnée dans le texte.,La maîtrise des dépenses de santé,"Incorrecte. C'est un levier d'intervention, non la mission principale.",L'amélioration de la santé de la population,"Incorrecte. C'est une contribution secondaire, non la mission centrale.",L'efficience du système de soins,"Incorrecte. C'est un objectif secondaire, non la mission principale.",a
31,OIC-019-10-A,Quelle est la définition correcte du ticket modérateur?,Cette question évalue la compréhension de la notion de ticket modérateur et son rôle dans la régulation de la consommation de soins. Un piège courant est de confondre le ticket modérateur avec la participation forfaitaire ou la franchise médicale.,La part des frais restant à la charge du patient après remboursement par l'assurance maladie,"Correcte. Le ticket modérateur correspond à la part non remboursée par l'assurance maladie, comme illustré dans l'exemple de la consultation.",La participation forfaitaire de 1 € par consultation,"Incorrecte. La participation forfaitaire est une somme fixe distincte du ticket modérateur, non prise en charge par les complémentaires.",La franchise médicale sur les médicaments,"Incorrecte. La franchise médicale concerne des plafonds de déduction, non le ticket modérateur.",Le dispositif de tiers payant permettant au patient de ne payer que le ticket modérateur,"Incorrecte. Le tiers payant est un mécanisme de paiement, non la définition du ticket modérateur.",a
32,OIC-019-13-B,Quelle est la principale différence entre les prestations en espèces et en nature de l'assurance maladie?,La question évalue la compréhension de la distinction entre les deux types de prestations. Un piège courant est de confondre les prestations en espèces (revenus de remplacement) avec les prestations en nature (remboursements de frais).,Les prestations en espèces sont des indemnisations journalières versées pour l'arrêt de travail.,"Correcte. Les prestations en espèces (ex. indemnisations journalières) sont des revenus de remplacement, contrairement aux prestations en nature.",Les prestations en nature couvrent les frais médicaux avec un ticket modérateur variable.,"Incorrecte. Bien que les prestations en nature impliquent des coûts partagés, elles ne sont pas limitées à un ticket modérateur variable.",Les prestations en espèces incluent un capital décès versé aux ayants droit.,"Incorrecte. Le capital décès est une prestation spécifique, non liée aux prestations en espèces ou en nature.",Les prestations en nature excluent les affections de longue durée (ALD) du remboursement.,"Incorrecte. Les ALD bénéficient d'une exonération totale dans les prestations en nature, non d'une exclusion.",a
33,OIC-020-01-A,Quel niveau de l'organisation de la recherche en santé en France est principalement responsable de la définition des orientations stratégiques et de l'allocation des moyens macroscopiques?,Cette question évalue la compréhension des trois niveaux d'organisation de la recherche en santé. Un piège courant est de confondre le niveau « programmation » avec le niveau « décision ».,Niveau décision,"Correcte. Le niveau décision est chargé de définir les orientations stratégiques et d'alloquer les ressources à l'échelle macroscopique, conformément au contenu.",Niveau programmation,"Incorrecte. Le niveau programmation répartit les moyens (ex : ANR, ANRS-MIE), mais ne définit pas les orientations stratégiques.",Niveau opérateurs,"Incorrecte. Les opérateurs (ex : INSERM, CHU) gèrent les laboratoires et organisent les recherches, sans intervenir à l'échelle macroscopique.",Niveau des laboratoires,"Incorrecte. Les laboratoires relèvent du niveau opérateur, pas d'un niveau distinct mentionné dans le contenu.",a
