,id,question,option_a,option_b,option_c,option_d,correct_option
410,OIC-075-21-A-,La Hiérachisation des risques professionnels est-elle obligatoire dans les entreprises ?,"Oui, c'est obligatoire.","Non, ce n'est pas obligatoire.",Seulement pour certaines entreprises.,Seulement pour certains risques.,a
411,OIC-075-22-A,Quelle est la première étape de la démarche de gestion des risques professionnels ?,Identifiez les dangers,Evaluer l'efficacité des mesures de prévention,Limiter les émissions à la source,Limiter les expositions des salariés,a
412,OIC-075-23-B-,Quelle est la prévalence de l'allergie alimentaire chez l'enfant ?,4%,"6,8%","3,4%",2%,b
413,OIC-075-26-A,Quelle est la prévalence de l'allergie à l'arachide dans la population générale ?,"0,5%",1%,2%,3%,b
414,OIC-075-26-A-,"Les allergies croisées entre allergènes respiratoires et alimentaires s'expliquent par la reconnaissance, par les IgE spécifiques, d'allergènes similaires ou de forte homologie, présents dans des sources allergéniques distinctes (respitatoires et alimentaires).",Les allergies croisées sont dues à l'action combinée d'IgA et d'IgE.,"Les allergies croisées ne sont pas liées aux IgE spécifiques, mais aux antigènes communs entre les allergènes respiratoires et alimentaires.",Les allergies croisées impliquent une réaction combinée d'IgA et d'IgG.,"Les allergies croisées ne sont pas liées à des allergènes similaires ou de forte homologie, mais aux différences entre les sources allergéniques.",b
415,OIC-075-27-A,Le diagnostic d’une réaction consécutive à une piqûre d’hyménoptère repose sur :,L’anamnèse et l’identification de l’insecte par le sujet.,Les tests cutanés (tests intradermiques) et les tests biologiques.,Seuls les tests cutanés.,Seuls les tests biologiques.,a
416,OIC-075-28-B,Le test multi allergénique est prescrit par le médecin de soin primaire.,Le médecin traitant,L'allergologue,Le laboratoire d'analyses,Le pharmacien,a
417,OIC-075-30-B,Quels sont les principaux traitements d'une conjonctivite allergique?,Eviction de l'allergène,Traitement systémique par anti H1 de 2ème génération,Traitement local avec lavages oculaires fréquents et applications de compresses humides froides,Collyre antihistaminique H1,a
418,OIC-075-30-B-,Quelle est la prévalence des allergies alimentaires chez les enfants selon les données de la cohorte ELFE ?,5%,10%,15%,20%,a
419,OIC-075-31-B,Quel pourcentage d'enfants en France sont asthmatiques?,8%,10%,12%,14%,b
420,OIC-075-31-B-,Le test multiallergénique est prescrit par le médecin de soin primaire.,Le médecin généraliste,L'allergologue,Le nutritionniste,Le pédiatre,a
421,OIC-075-32-B,Quelle est la définition de l'urticaire ?,Une dermatose inflammatoire fréquente secondaire à l'activation des mastocytes par des mécanismes immunologiques ou non immunologiques complexes.,Une maladie cutanée causée par une allergie aux insectes.,Un type de dermatite atopique.,Une réaction à certains médicaments.,a
422,OIC-076-01-A-,Quelle est la caractéristique majeure de l'urticaire?,Erythème,Papules oedémateuses,Éruptions cutanées,Prurit,b
423,OIC-076-02-A,Quelle est la différence entre urticaire aiguë et urticaire chronique en termes d'association avec une anaphylaxie?,L'urticaire aiguë peut être secondaire à une anaphylaxie.,L'urticaire chronique ne peut jamais être secondaire à une anaphylaxie.,Toutes les urticaires sont associées à une anaphylaxie.,Aucune urticaire n'est associée à une anaphylaxie.,a
424,OIC-076-02-A-,Quelles sont les principales causes de l’urticaire ?,"Les urticaires physique, de contact, alimentaires, médicamenteuses, infectieuses.",Les urticaires physique et de contact.,Les urticaires alimentaires et médicamenteuses.,Les urticaires infectieuses.,a
425,OIC-076-05-A,Quelles sont les principales complications infectieuses de la dermatite atopique?,Surinfection par le staphylocoque doré de diagnostic cliniquement difficile,Surinfection par le virus de l’herpès (HSV-1++),"Autres complications: retentissement sur la qualité de vie, eczéma de contact par sensibilisation aux allergènes des topiques appliqués sur la peau",Aucune des options précédentes,a
426,OIC-076-05-A-,Le traitement de la dermatite atopique chez l'enfant comprend les principes suivants:,Soins d'hygiène non agressifs pour la toilette et éviction des facteurs aggravants,Traitement anti-inflammatoire local avec dermocorticoïdes,Utilisation d'émollients,Éducation thérapeutique,a
427,OIC-076-06-A-,Quelles sont les quatre phases classiques d'évolution d'un eczéma aigu?,Erythémateuse,Oedème vésiculeux,Suintement,Formation de croûtes,a
428,OIC-076-08-A-,Le traitement de l'eczéma de contact consiste en :,Eviction du contact avec l'allergène et application locale d'un dermocorticoïde.,Eviction du contact avec l'allergène uniquement.,Application locale d'un dermocorticoïde uniquement.,Aucune action spécifique pour le traitement de l'eczéma de contact.,a
429,OIC-076-12-A,Quels sont les principaux métiers à risque d'asthme professionnel?,"Boulanger, pâtissier",Professionnels de santé,Coiffeurs,Peintres,a
430,OIC-076-13-A-,Quels sont les signes de lutte d'une exacerbation d'asthme chez l'enfant et l'adulte?,Parle avec des phrases courtes ou interrompues par l’inspiration,Préfère la position assise qu’allongée,Augmentation de la FR > 25/min,FC > 100/min,a
431,OIC-076-14-B-,Quelle est la caractéristique principale d'un syndrome obstructif en explorations fonctionnelles respiratoires (EFR) ?,"Trouble ventilatoire obstructif : VEMS/CV < 0,7",Réversibilité : augmentation du VEMS post bronchodilatateur de plus de 200mL ET ≥12% de la valeur avant bronchodilatateur.,"Réversibilité complète si VEMS/CV ≥ 0,7 et VEMS > 80% post bronchodilatateur.",Tous les deux critères sont vrais.,a
432,OIC-076-15-A-,Quels sont les principaux agents et professions concernés par l'asthme professionnel?,Agents chimiques,Professions du bâtiment,Professions agricoles,Professions de la santé,a
433,OIC-076-16-A,Quels sont les principaux facteurs de non contrôle de l'asthme?,Exposition à un allergène,Exposition à un irritant bronchique (Tabac),"Médicaments (B bloquants, aspirine, AINS)",Problème d'observance médicamenteuse,a
434,OIC-076-16-A-,Quels sont les principaux traitements de la rhinite allergique?,Eviction de l'allergène,Lavage nasal au sérum physiologique,Anti-histaminiques par voie orale et/ou locale,Rhino-corticoïdes,a
435,OIC-076-17-B,Quelle est l'indication principale des corticoïdes inhalés dans le traitement de l'asthme ?,Traitement de fond de l'asthme,Traitement de secours en cas d'exacerbation,Prise en charge d'une pathologie chronique,Consultation post événement allergique,a
436,OIC-076-18-B-,"Le traitement de l'aggravation de l'asthme chez l'enfant et l'adulte comprend : A) Utilisation de bronchodilatateurs inhalés, B) Corticothérapie systémique, C) Nébulisations avec anticholinergiques, D) Oxygénothérapie en urgence.",Utilisation de bronchodilatateurs inhalés,Corticothérapie systèmeique,Nébulisations avec anticholinergiques,Oxygénothérapie en urgence,a
437,OIC-076-19-B,Quels sont les objectifs de l'éducation thérapeutique pour un patient asthmatique?,Comprendre les mécanismes de sa maladie,Connaître les signes de la perte de contrôle et de l'exacerbation,Mesurer et interpréter son DEP,Connaître les mécanismes d'action et indications des traitements,a
438,OIC-076-19-B-,"Quelles sont les principales mesures d’éviction allergénique dans l’asthme et la rhinite allergique, y compris professionnels?",Acariens,Animaux domestiques,Moisissures,Pollens,a
439,OIC-076-20-B,Quelles sont les complications possibles de l'asthme non contrôlé?,Bronchite chronique,Osteoporose,Hypertension artérielle,Diabète sucré,a
440,OIC-076-20-B-,"La fièvre prolongée 'classique' est caractérisée par une température ≥38,3° C à plusieurs reprises, depuis au moins 3 semaines, sans cause identifiée après investigations appropriées menées durant trois jours d’hospitalisation ou trois consultations.",Une fièvre qui dure plus de 48 heures,Une fièvre qui dépasse 39° C à plusieurs reprises,Une fièvre qui persiste plus de 10 jours sans cause identifiable,Une fièvre qui nécessite une hospitalisation pour être prise en charge,c
441,OIC-082-01-A,Quelles sont les trois principales catégories de causes de fièvres prolongées?,Infectieuses,Néoplasiques,Inflammatoires non infectieuses,Autre,a
442,OIC-082-02-A,Quelles sont les principales infections responsables de la fièvre prolongée chez l'enfant ?,"Infections virales (Epstein Barr virus (EBV), Cytomégalovirus (CMV), dengue)",Tuberculose,Endocardites (notamment si matériel étranger++),Paludisme,a
443,OIC-082-02-A-,Quelles sont les principales causes non infectieuses de fièvre prolongée chez l'adulte ?,Cancers,Maladies inflammatoires ou auto-immunes,Médicaments,Causes diverses,a
444,OIC-082-04-A,Une neutropénie fébrile est caractérisée par : A) Fièvre et PNN < 1500/mm3. B) Fièvre et PNN < 1000/mm3. C) Fièvre et PNN < 500/mm3. D) Fièvre et PNN < 2000/mm3.,Fièvre et PNN < 1500/mm3,Fièvre et PNN < 1000/mm3,Fièvre et PNN < 500/mm3,Fièvre et PNN < 2000/mm3,c
445,OIC-082-04-A-,Quels sont les facteurs de risque des principales infections fongiques invasives chez un patient immunodéprimé?,Neutropénie prolongée,Allogreffe,Réanimation,Brèche digestive,a
446,OIC-082-05-B-,Quels sont les agents pathogènes responsables d'infections en fonction du type de déficit immunitaire dans la neutropénie ?,Bactéries extracellulaires,Virus,Champignons,Autre,a
447,OIC-082-06-A-,Une neutropénie fébrile est toujours une urgence thérapeutique.,Vrai,Faux,Inapplicable,Indéterminé,a
448,OIC-082-07-A,Quels sont les principaux agents infectieux responsables d'infection en fonction des situations d'immunodépression?,Bactéries Gram négatives,Champignons,Agents virales,Les trois précédents,d
449,OIC-082-07-A-,Quels sont les examens complémentaires systématiques à effectuer chez un patient neutropénique fébrile avant toute antibiothérapie?,Hémocultures aéro-anaérobies périphériques et centrales si cathéter veineux central,Examen cytobactériologique des urines (ECBU),"Examens complémentaires biologiques : NFS, TP TCA fibrinogène, Ionogramme, fonction rénale et hépatique, CRP",Examens complémentaires d’imagerie : Radio de thorax de face ou scanner thoracique sans injection,a
450,OIC-082-08-B,Quel est le traitement antibiotique de base pour une neutropénie fébrile profonde?,Piperacilline/Tazobactam,Céfepime,Amoxicilline/Clavulanate,Ciprofloxacin,a
451,OIC-082-08-B-,Quelle est la cause principale d'infection chez un patient asplénique ?,Pneumococcus,Meningococcus,Haemophilus B,Streptococcus,a
452,OIC-082-09-B,Quels sont les vaccins vivants atténués contre-indiqués chez l'immunodéprimé ?,Le vaccin BCG est-il contre-indiqué chez l'immunodéprimé ?,La vaccination antipoliomyélitique orale est-elle interdite pour les immunodéprimes ?,La fièvre jaune est-elle à proscrire chez un patient immunodéprimé ?,Le vaccin VZV est-il déconseillé aux personnes ayant une faible immunité ?,a
453,OIC-082-09-B-,Quelles sont les spondyloarthrites axiales ?,La spondylarthrite ankylosante,Le rhumatisme psoriasique,Les arthrites réactionnelles,Les arthrites associées aux entérocolopathies inflammatoires,a
454,OIC-082-11-A,Quelle structure s'ancre dans l'os ?,Un tendon,Une articulation,Un ligament,Une synoviale,a
455,OIC-082-11-A-,Quels sont les signes articulaires et périarticulaires du syndrome pelvirachidien dans le contexte de l'arthrite spondyloïde?,Douleurs au niveau des fesses,Raideur articulaire,Boiterie,Dactylite,a
456,OIC-082-15-A-,Quels sont les principaux traitements de la spondyloarthrite?,Anti-inflammatoires non stéroïdiens,Antalgiques opioïdes,Traitement par corticoïdes,Biologiques DMARDs,a
457,OIC-082-16-B,Quelles sont les complications propres à l'ankylose rachidienne?,Complications fonctionnelles,Complications liées aux traitements,Complications osseuses,Complications cardiovasculaires,a
458,OIC-082-17-B,Quel est le seuil de solubilité des urates ?,360 µmol/l,60 mg/l,480 µmol/l,120 mg/l,a
459,OIC-086-02-A-,Quel est le rhumatisme inflammatoire intermittent le plus courant en France?,Polyarthrite rhumatoïde,Rhumatisme psoriasique,Sclérodermite pétrale,Goutte,d
460,OIC-086-04-A,"Une crise de goutte débute habituellement au membre inférieur, en particulier au pied.",Le membre supérieur est le plus souvent touché.,Les crises se résolvent d'elles-mêmes ou sont raccourcies ou bloquées par les traitements de la crise.,"Après plusieurs années, ils peuvent toucher les membres supérieurs.","La goutte touche exceptionnellement le rachis, la hanche, l'épaule.",b
461,OIC-086-04-A-,"Quand un patient présente des signes généraux d'inflammation aiguë avec fièvre, frissons et une biologie inflammatoire élevée, l'arthrite septique doit être exclue.",Oui,"Non, c'est une infection articulaire associée à la goutte.","Non, c'est une autre cause d'inflammation aiguë.",Je ne sais pas.,a
462,OIC-086-05-A-,Quel est le principal liquide articulaire retrouvé lors d’une ponction exploratrice dans les arthropathies microcristallines?,Un liquide non inflammatoire,Un liquide inflammatoire à prédominance de lymphocytes,Un liquide inflammatoire à prédominance de monocytes,Un liquide infectieux,b
463,OIC-086-07-A-,Quel est le terrain caractéristique d'une attaque de goutte?,"Homme mûr, souvent en surpoids ou obèse, atteint de maladies cardiovasculaires, d'insuffisance rénale ou de diabète sucré.",Sujet âgé,Femme plus jeune,"Homme mûr, souvent en surpoids ou obèse, atteint de maladies cardiovasculaires, d'insuffisance rénale ou de diabète sucré.",a
464,OIC-086-08-A-,Quelles sont les règles hygiénodiététiques pour un patient atteint de goutte?,Amaigrissement progressif en cas d'obésité ou de surcharge pondérale,Diminution des boissons alcoolisées,Interdiction des spiritueux et de la bière,Arrêt des sodas sucrés,a
465,OIC-086-10-B,Quelle est la posologie adaptée pour le traitement des accès aigus à cristaux de pyrophosphate de calcium chez les patients âgés?,Une seule dose unique,Posologie réduite en cas d'âge avancé,Traitement identique que pour la goutte,Traitement adapté selon les comorbidités et le risque d'interactions,d
466,OIC-086-11-A-,Quels sont les organes transplantés?,Rein,Foie,Cœur,Pancréas,a
467,OIC-086-13-B-,La mort encéphalique est définie par la destruction définitive et irréversible de l'encéphale.,Vrai,Faux,On ne peut pas dire si c'est vrai ou faux sans plus d'informations,Il n'y a pas de réponse correcte,a
468,OIC-094-01-A,Connaître les critères de mort encéphalique,"Les critères cliniques comprennent l'absence totale de conscience et d'activité motrice spontanée, l'abolition de tous les réflexes du tronc cérébral et l'absence totale de ventilation spontanée vérifiée par une épreuve d'hypercapnie.",Les critères paracliniques comprennent 2 électro-encéphalogrammes nuls et aréactifs pendant 30 minutes réalisés à 4 heures d'intervalle ou bien angiographie cérébrale objectivant l'arrêt de la circulation encéphalique.,"Les critères cliniques comprennent l'absence totale de conscience et d'activité motrice spontanée, l'abolition de tous les réflexes du tronc cérébral et l'absence totale de ventilation spontanée vérifiée par une épreuve d'hypocapnie.",Les critères paracliniques comprennent 2 électro-encéphalogrammes nuls et aréactifs pendant 30 minutes réalisés à 4 heures d'intervalle ou bien angiographie cérébrale objectivant l'arrêt de la circulation encéphalique.,a
469,OIC-094-02-B-,Quels sont les principes éthiques et légaux en matière de don d’organes?,"Le consentement présumé, la gratuité du don et l’anonymat entre le donneur et le receveur.","Le consentement présumé, la gratuité du don et l’anonymat entre le donneur et le receveur.","Le consentement présumé, la gratuité du don et l’anonymat entre le donneur et le receveur.","Le consentement présumé, la gratuité du don et l’anonymat entre le donneur et le receveur.",a
470,OIC-094-03-A,Le projet de transplantation rénale avec donneur vivant a plusieurs avantages pour le receveur.,Permet une meilleure survie à long terme de l'organe transplanté,Rend possible la réalisation d'une transplantation préemptive,Diminue l'attente du receveur,Constitue un moyen puissant de lutte contre la pénurie de greffons,a
471,OIC-094-03-A-,"Une opacité pulmonaire est caractérisée par une perte de la radiotransparence normale du poumon, prenant des aspects très variables.","L'opacité peut être catégorisée en syndromes tels que le syndrome alvéolaire, interstitiel, nodulaire, cavitaire, bronchique, médiastinal, pleural et pariétal.",Une opacité ronde bien circonscrite doit faire évoquer un cancer du poumon jusqu'à preuve du contraire.,"La majorité des nodules pulmonaires vus en scanner sont bénins, mais seul l'examen histologique permet d'affirmer la malignité.","Une opacité pulmonaire radiographique correspond à des descripteurs sémiologiques plus précis tels que nodule, masse, condensation, verre dépoli...",a
472,OIC-094-05-B,Le diagnostic radiographique d’un pneumothorax est facilité par la position du patient.,Le patient doit être en position couchée.,Le patient doit être en position debout.,Le patient peut être en n’importe quelle position.,La position du patient n’a aucune influence sur le diagnostic radiographique d’un pneumothorax.,b
473,OIC-094-06-A-,Quelle est la localisation habituelle du thymus dans le médiastin d'un enfant ?,Thymus situé dans le compartiment antérieur du médiastin.,Thymus situé dans le compartiment moyen du médiastin.,Thymus situé dans le compartiment postérieur du médiastin.,Thymus situé dans les deux compartiments antérieur et moyen du médiastin.,a
474,OIC-094-07-A-,Quelles sont les situations d'urgence qui justifient une radiographie thoracique?,Dyspnée aiguë,Douleur thoracique,Hémoptysie,Toux aiguë,a
475,OIC-094-09-A-,Quel est le seuil de PaO2 pour parler d'insuffisance respiratoire chronique?,PaO2 < 70 mmHg,PaO2 = 70 mmHg,PaO2 > 70 mmHg,PaO2 = 60 mmHg,a
476,OIC-094-10-B,Une toux chronique avec expectorations favorise une IRC obstructive.,True,False,Both of the above,None of the above,a
477,OIC-094-11-B,Quels sont les signes d'HTP ?,Souffle holosystolique d'insuffisance tricuspide se majorant à l’inspiration profonde (signe de Carvalho),Éclat de B2 au foyer pulmonaire,Souffle diastolique d’insuffisance pulmonaire,Dyspnée d'effort,a
478,OIC-094-11-B-,Quelles explorations fonctionnelles permettent d’orienter vers une IRC obstructive et restrictive?,Spirométrie avec courbe débit volume,Pléthysmographie,Gaz du sang,Tous les trois,d
479,OIC-094-12-A,Quelle est la différence entre l'insuffisance respiratoire chronique obstructive (IRCO) et l'insuffisance respiratoire chronique restrictive (ICR)?,L'IRCO est caractérisée par une perte de capacité d'exhalation.,L'ICR est caractérisée par une réduction du volume pulmonaire résiduel.,L'IRCO est caractérisée par une réduction du volume pulmonaire résiduel.,L'ICR est caractérisée par une perte de capacité d'exhalation.,a
480,OIC-094-12-A-,Quel est le principal facteur de risque pour les patients atteints d'insuffisance respiratoire chronique (IRC)?,Tabagisme actif,Antécédents de pneumopathie infectieuse,Age avancé,Obésité,a
481,OIC-094-13-B,Quelle est la conséquence de l'insuffisance respiratoire chronique sur le sang ?,Anémie,Polyglobulie,Hypertension pulmonaire,Rétention hydro-sodée,b
482,OIC-094-14-A-,Quelles sont les indications de l'oxygénothérapie de longue durée dans le cas d'insuffisance respiratoire chronique obstructive en état stable ?,PaO2 < 55 mmHg,PaO2 comprise entre 55 mmHg et 60 mmHg avec présence de signes cliniques d'hypoxie tissulaire,Hématocrite > 55%,Insuffisance ventriculaire droite clinique ou échocardiographie ou via un cathétérisme,a
483,OIC-094-15-B,Quelle est la valeur de PaO2 pour obtenir une exonération du ticket modérateur au titre de l'ALD?,PaO2<60mmHg,PaO2=60mmHg,PaO2>60mmHg,PaO2=70mmHg,a
484,OIC-094-15-B-,Quelle est la cible de saturation pour l'oxygénothérapie chez un malade hypercapnique?,88%<Saturation<92%,92%<Saturation<96%,96%<Saturation<100%,100%<Saturation,a
485,OIC-094-16-B-,Quelle est la définition du terme 'purpura' en médecine?,Lésions cutanées rouges ou violacées,Séparées par un intervalle de peau saine,Ne s’effacent pas à la vitro-pression,Liées à l’extravasation de sang dans le derme,a
486,OIC-099-03-A,Quels sont les examens biologiques à effectuer en urgence devant un purpura ?,Hémogramme,"Recherche d’une diminution du taux de prothrombine (TP) ou d’un allongement du temps de céphaline activée (TCA), fibrinogène à la recherche d’une coagulation intravasculaire disséminée (CIVD)",Frottis sanguin,"Bilan hépatique, groupe sanguin, recherche d’agglutinines irrégulières pour réaliser une transfusion plaquettaire ou de globule rouge en cas de nécessité",a
487,OIC-099-04-A,Quelles sont les principales causes de purpura vasculaire ?,Infectieuses,Vascularites des vaisseaux petit calibre,Vascularites des vaisseaux de moyen calibre,Fragilité capillaire,a
488,OIC-099-07-A,Quelle est l'agent infectieux le plus souvent responsable des syndromes mononucléosiques?,Epstein Barr virus (EBV),Cytomégalovirus (CMV),Virus de l'immunodéficience humaine (VIH),Toxoplasmose,a
489,OIC-099-08-A,Quelle est la principale cause de mortalité dans le monde ?,Maladies cardiovasculaires,Cancer,Diabète,Accidents vasculaires cérébraux,a
490,OIC-099-09-A,Quelle est la relation entre le cholestérol LDL et l'athérome?,Le cholestérol LDL contribue à la formation de l'athérome.,Le cholestérol LDL n'a aucun impact sur la formation de l'athérome.,Le cholestérol LDL est directement responsable de la formation de l'athérome.,Le cholestérol LDL protège contre la formation de l'athérome.,a
491,OIC-099-10-A,Quelle est la principale cause des hyperlipidémies primaires ?,Anomalie du métabolisme lipidique,Dysfonctionnement du foie,Insuffisance cardiaque,Maladie auto-immune,a
492,OIC-099-10-A-,Quels sont les signes cliniques des dyslipidémies?,Xanthomes tendineux,Arc corné,Xanthélasma avant 60 ans,Lipémie rétinienne,a
493,OIC-099-11-B,Quelles sont les principales causes d'hyperlipidémies secondaires?,Endocrinopathies,Maladies rénales,Atteintes hépatiques,Médicaments,abcd
494,OIC-099-11-B-,Quel bilan biologique prescrire à la recherche d'une dyslipidemie secondaire ?,"TSH, créatininemie et protéinurie (bandelette urinaire)","TSH, créatininemie et phosphatases alcalines","TSH, protéinurie (bandelette urinaire) et phosphatases alcalines","Créatininemie, protéinurie (bandelette urinaire) et phosphatases alcalines",a
495,OIC-099-15-B-,Quelle est la principale complication des lésions vasculaires occlusives chroniques ?,Ischémie aiguë des membres inférieurs,Insuffisance cardiaque,Hypertension artérielle,Maladie cérébrovasculaire,a
496,OIC-099-16-A,Quelle est la principale manifestation clinique d'une ischémie aiguë complète ou incomplète?,Douleur intense,"Pâle, froid et livide",Absence de pulsation périphérique,Paralysie,a
497,OIC-099-16-A-,Quelles sont les deux principales causes de l'ischémie aiguë?,Une embolie et une thrombose,Un anévrisme et une artériopathie,Une artériopathie et un anévrisme,Une artériopathie et une thrombose,a
498,OIC-099-17-B,"La stratégie thérapeutique de l’ischémie aiguë vise à éviter l’extension du thrombus et la récidive embolique, assurer la revascularisation du territoire ischémié, corriger les processus pathologiques aggravant l’ischémie, prévenir et traiter les conséquences générales de l’ischémie et de la revascularisation, lutter contre la douleur et protéger le membre ischémique.",Éviter l’extension du thrombus et la récidive embolique,Assurer la revascularisation du territoire ischémié,Corriger les processus pathologiques aggravant l’ischémie,Prévenir et traiter les conséquences générales de l’ischémie et de la revascularisation,a
499,OIC-100-01-A,Quelles sont les principales étiologies associées aux anévrismes de l'aorte abdominale?,Athérosclérose,Formes familiales,Prothèses vasculaires,Autres causes rares,a
500,OIC-100-01-A-,Quelle est la présentation clinique la plus fréquente d’un anévrisme de l’aorte ?,L’AAA est asymptomatique dans la majorité des cas.,Le diagnostic peut être fait chez un malade consultant pour une douleur abdominale.,Le diagnostic peut n’être porté qu’au stade de rupture.,Les autres présentations cliniques révélatrices sont rares.,a
501,OIC-100-04-B,Quelle est la triade associée à l'ischémie digestive chronique?,"Douleur abdominale post-prandiale, eviction alimentaire et amaigrissement","Diarrhées, vomissements et amaigrissement","Amaigrissement, diarrhées et souffle abdominal","Douleur abdominale post-prandiale, evacuation fréquente et amaigrissement",a
502,OIC-100-04-B-,Quelle est la définition d'une thrombose veineuse profonde (TVP) ? ,Obstruction veineuse partielle ou totale par un thrombus endoluminal.,Trouble circulatoire grave causé par une obstruction de l'artère poplitée.,Pathologie caractérisée par la formation d'un thrombus dans les artères pulmonaires.,"Obstruction veineuse partielle ou totale par un thrombus endoluminal, localisée aux membres inférieurs.",a
503,OIC-100-05-A,Quels sont les facteurs de risque transitoires pour le développement d'une maladie thromboembolique veineuse (MTEV) ?,Immobilisation prolongée,Antécédents familiaux de MTEV,Obésité,Maladies inflammatoires chroniques,a
504,OIC-100-05-A-,"La triade de Virchow est composée de : A) Stase veineuse, lésions de la paroi veineuse et hypercoagulabilité. B) Stase artérielle, lésions de la paroi artérielle et hypercoagulabilité. C) Stase veineuse, lésions de la paroi artérielle et hypercoagulabilité. D) Stase artérielle, lésions de la paroi veineuse et hypercoagulabilité.","Stase veineuse, lésions de la paroi veineuse et hypercoagulabilité","Stase artérielle, lésions de la paroi artérielle et hypercoagulabilité","Stase veineuse, lésions de la paroi artérielle et hypercoagulabilité","Stase artérielle, lésions de la paroi veineuse et hypercoagulabilité",a
505,OIC-100-06-A,Quels sont les signes cliniques évocateurs d'une maladie veineuse thrombo-embolique (MTEV)?,Douleur d'un membre inférieur,Œdème des membres inférieurs localisés ou généralisés,Insuffisance veineuse chronique. Varices,Tous les trois,a
506,OIC-100-07-A-,Quelle est la place et les limites de l’échodoppler veineux dans le diagnostic de thrombose veineuse profonde (TVP) ?,L'échodoppler veineux est très précis pour diagnostiquer une TVP.,Il n'est pas utile d'utiliser l'échodoppler veineux dans le diagnostic de TVP.,L'échodoppler veineux ne peut être utilisé que pour confirmer un diagnostic de thrombose veineuse profonde.,L'échodoppler veineux est inutile car les critères diagnostiques sont difficiles à interpréter.,a
507,OIC-100-08-A,Quelle est la place et les limites de l'angiotomodensitométrie thoracique dans le diagnostic d'une embolie pulmonaire ?,L'angioscanner ou angiotomodensitométrie thoracique est un examen de référence pour diagnostiquer une EP.,L'angioscanner ou angiotomodensitométrie thoracique permet de retenir ou d'exclure un diagnostic d’EP et de poser les principaux diagnostics différentiels.,La scintigraphie de ventilation-perfusion est réalisée en cas de contre-indication ou indisponibilité d'angioscanner thoracique.,L'échographie cardiaque trans-thoracique est un examen diagnostique en cas de suspicion d’EP à haut risque.,a
508,OIC-100-08-A-,Quels sont les signes d'une embolie pulmonaire grave?,Hypotension artérielle,Tachycardie,Dyspnoée,Hyperthermie,a
509,OIC-101-01-B,"En cas d’antécédent de MVTE, la contraception par œstrogènes est contre-indiquée.",Toute forme de contraception contenant des œstrogènes est contre-indiquée.,"Un autre moyen de contraception doit être proposé, principalement une pilule micro-progestative ou dispositif intra-utérin.",La contraception par œstrogènes peut être utilisée si un autre moyen n'est pas disponible.,Les antécédents de MVTE ne sont pas un facteur de contre-indication pour la contraception par œstrogènes.,a
510,OIC-101-01-B-,Quels sont les facteurs qui doivent être pris en compte pour évaluer le risque thrombo-embolique veineux chez un patient alité?,Facteurs cliniques et biologiques,Facteurs physiopathologiques et environnementaux,Facteurs génétiques et familiaux,Facteurs sociétaux et culturels,a
511,OIC-101-02-A,Quelle est la durée minimale recommandée de traitement anticoagulant en cas de TVP proximale ou d'embolie pulmonaire?,3 mois,6 mois,9 mois,1 an,a
512,OIC-101-03-A,Quelles sont les complications à long terme de la thrombose veineuse profonde (TVP)?,Le syndrome post-thrombotique (SPT),L'hypertension pulmonaire post-embolique (HTP),Les deux options précédentes,Aucune des deux options précédentes,c
513,OIC-101-04-A,Le diagnostic d'une thrombose veineuse superficielle (TVS) est fait en considérant un cordon veineux induré avec inflammation locale associée.,"Un écho-Doppler veineux des membres inférieurs doit être réalisé pour confirmer le diagnostic, estimer l’extension de la TVS de membre inférieur et exclure une thrombose veineuse profonde fréquemment associée.","Le traitement d'une TVS de membre inférieur repose sur la compression élastique associée à un traitement anticoagulant pour 6 semaines par fondaparinux 2,5 mg 1 injection sous-cutanée par jour (dose prophylactique).","Si l’extrémité de la TVS est proche du réseau veineux profond ou si la TVS est étendue au réseau veineux profond, le traitement anticoagulant est alors celui d'une thrombose veineuse profonde administré à dose thérapeutique.","Lorsque la TVS survient sur veine variqueuse, le traitement des varices devra être discuté à distance de l’épisode thrombotique.",a
514,OIC-101-04-A-,Quelle est la définition de l'insuffisance veineuse chronique (IVC) ?,"Dysfonctionnement du système veineux profond et/ou superficiel, résultant d'une incontinence valvulaire, avec ou sans une oblitération veineuse associée.",Insuffisance veineuse chronique est un dysfonctionnement du système veineux profond uniquement.,Insuffisance veineuse chronique est un dysfonctionnement du système veineux superficiel uniquement.,Insuffisance veineuse chronique est causée par une oblitération veineuse secondaire à des thromboses profondes.,a
515,OIC-101-06-A,Quelles sont les principales causes de l'insuffisance veineuse chronique (IVC) ?,Les varices essentielles ou primitives,L'insuffisance valvulaire primitive profonde,Le syndrome post-thrombotique,Les syndromes veineux compressifs,a
516,OIC-101-06-A-,Quels sont les facteurs favorisants communs entre l'insuffisance veineuse chronique et les varices?,Hérédité,Mode de vie sédentaire,Âge,Sexe féminin,a
517,OIC-101-08-B-,Quels sont les éléments du diagnostic clinique de l’insuffisance veineuse chronique (IVC) ?,Interrogatoire fonctionnel et examen clinique,Examen clinique seul,Imagerie sans contraste,Tous les éléments précédents,a
518,OIC-101-09-B-,Quels sont les différents types d’abords veineux?,Central,Périphérique,Tunnelisé,Implantable,a
519,OIC-101-10-A,Quelles sont les principales complications des abords veineux périphériques?,Infectieuses,Thrombotiques,Mécaniques,Hémorragiques,a
