,id,question,option_a,option_b,option_c,option_d,correct_option
13,OIC-005-08-A,Quelle est la principale différence entre une approche systémique et une approche traditionnelle dans la gestion des erreurs médicales ?,"L'approche traditionnelle se concentre sur la culpabilité individuelle, tandis que l'approche systémique se concentre sur les causes multiples et latentes.",L'approche traditionnelle est plus coûteuse en temps et en main-d'œuvre.,L'approche traditionnelle ne prend pas en compte la culture de sécurité du patient.,L'approche traditionnelle n'est pas obligatoire dans chaque établissement de santé.,A
14,OIC-005-08-A-,Quel est l'un des principaux objectifs du travail en équipe pluriprofessionnelle ?,Fournir un soin personnalisé à chaque patient,Répondre de manière collaborative aux besoins du patient,Améliorer la communication entre les professionnels de santé,Augmenter le temps de prise en charge des patients,b
15,OIC-005-09-A-,Quel est le but du parcours de soins ?,Simplifier les traitements médicaux,Améliorer l'organisation des soins,Coordonner les compétences professionnelles tout au long de la prise en charge d'un patient,Réduire les coûts des soins,c
16,OIC-005-10-A,Quel est le but principal d'un protocole pluriprofessionnel ?,Faciliter la prise de décision individuelle des professionnels de santé.,Permettre une prise en charge coordonnée et harmonisée des patients par plusieurs professionnels de santé.,Améliorer les compétences individuelles des professionnels de santé.,Réduire le temps de prise en charge des patients.,b
17,OIC-005-10-A-,Quels sont les principes des réunions de concertation pluridisciplinaire (RCP) ?,Elles regroupent au moins trois médecins de spécialités différentes pour prendre une décision sur la meilleure prise en charge d’un patient.,Elles sont organisées uniquement dans le domaine de la cancérologie.,Elles permettent de valider l'obligation de développement professionnel continu (DPC).,Elles ne nécessitent pas d’avis concerté et collégial pour prendre une décision sur la prise en charge du patient.,a
18,OIC-005-11-A,Quel est l'objectif principal d'une check-list de sécurité du patient au bloc opératoire ?,Simplifier les procédures médicales,Favoriser le partage des informations entre professionnels,Réduire les coûts des soins,Améliorer la communication avec les patients,b
19,OIC-005-11-A-,Quel est l'objectif principal d'une réunion de morbi-mortalité (RMM) ?,Identifier les causes de décès,"Mettre en œuvre des actions de prévention, de récupération ou d'atténuation",Valider l'obligation de développement professionnel continu (DPC),Analyser les coûts associés aux soins,b
20,OIC-005-12-B,Quel est le rôle du Samu-Centre 15 dans la gestion d'un appel d'urgence ? ,"Il assure une écoute médicale permanente, détermine et déclenche la réponse la plus adaptée à l'appel dans le délai le plus rapide",Il participe à l'élaboration des plans de secours et à la prise en charge des situations sanitaires exceptionnelles,Il contribue à la formation initiale et continue des acteurs en santé au sein des centres d’enseignement des soins d’urgence (CESU),Il organise le transport du patient et son accueil hospitalier,a
21,OIC-005-13-A,Quels sont les principaux effets des discriminations sur les inégalités sociales et inégalités de santé ?,Les discriminations n'ont aucun impact sur la santé.,"Les discriminations accentuent le stress, contribuent au non-recours aux soins et aggravent les déterminants sociaux de la santé.",Les discriminations améliorent l'état de santé des personnes discriminées.,Les discriminations n'ont aucun impact sur l'accès à l'emploi ou au logement.,b
22,OIC-005-13-A-,Quels sont les facteurs structurels et organisationnels qui contribuent aux discriminations en santé ?,Seulement des représentations sociales ou un défaut de vigilance des soignants.,"Des dysfonctionnements dans le système de santé, un défaut de prise en charge ou un abaissement de la qualité des soins.",Un manque d'éducation sanitaire et une mauvaise alimentation.,Une mauvaise gestion hospitalière et un manque de matériel médical.,b
23,OIC-005-14-B,Quelle est la principale différence entre l'éthique et la morale ?,"L'éthique est une science, tandis que la morale est un dogme.","La morale apporte des réponses et restreint la liberté, tandis que l'éthique permet de questionner ses choix.",L'éthique est une compétence qui permet de remettre la morale en question.,"La morale reflète l'état de pensée d'une société, tandis que l'éthique est une réflexion pluridisciplinaire.",b
24,OIC-005-14-B-,Quel était l&#39;objectif de V.R. Potter lorsqu&#39;il a inventé le terme bioéthique ?,Il voulait restreindre la bioéthique au domaine médical.,"Il souhaitait une alliance entre sciences biologiques et éthique, entre sciences et humanités, et un contrôle social des savoirs et des progrès scientifiques.",Il voulait créer un manuel d&#39;éthique médicale pour les médecins du monde entier.,Il voulait diffuser les valeurs occidentales dans le monde entier.,b
25,OIC-005-15-B,Quel est l'objectif principal du Code de déontologie médicale ?,Fournir des informations sur les lois et règlements régissant la société,"Sert de guide aux médecins dans leur pratique quotidienne, au service des patients",Définir les limites du secret professionnel,Favoriser le bon fonctionnement du corps professionnel des médecins,b
26,OIC-005-15-B-,Quels sont les quatre grands principes de l'éthique médicale ?,Bienfaisance et non-malfaisance,Respect de l'autonomie et justice,"Justice, autonomie et bienfaisance","Non-malfaisance, justice et respect de l'autonomie",b
27,OIC-006-01-A,Quel est le principe fondamental qui guide l'approche médicale contemporaine en matière de soins ?,Le paternalisme,Le respect de l'autonomie du patient,La priorité au bien-être du médecin,L'obligation de suivre les directives des autorités sanitaires,b
28,OIC-006-01-A-,Quel est l'objectif principal de la délivrance d'informations aux patients ?,Fournir des informations sur les risques et les avantages potentiels des traitements,Permettre au patient de prendre une décision éclairée concernant ses soins,Satisfaire les besoins de la famille du patient,Fournir des informations sur les coûts des traitements,b
29,OIC-006-02-A,Quel est le droit du patient en matière de refus de soins ?,Le patient a le droit de refuser les traitements et les soins sans explication.,Le patient doit être informé des conséquences de son refus de soins sur son état de santé.,Le patient n'a pas le droit de refuser les traitements et les soins.,Le médecin décide seul si le patient peut refuser les traitements et les soins.,b
30,OIC-006-03-A,Quelle est l'acception de la vulnérabilité qui renvoie à notre fragilité anthropologique et biologique ?,Vulnérabilité sociale,Vulnérabilité fondamentale ou ontologique,Vulnérabilité liée aux situations de chômage,Vulnérabilité due à la maladie,b
31,OIC-006-03-A-,Quel est l'objectif principal des mesures de protection juridique ?,Protéger les intérêts du représentant légal,"Respecter les libertés individuelles, les droits et la dignité de la personne protégée",Favoriser l'autonomie de la personne protégée,Protéger les intérêts du médecin,b
32,OIC-006-04-B,Quelle est la principale différence entre la curatelle et la tutelle ?,La curatelle est plus protectrice que la tutelle.,La tutelle est plus protectrice que la curatelle.,"La curatelle est réservée aux personnes physiquement handicapées, tandis que la tutelle est réservée aux personnes mentalement handicapées.","La curatelle est une mesure temporaire, tandis que la tutelle est une mesure permanente.",b
33,OIC-006-04-B-,Qui peut demander l'ouverture d'une mesure de protection ?,Le majeur concerné lui-même ou son conjoint,"Le médecin traitant ou le médecin hospitalier, un service social","Le procureur de la République, de lui-même ou sur demande d'un tiers",Tout le monde sans condition,c
34,OIC-006-07-A,Quel est l'enjeu éthique concernant l'information du patient en fin de vie ?,Donner une information honnête et claire pour respecter l'autonomie de la personne malade.,Ne pas donner d'informations au patient pour éviter les réactions émotionnelles négatives.,Laisser le choix à la famille du patient concernant son état de santé.,Donner des informations incomplètes pour ne pas effrayer le patient.,A
35,OIC-006-07-A-,"Selon les lois Léonetti et Claeys-Léonetti, quels sont les droits des patients en fin de vie ?",Le droit à un accompagnement de sa fin de vie et au refus de l’obstination déraisonnable.,Le droit à la sédation profonde et continue jusqu’au décès.,Le droit à la limitation des soins et à l’arrêt des traitements.,Le droit à la poursuite de tous les traitements médicaux possibles.,a
36,OIC-006-08-A,Qui prend la décision finale lors d'une procédure collégiale ?,La famille et les proches,Le médecin en charge du patient,L'équipe médicale,La personne de confiance,b
37,OIC-006-08-A-,Quel est l'objectif principal des directives anticipées ?,Permettre aux patients d'établir une liste de traitements à refuser en cas de fin de vie.,Donner la priorité au traitement médical plutôt qu'à la douleur et à la souffrance du patient.,Faciliter les décisions des professionnels de santé en cas d'incapacité du patient à s'exprimer.,Permettre aux patients de choisir leur mode de fin de vie.,c
38,OIC-008-01-A-,La loi Huriet-Sérusclat a été adoptée en 1988 pour protéger les personnes participant à la recherche biomédicale. Quel est le principal objectif de cette loi ?,Protéger les malades contre les essais non comparatifs,Établir deux types de recherches : avec bénéfice individuel direct et sans bénéfice individuel direct,Définir la notion d'essai interventionnel et non interventionnel,Abolir les visas accordés sur la foi d'experts,b
39,OIC-008-02-B,Quel est le principe selon lequel le consentement présumé est donné au donneur décédé ?,Le consentement présumé est donné à la famille du donneur.,Le consentement présumé est donné au médecin qui effectue l'intervention.,"Le consentement présumé est donné au donneur décédé, dans le cas où il n'a pas exprimé son refus de son vivant.",Le consentement présumé est donné à la personne de confiance désignée par le patient.,c
40,OIC-008-03-B,Qui peut être donneur vivant ? ,Seulement les pères et mères des receveurs,Toute personne apportant la preuve d’une vie commune d’au moins deux ans avec le receveur,"Les frères et sœurs, les fils et filles, les grands-parents, les oncles et tantes, les cousins germains et cousines germaines",Le conjoint de son père ou de sa mère (couples recomposés),b
41,OIC-009-02-A,Quel est le principal impact de la maladie sur l'expérience du corps ?,La perte de l'estime de soi,Le changement de l'image corporelle,L'altération des relations sociales,La modification de la perception de soi-même et de son corps,d
42,OIC-009-02-A-,Quel est l'impact des techniques médicales modernes sur la manière de concevoir les maladies et les corps ?,Elle permet une observation plus précise et une compréhension plus approfondie du corps humain.,"Elle redéfinit la manière de voir et concevoir les maladies, mais également d'appréhender les corps en transformant leur matérialité en variables, images et données réductionnistes.",Elle ne change pas grand-chose à la façon dont on comprend les maladies et les corps.,Elle est sans impact sur la manière de concevoir les maladies et les corps.,b
43,OIC-009-03-A,Quels sont les quatre logiques de protection sociale ?,"Assistance sociale, assurance sociale obligatoire et prévoyances individuelles ou collectives.","Protection universelle, assistance sociale, assurance sociale obligatoire et prévoyance collective.","Assurance sociale obligatoire, logique de protection universelle, assistance sociale et prévoyance individuelle.","Prévoyances individuelles ou collectives, protection universelle, assistance sociale et assurance sociale obligatoire.",b
44,OIC-009-03-A-,La protection sociale repose sur quelles deux modalités ?,Le versement de prestations sociales directement aux individus et l'accès à des prestations de services sociaux fournis gratuitement ou à des prix réduits.,L'obtention d'une allocation chômage et le remboursement des soins de santé.,Le versement de prestations sociales directement aux individus et l'accès à des prestations de services sociaux fournis en espèces.,L'obtention d'une allocation chômage et le remboursement des soins de santé en nature.,a
45,OIC-009-04-A,Quel est le principal risque social à l'origine des dépenses de protection sociale les plus importantes en France ?,La santé,La vieillesse,L'emploi,Le chômage,b
46,OIC-009-05-A-,Qui vote la loi de financement de la Sécurité Sociale (LFSS) ?,Le gouvernement seul,Le Parlement chaque année,L'Assemblée nationale seule,La Cour des comptes,b
47,OIC-009-06-A,Quel est l'objectif principal de l'Objectif National des Dépenses d'Assurance Maladie (ONDAM) ?,Fixer les tarifs des soins médicaux,Réguler les dépenses de l'assurance maladie et prévenir la surconsommation médicale,Augmenter les recettes de l'assurance maladie,Réduire les coûts des soins hospitaliers,B
48,OIC-009-07-A,Quels sont les risques gérés par la Caisse nationale d'assurance maladie (CNAM) ?,"Maladie, maternité, invalidité et décès",Accidents du travail et maladies professionnelles,Tous les risques mentionnés ci-dessus,Seul la maladie,c
49,OIC-009-07-A-,Quel est le but du ticket modérateur ?,Réguler la consommation de soins en responsabilisant financièrement le patient.,Réduire les coûts des soins pour les assurés sociaux.,Augmenter les remboursements par l'assurance maladie.,Simplifier la gestion des frais de santé.,A
50,OIC-009-08-A,Quel est le rôle du médecin traitant dans le parcours de soins coordonnés ?,Il prescrit uniquement les médicaments.,"Il assure les soins réguliers, oriente le patient et gère son dossier médical.",Il est responsable de la vaccination et des examens de dépistage.,Il ne fait que conseiller le patient sur sa santé.,b
51,OIC-009-08-A-,Quelles sont les conditions pour bénéficier d'une exonération du ticket modérateur en cas de maladie non présente sur la liste des 30 ALD ?,La maladie doit être grave ou invalidante et comporter un traitement prolongé d’une durée prévisible supérieure à six mois.,Le patient doit avoir plus de 65 ans.,La maladie doit être présente sur la liste des 30 ALD.,Le patient doit avoir un revenu inférieur à 10 000 euros par an.,A
52,OIC-009-10-B-,Quels sont les textes de loi qui réglementent la recherche clinique en France ?,Le code pénal et la loi Jardé,La loi Jardé et le code de la santé publique,Le code civil et le code de l'éducation,La constitution et le code de la sécurité sociale,b
53,OIC-009-11-A-,Quel est l'objectif principal d'une recherche ?,Vérifier plusieurs hypothèses à la fois,Formuler une hypothèse 'a priori',Décrire ce qui est attendu en terme de taille d'effet,Hiérarchiser les objectifs de recherche,b
54,OIC-009-12-B-,Quelle modalité d'échantillonnage consiste à tirer au sort des individus dans chaque sous-population définie par une variable catégorielle ?,Sondage aléatoire simple,Sondage stratifié,Recrutement exhaustif,Tirage au sort en grappes,B
55,OIC-009-13-A,Quels sont les systèmes de surveillance épidémiologiques existants en France ?,Les registres de morbidité et les déclarations obligatoires.,Les réseaux sentinelles et les statistiques vitales.,Les bases médico-administratives et les systèmes nationaux des données de santé (SNDS).,Tous les systèmes mentionnés précédemment.,d
56,OIC-009-14-B,Quel est le but des probabilités dans la recherche en santé ?,Prédire avec certitude les résultats d'un phénomène aléatoire.,Modéliser des phénomènes aléatoires dont les issues possibles sont connues mais dont on ne peut prédire la valeur car leur réalisation est incertaine.,Déterminer les causes d'un phénomène aléatoire.,Mesurer l'incertitude associée à un résultat.,b
57,OIC-009-14-B-,Quel est le mode d'une série de valeurs ?,La moyenne des valeurs,La valeur la plus fréquemment retrouvée,La médiane des valeurs,L'écart-type des valeurs,b
58,OIC-009-15-B,Quel est le but d'un test statistique en recherche en santé ?,Évaluer la signification des résultats,Conclure si un résultat observé peut s'expliquer par le hasard,Déterminer la taille de l'échantillon nécessaire,Interpréter les intervalles de confiance,b
59,OIC-009-15-B-,Quel est le terme générique utilisé pour décrire le délai jusqu'à la survenue d'un événement quel qu'il soit ?,Données de survie,Variables censurées,Durée de suivi,Temps de suivi,A
60,OIC-009-18-A,Quel type d'étude permet de suivre dans le temps un échantillon de sujets ?,Enquête cas-témoins,Enquête transversale,Enquête de cohorte,Enquête exposés non exposés,c
61,OIC-009-18-A-,"Quel est le type d'étude qui consiste à sélectionner aléatoirement un échantillon appelé « sous-cohorte » dans une cohorte déjà constituée, puis à comparer les « cas » incidents de la cohorte avec les « non-cas » de la sous-cohorte ?",Étude cas-témoins nichée,Étude cas-cohorte,Étude quasi-expérimentale,Étude sur données groupées,B
62,OIC-009-19-B,Quel est le risque ?,La probabilité qu'un événement (par exemple une maladie) ne survienne pas dans une population pendant une période donnée.,"La proportion du nombre de cas d'une maladie (quelle que soit son ancienneté) dans une population à un instant donné, ou plutôt en général sur une période donnée.",La probabilité qu'un événement (par exemple une maladie) survienne dans une population pendant une période donnée.,"Le nombre de nouveaux cas pendant une certaine période, au sein d'une population, rapporté à la somme des personnes-temps.",c
63,OIC-009-19-B-,Quel est l'objectif principal de la standardisation dans les enquêtes descriptives ?,Comparer les mesures de fréquence entre différentes populations sans tenir compte de leurs caractéristiques propres.,Permettre la comparaison de mesures de fréquence issues de populations ayant la même structure d'âge et de sexe.,Évaluer l'incidence des problèmes de santé dans une population spécifique.,Déterminer les facteurs de risque associés aux problèmes de santé.,b
64,OIC-009-20-B,Quelle est la formule pour calculer le Risque Relatif (RR) ?,p0-p1,p1/p0,1-RR,1/(p0-p1),b
65,OIC-009-20-B-,Quel est le rapport entre la probabilité d'être malade si on est exposé et la probabilité d'être malade si on n'est pas exposé ?,Risque Relatif (RR),Odds Ratio (OR),Ratio de cotes,Rapport de taux d'incidence brut,A
66,OIC-009-22-B,Quelle est la principale différence entre une erreur aléatoire et une erreur systématique ?,L'erreur aléatoire dépend de la taille d'échantillon tandis que l'erreur systématique ne dépend pas.,L'erreur aléatoire est due au hasard tandis que l'erreur systématique n'est pas due au hasard.,L'erreur aléatoire augmente la précision des estimations tandis que l'erreur systématique diminue la précision.,L'erreur aléatoire est indépendante de la taille d'échantillon tandis que l'erreur systématique dépend.,b
67,OIC-009-23-A,Quel est le rôle d'un facteur d'interaction dans une étude de recherche en santé ?,Il s'agit d'un facteur qui modifie l'association entre une exposition et un phénomène de santé.,Il s'agit d'un facteur qui produit ou amplifie l'association étudiée.,Il s'agit d'un facteur qui masque ou réduit l'association existante.,Il s'agit d'un facteur qui n'a aucun impact sur l'association étudiée.,a
68,OIC-009-23-A-,"Quel est le résultat d'un test statistique si la valeur de p est inférieure à un seuil déterminé a priori (risque de première espèce alpha) en général 0,05 ?",Le résultat du test n'est pas significatif.,Le résultat du test est significatif.,Il n'y a pas d'issue claire.,La valeur de p doit être calculée à posteriori.,b
69,OIC-009-24-B-,Quel est l'ensemble des facteurs environnementaux auxquels un individu est exposé au cours de sa vie ?,Génome humain,Exposome,Phénome,Epigénome,b
70,OIC-009-25-B,Quel est le rôle du comité de lecture dans le processus de publication d'un article scientifique ?,Il s'agit d'une revue prédatrice.,Il évalue la qualité de l'article avant sa publication.,Il est responsable de la validation des résultats de recherche.,Il n'a aucun rôle dans le processus de publication.,b
71,OIC-009-26-B,Quelle est la définition d'une maladie rare ?,Une maladie qui atteint plus de 2 personnes sur 1000 en population générale.,Une maladie qui atteint moins d’une personne sur 2000 en population générale.,Une maladie qui est courante dans les pays développés.,Une maladie qui n'a pas de traitement disponible.,b
72,OIC-009-26-B-,"Selon le Plan National Maladies Rares (PNMR3), quel est l'objectif pour chaque patient atteint d'une maladie rare ?",Obtenir un diagnostic précis en moins de 6 mois.,Avoir un diagnostic de maladie rare en moins d'un an.,Bénéficier des soins et thérapies disponibles dans les 3 ans suivant la première consultation médicale spécialisée.,Se faire soigner par le plus proche centre hospitalier.,b
73,OIC-009-27-B-,Quel est le nombre approximatif de personnes touchées par les maladies rares en France ?,1 million,3 millions,5 millions,10 millions,b
74,OIC-010-01-A,Quelle est la définition de l'errance diagnostique ?,Période allant du diagnostic précis à la fin des soins,Période allant de l'apparition des premiers symptômes à la date à laquelle un diagnostic précis est posé,Période pendant laquelle les médecins ne savent pas ce qu'ils font,Période pendant laquelle les patients sont en attente d'un résultat de test,b
75,OIC-010-01-A-,Quel est l'objectif principal du médecin non spécialiste lorsqu'il rencontre un patient avec une maladie rare ?,Diagnostiquer immédiatement la maladie rare,Prendre en compte les symptômes inhabituels et rechercher des informations supplémentaires,Référer directement le patient à un spécialiste sans examen préalable,Ignorer les symptômes atypiques et traiter la maladie comme si elle était courante,b
76,OIC-010-02-B,Quel est le pourcentage de grossesses touchées par l'hémorragie du premier trimestre ?,10%,25%,50%,75%,b
77,OIC-010-03-B-,Quels sont les signes cliniques en faveur d’un hématome rétroplacentaire (HRP) ?,"Hémorragie abondante, noirâtre et incoagulable, douleurs utérines permanentes et contracture utérine.","Hémorragie peu abondante, noirâtre et incoagulable, douleurs utérines brutales et contracture utérine.","Hémorragie abondante, rouge et récidivante, contractions utérines sans douleurs utérines permanentes.","Douleurs utérines permanentes, pertes de liquide amniotique et anomalie de présentation transverse.",b
78,OIC-019-02-A,Quel est le but d'une délivrance dirigée systématique en cas d'HPP ? ,Évaluer le volume des pertes sanguines,Administration prophylactique d'oxytocine (APO) dès la sortie de l'enfant,Surveiller la délivrance normale,Vérifier macroscopiquement le placenta et les membranes après la délivrance,b
79,OIC-019-04-B-,Quels sont les critères de sévérité d'une HTA pendant la grossesse ?,PAS ≥ 160 mmHg et/ou PAD ≥ 110 mmHg,Protéinurie > 3g/24h,Créatinémie ≥ 90 µmol/L,Oligurie ≤ 500 mL/24h ou ≤ 25 mL/h,A
80,OIC-019-05-A,Quel est l&#39;objectif principal du traitement antihypertenseur chez une femme enceinte ?,Réduire la pression artérielle à un niveau normal,Éviter les complications maternelles et les à-coups hypertensifs,Améliorer le bien-être de la mère,Augmenter la taille du bébé,b
81,OIC-019-06-B-,Quel est le risque de récidive d'une complication de la grossesse similaire ou différente chez une femme ? ,1 sur 10,1 sur 5,1 sur 2,1 sur 20,b
82,OIC-019-07-B,Quel est le principal risque pour une femme ayant eu une HTA gravidique ?,Risque de grossesse éclatée,Risque d'HTA chronique et pathologies cardiovasculaires et rénales,Risque de fausse couche,Risque de maladie de Parkinson,b
83,OIC-019-08-A-,Quels sont les examens à réaliser pour confirmer une menace d'accouchement prématuré ?,Tocométrie externe et enregistrement du RCF.,"NFS, CRP (syndrome inflammatoire, chorioamniotite) et bilan bactériologique : ECBU, prélèvement cervicovaginal",Fibronectine fœtale (pour certains – prédiction du risque d'accouchement),Groupe/rhésus/phénotype/RAI en cas d'accouchement imminent.,b
84,OIC-019-10-A,Quels sont les deux objectifs de l'examen clinique en cas de fièvre au cours de la grossesse ?,Rechercher des signes d'appel évocateurs et évaluer le retentissement obstétrical.,Diagnostiquer les complications de la grossesse et prescrire un traitement.,Évaluer l'état général de la femme enceinte et rechercher des signes d'orientation diagnostique.,Rechercher des signes de maladie et évaluer le risque de complications obstétricales.,A
85,OIC-019-11-A-,Quel est l'un des facteurs de risque pour un hématome rétroplacentaire ?,"Âge < 35 ans, absence d'HTA, non-fumeur, multipare, absence de pré-éclampsie, absence de cocaïne","Âge > 35 ans, HTA, tabac, primipare, pré-éclampsie, cocaïne","Âge < 25 ans, absence d'HTA, non-fumeur, multipare, absence de pré-éclampsie, absence de cocaïne","Âge > 40 ans, HTA, tabac, primipare, pré-éclampsie, cocaïne",b
86,OIC-019-12-A,Quelle est la définition de la menace d’accouchement prématuré ?,Association de contractions utérines régulières et douloureuses associées à des modifications cervicales avant 37 SA (entre 22 SA et 36 SA et 6 jours).,"Douleur abdominale ou pelvienne en fonction du terme, permanente, spontanée.","Colique néphrétique, infection urinaire basse, infection urinaire haute.","Appendicite, péritonite, cholécystite.",A
87,OIC-019-13-B-,Quelle est la particularité de l'échographie abdomino-pelvienne en cas de grossesse ?,Elle est très performante et peut détecter toutes les pathologies.,Elle est peu performante en raison de la dextro-rotation de l’utérus.,Elle n'est pas nécessaire car les autres examens sont plus efficaces.,Elle ne peut être effectuée qu'après le premier trimestre de grossesse.,b
88,OIC-020-01-A,Quelle est la définition de l'infection materno-fœtale (IMF) ?,Une infection causée par des germes d'origine externe.,Une contamination du fœtus au cours de la grossesse ou à l’accouchement par des germes d’origine maternelle.,Un trouble de la grossesse sans lien avec les infections.,Une maladie causée par un virus.,b
89,OIC-020-02-A,Quelles sont les deux grandes voies de contamination du fœtus au cours de la grossesse ?,Voie hématogène uniquement,Voie vaginale et hématogène,Voie hépatique uniquement,Voie ascendante uniquement,b
90,OIC-020-02-A-,Quelle est la transmission materno-fœtale de toxoplasmose en fonction du terme ?,Très faible en période périconceptionnelle (1 % entre 0 et 7 SA) et augmente au fur et à mesure de la grossesse.,Élevée dès le début de la grossesse et reste stable tout au long de la gestation.,Nulle en période périconceptionnelle (0 % entre 0 et 7 SA) et augmente au fur et à mesure de la grossesse.,Inexistante en période périconceptionnelle (0 % entre 0 et 7 SA) et reste stable tout au long de la gestation.,A
91,OIC-020-03-A,Quelle est la fréquence des formes inapparentes de toxoplasmose maternelle ?,20%,50%,80%,90%,c
92,OIC-020-05-B,Quel est le moment où le risque de transmission de la rougeole materno-fœtale est possible ?,Au début de la grossesse,En fin de grossesse,Chez les nouveau-nés,Chez les enfants en bas âge,b
93,OIC-020-05-B-,Quelles sont les conséquences fœtales de la rougeole maternelle ?,Augmentation du risque de malformations congénitales,"Risque accru de fausse couche, de mort fœtale in utero et de prématurité",Problèmes de croissance intra-utérine,Augmentation du risque d'anomalies cardiaques,B
94,OIC-020-06-B-,Quel est le taux de transmission global du CMV durant la grossesse ?,10 %,40 %,50 %,60 %,b
95,OIC-020-07-B,Quel est le principal mode de contamination par l'herpès néonatal ?,Contamination pendant la grossesse maternelle,Contamination postnatale à partir d'un herpès maternel ou dans l'entourage,Passage par la filière génitale infectée lors de l'accouchement,Transmission verticale du VIH,c
96,OIC-020-08-B,Quelle est la principale caractéristique de l'infection à VHB materno-fœtale ?,Elle se transmet uniquement par voie basse.,Elle dépend de la modalité d'accouchement (voie basse ou césarienne).,Elle est présente chez 1% des femmes enceintes et peut conduire à une hépatite chronique chez le nouveau-né.,Elle n'est pas transmissible du fœtus à la mère.,c
97,OIC-020-08-B-,Quelle est la bonne réponse concernant les mesures de prévention du virus de l'hépatite B (VHB) pendant la grossesse ? ,La vaccination des femmes à risque,La dépistage de l’hépatite B dès la déclaration de la grossesse,La sérovaccination du nouveau-né chez les mères antigène HBs+,Toutes les options sont correctes,D
98,OIC-020-09-B,Quel est le moment approprié pour faire un test de dépistage du VIH chez une femme enceinte ?,Lorsque les symptômes apparaissent,"En début de grossesse, lors de la déclaration de grossesse",Après l'accouchement,Chez les femmes ayant un historique de VIH chez leur famille,b
99,OIC-020-09-B-,Quelle est la séroprévalence vis-à-vis de la varicelle chez les femmes enceintes ?,90%,"98,8%",95%,99%,b
100,OIC-020-10-B,Quelle est la première étape de l'infection par Listeria monocytogenes dans le fœtus ?,La colonisation du placenta,L'infection intra-utérine (chorioamniotite),La bactériémie de la mère,La méningite purulente,A
