,id,question,option_a,option_b,option_c,option_d,correct_option
11,OIC-005-07-A,"Selon le texte, quelle est la première étape essentielle pour prévenir les erreurs humaines dans le domaine médical ?",Identifier les facteurs collectifs qui nuisent à la communication.,Mettre en place des dispositifs d'analyse et de prévention des erreurs au niveau organisationnel.,Reconnaître que l'être humain est faillible et susceptible de commettre des erreurs.,Définir clairement les rôles de chaque membre de l'équipe soignante.,c
12,OIC-005-07-A-,"Selon le texte, quel est le principal objectif de l'analyse approfondie des erreurs médicales ?",Identifier et punir les responsables de l'erreur.,Mettre en place des actions d'amélioration pour prévenir de nouvelles erreurs.,Documenter l'erreur pour les archives médicales.,Justifier les décisions médicales prises.,b
13,OIC-005-08-A,"Selon le texte, quelle est la principale raison pour laquelle une culture positive de l'erreur est encouragée dans les établissements de santé ?",Pour identifier et sanctionner les responsables des erreurs médicales.,"Pour encourager le signalement des erreurs, leur analyse et la mise en place d'actions correctives.",Pour minimiser les coûts liés à l'analyse rétrospective des dossiers médicaux.,Pour se conformer aux exigences légales en matière de déclaration obligatoire des événements indésirables.,b
14,OIC-005-08-A-,"Selon le texte, quel est l'un des principaux avantages du travail en équipe pluriprofessionnelle ?",Réduction des coûts de santé.,Amélioration de la qualité de la prise en charge du patient.,Simplification des tâches administratives.,Augmentation de la compétition entre les professionnels.,b
15,OIC-005-09-A,"Selon le texte, quels sont les principaux dispositifs du travail en équipe pluridisciplinaire mentionnés ?","Les RCP, les RMM, les protocoles pluriprofessionnels et les check-lists.",Uniquement les réunions de concertation pluridisciplinaire (RCP).,Les protocoles pluriprofessionnels et les réunions de morbi-mortalité (RMM).,Les check-lists et les réunions de concertation pluridisciplinaire (RCP).,a
16,OIC-005-09-A-,"Selon le texte, qu'est-ce que le parcours de soins ?",L'ensemble des compétences professionnelles disponibles.,L'organisation et la coordination des compétences professionnelles pour un patient.,Le lieu où les soins sont dispensés.,Le temps nécessaire pour soigner un patient.,b
17,OIC-005-10-A,Qu'est-ce qu'un protocole pluriprofessionnel selon le texte ?,Un ensemble de règles imposées par l'État pour la prise en charge des patients.,"Un consensus entre plusieurs professionnels sur la prise en charge d'une maladie, basé sur l'état actuel des connaissances.",Un document individuel répertoriant les compétences de chaque professionnel de santé.,Une liste exhaustive de tous les traitements médicaux disponibles pour une pathologie donnée.,b
18,OIC-005-10-A-,Quel est le principal objectif des Réunions de Concertation Pluridisciplinaire (RCP) ?,Valider l'obligation de développement professionnel continu (DPC).,Prendre une décision collégiale sur la meilleure prise en charge d'un patient.,Organiser des réunions uniquement dans le domaine de la cancérologie.,Impliquer au moins deux médecins de spécialités différentes.,b
19,OIC-005-11-A,"Quel est l'objectif principal des check-lists de sécurité du patient, comme celles utilisées au bloc opératoire ?",Remplacer la communication verbale entre les professionnels.,Standardiser les procédures et réduire les erreurs en favorisant la vérification croisée des informations critiques.,Servir de guide pour la formation initiale du personnel médical.,Documenter exhaustivement tous les détails de l'intervention post-opératoire.,b
20,OIC-005-11-A-,Quel est l'objectif principal d'une réunion de morbi-mortalité (RMM) ?,Identifier les erreurs individuelles pour sanctionner les responsables.,Analyser collectivement les événements indésirables pour améliorer la sécurité des patients.,Valider les compétences individuelles des professionnels de santé.,Remplacer les audits internes pour réduire les coûts.,b
21,OIC-005-12-B,"Quel est le rôle principal du Samu-Centre 15, selon le texte ?","Assurer la prise en charge médicale sur place, en dehors de l'hôpital.",Accueillir les patients se présentant aux urgences d'un établissement de santé.,"Assurer une écoute médicale permanente, déterminer la réponse adaptée et organiser le transport et l'accueil hospitalier.",Réaliser des soins d'urgence avant et pendant le transport du patient vers l'établissement désigné.,c
22,OIC-005-12-B-,"Selon le texte, quelle est la définition d'une discrimination en matière de santé ?",Toute différence de traitement entre patients.,"Une différence de traitement basée sur des critères prohibés, entraînant un préjudice.",Le refus de soins basé sur la nationalité.,L'utilisation de stéréotypes pour catégoriser les patients.,b
23,OIC-005-13-A,"Selon le texte, comment les discriminations influencent-elles la santé ?",Elles améliorent l'accès aux soins et réduisent le stress.,Elles accentuent les déterminants sociaux de la santé et augmentent le stress.,Elles n'ont aucun impact sur la santé des individus.,Elles réduisent les inégalités sociales de santé.,b
24,OIC-005-13-A-,"Selon le texte, quelles sont les causes principales des discriminations en santé ?",Uniquement des préjugés individuels des soignants.,Principalement des problèmes économiques liés à la rentabilité des soins.,Des dysfonctionnements structurels et organisationnels du système de santé.,Exclusivement le manque de vigilance des soignants face aux représentations sociales.,c
25,OIC-005-14-B,"Selon le texte, quelle est la principale distinction entre l'éthique, la morale et la déontologie en médecine ?","La morale est un code de bonnes pratiques, la déontologie est un jugement de valeur, et l'éthique est une démarche de réflexion.","L'éthique est un jugement de valeur, la morale est un code de bonnes pratiques, et la déontologie est une démarche de réflexion.","L'éthique est une démarche de réflexion, la morale est un code de bonnes pratiques, et la déontologie est un jugement de valeur.","L'éthique est un jugement de valeur, la morale est une démarche de réflexion, et la déontologie est un code de bonnes pratiques.",c
26,OIC-005-14-B-,"Selon le texte, quelle était la vision initiale de V.R. Potter concernant la bioéthique ?",Une éthique globale pour la survie de l'être humain et de la planète.,Une discipline limitée au domaine médical.,Un ensemble de règles juridiques pour encadrer la recherche biomédicale.,Un débat principalement réservé aux acteurs religieux.,a
27,OIC-005-15-B,"Selon le texte, quel est le rôle principal du Code de déontologie médicale pour les médecins ?",Définir les lois fondamentales de la société.,Servir de guide quotidien dans leur pratique au service des patients.,Remplacer les lois existantes concernant la profession médicale.,Être uniquement élaboré et appliqué par l'Ordre des médecins sans contrôle extérieur.,b
28,OIC-005-15-B-,"Selon le texte, quels sont les quatre grands principes de l'éthique médicale proposés par Beauchamp et Childress ?","Bienfaisance, non-malfaisance, autonomie, justice","Bienfaisance, non-malfaisance, confidentialité, justice","Bienfaisance, respect de la vie, autonomie, justice","Bienfaisance, non-malfaisance, autonomie, responsabilité",a
29,OIC-006-01-A,"Selon le texte, quel est le principe fondamental qui sous-tend le respect de l'autonomie du patient dans le domaine des soins ?","Le paternalisme médical, qui consiste à prendre des décisions pour le patient.","La liberté individuelle de choix, permettant au patient de participer aux décisions le concernant.","L'obligation légale de suivre les directives du patient, même si elles sont contraires à l'avis médical.",La primauté de l'intérêt général sur les choix individuels du patient.,b
30,OIC-006-01-A-,"Selon le texte, quel est le principal objectif de l'information donnée au patient concernant un traitement médical proposé, à l'exclusion d'autres options ?",Permettre au patient de choisir entre différentes alternatives thérapeutiques.,Obtenir le consentement éclairé du patient pour le traitement proposé.,Informer le patient sur les risques rares et exceptionnels du traitement.,"Fournir au patient une information exhaustive sur tous les aspects du traitement, y compris les risques fréquents et graves.",b
31,OIC-006-02-A,"Selon le texte, quel est le principe fondamental qui sous-tend la loi du 4 mars 2002 concernant les droits des malades ?","Le principe de bienfaisance, qui impose de ne pas nuire au patient.","Le principe d'autonomie, qui impose de respecter la volonté du patient.","Le principe de justice, qui impose un accès égal aux soins pour tous.","Le principe de non-malfaisance, qui impose d'éviter tout acte nuisible.",b
32,OIC-006-02-A-,"Quel est le rôle principal de la personne de confiance, tel que défini dans le texte ?",Prendre des décisions médicales à la place du patient.,Assister le patient dans ses démarches de soins et faire le lien avec l'équipe médicale.,Être uniquement présent lors des situations de crise majeures en fin de vie.,Remplacer l'équipe soignante dans l'accompagnement quotidien du patient.,b
33,OIC-006-03-A,"Selon le texte, quelles sont les deux principales acceptions de la vulnérabilité distinguées ?",Vulnérabilité comme risque et vulnérabilité comme précarité.,Vulnérabilité fondamentale (ontologique) et vulnérabilité sociale (contextuelle).,Vulnérabilité physique et vulnérabilité psychologique.,Vulnérabilité individuelle et vulnérabilité collective.,b
34,OIC-006-03-A-,"Quel est le principe fondamental qui guide l'instauration des mesures de protection juridique pour une personne majeure, selon le texte ?","Protéger les intérêts de la personne à tout prix, même contre sa volonté.","Assurer la protection juridique dans le respect des libertés, droits et dignité de la personne.",Permettre à la famille de prendre toutes les décisions concernant la personne protégée.,Limiter au maximum l'autonomie de la personne protégée pour garantir sa sécurité.,b
35,OIC-006-04-B,"Selon le texte, quelle est la principale différence entre la curatelle et la tutelle ?","La curatelle est une mesure temporaire, tandis que la tutelle est permanente.",La tutelle est plus contraignante et protectrice que la curatelle.,"La curatelle concerne les mineurs, tandis que la tutelle concerne les majeurs.",La sauvegarde de justice est une forme de curatelle.,b
36,OIC-006-04-B-,Qui peut déposer une demande d'ouverture d'une mesure de protection auprès du juge des tutelles ?,Uniquement le majeur concerné.,Uniquement le procureur de la République.,"Le majeur concerné, son conjoint, un proche lié par des liens étroits, la personne déjà sous mesure de protection, ou le procureur de la République.",Uniquement les proches de la personne à protéger.,c
37,OIC-006-05-A,"Selon le texte, quel est le principal objectif de la loi Veil de 1975 concernant l'IVG en France ?",Affirmer le droit absolu de la femme à disposer de son corps.,Instaurer une politique de santé publique visant à garantir un accès égal et sécurisé à l'IVG.,Résoudre définitivement la question philosophique et religieuse du début de la vie humaine.,Interdire toute forme de contraception et promouvoir une vision unique de la procréation.,b
38,OIC-006-05-A-,"Selon le texte, quelle est la principale différence entre l'IVG et l'IMG concernant les délais ?","L'IVG a un délai limité, tandis que l'IMG n'en a pas.","L'IMG a un délai limité, tandis que l'IVG n'en a pas.","Les deux procédures ont des délais limités, mais différents.",Les deux procédures n'ont pas de limitation de délai.,a
39,OIC-006-06-A,"Selon le texte, quel est le principal objectif du diagnostic prénatal (DPN) en France, tel que défini par la loi ?","Détecter toutes les anomalies fœtales possibles, même bénignes.",Permettre aux parents de choisir le sexe de leur enfant.,"Détecter in utero une affection d'une particulière gravité, afin de donner aux parents le choix éventuel d'interrompre la grossesse.",Garantir la naissance d'enfants sains en éliminant tous les risques génétiques.,c
40,OIC-006-06-A-,"Selon le texte, quelle est la justification principale du diagnostic préimplantatoire (DPI) en France ?",Permettre la sélection du sexe de l'enfant pour convenance personnelle.,Permettre la sélection d'embryons compatibles pour un futur don de moelle à un frère/sœur malade.,Éviter la naissance d'un enfant atteint d'une maladie génétique grave et incurable.,Permettre aux couples de choisir le nombre d'enfants à avoir.,c
41,OIC-006-07-A,"Selon le texte, quel est l'un des principaux enjeux éthiques liés à l'information du patient en fin de vie ?","Fournir une information complète et honnête, respectant l'autonomie du patient et son droit à être informé.",Éviter de donner trop d'informations pour ne pas angoisser le patient.,Se concentrer uniquement sur les aspects positifs de la situation.,Laisser la famille prendre la décision de ce qui doit être communiqué au patient.,a
42,OIC-006-07-A-,"Selon le texte, quel est le principal objectif des lois Léonetti et Claeys-Léonetti concernant la fin de vie ?",Prolonger la vie des patients à tout prix.,Permettre aux patients de refuser certains traitements et de bénéficier de soins palliatifs.,"Obliger les médecins à administrer des traitements de maintien en vie, même contre la volonté du patient.",Interdire toute forme de sédation profonde et continue.,b
43,OIC-006-08-A,"Selon le texte, quelle est la principale finalité de la procédure collégiale en fin de vie ?","Déterminer la volonté du patient, même s'il ne peut s'exprimer.",Prendre une décision rapide pour éviter toute souffrance.,Satisfaire les demandes de la famille et des proches.,Simplifier la prise de décision pour le médecin traitant.,a
44,OIC-006-08-A-,"Selon le texte, quel est le rôle principal de la personne de confiance désignée par un patient en fin de vie ?",Décider à la place du patient si celui-ci est incapable de s'exprimer.,"Assister le patient dans ses démarches de soins, l'accompagner et faire le lien avec les équipes médicales.","Prendre des décisions médicales en concertation avec l'équipe soignante, en se basant sur ses propres convictions.",Gérer les aspects administratifs et financiers liés aux soins du patient.,b
45,OIC-008-02-B,"Selon le texte, quels sont les principes fondamentaux régissant le don d'organes en France ?","Gratuité, anonymat, consentement présumé (sauf opposition exprimée), respect du corps humain.","Gratuité, anonymat, consentement éclairé, priorité aux proches.","Réciprocité, commercialisation, consentement des proches, respect de la vie privée.","Obligation de donner, identification des donneurs et receveurs, consentement des mineurs, priorité aux besoins scientifiques.",a
46,OIC-008-02-B-,"Selon le texte, quelle est la principale différence entre le constat de mort chez un patient en arrêt cardiaque et celui en mort encéphalique en ce qui concerne le prélèvement d'organes ?",Le prélèvement doit être réalisé rapidement dans les deux cas.,Le prélèvement peut être différé et le corps maintenu en état circulatoire et ventilatoire uniquement en cas de mort encéphalique.,Le prélèvement est interdit en cas d'arrêt cardiaque mais autorisé en cas de mort encéphalique.,Le prélèvement est autorisé uniquement si le patient est décédé à la prise en charge (catégorie I de Maastricht).,b
47,OIC-008-03-B,"Selon le texte, quelle est la principale condition pour qu'un prélèvement d'organe chez un donneur vivant soit autorisé ?",Le donneur doit être un parent proche du receveur.,Le donneur doit être majeur et capable de consentir.,Le prélèvement doit présenter un intérêt thérapeutique pour le receveur.,Le donneur doit avoir plus de 18 ans et ne pas être sous tutelle.,c
48,OIC-008-03-B-,"Selon le texte, quels sont les trois principes fondamentaux qui encadrent l'utilisation des éléments et produits du corps humain ?","Disponibilité, commercialisation, consentement éclairé.","Non-patrimonialité, consentement éclairé, anonymat.","Sacralisation, consentement tacite, traçabilité.","Propriété, commercialisation, anonymat.",b
49,OIC-009-01-A,"Selon le texte, dans quels cadres l'identification d'une personne par ses empreintes génétiques est-elle autorisée en France ?",Uniquement dans le cadre de mesures d'enquête ou d'instruction judiciaire.,Uniquement à des fins médicales ou de recherche scientifique.,"Dans le cadre de mesures d'enquête judiciaire, à des fins médicales ou de recherche scientifique, ou pour identifier des personnes décédées dans des circonstances spécifiques (ex: Code de la défense).","Dans tous les cas, tant que le consentement de la personne est recueilli.",c
50,OIC-009-01-A-,"Selon le texte, comment les représentations du corps en bonne santé évoluent-elles?",Elles sont universelles et immuables.,Elles sont biologiques et déterminées par la génétique.,Elles sont construites socialement et varient selon les époques et les cultures.,Elles sont principalement influencées par les traditions religieuses.,c
51,OIC-009-02-A,"Selon le texte, comment la maladie affecte-t-elle principalement l'expérience du corps chez le patient ?",Elle est perçue uniquement comme un phénomène physique nécessitant une intervention médicale.,Elle déclenche une quête de sens et suscite des sentiments qui impactent la vie entière du patient.,Elle est vécue de la même manière par le patient et le soignant.,Elle n'a d'impact que sur l'organe ou la fonction directement touchée.,b
52,OIC-009-02-A-,"Selon le texte, comment les techniques médicales modernes affectent-elles la perception du corps ?","Elles permettent une compréhension plus complète du corps, intégrant à la fois les aspects subjectifs et objectifs.","Elles créent une distance entre le soignant et le patient, objectivant le corps et le réduisant à des données mesurables.","Elles renforcent l'importance du vécu subjectif du patient, en permettant une meilleure communication.","Elles n'ont pas d'impact significatif sur la perception du corps, car l'observation reste centrée sur le patient.",b
53,OIC-009-03-A,"Selon le texte, quel est le principal objectif de la protection sociale ?",Financer les dépenses publiques.,Assurer un revenu minimum à tous les citoyens.,Protéger les individus contre les conséquences financières des risques sociaux.,Promouvoir l'épargne individuelle pour faire face aux imprévus.,c
54,OIC-009-03-A-,"Selon le texte, quelles sont les deux principales formes de prestations de protection sociale en France ?",Prestations en espèces (revenus de remplacement) et prestations en nature (remboursement de dépenses).,Prestations en espèces (aides financières directes) et prestations de services sociaux gratuits.,Prestations en nature (biens et services) et prestations de services sociaux à prix réduits.,Prestations en espèces (allocations familiales) et prestations en nature (soins de santé).,a
55,OIC-009-04-A,"Selon le texte, quels sont les deux principaux risques sociaux qui représentent le poids financier le plus important dans les dépenses de protection sociale en France ?",La vieillesse et la santé,La santé et l'invalidité,La vieillesse et l'invalidité,L'emploi et la santé,a
56,OIC-009-04-A-,"Selon le texte, quelles sont les principales sources de financement de la protection sociale en France ?",Uniquement les cotisations sociales des salariés et employeurs.,"Principalement les impôts et taxes affectés, comme la CSG et la CRDS.","Les cotisations sociales, les impôts et taxes affectés, et les contributions publiques de l'État.",Uniquement les contributions publiques de l'État et les exonérations de cotisations employeurs.,c
57,OIC-009-05-A,"Selon le texte, quelle est la principale mission de la Caisse nationale d'assurance maladie (Cnam) au sein du régime général de la sécurité sociale ?",Gérer les allocations familiales et l'accompagnement des familles.,Verser les pensions de retraite de base.,"Prendre en charge les risques maladie, maternité, invalidité, décès, accidents du travail et maladies professionnelles.",Assurer le recouvrement des cotisations sociales.,c
58,OIC-009-05-A-,Quel est le principal objectif de la loi de financement de la Sécurité Sociale (LFSS) ?,Fixer le budget de l'État.,Maîtriser les dépenses sociales et de santé.,Autoriser la perception des recettes de la sécurité sociale.,Déterminer les salaires des personnels hospitaliers.,b
59,OIC-009-06-A,Quel est le rôle principal de l'ONDAM (Objectif National des Dépenses d'Assurance Maladie) en France ?,Fixer les tarifs des consultations médicales.,Réguler les dépenses de l'assurance maladie en fixant un plafond prévisionnel.,Définir les objectifs de recettes de la sécurité sociale.,Gérer les dépenses des établissements médico-sociaux uniquement.,b
60,OIC-009-06-A-,"Selon le texte, quel pourcentage approximatif de la population française est couvert par le régime général de la Sécurité sociale ?",5%,88%,27%,7%,b
61,OIC-009-07-A,Quelle est la mission principale de la Caisse nationale d'assurance maladie (CNAM) ?,"La gestion des risques maladie, maternité, invalidité, décès, accidents du travail et maladies professionnelles.",L'amélioration de la santé de la population et l'efficience du système de soins.,La définition du périmètre des actes remboursables et la tarification des actes.,La diffusion des recommandations de la HAS auprès des professionnels de santé.,a
62,OIC-009-07-A-,"Selon le texte, quel est le principal objectif du ticket modérateur ?",Réguler la consommation de soins en responsabilisant financièrement le patient.,Financer intégralement les dépenses de santé de l'assuré.,"Garantir l'accès aux soins à tous les assurés, quel que soit leur revenu.",Permettre aux professionnels de santé de fixer librement leurs tarifs.,a
63,OIC-009-08-A,Quel est le rôle principal du médecin traitant dans le parcours de soins coordonnés ?,Assurer une prévention personnalisée et gérer le dossier médical.,Orienter le patient vers des spécialistes sans gestion du dossier médical.,"Uniquement assurer les soins régulièrement, sans orientation ni gestion de dossier.","Établir des protocoles de soins uniquement pour les affections de longue durée, sans prévention.",a
64,OIC-009-08-A-,"Selon le texte, quelle est la principale condition pour qu'un patient bénéficie d'un protocole de soins ALD avec exonération du ticket modérateur pour une maladie non listée (ALD 31)?",La maladie doit être grave et entraîner une invalidité.,La maladie doit nécessiter un traitement prolongé d'au moins six mois et être particulièrement coûteuse.,La maladie doit être une des 30 affections de longue durée listées par l'assurance maladie.,La maladie doit être une polypathologie entraînant un état invalidant.,b
65,OIC-009-09-B,"Selon le texte, quelle est la principale caractéristique des prestations en espèces de l'assurance maladie ?",Elles correspondent au remboursement partiel des frais de santé.,Elles constituent un revenu de remplacement.,Elles couvrent les frais liés à la maternité.,Elles sont versées aux ayants droit en cas de décès.,b
66,OIC-009-09-B-,"Selon le texte, quel est le rôle principal du niveau 'décision' dans l'organisation de la recherche en santé en France ?",Gérer les laboratoires et organiser les recherches.,Répartir les moyens financiers entre les différentes agences et instituts.,Définir les grandes orientations stratégiques et allouer les moyens macroscopiques.,Mener des études biologiques ou médicales pour améliorer la santé.,c
67,OIC-009-10-B,"Selon le texte, quel est le rôle principal d'un protocole dans la recherche en santé ?",Décrire les étapes à suivre pour acquérir de nouvelles connaissances.,"Servir de document de référence pour la méthodologie de la recherche, élaboré avant le début de l'étude.",Présenter les résultats finaux de l'étude de manière transparente.,Justifier les modifications apportées à la méthodologie en cours d'étude.,b
68,OIC-009-10-B-,"Selon le texte, quel est le rôle principal du Comité de Protection des Personnes (CPP) dans le cadre de la recherche clinique réglementée par la loi Jardé ?",Approuver le financement de la recherche.,Diriger et surveiller la réalisation de la recherche sur un lieu.,Vérifier le respect des conditions légales et émettre un avis sur la validité scientifique et les aspects éthiques de la recherche.,Informer les participants sur les détails de la recherche et obtenir leur consentement.,c
69,OIC-009-11-A,"Selon le texte, quels types d'arguments sont principalement utilisés pour justifier une problématique de recherche ?",Données démographiques et socio-économiques.,Arguments épidémiologiques et état actuel des connaissances.,Opinions d'experts et tendances politiques.,Coûts de la recherche et délais de publication.,b
70,OIC-009-11-A-,Quel est le rôle principal d'une hypothèse de recherche selon le texte ?,Définir les objectifs secondaires de l'étude.,Servir de base pour la formulation de l'objectif principal de la recherche.,Calculer le nombre de sujets nécessaires à l'étude.,Estimer la puissance statistique d'une étude.,b
71,OIC-009-12-B,"Selon le texte, quel est l'élément crucial pour choisir la méthodologie d'une étude de santé ?",La population cible de l'étude.,La définition précise de l'objectif de recherche.,Le type d'approche (observationnelle ou expérimentale).,"La visée de l'étude (descriptive, analytique, expérimentale, diagnostique).",b
72,OIC-009-12-B-,"Selon le texte, quelle est la principale raison d'utiliser un échantillon plutôt que d'étudier une population entière ?",Pour réduire les coûts de l'étude.,Pour obtenir des résultats plus précis.,Parce qu'il est souvent impossible d'étudier la population entière.,Pour faciliter l'analyse statistique des données.,c
73,OIC-009-13-A,"Selon le texte, quel type de source de données est un registre de morbidité ?",Une étude ad hoc sur un échantillon d'individus.,Un système de surveillance épidémiologique existant recensant de manière exhaustive les nouveaux cas d'une pathologie.,Un réseau de médecins volontaires surveillant des indicateurs de santé en soins de premiers recours.,Un système regroupant les données de l'Assurance Maladie et des hôpitaux.,b
74,OIC-009-13-A-,"Selon le texte, quel est le critère de jugement principal dans une étude de recherche en santé ?",Un critère composite regroupant plusieurs événements.,Un critère de substitution utilisé pour améliorer la faisabilité.,Un critère défini afin d'étayer le critère principal ou explorer divers aspects.,Un critère dont la pertinence se juge par son adéquation avec l'objectif principal de l'étude et sa définition consensuelle.,d
75,OIC-009-14-B,Quelle est la définition d'une variable aléatoire selon le texte ?,Une fonction qui attribue un nombre à toutes les issues possibles d'un phénomène aléatoire.,Une loi qui décrit la probabilité associée à chaque valeur d'une variable aléatoire.,Une mesure de l'incertitude associée à un phénomène aléatoire.,Une série d'observations sur un phénomène aléatoire.,a
76,OIC-009-14-B-,"Selon le texte, quel paramètre statistique décrit la valeur la plus fréquente dans un ensemble de données ?",Moyenne,Médiane,Mode,Variance,c
77,OIC-009-15-B,"Selon le texte, quel est le rôle principal des tests statistiques en recherche en santé ?",Définir l'hypothèse nulle et alternative.,Quantifier le risque de se tromper en concluant qu'un résultat n'est pas lié au hasard.,Déterminer la taille de l'échantillon nécessaire pour une étude.,Choisir entre des tests paramétriques et non-paramétriques.,b
78,OIC-009-15-B-,Qu'est-ce qui caractérise principalement les données de survie ?,Elles mesurent uniquement le temps jusqu'à un événement spécifique.,Elles incluent à la fois le temps jusqu'à l'événement et l'information sur sa survenue ou non.,Elles ne prennent en compte que les sujets ayant connu l'événement.,"Elles sont toujours complètes, sans données manquantes.",b
79,OIC-009-16-B,Quel est le principal objectif de l'ajustement en analyse statistique en santé ?,Calculer des mesures d'association brutes.,Tenir compte des facteurs de confusion pour isoler l'effet d'une exposition.,Simplifier l'analyse en ne considérant qu'une seule variable.,Ignorer l'influence des variables tierces sur la relation étudiée.,b
80,OIC-009-16-B-,Quel est le principal objectif de la protection des données de santé selon le texte ?,Faciliter la recherche clinique.,Garantir le respect de la vie privée des personnes.,Promouvoir l'utilisation de l'informatique de santé.,Simplifier les procédures administratives.,b
81,OIC-009-17-A,"Dans une étude analytique, le facteur d'intérêt associé à une probabilité accrue d'un phénomène de santé est appelé :",Facteur étiologique,Facteur pronostique,Facteur d'exposition,Déterminant de santé,c
82,OIC-009-17-A-,Quelle est la relation entre la population cible et la population source dans une étude de recherche en santé ?,La population source est le sous-ensemble de la population cible utilisé pour l'étude.,"La population cible est le groupe à partir duquel les participants sont sélectionnés, tandis que la population source est le groupe auquel les résultats sont extrapolés.","La population cible est le groupe auquel les résultats sont extrapolés, et la population source est le groupe à partir duquel les participants sont sélectionnés.",Les deux termes sont synonymes et désignent le groupe de personnes étudié.,c
83,OIC-009-18-A,Quel est le principal objectif des études de cohorte ?,Estimer la prévalence d'une maladie à un moment donné.,Étudier la relation entre une exposition et un phénomène de santé en suivant des sujets dans le temps.,Comparer la prévalence d'une exposition entre des sujets atteints d'une maladie (cas) et des sujets non atteints (témoins).,Recueillir des informations sur l'état de santé et les expositions d'une population à un moment précis.,b
