id,question,option_a,option_b,option_c,option_d,correct_option
OIC-032-02-B,Quelles sont les règles de bon usage des antipsychotiques?,Rechercher la monothérapie et la posologie minimale efficace.,Associer deux médicaments allongeant le QT.,Ne pas surveiller l'efficacité clinique et les effets indésirables.,Réserver la voie intra-musculaire aux états d'agitation intense.,a
OIC-032-03-B-,Quelle est la classification des antidépresseurs basée sur leur mécanisme d'action supposé?,Une classification basée sur leur mécanisme d'action supposé est imparfaite.,La classification des antidépresseurs est basée sur leur mécanisme d'action supposé.,La classification des antidépresseurs est basée sur leur mécanisme d'action supposé.,La classification des antidépresseurs est basée sur leur mécanisme d'action supposé.,a
OIC-032-08-B,Quelle classe de molécules est proche des anxiolytiques avec des propriétés cliniques sédatives plus marquées?,Benzodiazépines,Antihistaminiques,Antipsychotiques,Anxiolytiques,a
OIC-038-05-B-,Quels sont les effets indésirables modérés des traitements de substitution nicotinique?,"Céphalées, palpitations, dysgueusie, hoquets, nausées, dyspepsie, douleurs et paresthésie de la cavité buccale, stomatite, hypersécrétion salivaire, brûlure des lèvres, sécheresse de la bouche et/ou de la gorge.","Céphalées, palpitations, dysgueusie, hoquets, nausées, dyspepsie, douleurs et paresthésie de la cavité buccale, stomatite, hypersécrétion salivaire, brûlure des lèvres, sécheresse de la bouche et/ou de la gorge.","Céphalées, palpitations, dysgueusie, hoquets, nausées, dyspepsie, douleurs et paresthésie de la cavité buccale, stomatite, hypersécrétion salivaire, brûlure des lèvres, sécheresse de la bouche et/ou de la gorge.","Céphalées, palpitations, dysgueusie, hoquets, nausées, dyspepsie, douleurs et paresthésie de la cavité buccale, stomatite, hypersécrétion salivaire, brûlure des lèvres, sécheresse de la bouche et/ou de la gorge.",a
OIC-038-10-B,Quelle est la différence entre la dépendance (CIM 11) et le trouble de l’usage d'alcool (DSM5)?,La dépendance (CIM 11) correspond aux troubles de l'usage d'alcool léger (DSM5),La dépendance (CIM 11) correspond aux troubles de l'usage d'alcool modéré à sévère (DSM5),La dépendance (CIM 11) correspond aux troubles de l'usage d'alcool léger (DSM5),La dépendance (CIM 11) correspond aux troubles de l'usage d'alcool modéré (DSM5),b
OIC-039-08-A-,Quels sont les médicaments qui aident à la diminution de la consommation d'alcool?,Nalmefene et baclofène,Acamprosate et naltrexone,Disulfiram et baclofène,Nalmefene et acamprosate,a
OIC-039-09-A-,Quelle est la définition de l'amaurose fugace?,Une perte de vision temporaire due à une occlusion artérielle rétinienne constituée,Une perte de vision temporaire due à une cardiopathie emboligène,Une perte de vision temporaire due à une maladie de Horton,Une perte de vision temporaire due à un accident ischémique rétinien transitoire,d
OIC-045-05-A-,Quelle est la différence entre le ptosis et le dermachalasis?,"Le ptosis est une position trop basse du bord libre de la paupière supérieure, tandis que le dermachalasis est un excès de peau de la paupière.","Le ptosis est une position trop haute du bord libre de la paupière supérieure, tandis que le dermachalasis est un excès de peau de la paupière.","Le ptosis est une position trop haute du bord libre de la paupière supérieure, tandis que le dermachalasis est une position trop basse du bord libre de la paupière supérieure.","Le ptosis est une position trop basse du bord libre de la paupière supérieure, tandis que le dermachalasis est une position trop haute du bord libre de la paupière supérieure.",a
OIC-047-16-A-,"Quelle est l'image qui montre des vésicules dans la zone de Ramsay Hunt, orientant vers une PFP virale zoostérienne?",Image 1,Image 2,Image 3,Image 4,a
OIC-047-20-B,Quelle est la définition d'une tropie?,Déviation de l'œil vers l'intérieur,Déviation de l'œil vers l'extérieur,Déviation de l'œil vers le haut,Déviation de l'œil vers le bas,a
OIC-048-04-A-,Quelles sont les autres étiologies des maladies bulleuses?,toxicodermie bulleuse,érythème polymorphe bulleux,bulles d’origine thermique,phytophotodermatose,a
OIC-049-02-A,Quelle est la caractéristique principale des lésions cutanéo-muqueuses du pemphigus vulgaire?,Des bulles tendues ou flasques,Des bulles non tendues,Des bulles non flasques,Des bulles non déchiquetées,a
OIC-050-02-A,Quelles sont les principales causes de perte d’indépendance fonctionnelle?,La maladie (atteinte physique ou psychique),"Les soins (hospitalisation, iatrogénie)","Un évènement de vie (veuvage, déménagement vers un domicile inadapté, etc.)","Des difficultés d’ordre socio-économiques (difficultés financières, isolement, etc.)",a
OIC-050-16-B,Quelle est la technique de choix pour l'analgésie/anesthésie obstétricale?,Anesthésie générale,Anesthésie péridurale,Anesthésie épidurale,Anesthésie rachidienne,b
OIC-056-09-B,Quelle est la principale caractéristique de l'arthrite septique?,Une infection bactérienne de l'articulation,Une infection virale de l'articulation,Une infection fongique de l'articulation,Une infection parasitaire de l'articulation,a
OIC-070-01-A,Quelles sont les complications possibles d'une arthrite septique aiguë?,"Sepsis, choc septique",Abcès des parties molles adjacentes,Ostéite de contiguïté,Destruction articulaire avec séquelles fonctionnelles,a
OIC-070-10-B-,Quelle est la valeur de la procalcitonine qui rend peu probable l'existence d'une bactériémie/fongémie?,"0,25 ng/ml","0,5 ng/ml",1 ng/ml,2 ng/ml,a
OIC-074-11-A,Quels sont les signes cliniques d'une cervicite?,Leucorrhée,Pesanteur pelvienne,Signe d'urétrite associée,Col +/- inflammatoire et écoulement à l'orifice cervical,a
OIC-074-12-A-,Quelles sont les causes d’infections génitales hautes chez la femme d’origine vénérienne?,Gonocoque,Chlamydioses,Trichomonose,Mycoplasma genitalium,a
OIC-074-20-A-,Quelle est la dose unique IM de Benzathine pénicilline G pour le traitement de la syphilis secondaire précoce?,"1,2 millions d'unités","2,4 millions d'unités","3,6 millions d'unités","4,8 millions d'unités",b
OIC-076-02-A,L'urticaire aigue peut-elle être secondaire à une anaphylaxie?,"Oui, toujours","Non, jamais","Oui, dans la plupart des cas","Non, seulement dans une minorité de cas",d
OIC-076-14-B,Quelle est la sémiologie radiologique d'une distension thoracique?,Aplatissement des champs pulmonaires,Verticalisation des côtes,Horizontalisation des côtes,Aplatissement des coupoles diaphragmatiques,c
OIC-082-01-A-,Quels sont les principaux signes cliniques dans l'enquête étiologique d'une fièvre prolongée?,"Consommation d'alcool et/ou de tabac, toxiques, voyages récents, contages, rapports sexuels à risque, prises de médicaments.","Consommation d'alcool et/ou de tabac, toxiques, voyages récents, contages, rapports sexuels à risque, prises de médicaments, consommation d'alcool et/ou de tabac, toxiques, voyages récents, contages, rapports sexuels à risque, prises de médicaments.","Consommation d'alcool et/ou de tabac, toxiques, voyages récents, contages, rapports sexuels à risque, prises de médicaments, consommation d'alcool et/ou de tabac, toxiques, voyages récents, contages, rapports sexuels à risque, prises de médicaments.","Consommation d'alcool et/ou de tabac, toxiques, voyages récents, contages, rapports sexuels à risque, prises de médicaments, consommation d'alcool et/ou de tabac, toxiques, voyages récents, contages, rapports sexuels à risque, prises de médicaments.",a
OIC-082-16-B-,Quels sont les trois principaux microcristaux impliqués en pathologie humaine?,"Cristaux d'urate de sodium, cristaux de pyrophosphate de calcium, cristaux d'apatite","Cristaux d'urate de sodium, cristaux de pyrophosphate de calcium, cristaux de phosphate de calcium","Cristaux d'urate de sodium, cristaux de pyrophosphate de calcium, cristaux d'apatite","Cristaux d'urate de sodium, cristaux de pyrophosphate de calcium, cristaux de phosphate de calcium",c
OIC-086-01-A,Quelle structure est visible sur la radiographie de poignet?,Calcification du ligament triangulaire du carpe,Calcification du ligament annulaire du carpe,Calcification du ligament palmaire du carpe,Calcification du ligament dorsal du carpe,a
OIC-086-10-B-,Quels sont les principes de traitement d'un accès aigu à cristaux d'hydroxyapatite?,"Repos, glaçage, AINS, voire corticothérapie orale (30 mg par jour) en cure courte de 3 à 5 jours.","Repos, glaçage, AINS, voire corticothérapie orale (30 mg par jour) en cure longue de 3 à 5 jours.","Repos, glaçage, AINS, voire corticothérapie orale (30 mg par jour) en cure longue de 3 à 5 jours.","Repos, glaçage, AINS, voire corticothérapie orale (30 mg par jour) en cure longue de 3 à 5 jours.",a
OIC-086-11-A,Quelles sont les trois catégories de donneurs d'organes?,"Les donneurs en état de mort encéphalique, les donneurs décédés après arrêt circulatoire et les donneurs vivants.","Les donneurs en état de mort encéphalique, les donneurs décédés après arrêt circulatoire et les donneurs décédés après arrêt cardiaque.","Les donneurs en état de mort encéphalique, les donneurs décédés après arrêt circulatoire et les donneurs décédés après arrêt cardiaque.","Les donneurs en état de mort encéphalique, les donneurs décédés après arrêt circulatoire et les donneurs décédés après arrêt cardiaque.",a
OIC-100-07-A,Quels sont les produits de dégradation de la fibrine?,produits de dégradation de la fibrine,non spécifiques,forte valeur prédictive négative,produits de dégradation de la fibrine mais forte valeur prédictive négative,a
OIC-102-04-B-,Quelles sont les principales causes d'angor fonctionnel devant un angor d'effort?,rétrécissement aortique serré,cardiomyopathie hypertrophique,tachycardies (fibrillation atriale),anémie,a
OIC-102-05-B-,Quelle est la principale cause extra-thoracique de douleur thoracique?,pancréatite,ulcère gastro-duodénal,spasme oesophagien,reflux gastro-oesophagien,b
OIC-108-08-A-,Quelles sont les principales complications d'une péricardite aiguë?,"Épanchement péricardique abondant, tamponnade, myocardite, péricardite récidivante, péricardite chronique, péricardite constrictive","Épanchement péricardique abondant, tamponnade, myocardite, péricardite récidivante, péricardite chronique","Épanchement péricardique abondant, tamponnade, myocardite, péricardite récidivante, péricardite constrictive","Épanchement péricardique abondant, tamponnade, myocardite, péricardite récidivante, péricardite constrictive",a
OIC-108-09-A,Les causes les plus fréquentes de tamponnade sont :,Purulente,Néoplasique,Tuberculeuse,Traumatique (car installation brutale),d
OIC-109-13-A,Quelles sont les autres causes d'insuffisance corticotrope?,atteinte auto-immune (hypophysite),granulomatose (sarcoïdose en particulier),traumatisme,chirurgie hypophysaire,a
OIC-121-02-B,Quelle est la définition du diabète prégestationnel?,Le diabète prégestationnel se définit par la présence d'un diabète antérieur à une grossesse.,Le diabète prégestationnel inclut le diabète de type 1 et de type 2 qui sont par définition présents avant la grossesse.,Le diabète prégestationnel se définit par une intolérance au glucose mise en évidence et/ou se développant durant la grossesse.,Le diabète prégestationnel se diagnostique à l'aide d'une hyperglycémie provoquée orale (HGPO) entre la 24ème et la 28ème semaine de grossesse.,a
OIC-121-02-B-,Quels sont les facteurs de risque de survenue des atteintes micro-angiopathiques?,Hyperglycémie : niveau (HbA1c) et durée d’exposition,Dyslipidémie,Tabagisme ou alcoolisme associé,"FDR spécifiques de certaines atteintes : facteurs génétiques, origines ethniques (ex. pour la néphropathie), pour la neuropathie : grande taille, carences nutritionnelles, vitaminiques, tabagisme et alcool, insuffisance rénale",a
OIC-127-01-A,Quelle est la cause la plus fréquente des œdèmes d'origine veineuse?,Une augmentation de la pression veineuse,Un obstacle lymphatique,Une pathologie inflammatoire locale modifiant la perméabilité capillaire du fait de médiateurs de l'inflammation,Un médicament augmentant la perméabilité capillaire (Anticalciques de type Dihydropyridines),a
OIC-132-06-A-,Quelle est la principale différence entre la corticodépendance et la corticorésistance en néphropathie glomérulaire?,"La corticodépendance est une rechute après corticothérapie, tandis que la corticorésistance est une non-réponse à la corticothérapie.","La corticodépendance est une rechute après corticothérapie, tandis que la corticorésistance est une rechute après arrêt de la corticothérapie.","La corticodépendance est une non-réponse à la corticothérapie, tandis que la corticorésistance est une rechute après corticothérapie.","La corticodépendance est une rechute après corticothérapie, tandis que la corticorésistance est une non-réponse à la corticothérapie.",b
OIC-132-12-B-,Quelle est la définition du syndrome hémolytique et urémique (SHU)?,Un tableau d’insuffisance rénale aiguë associé à un syndrome de MAT.,"Un tableau de SHU s'inscrit dans un contexte de diarrhée souvent sanglante à entérobactérie sécrétrice d’une Shigatoxine (E. Coli, Shigella), typiquement chez l’enfant, sous forme de petite épidémie.","Un tableau de SHU s'inscrit dans un contexte de diarrhée souvent sanglante à entérobactérie sécrétrice d’une Shigatoxine (E. Coli, Shigella), typiquement chez l’enfant, sous forme de petite épidémie.","Un tableau de SHU s'inscrit dans un contexte de diarrhée souvent sanglante à entérobactérie sécrétrice d’une Shigatoxine (E. Coli, Shigella), typiquement chez l’enfant, sous forme de petite épidémie.",a
OIC-133-01-A,Quel est le type de calcul le plus fréquent?,Oxalate de calcium,Phosphate de calcium,Cystine,Acide urique,a
OIC-133-06-B,Les principales anomalies métaboliques associées à des lithiases calciques sont :,Hyperparathyroidie,Hypercalciuries,Hyperoxalurie,Acidose tubulaire rénale,a
OIC-142-02-B,Quelles sont les complications de la constipation chronique de l'enfant?,"Encoprésie, infections urinaires, fissure anales","Encoprésie, infections urinaires, fissure anales, prolapsus rectal","Encoprésie, infections urinaires, fissure anales, sub-occlusions","Encoprésie, infections urinaires, fissure anales, sub-occlusions, prolapsus rectal",a
OIC-153-04-A,Quelles sont les principales familles de tumeurs cutanées?,"Basocellulaire, épidermoïde, mélanome, tumeurs induites par HPV","Basocellulaire, épidermoïde, mélanome, tumeurs induites par HPV","Basocellulaire, épidermoïde, mélanome, tumeurs induites par HPV","Basocellulaire, épidermoïde, mélanome, tumeurs induites par HPV",a
OIC-156-11-B-,Quelle est la première étape de l'évolution du cancer du sein?,Le cancer du sein naît des cellules de l’appareil sécrétoire du sein constitué des lobules et des canaux galactophores.,Le cancer du sein naît des cellules de l’appareil sécrétoire du sein constitué des lobules et des canaux galactophores.,Le cancer du sein naît des cellules de l’appareil sécrétoire du sein constitué des lobules et des canaux galactophores.,Le cancer du sein naît des cellules de l’appareil sécrétoire du sein constitué des lobules et des canaux galactophores.,a
OIC-157-18-B,Quelle est la définition d'une orthèse?,Dispositif qui supplée un membre ou un segment de membre déficient ou le rachis.,"Dispositif qui supplée un membre ou un segment de membre déficient ou le rachis, mais uniquement pour le grand appareillage.","Dispositif qui supplée un membre ou un segment de membre déficient ou le rachis, mais uniquement pour le petit appareillage.","Dispositif qui supplée un membre ou un segment de membre déficient ou le rachis, mais uniquement pour le grand appareillage et le petit appareillage.",a
OIC-161-13-A,Quelle est la principale étiologie du choc cardiogénique?,Infarctus du myocarde,Hémorragie,Infections : choc septique,Embolie pulmonaire,a
OIC-161-14-A-,Quelles sont les principales étiologies de l'état de choc?,"Hypovolémique, septique (voir item 158), cardio-génique, anaphylactique","Hypovolémique, septique (voir item 158), cardio-génique, anaphylactique","Hypovolémique, septique (voir item 158), cardio-génique, anaphylactique","Hypovolémique, septique (voir item 158), cardio-génique, anaphylactique",a
OIC-162-02-B-,Quelle est la caractéristique principale d'un engagement sous-falcoriel sur une tomodensitométrie?,Déviation de la ligne médiane,Disparition des ventricules,Disparition de l'espace entre le lobe temporal et le tronc cérébral,Engagement temporal,a
OIC-162-08-A,"Quelle est la cause neurologique la plus fréquente des malaises, des crises épileptiques?",Hypoglycémie,Prise de toxiques,Méningite,Arrêt de traitement,a
OIC-162-10-A,Quelles sont les indications d'un électroencéphalogramme en cas de survenue d'un malaise ou d'une perte de connaissance présumés d'origine épileptique?,Pour évaluer la présence d'une épilepsie,Pour évaluer la présence d'une tumeur cérébrale,Pour évaluer la présence d'une infection cérébrale,Pour évaluer la présence d'une hémorragie cérébrale,a
OIC-162-14-B-,Quels traitements de longue durée d'action doivent être associés au traitement de courte durée d'action en cas de crise comitiale?,Traitement de courte durée d'action,Traitement de longue durée d'action,Traitement de courte durée d'action et de longue durée d'action,Traitement de courte durée d'action et de longue durée d'action,b
OIC-162-17-B,"Chez les patients diabétiques ou blessés médullaires, la rétention aiguë d'urine peut être non douloureuse du fait d'une hyposensibilité vésicale secondaire à une neuropathie végétative.",Vrai,Faux,"Chez les patients diabétiques ou blessés médullaires, la rétention aiguë d'urine peut être non douloureuse du fait d'une hyposensibilité vésicale secondaire à une neuropathie végétative.","Chez les patients diabétiques ou blessés médullaires, la rétention aiguë d'urine peut être non douloureuse du fait d'une hyposensibilité vésicale secondaire à une neuropathie végétative.",a
OIC-162-21-B,Qu'est-ce que les idées délirantes?,"Altérations du contenu de la pensée entraînant une perte de contact avec la réalité, non partagée par le groupe socio-culturel.",Perception sensorielle sans présence d’objet détectable.,"Perte de contact avec la réalité, non partagée par le groupe socio-culturel.",Perception sensorielle sans présence d’objet détectable.,a
OIC-162-21-B-,Quels sont les symptômes psychotiques positifs associés au délire aigu?,Idées délirantes et hallucinations,Idées délirantes et symptômes de désorganisation psychotique,Idées délirantes et symptômes négatifs psychotiques,Idées délirantes et symptômes dépressifs ou maniaques,a
OIC-162-32-B-,"Chez le petit enfant, les fractures à faible énergie conduisent à des fractures en motte de beurre ou à des fractures-décollements épiphysaires. Les déformations plastiques des os sont aussi une des formes rencontrées à cet âge.",Les fractures en bois vert sont les plus fréquentes chez le petit enfant.,Les fractures en bois vert sont les plus fréquentes chez l'adolescent.,Les fractures en bois vert sont les plus fréquentes chez l'adulte.,Les fractures en bois vert sont les plus fréquentes chez le petit enfant.,d
OIC-162-36-B,Quelles sont les complications vasculaires possibles d'une fracture supracondylienne de l'humérus chez l'enfant?,Seulement des lésions nerveuses,Seulement des lésions cutanées,Seulement des lésions vasculaires,Seulement des lésions nerveuses et cutanées,c
OIC-162-37-B-,Connaitre le risque élevé d'épiphysiodèse après fracture décollement épiphysaire de cheville chez l'adolescent. Connaitre le risque de trouble de croissance consécutif.,Connaitre le risque élevé d'épiphysiodèse après fracture décollement épiphysaire de cheville chez l'adolescent.,Connaitre le risque de trouble de croissance consécutif.,Connaitre le risque élevé d'épiphysiodèse après fracture décollement épiphysaire de cheville chez l'adolescent.,Connaitre le risque de trouble de croissance consécutif.,c
OIC-179-07-A-,Quels sont les trois niveaux d’organisation de la recherche en santé en France selon le contenu éducatif?,"Décision, programmation, opérateurs","Décision, programmation, opérateurs, mais sans préciser l’organisation en France","Décision, programmation, opérateurs, mais sans préciser l’organisation en France et sans utiliser le mot 'opérateurs'","Décision, programmation, opérateurs, mais sans préciser l’organisation en France et sans utiliser le mot 'opérateurs' et sans utiliser le mot 'France'",c
OIC-179-08-A,Qu'est-ce que l'objectif principal d'une étude?,Un objectif qui peut être multiple.,Un objectif qui est généralement unique.,Un objectif qui peut être modifié en cours d'étude.,Un objectif qui ne peut pas être modifié en cours d'étude.,b
OIC-183-04-A-,Qu'est-ce qu'un échantillon en recherche?,Un sous-ensemble d'une population source choisi de manière à être le plus représentatif possible de la population dont il est issu.,Un sous-ensemble d'une population cible choisi de manière à être le plus représentatif possible de la population dont il est issu.,Un sous-ensemble d'une population source choisi de manière à être le plus représentatif possible de la population dont il est issu.,Un sous-ensemble d'une population source choisi de manière à être le plus représentatif possible de la population dont il est issu.,c
OIC-188-15-B-,Quelle proportion de femmes ayant recours à une IVG utilisaient une méthode contraceptive?,1/3,2/3,1/2,3/4,b
OIC-188-20-A-,Quelles méthodes contraceptives pourraient prévenir la répétition des IVG?,Pilules contraceptives,Dispositifs intra-utérins,Implant,Stérilet,b
