id,question,option_a,option_b,option_c,option_d,correct_option
OIC-009-04-A-,Quelles sont les sources de financement de la protection sociale en France?,Seulement les cotisations sociales,"Les cotisations sociales, les impôts et taxes affectés, ainsi que les contributions publiques de l'État","Les impôts et taxes affectés, ainsi que les contributions publiques de l'État",Seulement les impôts et taxes affectés,b
OIC-009-05-A,Quels sont les groupes de population couverts par le Régime général ?,Seuls les travailleurs salariés du secteur privé,"Les travailleurs salariés du secteur privé, les étudiants et les chômeurs",Tous les groupes de population sans exception,Les agents contractuels de l’État et les indépendants,b
OIC-009-05-A-,Qui vote la loi de financement de la Sécurité Sociale (LFSS) chaque année?,Le gouvernement,Le Parlement,La Cour des Comptes,Le Conseil d'État,b
OIC-009-06-A,Quel est l'objectif de l'ONDAM?,Fixer les dépenses de l'assurance maladie,Réguler les dépenses de l'assurance maladie,Déterminer le montant des primes d'assurance maladie,Évaluer la qualité des soins médicaux,b
OIC-009-06-A-,Quel est le pourcentage de la population française couverte par le régime général de la Sécurité sociale ?,5%,10%,88%,90%,c
OIC-009-07-A,Quels sont les risques gérés par la Caisse nationale d'assurance maladie (CNAM) ?,"maladie, maternité, invalidité et décès",accidents du travail et maladies professionnelles,chômage et retraite,pauvreté et exclusion sociale,a
OIC-009-07-A-,Quel est l&#39;objectif du ticket modérateur ?,Réguler la consommation de soins en responsabilisant financièrement le patient.,Réduire les coûts des soins pour les patients.,Augmenter les remboursements des soins pour les patients.,Améliorer la qualité des soins pour les patients.,a
OIC-009-08-A,Qui est le pivot du parcours de soins coordonnés?,Le patient,Le médecin traitant,L'assurance maladie,Le spécialiste,b
OIC-009-08-A-,Quelles sont les conditions pour bénéficier d'une exonération du ticket modérateur en cas de forme grave ou invalidante d'une maladie non présente sur la liste des 30 ALD?,La durée prévisible du traitement doit être inférieure à six mois,Le traitement doit être particulièrement coûteux et prolongé d’une durée supérieure à six mois,L'assurance maladie prend en charge les frais à 50 %,La thérapeutique doit comporter un traitement médicamenteux,b
OIC-009-09-B,Quelles sont les prestations en espèces de l'assurance maladie ?,Prestations en nature,Indemnités journalières versées à compter du 4ème jour de l'arrêt de travail,Prise en charge des frais engagés avec application d'un ticket modérateur,"Pension d'invalidité calculée en fonction du revenu, de la capacité résiduelle de travail et du besoin éventuel d'une tierce personne",b
OIC-009-09-B-,Quels sont les trois niveaux d'organisation de la recherche en santé en France?,"décision, programmation, opération","programmation, décision, opération","opération, décision, programmation","opération, programmation, décision",a
OIC-009-10-B,Quel est l'objectif principal d'un protocole de recherche en santé?,Décrire la méthodologie de la recherche,Répondre à plusieurs questions/hypothèses,"Aboutir à un résultat principal fiable, valide et pertinent",Calculer le nombre de sujets nécessaire,c
OIC-009-10-B-,Quels sont les textes de loi qui réglementent la recherche clinique en France?,Loi Jardé et code de la Santé Publique,Loi Jardé et code pénal,Code de la santé publique et loi sur l'environnement,Loi Jardé et loi sur les transports,a
OIC-009-11-A,Quels arguments utiles à la justification d'une problématique de recherche ?,Les résultats des études précédemment menées,L'analyse de l'état actuel des connaissances et les épidémiologiques,La fréquence du problème de santé étudié,Les hypothèses physiopathologiques plausibles,b
OIC-009-11-A-,Quel est l'objectif principal d'une recherche ?,Déterminer plusieurs objectifs à la recherche,Formuler des hypothèses de recherche,Hiérarchiser les objectifs en objectif principal et secondaire,Vérifier une hypothèse 'a priori',d
OIC-009-12-B,Quel est l'objectif principal des études à visée descriptive ?,Identifier les facteurs de risque associés à un phénomène de santé,Décrire la distribution ou l'évolution de la fréquence des événements de santé et de leurs déterminants dans une population,Évaluer les performances d'une méthode diagnostique ou de dépistage,Établir un lien de causalité entre un facteur d'exposition et un phénomène de santé,b
OIC-009-12-B-,Quelle modalité d'échantillonnage consiste à tirer au sort des individus dans chaque sous-population définie par une variable catégorielle ?,Recrutement exhaustif,Sondage aléatoire simple,Sondage stratifié,Méthode des quotas,c
OIC-009-13-A,Quelles sont les sources de données issues des systèmes de surveillance épidémiologique ?,Registres de morbidité et déclarations obligatoires,Réseaux sentinelles et statistiques vitales,Système National des Données de Santé (SNDS) et Entrepôts hospitaliers de données de santé (EDS),Toutes les options précédentes,d
OIC-009-13-A-,Quel est le critère principal pour évaluer la pertinence d'un critère de jugement dans une étude ?,Sa signification clinique,Son adéquation avec l'objectif principal de l'étude,Sa faisabilité de recueil,Sa relation avec les critères secondaires,b
OIC-009-14-B,Qu'est-ce que les probabilités ?,Des phénomènes aléatoires dont les issues possibles sont inconnues,Des phénomènes aléatoires dont les issues possibles sont connues mais dont on ne peut prédire la valeur car leur réalisation est incertaine,Des phénomènes déterministes qui ont une issue prévisible,Des phénomènes aléatoires sans issues possibles,b
OIC-009-14-B-,Quel est un paramètre statistique de position qui représente la valeur la plus fréquemment retrouvée dans un ensemble de valeurs ?,Moyenne,Mode,Médiane,Quartile,b
OIC-009-15-B,Quel est le but d'un test statistique en recherche en santé?,Évaluer la qualité des données,Conclure si un résultat observé peut s'expliquer par le hasard,Déterminer la signification du résultat,Interpréter les résultats en fonction de l'hypothèse alternative,b
OIC-009-15-B-,Qu'est-ce que les données de survie ?,Le temps écoulé entre l'inclusion dans une étude et la fin de celle-ci.,La durée pendant laquelle on a pu observer un sujet avant qu'il ne soit perdu de vue.,"Le délai jusqu'à la survenue d'un événement quelconque, reflétant à la fois la survenue et le temps de suivi du sujet.",La probabilité de connaître l'événement avant un temps donné.,c
OIC-009-16-B,Quel est le but de l'ajustement dans une analyse statistique?,Neutraliser les facteurs de confusion,Identifier les facteurs d'exposition étudiés liés au phénomène étudié,Mesurer l'association entre deux variables sans tenir compte des autres facteurs,Déterminer la signification statistique d'une association,b
OIC-009-16-B-,Quel est l'objectif principal de la protection des données de santé?,Faciliter les échanges de données entre les professionnels de santé,Garantir le respect de la vie privée des personnes,Améliorer la qualité des soins,Réduire les coûts médicaux,b
OIC-009-17-A,Quel est le facteur d'intérêt dans une étude analytique ?,Facteur étiologique,Facteur pronostique,Facteur de risque,Facteur exposition,c
OIC-009-17-A-,Quelle est la définition de la population cible ?,La population à partir de laquelle l'étude se déroule,La sous-population d'une population source,La population sur laquelle on s'interroge et à propos de laquelle on veut obtenir des informations,La population qui participe à l'étude,c
OIC-009-18-A,Quel type d'étude observationnelle permet de suivre dans le temps un échantillon de sujets ?,Enquête cas-témoins,Enquête transversale,Enquête de cohorte,Étude exposés non exposés,c
OIC-009-18-A-,Quel type d'étude consiste à sélectionner des cas et témoins parmi les sujets d'une cohorte déjà constituée ?,Étude cas-témoins nichée,Étude quasi-expérimentale,Étude sur données groupées,Étude de cohorte,a
OIC-009-19-B,Quelle est la définition du risque ?,Probabilité qu'un événement se produise dans une population pendant une période donnée.,"Nombre de nouveaux cas pendant une certaine période, rapporté à la somme des personnes-temps.",Proportion du nombre de cas d'une maladie dans une population à un instant donné.,Taux de mortalité dans une population.,a
OIC-009-19-B-,Quel est l'objectif principal de la standardisation dans les enquêtes descriptives?,Comparer des mesures de fréquence issues de populations différentes,Évaluer l'impact d'une variable sur une autre,Déterminer la moyenne pondérée d'une mesure de fréquence spécifique à des classes d'individus,Analyser les tendances temporelles dans les données,c
OIC-009-20-B,Quelle est la valeur correspondant à l'absence d'effet du coefficient de corrélation linéaire (r)?,0,-1,1,2,a
OIC-009-20-B-,Quel est le type d'étude qui ne permet pas d'estimer le Risque Relatif (RR)?,Étude cas-témoins,Étude de cohorte exposé/non exposé,Essai contrôlé randomisé,Toutes les études ci-dessus,a
OIC-009-21-A,Quel paramètre augmente la puissance d'une étude si sa valeur augmente ?,La différence à détecter,Le risque alpha,La taille de l'échantillon analysé N,La variabilité des observations (variance),c
OIC-009-21-A-,Quel type d'étude nécessite le calcul du nombre de sujets nécessaire avant la réalisation de l'étude ?,Études analytiques et expérimentales,Études descriptives,Toutes les études nécessitent un calcul a priori du nombre de sujets,Aucune étude ne nécessite un calcul a priori du nombre de sujets,b
OIC-009-22-B,Quelle est la différence entre une erreur aléatoire et une erreur systématique ?,L'erreur aléatoire est due au hasard tandis que l'erreur systématique n'est pas due au hasard.,L'erreur aléatoire est indépendante de la taille d'échantillon tandis que l'erreur systématique dépend de la taille d'échantillon.,"L'erreur aléatoire est liée à la représentativité et la validité externe de l'étude, tandis que l'erreur systématique n'est pas liée.","L'erreur aléatoire est due aux erreurs commises par les investigateurs, tandis que l'erreur systématique ne provient pas d'erreurs commises par les investigateurs.",a
OIC-009-22-B-,Quel type de biais se produit lorsque la population étudiée n'est pas représentative de la population d'intérêt ?,biais non différentiel,biais différentiel,perte de puissance,biais de sélection non différentiel,d
OIC-009-23-A,Quel est le résultat d'un facteur de confusion dans une étude épidémiologique?,L'association entre l'exposition et le phénomène de santé diminue,L'association entre l'exposition et le phénomène de santé augmente,L'estimation de l'association entre l'exposition et le phénomène de santé n'est pas du tout la même selon les niveaux d'un autre facteur,L'hypothèse nulle est rejetée,c
OIC-009-23-A-,Quel est le résultat d'un test statistique lorsque la valeur de p (degré de signification) est inférieure au seuil déterminé a priori (risque alpha) ?,On ne peut rien conclure.,La différence n'existe pas.,La différence existe.,L'intervalle de confiance est trop large.,c
OIC-009-24-B,Quels sont les critères de causalité de Bradford Hill?,Critère interne à l'étude,Critère externe à l'étude,Tous les deux,Aucun des deux,c
OIC-009-24-B-,Quel est l'exemple d'une nouvelle source de données liée à la biologie moléculaire ?,Données issues du système d’information hospitalier et intégrées au sein des entrepôts de données de santé,Exposome : ensemble des facteurs environnementaux auxquels un individu est exposé au cours de sa vie,Microbiome : ensemble des micro-organismes qui colonisent un individu,Génome humain : ensemble de la séquence ADN d’un individu,c
OIC-009-25-B,Quel est le processus standard pour publier un article scientifique?,Le chercheur envoie directement son manuscrit à une revue prédatrice,Le manuscrit est transmis à des pairs relecteurs pour évaluation,L'article est publié sans aucune forme d'évaluation ni validation,Le chercheur doit payer les frais de publication avant que le manuscrit soit envoyé aux relecteurs,b
OIC-009-25-B-,Quelles sont les propriétés extrinsèques d'un test ?,"Sensibilité, spécificité, rapport de vraisemblance positif et rapport de vraisemblance négatif","Valeur prédictive positive, valeur prédictive négative, probabilité pré-test et probabilité post-test","Probabilité pré-test, probabilité post-test, nomogramme de Fagan et rapport de vraisemblance positif","Sensibilité, spécificité, valeur prédictive positive et valeur prédictive négative",b
OIC-009-26-B,Quelle est la définition d'une maladie rare ?,Une maladie qui atteint plus de 2 personnes sur 100 en population générale.,Une maladie qui atteint moins d'une personne sur 2000 en population générale.,Une maladie qui est très courante dans certaines régions du monde.,Une maladie qui n'affecte que les enfants.,b
OIC-009-26-B-,Quel est l'objectif du Plan National Maladies Rares (PNMR3) en matière de diagnostic des maladies rares en France?,Favoriser les soins et thérapies disponibles pour toutes les personnes malades souffrant de maladies rares,Améliorer la prise en charge des patients atteints de maladies rares dans les centres de référence,Réduire le nombre de diagnostics précis pour les maladies rares,Augmenter le temps nécessaire pour obtenir un diagnostic précis,a
OIC-009-27-B,Quelle est la principale cause de l'hémochromatose ?,Une absorption intestinale excessive de fer,Un déficit en hepcidine,Une résistance à la hepcidine,Une mauvaise régulation du foie,a
OIC-009-27-B-,Quel est le nombre approximatif de maladies rares différentes?,3 000,7 000,10 000,20 000,b
OIC-010-01-A,Qu'est-ce que l'errance diagnostique?,La période allant de l'apparition des premiers symptômes à la date à laquelle un diagnostic précis est posé.,L'échec à définir la cause précise de la maladie après avoir mis en œuvre l'ensemble des investigations disponibles en l'état de l'art.,La période pendant laquelle un patient est traité sans diagnostic précis.,L'échec à définir la cause précise d'une forme atypique d'une maladie connue.,a
