id,question,option_a,option_b,option_c,option_d,correct_option
OIC-005-06-A,"L’aléa thérapeutique se distingue des erreurs par son inévitabilité. C’est un événement indésirable dont la cause est une action de soins conforme et ne comportant pas d’erreur. Il est lié à la réalisation d’un risque inhérent à l’action de soins. On peut citer comme exemple la survenue d’un effet secondaire d’un médicament correctement prescrit et administré. L’aléa thérapeutique est défini comme étant un accident médical (événement imprévu causant un dommage ayant un lien de causalité certain avec l’acte médical), une affection iatrogène (les soins délivrés au patient ont causé le dommage) ou une infection nosocomiale (l’infection apparaît après une hospitalisation et était absente le jour de l’admission) qui est survenue sans responsabilité des professionnels de santé ou de l’établissement de santé. D’après la jurisprudence, l’aléa thérapeutique consiste dans « la survenance, en dehors de toute faute du praticien, d’un risque accidentel inhérent à l’acte médical et qui ne pouvait être maîtrisé ». Tout risque inhérent à l’acte de soin, de diagnostic ou de prévention peut constituer un aléa thérapeutique.",Il est toujours lié à une faute du praticien.,Il est toujours lié à un acte médical non conforme.,Il est toujours lié à un risque inhérent à l’action de soins.,Il est toujours lié à un effet secondaire d’un médicament mal prescrit.,c
OIC-005-07-A,Quels sont les facteurs humains individuels qui peuvent conduire à des erreurs?,Le manque de connaissances et de compétences,Le stress et la fatigue,La capacité de mémorisation limitée,La maladie et les conflits,a
OIC-005-08-A,La démarche de culture positive de l'erreur repose sur quel principe?,La non-culpabilisation de la personne qui a commis l'erreur,La recherche de la responsabilité du dernier maillon de la chaîne de soins,La mise en place de sanctions pour les erreurs,La recherche des causes externes de l'erreur,a
OIC-005-08-A-,Le travail en équipe pluriprofessionnelle est considéré comme un facteur de santé et de bien-être au travail pour les professionnels. Cette affirmation est liée à l'objectif de connaissance OIC-006-01-A.,Il est une barrière de sécurité contre les événements indésirables.,Il est un facteur de qualité de la prise en charge du patient.,Il est un moyen de répondre de manière collaborative aux besoins du patient.,Il est un facteur de santé et de bien-être au travail pour les professionnels.,d
OIC-005-09-A,Quels sont les principaux dispositifs du travail en équipe pluridisciplinaire en milieu hospitalier?,Les réunions de concertation pluridisciplinaire (RCP) et la check-list au bloc opératoire.,Le protocole pluriprofessionnel et la réunion de morbi-mortalité (RMM).,Les réunions de concertation pluridisciplinaire (RCP) et la réunion de morbi-mortalité (RMM).,Le protocole pluriprofessionnel et la check-list au bloc opératoire.,a
OIC-005-09-A-,Le parcours de soins consiste à organiser et à coordonner :,les compétences professionnelles en fonction du moment de la prise en charge,les compétences professionnelles en fonction de l'âge du patient,les compétences professionnelles en fonction de la gravité de la maladie,les compétences professionnelles en fonction de la spécialité médicale,a
OIC-005-10-A,Un protocole pluriprofessionnel est défini comme :,un ensemble de règles strictes pour la prise en charge d'une maladie,un consensus entre plusieurs professionnels sur la prise en charge d'une maladie,un document juridique pour la gestion des soins,un outil de formation pour les professionnels de santé,b
OIC-005-11-A,Quelle est la principale fonction d'une check-list de sécurité du patient au bloc opératoire?,Faire un point entre professionnels aux moments clés de l'intervention,Permettre la vérification croisée de l'identité du patient,Fournir des informations sur le type d'intervention,Définir les risques envisagés,a
OIC-005-11-A-,Qu'est-ce qu'une réunion de morbi-mortalité (RMM)?,"Une réunion d'analyse collective, rétrospective et systémique de situations cliniques marquées par la survenue d'un événement indésirable associé aux soins, afin de mettre en œuvre des actions de prévention, de récupération ou d'atténuation.","Une réunion d'analyse individuelle, prospective et systématique de situations cliniques marquées par la survenue d'un événement indésirable associé aux soins, afin de mettre en œuvre des actions de prévention, de récupération ou d'atténuation.","Une réunion d'analyse collective, prospective et systématique de situations cliniques marquées par la survenue d'un événement indésirable associé aux soins, afin de mettre en œuvre des actions de prévention, de récupération ou d'atténuation.","Une réunion d'analyse individuelle, rétrospective et systémique de situations cliniques marquées par la survenue d'un événement indésirable associé aux soins, afin de mettre en œuvre des actions de prévention, de récupération ou d'atténuation.",a
OIC-005-13-A,"Les discriminations ont un impact négatif sur la santé des personnes qui en sont victimes. Cela est dû à plusieurs facteurs, notamment :",l'accès limité aux soins de santé,l'accumulation de stress et de difficultés d'accès aux ressources,l'amélioration de leur statut socio-économique,l'augmentation de leur espérance de vie,b
OIC-005-13-A-,Quels sont les facteurs structurels et organisationnels qui contribuent aux discriminations dans le système de santé?,La représentation sociale des soignants,Le rapport de pouvoir asymétrique dans le soin,La pénurie de ressources,La course à la rentabilité,b
OIC-005-14-B-,La bioéthique a été créée en 1971 par V.R. Potter pour être une éthique globale pour la survie de l’être humain et de la planète. Quel était le but de V.R. Potter?,Développer une éthique spécifique aux sciences de la vie,Établir une alliance entre sciences biologiques et éthique,Promouvoir une éthique uniquement pour les médecins,Créer une éthique uniquement pour les États-Unis,b
OIC-005-15-B,La déontologie médicale est principalement utilisée pour :,Guider les médecins dans leur pratique quotidienne,Servir de référence aux instances juridictionnelles de l'Ordre des médecins,Établir des dispositions réglementaires concernant un exercice professionnel,Établir des règles propres au corps professionnel des médecins,a
OIC-005-15-B-,Quel est le principe qui découle de la tradition médicale et qui consiste à réaliser ce qui est avantageux pour un patient?,La bienfaisance,La non-malfaisance,Le respect de l'autonomie,La justice,a
OIC-006-01-A,Quel est le fondement philosophique du principe d'autonomie dans le domaine du soin?,Descartes,Rousseau,Kant,Hobbes,a
OIC-006-01-A-,Quel est le critère principal qui définit le cadre contractuel entre un médecin et son patient?,La capacité des personnes à contracter entre elles,La qualité de l’engagement du professionnel,La cause licite à l’action médicale,Le recueil du consentement après une information de qualité,a
OIC-006-02-A-,Quel est le rôle principal de la personne de confiance dans le parcours de soins classique?,Aider le patient à prendre des décisions médicales,Accompagner le patient physiquement et/ou psychologiquement,Faire le lien entre le patient et les équipes médicales,Témoigner des désirs du patient en cas de crise majeure,c
OIC-006-03-A,"La vulnérabilité est une notion qui a émergé dans les années 1970 et qui s'est élargie au champ médical, social et scientifique dans les années 1990. Quelle est la principale caractéristique de la vulnérabilité selon les auteurs qui l'ont étudiée?",Elle est une condition universelle et partagée par tous.,Elle est une marque d'incapacité à l'autonomie.,Elle est une dépendance à des contextes historiques et sociaux particuliers.,"Elle est une combinaison inédite de sentiments, d'activités et de relations.",a
OIC-006-03-A-,La loi de 2007 portant Réforme de la Protection juridique des Majeurs a renforcé les droits fondamentaux des personnes protégées en faisant quoi?,En permettant aux personnes protégées de choisir leur représentant légal,En instaurant une procédure d'audition obligatoire pour les personnes protégées,En favorisant l'autonomie des personnes protégées,En renforçant les droits des curateurs,b
OIC-006-04-B,"La sauvegarde de justice est une mesure de protection temporaire et aux effets limités, qui permet de traiter une situation en urgence lorsqu’une personne majeure risque des actes contraires à ses intérêts. Dans sa forme, la sauvegarde de justice peut être :","médicale, résultant d’une déclaration faite par un médecin au procureur de la République","judiciaire, demandée par le juge des tutelles","administrative, résultant d’une décision du préfet","familiale, résultant d’une décision du conseil de famille",a
OIC-006-05-A,L’interruption volontaire de grossesse illustre principalement l’éthique de responsabilité de la profession médicale en ce qu’elle permet de garantir un accès égal et sécurisé à cette intervention.,"Oui, car elle garantit un accès égal et sécurisé.","Non, car elle est une question de santé publique.","Oui, car elle découle naturellement de la liberté des femmes.","Non, car elle est une question de principes et de conceptions de la vie humaine.",a
OIC-006-05-A-,"La loi précise que l'interruption volontaire d'une grossesse pour motif médical peut avoir lieu sans limitation de délai, c'est-à-dire à tout moment d'une grossesse :",si la poursuite de la grossesse met en péril grave la santé de la femme,si l'enfant à naître est atteint d'une affection d'une particulière gravité reconnue comme incurable au moment du diagnostic,si la femme présente une pathologie incompatible avec la grossesse,si la femme est en état de détresse psychologique,a
OIC-006-06-A,Quel est le but principal du diagnostic prénatal (DPN) selon la loi française?,Détecter les maladies génétiques pour permettre une meilleure prise en charge médicale de la pathologie si la grossesse est poursuivie.,Permettre aux futurs parents de choisir d'interrompre ou non la grossesse en cas d'anomalie fœtale.,Détecter les anomalies chromosomiques pour permettre une meilleure prise en charge médicale de la pathologie si la grossesse est poursuivie.,Détecter les malformations pour permettre une meilleure prise en charge médicale de la pathologie si la grossesse est poursuivie.,b
OIC-006-06-A-,Le diagnostic préimplantatoire (DPI) est une pratique médicale qui permet de détecter une affection d’une particulière gravité chez l’embryon avant son transfert in utero. Vrai ou Faux?,Vrai,Faux,Vrai mais uniquement pour les maladies génétiques,Faux mais uniquement pour les maladies génétiques,a
OIC-006-07-A,Quelle est la condition essentielle pour que l'information du patient soit considérée comme honnête et claire?,La connaissance de l'histoire de la personne,La présence d'un consensus entre les soignants,La mise en place d'une éthique de la discussion,La délivrance d'une information conforme à la loi Kouchner,d
OIC-006-07-A-,"La loi Clayes-Léonetti permet de suspendre les traitements médicaux disproportionnés ou ne contribuant plus qu’au maintien des fonctions vitales, tout en maintenant les soins préservant la dignité du patient. Cette loi s’inscrit dans le cadre de la lutte contre l’obstination déraisonnable et l’acharnement thérapeutique. Quelle est la principale nouveauté apportée par la loi Clayes-Léonetti par rapport à la loi Léonetti de 2005?",La possibilité de sédation profonde et continue jusqu’au décès,La reconnaissance des directives anticipées comme expression de la volonté du patient,La définition des soins palliatifs comme soins visant à soulager la souffrance,La possibilité pour le médecin de refuser un traitement sans l’accord du patient,b
OIC-006-08-A,"La décision finale concernant la poursuite, la limitation ou l'arrêt des traitements pour une personne en fin de vie qui ne peut s'exprimer revient à qui?",Au médecin traitant,À l'équipe médicale,À la famille et aux proches,À la personne de confiance,a
OIC-006-08-A-,Quelle loi a ouvert le droit à des soins palliatifs en France pour la première fois?,Circulaire du 26 août 1986,Loi du 9 juin 1999,Loi du 4 mars 2002,Loi du 22 avril 2005,a
OIC-008-01-A,"Quel est le principe qui consiste à ne pas causer de préjudice par la recherche, à interrompre immédiatement toute recherche ayant des effets néfastes irréversibles ou importants?",Principe de bienfaisance,Principe de non-malfaisance,Principe d'autonomie,Principe de justice,b
OIC-008-01-A-,"La loi Huriet-Sérusclat du 20 décembre 1988 a introduit le principe d'égalité des participants à la recherche biomédicale, en distinguant deux types de recherches : avec bénéfice individuel direct et sans bénéfice individuel direct. Les contraintes sont alourdies pour le second type. Quel est le nom du second type de recherche mentionné dans la loi?",Recherche interventionnelle avec bénéfice direct,Recherche interventionnelle sans bénéfice direct,Recherche observationnelle,Recherche non interventionnelle,b
OIC-008-02-B,Quel est le principe éthique qui interdit la commercialisation des organes et des corps humains?,Respect de la vie privée,Gratuité du don,Anonymat entre le donneur et le receveur,Consentement présumé chez le donneur décédé,b
OIC-008-02-B-,Quelle est la définition de la mort encéphalique selon la circulaire Jeanneney?,C'est la mort définie par l'arrêt cardio-circulatoire.,C'est la mort définie par l'arrêt respiratoire.,C'est la mort définie par l'absence d'activité cérébrale.,C'est la mort définie par l'arrêt de toutes les fonctions vitales.,c
OIC-008-03-B,Qui peut être donneur vivant?,Seuls les parents du receveur,Seuls les conjoints du receveur,"Les parents, conjoints, frères et sœurs, grands-parents, oncles et tantes, cousins germains et cousines germaines, ainsi que le conjoint de son père ou de sa mère",Seuls les frères et sœurs du receveur,c
OIC-008-03-B-,Quels sont les principes qui gouvernent l'utilisation des éléments et produits du corps humain?,"La non-patrimonialité, le consentement éclairé et l'anonymat.","La patrimonialité, le consentement éclairé et l'anonymat.","La non-patrimonialité, le consentement présumé et l'anonymat.","La patrimonialité, le consentement éclairé et l'anonymat.",a
OIC-009-01-A,Dans quel cadre l'identification d'une personne par ses empreintes génétiques est-elle possible en France?,Dans le cadre de mesures d'enquête ou d'instruction diligentées lors d'une procédure judiciaire.,À des fins médicales ou de recherche scientifique.,"Aux fins d'établir, lorsqu'elle est inconnue, l'identité de personnes décédées.",Dans les conditions prévues à l'article L.2381-1 du Code de la défense.,a
OIC-009-01-A-,Quelle des affirmations suivantes est la plus proche de la manière dont les représentations du corps en bonne santé évoluent au fil du temps?,Elles restent stables et ne changent pas selon les époques.,Elles sont influencées par les traditions culturelles et le milieu naturel.,Elles sont déterminées uniquement par les avancées scientifiques.,Elles sont universelles et ne varient pas selon les sociétés.,b
OIC-009-02-A-,Quelle est la principale conséquence de l'utilisation des dispositifs techniques en médecine sur la manière de voir et concevoir les maladies?,Elle a permis une meilleure compréhension des mécanismes biologiques sous-jacents.,Elle a redéfini la manière de voir et concevoir les maladies.,Elle a amélioré la précision des diagnostics.,Elle a réduit la nécessité d'observation directe par les soignants.,b
OIC-009-03-A,"La protection sociale est définie par l'ensemble des mécanismes de protection accordés par une société à ses membres pour leur permettre de faire face aux risques sociaux de l'existence et à leurs conséquences financières. Parmi les quatre logiques de protection sociale, laquelle repose sur l'épargne et l'assurance privée?",La logique d'assurance sociale obligatoire,La logique d'assistance sociale,La logique de protection universelle,La logique de prévoyance individuelle,d
OIC-009-03-A-,La protection sociale en France repose principalement sur :,le versement de prestations sociales directement aux individus,l'accès à des prestations de services sociaux fournis gratuitement ou à des prix réduits,l'organisation de la prise en charge des risques sociaux,la mise en place de systèmes de solidarité entre les citoyens,a
OIC-009-04-A,"Quel pourcentage du Produit Intérieur Brut (PIB) français les prestations de protection sociale représentaient-elles en 2020, compte tenu de la survenue de l’épidémie de Covid-19?",25%,30%,35%,40%,c
OIC-009-04-A-,Quelle est la principale source de financement de la protection sociale en France?,Les cotisations sociales,Les ressources fiscales,Les contributions publiques de l'État,Les exonérations de cotisations employeurs,a
OIC-009-05-A,Quel est le rôle de la Caisse nationale des allocations familiales (Cnaf) ?,Elle gère les pensions de retraite de base.,"Elle prend en charge les risques maladie, maternité, invalidité et décès.",Elle assure le recouvrement des cotisations sociales.,Elle prend en charge l’accompagnement des familles dans leur vie quotidienne.,d
OIC-009-05-A-,La loi de financement de la Sécurité Sociale (LFSS) est votée chaque année par le Parlement suite à un projet de loi du gouvernement. Quel est le rôle du Parlement dans ce processus?,Le Parlement fixe les recettes de la sécurité sociale.,Le Parlement vote les objectifs de dépenses de la sécurité sociale.,Le Parlement a le pouvoir de percevoir les recettes de la sécurité sociale.,Le Parlement n’a pas de rôle dans le processus de la LFSS.,b
OIC-009-06-A,L'ONDAM est un objectif national qui concerne principalement les dépenses de soins de ville et d'hospitalisation. Vrai ou Faux?,Vrai,Faux,Vrai mais avec des exceptions,Faux mais avec des exceptions,a
OIC-009-06-A-,Quel pourcentage de la population française est couvert par le régime général de la Sécurité sociale ?,5 %,88 %,12 %,27 %,b
OIC-009-07-A,"La Caisse nationale d'assurance maladie (CNAM) gère principalement les risques suivants, sauf un :","maladie, maternité, invalidité et décès",accidents du travail et maladies professionnelles,consommation médicale,protection sociale,c
OIC-009-07-A-,Qu'est-ce que le ticket modérateur?,C'est la part des frais engagés pour les soins qui reste à la charge de l'assuré social après remboursement par l'assurance maladie.,C'est la somme que l'assuré social doit payer directement aux structures de soins et aux professionnels de santé.,C'est la participation forfaitaire demandée pour chaque consultation.,C'est le dispositif de tiers payant qui dispense l'assuré de l'avance des frais pris en charge par l'assurance maladie.,a
OIC-009-08-A,Le médecin traitant peut être :,uniquement un médecin généraliste,uniquement un médecin spécialiste,un médecin hospitalier ou un médecin généraliste,uniquement un médecin hospitalier,c
OIC-009-08-A-,"Pour quelles maladies, l'assuré peut-il bénéficier d'une exonération du ticket modérateur dans le cadre du protocole ALD?",Seules les maladies inscrites sur la liste des 30 ALD,Seules les maladies hors liste des 30 ALD,Les maladies hors liste des 30 ALD et les polypathologies invalidantes,Les maladies hors liste des 30 ALD et les affections graves ou invalidantes,a
OIC-009-09-B,Quelle est la nature des prestations en espèces de l'assurance maladie?,Elles sont un revenu de remplacement pour les personnes salariées en arrêt de travail.,Elles sont un revenu de remplacement pour les personnes en congé maternité.,Elles sont un revenu de remplacement pour les personnes en invalidité.,Elles sont un revenu de remplacement pour les personnes en retraite.,a
OIC-009-09-B-,Quelle est la définition de la recherche en santé?,Toutes les études visant le développement des connaissances biologiques ou médicales pour étendre la connaissance scientifique de l’humain et développer des actions susceptibles d’améliorer la santé.,Toutes les études visant à améliorer les soins de santé pour les patients.,Toutes les études visant à développer de nouveaux médicaments.,Toutes les études visant à améliorer la santé publique.,a
OIC-009-10-B,Qu'est-ce qui caractérise généralement le protocole d'une étude de recherche en santé?,Il est modifié en cours d'étude pour répondre à de nouvelles questions.,Il est un document écrit en amont décrivant la méthodologie de la recherche.,Il est destiné à acquérir de nouvelles connaissances dans le domaine de la santé.,Il est un ensemble d'étapes élémentaires à mettre en œuvre pour mener une étude.,b
OIC-009-10-B-,"La loi Jardé distingue trois catégories de recherches organisées et pratiquées sur l'être humain en vue du développement des connaissances biologiques ou médicales. Parmi les catégories suivantes, laquelle ne comporte pas d'intervention sur la personne?",Recherches interventionnelles (RIPH catégorie 1) : elles comportent une intervention sur la personne non justifiée par sa prise en charge habituelle et non dénuée de risque.,Recherches interventionnelles à risques et contraintes minimes (RIPH catégorie 2) : elles comportent l’ajout par rapport à la pratique courante d’une (ou plusieurs) intervention(s) dont la réalisation ne comporte que des risques et des contraintes minimes pour la personne se prêtant à la recherche.,"Recherches non interventionnelles (RIPH catégorie 3) : Recherches dans lesquelles tous les actes sont pratiqués et les produits utilisés de manière habituelle, conformément à la pratique courante, sans procédure supplémentaire ou inhabituelle de diagnostic, traitement ou surveillance, et sans aucun risque ni contrainte supplémentaire.",Recherches non-RIPH : elles ne sont pas soumises à l’obtention d’une autorisation par un CPP mais nécessitent des démarches auprès de la CNIL lorsqu’elles mobilisent l’exploitation de données individuelles à caractère personnel.,c
OIC-009-11-A,Quels arguments permettent de justifier l'utilité et la pertinence d'une étude de recherche en santé?,Épidémiologiques,Économiques,Éthiques,Éducatifs,a
OIC-009-12-B,Quel type d'étude est toujours observationnelle et vise à décrire la distribution ou l'évolution de la fréquence des événements de santé et de leurs déterminants dans la population?,Étude expérimentale,Étude descriptive,Étude analytique,Étude diagnostique,b
OIC-009-12-B-,Quelle modalité d’échantillonnage est utilisée lorsque l’on dispose d’une base de sondage et que l’on souhaite assurer une bonne représentativité de la population source?,Recrutement exhaustif,Tirage au sort,Sondage stratifié,Sondage en grappes,c
OIC-009-13-A,Les données peuvent être recueillies à partir de quelles sources?,Études ad hoc,Sources de données d’enregistrement continu,Bases médico-administratives,Réseaux sentinelles,b
OIC-009-13-A-,"Parmi toutes les données recueillies, il faut isoler précisément :",Le critère de jugement principal,Le critère de substitution,Le critère composite,Les caractéristiques des individus,a
OIC-009-14-B,Qu'est-ce qu'une variable aléatoire?,Une fonction qui attribue un nombre à toutes les issues possibles d'un phénomène aléatoire.,Un phénomène aléatoire dont les issues possibles sont connues mais dont on ne peut prédire la valeur.,"Une fonction qui attribue un nombre à toutes les issues possibles d'un phénomène aléatoire, mais qui peut être discrète ou continue.",Un phénomène aléatoire dont les issues possibles sont inconnues.,a
OIC-009-14-B-,Quel est le paramètre de position qui divise les valeurs en 2 parties de même effectif?,Moyenne,Mode,Médiane,Quartile,c
OIC-009-15-B,Quel est le risque de première espèce dans un test d'hypothèse?,La probabilité de rejeter l'hypothèse nulle alors qu'elle est vraie,La probabilité de ne pas rejeter l'hypothèse nulle alors qu'elle est fausse,La probabilité de rejeter l'hypothèse nulle alors qu'elle est vraie,La probabilité de ne pas rejeter l'hypothèse nulle alors qu'elle est vraie,a
OIC-009-15-B-,Qu'est-ce qui caractérise les données de survie?,Elles sont toujours complètes.,Elles sont toujours incomplètes.,Elles sont toujours censurées.,Elles sont toujours observées.,b
OIC-009-16-B,Qu'est-ce qu'un facteur de confusion dans le contexte de l'ajustement statistique?,Un facteur qui influence directement le phénomène étudié,Un facteur qui n'a pas d'effet sur le phénomène étudié,Un facteur tiers lié à la fois à l'exposition et au phénomène étudié,Un facteur qui est uniquement utilisé pour l'analyse multivariée,c
OIC-009-16-B-,Les données de santé sont considérées comme sensibles et font l’objet d’une protection particulière. Cela est dû à :,leur caractère personnel,leur importance pour la recherche clinique,leur potentiel d’utilisation commerciale,leur impact sur la vie privée des personnes,d
OIC-009-17-A,"Dans une étude expérimentale, le facteur d’intérêt est appelé :",facteur de risque,facteur étiologique,facteur pronostique,déterminants de santé,a
OIC-009-17-A-,La population cible est définie comme celle sur laquelle on s’interroge et à propos de laquelle on veut obtenir des informations pour mieux la connaître et adapter sa prise en charge dans la vraie vie. C’est celle à laquelle on souhaite extrapoler les résultats de l’étude.,La population source,L’échantillon,La population cible,La population étudiée,c
OIC-009-19-B,La prévalence d’une maladie est mesurée en pourcentage et sans unité. Quelle est la définition correcte de la prévalence?,Proportion du nombre de cas d’une maladie dans une population à un instant donné.,Nombre de nouveaux cas d’une maladie dans une population pendant une certaine période.,Probabilité qu’un évènement (par exemple une maladie) survienne dans une population pendant une période donnée.,"Nombre de cas d’une maladie dans une population à un instant donné, rapporté à la taille de la population.",a
OIC-009-19-B-,La standardisation permet de comparer des mesures de fréquence issues de populations ayant la même structure d’âge et de sexe.,Vrai,Faux,Vrai,Faux,b
OIC-009-20-B,Quelle mesure d'association permet d'interpréter la différence observée en fonction de la variabilité de la mesure?,Coefficient de corrélation linéaire (r),Différence de moyennes entre les deux groupes rapportée à l'écart type (''d'' de Cohen),Réduction absolue de risque (RAR),Réduction relative de risque (RRR),b
OIC-009-20-B-,Quel paramètre peut être estimé à partir d’une étude cas-témoins?,Risque relatif (RR),Odds ratio (OR),Rapport de taux d’incidence brut,Rapport de taux d’incidence ajusté,b
OIC-009-21-A,Quels sont les paramètres qui influencent la puissance d'une étude?,"La taille de l'échantillon, la différence à détecter, la variabilité des observations et le risque alpha.","La taille de l'échantillon, la différence à détecter, le risque alpha et le test unilatéral ou bilatéral.","La taille de l'échantillon, la différence à détecter, la variabilité des observations et le test unilatéral ou bilatéral.","La taille de l'échantillon, la différence à détecter, le risque alpha et le test unilatéral ou bilatéral.",a
OIC-009-21-A-,Pourquoi le nombre de sujets nécessaires à inclure dans une étude doit-il être calculé a priori?,Pour s'assurer que l'étude est suffisamment précise.,Pour garantir que l'étude est suffisamment puissante.,Pour déterminer le niveau de confiance alpha.,Pour calculer la taille de l'effet.,a
OIC-009-22-B-,Les biais de sélection et de classement peuvent être :,différentiels ou non différentiels,différentiels uniquement,non différentiels uniquement,différentiels et non différentiels,d
OIC-009-23-A,Qu'est-ce qu'un facteur d'interaction?,Un facteur qui modifie l'effet d'un traitement,Un facteur qui augmente l'effet d'un traitement,Un facteur qui n'a pas d'effet sur l'effet d'un traitement,Un facteur qui réduit l'effet d'un traitement,a
OIC-009-23-A-,Quel est le risque de conclure à tort à une différence si la valeur de p est inférieure à un seuil déterminé a priori?,Le risque de première espèce (alpha),Le risque de deuxième espèce (bêta),Le risque de troisième espèce (gamma),Le risque de quatrième espèce (delta),a
OIC-009-24-B,Quel type d’étude a la capacité d’apporter la preuve de la causalité?,Étude expérimentale,Étude observationnelle,Étude cas-témoins,Étude de cohorte,a
OIC-009-25-B,Quelle est la principale caractéristique du processus de publication d’un article scientifique?,La publication est gratuite.,Le manuscrit est soumis à un comité de lecture.,L’article est publié directement sans évaluation.,Le processus est rapide et ne nécessite pas de validation.,b
OIC-009-25-B-,Quelle est la définition de la valeur prédictive positive (VPP) d’un test?,Probabilité d’être malade si le test est positif.,Probabilité d’être non-malade si le test est négatif.,Rapport de la probabilité que le test soit positif chez un patient malade sur la probabilité que le test soit positif chez un patient sain.,Rapport de la probabilité que le test soit négatif chez un patient malade sur la probabilité que le test soit négatif chez un patient sain.,a
OIC-009-26-B,Une maladie rare est définie comme une maladie qui atteint moins d'une personne sur combien en population générale?,1/1000,1/2000,1/5000,1/10000,b
OIC-009-26-B-,Quel est le rôle principal des centres de référence maladies rares (CRMR) en France?,Ils sont responsables de la recherche et du développement de nouveaux traitements.,Ils assurent la coordination et l’expertise pour le diagnostic et la prise en charge des maladies rares.,Ils sont uniquement des centres de compétence pour les maladies rares.,Ils sont responsables de la formation-enseignement des professionnels de santé.,b
OIC-009-27-B,Quel est le mécanisme le plus souvent responsable de l'hémochromatose?,Déficit de production en hepcidine,Déficit de production en ferritine,Mutation du gène HFE,Mutation du gène HBB,a
OIC-009-27-B-,Combien de maladies rares différentes existent-elles en France?,5000,7000,10000,15000,b
OIC-010-01-A,Quelle est la définition de l'errance diagnostique?,La période allant de l’apparition des premiers symptômes à la date à laquelle un diagnostic précis est posé.,La période allant de la date à laquelle un diagnostic précis est posé à la date à laquelle un traitement est mis en place.,La période allant de la date à laquelle un traitement est mis en place à la date à laquelle un diagnostic précis est posé.,La période allant de la date à laquelle un diagnostic précis est posé à la date à laquelle un patient est considéré comme guéri.,a
