id,question,option_a,option_b,option_c,option_d,correct_option
OIC-006-01-A-,Quel est le devoir d'un médecin envers un patient en matière d'information?,Ne pas informer le patient de son état de santé,Informer le patient de son état de santé mais seulement lorsque cela est nécessaire,"Informer le patient de son état de santé de manière loyale, claire et appropriée",Informer le patient de son état de santé mais seulement lorsque cela est bénéfique pour le patient,c
OIC-006-02-A,Quel principe éthique est remis en cause lorsque le patient refuse les soins médicaux?,Le principe de bienfaisance,Le principe de non-maleficence,Le principe de justice,Le principe de solidarité,b
OIC-006-02-A-,Quel est le rôle de la personne de confiance dans le cadre de la prise en charge médicale?,Elle est responsable de la prise en charge médicale du patient.,Elle est un interlocuteur des situations de crises majeures.,Elle est un accompagnant du soin au quotidien et des démarches de choix et de décision que fait le patient.,Elle est responsable de la décision d'arrêt ou limitation de soins de réanimation.,c
OIC-006-03-A,Quelle est la définition de la vulnérabilité selon les sciences humaines et sociales?,"La vulnérabilité comme constitutive de l’existence humaine, universellement partagée, parfois qualifiée de vulnérabilité fondamentale ou ontologique, et qui renvoie à notre fragilité anthropologique et biologique.","La vulnérabilité comme dépendante de contextes historiques et sociaux, souvent qualifiée de vulnérabilité sociale.",La vulnérabilité comme étant un défaut ou un manque d’autonomie.,La vulnérabilité comme étant un état ou une situation contre lesquels il convient de se prémunir ou d’agir pour ne pas perdre ou reconquérir un statut de sujet autonome.,a
OIC-006-03-A-,Quelle est la finalité des mesures de protection juridique pour une personne qui a subi une altération médicalement constatée de ses facultés mentales et/ou corporelles?,Pour limiter les libertés de la personne protégée,Pour favoriser l'autonomie de la personne protégée,"Pour assurer le respect des libertés de la personne protégée, de ses droits et de sa dignité",Pour empêcher la personne protégée de prendre des décisions,c
OIC-006-04-B,"Quelle mesure de protection juridique est temporaire et aux effets limités, qui permet de traiter une situation en urgence lorsqu’une personne majeure risque des actes contraires à ses intérêts?",Sauvegarde de justice,Curatelle,Tutelle,Protection des mineurs,a
OIC-006-04-B-,Qui peut déposer une demande d'ouverture d'une mesure de protection?,Le médecin traitant de la personne,"Le conjoint (époux, concubin) de la personne",Le procureur de la République,Le majeur concerné lui-même,d
OIC-006-05-A,Quel est le but principal de la loi Veil de 1975 sur l'interruption volontaire de grossesse?,Garantir un accès égal et sécurisé à cette intervention,Limiter l'excès ou l'abus de recours à l'IVG,Définir clairement quand commence la vie d'un être humain,Garantir le respect de la vie de l'embryon vivant,a
OIC-006-05-A-,Quelle est la différence entre l'interruption de grossesse pour motif médical (IMG) et l'interruption volontaire de grossesse (IVG) en ce qui concerne la limitation de délai?,"L'IVG peut avoir lieu à tout moment de la grossesse, tandis que l'IMG ne peut être pratiquée qu'au premier trimestre.","L'IVG peut avoir lieu à tout moment de la grossesse, tandis que l'IMG ne peut être pratiquée qu'au troisième trimestre.","L'IVG peut avoir lieu à tout moment de la grossesse, tandis que l'IMG ne peut être pratiquée qu'au deuxième trimestre.","L'IVG ne peut avoir lieu qu'à tout moment de la grossesse, tandis que l'IMG peut être pratiquée uniquement au premier trimestre.",c
OIC-006-06-A,Quel est le but principal du diagnostic prénatal (DPN) selon la loi de bioéthique du 29 juillet 1994?,Prévenir ou traiter une affection d'une particulière gravité dans l'intérêt de l'enfant à naître,Satisfaire des désirs d'enfants « parfaits »,Déterminer le sexe fœtal,Réduire le nombre de naissances de personnes handicapées,a
OIC-006-06-A-,Quel est le but principal du diagnostic préimplantatoire (DPI)?,Déterminer le sexe embryonnaire pour convenance personnelle,Détecter une anomalie chromosomique chez l'embryon,Éviter la transmission d'une maladie génétique présente chez les futurs parents,Renforcer la compatibilité immunologique avec un frère ou une sœur malade,c
OIC-006-07-A,Quel est l'objet de la loi Clayes-Léonetti de 2016?,Définir la notion de fin de vie,Définir les modalités acceptables pour répondre à une demande de mort,Définir les indicateurs et échelles utilisés pour établir un pronostic,Définir les conditions permettant de construire une relation de confiance avec la personne malade,b
OIC-006-07-A-,Quel droit est-il reconnu par la loi Clayes-Léonetti pour toute personne en fin de vie?,Le droit de refuser les soins palliatifs,Le droit de demander des soins actifs inutiles,Le droit d'avoir accès aux soins palliatifs et à un accompagnement de sa fin de vie,Le droit de refuser la sédation profonde et continue,c
OIC-006-08-A,Quel est le rôle de la procédure collégiale dans les situations de fin de vie?,Pour prendre la décision de poursuivre les traitements,Pour arrêter les traitements,Pour déterminer la volonté de la personne en cas d'incapacité à s'exprimer,Pour déterminer la volonté de la famille en cas d'incapacité à s'exprimer,c
OIC-006-08-A-,Quelle loi a instauré le droit de désigner une personne de confiance?,La loi du 2 février 2016,La loi du 4 mars 2002,La loi du 9 juin 1999,La circulaire du 26 août 1986,b
OIC-008-01-A,Quel principe éthique de la recherche impliquant la personne est défini comme le fait de ne pas causer de préjudice par la recherche et d'interrompre immédiatement toute recherche ayant des effets néfastes irréversibles ou importants?,Principe de bienfaisance,Principe de non-malfaisance,Principe d'autonomie,Principe de justice,b
OIC-008-01-A-,Quelle loi française a établi les deux types de recherches biomédicales : avec bénéfice individuel direct et sans bénéfice individuel direct?,Loi du 9 août 2004,Loi Huriet-Sérusclat (20 décembre 1988),Loi du 5 mars 2012 (loi Jardé),Loi n° 2012-300 du 5 mars 2012,b
OIC-008-02-B,Quel principe éthique est-il inscrit dans les lois françaises pour le don d'organes?,Le principe de réciprocité,Le principe de gratuité,Le principe de commercialisation,Le principe de patrimonialité,b
OIC-008-02-B-,Quelle est la définition de la mort encéphalique selon Mollaret et Goulon en 1959?,Mort par arrêt cardio circulatoire,Mort inanimée ou froid,Mort résultante d'un accord social,Mort due à la disparition de la conscience et de l'activité motrice spontanée,c
OIC-008-03-B,Qui peut être donneur vivant selon la loi française?,Seul le père ou la mère du receveur,"Seuls les conjoints, les frères et sœurs, les fils et filles, les grands-parents, les oncles et tantes, les cousins germains et cousines germaines, ainsi que le conjoint de son père ou de sa mère",Toute personne apportant la preuve d’une vie commune d’au moins deux ans avec le receveur,Seuls les parents titulaires de l’autorité parentale,b
OIC-008-03-B-,Quels sont les éléments et les produits du corps humain?,"Les éléments sont les organes, les tissus et les cellules du corps. Les produits sont les ongles, poils, dents et cheveux.","Les éléments sont les ongles, poils, dents et cheveux. Les produits sont les organes, tissus et cellules du corps.","Les éléments sont les organes, tissus et cellules du corps. Les produits sont renouvelables : il s’agit du sang, ou des gamètes par exemple.","Les éléments sont les ongles, poils, dents et cheveux. Les produits sont renouvelables : il s’agit du sang, ou des gamètes par exemple.",c
OIC-009-01-A,Quel est le cadre dans lequel l'identification par empreintes génétiques peut être réalisée uniquement à des fins médicales ou de recherche scientifique?,Cadre de mesures d'enquête ou d'instruction diligentées lors d'une procédure judiciaire,"Cadre de tests dits de paternité, diligentés lors d'une procédure judiciaire",Cadre prévu par le Code de la défense nationale,Cadre de recherche de paternité,c
OIC-009-01-A-,Quel est l'un des changements historiques concernant les représentations de ce que serait un corps en bonne santé?,Le corps maigre est synonyme de bonne santé,L'embonpoint est synonyme de bonne santé,Le corps musclé est synonyme de bonne santé,Le corps mince est synonyme de bonne santé,b
OIC-009-02-A,Quelle est la différence entre l'expérience corporelle de soi et de l'autre?,L'expérience corporelle de soi est la même que celle de l'autre.,L'expérience corporelle de l'autre est la même que celle de soi.,L'expérience corporelle de soi est différente de celle de l'autre.,L'expérience corporelle de l'autre est différente de celle de soi mais cela n'est pas exacerbé chez le malade.,c
OIC-009-02-A-,Quel est le but principal de la distinction entre le corps-objet et le corps-sujet dans le monde de la santé?,Pour diriger l'attention du soignant sur un seul aspect de la corporéité,Pour considérer le corps comme un simple objet parmi les objets,"Pour relativiser et préciser les connaissances sur le corps, sain ou malade",Pour réduire le corps à une batterie d'organes,c
OIC-009-03-A,Qu'est-ce que la protection sociale?,L'ensemble des mécanismes de protection accordés par une société à ses membres pour leur permettre de faire face aux risques sociaux de l'existence et à leurs conséquences financières.,"L'ensemble des mécanismes de protection accordés par une société à ses membres pour leur permettre de faire face aux risques sociaux de l'existence et à leurs conséquences financières, mais uniquement pour les personnes âgées.","L'ensemble des mécanismes de protection accordés par une société à ses membres pour leur permettre de faire face aux risques sociaux de l'existence et à leurs conséquences financières, mais uniquement pour les personnes handicapées.","L'ensemble des mécanismes de protection accordés par une société à ses membres pour leur permettre de faire face aux risques sociaux de l'existence et à leurs conséquences financières, mais uniquement pour les personnes chômeuses.",a
OIC-009-03-A-,Quelle est la principale catégorie de prestations de protection sociale en France?,Le versement de prestations sociales directement aux individus,L'accès à des prestations de services sociaux fournis gratuitement ou à des prix réduits,Le risque vieillesse-survie,Le risque santé,c
OIC-009-04-A,Quel est le pourcentage du Produit Intérieur Brut de la France représenté par la protection sociale en 2020 en raison de la crise économique et sanitaire?,30%,33%,35%,40%,c
OIC-009-04-A-,Quels sont les différents types de cotisations sociales en France?,Assurance maladie-maternité-invalidité-décès,Assurance vieillesse,Assurance chômage,Allocations familiales,a
OIC-009-05-A,"Quelle branche de la Sécurité sociale prend en charge les risques maladie, maternité, invalidité et décès?",Branche Famille,Branche Vieillesse,"Branche Maladie, Accidents du travail et Risques professionnels",Branche Recouvrement des cotisations sociales,c
OIC-009-05-A-,Quel organe vote chaque année la loi de financement de la Sécurité sociale (LFSS)?,Le gouvernement,Le Conseil constitutionnel,Le Parlement,La Cour de cassation,c
OIC-009-06-A,Qu'est-ce que l'ONDAM?,"Le montant prévisionnel à ne pas dépasser en matière de soins de ville et d’hospitalisation, dispensés tant dans les établissements privés ou publics que dans les centres médico-sociaux.","Le montant prévisionnel à ne pas dépasser en matière de soins de suite et de réadaptation, de psychiatrie, et de soins de longue durée.","Le montant prévisionnel à ne pas dépasser en matière de soins de ville, d’hospitalisation, de soins de suite et de réadaptation, de psychiatrie, et de soins de longue durée.","Le montant prévisionnel à ne pas dépasser en matière de soins de ville, d’hospitalisation, de soins de suite et de réadaptation, de psychiatrie, et de soins de longue durée, dispensés tant dans les établissements privés ou publics que dans les centres médico-sociaux.",a
OIC-009-06-A-,Quel régime de sécurité sociale couvre 88 % de la population française?,le régime agricole,le régime général,les régimes spéciaux,le régime des entreprises et établissements publics,b
OIC-009-07-A,Quelles sont les risques gérés par la Caisse nationale d'assurance maladie (CNAM)?,"Maladie, maternité, invalidité et décès",Accidents du travail et maladies professionnelles,"Maladie, maternité, invalidité, décès, accidents du travail et maladies professionnelles","Accidents du travail et maladies professionnelles, maternité, invalidité et décès",a
OIC-009-07-A-,"Quel montant doit-il payer un patient pour une consultation de son médecin traitant, en l'absence de toute couverture complémentaire?",25 €,"17,50 €","7,50 €","8,50 €",d
OIC-009-08-A,Quel est le rôle du médecin traitant dans le parcours de soins coordonnés?,Il assure les soins régulièrement.,Il met le patient en relation avec d'autres professionnels de santé.,Il gère le dossier médical.,Il établit le protocole de soins si le patient est atteint d’une affection de longue durée.,b
OIC-009-08-A-,Pour quelles des options suivantes une exonération de ticket modérateur peut-elle être accordée pour des soins conformes au protocole ALD?,Une maladie présente sur la liste des 30 ALD,Une maladie hors liste des 30 ALD,Une maladie invalidante de courte durée,Une maladie invalidante de longue durée,d
OIC-009-09-B,Quelle est la définition d'une prestation en espèces dans l'assurance maladie?,"Remboursement total ou partiel par l’assurance maladie de tout ou une partie des frais de santé engagés lors d'une maladie, d'une maternité ou d'un accident de travail.",Indemnités journalières versées à compter du 4<sup>e</sup> jour de l'arrêt de travail.,Prise en charge à 100 % des examens prénataux.,"Pension d'invalidité calculée en fonction du revenu, de la capacité résiduelle de travail et du besoin éventuel d'une tierce personne.",b
OIC-009-09-B-,Quelle est la définition de la recherche en santé?,"Toutes les études visant le développement des connaissances physiques, pour étendre la connaissance scientifique de l'univers et développer des actions susceptibles d'améliorer la santé.","Toutes les études visant le développement des connaissances chimiques, pour étendre la connaissance scientifique de la terre et développer des actions susceptibles d'améliorer la santé.","Toutes les études visant le développement des connaissances mathématiques, pour étendre la connaissance scientifique de la technologie et développer des actions susceptibles d'améliorer la santé.","Toutes les études visant le développement des connaissances biologiques ou médicales, pour étendre la connaissance scientifique de l'humain et développer des actions susceptibles d'améliorer la santé.",d
OIC-009-10-B,Qu'est-ce que le protocole dans le domaine de la recherche clinique?,Un document écrit en arrière du démarrage d'une étude,Un ensemble de critères de jugement secondaires,Un document écrit en amont du démarrage d'une étude décrivant très précisément les différents éléments et étapes de la méthodologie de la recherche,"Un type d'étude (essai contrôlé randomisé, étude de cohorte, étude cas-témoins, etc)",c
OIC-009-10-B-,Quelle catégorie de recherche clinique comprend des études qui comportent une intervention sur la personne non justifiée par sa prise en charge habituelle et qui sont essentiellement des études sur l'efficacité et l'innocuité de médicaments ou dispositifs médicaux?,RIPH catégorie 1,RIPH catégorie 2,RIPH catégorie 3,Recherches non-RIPH,a
OIC-009-11-A,Quels arguments sont utiles à la justification d'une problématique de recherche en santé?,Les facteurs de risque et les coûts,Les hypothèses physiopathologiques plausibles et les états actuels des connaissances,Les facteurs de risque et les résultats contradictoires des études précédemment menées,Les coûts et les résultats contradictoires des études précédemment menées,b
OIC-009-11-A-,Qu'est-ce qui est l'objectif d'une recherche en santé?,La vérification d'une hypothèse a priori,La confirmation d'une théorie existante,La révision d'une hypothèse a posteriori,La définition d'une nouvelle méthodologie,a
OIC-009-12-B,Quel type d'étude est-ce qui a pour objectif de décrire la distribution ou l'évolution de la fréquence des événements de santé et de leurs déterminants dans la population?,Étude à visée descriptive,Étude à visée explicative,Étude expérimentale,Étude diagnostique,a
OIC-009-12-B-,Quel est le but d'un échantillonnage dans une recherche en santé?,Pour étudier une population donnée dans son ensemble,Pour déduire ce qui existe dans la population cible à partir des observations effectuées sur l'échantillon,Pour étudier une population donnée en utilisant une base de sondage exhaustive,Pour étudier une population donnée en utilisant une méthode de tirage au sort,b
OIC-009-13-A,Quel type de données est recueillie par le registre de morbidité?,Données issues d'une étude ad hoc,Données issues de sources de données d'enregistrement continu,Données issues des systèmes de surveillance épidémiologiques existants,Données issues des bases médico-administratives,c
OIC-009-13-A-,Quel critère de jugement principal est-il recommandé de privilégier dans la très grande majorité des cas?,Des critères de jugement secondaires,Un critère composite,Un critère de substitution,Des facteurs d’exposition,a
OIC-009-14-B,Qu'est-ce que les probabilités?,Les probabilités sont des phénomènes aléatoires dont les issues possibles sont connues mais dont on ne peut prédire la valeur car leur réalisation est incertaine.,Les probabilités sont des lois mathématiques qui décrivent la probabilité associée à chaque valeur d'une variable aléatoire.,Les probabilités sont des variables aléatoires qui attribuent un nombre à toutes les issues possibles.,Les probabilités sont des phénomènes aléatoires dont les issues possibles sont connues et dont on peut prédire la valeur.,a
OIC-009-14-B-,Quel est le paramètre de position qui est la valeur la plus fréquemment retrouvée dans un ensemble de valeurs?,Moyenne,Mode,Médiane,Quartile,b
OIC-009-15-B,Quelle est la définition de l'hypothèse nulle dans un test statistique?,L'hypothèse que l'on cherche à accepter.,"L'hypothèse que l'on cherche à rejeter, mais qu'on veut avoir peu de chances de rejeter si elle est vraie.",La probabilité de rejeter l'hypothèse nulle alors que celle-ci est vraie.,La probabilité de ne pas rejeter l'hypothèse nulle alors que l'hypothèse alternative est vraie.,b
OIC-009-15-B-,Qu'est-ce que l'on appelle les données de survie?,Les données qui reflètent la survenue d'un événement quel qu'il soit et le temps de suivi du sujet.,Les données qui reflètent uniquement la survenue d'un événement.,Les données qui reflètent uniquement le temps de suivi du sujet.,"Les données qui reflètent la survenue d'un événement et le temps de suivi du sujet, mais uniquement pour les événements observés.",a
OIC-009-16-B,Qu'est-ce que l'ajustement dans le contexte de la recherche en santé?,Une méthode d'analyse statistique permettant de tenir compte d'un ou plusieurs facteurs de confusion liés à la survenue du phénomène de santé étudié.,Une méthode d'analyse statistique permettant de tenir compte d'un ou plusieurs facteurs de confusion liés à l'exposition explorée et à la survenue du phénomène de santé étudié.,Une méthode d'analyse statistique permettant de tenir compte d'un ou plusieurs facteurs de confusion liés à l'exposition explorée.,Une méthode d'analyse statistique permettant de tenir compte d'un ou plusieurs facteurs de confusion liés à la survenue du phénomène de santé.,b
OIC-009-16-B-,Quel texte réglemente la protection des données personnelles en Europe?,RGPD,Code de la santé publique,Loi Informatique et Libertés,Loi sur la protection des données personnelles,a
OIC-009-17-A,Qu'est-ce que le facteur d'exposition dans une étude analytique ou expérimentale?,Facteur pronostique,Facteur étiologique,Facteur de risque,Déterminant de santé,c
OIC-009-17-A-,Quelle est la population sur laquelle on s’interroge et à propos de laquelle on veut obtenir des informations pour mieux la connaître et adapter sa prise en charge dans la vraie vie?,Population source,Population cible,Échantillon,Population représentative,b
OIC-009-18-A,Quel type d'étude observationnelle permet de suivre dans le temps un échantillon de sujets et peut répondre à des objectifs descriptifs et analytiques?,Enquête de cohorte,Enquête cas-témoins,Enquête transversale,Enquête longitudinale,a
OIC-009-18-A-,Quelle étude est une enquête cas-témoins où les cas et témoins sont sélectionnés parmi les sujets d'une cohorte déjà constituée?,Étude sur données groupées,Étude cas-cohorte,Étude quasi-expérimentale,Étude cas-témoins nichée,d
OIC-009-19-B,Qu'est-ce que le risque?,"Probabilité qu'une maladie survienne dans une population pendant une période donnée, exprimée sous forme de pourcentage sans unité.","Nombre de nouveaux cas pendant une certaine période, au sein d’une population, rapporté à la somme des personnes-temps.","Proportion du nombre de cas d’une maladie dans une population à un instant donné, ou plutôt en général sur une période donnée.",Intervalle de confiance d'une estimation de ces paramètres à partir d'un échantillon.,a
OIC-009-19-B-,Qu'est-ce que la mesure de fréquence standardisée?,"La moyenne pondérée de la mesure de fréquence spécifique à des classes d'individus, avec les poids étant les proportions d'individus dans chaque classe dans une population de référence.","La moyenne pondérée de la mesure de fréquence spécifique à des classes d'individus, avec les poids étant les proportions d'individus dans chaque classe dans la population étudiée.","La moyenne pondérée de la mesure de fréquence spécifique à des classes d'individus, avec les poids étant les proportions d'individus dans chaque classe dans une population générale.","La moyenne pondérée de la mesure de fréquence spécifique à des classes d'individus, avec les poids étant les proportions d'individus dans chaque classe dans une population de référence, mais les poids étant les proportions d'individus dans la population étudiée.",a
