id,question,option_a,option_b,option_c,option_d,correct_option
OIC-005-13-A,Quel est l'effet principal des discriminations sur les inégalités sociales et de santé?,Elles réduisent les inégalités sociales de santé,Elles accentuent les déterminants sociaux de la santé,Elles augmentent la santé mentale des personnes,Elles améliorent l'accès aux soins de santé,b
OIC-005-13-A-,Quelle est une cause structurale des discriminations dans le système de santé?,Les inégalités territoriales de l'offre de soin,Le rapport de pouvoir asymétrique dans le soin,Le manque de coordination des soins,Les logiques économiques en tension avec les objectifs de soins,b
OIC-005-14-B,Quelle est la principale différence entre l'éthique et la morale selon le texte?,L'éthique est une science basée sur des faits et des comportements,L'éthique est une réflexion critique sur les valeurs morales,L'éthique est un code de bonnes pratiques régissant le droit médical,L'éthique est une norme juridique imposant des obligations à tous,b
OIC-005-14-B-,Quelle est la principale fonction de la bioéthique selon le texte?,Un domaine scientifique strictement médical,Une discipline juridique internationale,Une éthique globale pour la survie de l'homme et de la planète,Une science des technologies de la vie,c
OIC-005-15-B,Quelle est la définition principale de la déontologie médicale selon le texte?,Le code de déontologie médicale est un texte juridique établi par la profession et soumis à l'administration.,La déontologie médicale est un guide éthique indépendant des lois et des règlements.,La déontologie médicale est un texte établi par l'Ordre national des médecins et soumis au gouvernement.,La déontologie médicale est un code de conduite établi par le gouvernement et publié au Journal Officiel.,a
OIC-005-15-B-,Quel principe éthique est lié à la prévention des dommages et à l'obligation de ne pas nuire à un patient?,La bienfaisance,La non-malfaisance,L'autonomie,La justice,b
OIC-006-01-A,Quelle est la principale exigence liée au respect de l'autonomie du patient dans les pratiques médicales?,L'obligation de fournir des informations détaillées sans aucune ambiguïté,L'absence de nécessité de consulter un médecin avant de prendre une décision,La reconnaissance du droit du patient à exprimer ses préférences sans contrainte,L'interdiction de discuter des choix du patient avec d'autres professionnels,c
OIC-006-01-A-,Quelle situation justifie l'exception du devoir d'information pour un patient qui exprime clairement son désir d'ignorer un diagnostic ou un pronostic grave?,Lorsqu'un patient a reçu des informations sur un diagnostic non confirmé,Lorsqu'un patient a refusé un traitement médical reconnu,Lorsqu'un patient a exprimé clairement son désir d'ignorer un diagnostic ou un pronostic grave et que des risques de contamination sont présents,Lorsqu'un patient a été informé de tous les risques liés à un traitement,c
OIC-006-02-A,Quelle loi est-elle la plus récente concernant les droits des patients en matière de refus de soins?,Loi Veil sur l’interruption volontaire de grossesse (1975),Loi n° 2002-303 du 4 mars 2002 (Code de la santé publique),Loi Clayes-Léonetti de 2016,Loi n° 2005-370 du 22 avril 2005 (fin de vie),c
OIC-006-02-A-,Quelle est la condition légale requise pour la désignation d'une personne de confiance selon le CSP?,L'écriture signée par le patient et la personne désignée,La présence d'un proche médical,La validation par un médecin,L'absence de secret,a
OIC-006-03-A-,Quelle est la principale caractéristique des mesures de protection juridique selon le texte?,Elles sont toujours proportionnées et applicables à tous les cas de nécessité,Elles sont instaurées sans considération des libertés individuelles,Elles sont individualisées et adaptées au contexte de la personne protégée,Elles sont appliquées indépendamment des droits fondamentaux de la personne,c
OIC-006-04-B,Quelle est la principale caractéristique de la sauvegarde de justice?,Une mesure de protection temporaire et limitée,Une mesure de protection permanente et sans effets,Une mesure de protection basée sur la demande du juge des tutelles,Une mesure de protection déterminée par le médecin de la personne protégée,a
OIC-006-04-B-,Le demandeur d’un dossier d’ouverture d’une mesure de protection peut être :,le majeur concerné lui-même,"son conjoint (époux, concubin …)",la personne qui exerce déjà à l’égard du majeur concerné une mesure de protection juridique,"le procureur de la République, de lui-même ou sur demande d’un tiers",a
OIC-006-05-A,Quel est l'objectif principal de la loi Veil de 1975 en matière d'éthique médicale?,Reconnaître le droit à l'IVG comme un droit naturel des femmes,Limiter l'accès à l'IVG pour protéger la vie du fœtus,Garantir un accès égal et sécurisé à l'IVG en tant que politique de santé publique,Établir des normes strictes pour les professionnels de santé en matière d'IVG,c
OIC-006-05-A-,Quel est le critère principal de l'interruption médicale de grossesse (IMG) selon la loi?,La poursuite de la grossesse met en péril grave la santé de la femme,L'enfant à naître est atteint d'une affection incurable,La grossesse est en cours d'antécédent médical incompatible,La grossesse est en cours d'antécédent médical compatible,a
OIC-006-06-A,"Quel critère est utilisé pour déterminer si une maladie est considérée comme incurable au moment du diagnostic prénatal, selon la loi?",La probabilité de guérison du patient,L'absence de thérapeutique disponible,La gravité de la maladie pour l'enfant et les parents,La disponibilité d'un accueil d'enfants handicapés,b
OIC-006-06-A-,Quelle est l'une des indications exceptionnelles autorisées pour le diagnostic préimplantatoire en France?,Transfert d'embryons pour une éventuelle interruption de grossesse,Typage HLA des embryons pour compatibilité immunologique,Recours au DPI pour éviter une maladie génétique grave,Préimplantation pour des enfants de sexe préféré,c
OIC-006-07-A,Quelle est la principale exigence éthique liée à la prise en soin en fin de vie?,Respecter la dignité de la personne,S'assurer de l'accompagnement du patient,Pratiquer des soins palliatifs,Conformité aux directives anticipées,a
OIC-006-07-A-,Quelle est la définition de l'obstination déraisonnable selon les lois Leonetti et Clayes-Leonetti?,Le refus de continuer des traitements qui ne contribuent pas au maintien des fonctions vitales,L'arrêt de traitements nécessaires pour prolonger la vie du patient,La suspension des soins palliatifs en cas de souffrance insupportable,L'obligation de suivre les directives anticipées de la personne malade,a
OIC-006-08-A,Qui a la charge de prendre la décision finale dans une procédure collégiale lorsqu'une personne ne peut pas s'exprimer?,Le médecin en charge,La famille,Le consultant,Le patient,a
OIC-006-08-A-,Quelle est la hiérarchie de priorité dans le processus de décision en cas de manque de directives anticipées?,Les directives anticipées,La personne de confiance,La famille,Les proches,a
OIC-008-01-A,Quel principe éthique est central dans la recherche impliquant la personne humaine (RIPH)?,Principe de bienfaisance,Principe de non-malfaisance,Principe d'autonomie,Principe de justice,c
OIC-008-01-A-,Quel est le type de recherche qui est classé comme'recherche interventionnelle avec risque' selon la loi Jardé?,Recherche non interventionnelle,Recherche interventionnelle à risque négligeable,Recherche interventionnelle avec risque,Recherche non interventionnelle à risque négligeable,c
OIC-008-02-B,Quel principe éthique est présumé pour un donneur décédé en France?,L'autonomie,Le consentement présumé,L'anonymat,La gratuité,b
OIC-008-02-B-,Quelle est la définition de la mort encéphalique selon le contenu éducatif?,La mort encéphalique est la mort du corps inanimé.,La mort encéphalique est la mort par arrêt cardio circulatoire.,La mort encéphalique est la mort irréversible du cerveau sans arrêt cardiaque.,La mort encéphalique est la mort du corps ventilé en réanimation.,c
OIC-008-03-B,Qui peut être donneur vivant selon la loi?,Seul le conjoint du receveur,"Les frères et sœurs, les fils et filles, les grands-parents, les oncles et tantes",Le conjoint de son père ou de sa mère (couples recomposés),Toute personne apportant la preuve d'une vie commune d'au moins deux ans avec le receveur,d
OIC-008-03-B-,Qu'appelle-t-on éléments et produits du corps humain?,"Les organes, les tissus et les cellules",Le sang et les gamètes,Les phanères et les cellules embryonnaires,Les biobanques et les organes,a
OIC-009-01-A,"En France, selon la loi, l'identification par empreintes génétiques est autorisée uniquement dans quel cadre?",Dans le cadre de mesures d'enquête ou d'instruction diligentées lors d'une procédure judiciaire,À des fins médicales ou de recherche scientifique,Aux fins d'établir l'identité d'une personne décédée,Dans les conditions prévues à l'article L.2381-1 du Code de la défense,a
OIC-009-01-A-,Quel facteur social influence le plus la perception de la santé corporelle selon le texte?,L'industrialisation,L'urbanisation,Les normes esthétiques,Les traditions religieuses,c
OIC-009-02-A,Quelle est la principale différence entre l'expérience du corps du patient et celle du soignant?,Le patient perçoit son corps de manière plus subjective.,Le soignant a une perception physique de son corps.,Le soignant a une perception morale de son corps.,Le patient a une perception plus objective de son corps.,a
OIC-009-02-A-,Quelle est la principale distinction entre le corps vécu par le sujet et le corps objectivé par la médecine?,Le corps objectivé est toujours plus précis que le corps vécu.,Le corps vécu est toujours plus subjectif que le corps objectivé.,"Le corps objectivé est un simple corps impersonnel, sans caractéristiques humaines.",Le corps vécu est indépendant des dispositifs techniques utilisés en médecine.,c
OIC-009-03-A-,La protection sociale repose sur :,le versement de prestations sociales directement aux individus,seulement en espèces avec des revenus de remplacement,seulement en nature (remboursement de dépenses engagées),une combinaison de prestations en espèces et en nature,a
OIC-009-04-A,Quel est le principal facteur d'augmentation des dépenses de la protection sociale en France en 2020?,L'augmentation des salaires réels,La crise sanitaire,Les réformes de la retraite,Les mesures de chômage partiel,a
OIC-009-04-A-,Quels sont les principaux sources de financement de la protection sociale?,Les cotisations sociales,Les impôts,Les contributions publiques,Les ressources fiscales,a
OIC-009-05-A,Quelle branche de la sécurité sociale est pilotée par la Caisse nationale des allocations familiales (Cnaf)?,"Branche Maladie, Accidents du travail et Risques professionnels",Branche Vieillesse,Branche Famille,Branche Recouvrement des cotisations sociales,c
OIC-009-05-A-,La loi de financement de la sécurité sociale (LFSS) est votée par le Parlement en tant que quelle catégorie de loi?,Loi de finances,Loi de santé,Loi de financement et non de finances,Loi de protection sociale,c
OIC-009-06-A,...,...,...,...,...,a
OIC-009-06-A-,Quel pourcentage de la population française est couvert par le régime général de la sécurité sociale?,88 %,5 %,10 %,20 %,a
OIC-009-07-A,Quelle est la mission principale de la Caisse nationale d'assurance maladie (CNAM)?,"Gérer les risques de maladie, maternité, invalidité et décès",Prise en charge des soins dispensés aux assurés sociaux,Améliorer la santé de la population et la maîtrise des dépenses de santé,Définir les actes remboursables et les tarifications des actes médicaux,b
OIC-009-07-A-,Quel est le pourcentage du ticket modérateur dans l'exemple donné pour une consultation de 25€?,25%,30%,40%,50%,b
OIC-009-08-A,Qui est le pivot du parcours de soins coordonnés?,Le médecin généraliste,Le médecin spécialiste,Le médecin traitant,Le médecin hospitalier,c
OIC-009-08-A-,Quelle condition permet l'exonération du ticket modérateur pour un patient souffrant d'une affection de longue durée?,Une affection inscrite sur la liste ALD 30,Une affection non présente sur la liste ALD 30,Une affection grave ou invalidante non présente sur la liste ALD 30,Une affection avec traitement prolongé de 6 mois,a
OIC-009-09-B,Quelle est la différence entre les prestations en espèces et en nature de l'assurance maladie?,Les prestations en espèces sont en nature,Les prestations en nature sont en espèces,Les prestations en espèces sont en espèces,Les prestations en nature sont en nature,c
OIC-009-09-B-,Quel est le niveau de recherche chargé de définir les orientations stratégiques et l'allocation des moyens macroscopiques?,Décision,Programmation,Opérateurs,Recherche,a
OIC-009-10-B,Quel est le rôle principal d'un protocole dans le cadre d'une étude de santé?,Décrire les étapes de la recherche en amont,Préciser les objectifs de l'étude,Évaluer les résultats de la recherche,Prévoir les analyses statistiques,a
OIC-009-10-B-,Quels sont les trois catégories de recherches impliquant la personne humaine (RIPH) définies par la loi Jardé?,"Recherches interventionnelles (RIPH catégorie 1), Recherches interventionnelles à risques et contraintes minimes (RIPH catégorie 2), Recherches non interventionnelles (RIPH catégorie 3)","Recherches expérimentales, Recherches observationnelles, Recherches non interventionnelles","Recherches interventionnelles, Recherches non interventionnelles, Recherches de type expérimentale","Recherches interventionnelles, Recherches observationnelles, Recherches de type expérimentale",a
OIC-009-11-A,Quels sont les deux arguments principaux utilisés pour justifier l'utilité et la pertinence d'une problématique de recherche?,Épidémiologie et état actuel des connaissances,Méthodologie et résultats expérimentaux,Coûts et implications sociales,Hypothèses de recherche et méthodologie,a
OIC-009-11-A-,Quelle est la relation entre les hypothèses de recherche et les objectifs de la recherche?,Les objectifs viennent de la méthodologie,Les objectifs sont déterminés par la population,Les objectifs sont directement liés aux hypothèses,Les objectifs sont indépendants des hypothèses,c
OIC-009-12-B,Quelle est la première étape essentielle pour déterminer la méthodologie adaptée à un objectif de recherche?,Préciser la question posée,Définir la population cible,Identifier les facteurs de risque,Choisir l'approche expérimentale,a
OIC-009-12-B-,Quelle méthode d’échantillonnage est utilisée lorsque la base de sondage est disponible et que l’on souhaite garantir la représentativité de l’échantillon?,Recrutement exhaustif,Tirage au sort,Stratifié,Échantillon de convenance,b
OIC-009-13-A,Quelle est la méthode de recueil de données qui permet une surveillance continue des indicateurs de santé en France?,Les registres de morbidité,Les déclarations obligatoires,Les réseaux sentinelles,Les statistiques vitales,c
OIC-009-13-A-,Quel est le critère de jugement principal dans une étude de santé?,La mortalité,Le taux de cholestérol,La qualité de vie,Le taux de cholestérol comme surrogate de la mortalité,a
OIC-009-14-B,Quelle est la définition d'une variable aléatoire?,Une fonction qui attribue un nombre à toutes les issues possibles d'un événement.,"Une fonction qui attribue un nombre à toutes les issues possibles d'un événement, mais qui ne peut pas être déterminée.","Une fonction qui attribue un nombre à toutes les issues possibles d'un événement, mais qui est toujours continue.","Une fonction qui attribue un nombre à toutes les issues possibles d'un événement, mais qui est toujours discrète.",a
OIC-009-14-B-,Quel paramètre statistique mesure la valeur la plus fréquemment retrouvée dans un ensemble de données?,Moyenne,Mode,Médiane,Variance,b
OIC-009-15-B,...,...,...,...,...,a
OIC-009-15-B-,Quelle méthode permet d'estimer la probabilité de survie à chaque instant et de représenter la courbe de survie?,Le test du log-rank,La méthode de Kaplan-Meier,Le modèle de Cox,L'analyse multivariable,b
OIC-009-16-B,Quelle méthode permet d'ajuster les facteurs de confusion dans une analyse statistique?,Régression linéaire,Analyse univariée,Analyse multivariée,Corrélation simple,c
OIC-009-16-B-,Quelle législation protège particulièrement les données personnelles des patients dans le domaine de la santé?,RGPD,Loi Informatique et Libertés,Code de la santé publique,Loi sur la protection des données,a
OIC-009-17-A,"Dans une étude analytique, quel terme désigne un facteur associé à une probabilité plus élevée de survenue du phénomène de santé étudié?",Facteur de risque,Facteur étiologique,Facteur pronostique,Déterminants de santé,a
OIC-009-17-A-,Quelle est la définition de la population cible?,La population cible est celle à laquelle on s'interroge et à propos de laquelle on veut obtenir des informations pour mieux la connaître et adapter sa prise en charge dans la vraie vie.,La population source est celle à partir de laquelle l'étude va concrètement se dérouler et au sein de laquelle on va identifier les individus à inclure pour l’étude.,L'échantillon est un sous-ensemble de la population source.,La population source est la même que la population cible.,a
OIC-009-18-A,Quel type d'objectif est principalement abordé par une enquête de cohorte?,Descriptif,Analytique,Comparatif,Diagnostic,a
OIC-009-18-A-,Quelle étude utilise des cas et témoins sélectionnés parmi une cohorte déjà constituée?,Étude cas-témoins nichée,Étude cas-cohorte,Étude quasi-expérimentale,Étude sur données groupées,a
OIC-009-19-B,Quelle mesure évalue la probabilité qu'un évènement (comme une maladie) survienne dans une population pendant une période donnée?,Prévalence,Taux d'incidence,Risque,Fréquence,c
OIC-009-19-B-,Quel est l'objectif de la standardisation dans les enquêtes descriptives?,Permettre la comparaison de mesures de fréquence entre populations avec structures d'âge et de sexe différentes,Calculer la moyenne pondérée des mesures de fréquence spécifiques,Estimer la fréquence d'un problème de santé dans une population donnée,Simplifier les données pour une analyse statistique,a
OIC-009-20-B,Quelle mesure d'association est utilisée pour comparer les probabilités d'une maladie entre deux groupes exposés et non exposés?,Différence de moyennes,Odds Ratio (OR),Risque relatif (RR),Hazard Ratio (HR),b
OIC-009-20-B-,Quelle étude permet d'estimer l'Odds Ratio (OR)?,Un essai contrôlé randomisé,Une étude de cohorte exposé/non exposé,Une étude cas-témoins,Une étude cross-sectional,c
OIC-009-21-A,Quel paramètre a une influence directe sur la puissance d'une étude?,La taille de l'échantillon analysé N,La différence à détecter d,La variabilité des observations (variance),Le risque alpha,a
OIC-009-21-A-,Quel type d'étude nécessite-t-il le calcul du nombre minimal de sujets pour assurer une précision souhaitée?,L'étude descriptive,L'étude analytique et expérimentale,Les deux types d'études,Seule l'étude analytique,a
OIC-009-22-B,Quelles sont deux sources d’erreur dans l’estimation d’un paramètre?,Erreur aléatoire et biais,Erreur systématique et biais,Erreur aléatoire et erreur systématique,Erreur systématique et biais de sélection,c
OIC-009-22-B-,Quel type de biais est caractérisé par un risque de biais identique dans les deux groupes étudiés?,Biais de sélection non différentiel,Biais de classement non différentiel,Biais de sélection différentiel,Biais de classement différentiel,a
OIC-009-23-A,Quelle est la définition d'interaction dans le contexte de la recherche en santé?,Un facteur qui ne modifie pas l'association entre une exposition et un phénomène de santé,Une variation de l'effet d'une exposition en fonction d'un autre facteur,Un facteur qui est un confondu,Un facteur qui est un médiateur,b
OIC-009-23-A-,Quelle condition doit être remplie pour que le résultat d'un test statistique soit considéré comme significatif?,"La valeur de p doit être inférieure à 0,05","La valeur de p doit être supérieure à 0,05","Le risque alpha doit être inférieur à 0,05",Le paramètre doit être estimé par une moyenne,a
OIC-009-24-B,Quelle affirmation est correcte concernant la causalité selon les critères de Bradford Hill?,L'association statistique entre l'exposition et le phénomène étudié est suffisante pour conclure à une causalité,L'absence d'association statistique élimine toute possibilité de causalité,L'absence d'association statistique ne préjuge pas la causalité,La spécificité de la relation est un critère essentiel pour la causalité,c
OIC-009-24-B-,Quelle est la définition de l'exposome?,L'ensemble des modifications épigénétiques dans un échantillon,L'ensemble des caractères observables d'un individu,L'ensemble des facteurs environnementaux auxquels un individu est exposé au cours de sa vie,L'ensemble des transcrits ARN dans un échantillon,c
OIC-009-25-B,Quel est le rôle principal des pairs relecteurs dans le processus de publication?,Évaluer la qualité de l'article,S'assurer de la validité des données,Préciser les modifications à apporter,Rédiger le manuscrit en leur nom,a
OIC-009-25-B-,Quelle propriété du test dépend de la prévalence de la maladie dans la population étudiée?,Sensibilité,Spécificité,Valeur prédictive positive (VPP),Rapport de vraisemblance positif (RVP),a
OIC-009-26-B,Quelle est la définition d'une maladie rares selon le Règlement européen?,Une maladie qui atteint moins d'une personne sur 2000 en population générale,Une maladie qui atteint plus d'une personne sur 2000 en population générale,Une maladie qui atteint moins d'une personne sur 1000 en population générale,Une maladie qui atteint moins d'une personne sur 2000 en population générale,a
OIC-009-26-B-,Quel est le nombre de filières de santé maladies rares (FSMR) en France?,23,24,109,220,a
OIC-009-27-B,Quelle est la forme de l'hémochromatose la plus fréquente liée au gène HFE?,HFE C282Y,HFE C282T,HFE C282Y à l’état homozygote,HFE C282Y à l’état hétérozygote,c
OIC-009-27-B-,Quel est le nombre de maladies rares différentes en France?,7000,8000,9000,10000,a
OIC-010-01-A,Quelle est la définition de l'errance diagnostique?,La période entre l'apparition des premiers symptômes et la date de diagnostic précis,L'échec à diagnostiquer une maladie connue,La durée entre la première symptomatologie et la prise en charge,L'absence de tests diagnostiques effectués,a
OIC-010-01-A-,Quel est le principal dispositif administratif destiné à aider les professionnels à s'informer sur les maladies rares?,Orphanet,Filières de santé,Centres de référence,Plateformes d’expertise maladies rares dans les territoires,a
OIC-010-02-B,Quelle est une cause possible de saignement pendant la grossesse du premier trimestre?,Une grossesse extra-utérine,Une grossesse intra-utérine évolutive avec un hématome décidual,Une grossesse intra-utérine non évolutive,"Lysé d'un jumeau, grossesse môlante, cancer du col, ectropion",a
OIC-010-02-B-,Quelle méthode est utilisée pour les sacs de petite taille et les hémorragies peu importantes en cas de fausse couche?,Traitement chirurgical,Traitement médical,Ambulance,Sous anesthésie locale,b
OIC-010-03-B,Quand est-il indiqué de réaliser une chirurgie pour une GEU symptomatique?,Dans les cas où la patiente présente des symptômes cliniques,Après conditionnement de la patiente et bilan préopératoire,En l'absence de trois critères de gravité,Dans les cas d'asympathie et taux de β-hCG inférieur à 5 000 UI/L,b
OIC-010-03-B-,Quels sont les signes cliniques principaux en faveur d'un placenta praevia (PP)?,Hémorragie abondante sans douleurs utérines permanentes,Utérus souple et indolore avec présence de cœur fœtal,Hémorragie peu abondante avec douleurs utérines permanentes,Placenta bas inséré à proximité du col utérin,a
OIC-019-01-A,Quelle est la définition de l'hémorragie post-partum (HPP)?,Plus de 500 mL dans les 24h après l'accouchement,Plus de 1000 mL dans les 24h après l'accouchement,Plus de 500 mL dans les 24h après l'accouchement,Plus de 1000 mL dans les 24h après l'accouchement,a
OIC-019-01-A-,Quelle est l'importance de la temporalité dans la prise en charge de l'HPP?,L'assessement des pertes sanguines doit être effectué immédiatement après l'accouchement.,L'analyse du bilan biologique est réalisée uniquement après l'expulsion du placenta.,La surveillance utérine est effectuée uniquement après la délivrance artificielle.,Les interventions comme l'embolisation artérielle sont réalisées après l'expulsion du placenta.,a
OIC-019-02-A,Quelle est la dose recommandée d'oxytocine (APO) administrée lors de la délivrance dirigée?,10 UI IVL,5 UI IVL,20 UI IVL,15 UI IVL,b
OIC-019-02-A-,Quelle est la définition de l'hypertension artérielle gravidique (HTAg)?,"HTA apparue après 20 SA, sans protéinurie associée et disparaissant avant la fin de la 6<sup>e</sup> semaine du post-partum","HTA apparue après 20 SA, avec protéinurie associée et disparaissant avant la fin de la 6<sup>e</sup> semaine du post-partum","HTA apparue avant 20 SA, avec protéinurie associée et persistant à plus de 6 semaines du post-partum","HTA apparue après 20 SA, sans protéinurie associée et persistant à plus de 6 semaines du post-partum",a
OIC-019-03-B,Quelle est la fréquence de l'HTA pendant la grossesse?,5 à 10 %,1 à 2 %,15 à 20 %,30 à 40 %,a
OIC-019-03-B-,Quel est l'élément indispensable pour éliminer la prééclampsie en cas d'HTA gravidique?,La recherche d'une protéinurie sur échantillon (>1 croix à la BU),L'analyse du ratio P/C >30,L'analyse de la protéinurie des 24h,L'analyse du Doppler de l'artère ombilicale,a
OIC-019-04-B,Quelle complication maternelle est associée à la prééclampsie?,Eclampsie,Preeclampsie,Hématome rétroplacentaire,Insuffisance rénale aiguë,a
OIC-019-04-B-,Quel est le critère de sévérité pour l'HTA sévère?,HTA ≥160 mmHg et/ou PAD ≥110 mmHg,Protéinurie > 3g/24h,Créatinémie ≥ 90 µmol/L,Oligurie ≤ 500 mL/24h ou ≤ 25 mL/h,a
OIC-019-05-A,Quand sont indiqués les antihypertenseurs en cas d'hypertension artérielle aiguë (HTA) chez une femme enceinte?,Dans tous les cas d'hypertension artérielle sévère (PAS ≥ 160 mmHg et/ou PAD ≥ 110 mmHg),Dans les cas d'hypertension artérielle légère (PAS < 160 mmHg et/ou PAD < 110 mmHg),Dans les cas de prééclampsie ou de grossesse multiple,Dans les cas de prééclampsie ou de grossesse multiple,a
OIC-019-05-A-,Quelle est la fréquence recommandée des consultations lors de la surveillance renforcée en cas d'HTA pendant la grossesse?,Tous les 5 jours,Tous les 10 jours,Tous les 20 jours,Tous les 4 semaines,b
