id,question,option_a,option_b,option_c,option_d,correct_option
OIC-005-06-A,Quelle est la définition principale de l’aléa thérapeutique?,Un événement indésirable causé par une erreur médicale,Un dommage résultant d’une faute des professionnels de santé,"Un événement imprévu lié à un risque inhérent à l’acte médical, sans faute",Une infection qui survient après l’admission en hôpital,c
OIC-005-06-A-,Quel facteur lié au patient peut augmenter le risque d'un contentieux après un accident médical?,L'âge du patient,La langue du patient,La gravité des maladies associées,La taille du patient,c
OIC-005-07-A,Quel est le lien entre la reconnaissance d'une erreur et l'organisation apprenante?,Elle permet de punir les individus responsables de l'erreur,Elle favorise l'analyse et la prévention des erreurs,Elle réduit la nécessité de formation continue,Elle supprime les rapports d'erreurs dans les établissements,b
OIC-005-07-A-,Quel est le principal objectif de l'analyse en profondeur des erreurs selon le modèle de Reason?,Identifier les erreurs actives commises par les patients,Comprendre les causes latentes d'un accident grâce à des barrières de sécurité,Évaluer la compétence des soignants par des tests de performance,Réduire le nombre d'erreurs en supprimant les procédures,b
OIC-005-08-A,Quel est le fondement principal d'une démarche de culture positive de l'erreur?,La culpabilisation du professionnel qui a commis l'erreur,L'analyse des erreurs comme source d'amélioration des soins,La punition des erreurs pour maintenir la discipline,L'ignorance des erreurs pour éviter les conflits,b
OIC-005-08-A-,Quelle est la définition d'une équipe pluriprofessionnelle?,Un groupe de professionnels ayant des qualifications similaires,Un groupe de professionnels venant de la même discipline,Un groupe de professionnels ayant des qualifications différentes et complémentaires,Un groupe de patients et de professionnels collaborant ensemble,c
OIC-005-09-A,Quel est un des principaux dispositifs du travail en équipe pluridisciplinaire en milieu hospitalier?,La réunion de concertation pluridisciplinaire,Le protocole de sécurité des patients,La consultation individuelle des médecins,L'analyse des coûts des traitements,a
OIC-005-09-A-,Quelle est la définition du parcours de soins?,C'est la durée totale de la prise en charge d'un patient,C'est l'ensemble des compétences professionnelles organisées et coordonnées au bon moment dans la prise en charge d'un patient,C'est le nombre de consultations effectuées par un patient,C'est le budget alloué à la prise en charge d'un patient,b
OIC-005-10-A,Quelle est la définition d'un protocole pluriprofessionnel?,Un document qui décrit les compétences requises pour un professionnel de santé,Un consensus sur la prise en charge d'une maladie aigue ou chronique par plusieurs professionnels,Un plan de formation pour les nouveaux médecins,Un rapport d'évaluation des patients par un seul professionnel,b
OIC-005-10-A-,Quel est l'objectif principal des réunions de concertation pluridisciplinaire (RCP)?,Définir les traitements médicaux pour tous les patients sans exception,Prendre une décision sur la meilleure prise en charge d'un patient en fonction de l'état de la science,Réunir uniquement des médecins de la même spécialité pour échanger sur les cas complexes,Sécuriser les données médicales des patients dans un système informatisé,b
OIC-005-11-A,Quel est l'objectif principal d'une check-list de sécurité du patient au bloc opératoire?,Réduire le coût de l'intervention chirurgicale,Assurer le partage des informations par vérification croisée,Permettre à l'anesthésiste de mieux gérer les médicaments,Faciliter la prise de décision du chirurgien seul,b
OIC-005-11-A-,Quel est le principal objectif d'une réunion de morbi-mortalité (RMM)?,Identifier les patients à risque pour une hospitalisation prolongée,Analyser collectivement des événements indésirables liés aux soins,Réduire le nombre de consultations médicales,Évaluer les compétences des médecins en milieu hospitalier,b
OIC-005-12-B,Quelle est la mission principale du Samu-Centre 15?,Fournir des soins médicaux à domicile,Assurer une écoute médicale permanente et déclencher la réponse adaptée à l'appel d'urgence,Gérer les admissions en milieu hospitalier uniquement pour les patients adultes,Former les médecins en milieu de santé publique,b
OIC-005-12-B-,Quelle est la définition d'une discrimination selon le contenu éducatif?,Faire une différence de traitement sur des critères prohibés entraînant un préjudice pour la personne,Faire une différence de traitement pour des raisons professionnelles uniquement,Refuser un soin en raison d'un manque de compétence médicale,Appliquer des règles de santé publique sans justification,a
OIC-005-13-A,Quel est l'effet principal des discriminations sur l'insertion socio-économique et la santé?,Elles améliorent les conditions de vie des groupes marginalisés,Elles réduisent les inégalités sociales et favorisent l'équité,Elles ont un impact négatif sur l'insertion socio-économique et l'état de santé psychique et physique,Elles n'ont aucun effet sur la santé ou l'insertion sociale,c
OIC-005-13-A-,Quelle est une cause structurelle des discriminations dans le système de santé?,Un défaut de vigilance des patients,Un manque de formation des soignants,Un rapport de pouvoir asymétrique dans le soin,Une absence de langues parlées,c
OIC-005-14-B,Quelle est la différence principale entre l'éthique et la morale?,L'éthique est un code de bonnes pratiques professionnelles comme la déontologie.,La morale est une réflexion critique sur la moralité des actions et des décisions.,L'éthique permet de remettre en question les valeurs morales et de questionner les décisions.,La morale est une règle juridique qui régule les comportements des professionnels.,c
OIC-005-14-B-,Quelle est la définition principale de la bioéthique selon le contenu éducatif?,Un domaine de recherche exclusivement juridique sur les techniques médicales,Une éthique globale pour la survie de l’être humain et de la planète,Un sous-ensemble de l’éthique en santé portant sur les biotechnologies et l’application des sciences biomédicales,Un ensemble de règles strictes pour la gestion des laboratoires de recherche,c
OIC-005-15-B,Quelle est la définition principale de la déontologie médicale?,Un ensemble de lois nationales applicables uniquement aux médecins,Un code juridique établi par le gouvernement sans consultation des médecins,"Un discours sur les devoirs des médecins à l’égard des patients, des professionnels et de la société",Un document qui ne peut pas être modifié par l'Ordre des médecins,c
OIC-005-15-B-,Quels sont les quatre principes fondamentaux de l’approche éthique par principes proposée par Beauchamp et Childress?,"Bienfaisance, non-malfaisance, autonomie, justice","Bienfaisance, non-malfaisance, équité, responsabilité","Sécurité, efficacité, autonomie, justice","Proportionnalité, compétence, bienfaisance, respect",a
OIC-006-01-A,Quel principe fondamental du respect de l'autonomie du patient est établi par la loi du 4 mars 2002?,Le droit à la confidentialité des données médicales,Le droit à l'information et au consentement dans toutes les pratiques de soins,Le droit de refuser tout traitement sans justification,Le droit de ne pas être informé des risques liés aux soins,b
OIC-006-01-A-,Quel est le principal objectif de l'information médicale pour un patient?,Faire accepter le traitement sans discussion,Permettre au patient de prendre une décision éclairée sur ses soins,Réduire le temps de consultation,Éviter toute communication avec le patient,b
OIC-006-02-A,Quel est le droit fondamental du médecin lorsqu'il refuse un traitement en raison de ses convictions personnelles?,Il peut refuser tout traitement sans informer le patient.,Il doit informer le patient des conséquences de son refus et respecter la clause de conscience.,Il peut refuser les soins sans justification légale.,Il doit transférer le patient à un autre médecin sans avis.,b
OIC-006-02-A-,Quel est le rôle principal d'une personne de confiance dans le parcours de soins?,Assurer le prélèvement d'organes post-mortem sans consentement du patient,Faire le lien avec les équipes médicales et accompagner le patient dans ses démarches de soins,Déterminer les traitements à administrer en cas de crise,Remplacer le patient lors de ses consultations médicales,b
OIC-006-03-A,Quelle est la définition principale de la vulnérabilité selon le texte?,Une condition négative liée à la perte d'autonomie et à la dépendance,"Une notion historiquement et culturellement située, universellement partagée et liée à la fragilité humaine",Un état de maladie qui rend la personne incapable de prendre des décisions,Un concept exclusivement utilisé dans le domaine juridique pour protéger les victimes,b
OIC-006-03-A-,Quel est le principal objectif des mesures de protection juridique pour une personne?,Assurer la soumission totale de la personne à ses représentants,"Protéger les droits, libertés et dignité de la personne protégée",Permettre à la personne de perdre ses droits civiques,Éliminer toute autonomie de la personne protégée,b
OIC-006-04-B,Quelle est la principale caractéristique de la sauvegarde de justice?,Elle est une mesure permanente et sans limites,Elle est temporaire et a des effets limités,Elle nécessite l'autorisation du juge des tutelles pour tous les actes,Elle s'applique uniquement aux personnes mineures,b
OIC-006-04-B-,Qui peut être le demandeur d'un dossier d'ouverture d'une mesure de protection?,Le médecin traitant de la personne,"Le conjoint, un parent ou une personne ayant des liens étroits et stables",Le directeur d'hôpital,Le maire de la commune,b
OIC-006-05-A,Quel est le principal objectif de la loi Veil de 1975 concernant l’interruption volontaire de grossesse?,Établir un cadre moral strict pour la procréation,Garantir un accès égal et sécurisé à l’IVG,Interdire toute forme d’IVG en raison de la valeur de la vie humaine,Favoriser l’abandon des femmes enceintes dans les hôpitaux,b
OIC-006-05-A-,Quelle est la principale caractéristique du délai pour une interruption de grossesse pour motif médical (IMG)?,Elle est limitée à 12 semaines de grossesse,Elle est limitée à 24 semaines de grossesse,Elle peut avoir lieu à tout moment de la grossesse,Elle est soumise à un délai de réflexion de 48 heures,c
OIC-006-06-A,Quel est l'objectif principal du diagnostic prénatal selon la loi de bioéthique du 6 août 2004?,"Prévenir ou traiter une affection d'une particulière gravité, dans l'intérêt de l'enfant à naître",Sélectionner le sexe fœtal pour des raisons familiales,Évaluer le risque de maladie génétique chez la mère,Permettre l'interruption de grossesse à tout moment sans justification,a
OIC-006-06-A-,Quel est l'objectif principal du diagnostic préimplantatoire (DPI)?,Déterminer le sexe de l'enfant avant sa naissance,Analyser le patrimoine génétique d'un embryon avant transfert pour éviter la transmission d'une maladie génétique,Évaluer le risque d'aneuploïdie pendant la grossesse,Effectuer une greffe de moelle osseuse sur l'embryon,b
OIC-006-07-A,Quel principe éthique est au cœur du respect de la dignité de la personne en fin de vie?,L’autonomie du patient,La bienfaisance,Le respect de l’humanité partagée,Le principe de non malfaisance,c
OIC-006-07-A-,Quel est le principal objectif des lois Léonetti et Claeys-Léonetti en matière de fin de vie?,De prolonger la vie par tous les moyens possibles,De garantir le droit à un accompagnement de fin de vie et au refus de l’obstination déraisonnable,De permettre l’euthanasie active dans tous les cas,De supprimer les soins palliatifs en faveur des traitements actifs,b
OIC-006-08-A,"Quel est le rôle du médecin dans la décision concernant la poursuite, la limitation ou l'arrêt des traitements pour une personne incapable d'exprimer ses souhaits?",Le médecin doit prendre la décision sans consultation de personne de confiance.,Le médecin doit consulter uniquement la famille sans autre interlocuteur.,Le médecin doit prendre la décision après une délibération collégiale avec un autre médecin et en tenant compte des directives anticipées.,Le médecin peut décider seul sans motivation ni inscription dans le dossier médical.,c
OIC-006-08-A-,Quelle est la définition des directives anticipées selon la loi du 22 avril 2005?,Des décisions médicales prises en cas de crise majeure par le médecin seul,Des documents écrits où une personne exprime ses souhaits concernant les traitements en cas d’inconscience ou de perte de capacité d’expression,Un accord entre la famille et le médecin pour la prise en charge en fin de vie,Un droit accordé à la famille de décider des soins pour le patient inconscient,b
OIC-008-01-A,Quel principe éthique exige que le sujet de recherche soit librement informé et que son consentement soit donné sans pression?,Principe de bienfaisance,Principe de non-malfaisance,Principe d'autonomie,Principe de justice,c
OIC-008-01-A-,Quel est le principal objectif de la loi Jardé du 5 mars 2012 en matière de recherches impliquant la personne humaine?,Elle supprime le cadre légal des recherches biomédicales.,Elle simplifie les démarches et crée un cadre unique pour toutes les recherches impliquant la personne humaine.,Elle impose une interdiction totale des recherches sur les personnes saines.,Elle remplace les Comités de protection des personnes par des instances administratives.,b
OIC-008-02-B,Quel est l'un des principes éthiques fondamentaux du don d'organes en France selon les lois de bioéthique?,Le don d'organes peut être rémunéré pour encourager les dons,Le consentement est toujours exprimé par le défunt avant son décès,Le corps humain est inviolable et ne peut faire l'objet d'un droit patrimonial,Les familles peuvent recevoir des organes en échange de dons,c
OIC-008-02-B-,Quelle est la date de la circulaire qui légalise le prélèvement d'organes sur un sujet en état de mort encéphalique?,1959,1968,1996,2000,b
OIC-008-03-B,Qui peut être donneur vivant selon la loi française depuis 2004?,Seulement les parents du receveur,Seulement les frères et sœurs ou conjoints,"Le conjoint, les frères et sœurs, les grands-parents, les cousins germains, ainsi que les conjoints de parents ou toute personne ayant une vie commune d’au moins deux ans avec le receveur",Seulement les grands-parents et les cousins germains,c
OIC-008-03-B-,Quels sont les exemples de produits du corps humain selon le texte?,Les organes et les tissus,Le sang et les gamètes,Les ongles et les poils,Les cellules hématopoïétiques et les tissus embryonnaires,b
OIC-009-01-A,Dans quels cadres l'identification d'une personne par empreintes génétiques est-elle autorisée selon la loi française?,Dans le cadre de tests de paternité réalisés sans instruction judiciaire,Dans le cadre de recherches de paternité menées par des particuliers,"Dans le cadre de mesures d'enquête judiciaire, de tests de paternité judiciaires ou de recherches dans le cadre de la défense nationale","Dans tous les cas, sans condition ni cadre légal spécifique",c
OIC-009-01-A-,Quelle est la principale caractéristique des représentations du corps selon les époques?,Elles restent constantes au fil du temps,Elles sont déterminées uniquement par la biologie humaine,Elles changent en fonction des époques et des contextes sociaux,Elles sont influencées uniquement par les lois médicales,c
OIC-009-02-A,Quelle est la nature principale de l'expérience corporelle selon le texte?,Une perception externe du corps observée par les autres,Une conscience immédiate et intime de notre propre corps,Une évaluation objective du corps par les professionnels de santé,Une représentation culturelle du corps dans les médias,b
OIC-009-02-A-,Quelle est la principale distinction faite entre le corps vécu par le patient et le corps objectivé par la médecine?,Le corps vécu est plus scientifique que le corps objectivé,Le corps objectivé inclut les émotions du patient,"Le corps vécu est subjectif, tandis que le corps objectivé est impersonnel et réduit à des données",Le corps vécu est moins important que le corps objectivé dans les soins,c
OIC-009-03-A,Quelle est la définition de la protection sociale?,L'ensemble des lois qui régissent les droits des travailleurs,L'ensemble des mécanismes de protection accordés par une société à ses membres pour faire face aux risques sociaux,Le système d'assurance privée pour les maladies,Les prestations financées uniquement par les retraites,b
OIC-009-03-A-,Quelle est la nature principale des prestations de protection sociale en France?,Le versement de prestations sociales directement aux individus,L'accès à des services sociaux fournis gratuitement ou à prix réduit,Le remboursement des dépenses médicales par l'assurance maladie uniquement,La prise en charge des frais de logement par l'État sans condition,a
OIC-009-04-A,Quel est le principal facteur de croissance des dépenses de protection sociale en France en 2020?,L'augmentation des prestations de santé liées aux soins de ville,La mise en place de mesures de chômage partiel pour soutenir l'emploi,L'augmentation des prestations de retraite pour les générations du baby-boom,La hausse des indemnités journalières liées aux accidents du travail,b
OIC-009-04-A-,Quelles sont les principales sources de financement de la protection sociale selon le contenu éducatif?,Seulement les cotisations sociales,"Les cotisations sociales, les impôts et taxes affectés, et les contributions publiques de l'État",Les contributions publiques de l'État et les exonérations d'impôts,Les impôts sur les produits et les taxes sur les alcools uniquement,b
OIC-009-05-A,"Quelle branche du régime général de la sécurité sociale gère les risques de maladie, maternité, invalidité et décès ainsi que les accidents du travail et maladies professionnelles?",La branche Famille,La branche Vieillesse,"La branche Maladie, Accidents du travail et Risques professionnels",La branche Recouvrement des cotisations sociales,c
OIC-009-05-A-,Qui vote la loi de financement de la sécurité sociale?,Le Conseil d'État,Le gouvernement,Le parlement,Le Président de la République,c
OIC-009-06-A,Quelle est la définition principale de l’Objectif national des dépenses d’Assurance maladie (ONDAM)?,Le montant maximal des primes d’assurance maladie versées aux patients,Le budget annuel alloué aux soins de santé dans les établissements privés uniquement,"Le montant prévisionnel à ne pas dépasser en matière de soins de ville et d’hospitalisation, dans les établissements publics et privés ainsi que dans les centres médico-sociaux",Le pourcentage des dépenses de santé qui doit être financé par l’État,c
OIC-009-06-A-,Quel pourcentage de la population française est couvert par le régime général de la Sécurité sociale?,5%,20%,88%,95%,c
OIC-009-07-A,Quelle est la mission principale de l'assurance maladie du régime général?,La gestion des finances des établissements de santé,La prise en charge des soins dispensés aux assurés sociaux,La supervision des médecins généralistes,La création de nouveaux médicaments,b
OIC-009-07-A-,"Quel est le montant du ticket modérateur pour une consultation chez un médecin généraliste conventionné en secteur 1, si le tarif de la consultation est de 25 € et que l'Assurance Maladie rembourse 70 %?","7,50 €","17,50 €","8,50 €",25 €,a
OIC-009-08-A,Qui est le pivot du parcours de soins coordonnés?,Le spécialiste,L'assurance maladie,Le médecin traitant,Le patient,c
OIC-009-08-A-,Pour quelles affections l'assurance maladie exonère-t-elle le ticket modérateur selon le protocole ALD?,Toutes les maladies chroniques,"Les affections inscrites sur la liste ALD 30, les maladies graves hors liste ALD 31 et les polypathologies invalidantes ALD 32",Les affections traitées en milieu hospitalier uniquement,Les maladies de la famille ou des enfants,b
OIC-009-09-B,Quelle est la forme principale des prestations en espèces de l'assurance maladie?,Remboursement des frais de santé,Prise en charge à 100 % des examens médicaux,Indemnités journalières versées à partir du 4e jour d'arrêt de travail,Exonération du ticket modérateur,c
OIC-009-09-B-,Quelle est la définition principale de la recherche en santé?,Toutes les études visant à développer des traitements coûteux et peu accessibles,Toutes les études visant le développement des connaissances biologiques ou médicales,Les études menées uniquement dans les hôpitaux pour améliorer les soins,Les études sur les habitudes alimentaires et le mode de vie,b
OIC-009-10-B,Quelle est la définition principale de la méthodologie de la recherche en santé?,Un ensemble de techniques statistiques utilisées pour analyser les données,Un document écrit qui décrit les étapes d'une étude avant son lancement,Un ensemble d'étapes élémentaires à mettre en œuvre pour acquérir de nouvelles connaissances en santé,Un processus de validation des résultats d'une étude clinique,c
OIC-009-10-B-,Quel est le principal texte de loi réglementant la recherche clinique en France?,La loi Informatique et Libertés,La loi Jardé,Le code civil,Le code de la santé publique,b
OIC-009-11-A,Quels arguments épidémiologiques sont utilisés pour justifier une problématique de recherche?,Le coût des traitements et la disponibilité des médicaments,"La fréquence, la gravité du problème de santé, les facteurs de risque et les coûts",Les résultats d'études passées sur des populations similaires,L'efficacité des interventions déjà testées,b
OIC-009-11-A-,Quel est le rôle principal d'une hypothèse de recherche dans une étude scientifique?,Elle permet de définir le budget de l'étude,Elle sert à justifier le choix du lieu de l'étude,Elle guide la formulation de l'objectif principal et permet de vérifier une prévision a priori,Elle détermine le nombre exact de participants à recruter,c
OIC-009-12-B,Quel élément est essentiel pour adapter la méthodologie d'une étude de recherche en santé?,Le budget disponible pour l'étude,La précision des instruments de mesure,L'objectif poursuivi par l'étude,Le nombre de participants prévus,c
OIC-009-12-B-,Quelle est la principale caractéristique d'un échantillon représentatif de la population source?,Il est toujours composé de tous les individus de la population source,Il est sélectionné de manière aléatoire pour garantir la représentativité,Il est choisi selon des critères de convenance pour faciliter l'accès,Il est tiré au sort uniquement si une base de sondage est disponible,b
OIC-009-13-A,Quelle est une source de données issues des systèmes de surveillance épidémiologiques?,Études de terrain réalisées sur un échantillon aléatoire,Registres de morbidité,Enquêtes de satisfaction des patients,Réunions de professionnels de santé,b
OIC-009-13-A-,Quel est le critère principal à considérer pour évaluer la pertinence des données dans une étude de recherche en santé?,Le nombre total d'individus dans l'échantillon,La fréquence des événements observés,L'adéquation du critère avec l'objectif principal et sa signification clinique,La durée de suivi des participants,c
OIC-009-14-B,Quelle est la définition d'une variable aléatoire?,Une fonction qui attribue une valeur à chaque issue possible,Une mesure de la fréquence d'un événement,Un nombre fixe utilisé pour prédire un résultat,Une équation mathématique sans variable,a
OIC-009-14-B-,Quel paramètre de position représente la valeur la plus fréquemment retrouvée dans un ensemble de données?,Moyenne,Médiane,Mode,Variance,c
OIC-009-15-B,Quel est le principal objectif d'un test d'hypothèse en recherche en santé?,Déterminer si les résultats observés sont liés à un facteur d'exposition,Calculer la taille de l'échantillon nécessaire pour une étude,Inférer des résultats d'un échantillon à la population générale,Fixer le risque de première espèce à 5 %,c
OIC-009-15-B-,Quelle est la définition des données de survie?,Le délai entre l’inclusion dans l’étude et la fin du suivi,Le temps jusqu’à la survenue d’un événement quel qu’il soit,Le nombre total d’événements observés dans l’étude,La moyenne des durées de suivi des sujets,b
OIC-009-16-B,Quel est le rôle principal de l'ajustement dans une analyse statistique?,Il permet de mesurer l'association entre deux variables sans tenir compte des facteurs de confusion.,Il augmente la taille de l'échantillon pour améliorer la précision des résultats.,Il tient compte des facteurs de confusion pour identifier les effets des facteurs d'exposition indépendamment.,Il simplifie les calculs en supprimant tous les facteurs de risque.,c
OIC-009-16-B-,Quelle caractéristique fait que les données de santé sont considérées comme sensibles?,Elles sont toujours publiques et accessibles à tous,Elles peuvent être utilisées pour des fins commerciales sans consentement,Elles concernent des informations à caractère personnel et sont protégées par des lois,Elles sont générées uniquement par des appareils médicaux,c
OIC-009-17-A,Quel terme désigne le facteur d'intérêt dans une étude analytique ou expérimentale?,Facteur de risque,Facteur étiologique,Facteur d'exposition,Déterminant de santé,c
OIC-009-17-A-,Quelle est la différence entre population cible et population source?,"La population cible est celle à partir de laquelle on recueille les données, et la population source est celle sur laquelle on s'interroge.","La population cible est celle sur laquelle on s'interroge, et la population source est celle à partir de laquelle l'étude se déroule.",La population cible et la population source sont les mêmes en pratique.,"La population cible est un sous-ensemble de l'échantillon, et la population source est le groupe d'individus étudiés.",b
OIC-009-18-A,Quel est le principal avantage d'une enquête cas-témoins par rapport aux autres études observationnelles?,Elle permet de suivre les sujets pendant une période prolongée,Elle est toujours prospective et ne nécessite pas de recueil rétrospectif,Elle permet de sur-représenter les cas rares dans l'échantillon,Elle permet d'estimer la prévalence d'un phénomène de santé au moment de l'étude,c
OIC-009-18-A-,Quelle est la caractéristique principale d'une étude cas-témoins nichée?,Les cas et témoins sont sélectionnés indépendamment de la cohorte initiale,Les cas et témoins sont choisis parmi les sujets d'une cohorte déjà constituée,L'étude ne nécessite pas de recueil de données rétrospectives,Tous les sujets de la cohorte sont recontactés pour des données individuelles,b
OIC-009-19-B,Quelle est la définition du risque en recherche en santé?,Proportion des cas d'une maladie dans une population à un moment donné,Nombre de nouveaux cas parmi une population pendant une période donnée,Probabilité qu'un événement comme une maladie survienne dans une population pendant une période donnée,Intervalle de confiance autour d'une estimation de fréquence,c
OIC-009-19-B-,Quel est le but principal de la standardisation dans les enquêtes descriptives?,Réduire le coût des études épidémiologiques,Comparer des populations ayant des structures d’âge et de sexe différentes,Calculer le taux de mortalité global sans ajustement,Mesurer l’impact des facteurs environnementaux uniquement,b
OIC-009-20-B,Quelle mesure d'association indique la différence entre la probabilité d'être malade dans le groupe exposé et celle dans le groupe non exposé?,Odds Ratio,Risque relatif,Réduction absolue de risque,Nombre de sujets à traiter,c
OIC-009-20-B-,Quel est le principal avantage de l'odds ratio par rapport au risque relatif dans les études cas-témoins?,Il peut être calculé même lorsque le phénomène de santé est rare.,Il est toujours égal au risque relatif dans les études de cohorte.,"Il peut être estimé dans toutes les études, y compris les cas-témoins.",Il ne nécessite pas d'intervalle de confiance.,c
OIC-009-21-A,Quel paramètre augmente la puissance d'une étude lorsque sa valeur augmente?,La taille de l'échantillon,La variabilité des observations,Le risque beta,Le risque alpha,a
OIC-009-21-A-,Pourquoi le nombre de sujets nécessaire doit-il être calculé a priori dans une étude?,Pour éviter les erreurs de mesure lors de la collecte des données,Pour garantir la précision de l’estimation dans les études descriptives,Pour assurer une puissance statistique suffisante dans les études analytiques et expérimentales,Pour réduire le coût de l’étude sans compromettre la validité,b
OIC-009-22-B,Quelle est la différence principale entre erreur aléatoire et erreur systématique?,L'erreur aléatoire est due au hasard et l'erreur systématique n'est pas due au hasard,L'erreur aléatoire est indépendante de la taille d'échantillon et l'erreur systématique dépend de la taille d'échantillon,L'erreur aléatoire augmente avec la taille de l'échantillon et l'erreur systématique diminue avec la taille de l'échantillon,L'erreur aléatoire est due à des erreurs de mesure et l'erreur systématique est due à des erreurs de sélection,a
OIC-009-22-B-,Quel est l'effet d'un biais de sélection non différentiel sur les résultats d'une étude?,Il oriente le résultat en faveur de l'hypothèse alternative de différence.,Il augmente la puissance de l'étude.,Il entraîne une perte de puissance et tend vers l'hypothèse nulle.,Il n'affecte pas la validité de l'étude.,c
OIC-009-23-A,Quelle est la définition d'un facteur d'interaction dans une étude de santé?,Un facteur qui masque l'association entre une exposition et un phénomène de santé,Un facteur qui modifie l'effet d'une exposition selon un autre facteur,Un facteur qui augmente la taille de l'échantillon étudié,Un facteur qui corrige les biais de sélection,b
OIC-009-23-A-,Quel est le sens du jugement de signification statistique?,Il permet de déterminer si une différence observée est due à un biais systématique.,Il évalue la probabilité que la différence observée soit due au hasard.,Il mesure la taille de l'effet dans la population cible.,Il calcule le nombre d'échantillons nécessaires pour obtenir des résultats fiables.,b
OIC-009-24-B,Quel critère de causalité de Bradford Hill est essentiel pour établir une relation temporelle entre l'exposition et le phénomène de santé?,Force de l'association,Spécificité de la relation,Absence d'ambiguïté temporelle,Cohérence externe,c
OIC-009-24-B-,Quel est l'ensemble des facteurs environnementaux auxquels un individu est exposé au cours de sa vie?,Génome humain,Exposome,Phénome,Microbiome,b
OIC-009-25-B,Quel est le rôle du comité de lecture dans le processus de publication d'un article scientifique?,Il rédige l'article pour le chercheur.,Il publie l'article directement sans évaluation.,Il évalue la qualité de l'article par des spécialistes du domaine.,Il décide du prix de publication de l'article.,c
OIC-009-25-B-,Quelle propriété d'un test dépend de la prévalence de la maladie dans la population étudiée?,Sensibilité,Spécificité,Valeur prédictive positive,Rapport de vraisemblance positif,c
OIC-009-26-B,Quelle est la définition d'une maladie rare selon le Règlement européen sur les médicaments orphelins?,Une maladie qui affecte plus d’une personne sur 2 000,Une maladie qui affecte exactement une personne sur 2 000,Une maladie qui atteint moins d’une personne sur 2 000,Une maladie qui touche au moins 1 % de la population,c
OIC-009-26-B-,Quel est l'objectif principal du Plan National Maladies Rares 3 (PNMR3)?,Favoriser la recherche sur les maladies fréquentes,Assurer un diagnostic précis de maladie rare dans un délai de moins d'un an,Réduire le nombre de centres de référence maladies rares,Éliminer les associations de malades,b
OIC-009-27-B,Quelle est la cause principale de l'hémochromatose liée au gène HFE?,Déficit de production d'hepcidine,Surproduction de transferrine,Absorption excessive de fer due à une résistance à l'hepcidine,Déficit en ferritine sérique,a
