id,question,option_a,option_b,option_c,option_d,correct_option
OIC-006-02-A,Quelle est la principale question éthique liée au refus de soin par le patient?,La continuité des soins,La conscience personnelle,Le principe de bienfaisance,Le principe de proportionnalité,c
OIC-006-02-A-,Quel est le rôle principal de la personne de confiance selon le contenu?,Assister le patient dans ses démarches de soins,Rappeler le patient à son médecin,Témoigner des désirs du patient,Rappeler le patient à son proche,c
OIC-006-03-A,Quelle est la définition principale de la vulnérabilité selon le texte?,a,b,c,d,a
OIC-006-03-A-,Quelle est la nature juridique de la personne en capacité d’exercer tous les actes de la vie civile?,a,b,c,d,a
OIC-006-04-B,La sauvegarde de justice :,a,b,c,d,a
OIC-006-04-B-,Quelle personne peut être déclarée comme demandeur d’un dossier d’ouverture d’une mesure de protection?,Le majeur concerné lui-même,"Son conjoint (époux, concubin…)",La personne qui exerce déjà à l’égard du majeur concerné une mesure de protection juridique,Le procureur de la République,a
OIC-006-05-A,Ce droit illustre l’éthique de responsabilité de la profession médicale ===,a,b,c,d,c
OIC-006-05-A-,Quelle est la condition sous laquelle l'interruption de grossesse peut avoir lieu sans limitation de délai selon la loi?,Si la poursuite de la grossesse met en péril grave la santé de la femme,Si la femme présente une pathologie incompatible avec la grossesse,Si l'enfant à naître est atteint d'une affection d'une particulière gravité reconnue comme incurable,Si l'interruption est nécessaire pour un motif médical,a
OIC-006-06-A,Quelle est la principale attestation par le CPDPN lorsqu'une anomalie fœtale est détectée?,La femme décide d'interrompre la grossesse,Le médecin décide d'interrompre la grossesse,Le CPDPN atteste qu'il existe une forte probabilité d'une maladie grave,Le médecin décide d'interrompre la grossesse,c
OIC-006-06-A-,"Quelle option correspond à la pratique du DPI en France, qui est autorisée à titre exceptionnel?",a,b,c,d,a
OIC-006-07-A,Quelle est la question éthique principale liée à la fin de vie selon le contenu?,Autonomie,Dignité,Information,Euthanasie,a
OIC-006-07-A-,Quelle est la définition principale de la limitation des soins dans le cadre de la fin de vie?,La limitation des soins est une mesure de soins prolongés.,La limitation des soins est une mesure de soins dits palliatifs.,La limitation des soins est une mesure de soins dits palliatifs et prolongés.,La limitation des soins est une mesure de soins dits palliatifs et d’arrêt.,c
OIC-006-08-A,Quelle est la décision principale du médecin lorsqu'une personne ne peut plus s'exprimer?,a,b,c,d,a
OIC-006-08-A-,Quelle est la définition principale de la personne de confiance en fin de vie?,Une personne qui prend soin du patient,Une personne qui s’exprime seul dans les décisions,Une personne qui est consultée lors de la décision,Une personne qui est responsable des soins,c
OIC-008-01-A,Quel principe éthique est mis en avant lors de la définition de la RIPH?,a,b,c,d,a
OIC-008-01-A-,Quelle est la principale condition juridique pour garantir le consentement éclairé chez un sujet analphabète ou ne comprenant pas la langue?,a,b,c,d,a
OIC-008-02-B,Quel principe éthique est inscrit dans les lois françaises concernant le don d'organes?,a,b,c,d,a
OIC-008-02-B-,Quelle est la définition de la mort selon le contenu?,La mort est que résultante d’un accord social,La mort est que résultante d’un accord social (variable au fil du temps),La mort est que résultante d’un accord social (variable au fil du temps),La mort est que résultante d’un accord social (variable au fil du temps),a
OIC-008-03-B,Quelle personne peut être donneur vivant selon la loi?,Le conjoint,Le frère,Les cousins germaines,La moelle,c
OIC-008-03-B-,Qu'appelle-t-on produits et éléments du corps humain?,elements,produits,phanères,sang,b
OIC-009-01-A,Quelle est la condition pour l'identification d'une personne par ses empreintes génétiques dans le cadre de soins ou de recherche médicale?,Dans le cadre de mesures d'enquête ou d'instruction diligentées lors d'une procédure judiciaire,Dans le cadre de tests de paternité,Dans les conditions prévues à l'article L.2381-1 du Code de la défense,Dans les conditions mentionnées précédemment,c
OIC-009-01-A-,Quelle est la fonction principale du corps selon les sociologues comme Pierre Bourdieu?,a,b,c,d,c
OIC-009-02-A,Quelle est la description correcte de l'expérience corporelle selon le contenu?,La douleur est un phénomène physique.,La douleur est un phénomène physique nécessitant une intervention médicale.,La douleur est un fait d'existence qui modifie l'identité.,La douleur est une fonction physique.,c
OIC-009-02-A-,Quelle technique est mentionnée comme une méthode de réductionnisme dans le contexte des pratiques cliniques?,a. Thermomètre,b. Imagerie médicale,c. Imagerie et thermomètre,d. Imagerie seule,c
OIC-009-03-A,Quelle est la définition de la protection sociale selon le contenu éducatif?,L'ensemble des mécanismes de protection accordés par une société à ses membres pour leur permettre de faire face aux risques sociaux de l'existence et à leurs conséquences financières.,Les risques sociaux sont des situations susceptibles de compromettre la sécurité financière d'un individu ou de sa famille en provoquant une baisse de ses ressources ou une hausse des dépenses.,La logique d'assurance sociale vise à prémunir les assurés contre une perte de revenus liée aux risques sociaux.,La logique de protection universelle couvre certaines catégories de dépenses pour tous les individus.,a
OIC-009-03-A-,La protection sociale repose sur :,le versement de prestations sociales directement aux individus,le versement de prestations sociales en espèces avec des revenus de remplacement,l'accès à des prestations de services sociaux fournis gratuitement ou à des prix réduits,le remboursement des soins de santé ou le financement direct de services,a
OIC-009-04-A,Quelle est la principale cause de la croissance des dépenses de protection sociale en France en 2020?,la baisse des salaires réels,l’arrivée à la retraite des générations du baby-boom,l’augmentation des salaires des salariés dans les structures,la baisse du volume de soins en dehors des soins liés à la crise,c
OIC-009-04-A-,Quelle est la source principale des ressources de la protection sociale en 2020?,Les cotisations sociales,Les ressources fiscales,Les contributions publiques de l'état,Les cotisations d'assurance maladie-maternité-invalidité-décès,c
OIC-009-05-A,Quelle est la structure principale du régime général selon le texte?,a,b,c,d,a
OIC-009-05-A-,Quelle est la nature de la loi de financement de la Sécurité Sociale (LFSS)?,Une loi de finances,Une loi de santé,Une loi de financement et non de finances,Une loi de protection sociale,c
OIC-009-06-A,Quelle est la définition principale de l’ONDAM selon le contenu éducatif?,La sécurité sociale,L’assurance maladie,Les assurances complémentaires,La complémentaire santé solidaire (CSS),a
OIC-009-06-A-,Quelle est la majorité des bénéficiaires des régimes spéciaux en France?,les fonctionnaires et les magistrats,les employés de l’Opéra de Paris,les résidents,les exploitants agricoles,c
OIC-009-07-A,Quelle est la mission principale de la Caisse nationale d'assurance maladie (CNAM)?,La prise en charge des soins dispensés aux assurés sociaux,La formation des professionnels de santé,La maîtrise médicalisée des dépenses,La réduction des coûts de santé,a
OIC-009-07-A-,Quel est le nom de la participation forfaitaire?,a,b,c,d,a
OIC-009-08-A,Quelle est la fonction principale du médecin traitant en ce qui concernait la coordination des soins?,Assure les soins régulièrement,Oriente le patient dans le parcours de soins coordonnés,Assure une prévention personnalisée,Gère le dossier médical,b
OIC-009-08-A-,Quelle condition spéciale permet d'exonérer le ticket modérateur pour les soins ALD?,30 affections de longue durée,Hors liste des 30 ALD,Une maladie non présente sur la liste des 30 ALD,Une maladie polypathologie à l'origine,a
OIC-009-09-B,Les prestations en espèces sont un revenu de remplacement. Elles sont par exemple servies sous la forme d'indemnités journalières (IJ) et constituent un revenu de remplacement pour les personnes salariées placées en arrêt de travail.,a,b,c,d,a
OIC-009-09-B-,Quelle est la fonction principale des opérateurs dans la recherche en santé?,a,b,c,d,a
OIC-009-10-B,Quelle est la nature du protocole dans le cadre de la recherche en santé?,a,b,c,d,a
OIC-009-10-B-,Quelle catégorie de recherches est soumise à l’obtention d’une autorisation par un CPP?,RIPH catégorie 1,RIPH catégorie 2,RIPH catégorie 3,Toutes les recherches,c
OIC-009-11-A,Quels éléments sont mentionnés comme utiles à la définition d'une problématique de recherche?,épidémiologiques,état actuel des connaissances,a priori,coûts,c
OIC-009-11-A-,Quel est l'objectif principal d'une recherche en santé?,a,b,c,d,a
OIC-009-12-B,Quelle est la méthode qui suit les critères de jugement (outcome) et les facteurs d'exposition étudiés?,a,b,c,d,c
OIC-009-12-B-,Quelle méthode permet de sélectionner un échantillon représentatif de la population source en cas d'existence d'une base de sondage?,Recrutement exhaustif,Tirage au sort,Sondage stratifié,Échantillon de convenance,c
OIC-009-13-A,Quelle est la nature des données recueillies à partir des systèmes de surveillance épidémiologiques?,d'une étude ad hoc,d'une base de données de santé,d'une source de données d'enregistrement continu,d'une base médico-administrative,c
OIC-009-13-A-,Quelle est la pertinence principale des données recueillies?,a,b,c,d,a
OIC-009-14-B,Quel est le rôle des probabilités dans les phénomènes aléatoires?,Modélisent des phénomènes aléatoires dont les issues sont connues,Modélisent des phénomènes aléatoires dont les issues sont connues et on peut prédire la valeur,Modélisent des phénomènes aléatoires dont les issues sont incertaines,Modélisent des phénomènes aléatoires dont les issues sont incertaines et on peut prédire la valeur,c
OIC-009-14-B-,Quelle est la méthode de calcul pour déterminer la moyenne d'une population?,Moyenne,Mode,Quantile,Écart-type,a
OIC-009-15-B,Quelle est la nature de l'inférence en recherche en santé?,Une extrapolation des résultats observés sur échantillon à la population dont il est issu,Une estimation des risques de se tromper en concluant que ce résultat n'est pas lié au hasard,Une hypothèse nulle et alternative,Une analyse des données indépendantes,a
OIC-009-15-B-,"Les données de survie sont un terme générique utilisé pour décrire le délai jusqu’à la survenue d’un évènement quel qu’il soit, incluant les censures.",a,b,c,d,c
OIC-009-16-B,Quelle est la méthode d'analyse multivariée utilisée pour identifier les facteurs d'exposition étudiés indépendamment liés au phénomène?,a,b,c,d,c
OIC-009-16-B-,Quelle est une des principales motivations pour protéger les données personnelles de santé?,Pour garantir la vie privée des personnes,Pour faciliter la collecte de données,Pour améliorer les services de santé,Pour élargir les données disponibles,a
OIC-009-17-A,"Dans une étude expérimentale, quel est le terme utilisé pour désigner l’intervention exposée aux participants?",facteur d’exposition,facteur étiologique,facteur pronostique,facteur de risque,c
OIC-009-17-A-,Quelle est la meilleure description de la population cible?,Population cible,Population source,Échantillon,Population source,a
OIC-009-18-A,Quelle caractéristique d'une enquête de cohorte permet de suivre un échantillon de sujets pendant un temps?,critère de jugement binaire : non atteints du phénomène de santé étudié et de relever le nombre de nouveaux cas qui apparaissent au cours du temps.,"critère de jugement quantitatif : de suivre l'évolution du critère de jugement (ex. charge virale, niveau de dépression, etc.) dont on connaît le niveau à l’inclusion.",le suivi postérieur à l’inclusion : ce qui caractérise une cohorte c’est ce suivi des sujets (= étude longitudinale),le suivi des sujets depuis leur inclusion pendant une durée en général déterminée pour l’étude pour collecter des données postérieures à l’inclusion.,c
OIC-009-18-A-,Quelle est la méthode de recherche qui permet de collecter des données sur des expositions spécifiques sans recueillir toutes les données de la cohorte originale?,Étude cas-témoins nichée,Étude cas-cohorte,Étude quasi-expérimentale,Étude sur données groupées,c
OIC-009-19-B,Quelle est la définition correcte de 'Risque'?,a,b,c,d,a
OIC-009-19-B-,Quel est le principal objectif de la standardisation pour comparer des mesures de fréquence?,Définir les caractéristiques de la population étudiée,Préciser la structure d’âge et de sexe de la population,Calculer le taux d’incidence standardisé,Analyser les variations entre les populations,c
OIC-009-20-B,Quelle mesure d'association brutes est calculée sans tenir compte des facteurs de confondre?,Coefficient de corrélation linéaire (r),Coefficient de détermination (r²),Différence de moyennes entre les deux groupes,Hazard Ratio (HR),a
OIC-009-20-B-,Quelle est la meilleure description de l'OR?,Rapport de cotes d’être ou non malade selon l’existence ou l’absence d’exposition,Rapport de la probabilité d’être malade si on est exposé sur la probabilité d’être malade si on n’est pas exposé,Risque relatif,Intervalle de confiance,c
OIC-009-21-A,Quelle est la définition de la puissance d'une étude?,La capacité à rejeter l'hypothèse nulle quand elle est fausse,La capacité à montrer une absence de différence,La capacité à montrer une association si elle existe,La capacité à détecter une différence si elle existe,a
OIC-009-21-A-,Quel est le principe central pour déterminer le nombre de sujets nécessaires à une étude?,a,b,c,d,a
OIC-009-22-B,Quelle est la source d'erreur qui est liée à la fluctuation d'échantillonnage et à la taille de l'échantillon?,Erreur aléatoire,Erreur systématique,Biais de sélection,Biais de confusion,a
OIC-009-22-B-,Quelle est la nature du biais de sélection qui se produit lorsque la population de l'étude n'est pas un échantillon représentatif de la population d'intérêt?,a,b,c,d,a
OIC-009-23-A,Quelle est la définition de l'interaction dans le contexte de la recherche en santé?,Une association entre une exposition et un phénomène de santé qui varie en fonction d'un facteur.,Une association entre une exposition et un phénomène de santé qui reste constant.,Une association entre une exposition et un phénomène de santé qui varie en fonction d'un facteur.,Une association entre une exposition et un phénomène de santé qui ne varie pas.,c
OIC-009-23-A-,Quelle est la définition du 'jugement de signification statistique'?,Un résultat est significatif si la valeur de p est inférieure à un seuil déterminé.,Un résultat est significatif si la valeur de p est plus grande qu'un seuil déterminé.,Un résultat est significatif si la valeur de p est égale au seuil déterminé.,Un résultat est significatif si la valeur de p est plus grande qu'un seuil de fluctuation.,a
OIC-009-24-B,Quelle des options décrit correctement le critère de causalité interne à l'étude?,Association statistique entre l'exposition et le phénomène étudié,Force de l'association,Relation de type 'dose-effet',Absence d'ambiguïté temporelle,a
OIC-009-24-B-,Quelle des nouvelles sources de données est mentionnée comme exemple dans le contenu éducatif?,microbiome,transcriptome,phénome,métabolome,a
OIC-009-25-B,Quel est le processus qui évalue la qualité d'un article scientifique?,a,b,c,d,a
OIC-009-25-B-,Quelle est la valeur principale mentionnée dans le texte concernant la probabilité pré-test d'un individu être malade?,a,b,c,d,a
OIC-009-26-B,Quelle est la prévalence d'une maladie rare selon le Règlement européen sur les médicaments orphelins?,plus de 1/2000,au moins 1/2000,au moins 1/2000,au moins 1/2000,a
OIC-009-26-B-,Quelle est la structure principale du PNMR3 selon le contenu éducatif?,a,b,c,d,a
OIC-009-27-B,Quelle maladie génétique est liée à une déformation des globules rouges et à une anémie chronique?,Hémochromatose,Hémophilie,Dystrophie musculaire de Duchenne,Thalassémies,c
OIC-009-27-B-,Quelle est la valeur exacte du nombre de patients atteints de maladie rare en France?,7000,80%,350 millions,75%,c
OIC-010-01-A,Quelle est la période de l’errance diagnostique?,Avec des tests complémentaires,Sans tests complémentaires,Avec des tests de diagnostic,Sans tests de diagnostic,c
OIC-010-01-A-,Quelle est la fonction principale des associations de personnes avec maladies rares?,Aider à s'informer,S'assurer de la prise en charge médicale,Relais des patients,Développer des protocoles nationaux,c
OIC-010-02-B,Quelle option correspond à une complication intra-utérine non évolutive dans le premier trimestre?,a,b,c,d,c
OIC-010-02-B-,Quelle est la prise en charge psychologique proposée en cas de Fausse couche?,traitement médical,hospitalisation,prise en charge psychologique proposée,dilatation du col,c
OIC-010-03-B,Quelle est la complication la plus probable à l'origine d'une GEU symptomatique?,instabilité hémodynamique,défense abdominale,hémopéritoine à l'échographie,ne pas déterminer,a
OIC-010-03-B-,Quelle est une des signes cliniques en faveur d'un placenta praevia (PP)?,Hémorragie abondante et récidivante,Uterus souple et indolore,Hémorragie peu abondante et noirâtre,Douleurs utérines permanentes,a
OIC-019-01-A,Quelle est la définition de l'hémorragie du post partum (HPP)?,a,b,c,d,a
OIC-019-01-A-,Quelle option correspond à la prise en charge de l'hémorragie avant l'expulsion du placenta?,révision utérine,délivrance artificielle en urgence,suture des déchirures périnéales,inspection sous valves des voies génitales basses,b
OIC-019-02-A,Quelle est la méthode de prévention de l'HPP selon le contenu éducatif?,systématique,administration prophylactique d'oxytocine (APO),mise en place d'un sac de recueil des pertes sanguines,surveillance systématique pendant 2 heures,b
OIC-019-02-A-,Quelle est la définition de l'hypertension artérielle (HTA) gravidique (HTAg) selon le contenu?,HTA apparue après 20 SA sans protéinurie,HTA apparue après 20 SA avec protéinurie,HTA apparue après 20 SA sans protéinurie et disparaissant avant la fin de la 6e semaine du post-partum,HTA chronique,c
OIC-019-03-B,Quelle est la fréquence de l’HTA pendant la grossesse?,5%,15%,10%,20%,c
OIC-019-03-B-,Quel examen est indispensable pour éliminer une pré-éclampsie en cas d’HTA gravidique?,La recherche d'une protéinurie SD-212 sur échantillon (>1 croix à la BU),Un ratio P/C supérieur à 30 signe une protéinurie positive et devra être suivie d'une quantification par analyse de la protéinurie des 24h,Une échographie obstétricale + Doppler,Un recueil des urines de 24 heures (> 300 mg/24 h),b
OIC-019-04-B,Quelle est une complication maternelle associée à l'HTA gravidique?,crise d'éclampsie,HELLP syndrome,coagulation intravasculaire disséminée (CIVD),insuffisance rénale aiguë,c
OIC-019-04-B-,Quelle des suivantes est une criterion de sévérité associée à une hypertension sévère?,HTA sévère (PAS ≥ 160 mmHg et/ou PAD ≥ 110 mmHg),Protéinurie > 3g/24h,Créatinémie ≥ 90 µmol/L,Oligurie ≤ 500 mL/24h ou ≤ 25 mL/h,a
OIC-019-05-A,Quelle est la bonne réponse à la question sur l'objectif de la prise d'un antihypertenseur chez une femme enceinte?,a,b,c,d,c
OIC-019-05-A-,Quelle est une mesure de surveillance renforcée dans le suivi de la grossesse?,a) un carnet de suivi « Grossesse et HTA »,b) une consultation tous les 10 jours environ,c) une échographie mensuelle,d) une bilan biologique régulier,a
OIC-019-06-B,Quelle option correspond à la surveillance étroite et à l'arrêt progressif du traitement antihypertenseur?,a,b,c,d,c
OIC-019-06-B-,Quelle est la prévention principale mentionnée dans le contenu?,a,b,c,d,a
OIC-019-07-B,Quelle est la complication principale liée à l'HTA gravidique selon le contenu?,risque d'HTA chronique,risque accru de pathologies cardiovasculaires et rénales,risque d'HTA chronique et d'pathologies cardiovasculaires et rénales,risque d'HTA chronique et d'HTA chronique,b
OIC-019-07-B-,Quelle affirmation décrit la définition de la menace d'accouchement prématuré (MAP)?,La MAP est associée aux modifications cervicales et aux contractions utérines régulières et douces avant 37 SA.,La MAP est associée aux modifications cervicales et aux contractions utérines régulières et douces après 37 SA.,La MAP est associée aux modifications cervicales et aux contractions utérines régulières et douces avant 22 SA.,La MAP est associée aux modifications cervicales et aux contractions utérines régulières et douces après 22 SA.,a
OIC-019-08-A,Quelle est la cause principale mentionnée dans le texte concernant les grossesses rapprochées?,a,b,c,d,c
OIC-019-08-A-,Quel examen permet de confirmer une rupture prématurée des membranes?,bilan bactériologique,ECBU,RCF,PAMG-1,c
OIC-019-09-A,Quelle est la méthode de traitement pour les complications de la grossesse prématurée?,Antibiothérapie uniquement si infection diagnostiquée,Antibiothérapie prophylaxie courte systématique,Symptômes comme la tocolyse pendant 48 heures,Mesures symptomatiques comme l'entretien pédiatrique,b
OIC-019-09-A-,"- Supprimer les facteurs de risque (tabac, toxiques, arrêt de travail [[Prévention des risques fœtaux SD-312]]; [[Prévention des risques liés au tabac SD-314]]; [[Prévention des risques professionnels SD-315|Prévention des risques liés à l'alcool SD-313;]] )",a,b,c,d,a
OIC-019-10-A,Quelle option correspond à un signe d'appel évocateur spécifique en cas de fièvre au cours de la grossesse?,a,b,c,d,a
OIC-019-10-A-,Quelle est une option correcte pour le bilan en cas de fièvre au cours de la grossesse?,"hémocultures (si fièvre > à 38,5 °C avec recherche de ''Listeria M'')","sérologies selon  contexte (rubéole, toxoplasmose, hépatite, CMV, VIH, PB19)","autres selon signes d’orientation : PCR COVID, test rapide grippe, streto test",RCF et tocométrie,a
OIC-019-11-A,Quelle est la première étape de traitement pour une fièvre pendant la grossesse?,Antibiothérapie préventive,"Surveillance étroite : température, CU + /- col utérin, RCF",Pyélonéphrite : cf [[Connaître les particularités de l'infection urinaire au cours de la grossesse]],"Listériose : monocytogenes : amoxicilline 6 g/j par voie IV, si allergie : érythromycine per os ou vancomycine IV",a
OIC-019-11-A-,Quelle est la cause principale de la douleur abdominale aiguë chez une femme enceinte?,Hématome rétroplacentaire,Rupture utérine,Chorio-amniotite,HELLP syndrome,a
OIC-019-12-A,Quelle est la cause principale de la douleur abdominale aiguë chez une femme enceinte selon la description?,a,b,c,d,a
OIC-019-12-A-,Quelle action clinique est la plus appropriée lors d'une douleur abdominale aiguë chez une femme enceinte en contexte d'urgence extrême?,Prise de température,"Palpation abdominale, fosse lombaire",Toucher vaginal / speculum : modification cervicale,Analyse de la bandelette urinaire,c
OIC-019-13-B,Quelle étape de l'examen clinique est principalement réalisée lors de la prise en charge d'une douleur abdominale aiguë chez une femme enceinte?,Évaluation des symptômes gynécologiques,Prise en charge de la douleur via des médicaments,Examen des douleurs abdominales,Prise en charge de la douleur via des médicaments,c
OIC-019-13-B-,Quelle est la particularité de l'échographie abdomino-pelvienne en cas de grossesse?,Peu performante,Dilatation pyélocalicielle modérée < 20 mm,Dilatation pyélocalicielle modérée > 20 mm,Observée à gauche,a
OIC-020-01-A,Quelle est la définition de l’infection materno-fœtale (IMF)?,Infections fœtales = feto-maternal pathologies,Infections fœtales = infections fœtopathies,Infections post-natales qui peuvent être symptomatiques dès les 1ers jours,Infections fœtales = infections fœtopathies,a
OIC-020-01-A-,Les principales causes d'infections maternité-fœtales sont :,Bactéries,Streptocoque groupe B : 1<sup>ère</sup> cause d’infection néonatale bactérienne précoce,Virus,Listériose : 3<sup>ème</sup> cause d’infection néonatale bactérienne précoce,c
OIC-020-02-A,Quelle est la source de contamination principale dans la grossesse selon la voie vaginale?,"Voie vaginale, ascendante","Voie hématogène, avec transmission transplacentaire","Voie vaginale, descendante","Voie hématogène, avec transmission par la mère",a
OIC-020-02-A-,"La transmission materno-fœtale augmente avec l'âge gestationnel, quelle est la valeur exacte?",10%,20%,40%,70%,c
OIC-020-03-A,La surveillance d'une femme enceinte pour la toxoplasmose est réalisée par __________ mensuellement : la recherche d'IgG et IgM de la toxoplasmose est obligatoire à la déclaration de grossesse.,[[Interprétation d'un résultat de sérologie SD-236|dépistage sérologique]],la recherche d'IgG et IgM de la toxoplasmose,la recherche d'IgG et IgM de la toxoplasmose,la recherche d'IgG et IgM de la toxoplasmose,a
OIC-020-03-A-,Quelle est la principale prévention hygiénique mentionnée dans le contenu?,se laver les mains avant et après toute manipulation d'aliments,"consommer la viande bien cuite, préférer les aliments congelés",laver soigneusement crudités et salades,éviter les contacts avec les chats et port de gants pour nettoyer la litière du chat,a
OIC-020-04-B,La contamination du fœtus est transplacentaire et le virus de la rubéole est tératogène. Quelle est la réponse correcte?,a,b,c,d,a
OIC-020-04-B-,Quelle est la vaccination recommandée contre la rubéole congénitale?,a,b,c,d,a
OIC-020-05-B,Quelle est la transmission possible en fin de grossesse?,Aucune transmission,Transmission par contact,Transmission par l'air,Transmission par l'urine,a
OIC-020-05-B-,Quelle est la conséquence la plus grave de la rougeole maternelle pendant la grossesse?,a,b,c,d,a
