Unnamed: 0,id,question,question_comment,option_a,option_a_comment,option_b,option_b_comment,option_c,option_c_comment,option_d,option_d_comment,correct_option,content_raw,distractor_quality
218,OIC-049-08-B,Quels sont les facteurs qui influencent l'apparition de la pulsatilité de la GnRH?,"Cette question évalue la compréhension des facteurs qui influencent la puberté, en particulier la réactivation de la pulsatilité de la GnRH.",Seulement les facteurs génétiques,Cette option est incorrecte car les facteurs génétiques ne sont pas les seuls à influencer la puberté.,"Des facteurs neuroendocriniens, périphériques, génétiques, ethniques, nutritionnels et intercurrents",Cette option est correcte car elle recense tous les facteurs mentionnés dans le texte comme influençant la puberté.,Seulement les facteurs environnementaux,Cette option est incorrecte car les facteurs environnementaux ne sont pas les seuls à influencer la puberté.,Seulement les facteurs génétiques et ethniques,Cette option est incorrecte car elle ne prend pas en compte les autres facteurs mentionnés dans le texte.,b,"{{objectif de connaissance
|Identifiant=OIC-049-08-B
|Item_parent=Puberté normale et pathologique
|Item_parent_short=Puberté normale et pathologique
|Rang=B
|Intitulé=Citer des exemples qui illustrent l’influence des facteurs génétiques et environnementaux sur la puberté
|Description=None
|Rubrique=Physiopathologie
|Contributeurs=
|Ordre=8}}
Le déclenchement pubertaire est hypothalamique : réactivation de la pulsatilité de la GnRH (''Gonadotropin Releasing Hormone''). La GnRH stimule la sécrétion antéhypophysaire des gonadotrophines FSH (''Follicle Stimulating Hormone'') et LH (''Luteinising Hormone''). L'apparition de cette pulsatilité est modulée par des facteurs neuroendocriniens et périphériques, notamment la leptine produite par le tissu adipeux, des facteurs génétiques, ethniques, l'état nutritionnel, ou des pathologies intercurrentes.

Chez le garçon, la FSH est responsable de la croissance du volume testiculaire, la LH stimule la production de testostérone à l'origine du développement des caractères sexuels secondaires (verge, pilosité) ainsi que les modifications musculo-squelettiques.

Chez la fille, la LH et la FSH entraînent l'activation ovarienne et la production d'œstrogènes à l'origine du développement mammaire, utérovaginal et des OGE, puis l'apparition des premières règles (ménarche).

La pilosité pubienne est liée à la production d'androgènes gonadiques et surrénaliens.

L'augmentation des hormones sexuelles augmente la fréquence et de l'amplitude des pics de sécrétion d'hormone de croissance (GH), la vitesse de croissance staturale s'accélère (pic de croissance pubertaire).",False
219,OIC-049-09-A,Quelle est la définition de la puberté précoce et de la puberté avancée?,La question évalue la capacité à définir correctement la puberté précoce et la puberté avancée. Un piège courant est de confondre la puberté précoce avec la puberté avancée.,La puberté précoce est définie par un développement mammaire avant l'âge de 10 ans chez une fille ou une augmentation du volume testiculaire avant l'âge de 10 ans chez un garçon.,Cette option est incorrecte car elle utilise des âges de référence incorrects.,La puberté avancée est définie par un développement mammaire avant l'âge de 8 ans chez une fille ou une augmentation du volume testiculaire avant l'âge de 9 ans chez un garçon.,Cette option est incorrecte car elle inverse les définitions de la puberté précoce et de la puberté avancée.,La puberté précoce est définie par un développement mammaire avant l'âge de 8 ans chez une fille ou une augmentation du volume testiculaire avant l'âge de 9 ans chez un garçon. La puberté avancée est définie par un développement mammaire entre 8-9 ans chez la fille ou une augmentation du volume testiculaire entre 9-11 ans chez le garçon.,Cette option est correcte car elle définit correctement la puberté précoce et la puberté avancée.,La puberté précoce est définie par un développement mammaire entre 8-9 ans chez la fille ou une augmentation du volume testiculaire entre 9-11 ans chez le garçon.,Cette option est incorrecte car elle inverse les définitions de la puberté précoce et de la puberté avancée.,c,"{{objectif de connaissance
|Identifiant=OIC-049-09-A
|Item_parent=Puberté normale et pathologique
|Item_parent_short=Puberté normale et pathologique
|Rang=A
|Intitulé=Définir la puberté précoce et la puberté avancée
|Description=None
|Rubrique=Définition
|Contributeurs=
|Ordre=9}}
La puberté précoce est une situation pathologique, définie par un développement mammaire avant l'âge de 8 ans chez une fille ou une augmentation du volume testiculaire avant l'âge de 9 ans chez un garçon. La puberté avancée (entre 8-9 ans chez la fille et 9-11 ans chez le garçon) est une situation limite qui survient à un âge non précoce mais qui peut entraver le pronostic de taille adulte.

<br />",False
220,OIC-049-10-A,Quels sont les éléments recueillis lors d'un interrogatoire pour orienter vers une puberté précoce?,Cette question évalue la capacité à identifier les données essentielles recueillies lors d'un interrogatoire pour diagnostiquer une puberté précoce.,"Âges pubertaires des parents et de la fratrie, antécédent familial ou personnel",Cette option est correcte car elle inclut des informations importantes sur la famille et l'histoire personnelle qui peuvent influencer la puberté.,Tailles parentales avec calcul de la taille cible génétique,"Cette option est incorrecte car, même si les tailles parentales sont utiles, elles ne sont pas directement liées à la puberté précoce.","Signes visuels ou signes d'HTIC (céphalées, nausées, vomissements matinaux)","Cette option est incorrecte car, même si les signes visuels et les signes d'HTIC peuvent être importants, ils ne sont pas directement liés à la puberté précoce.",Analyse de la vitesse de croissance (courbe),"Cette option est incorrecte car, même si l'analyse de la vitesse de croissance est utile, elle ne constitue pas un élément essentiel de l'interrogatoire pour diagnostiquer une puberté précoce.",a,"{{objectif de connaissance
|Identifiant=OIC-049-10-A
|Item_parent=Puberté normale et pathologique
|Item_parent_short=Puberté normale et pathologique
|Rang=A
|Intitulé=Connaître les données de l’interrogatoire et de l’examen clinique orientant vers une puberté précoce
|Description=None
|Rubrique=Diagnostic positif
|Contributeurs=
|Ordre=10}}
'''Données de l’interrogatoire :''' âges pubertaires des parents et de la fratrie, âge de la ménarche de la mère, tailles parentales avec calcul de la taille cible génétique, antécédent familial ou personnel (RCIU, antécédents neurologiques, adoption, neurofibromatose de type 1 (NF1)), signes visuels ou signes d'HTIC (céphalées, nausées, vomissements matinaux), analyse de la vitesse de croissance (courbe).

'''Examen clinique''' : Examen complet, stade pubertaire (Tanner), taches cutanées, signes d’hyperandrogénie (acné, hirsutisme, hyperséborrhée, hypertrophie clitoridienne). 

<br />",False
221,OIC-049-11-A,Quels sont les deux principaux éléments à calculer pour évaluer la croissance d'un enfant?,Cette question évalue la compréhension de l'importance de la vitesse de croissance annuelle et de l'IMC dans l'évaluation de la croissance d'un enfant.,La vitesse de croissance annuelle et la taille,"Cette option est correcte car la vitesse de croissance annuelle est un indicateur important de la croissance d'un enfant, et la taille est un facteur clé dans l'évaluation de la croissance.",L'IMC et l'âge,Cette option est incorrecte car l'âge n'est pas un élément directement lié à la croissance d'un enfant.,La vitesse de croissance annuelle et l'âge,Cette option est incorrecte car l'âge n'est pas un élément directement lié à la croissance d'un enfant.,La taille et l'âge,"Cette option est incorrecte car la taille est un facteur clé, mais l'âge n'est pas un élément directement lié à la croissance d'un enfant.",a,"{{objectif de connaissance
|Identifiant=OIC-049-11-A
|Item_parent=Puberté normale et pathologique
|Item_parent_short=Puberté normale et pathologique
|Rang=A
|Intitulé=Savoir interpréter une courbe de croissance
|Description=None
|Rubrique=Diagnostic positif
|Contributeurs=
|Ordre=11}}
 


Calculer la vitesse de croissance annuelle, mesurer l’IMC

<br />",False
222,OIC-049-12-B,Quel est l'objectif de l'échographie pelvienne et de la radiographie de la main et du poignet dans une puberté pathologique?,"Cette question évalue la capacité à définir l'objectif de l'échographie pelvienne et de la radiographie de la main et du poignet dans une puberté pathologique, ce qui est un aspect clé de la prise en charge des patients présentant des troubles de la croissance.",Définir la puberté précoce et la puberté avancée,Cette option est incorrecte car elle ne concerne pas l'échographie pelvienne et la radiographie de la main et du poignet.,Connaître les données de l'interrogatoire et de l'examen clinique orientant vers une puberté précoce,Cette option est incorrecte car elle ne concerne pas l'échographie pelvienne et la radiographie de la main et du poignet.,Définir le retard pubertaire du garçon et de la fille,Cette option est incorrecte car elle ne concerne pas l'échographie pelvienne et la radiographie de la main et du poignet.,Connaître l'objectif de l'échographie pelvienne et de la radiographie de la main et du poignet dans une puberté pathologique,Cette option est correcte car elle correspond à l'objectif de l'échographie pelvienne et de la radiographie de la main et du poignet dans une puberté pathologique.,d,"{{objectif de connaissance
|Identifiant=OIC-049-12-B
|Item_parent=Puberté normale et pathologique
|Item_parent_short=Puberté normale et pathologique
|Rang=B
|Intitulé=connaître l’épidémiologie de la puberté précoce
|Description=None
|Rubrique=Epidémiologie
|Contributeurs=
|Ordre=12}}
La puberté précoce est beaucoup plus souvent centrale, et bien plus fréquente chez les filles que chez les garçons (environ 1000 pubertés précoces centrales en France par an chez des filles, et 100 chez des garçons). La puberté précoce est le plus souvent idiopathique chez la fille et organique chez le garçon.

<br />",False
223,OIC-049-14-B,Quelles sont les causes des pubertés précoces centrales?,Cette question évalue la compréhension des étiologies précises des pubertés précoces centrales. Il est important de noter que les options doivent être exactes et précises pour éviter les pièges courants.,"Processus intracrânien, séquellaire et idiopathique","Cette option est correcte car elle inclut les causes intracrâniennes, séquellaires et idiopathiques des pubertés précoces centrales.","Ovarienne/testiculaire, surrénalienne et exogène","Cette option est incorrecte car elle inclut les causes ovarienne/testiculaire, surrénalienne et exogène qui sont liées aux pubertés précoces périphériques, non centrales.","Hydrocéphalie, kyste arachnoïdien et irradiation crânienne",Cette option est correcte car elle inclut les causes non tumoraux intracrâniens des pubertés précoces centrales.,"Tumoral, non tumoral et séquellaire","Cette option est incorrecte car elle inclut les causes tumoraux et non tumoraux intracrâniens, mais pas les causes séquellaires.",a,"{{objectif de connaissance
|Identifiant=OIC-049-14-B
|Item_parent=Puberté normale et pathologique
|Item_parent_short=Puberté normale et pathologique
|Rang=B
|Intitulé=Connaître les étiologies précises des pubertés précoces
|Description=None
|Rubrique=Étiologies
|Contributeurs=
|Ordre=14}}

{| class=""wikitable""
|                        '''PP précoces centrales'''
|                         
|-
|                        Processus intracrânien
|                        Tumoral :  gliome du chiasma (NF1 ou non), hamartome

                        Non tumoral  : hydrocéphalie, kyste arachnoïdien
|-
|                        Séquellaire
|                        Méningite ou encéphalite

                        Irradiation crânienne
|-
|Idiopathique
|Diagnostic d'élimination
|-
|                        '''PP périphériques'''
|                         
|-
|                        Ovarienne/testiculaire
|                        McCune-Albright,  kyste ovarien, tumeur de la granulosa

                        Testotoxicose
|-
|                        Surrénalienne
|                        Hyperandrogénie sans  activation gonadotrope

                        Corticosurrénalôme
|-
|'''Exogène'''

'''Environnementale'''

'''Génétiques'''
|
|}
<br />",False
224,OIC-049-15-B,Quel est le test utilisé pour diagnostiquer et distinguer la puberté précoce centrale et périphérique?,Cette question évalue la compréhension de l'étiologie de la puberté précoce et les tests utilisés pour le diagnostic.,Mesure de la testostérone,Cette option est incorrecte car la mesure de la testostérone n'est pas utilisée pour diagnostiquer et distinguer la puberté précoce centrale et périphérique.,Gonadotrophines : FSH et LH de base et après stimulation (test au LH-RH/GnRH),Cette option est correcte car le test utilisé pour diagnostiquer et distinguer la puberté précoce centrale et périphérique est effectivement les gonadotrophines : FSH et LH de base et après stimulation (test au LH-RH/GnRH).,Mesure de l'œstradiol,Cette option est incorrecte car la mesure de l'œstradiol n'est pas utilisée pour diagnostiquer et distinguer la puberté précoce centrale et périphérique.,Mesure de l'inhibine B,Cette option est incorrecte car la mesure de l'inhibine B n'est pas utilisée pour diagnostiquer et distinguer la puberté précoce centrale et périphérique.,b,"{{objectif de connaissance
|Identifiant=OIC-049-15-B
|Item_parent=Puberté normale et pathologique
|Item_parent_short=Puberté normale et pathologique
|Rang=B
|Intitulé=Connaître le bilan biologique à prescrire en cas de puberté précoce avérée
|Description=None
|Rubrique=Étiologies
|Contributeurs=
|Ordre=15}}
Stéroïdes sexuels : testostérone chez le garçon, œstradiol peu contributif chez la fille


Inhibine B : augmentation au cours de la puberté chez le garçon.


Gonadotrophines : FSH et LH de base et après stimulation (test au LH-RH/GnRH). Permet le diagnostic et distingue puberté précoce centrale (LH détectable, pic LH) et périphérique (LH indétectable)


Âge osseux : appréciation de la maturation osseuse (début pubertaire=sésamoïde à 11 ans chez les filles et 13 ans chez les garçons). Il est le plus souvent avancé dans les pubertés précoces

<br />",False
225,OIC-049-17-A,Quels sont les éléments à prendre en compte lors d'un interrogatoire pour évaluer un retard pubertaire?,Cette question évalue la capacité à identifier les données importantes pour diagnostiquer un retard pubertaire.,"Âges pubertaires des parents et de la fratrie, antécédent familial d'infertilité, signes visuels ou signes d'HTIC",Ces éléments sont pertinents pour évaluer le risque de retard pubertaire.,"Tailles parentales avec calcul de la taille cible génétique, antécédent personnel de maladie chronique",Ces éléments sont également importants pour comprendre le contexte de l'enfant.,"Stade pubertaire (Tanner), dysmorphie, taches cutanées",Ces éléments sont pertinents pour évaluer la physiologie pubertaire de l'enfant.,"Vitesse de croissance et IMC (courbe), examen complet",Ces éléments sont importants pour évaluer la santé globale de l'enfant.,a,"{{objectif de connaissance
|Identifiant=OIC-049-17-A
|Item_parent=Puberté normale et pathologique
|Item_parent_short=Puberté normale et pathologiqueOIC-247-01-A
|Rang=A
|Intitulé=Connaître les données de l’interrogatoire et de l’examen clinique en faveur d’un retard pubertaire
|Description=None
|Rubrique=Diagnostic positif
|Contributeurs=
|Ordre=17}}
'''Données de l’interrogatoire :''' âges pubertaires des parents et de la fratrie, âge de la ménarche de la mère, tailles parentales avec calcul de la taille cible génétique, antécédent familial d’infertilité, de trouble de l’odorat (anosmie), antécédent personnel de maladie chronique, de cryptorchidie ou micropénis (reflet de l’expression congénitale), signes visuels ou signes d'HTIC, ralentissement/cassure staturale (courbe), anosmie, signes digestifs.

'''Examen clinique''' : stade pubertaire (Tanner, noter taille du pénis, cryptorchidie), dysmorphie, taches cutanées, vitesse de croissance et IMC (courbe), examen complet

<br />",True
226,OIC-049-19-A,Quels sont les deux grands cadres étiologiques des retards pubertaires?,"Cette question évalue la capacité à identifier les causes principales des retards pubertaires, qui sont essentielles pour un diagnostic et un traitement appropriés.",Les retards pubertaires sont causés par des problèmes de croissance ou de développement,"Cette option est incorrecte car les retards pubertaires sont principalement causés par des problèmes hormonaux, tels que des troubles hypothalamo-hypophysaires ou gonadiques.",Les retards pubertaires peuvent être causés par des troubles hypothalamo-hypophysaires ou gonadiques,"Cette option est correcte car les troubles hypothalamo-hypophysaires, tels que des tumeurs ou des maladies chroniques, et les troubles gonadiques, tels que des insuffisances ovarienne ou testiculaire, sont des causes courantes de retards pubertaires.",Les retards pubertaires sont uniquement causés par des problèmes de génétique,"Cette option est incorrecte car bien que les problèmes de génétique, tels que le syndrome de Klinefelter ou le syndrome de Turner, puissent contribuer à des retards pubertaires, ils ne sont pas les seules causes.",Les retards pubertaires sont causés par des problèmes de nutrition ou de santé générale,"Cette option est incorrecte car les retards pubertaires sont principalement causés par des problèmes hormonaux, tels que des troubles hypothalamo-hypophysaires ou gonadiques.",b,"{{objectif de connaissance
|Identifiant=OIC-049-19-A
|Item_parent=Puberté normale et pathologique
|Item_parent_short=Puberté normale et pathologique
|Rang=A
|Intitulé=Connaître les 2 grands cadres étiologiques des retards pubertaires : origines hypothalamo-hypophysaire ou gonadique
|Description=None
|Rubrique=Étiologies
|Contributeurs=
|Ordre=19}}

{| class=""wikitable""
|                        '''RP centraux'''
|                         
|-
|Hypothalamo  hypophysaires

                         
|                        Acquis :  tumoral (craniopharyngiome), fonctionnel (dénutrition, maladie chronique)

                        Congénitaux et génétique : hypogonadisme  hypogonadotrope avec (Kallmann) ou sans anosmie, panhypopituitarisme
|-
|                        Retard pubertaire simple
|                        Variante du  normal, diagnostic d’élimination
|-
|
|
|-
|                        '''RP périphériques'''
|                         
|-
|                        Insuffisance ovarienne

                        Insuffisance testiculaire
|                        Syndromes  de Turner 45,X

                        Syndrome de  Klinefelter 47,XXY
|}
<br />",False
227,OIC-049-20-B,Quelle est la caractéristique de la courbe de croissance précocité pubertaire?,Cette question évalue la compréhension de la courbe de croissance et de la puberté précoce. Attention aux options plausibles mais incorrectes.,Accélération de la vitesse de croissance à l'âge de 7 ans,Cette option est correcte car elle décrit une caractéristique de la courbe de croissance précocité pubertaire.,Ralentissement de la vitesse de croissance à l'âge de 10 ans,Cette option est incorrecte car elle décrit le contraire de ce qui se produit dans la courbe de croissance précocité pubertaire.,Perte de poids à l'âge de 12 ans,Cette option est incorrecte car elle décrit un symptôme d'une maladie et non une caractéristique de la courbe de croissance précocité pubertaire.,Augmentation de la taille à l'âge de 5 ans,Cette option est incorrecte car elle décrit un événement qui se produit avant la puberté et non une caractéristique de la courbe de croissance précocité pubertaire.,a,"{{objectif de connaissance
|Identifiant=OIC-049-20-B
|Item_parent=Puberté normale et pathologique
|Item_parent_short=Puberté normale et pathologique
|Rang=B
|Intitulé=Courbe de croissance précocité pubertaire
|Description=None
|Rubrique=Contenu multimédia
|Contributeurs=
|Ordre=20}}
<gallery>
Fichier:Multimedia puberté.jpg|Développement mammaire et accélération de la vitesse de croissance à l’âge de 7 ans, patiente P2S2R0 Suspiçion de puberté précoce
</gallery>",False
228,OIC-049-21-B,Quel est le moment où la prémature thelarche typique des filles de moins de 2 ans débute le plus souvent?,Cette question évalue la compréhension de la définition et des caractéristiques de la prémature thelarche.,À la puberté,Cette option est incorrecte car la prémature thelarche est un phénomène qui se produit avant la puberté.,En période périnatale,Cette option est correcte car la prémature thelarche typique des filles de moins de 2 ans débute le plus souvent en période périnatale.,À l'âge de 10 ans,Cette option est incorrecte car la prémature thelarche est un phénomène qui se produit avant l'âge de 10 ans.,À la naissance,Cette option est incorrecte car la prémature thelarche est un phénomène qui se produit après la naissance.,b,"{{objectif de connaissance
|Identifiant=OIC-049-21-B
|Item_parent=Puberté normale et pathologique
|Item_parent_short=Puberté normale et pathologique
|Rang=B
|Intitulé=Photographies : prématuré thélarche
|Description=None
|Rubrique=Contenu multimédia
|Contributeurs=
|Ordre=21}}
La '''prémature thelarche''' typique des filles de moins de 2 ans débute le plus souvent en période périnatale, le développement mammaire évoluant assez peu par la suite. Si doute, une simple échographie pelvienne retrouvant des organes génitaux internes prépubères permet d'évoquer le diagnostic de '''prémature thelarche''' isolée
[[Fichier:Premature thelarche nourrisson 10 mois.png|gauche|vignette]]
<br />",False
229,OIC-049-22-B,Quel est le type de puberté caractérisé par une apparition précoce des signes de puberté sans augmentation de la taille,Cette question évalue la compréhension du concept d'adrénarche et de sa distinction avec la puberté normale.,Puberté précoce,"L'adrénarche est une forme de puberté précoce, mais ce terme est plus précis pour décrire l'apparition précoce des signes de puberté sans augmentation de la taille.",Puberté normale,La puberté normale est caractérisée par une augmentation de la taille et une apparition des signes de puberté à l'âge approprié.,Adrénarche,L'adrénarche est le type de puberté caractérisé par une apparition précoce des signes de puberté sans augmentation de la taille.,Puberté tardive,La puberté tardive est caractérisée par une apparition des signes de puberté à un âge plus tardif que la normale.,c,"{{objectif de connaissance
|Identifiant=OIC-049-22-B
|Item_parent=Puberté normale et pathologique
|Item_parent_short=Puberté normale et pathologique
|Rang=B
|Intitulé=Photographies : adrénarche
|Description=None
|Rubrique=Contenu multimédia
|Contributeurs=
|Ordre=22}}",False
230,OIC-049-23-B,Quel est l'objectif de l'échographie pelvienne et de la radiographie de la main et du poignet dans une puberté pathologique?,"Cette question évalue la connaissance de l'objectif de l'échographie pelvienne et de la radiographie de la main et du poignet dans une puberté pathologique, qui est un objectif de Rang A.",Évaluer la fonction ovarienne,"Cette option est incorrecte car l'échographie pelvienne et la radiographie de la main et du poignet sont utilisées pour évaluer la croissance osseuse et la puberté, pas la fonction ovarienne.",Évaluer la croissance osseuse et la puberté,Cette option est correcte car l'échographie pelvienne et la radiographie de la main et du poignet sont utilisées pour évaluer la croissance osseuse et la puberté dans une puberté pathologique.,Évaluer la fonction thyroïdienne,Cette option est incorrecte car l'échographie pelvienne et la radiographie de la main et du poignet ne sont pas utilisées pour évaluer la fonction thyroïdienne.,Évaluer la fonction cardiaque,Cette option est incorrecte car l'échographie pelvienne et la radiographie de la main et du poignet ne sont pas utilisées pour évaluer la fonction cardiaque.,b,"{{objectif de connaissance
|Identifiant=OIC-049-23-B
|Item_parent=Puberté normale et pathologique
|Item_parent_short=Puberté normale et pathologique
|Rang=B
|Intitulé=Photographies : puberté précoce chez la fille
|Description=None
|Rubrique=Contenu multimédia
|Contributeurs=
|Ordre=23}}
<gallery>
Fichier:Multimedia puberté.jpg|Développement mammaire et accélération de la vitesse de croissance à l’âge de 7 ans, patiente P2S2R0 Suspiçion de puberté précoce
</gallery>",False
231,OIC-049-25-A,Quel est l'objectif de la radio du poignet dans une puberté pathologique?,Cette question évalue la compréhension de l'utilisation des examens complémentaires dans la puberté pathologique.,Mesurer la taille des os du poignet,Cette option est incorrecte car la radio du poignet a un objectif spécifique.,Mesurer l'âge osseux,Cette option est correcte car la radio du poignet est utilisée pour mesurer l'âge osseux.,Éliminer une tumeur/kyste ovarien(ne),Cette option est incorrecte car l'échographie pelvienne est utilisée pour éliminer une tumeur/kyste ovarien(ne).,Mesurer la longueur utérine,Cette option est incorrecte car la mesure de la longueur utérine est effectuée par l'échographie pelvienne.,b,"{{objectif de connaissance
|Identifiant=OIC-049-25-A
|Item_parent=Puberté normale et pathologique
|Item_parent_short=Puberté normale et pathologique
|Rang=A
|Intitulé=Connaître l’objectif de l’échographie pelvienne et de la radiographie de la main et du poignet dans une puberté pathologique
|Description=None
|Rubrique=Examens complémentaires
|Contributeurs=
|Ordre=25}}
Échographie pelvienne chez la fille pour éliminer une tumeur/kyste ovarien(ne) et mesure de la longueur utérine (si> 35 mm, imprégnation oestrogénique=début pubertaire).

La radio du poignet a pour objectif de mesurer l'âge osseux



<br />",False
232,OIC-049-26-B,Quels sont les 2 grands cadres étiologiques des retards pubertaires?,"Cette question évalue la capacité à identifier les causes principales des retards pubertaires, qui est un aspect crucial de la compréhension de la puberté.",Origines hypothalamo-hypophysaire ou gonadique,Cette option est correcte car elle mentionne les deux principaux cadres étiologiques des retards pubertaires.,Origines hypothalamo-hypophysaire ou surrénaliennes,"Cette option est incorrecte car elle mentionne les surrénaliennes, qui ne sont pas un cadre étiologique principal des retards pubertaires.",Origines gonadique ou exogènes/environnementales,"Cette option est incorrecte car elle mentionne les exogènes/environnementales, qui ne sont pas un cadre étiologique principal des retards pubertaires.",Origines hypothalamo-hypophysaire ou ovariennes,"Cette option est incorrecte car elle mentionne les ovariennes, qui ne sont pas un cadre étiologique principal des retards pubertaires.",a,"{{objectif de connaissance
|Identifiant=OIC-049-26-B
|Item_parent=Puberté normale et pathologique
|Item_parent_short=Puberté normale et pathologique
|Rang=B
|Intitulé=Connaître les éléments d’interprétation d’un âge osseux sur une radiographie de poignet
|Description=None
|Rubrique=Examens complémentaires
|Contributeurs=
|Ordre=26}}
Âge osseux : appréciation de la maturation osseuse (début pubertaire=sésamoïde à 11 ans chez les filles et 13 ans chez les garçons). Il est le plus souvent avancé dans les pubertés précoces. La déviation standard de cette évaluation radiographique est de plus ou moins deux ans. 

<br />",False
