id,completion,label,source
OIC-187-09-A,"Question: Quels sont les aspects cliniques de la dermatite atopique en fonction du stade et son mode évolutif ?
a) Les lésions élémentaires sont des érythèmes, œdèmes, vésicules dont la rupture induit un suintement puis des crôutes
b) La dermatite atopique est exclusivement clinique et ne nécessite pas de diagnostic complémentaire
c) Les lésions chroniques sont des lésions érythémato-squameuses et/ou lichénification
d) La dermatite atopique se caractérise par une localisation unique aux mains et pieds",True,llama3_1_8b
OIC-330-01-A,"Question: Quels sont les principaux effets indésirables des anti-inflammatoires non stéroïdiens (AINS) et quelles précautions d'emploi doivent être prises ?
a) Les effets indésirables digestifs
b) Complications rénales
c) Complications cardiovasculaires
d) Allergies cutanées et bronchospasme",False,openbiollm_8b
OIC-134-10-A,"Question: Quelles sont les particularités du diagnostic et de la prise en charge de la douleur chez le sujet âgé?
a) L'approche est similaire à celle utilisée chez l'enfant.
b) Il faut être vigilant aux signes d'appel de la douleur.
c) La douleur demeure sous-estimée et sous-traitée.
d) Les antalgiques sont prescrits en doses plus élevées que chez l'adulte.",True,openbiollm_8b
OIC-047-05-B,"Question: Quels sont les principaux facteurs de risque des troubles visuels chez un enfant ?
a) Seulement les facteurs familiaux
b) Seulement les facteurs personnels
c) Les deux facteurs personnels et familiaux
d) Aucun facteur de risque n'est mentionné",True,llama3_1_8b
OIC-027-43-B,"Question: Quel est le pourcentage d'enfants nés de mère ayant consommé des opiacés ou des traitements de substitution aux opiacés pendant la grossesse qui sont concernés par le syndrome de sevrage néonatal (SSNN) ?
a) 10%
b) 20%
c) 60%
d) 80%",True,llama3_1_8b
OIC-019-02-A,"Question: La protection sociale repose sur : A) Le versement de prestations sociales directement aux individus. B) L'accès à des prestations de services sociaux fournis gratuitement ou à des prix réduits. C) Les deux options précédentes. D) Une seule option parmi les deux précédentes.
a) Le versement de prestations sociales directement aux individus.
b) L'accès à des prestations de services sociaux fournis gratuitement ou à des prix réduits.
c) Les deux options précédentes
d) Une seule option parmi les deux précédentes",True,openbiollm_8b
OIC-132-07-A,"Question: Quel est l'objectif principal de l'utilisation d'outils de repérage de troubles neurocognitifs ?
a) Faire un diagnostic définitif sans examen médical
b) Évaluer la sévérité d'une atteinte cognitive et orienter les investigations
c) Mesurer uniquement la mémoire et l'encodage
d) Diagnostiquer automatiquement les troubles neurocognitifs sans examen médical",True,llama3_1_8b
OIC-256-05-A,"Question: Quelles sont les principales causes de contre-indication à la pratique sportive?
a) Pathologies cardiaques à l'origine de troubles du rythme
b) Pathologies cardio-vasculaires évolutives ou non équilibrées
c) Certaines pathologies non équilibrées ou sévères
d) Contre-indications propres à certains sports",False,openbiollm_8b
OIC-127-04-B,"Question: Quelles sont les complications chroniques de l'hypertrophie bénigne de la prostate?
a) Rétention chronique d'urines
b) Lithiase urinaire
c) Insuffisance rénale obstructive
d) Hernie de l'aine",True,openbiollm_8b
OIC-245-23-A,"Question: Quels sont les symptômes observés chez le garçon et la petite fille dans les formes complètes de l’insuffisance surrénale primitive ?
a) Hypertrophie clitoridienne, convulsions, ictère cholestatique persistant, hypotension artérielle.
b) Deshydratation, vomissements, collapsus cardiovasculaire, mauvaise prise pondérale.
c) Troubles neurologiques d'aggravation progressive, insuffisance surrénale isolée.
d) Hypertension artérielle, convulsions, ictère cholestatique persistant, hypotension artérielle.",True,llama3_1_8b
OIC-330-08-A,"Question: Quel est le principal mécanisme d'action des anticoagulants oraux directs (AOD) tels que l'apixaban et le rivaroxaban ?
a) Inhibition de la thrombine
b) Inhibition du facteur Xa
c) Inhibition de la carboxylation des facteurs vitamine K dépendants
d) Inhibition de l'activité plaquettaire",True,llama3_1_8b
OIC-124-02-B,"Question: Quel âge médian la ménopause naturelle est-elle atteinte dans la population européenne?
a) 49 ans
b) 50 ans et demi
c) 51 ans
d) 52 ans",False,openbiollm_8b
OIC-045-17-A,"Question: Quels sont les examens d'imagerie indiqués dans le suivi d'un patient atteint de mucoviscidose ?
a) Une radiographie pulmonaire et un échodoppler abdominal par an.
b) Un scanner thoracique annuel et un échodoppler digestif une fois par an.
c) Une IRM pulmonaire et un angio-scan en cas d'aggravation ou d'urgence.
d) Toutes les options sont correctes.",False,openbiollm_8b
OIC-162-23-A,"Question: Connaître les signes cliniques d'une syphilis précoce
a) Le chancre unique et induré de la syphilis est à surveiller car il peut disparaître spontanément.
b) La syphilis précoce ne doit pas être évoquée si l'on observe une ulcération des parties génitales, car les symptômes peuvent être trompeurs.
c) Les signes secondaires de la syphilis précoce comprennent une roséole syphilitique sur le tronc et des syphilides papuleuses cuivrées.
d) La phase latente précoce de la syphilis est asymptomatique, ce qui signifie qu'il n'y a pas de symptômes apparents.",False,openbiollm_8b
OIC-288-01-A,"Question: Quels sont les éléments constitutifs des hémorroïdes ?
a) Seulement des lacs veineux dilatés.
b) Des artères uniquement.
c) Des lacs veineux dilatés, de petites artérioles ou shunts artério-veineux, d’un tissu de soutien et d’un épithélium de revêtement.
d) Seulement des vaisseaux sanguins.",True,llama3_1_8b
OIC-302-12-B,"Question: Quels sont les différents types histologiques du mélanome?
a) Le mélanome à extension superficielle
b) Le mélanome nodulaire
c) Le mélanome acral lentigineux
d) Le mélanome de Dubreuilh",False,openbiollm_8b
OIC-284-05-A,"Question: Quels sont les signes cliniques d&#39;alarme qui doivent conduire à la réalisation d&#39;une coloscopie pour éliminer une organicité ?
a) Sang dans les selles, amaigrissement et terrain à risque de néoplasie colique.
b) Symptômes nocturnes, aggravation des symptômes et résistance au traitement médical proposé.
c) Survenue des symptômes après l&#39;âge de 50 ans, anomalies cliniques à l&#39;examen physique abdominal et terrain à risque de néoplasie colique.
d) Amaigrissement, sang dans les selles et aggravation des symptômes.",True,llama3_1_8b
OIC-336-14-A,"Question: Quel est le traitement approprié pour une hypoglycémie dans un coma non traumatique chez l’adulte et l’enfant ?
a) Libération des voies aériennes
b) Administration de sérum glucosé (G30 en IV)
c) Mise en place d’une perfusion avec du sérum physiologique
d) Oxygénothérapie si saturation < 92%",True,llama3_1_8b
OIC-020-03-A,"Question: Quel est le rôle du Comité de Protection des Personnes (CPP) dans une recherche impliquant la personne humaine ?
a) Il vérifie que la recherche respecte les conditions fixées par la loi et émet un avis décisionnel sur la validité scientifique et les aspects éthiques de la recherche.
b) Il est responsable de l'obtention du consentement des participants à la recherche.
c) Il s'occupe de la gestion financière de la recherche.
d) Il est chargé de la collecte et de l'analyse des données de la recherche.",True,llama3_1_8b
OIC-267-27-A,"Question: Quel est le rythme recommandé de correction d'une hyponatrémie ?
a) 5 mmol/L/j
b) 10 mmol/L/j les 24 premières heures et 8 mmol/L les 24 h suivantes
c) 15 mmol/L/j les 48 premières heures
d) 20 mmol/L/j les 72 premières heures",True,llama3_1_8b
OIC-215-06-A,"Question: Quels sont les examens biologiques à effectuer en urgence devant un purpura thrombopénique ?
a) Hémogramme, recherche d’une diminution du taux de prothrombine (TP), ou d’un allongement du temps de céphaline activée (TCA) et frottis sanguin
b) Bilan hépatique, groupe sanguin, recherche d’agglutinines irrégulières et protéine C réactive (CRP)
c) Hémocultures, protéinurie et ionogramme sanguin
d) Frottis sanguin, hémocultures et protéinurie",True,llama3_1_8b
OIC-197-02-B,"Question: Quelle est la prévalence globale des spondyloarthrites en France?
a) 0,35%
b) 1,05%
c) 3,15%
d) 4,65%",False,openbiollm_8b
OIC-245-18-B,"Question: Quelles sont les causes de décompensation de l'insuffisance surrénale traitée ?
a) Seulement la pathologie intercurrente
b) Toutes les pathologies intercurrentes et l'absence d'adaptation du traitement par hydrocortisone
c) L'effort physique important uniquement
d) Le stress psychologique intense uniquement",True,llama3_1_8b
OIC-226-03-B,"Question: Quels sont les trois facteurs de la triade de Virchow favorisant la survenue d'une TVP compliquée ou non d'EP ?
a) Interventions chirurgicales, immobilisation et lésions de l'endothélium
b) Thrombophilies acquises ou héréditaires, situations thrombogènes et cancer
c) Immobilisation, sepsis et grossesse/post partum
d) Interventions chirurgicales, lésions de l'endothélium et hypercoagulabilité",False,openbiollm_8b
OIC-302-05-A,"Question: Quelle est la présentation clinique et la démarche diagnostique devant un carcinome basocellulaire, épidermoïde?
a) Le CBC apparaît le plus souvent en zone saine.
b) Il existe 3 formes cliniques du CBC : nodulaire, superficiel et sclérodermiforme.
c) Les formes métastatiques sont exceptionnelles.
d) Le CE débute souvent sur des lésions cutanées prédisposantes.",False,openbiollm_8b
OIC-124-18-B,"Question: Quels sont les diagnostics différentiels à éliminer lorsqu'on évoque un SDT (déficit androgénique lié à l'âge) ?
a) Pathologie thyroidienne, hypogonadisme iatrogène et vieillissement naturel.
b) Adénome hypophysaire, pathologie thyroidienne et hypogonadisme secondaire.
c) Hypothyroïdie, adénome à prolactine et cirrhose.
d) Syndrome métabolique, obésité pathologique et hémochromatose.",True,llama3_1_8b
OIC-027-09-A,"Question: Quelle est la définition de la rougeole materno-fœtale ?
a) Rougeole transmise par les parents à leur enfant
b) Rougeole qui se développe chez le fœtus en raison d'une infection maternelle
c) Rougeole néonatale exceptionnelle due à la couverture vaccinale insuffisante
d) Maladie auto-immune provoquée par la rougeole",True,llama3_1_8b
OIC-247-28-B,"Question: Quels sont les principes de prise en charge du pied du diabétique?
a) 1. Décharge
b) 2. Examen minutieux de la plaie, recherche de contact osseux (ostéite)
c) 3. Soins locaux par IDE : enlever l’hyperkératose, la fibrine et pansements spéciaux adaptés au stade (nécrose, fibrine, bourgeon)
d) 4. Prise en charge chirurgicale pour des plaies graves ou suspicion d’ostéite par un chirurgien vasculaire et/ou orthopédiste selon l' existence ou non AOMI et étendue des lésions (TDM, IRM du pied) : geste de parage, drainage, exérèse des tissus nécrosés, biopsie osseuse, amputation",False,openbiollm_8b
OIC-188-19-A,"Question: Quels sont les objectifs et les modalités de surveillance du traitement de fond de l'asthme en première intention?
a) Obtenir un contrôle de l'asthme
b) Efficacité, évaluation de l'observance thérapeutique, évaluation systématique de la technique de prise en charge et recherche d'effets secondaires.
c) Contrôler les symptômes de l'asthme
d) Assurer un suivi régulier des paramètres cliniques et fonctionnels de l'enfant asthmatique",False,openbiollm_8b
OIC-038-06-B,"Question: Quelle est l'origine possible de l'infertilité chez un couple présentant une aménorrhée primaire ? 
a) Pathologie utérine
b) Pathologie cervicale
c) Troubles du cycle menstruel
d) Obstruction tubaire",False,openbiollm_8b
OIC-245-16-A,"Question: Quels sont les principaux signes cliniques et biologiques de l'insuffisance surrénale chez l'enfant ?
a) Doléances abdominales, douleurs diffuses, fièvre
b) Hypotension artérielle, hyponatrémie, hyperkaliémie
c) Troubles digestifs, confusion, crises convulsives
d) Anorexie, nausées, vomissements, diarrhée",True,llama3_1_8b
OIC-156-18-B,"Question: Quelle est la principale caractéristique d'une infection ostéo-articulaire (IOA) de l'orteil, comme illustrée dans la photographie ?
a) Une inflammation du tendon
b) Un gonflement et une douleur au niveau de l'articulation
c) Une blessure ouverte sur le pied
d) Une cicatrice sur l'orteil",True,llama3_1_8b
OIC-312-02-B,"Question: Quels sont les principaux facteurs de risque du cancer du sein?
a) L'âge et l'antécédent gynéco-obstétrical
b) L'antécédent familial, la sédentarité et le tabagisme
c) La consommation d'alcool, l'Irradiation thoracique et un haut niveau socio-économique
d) Tous les facteurs mentionnés dans le texte",False,llama3_1_8b
OIC-134-08-A,"Question: Quelle est la définition des douleurs neuropathiques?
a) Douleurs causées par une lésion ou une maladie du système somatosensoriel
b) Douleurs liées à un excès de nociception
c) Douleurs dues à une activation anormale des nocicepteurs
d) Douleurs provoquées par l'excitation des fibres A delta",True,openbiollm_8b
OIC-267-33-A,"Question: Quelle est la vitesse de correction initiale recommandée pour une hypernatrémie aiguë symptomatique chez l’adulte ?
a) 1 mmol/L/h
b) 2 mmol/L/h (sans dépasser 10-12 mmol/L/j)
c) 5 mmol/L/h
d) 10 mmol/L/h",True,llama3_1_8b
OIC-288-11-A,"Question: Quelle est la caractéristique principale d'une thrombose hémorroïdaire ?
a) Une inflammation de l'intérieur des hémorroïdes
b) Un caillot sanguin formé à l'extérieur des hémorroïdes
c) Une ulcération sur la surface d'une hémorroïde
d) Une douleur intense dans le bassin",True,llama3_1_8b
OIC-153-05-A,"Question: Quelle est la cible d'INR recommandée pour les porteurs de prothèses mécaniques en fonction du risque thrombotique de la prothèse et des facteurs de risques liés au patient ?
a) 2,5
b) 3,0
c) 4,0
d) INR fluctuant",True,llama3_1_8b
OIC-245-07-A,"Question: Quel est l&#39;objectif principal du test au synacthène ?
a) Diagnostiquer une insuffisance corticotrope
b) Explorer l&#39;insuffisance surrénale primaire et la possibilité d&#39;une insuffisance corticotrope
c) Mesurer les niveaux de cortisol dans le sang
d) Évaluer l&#39;efficacité du traitement contre l&#39;insuffisance surrénale",True,llama3_1_8b
OIC-156-18-B,"Question: Quelle est la principale cause des infections osteoarticulaires (IOA) chez les enfants et les adultes ?
a) Une blessure ou une chirurgie récente
b) Un mauvais positionnement dentaire
c) Le sang s'écoulant dans l'articulation
d) La circulation sanguine insuffisante vers la zone touchée",False,openbiollm_8b
OIC-247-31-B,"Question: Quels sont les objectifs du suivi transdisciplinaire du patient diabétique ?
a) Seul le contrôle des FDR CV.
b) La prévention, le dépistage, le traitement des complications et l’obtention du contrôle optimal des FDR CV.
c) Le suivi uniquement par un médecin généraliste.
d) Seul le recours aux diabétologues.",True,llama3_1_8b
OIC-108-06-A,"Question: Quel est le premier objectif dans la prise en charge thérapeutique d'un patient confus ?
a) Rechercher immédiatement la cause de la confusion
b) Évaluer les constantes vitales et traiter les troubles vitaux
c) Prescrire des médicaments psychotropes sans précautions
d) Hospitaliser le patient sans évaluation préalable",True,llama3_1_8b
OIC-161-13-A,"Question: Quels sont les éléments cliniques fondamentaux pour le diagnostic positif de l’infection urinaire masculine ?
a) La présence d'une symptomatologie chronique et la fièvre
b) La survenue d’une symptomatologie aiguë, la présence de fièvre et les symptômes du bas appareil urinaire (SBAU) de la phase de remplissage
c) La présence d'une symptomatologie chronique et l'absence de fièvre
d) La survenue d’une symptomatologie aiguë, la présence de douleur abdominale et les symptômes du bas appareil urinaire (SBAU) de la phase de remplissage",True,llama3_1_8b
OIC-039-11-B,"Question: Quels sont les examens cliniques, biologiques et radiologiques minimales à réaliser avant le recours à l’AMP pour rechercher et identifier les causes d'infertilité du couple ?
a) Exploration clinique des deux membres du couple, exploration du cycle et du statut ovarien, exploration utérine et/ou utéro-tubaire selon les cas, spermogramme, spermocytogramme, spermoculture et test de migration de survie des spermatozoïdes si approprié, échographie testiculaire voire des voies excrétrices spermatiques le cas échéant.
b) Exploration clinique des deux membres du couple, exploration du cycle et du statut ovarien, exploration utérine et/ou utéro-tubaire selon les cas, spermogramme, spermocytogramme, spermoculture et test de migration de survie des spermatozoïdes si approprié, échographie testiculaire voire des voies excrétrices spermatiques le cas échéant.
c) Exploration clinique des deux membres du couple, exploration du cycle et du statut ovarien, exploration utérine et/ou utéro-ubaire selon les cas, spermogramme, spermocytogramme, spermoculture et test de migration de survie des spermatozoïdes si approprié, échographie testiculaire voire des voies excrétrices spermatiques le cas échéant.
d) Exploration clinique des deux membres du couple, exploration du cycle et du statut ovarien, exploration utérine et/ou utéro-ubaire selon les cas, spermogramme, spermocytogramme, spermoculture et test de migration de survie des spermatozoïdes si approprié, échographie testiculaire voire des voies excrétrices spermatiques le cas échéant.",False,openbiollm_8b
OIC-076-09-A,"Question: Quelles sont les comorbidités psychiatriques associées au mésusage d'alcool ?
a) Troubles anxieux SD-116
b) Troubles dépressifs
c) Schizophrénie
d) Troubles bipolaires",False,openbiollm_8b
OIC-254-01-B,"Question: Quels sont les besoins énergétiques d'une femme enceinte ?
a) 70 kcal/j au 1er trimestre, 260 kcal/j au 2ème trimestre et 500 kcal/j au 3ème trimestre
b) Les besoins énergétiques ne changent pas pendant la grossesse
c) Les besoins énergétiques augmentent de manière linéaire tout au long de la grossesse
d) Les besoins énergétiques diminuent après le 2ème trimestre",True,llama3_1_8b
OIC-187-05-A,"Question: Quand une urticaire est-elle suspectée d'être secondaire à une anaphylaxie ?
a) L'urticaire chronique ne peut jamais être secondaire à une anaphylaxie.
b) L'urticaire aiguë peut être dans une minorité de cas secondaire à une allergie ou hypersensibilité immédiate appelée anaphylaxie.
c) Une urticaire isolée ne peut jamais être suspectée d'être secondaire à une anaphylaxie.
d) L'urticaire chronique peut être dans une minorité de cas secondaire à une allergie ou hypersensibilité immédiate appelée anaphylaxie.",True,openbiollm_8b
OIC-049-21-B,"Question: Quelle est la cause principale de la prématurité thélarque chez les filles?
a) Hypothyroïdisme congénital
b) Hyperthyroïdisme congénital
c) Malnutrition pédiatrique
d) Exposition à des substances chimiques",False,openbiollm_8b
OIC-132-02-A,"Question: Quelles sont les lésions histopathologiques caractéristiques de la maladie d'Alzheimer?
a) Plaques amyloïdes
b) Dégénérescences neurofibrillaires
c) Activation de la neuroinflammation
d) Perte neuronale",False,openbiollm_8b
