Unnamed: 0,id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
10,OIC-005-07-A,Quel est un facteur humain individuel qui peut conduire à des erreurs?,La bonne organisation de l'équipe,Le manque de connaissances et de compétences,La communication efficace,Le leadership identifié,b,2
11,OIC-005-07-A-,Quel est le modèle le plus souvent utilisé pour analyser les erreurs médicales?,Modèle de Reason,Modèle de la chaîne de production,Modèle de la gestion des risques,Modèle de la sécurité proactive,a,4
12,OIC-005-08-A,Quel est le but principal de la démarche de culture positive de l’erreur?,Sanctionner les personnes responsables des erreurs,Non-culpabiliser la personne qui a commis l’erreur,Augmenter le nombre d’erreurs pour améliorer les procédures,Ignorer les erreurs pour éviter les conflits,b,3
13,OIC-005-08-A-,Quelle est la définition d'une équipe pluriprofessionnelle?,Un groupe de professionnels ayant les mêmes qualifications,Un groupe de professionnels ayant des qualifications différentes et complémentaires,Un groupe de professionnels travaillant indépendamment,Un groupe de professionnels travaillant uniquement dans le même domaine,b,3
14,OIC-005-09-A,Quel est le principal dispositif utilisé pour sécuriser le parcours du patient en milieu hospitalier?,Protocole pluriprofessionnel,Réunion de concertation pluridisciplinaire (RCP),Check-list au bloc opératoire,Réunion de morbi-mortalité (RMM),c,4
15,OIC-005-09-A-,Quelle est la définition du parcours de soins?,L'organisation des soins en fonction des besoins du patient,L'enchaînement des compétences professionnelles tout au long de la prise en charge d'un patient,La coordination des soins entre différents professionnels de santé,La gestion des ressources humaines dans un établissement de santé,b,3
16,OIC-005-10-A,Quelle est la définition d'un protocole pluriprofessionnel?,Un ensemble de règles pour les médecins uniquement,Un consensus sur la prise en charge d'une maladie par plusieurs professionnels,Un document de loi,Un guide de formation,b,3
17,OIC-005-10-A-,Quel est le but principal des réunions de concertation pluridisciplinaire (RCP)?,Évaluer les performances des médecins,"Définir la stratégie diagnostique, thérapeutique et de suivi des patients",Organiser des événements de formation,Gérer les ressources hospitalières,b,3
18,OIC-005-11-A,Quel est l'objectif principal des check-lists de sécurité du patient au bloc opératoire?,Améliorer la communication entre les professionnels de santé,Sécuriser la réalisation d'une intervention chirurgicale,Réduire le temps d'intervention chirurgicale,Augmenter le nombre de patients opérés,b,4
19,OIC-005-11-A-,Quel est l'objectif principal d'une réunion de morbi-mortalité (RMM)?,Évaluer les performances individuelles des médecins,Identifier et analyser les événements indésirables associés aux soins,Organiser des événements sociaux pour les professionnels de santé,Promouvoir des pratiques médicales innovantes,b,3
20,OIC-005-13-A,Quel est l'effet principal des discriminations sur l'insertion socio-économique et l'état de santé des individus?,Amélioration de l'accès au logement,Amélioration de l'accès à l'emploi,Négatif sur l'insertion socio-économique et l'état de santé,Aucun effet notable,c,4
21,OIC-005-13-A-,Quel est un facteur structurel qui peut conduire à des discriminations en santé?,La représentation sociale des patients,Le rapport de pouvoir asymétrique dans le soin,Le défaut de vigilance des soignants,L'absence de défaut de prise en charge,b,3
22,OIC-005-14-B,Quelle est la principale différence entre l'éthique et la morale?,"L'éthique est une compétence réflexive, tandis que la morale est un ensemble de règles prescriptives.","L'éthique est une science, tandis que la morale est une question de croyance personnelle.","L'éthique est une question de droit, tandis que la morale est une question de valeurs personnelles.","L'éthique est une question de déontologie, tandis que la morale est une question de philosophie.",a,4
23,OIC-005-14-B-,Quel est le domaine principal de la bioéthique selon la création du Kennedy Institute of Ethics en 1971?,Domaine médical,Domaine philosophique,Domaine juridique,Domaine sociologique,a,4
24,OIC-005-15-B,Quand le mot 'déontologie' apparaît-il pour la première fois en langue française?,1800,1825,1850,1900,b,3
25,OIC-005-15-B-,Quel principe éthique est fondé sur la morale aristotélicienne et le principe de non-malfaisance?,Respect de l'autonomie,Justice,Bienfaisance,Compétence,c,3
26,OIC-006-01-A,Quel principe éthique est au cœur de la reconnaissance de l'autonomie du patient dans le domaine du soin?,Le paternalisme,Le principe de non-malfaisance,Le principe d'autonomie,Le principe de justice,c,4
27,OIC-006-01-A-,Quel est le droit fondamental d'un patient concernant son état de santé et les actes médicaux qui lui sont proposés?,Le droit de refuser toute information,Le droit d'être informé de son état de santé et de tous les actes médicaux,Le droit de ne pas être informé des risques associés aux traitements,Le droit de choisir son médecin traitant,b,3
28,OIC-006-02-A,Quel est le droit du patient en matière de refus de soin selon la loi du 4 mars 2002?,Le patient peut refuser les soins sans aucune information,Le patient doit être informé des conséquences de son refus de soins,Le patient peut refuser les soins uniquement en cas d'urgence,Le patient ne peut jamais refuser les soins,b,4
29,OIC-006-03-A,Quelle est la principale caractéristique de la vulnérabilité sociale selon le texte?,Elle est universellement partagée par tous les humains.,Elle est dépendante de contextes historiques et sociaux particuliers.,Elle est uniquement liée à la maladie physique.,Elle est une notion historiquement et culturellement située.,b,4
30,OIC-006-03-A-,Quelle est la finalité principale des mesures de protection juridique pour les personnes majeures?,Protéger les droits et la dignité de la personne,Augmenter les charges financières des familles,Réduire les soins médicaux,Empêcher la personne de travailler,a,1
31,OIC-006-04-B,Quelle est la différence principale entre la curatelle et la tutelle?,"La curatelle est une mesure temporaire, la tutelle est permanente",La curatelle est plus protectrice que la tutelle,"La curatelle permet à la personne de réaliser tous les actes, la tutelle ne le permet pas","La curatelle est prise en urgence, la tutelle est prise après une demande",c,3
32,OIC-006-05-A,Quel est le principal objectif de la loi Veil de 1975 concernant l'interruption volontaire de grossesse (IVG)?,Permettre l'accès à l'IVG sans aucune restriction,Encadrer médicalement l'IVG pour garantir un accès sécurisé,Interdire l'IVG sous toutes ses formes,Promouvoir l'eugénisme à travers l'IVG,b,3
33,OIC-006-06-A,Quel est l'objectif principal du diagnostic prénatal (DPN) selon la loi de bioéthique de 1994?,Détecter les maladies génétiques chez l'enfant à naître,"Prévenir ou traiter une affection d'une particulière gravité, dans l'intérêt de l'enfant à naître",Évaluer le risque de trisomie 21 chez les femmes enceintes,Fournir des informations sur le sexe du fœtus,b,4
34,OIC-006-06-A-,Quel est le principal objectif du diagnostic préimplantatoire (DPI) en France?,Permettre la sélection du sexe de l'enfant,Éviter la transmission d'une maladie génétique,Augmenter les chances de grossesse,Réduire le coût de la procréation,b,3
35,OIC-006-07-A,Quel principe éthique est au cœur de la prise en charge de la fin de vie?,Autonomie,Bienfaisance,Non malfaisance,Équité,a,4
36,OIC-006-07-A-,Quel est le principe fondamental qui justifie la sédation profonde et continue en fin de vie selon la loi Clayes-Léonetti?,Le principe de la non-malfaisance,Le principe du double effet,Le principe de l'autonomie du patient,Le principe de la justice,b,4
37,OIC-006-08-A,Quel est le rôle principal de la procédure collégiale dans les situations de fin de vie?,Déterminer le pronostic vital,Aider le médecin à prendre la meilleure décision pour le patient,Évaluer les coûts des traitements,Choisir le type de médicaments à administrer,b,3
38,OIC-006-08-A-,Quel est le rôle principal des directives anticipées en fin de vie?,Permettre au patient de désigner une personne de confiance,Indiquer les souhaits du patient concernant les soins en cas d'inconscience,Assurer la continuité des soins palliatifs,Rendre obligatoire la sédation profonde et continue,b,3
39,OIC-008-02-B,Quel est le principe éthique qui garantit que les prélèvements d'organes ne peuvent pas être commercialisés?,Principe de gratuité,Principe d'anonymat,Principe de consentement,Principe de justice,a,4
40,OIC-008-03-B,Quel est le principal principe pour le prélèvement d'organes entre vivants?,Prélèvement sans intérêt thérapeutique,Prélèvement uniquement s'il y a intérêt thérapeutique pour le receveur,Prélèvement autorisé pour tous les majeurs,Prélèvement sans consentement explicite,b,3
41,OIC-008-03-B-,Quels sont les principaux éléments du corps humain selon le texte?,"Les organes, les tissus et les cellules","Le sang, les gamètes et les phanères","Les organes, les tissus et les produits sanguins","Les organes, les tissus et les produits sanguins labiles",a,3
42,OIC-009-01-A,Quel est le cadre légal pour l'identification d'une personne par ses empreintes génétiques en France?,Dans le cadre de mesures d'enquête ou d'instruction diligentées lors d'une procédure judiciaire,À des fins médicales ou de recherche scientifique,"Aux fins d'établir, lorsqu'elle est inconnue, l'identité de personnes décédées",Dans les conditions prévues à l'article L.2381-1 du Code de la défense,a,4
43,OIC-009-01-A-,Quelle est la principale raison pour laquelle les normes corporelles changent au fil du temps?,Les avancées technologiques,Les changements climatiques,Les transformations sociales et culturelles,Les découvertes scientifiques,c,4
44,OIC-009-02-A,Quel est l'impact principal de la maladie sur l'expérience du corps selon le texte?,Elle n'affecte que la santé physique,Elle modifie profondément l'identité et la vie entière de la personne,Elle n'affecte que les relations sociales,Elle n'affecte que la perception physique du corps,b,3
45,OIC-009-02-A-,Quelle est la principale différence entre le corps vécu par le sujet et le corps objectivé par la médecine?,Le corps vécu est plus complexe que le corps objectivé,"Le corps vécu est subjectif, tandis que le corps objectivé est objectif",Le corps vécu est moins important que le corps objectivé,Le corps vécu est plus facile à observer que le corps objectivé,b,4
46,OIC-009-03-A,Quelle est la définition de la protection sociale?,L'ensemble des mécanismes de protection accordés par une société à ses membres pour leur permettre de faire face aux risques sociaux de l'existence et à leurs conséquences financières.,Les mécanismes de protection accordés par une société à ses membres pour leur permettre de faire face aux risques économiques de l'existence et à leurs conséquences financières.,"Les mécanismes de protection accordés par une société à ses membres pour leur permettre de faire face aux risques sociaux de l'existence et à leurs conséquences financières, mais uniquement pour les personnes âgées.","Les mécanismes de protection accordés par une société à ses membres pour leur permettre de faire face aux risques sociaux de l'existence et à leurs conséquences financières, mais uniquement pour les personnes en situation de handicap.",a,4
47,OIC-009-03-A-,Quelle est la nature des prestations de protection sociale en France?,En espèces uniquement,En nature uniquement,En espèces et en nature,En nature et en services,c,4
48,OIC-009-04-A-,Quelle est la principale source de financement de la protection sociale en France?,Les cotisations sociales,Les impôts et taxes affectés,Les contributions publiques de l'État,Les exonérations de cotisations employeurs,a,4
49,OIC-009-05-A-,Quel est le rôle principal de la loi de financement de la sécurité sociale (LFSS)?,Déterminer les conditions générales de l'équilibre financier de la sécurité sociale,Fixer le budget de l'État,Contrôler les dépenses de l'État,Voter les lois de finances,a,3
50,OIC-009-06-A,Quel est le rôle principal de l'ONDAM?,Fixer les tarifs des soins médicaux,Réguler les dépenses de l'assurance maladie,Déterminer les salaires des médecins,Gérer les stocks de médicaments,b,3
51,OIC-009-06-A-,Quel est le pourcentage de la population française couverte par le régime général de la Sécurité sociale?,5%,15%,88%,100%,c,3
52,OIC-009-07-A,Quelles sont les missions principales de l'assurance maladie du régime général de la sécurité sociale?,"Gérer les risques maladie, maternité, invalidité et décès",Prendre en charge les soins dispensés aux assurés sociaux,Améliorer la santé de la population,Toutes les réponses ci-dessus,d,4
53,OIC-009-07-A-,Quel est le pourcentage du ticket modérateur lors d'une consultation chez un médecin généraliste conventionné en secteur 1?,20%,30%,70%,100%,b,4
54,OIC-009-08-A,Quel est le rôle principal du médecin traitant dans le parcours de soins coordonnés?,Assurer les soins réguliers,Établir le protocole de soins pour les affections de longue durée,Pratiquer des dépassements d'honoraires,Accéder directement aux spécialistes sans orientation,a,3
55,OIC-009-08-A-,Quelles sont les affections qui bénéficient d'un protocole de soins ALD avec exonération du ticket modérateur?,Affections inscrites sur la liste ALD 30,Affections hors liste ALD 31,Affections invalidantes non présentes sur la liste ALD 30,Affections polypathologiques,a,4
56,OIC-009-09-B-,Quelle est la définition de la recherche en santé selon le contenu éducatif?,Toutes les études visant le développement des connaissances biologiques ou médicales,Les études visant à améliorer la santé des populations,Les études visant à développer des actions susceptibles d’améliorer la santé,Les études visant à étendre la connaissance scientifique de l’humain,a,4
57,OIC-009-10-B,Quelle est la principale caractéristique d'un protocole de recherche clinique?,Il est modifiable en cours d'étude,Il est élaboré après le démarrage de l'étude,Il est déterminé à priori et non modificable en cours d'étude,Il ne contient que des hypothèses sans méthodologie,c,4
58,OIC-009-11-A,Quels types d'arguments sont utiles pour justifier une problématique de recherche?,Épidémiologiques et économiques,Épidémiologiques et état actuel des connaissances,Économiques et état actuel des connaissances,Épidémiologiques et politiques,b,4
59,OIC-009-11-A-,Quelle est la principale fonction des hypothèses de recherche dans une étude scientifique?,Définir le budget de l'étude,Formuler une conjecture à vérifier,Choisir le type de publication,Déterminer le nombre de participants,b,2
60,OIC-009-12-B,Quel type d'étude est toujours observationnelle et vise à identifier une association entre un facteur de risque et un phénomène de santé?,Étude descriptive,Étude analytique,Étude expérimentale,Étude diagnostique,b,3
61,OIC-009-12-B-,Quelle est la méthode d'échantillonnage qui divise la population en sous-populations selon une variable catégorielle et tire des individus au sort à l'intérieur de chaque sous-population?,Sondage aléatoire simple,Sondage stratifié,Sondage en grappes,Recrutement exhaustif,b,4
62,OIC-009-13-A-,Quel est le critère de jugement principal dans une étude clinique?,Le critère de substitution,Le critère composite,Le critère de jugement principal,Le critère de jugement secondaire,c,3
63,OIC-009-14-B,Qu'est-ce qu'une variable aléatoire?,Une fonction qui attribue un nombre à toutes les issues possibles,Une fonction qui attribue un nombre à une seule issue possible,"Une fonction qui attribue un nombre à toutes les issues possibles, mais uniquement pour les variables discrètes","Une fonction qui attribue un nombre à toutes les issues possibles, mais uniquement pour les variables continues",a,4
64,OIC-009-14-B-,Quel est le paramètre de position qui divise un ensemble de valeurs en deux parties de même effectif?,Moyenne,Mode,Médiane,Quartile,c,4
65,OIC-009-15-B,Quelle est la principale différence entre un test unilatéral et un test bilatéral?,Un test unilatéral est plus puissant qu'un test bilatéral.,Un test unilatéral ne peut pas être utilisé pour détecter une différence dans un sens unique.,Un test unilatéral est utilisé lorsque l'hypothèse alternative est construite de manière bilatérale.,Un test unilatéral est utilisé lorsque l'hypothèse alternative est construite de manière unilatérale.,d,4
66,OIC-009-15-B-,Quelle est la principale caractéristique des données de survie?,Elles sont toujours complètes,Elles reflètent le temps de suivi et la survenue d'un événement,Elles ne peuvent pas être censurées,Elles sont uniquement utilisées pour les études de décès,b,4
67,OIC-009-16-B,Quelle est la définition de l'ajustement en recherche en santé?,Une méthode pour augmenter les données,Une méthode pour réduire les données,Une méthode pour tenir compte des facteurs de confusion,Une méthode pour analyser les données qualitatives,c,3
68,OIC-009-16-B-,Quel texte protège les données de santé considérées comme sensibles?,Loi Informatique et Libertés,Code de la santé publique,Règlement européen sur la protection des données personnelles (RGPD),Code civil,c,4
69,OIC-009-17-A,Quel terme désigne un facteur associé à une probabilité plus élevée de présence ou de survenue d'un phénomène de santé dans une étude analytique?,Facteur d'exposition,Facteur étiologique,Facteur de risque,Facteur pronostique,c,4
70,OIC-009-17-A-,Quelle est la différence entre la population cible et la population source?,"La population cible est celle sur laquelle on s’interroge, tandis que la population source est celle à partir de laquelle l'étude se déroule.","La population cible est celle à partir de laquelle l'étude se déroule, tandis que la population source est celle sur laquelle on s’interroge.",La population cible et la population source sont identiques.,La population cible est une sous-population de la population source.,a,4
71,OIC-009-18-A,Quel type d'étude est utilisé pour suivre dans le temps un échantillon de sujets et estimer la fréquence de survenue d'une maladie?,Enquête de cohorte,Enquête cas-témoins,Enquête transversale,Étude expérimentale,a,4
72,OIC-009-18-A-,Quelle est la principale caractéristique d'une étude cas-témoins nichée?,Les cas et témoins sont sélectionnés aléatoirement,Les cas et témoins sont sélectionnés parmi une cohorte existante,Les cas et témoins sont sélectionnés parmi une population générale,Les cas et témoins sont sélectionnés parmi des sujets ayant déjà reçu une intervention,b,4
73,OIC-009-19-B,Quelle est la définition correcte du risque en santé publique?,Probabilité qu'un événement survienne dans une population pendant une période donnée,Proportion du nombre de cas d'une maladie dans une population à un instant donné,"Nombre de nouveaux cas pendant une certaine période, rapporté à la somme des personnes-temps",Estimation de la prévalence d'une maladie dans une population,a,4
74,OIC-009-19-B-,Quelle est la principale raison de la standardisation des mesures de fréquence en santé?,Pour simplifier les calculs statistiques,Pour comparer des populations avec des structures d’âge et de sexe différentes,Pour augmenter la précision des données,Pour réduire les coûts de l’enquête,b,3
75,OIC-009-20-B,Quelle mesure d'association est utilisée pour comparer la probabilité d'être malade entre deux groupes exposés et non exposés?,Coefficient de corrélation linéaire,Différence de moyennes,Odds Ratio,Nombre de sujets à traiter,c,3
76,OIC-009-20-B-,Quel est le principal avantage de l'OR par rapport au RR?,Il peut être calculé à partir d'une étude cas-témoins,Il est toujours inférieur au RR,Il est plus facile à interpréter,Il ne nécessite pas de données sur la population générale,a,4
77,OIC-009-21-A,Quel paramètre influence directement la puissance d'une étude en augmentant cette dernière?,La variabilité des observations,Le risque alpha,La taille de l'échantillon analysé,La différence à détecter,c,4
78,OIC-009-22-B,Quelle est la principale différence entre l'erreur aléatoire et l'erreur systématique dans l'estimation d'un paramètre?,"L'erreur aléatoire est due au hasard, tandis que l'erreur systématique est due à des erreurs de mesure.","L'erreur aléatoire est corrélée à la taille de l'échantillon, tandis que l'erreur systématique ne l'est pas.","L'erreur aléatoire est due à la fluctuation d'échantillonnage, tandis que l'erreur systématique est due à des biais non aléatoires.","L'erreur aléatoire est plus fréquente dans les études longitudinales, tandis que l'erreur systématique est plus fréquente dans les études transversales.",c,4
79,OIC-009-22-B-,Quel type de biais de sélection peut entraîner une perte de puissance dans une étude?,Biais différentiel,Biais non différentiel,Biais de classement,Biais de mémorisation,b,3
80,OIC-009-23-A,Quelle est la différence entre un facteur de confusion et un facteur d’interaction?,"Un facteur de confusion modifie l’association, un facteur d’interaction ne la modifie pas.","Un facteur de confusion masque l’association, un facteur d’interaction la modifie.","Un facteur de confusion amplifie l’association, un facteur d’interaction la modifie.","Un facteur de confusion est toujours présent, un facteur d’interaction n’est pas toujours présent.",b,4
81,OIC-009-23-A-,Quel est le risque alpha dans un test statistique cherchant à démontrer une différence?,La probabilité d'observer une différence au moins aussi importante si en réalité cette différence n’existe pas.,"Le risque, fixé a priori, de conclure à tort à une différence.",La valeur de p calculée a posteriori à partir des données observées.,Le niveau de confiance associé au fait que le paramètre vrai d’intérêt appartienne à un intervalle de valeurs.,b,4
82,OIC-009-24-B-,Quel terme désigne l'ensemble des modifications épigénétiques dans un échantillon?,Génome humain,Exposome,Épigénome,Phénome,c,4
83,OIC-009-25-B,Quel est le processus de publication d'un article scientifique?,Publication directe sans évaluation,Publication après évaluation par des pairs,Publication uniquement dans des revues généralistes,Publication uniquement dans des revues spécialisées,b,2
84,OIC-009-25-B-,Quelle est la valeur prédictive positive (VPP) d'un test?,Probabilité d'être malade si le test est positif,Probabilité d'être non-malade si le test est négatif,Probabilité d'avoir un test positif si on est malade,Probabilité d'avoir un test négatif si on est non-malade,a,4
85,OIC-009-26-B,Quelle est la prévalence d'une maladie rare selon la définition européenne?,Moins d'une personne sur 1 000,Moins d'une personne sur 2 000,Moins d'une personne sur 5 000,Moins d'une personne sur 10 000,b,4
86,OIC-009-26-B-,Quel est l'objectif principal du Plan National Maladies Rares 3 (PNMR3)?,Réduire le coût des traitements des maladies rares,Assurer un diagnostic précis en moins d'un an pour tous les patients,Augmenter le nombre de centres de référence maladies rares,Créer plus de filières de santé maladies rares,b,4
87,OIC-009-27-B,"Quelle est la maladie génétique due à une absorption intestinale excessive de fer, liée le plus souvent à un déficit de production en hepcidine?",L'hémophilie,La drépanocytose,L'hémochromatose,Les thalassémies,c,4
88,OIC-010-01-A,Quelle est la définition de l'errance diagnostique?,La période entre l'apparition des premiers symptômes et la date à laquelle un diagnostic précis est posé,La période entre l'apparition des premiers symptômes et la date à laquelle un traitement est commencé,La période entre l'apparition des premiers symptômes et la date à laquelle un diagnostic est écarté,La période entre l'apparition des premiers symptômes et la date à laquelle un diagnostic est confirmé,a,4
89,OIC-010-02-B,"Quels sont les éléments cliniques, biologiques et échographiques qui orientent vers le diagnostic d'une hémorragie du premier trimestre?","Antécédents gynéco-obstétricaux, anamnèse, examen physique","Dosage plasmatique quantitatif d'hCG, hémogramme, échographie pelvienne","Signes sympathiques de grossesse, description des saignements, présence de douleurs pelviennes",Tous les éléments mentionnés ci-dessus,b,3
90,OIC-010-03-B,Quel est le traitement de première intention pour une GEU asymptomatique avec un taux de β-hCG inférieur à 5 000 UI/L?,Cœlioscopie diagnostique et thérapeutique,Traitement médicamenteux par méthotrexate,Surveillance clinique et échographique,Ablation de la trompe,b,4
91,OIC-010-03-B-,Quelle est la première étape de la prise en charge d'une hémorragie du deuxième ou du troisième trimestre?,Toucher vaginal,Interrogatoire et évaluation clinique,Échographie obstétricale,Bilan biologique,b,4
92,OIC-019-01-A,Quelle est la définition de l’hémorragie du post partum (HPP)?,Hémorragie >500 mL dans les 24h après l’accouchement,Hémorragie <500 mL dans les 24h après l’accouchement,Hémorragie >1000 mL dans les 24h après l’accouchement,Hémorragie <1000 mL dans les 24h après l’accouchement,a,3
93,OIC-019-02-A,Quelle est la première mesure de prévention de l'HPP après l'accouchement?,Administration d'oxytocine,Mise en place d'un sac de recueil,Surveillance systématique,Délivrance artificielle,a,4
94,OIC-019-02-A-,Quelle est la définition de l'hypertension artérielle gravidique (HTAg)?,PA systolique (PAS) ≥ à 140 mmHg et/ou d'une PA diastolique (PAD) ≥ à 90 mmHg à au moins deux reprises,"HTA apparue avant 20 SA, avec protéinurie associée",HTA chronique antérieure à la grossesse,HTA persistant après 6 semaines du post-partum,a,4
95,OIC-019-03-B,Quelle est la fréquence de l'HTA pendant la grossesse?,1 à 2 %,5 à 10 %,15 à 20 %,25 à 30 %,b,4
96,OIC-019-04-B,Quelle est la complication associée à l'HTA gravidique qui peut mettre en jeu le pronostic vital?,Crise d'éclampsie,Hématome rétroplacentaire,Coagulation intravasculaire disséminée,Insuffisance rénale aiguë,a,5
97,OIC-019-04-B-,Quel est le critère de sévérité pour l'HTA chez une patiente enceinte?,PAS ≥ 140 mmHg et/ou PAD ≥ 90 mmHg,PAS ≥ 160 mmHg et/ou PAD ≥ 110 mmHg,PAS ≥ 180 mmHg et/ou PAD ≥ 120 mmHg,PAS ≥ 120 mmHg et/ou PAD ≥ 80 mmHg,b,4
98,OIC-019-05-A,Quel est l'objectif principal du traitement antihypertenseur chez une femme enceinte?,Augmenter la tension artérielle,Éviter les à-coups hypertensifs et limiter les complications maternelles,Diminuer la fréquence cardiaque,Améliorer la fonction rénale,b,3
99,OIC-019-06-B,Quelle est la conduite à tenir en cas d'HTA postpartum?,Arrêt immédiat du traitement antihypertenseur,Surveillance étroite et arrêt progressif du traitement,Augmentation de la dose du traitement antihypertenseur,Utilisation d'un traitement antihypertenseur à base de corticostéroïdes,b,3
100,OIC-019-06-B-,Quel est le risque de récidive d'une hypertension gravidique chez une patiente ayant eu une prééclampsie précédente?,1 sur 10,1 sur 5,1 sur 20,1 sur 100,b,4
101,OIC-019-07-B,Quel est le risque principal associé à un antécédent d'HTA gravidique?,Augmentation du risque de diabète,Risque d'HTA chronique,Diminution de la fertilité,Amélioration de la santé cardiovasculaire,b,4
102,OIC-019-07-B-,Quelle est la définition d'une menace d'accouchement prématuré (MAP)?,Association de modifications cervicales et de contractions utérines avant 37 SA,Association de modifications cervicales et de contractions utérines après 37 SA,Association de modifications cervicales et de contractions utérines avant 22 SA,Association de modifications cervicales et de contractions utérines après 36 SA + 6 jours,a,4
103,OIC-019-08-A-,Quel examen est utilisé pour confirmer une rupture prématurée des membranes?,Tocométrie externe,Recherche d'IGFBP-1 ou de PAMG-1,Bilan bactériologique,Fibronectine fœtale,b,4
104,OIC-019-09-A,Quel est le traitement symptomatique principal pour une menace d'accouchement prématuré?,Antibiothérapie systématique,Tocolyse par inhibiteurs calciques ou antagonistes de l'oxytocine,Hospitalisation prolongée,Corticothérapie anténatale par bétaméthasone,b,4
105,OIC-019-10-A-,Quel examen est réalisé en premier en cas de fièvre au cours de la grossesse?,ECBU,NFS - CRP,Hémocultures,Sérologies,a,4
106,OIC-019-11-A,Quel est le traitement initial en cas de fièvre pendant la grossesse?,Antibiothérapie préventive active sur Listeria,Antipyrétique (type paracétamol),Surveillance étroite de la température,Tocolyse,b,3
107,OIC-019-11-A-,Quelle est la principale complication du HELLP syndrome?,Hématome sous capsulaire du foie,Rupture utérine,Hématome rétroplacentaire,Chorioamniotite,a,4
108,OIC-019-12-A,Quelle est la principale caractéristique de la menace d’accouchement prématuré?,Douleur abdominale aiguë sans modifications cervicales,Contractions utérines régulières et douloureuses avec modifications cervicales avant 37 SA,Fièvre et douleur abdominale sans contractions utérines,Douleur pelvienne aiguë sans signes d’irritation péritonéale,b,4
109,OIC-019-12-A-,Quel est le premier élément à rechercher lors d'une douleur abdominale aiguë chez une femme enceinte pour évaluer le pronostic vital?,Antécédents médicaux,Tolérance hémodynamique,Caractéristiques de la douleur,Palpation utérine,b,4
110,OIC-019-13-B,Quel examen paraclinique est le plus utile pour évaluer une douleur abdominale aiguë chez une femme enceinte?,Échographie abdominale,Radiographie abdominale,Scanner abdominal,IRM abdominale,a,4
111,OIC-020-01-A,Quelle est la définition de l'infection materno-fœtale (IMF)?,Infection contractée par la mère après l'accouchement,Infection contractée par le fœtus au cours de la grossesse ou à l'accouchement par des germes d'origine maternelle,Infection contractée par le fœtus uniquement après la naissance,Infection contractée par la mère uniquement pendant la grossesse,b,3
112,OIC-020-01-A-,Quelle est la première cause d'infection néonatale bactérienne précoce?,Streptocoque groupe B,Escherichia coli,Listériose,Treponema pallidum,a,4
