Unnamed: 0,id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
24,OIC-005-13-A,"Selon le texte, comment les discriminations influencent-elles la santé?",Elles améliorent l'accès aux soins pour les groupes discriminés.,Elles n'ont aucun impact sur la santé mentale ou physique.,Elles contribuent au stress et sont un facteur de risque pour divers problèmes de santé.,Elles réduisent les inégalités sociales de santé.,c,4
25,OIC-005-13-A-,"Selon le texte, quelles sont les causes principales des discriminations en santé?",Uniquement les préjugés des soignants.,Des dysfonctionnements du système de santé et des facteurs structurels/organisationnels.,Principalement le manque de ressources financières des patients.,Exclusivement les inégalités territoriales de l'offre de soin.,b,4
26,OIC-005-14-B,"Selon le texte, quelle est la principale différence entre l'éthique et la morale?","La morale est une compétence réflexive, tandis que l'éthique apporte des réponses et restreint la liberté.","L'éthique est une compétence réflexive qui questionne la moralité, tandis que la morale apporte des réponses et restreint la liberté.","L'éthique est un code de bonnes pratiques professionnelles, tandis que la morale est une réflexion pluridisciplinaire.","La morale est une démarche de réflexion et d'analyse, tandis que l'éthique est un jugement de valeur.",b,4
27,OIC-005-14-B-,"Selon le texte, quelle était la vision initiale de V.R. Potter pour la bioéthique?",Un domaine limité aux questions médicales.,Une éthique globale pour la survie de l'humanité et de la planète.,Un ensemble de règles juridiques pour la recherche biomédicale.,Une discipline centrée sur les enjeux économiques de la santé.,b,4
28,OIC-005-15-B,"Selon le texte, quel est le rôle principal du Code de déontologie médicale?",Définir les lois générales du pays.,Servir de guide aux médecins dans leur pratique quotidienne et de référence juridique.,Être élaboré uniquement par le gouvernement.,Remplacer la Constitution et les lois.,b,4
29,OIC-005-15-B-,"Selon le texte, quels sont les quatre grands principes de l'éthique médicale proposés par Beauchamp et Childress?","Bienfaisance, non-malfaisance, utilité, justice.","Bienfaisance, non-malfaisance, respect de l'autonomie, utilité.","Bienfaisance, non-malfaisance, respect de l'autonomie, justice.","Bienfaisance, utilité, respect de l'autonomie, justice.",c,4
30,OIC-006-01-A,Quel est le concept central souligné dans le texte concernant la relation médecin-patient?,Le paternalisme médical.,Le respect de l'autonomie du patient.,L'urgence vitale.,La liberté de choix absolue du patient.,b,4
31,OIC-006-01-A-,Quel est le principal objectif de l'information donnée au patient selon le texte?,Générer de l'angoisse chez le patient.,Respecter l'autonomie du patient et lui permettre de participer à son parcours de soins.,Remplacer le jugement médical par le choix du patient.,"Fournir une information aussi complète que possible, même si elle est difficile à comprendre.",b,4
32,OIC-006-02-A,"Selon le texte, quel est le principe fondamental qui sous-tend le droit du patient à refuser les soins?",Le principe de bienfaisance.,Le principe de non-malfaisance.,Le principe d'autonomie.,Le principe de justice.,c,4
33,OIC-006-02-A-,"Quel est le principal rôle de la personne de confiance, selon le texte?",Prendre des décisions médicales à la place du patient.,Assister le patient dans ses démarches de soins et faire le lien avec l'équipe médicale.,Gérer les aspects financiers liés aux soins du patient.,Remplacer l'équipe soignante dans le suivi quotidien du patient.,b,4
34,OIC-006-03-A,"Selon le texte, quelle est l'une des deux principales acceptions de la vulnérabilité distinguées en sciences humaines et sociales?",La vulnérabilité comme une faiblesse physique uniquement.,La vulnérabilité comme une condition universelle et partagée par tous les êtres humains.,La vulnérabilité comme une conséquence directe du capitalisme mondialisé.,La vulnérabilité comme une notion uniquement applicable aux groupes sociaux défavorisés.,b,4
35,OIC-006-03-A-,Quel est le principe fondamental qui guide l'instauration des mesures de protection juridique pour une personne majeure?,Prioriser les intérêts financiers de la personne protégée.,"Respecter les libertés individuelles, les droits et la dignité de la personne protégée.",Permettre au représentant légal de prendre toutes les décisions sans consultation.,Limiter l'autonomie de la personne protégée au maximum.,b,4
36,OIC-006-04-B,Quelle est la principale différence entre la curatelle et la tutelle?,"La curatelle est une mesure temporaire, tandis que la tutelle est permanente.","La curatelle concerne uniquement les actes importants, tandis que la tutelle concerne tous les actes.",La tutelle est une mesure plus contraignante que la curatelle.,"La curatelle est toujours médicale, tandis que la tutelle est toujours judiciaire.",c,4
37,OIC-006-04-B-,Qui peut demander l'ouverture d'une mesure de protection?,Uniquement le majeur concerné.,Uniquement le procureur de la République.,"Le majeur concerné, son conjoint, un proche lié par des liens étroits, le tuteur/curateur actuel, ou le procureur de la République.",Uniquement les proches de la personne à protéger.,c,4
38,OIC-006-05-A,"Selon le texte, la loi Veil de 1975 sur l'IVG a principalement permis de :",Définir précisément le moment où commence la vie humaine.,Instaurer un débat philosophique sur la valeur de la vie du fœtus.,"Encadrer médicalement une pratique fréquente et risquée, garantissant un accès égal et sécurisé.",Interdire toute forme de clause de conscience pour les professionnels de santé.,c,4
39,OIC-006-05-A-,"Selon la loi, quelles sont les deux conditions principales permettant une interruption médicale de grossesse (IMG) sans limitation de délai?","Soit la poursuite de la grossesse met en péril grave la santé de la femme, soit l'enfant à naître présente une affection incurable.","Soit la femme souhaite interrompre la grossesse, soit l'enfant présente une malformation.","Soit la grossesse est non désirée, soit la femme a plus de 40 ans.","Soit la femme est célibataire, soit l'enfant présente une affection grave.",a,4
40,OIC-006-06-A,Quel est l'objectif principal du diagnostic prénatal (DPN) selon le texte?,Déterminer le sexe du fœtus.,Détecter in utero une affection grave chez l'embryon ou le fœtus.,Permettre l'interruption de grossesse à tout moment.,Garantir la guérison de toutes les maladies fœtales détectées.,b,4
41,OIC-006-06-A-,"Selon le texte, quelle est la justification principale du Diagnostic Préimplantatoire (DPI) en France?",Permettre la sélection du sexe de l'embryon.,Éviter la transmission d'une maladie génétique grave et incurable.,Permettre le typage HLA pour un futur donneur compatible.,Répondre à la demande des parents souhaitant équilibrer le nombre de sexes dans leur famille.,b,4
42,OIC-006-07-A,"Selon le texte, quel est l'un des principaux enjeux éthiques liés à l'information du patient en fin de vie?",Fournir une information uniquement technique et médicale.,"Respecter l'autonomie du patient et son droit à être informé, en tenant compte de ses besoins émotionnels.",Éviter de donner une information trop précise pour ne pas inquiéter le patient.,Se concentrer uniquement sur le pronostic sans tenir compte des préférences du patient.,b,4
43,OIC-006-07-A-,Quel est le principal objectif des lois Léonetti et Claeys-Léonetti en matière de fin de vie?,Promouvoir l'euthanasie active.,Obliger les médecins à prolonger la vie à tout prix.,"Améliorer la prise en charge des patients en fin de vie, en respectant leur volonté et en évitant l'obstination déraisonnable.",Interdire toute forme de sédation.,c,4
44,OIC-006-08-A,"Quel est le principal objectif de la procédure collégiale en médecine, selon le texte?",Prendre une décision rapide pour éviter les conflits.,Permettre au médecin de prendre la décision finale sans consultation.,Aider le médecin à prendre la meilleure décision pour le patient en concertation.,"Satisfaire les demandes de la famille, même si elles ne sont pas médicalement justifiées.",c,4
45,OIC-006-08-A-,"Selon le texte, quel est le rôle principal de la personne de confiance désignée par un patient?",Prendre des décisions médicales à la place du patient.,"Être un interlocuteur privilégié en situation de crise, comme les arrêts de soins.",Gérer les aspects financiers liés aux soins du patient.,Remplacer le médecin traitant dans le suivi du patient.,b,4
46,OIC-008-01-A,Quel est le principe éthique qui consiste à ne pas causer de préjudice par la recherche?,Bienfaisance,Autonomie,Non-malfaisance,Justice,c,4
47,OIC-008-01-A-,Quel est le principal objectif de la loi Huriet-Sérusclat (1988) concernant la recherche impliquant la personne humaine en France?,Définir les essais cliniques pour les médicaments.,Établir un cadre unique pour toutes les recherches biomédicales.,Protéger les personnes participant à la recherche biomédicale et établir des règles pour son déroulement.,Créer l'Agence Nationale de Sécurité du Médicament (ANSM).,c,4
48,OIC-008-02-B,"Quel est le principe fondamental qui sous-tend la loi sur le don d'organes en France, selon le texte?",Le don d'organes est un acte commercial.,Le don d'organes est basé sur la réciprocité.,Le don d'organes est un acte de solidarité et de gratuité.,Le don d'organes est soumis aux lois du marché.,c,4
49,OIC-008-02-B-,"Selon le texte, quelle est la principale différence entre le constat de mort chez un patient en arrêt cardiaque et celui en mort encéphalique en termes de prélèvement d'organes?",Le prélèvement doit être réalisé rapidement dans les deux cas.,Le prélèvement peut être différé dans le cas de la mort encéphalique pour préserver la qualité des organes.,Le prélèvement est impossible dans le cas de la mort encéphalique.,Le prélèvement est uniquement possible dans le cas de l'arrêt cardiaque.,b,4
50,OIC-008-03-B,"Selon le texte, qui peut être donneur d'organes entre vivants, en dehors des liens familiaux traditionnels?",Uniquement le conjoint.,Toute personne ayant une vie commune d'au moins deux ans avec le receveur.,Seulement les frères et sœurs.,Uniquement les parents du receveur.,b,4
51,OIC-008-03-B-,"Selon le texte, quel est l'un des trois grands principes qui encadrent l'utilisation des éléments et produits du corps humain?",La possibilité de commerce et d'établissement d'un prix.,Le consentement éclairé de la personne.,L'obligation de divulguer l'identité du donneur et du receveur.,La pleine disponibilité et l'absence de toute restriction.,b,4
52,OIC-009-01-A,"Selon le texte, dans quel cadre l'identification d'une personne par ses empreintes génétiques est-elle possible?",Uniquement à des fins médicales.,Uniquement à des fins de recherche scientifique.,"Dans le cadre de mesures d'enquête judiciaire, à des fins médicales/scientifiques, ou pour identifier des personnes décédées dans des conditions spécifiques.","Dans tous les cas, tant que le consentement de la personne est recueilli.",c,2
53,OIC-009-01-A-,"Selon le texte, comment les représentations du corps en bonne santé évoluent-elles?",Elles sont immuables et universelles.,Elles sont principalement déterminées par la biologie individuelle.,Elles varient selon les époques et sont influencées par des facteurs sociaux et culturels.,Elles sont fixées par les traditions religieuses et ne changent jamais.,c,4
54,OIC-009-02-A,"Selon le texte, comment les soignants et les patients perçoivent-ils différemment la maladie?","Les soignants voient la maladie comme une expérience globale, tandis que les patients la réduisent à un phénomène physique.","Les soignants considèrent la maladie comme un phénomène physique nécessitant une intervention, tandis que les patients en ressentent l'impact sur leur vie entière.","Les soignants et les patients ont une perception identique de la maladie, axée sur l'impact physique.","Les patients voient la maladie comme un phénomène physique, tandis que les soignants en ressentent l'impact sur leur vie entière.",b,4
55,OIC-009-02-A-,Quel est le principal enjeu soulevé par l'utilisation croissante des dispositifs techniques en médecine pour observer le corps?,Une meilleure communication entre soignant et patient.,"Une redéfinition des frontières entre le corps subjectif et le corps objectivé, pouvant créer un écart.",Une simplification de la compréhension des maladies.,Une diminution de l'importance du regard médical.,b,4
56,OIC-009-03-A,Quelle est la définition principale de la protection sociale selon le texte?,Un système de prévoyance individuelle basé sur l'épargne.,L'ensemble des mécanismes de solidarité pour lutter contre la pauvreté.,L'ensemble des mécanismes de protection accordés par une société pour faire face aux risques sociaux.,Un système d'assurance sociale obligatoire financé par les cotisations.,c,2
57,OIC-009-03-A-,"Selon le texte, quelles sont les deux principales formes de prestations sociales en France?",Prestations en espèces et prestations de services sociaux.,Prestations en nature et prestations de services sociaux.,Prestations en espèces (revenus de remplacement) et prestations en nature (remboursement de dépenses).,Prestations de vieillesse et prestations de santé.,c,3
58,OIC-009-04-A,"Selon le texte, quels sont les deux principaux risques sociaux qui représentent le poids financier le plus important des dépenses de protection sociale en France?",La famille et le logement,La vieillesse et la santé,L'emploi et la formation,L'invalidité et les accidents du travail,b,4
59,OIC-009-04-A-,"Quelle est la principale source de financement de la protection sociale en France, selon le texte?",Les cotisations sociales des salariés uniquement.,Les impôts et taxes affectés.,Les contributions publiques de l'État.,La contribution solidarité autonomie (CSA).,b,4
60,OIC-009-05-A,Quel est le principal objectif de la France concernant la couverture par le régime général de la sécurité sociale?,Couvrir uniquement les travailleurs salariés du secteur privé.,Couvrir uniquement les personnes contribuant financièrement.,"Atteindre une couverture universelle de la population, qu'elle contribue ou non.",Couvrir uniquement les risques liés à la maladie et à la retraite.,c,4
61,OIC-009-05-A-,Quel est le principal objectif de la loi de financement de la Sécurité Sociale (LFSS)?,Fixer le budget de l'État.,Maîtriser les dépenses sociales et de santé.,Autoriser la perception des recettes de la sécurité sociale.,Déterminer les lois de finances de l'État.,b,4
62,OIC-009-06-A,Quel est le rôle principal de l'ONDAM en France?,Fixer les tarifs des consultations médicales.,Réguler les dépenses de l'assurance maladie.,Définir les objectifs de la recherche médicale.,Gérer les cotisations sociales des employés.,b,4
63,OIC-009-06-A-,Quel pourcentage approximatif de la population française est couvert par le régime général de la Sécurité sociale?,5%,27%,88%,100%,c,4
64,OIC-009-07-A,Quelle est la mission principale de la Caisse nationale d'assurance maladie (CNAM)?,La gestion des retraites.,La prise en charge des soins dispensés aux assurés sociaux.,La gestion des allocations familiales.,La gestion des politiques de prévention.,b,4
65,OIC-009-07-A-,Qu'est-ce que le ticket modérateur?,Une participation forfaitaire de 1 euro par acte médical.,La part des frais de santé restant à la charge de l'assuré après remboursement par l'Assurance Maladie.,Une franchise déduite des remboursements pour certains actes.,Un dispositif permettant de ne pas avancer les frais de santé.,b,4
66,OIC-009-08-A,Quel est le rôle principal du médecin traitant dans le parcours de soins coordonnés?,Effectuer tous les examens médicaux nécessaires.,Gérer le dossier médical et orienter le patient.,Prescrire tous les médicaments sans consultation spécialisée.,Autoriser directement l'accès à tous les spécialistes sans orientation.,b,4
67,OIC-009-08-A-,Quel est l'un des objectifs principaux du protocole de soins ALD?,Réduire le nombre de spécialistes consultables par le patient.,"Définir les traitements, consultations et examens nécessaires pour la prise en charge du patient.",Obliger le patient à suivre un traitement spécifique imposé par l'assurance maladie.,Limiter la durée de la prise en charge à six mois.,b,4
68,OIC-009-09-B,Qu'est-ce qu'une prestation en espèces dans le cadre de l'assurance maladie?,Le remboursement partiel des frais de santé.,Un revenu de remplacement versé en cas d'arrêt de travail.,La prise en charge intégrale des frais médicaux.,Une allocation versée aux ayants droit en cas de décès.,b,4
69,OIC-009-09-B-,Quelle est la définition de la recherche en santé selon le texte?,Études visant à améliorer les soins de santé.,Études visant le développement des connaissances biologiques ou médicales pour améliorer la santé.,Études visant à développer de nouveaux traitements médicaux.,Études visant à comprendre les maladies humaines.,b,4
70,OIC-009-10-B,"Selon le texte, quel est le rôle principal d'un protocole de recherche en santé?",Décrire les résultats attendus de l'étude.,Définir les étapes à suivre pour acquérir de nouvelles connaissances en santé.,Présenter le budget alloué à l'étude.,Lister les contributeurs à l'étude.,b,4
71,OIC-009-10-B-,"Selon la loi Jardé, quelle est la principale différence entre une recherche interventionnelle (RIPH catégorie 1) et une recherche non interventionnelle (RIPH catégorie 3)?","La catégorie 1 implique des risques, tandis que la catégorie 3 n'en implique pas.","La catégorie 1 nécessite un consentement éclairé, tandis que la catégorie 3 nécessite une non-opposition.","La catégorie 1 comporte une intervention non justifiée par la prise en charge habituelle, tandis que la catégorie 3 utilise des actes et produits de manière habituelle.","La catégorie 1 est toujours expérimentale, tandis que la catégorie 3 est toujours observationnelle.",c,4
72,OIC-009-11-A,"Selon le texte, quels types d'arguments sont utiles pour justifier une problématique de recherche?",Arguments économiques et politiques.,Arguments épidémiologiques et liés à l'état actuel des connaissances.,Arguments personnels et anecdotiques.,Arguments philosophiques et éthiques.,b,4
73,OIC-009-11-A-,Quel est le rôle principal d'une hypothèse de recherche?,Définir les objectifs secondaires de l'étude.,Servir de base pour la formulation de l'objectif principal.,Estimer la puissance d'une étude et calculer le nombre de sujets.,Décrire les contributeurs à la recherche.,b,4
74,OIC-009-12-B,Quel est l'élément crucial pour choisir la méthodologie d'une étude en santé?,Le nombre de participants.,La durée de l'étude.,La définition précise de l'objectif de recherche.,Le coût de l'étude.,c,4
75,OIC-009-12-B-,Quelle méthode d'échantillonnage nécessite une base de sondage (liste exhaustive des individus)?,Échantillon de convenance,Recrutement consécutif,Sondage stratifié,Méthode des quotas,c,4
76,OIC-009-13-A,"Selon le texte, quelle est la principale caractéristique des registres de morbidité?",Ils sont basés sur des déclarations obligatoires de maladies infectieuses.,Ils recensent de manière exhaustive les nouveaux cas d'une pathologie donnée dans un territoire.,Ils sont des réseaux de recherche en soins de premiers recours.,Ils collectent des informations sur les décès à partir des certificats de décès.,b,4
77,OIC-009-13-A-,Quel est le critère principal pour évaluer la pertinence d'un critère de jugement principal dans une étude de santé?,Sa facilité de recueil.,Son adéquation avec l'objectif principal de l'étude et sa signification clinique.,Son utilisation fréquente dans d'autres études similaires.,Son acceptation par le comité d'éthique.,b,4
78,OIC-009-14-B,Qu'est-ce qu'une variable aléatoire?,Une fonction qui prédit l'issue exacte d'un phénomène.,Une fonction qui attribue un nombre à toutes les issues possibles d'un phénomène aléatoire.,Une loi qui décrit la fréquence des issues d'un phénomène.,Une mesure de l'incertitude d'un phénomène.,b,3
79,OIC-009-14-B-,Quelle mesure statistique décrit la valeur la plus fréquente dans un ensemble de données?,Moyenne,Médiane,Mode,Variance,c,4
80,OIC-009-15-B,"Quel est le rôle principal des tests statistiques en recherche en santé, selon le texte?",Définir l'hypothèse nulle.,Quantifier le risque de se tromper en concluant qu'un résultat n'est pas lié au hasard.,Déterminer la taille de l'échantillon nécessaire.,Choisir entre un test unilatéral ou bilatéral.,b,4
81,OIC-009-15-B-,Qu'est-ce qu'une donnée de survie?,Uniquement le temps écoulé jusqu'à un événement.,Uniquement le fait qu'un événement se soit produit ou non.,"Le délai jusqu'à la survenue d'un événement, ainsi que le fait que l'événement se soit produit ou non pendant le suivi.",Uniquement le temps de suivi d'un sujet.,c,4
82,OIC-009-16-B,Quel est le but principal de l'ajustement en analyse statistique?,Calculer des mesures d'association brutes.,Tenir compte des facteurs de confusion.,Simplifier l'analyse multivariée.,Ignorer l'impact des facteurs d'exposition.,b,4
83,OIC-009-16-B-,Quel est le principal objectif de la protection des données de santé?,Faciliter l'accès aux données pour la recherche.,Garantir le respect de la vie privée des personnes.,Promouvoir l'utilisation de l'informatique de santé.,Simplifier les procédures administratives pour les chercheurs.,b,4
84,OIC-009-17-A,"Dans une étude expérimentale, quel est le terme utilisé pour décrire le facteur d'intérêt auquel les participants sont exposés?",Facteur de risque,Facteur pronostique,Facteur d'exposition,Déterminant de santé,c,4
85,OIC-009-17-A-,Quelle est la définition de la population cible dans le contexte de la recherche en santé?,Le groupe spécifique d'individus inclus dans l'étude.,La population à partir de laquelle l'échantillon est tiré.,Le groupe plus large auquel les résultats de l'étude sont destinés à être appliqués.,Un sous-ensemble de la population source.,c,4
86,OIC-009-18-A,Quelle est la principale caractéristique des études observationnelles par rapport aux études expérimentales?,Le chercheur modifie les facteurs d'exposition des sujets.,Le chercheur observe les sujets sans intervenir sur leurs facteurs d'exposition.,Les études observationnelles sont toujours rétrospectives.,Les études observationnelles ne peuvent être que descriptives.,b,4
87,OIC-009-18-A-,Quelle est la principale différence entre une étude cas-cohorte et une étude cas-témoins nichée?,"Dans une étude cas-cohorte, les cas sont sélectionnés à partir d'une cohorte existante, tandis que dans une étude cas-témoins nichée, les témoins sont sélectionnés à partir d'une cohorte existante.","Dans une étude cas-témoins nichée, les cas et les témoins sont sélectionnés à partir d'une cohorte existante, tandis que dans une étude cas-cohorte, les cas sont sélectionnés à partir d'une cohorte existante et une sous-cohorte est utilisée pour les non-cas.","Dans une étude cas-témoins nichée, les cas sont sélectionnés à partir d'une cohorte existante, tandis que dans une étude cas-cohorte, les témoins sont sélectionnés à partir d'une cohorte existante.",Les deux études utilisent une cohorte existante pour sélectionner à la fois les cas et les témoins.,b,4
88,OIC-009-19-B,Quelle mesure représente la proportion de cas d'une maladie dans une population à un instant donné?,Risque,Taux d'incidence,Prévalence,Intervalle de confiance,c,4
89,OIC-009-19-B-,Quel est le but principal de la standardisation dans les enquêtes descriptives?,Calculer la fréquence brute d'un événement.,Comparer des mesures de fréquence entre des populations non comparables.,Définir la population de référence.,Calculer le taux d'incidence spécifique.,b,4
90,OIC-009-20-B,,,,,,,1
91,OIC-009-20-B-,Quel type d'étude NE permet PAS d'estimer le Risque Relatif (RR)?,Essai contrôlé randomisé,Étude de cohorte,Étude cas-témoins,Étude transversale,c,4
92,OIC-009-21-A,Quelle est la définition de la puissance d'une étude statistique?,La probabilité de conclure à une différence lorsqu'il n'y en a pas.,La probabilité de conclure à une différence lorsqu'il y en a une.,La probabilité de conclure à l'absence de différence lorsqu'il n'y en a pas.,La probabilité de conclure à l'absence de différence lorsqu'il y en a une.,b,4
93,OIC-009-21-A-,Le calcul du nombre de sujets nécessaire pour une étude est effectué :,Après la collecte des données.,Pendant l'analyse statistique.,Avant le début de l'étude (a priori).,Uniquement pour les études descriptives.,c,4
94,OIC-009-22-B,Quelle est la principale différence entre l'erreur aléatoire et l'erreur systématique (biais) dans une étude?,"L'erreur aléatoire est indépendante de la taille de l'échantillon, tandis que l'erreur systématique diminue avec l'augmentation de la taille de l'échantillon.","L'erreur aléatoire est due au hasard et affecte la précision, tandis que l'erreur systématique est non aléatoire et peut invalider les résultats.","L'erreur aléatoire est toujours contrôlable lors de l'analyse, tandis que l'erreur systématique ne peut être contrôlée qu'au moment de la préparation du protocole.","L'erreur aléatoire concerne uniquement les études descriptives, tandis que l'erreur systématique concerne uniquement les études analytiques.",b,4
95,OIC-009-23-A,Qu'est-ce qu'une interaction en épidémiologie?,Un facteur qui biaise l'estimation d'une association.,Une variation de l'association entre une exposition et un phénomène de santé en fonction d'un troisième facteur.,Un facteur qui masque une association réelle.,Une méthode pour contrôler les facteurs de confusion.,b,4
