Unnamed: 0,id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
10,OIC-005-08-A-,Qu'est-ce que le travail en équipe pluriprofessionnelle?,Un moyen de répondre de manière collaborative aux besoins du patient.,Une barrière de sécurité contre les événements indésirables.,Un facteur de qualité de la prise en charge du patient.,Un facteur de santé et de bien-être au travail pour les professionnels.,a,4
11,OIC-005-09-A,"Quel dispositif est utilisé pour les activités dites 'interventionnelles' telles que l'endoscopie, la radiologie interventionnelle, les cathéters veineux centraux et la chimiothérapie?",Protocole pluriprofessionnel,Réunion de morbi-mortalité,Check-list,Réunions de concertation pluridisciplinaire,c,4
12,OIC-005-09-A-,Qu'est-ce que le parcours de soins?,Le parcours de soins est l'organisation et la coordination du juste enchaînement et du bon moment des compétences professionnelles tout au long de la prise en charge d'un patient.,Le parcours de soins est l'organisation et la coordination du juste enchaînement et du bon moment des compétences professionnelles tout au long de la prise en charge d'un animal.,Le parcours de soins est l'organisation et la coordination du juste enchaînement et du bon moment des compétences professionnelles tout au long de la prise en charge d'un véhicule.,Le parcours de soins est l'organisation et la coordination du juste enchaînement et du bon moment des compétences professionnelles tout au long de la prise en charge d'un bâtiment.,a,1
13,OIC-005-10-A,Qu'est-ce que l'on appelle un protocole pluriprofessionnel?,Un protocole de soins unique pour un professionnel,Un consensus concernant la prise en charge d'une maladie aigue ou chronique par plusieurs professionnels,Un document de politique de santé publique,Un protocole de travail en équipe pour une entreprise,b,4
14,OIC-005-10-A-,Quelle est la définition des réunions de concertation pluridisciplinaire (RCP)?,Réunions qui regroupent au moins trois médecins de spécialités différentes pour prendre une décision sur la meilleure prise en charge d’un patient et en fonction de l'état de la science du moment.,Réunions qui regroupent au moins trois médecins de spécialités différentes pour discuter de la prise en charge d’un patient mais sans prendre de décision.,Réunions qui regroupent au moins trois médecins de spécialités différentes pour discuter de la prise en charge d’un patient et en fonction de l'état de la science du moment et prendre une décision.,Réunions qui regroupent au moins trois médecins de spécialités différentes pour discuter de la prise en charge d’un patient mais sans prendre de décision et en fonction de l'état de la science du moment.,a,4
15,OIC-005-11-A,Qu'est-ce que la check-list sécurité du patient au bloc opératoire?,Un outil de vérification utilisé pour sécuriser la réalisation d'une intervention chirurgicale,Un outil de vérification utilisé pour sécuriser la réalisation d'une intervention radiologique,Un outil de vérification utilisé pour sécuriser la réalisation d'une intervention endoscopique,Un outil de vérification utilisé pour sécuriser la réalisation d'une intervention chimiothérapeutique,a,4
16,OIC-005-12-B,Quel service hospitalier a pour mission de répondre aux situations d'urgence et assure une écoute médicale permanente?,Les Services Mobiles d’Urgence et de Réanimation (SMUR),Les Structures des urgences (SU),Les Samu-Centre 15,Les centres d’enseignement des soins d’urgence (CESU),c,4
17,OIC-005-13-A,Quel est l'un des effets des discriminations sur les inégalités sociales de santé?,Elles améliorent la santé,Ils ne font pas de différence sur la santé,Ils aggravent les inégalités sociales de santé,Ils améliorent les inégalités sociales de santé,c,4
18,OIC-005-13-A-,Quel facteur structurel et organisationnel est lié à un refus de soin non équitablement réparti dans une situation de désertification de l'offre de soin ou de pénurie?,Rapport de pouvoir asymétrique dans le soin,Hétérogénéité de pratiques,Inégalités territoriales de l'offre de soin,Manque de coordination,c,4
19,OIC-005-14-B,Qu'est-ce qui est la compétence des individus à réfléchir de façon critique sur la dimension morale de leurs actions et pratiques individuelles et collectives?,La morale,La déontologie,L'éthique,Le droit,c,4
20,OIC-005-14-B-,Quel est le domaine principal de la bioéthique selon V.R. Potter?,Une éthique globale pour la survie de l’être humain et de la planète,Un sous-ensemble de l’éthique en santé,Un cadre réglementaire pour les progrès scientifiques,Un domaine de recherches philosophiques et de débats publics,a,4
21,OIC-005-15-B,Quand le mot 'déontologie' a-t-il été utilisé pour la première fois en langue française?,En 1800,En 1820,En 1825,En 1830,c,2
22,OIC-006-01-A,Quel principe philosophique a-t-on retrouvé à la base de l'autonomie du patient dans le domaine du soin?,Le principe de l'autorité du corps sur l'esprit,Le principe de la souveraineté de l'esprit sur le corps,Le principe de la subordination de l'esprit au corps,Le principe de la subordination du corps à l'esprit,b,4
23,OIC-006-01-A-,Quel est le devoir d'un médecin envers un patient en matière d'information?,Ne pas informer le patient de son état de santé,Informer le patient de son état de santé mais seulement lorsque cela est nécessaire,"Informer le patient de son état de santé de manière loyale, claire et appropriée",Informer le patient de son état de santé mais seulement lorsque cela est bénéfique pour le patient,c,4
24,OIC-006-02-A-,Quel est le rôle de la personne de confiance dans le cadre de la prise en charge médicale?,Elle est responsable de la prise en charge médicale du patient.,Elle est un interlocuteur des situations de crises majeures.,Elle est un accompagnant du soin au quotidien et des démarches de choix et de décision que fait le patient.,Elle est responsable de la décision d'arrêt ou limitation de soins de réanimation.,c,4
25,OIC-006-03-A,Quelle est la définition de la vulnérabilité selon les sciences humaines et sociales?,"La vulnérabilité comme constitutive de l’existence humaine, universellement partagée, parfois qualifiée de vulnérabilité fondamentale ou ontologique, et qui renvoie à notre fragilité anthropologique et biologique.","La vulnérabilité comme dépendante de contextes historiques et sociaux, souvent qualifiée de vulnérabilité sociale.",La vulnérabilité comme étant un défaut ou un manque d’autonomie.,La vulnérabilité comme étant un état ou une situation contre lesquels il convient de se prémunir ou d’agir pour ne pas perdre ou reconquérir un statut de sujet autonome.,a,4
26,OIC-006-03-A-,Quelle est la finalité des mesures de protection juridique pour une personne qui a subi une altération médicalement constatée de ses facultés mentales et/ou corporelles?,Pour limiter les libertés de la personne protégée,Pour favoriser l'autonomie de la personne protégée,"Pour assurer le respect des libertés de la personne protégée, de ses droits et de sa dignité",Pour empêcher la personne protégée de prendre des décisions,c,4
27,OIC-006-04-B,"Quelle mesure de protection juridique est temporaire et aux effets limités, qui permet de traiter une situation en urgence lorsqu’une personne majeure risque des actes contraires à ses intérêts?",Sauvegarde de justice,Curatelle,Tutelle,Protection des mineurs,a,4
28,OIC-006-05-A,Quel est le but principal de la loi Veil de 1975 sur l'interruption volontaire de grossesse?,Garantir un accès égal et sécurisé à cette intervention,Limiter l'excès ou l'abus de recours à l'IVG,Définir clairement quand commence la vie d'un être humain,Garantir le respect de la vie de l'embryon vivant,a,4
29,OIC-006-06-A,Quel est le but principal du diagnostic prénatal (DPN) selon la loi de bioéthique du 29 juillet 1994?,Prévenir ou traiter une affection d'une particulière gravité dans l'intérêt de l'enfant à naître,Satisfaire des désirs d'enfants « parfaits »,Déterminer le sexe fœtal,Réduire le nombre de naissances de personnes handicapées,a,4
30,OIC-006-06-A-,Quel est le but principal du diagnostic préimplantatoire (DPI)?,Déterminer le sexe embryonnaire pour convenance personnelle,Détecter une anomalie chromosomique chez l'embryon,Éviter la transmission d'une maladie génétique présente chez les futurs parents,Renforcer la compatibilité immunologique avec un frère ou une sœur malade,c,4
31,OIC-006-07-A,Quel est l'objet de la loi Clayes-Léonetti de 2016?,Définir la notion de fin de vie,Définir les modalités acceptables pour répondre à une demande de mort,Définir les indicateurs et échelles utilisés pour établir un pronostic,Définir les conditions permettant de construire une relation de confiance avec la personne malade,b,4
32,OIC-006-07-A-,Quel droit est-il reconnu par la loi Clayes-Léonetti pour toute personne en fin de vie?,Le droit de refuser les soins palliatifs,Le droit de demander des soins actifs inutiles,Le droit d'avoir accès aux soins palliatifs et à un accompagnement de sa fin de vie,Le droit de refuser la sédation profonde et continue,c,4
33,OIC-006-08-A-,Quelle loi a instauré le droit de désigner une personne de confiance?,La loi du 2 février 2016,La loi du 4 mars 2002,La loi du 9 juin 1999,La circulaire du 26 août 1986,b,4
34,OIC-008-01-A,Quel principe éthique de la recherche impliquant la personne est défini comme le fait de ne pas causer de préjudice par la recherche et d'interrompre immédiatement toute recherche ayant des effets néfastes irréversibles ou importants?,Principe de bienfaisance,Principe de non-malfaisance,Principe d'autonomie,Principe de justice,b,4
35,OIC-008-01-A-,Quelle loi française a établi les deux types de recherches biomédicales : avec bénéfice individuel direct et sans bénéfice individuel direct?,Loi du 9 août 2004,Loi Huriet-Sérusclat (20 décembre 1988),Loi du 5 mars 2012 (loi Jardé),Loi n° 2012-300 du 5 mars 2012,b,4
36,OIC-008-02-B,Quel principe éthique est-il inscrit dans les lois françaises pour le don d'organes?,Le principe de réciprocité,Le principe de gratuité,Le principe de commercialisation,Le principe de patrimonialité,b,4
37,OIC-008-03-B,Qui peut être donneur vivant selon la loi française?,Seul le père ou la mère du receveur,"Seuls les conjoints, les frères et sœurs, les fils et filles, les grands-parents, les oncles et tantes, les cousins germains et cousines germaines, ainsi que le conjoint de son père ou de sa mère",Toute personne apportant la preuve d’une vie commune d’au moins deux ans avec le receveur,Seuls les parents titulaires de l’autorité parentale,b,4
38,OIC-008-03-B-,Quels sont les éléments et les produits du corps humain?,"Les éléments sont les organes, les tissus et les cellules du corps. Les produits sont les ongles, poils, dents et cheveux.","Les éléments sont les ongles, poils, dents et cheveux. Les produits sont les organes, tissus et cellules du corps.","Les éléments sont les organes, tissus et cellules du corps. Les produits sont renouvelables : il s’agit du sang, ou des gamètes par exemple.","Les éléments sont les ongles, poils, dents et cheveux. Les produits sont renouvelables : il s’agit du sang, ou des gamètes par exemple.",c,4
39,OIC-009-01-A-,Quel est l'un des changements historiques concernant les représentations de ce que serait un corps en bonne santé?,Le corps maigre est synonyme de bonne santé,L'embonpoint est synonyme de bonne santé,Le corps musclé est synonyme de bonne santé,Le corps mince est synonyme de bonne santé,b,4
40,OIC-009-02-A,Quelle est la différence entre l'expérience corporelle de soi et de l'autre?,L'expérience corporelle de soi est la même que celle de l'autre.,L'expérience corporelle de l'autre est la même que celle de soi.,L'expérience corporelle de soi est différente de celle de l'autre.,L'expérience corporelle de l'autre est différente de celle de soi mais cela n'est pas exacerbé chez le malade.,c,2
41,OIC-009-02-A-,Quel est le but principal de la distinction entre le corps-objet et le corps-sujet dans le monde de la santé?,Pour diriger l'attention du soignant sur un seul aspect de la corporéité,Pour considérer le corps comme un simple objet parmi les objets,"Pour relativiser et préciser les connaissances sur le corps, sain ou malade",Pour réduire le corps à une batterie d'organes,c,4
42,OIC-009-03-A,Qu'est-ce que la protection sociale?,L'ensemble des mécanismes de protection accordés par une société à ses membres pour leur permettre de faire face aux risques sociaux de l'existence et à leurs conséquences financières.,"L'ensemble des mécanismes de protection accordés par une société à ses membres pour leur permettre de faire face aux risques sociaux de l'existence et à leurs conséquences financières, mais uniquement pour les personnes âgées.","L'ensemble des mécanismes de protection accordés par une société à ses membres pour leur permettre de faire face aux risques sociaux de l'existence et à leurs conséquences financières, mais uniquement pour les personnes handicapées.","L'ensemble des mécanismes de protection accordés par une société à ses membres pour leur permettre de faire face aux risques sociaux de l'existence et à leurs conséquences financières, mais uniquement pour les personnes chômeuses.",a,4
43,OIC-009-03-A-,Quelle est la principale catégorie de prestations de protection sociale en France?,Le versement de prestations sociales directement aux individus,L'accès à des prestations de services sociaux fournis gratuitement ou à des prix réduits,Le risque vieillesse-survie,Le risque santé,c,4
44,OIC-009-05-A,"Quelle branche de la Sécurité sociale prend en charge les risques maladie, maternité, invalidité et décès?",Branche Famille,Branche Vieillesse,"Branche Maladie, Accidents du travail et Risques professionnels",Branche Recouvrement des cotisations sociales,c,4
45,OIC-009-05-A-,Quel organe vote chaque année la loi de financement de la Sécurité sociale (LFSS)?,Le gouvernement,Le Conseil constitutionnel,Le Parlement,La Cour de cassation,c,4
46,OIC-009-06-A-,Quel régime de sécurité sociale couvre 88 % de la population française?,le régime agricole,le régime général,les régimes spéciaux,le régime des entreprises et établissements publics,b,4
47,OIC-009-08-A,Quel est le rôle du médecin traitant dans le parcours de soins coordonnés?,Il assure les soins régulièrement.,Il met le patient en relation avec d'autres professionnels de santé.,Il gère le dossier médical.,Il établit le protocole de soins si le patient est atteint d’une affection de longue durée.,b,4
48,OIC-009-09-B,Quelle est la définition d'une prestation en espèces dans l'assurance maladie?,"Remboursement total ou partiel par l’assurance maladie de tout ou une partie des frais de santé engagés lors d'une maladie, d'une maternité ou d'un accident de travail.",Indemnités journalières versées à compter du 4<sup>e</sup> jour de l'arrêt de travail.,Prise en charge à 100 % des examens prénataux.,"Pension d'invalidité calculée en fonction du revenu, de la capacité résiduelle de travail et du besoin éventuel d'une tierce personne.",b,4
49,OIC-009-09-B-,Quelle est la définition de la recherche en santé?,"Toutes les études visant le développement des connaissances physiques, pour étendre la connaissance scientifique de l'univers et développer des actions susceptibles d'améliorer la santé.","Toutes les études visant le développement des connaissances chimiques, pour étendre la connaissance scientifique de la terre et développer des actions susceptibles d'améliorer la santé.","Toutes les études visant le développement des connaissances mathématiques, pour étendre la connaissance scientifique de la technologie et développer des actions susceptibles d'améliorer la santé.","Toutes les études visant le développement des connaissances biologiques ou médicales, pour étendre la connaissance scientifique de l'humain et développer des actions susceptibles d'améliorer la santé.",d,4
50,OIC-009-10-B,Qu'est-ce que le protocole dans le domaine de la recherche clinique?,Un document écrit en arrière du démarrage d'une étude,Un ensemble de critères de jugement secondaires,Un document écrit en amont du démarrage d'une étude décrivant très précisément les différents éléments et étapes de la méthodologie de la recherche,"Un type d'étude (essai contrôlé randomisé, étude de cohorte, étude cas-témoins, etc)",c,4
51,OIC-009-10-B-,Quelle catégorie de recherche clinique comprend des études qui comportent une intervention sur la personne non justifiée par sa prise en charge habituelle et qui sont essentiellement des études sur l'efficacité et l'innocuité de médicaments ou dispositifs médicaux?,RIPH catégorie 1,RIPH catégorie 2,RIPH catégorie 3,Recherches non-RIPH,a,4
52,OIC-009-11-A,Quels arguments sont utiles à la justification d'une problématique de recherche en santé?,Les facteurs de risque et les coûts,Les hypothèses physiopathologiques plausibles et les états actuels des connaissances,Les facteurs de risque et les résultats contradictoires des études précédemment menées,Les coûts et les résultats contradictoires des études précédemment menées,b,4
53,OIC-009-11-A-,Qu'est-ce qui est l'objectif d'une recherche en santé?,La vérification d'une hypothèse a priori,La confirmation d'une théorie existante,La révision d'une hypothèse a posteriori,La définition d'une nouvelle méthodologie,a,4
54,OIC-009-12-B,Quel type d'étude est-ce qui a pour objectif de décrire la distribution ou l'évolution de la fréquence des événements de santé et de leurs déterminants dans la population?,Étude à visée descriptive,Étude à visée explicative,Étude expérimentale,Étude diagnostique,a,4
55,OIC-009-12-B-,Quel est le but d'un échantillonnage dans une recherche en santé?,Pour étudier une population donnée dans son ensemble,Pour déduire ce qui existe dans la population cible à partir des observations effectuées sur l'échantillon,Pour étudier une population donnée en utilisant une base de sondage exhaustive,Pour étudier une population donnée en utilisant une méthode de tirage au sort,b,4
56,OIC-009-14-B,Qu'est-ce que les probabilités?,Les probabilités sont des phénomènes aléatoires dont les issues possibles sont connues mais dont on ne peut prédire la valeur car leur réalisation est incertaine.,Les probabilités sont des lois mathématiques qui décrivent la probabilité associée à chaque valeur d'une variable aléatoire.,Les probabilités sont des variables aléatoires qui attribuent un nombre à toutes les issues possibles.,Les probabilités sont des phénomènes aléatoires dont les issues possibles sont connues et dont on peut prédire la valeur.,a,3
57,OIC-009-14-B-,Quel est le paramètre de position qui est la valeur la plus fréquemment retrouvée dans un ensemble de valeurs?,Moyenne,Mode,Médiane,Quartile,b,4
58,OIC-009-15-B,Quelle est la définition de l'hypothèse nulle dans un test statistique?,L'hypothèse que l'on cherche à accepter.,"L'hypothèse que l'on cherche à rejeter, mais qu'on veut avoir peu de chances de rejeter si elle est vraie.",La probabilité de rejeter l'hypothèse nulle alors que celle-ci est vraie.,La probabilité de ne pas rejeter l'hypothèse nulle alors que l'hypothèse alternative est vraie.,b,4
59,OIC-009-15-B-,Qu'est-ce que l'on appelle les données de survie?,Les données qui reflètent la survenue d'un événement quel qu'il soit et le temps de suivi du sujet.,Les données qui reflètent uniquement la survenue d'un événement.,Les données qui reflètent uniquement le temps de suivi du sujet.,"Les données qui reflètent la survenue d'un événement et le temps de suivi du sujet, mais uniquement pour les événements observés.",a,4
60,OIC-009-16-B,Qu'est-ce que l'ajustement dans le contexte de la recherche en santé?,Une méthode d'analyse statistique permettant de tenir compte d'un ou plusieurs facteurs de confusion liés à la survenue du phénomène de santé étudié.,Une méthode d'analyse statistique permettant de tenir compte d'un ou plusieurs facteurs de confusion liés à l'exposition explorée et à la survenue du phénomène de santé étudié.,Une méthode d'analyse statistique permettant de tenir compte d'un ou plusieurs facteurs de confusion liés à l'exposition explorée.,Une méthode d'analyse statistique permettant de tenir compte d'un ou plusieurs facteurs de confusion liés à la survenue du phénomène de santé.,b,4
61,OIC-009-16-B-,Quel texte réglemente la protection des données personnelles en Europe?,RGPD,Code de la santé publique,Loi Informatique et Libertés,Loi sur la protection des données personnelles,a,4
62,OIC-009-17-A-,Quelle est la population sur laquelle on s’interroge et à propos de laquelle on veut obtenir des informations pour mieux la connaître et adapter sa prise en charge dans la vraie vie?,Population source,Population cible,Échantillon,Population représentative,b,4
63,OIC-009-18-A,Quel type d'étude observationnelle permet de suivre dans le temps un échantillon de sujets et peut répondre à des objectifs descriptifs et analytiques?,Enquête de cohorte,Enquête cas-témoins,Enquête transversale,Enquête longitudinale,a,4
64,OIC-009-18-A-,Quelle étude est une enquête cas-témoins où les cas et témoins sont sélectionnés parmi les sujets d'une cohorte déjà constituée?,Étude sur données groupées,Étude cas-cohorte,Étude quasi-expérimentale,Étude cas-témoins nichée,d,4
65,OIC-009-19-B,Qu'est-ce que le risque?,"Probabilité qu'une maladie survienne dans une population pendant une période donnée, exprimée sous forme de pourcentage sans unité.","Nombre de nouveaux cas pendant une certaine période, au sein d’une population, rapporté à la somme des personnes-temps.","Proportion du nombre de cas d’une maladie dans une population à un instant donné, ou plutôt en général sur une période donnée.",Intervalle de confiance d'une estimation de ces paramètres à partir d'un échantillon.,a,4
66,OIC-009-19-B-,Qu'est-ce que la mesure de fréquence standardisée?,"La moyenne pondérée de la mesure de fréquence spécifique à des classes d'individus, avec les poids étant les proportions d'individus dans chaque classe dans une population de référence.","La moyenne pondérée de la mesure de fréquence spécifique à des classes d'individus, avec les poids étant les proportions d'individus dans chaque classe dans la population étudiée.","La moyenne pondérée de la mesure de fréquence spécifique à des classes d'individus, avec les poids étant les proportions d'individus dans chaque classe dans une population générale.","La moyenne pondérée de la mesure de fréquence spécifique à des classes d'individus, avec les poids étant les proportions d'individus dans chaque classe dans une population de référence, mais les poids étant les proportions d'individus dans la population étudiée.",a,4
67,OIC-009-20-B-,Quel type d'étude ne peut pas être utilisé pour estimer le Risque Relatif (RR)?,Essai contrôlé randomisé,Étude de cohorte exposé/non exposé,Étude cas-témoins,Étude de cas-contrôle,c,4
68,OIC-009-21-A-,Quel est le but du calcul du nombre de sujets nécessaires dans une étude descriptive?,Garantir une précision suffisante,Garantir une puissance suffisante,Garantir une précision et une puissance suffisantes,Garantir une précision et une puissance insuffisantes,a,4
69,OIC-009-22-B,Quelle est la différence entre l'erreur aléatoire et l'erreur systématique dans l'estimation d'un paramètre?,L'erreur aléatoire est due à la fluctuation d'échantillonnage et la présence de biais majeurs invalide les résultats d'une étude. L'erreur systématique est indépendante de la taille d'échantillon.,L'erreur systématique est due à la fluctuation d'échantillonnage et la présence de biais majeurs invalide les résultats d'une étude. L'erreur aléatoire est indépendante de la taille d'échantillon.,L'erreur aléatoire est due à la fluctuation d'échantillonnage et la présence de biais majeurs peut être corrigée au moment de l'analyse. L'erreur systématique est indépendante de la taille d'échantillon.,L'erreur systématique est due à la fluctuation d'échantillonnage et la présence de biais majeurs invalide les résultats d'une étude. L'erreur aléatoire est dépendante de la taille d'échantillon.,a,4
70,OIC-009-23-A,Qu'est-ce qu'un facteur d'interaction dans le contexte de la recherche en santé?,Un facteur qui produit ou amplifie l'association étudiée même si celle-ci n'existe pas,Un facteur qui masque ou réduit l'association étudiée même si elle existe,Un facteur qui modifie l'association entre une exposition et un phénomène de santé en fonction du niveau d'un autre facteur,Un facteur qui est confondu avec un facteur de confusion,c,4
71,OIC-009-23-A-,Qu'est-ce que le jugement de signification statistique?,L'erreur due à l'échantillonnage,La probabilité d'observer une différence au moins aussi importante si en réalité cette différence n’existe pas,La vraie valeur du paramètre dans la population,Le risque de première espèce alpha,b,4
72,OIC-009-24-B,Quel critère de Bradford Hill est important pour minimiser les biais de sélection et de classement?,Association statistique entre l’exposition et le phénomène étudié,Force de l’association,Relation de type « dose-effet »,Spécificité de la relation,d,3
73,OIC-009-24-B-,Qu'est-ce que l'exposome?,Ensemble des modifications épigénétiques dans un échantillon,Ensemble de la séquence ADN d’un individu,Ensemble des facteurs environnementaux auxquels un individu est exposé au cours de sa vie,Ensemble des produits métaboliques synthétisés dans un échantillon,c,4
74,OIC-009-25-B,Quel est le processus utilisé pour évaluer la qualité d'un article scientifique avant sa publication?,Le processus de publication passe par un comité de lecture et est appelé'revue par les pairs'.,"Les revues prédatrices proposent directement aux chercheurs de publier leurs travaux rapidement, en accès libre, moyennant des frais de publication.",Les revues prédatrices ne présentent en réalité aucune garantie d’intégrité scientifique et publient les manuscrits sans aucune forme d’évaluation ni validation.,Les revues prédatrices sont une escroquerie qui se présentent de prime abord comme sérieuses.,a,3
75,OIC-009-25-B-,Quelle est la définition de la valeur prédictive positive (VPP) d'un test?,Probabilité d’être non-malade si le test est positif.,Probabilité d’être malade si le test est négatif.,Probabilité d’être malade si le test est positif.,Probabilité d’être non-malade si le test est négatif et positif.,c,4
76,OIC-009-26-B,Qu'est-ce qu'une maladie rare selon le Règlement européen sur les médicaments orphelins?,Maladie qui atteint moins d’une personne sur 100 en population générale,Maladie qui atteint moins d’une personne sur 1000 en population générale,Maladie qui atteint moins d’une personne sur 2000 en population générale,Maladie qui atteint moins d’une personne sur 5000 en population générale,c,4
77,OIC-009-26-B-,Quel est le rôle d'un centre de compétence (CCMR) dans l'organisation nationale des soins pour les maladies rares en France?,Il est responsable de la coordination et de l'expertise pour les maladies rares.,Il assure la prise en charge et le suivi des personnes atteintes de maladies rares au plus proche de leur domicile.,"Il est un réseau comprenant un site coordonnateur, un ou plusieurs site(s) constitutif(s) et, le cas échéant, un ou plusieurs centres de compétence.","Il est une organisation qui coordonne en réseau un ensemble associant des centres de soins hospitaliers, des laboratoires de diagnostic et de recherche, des structures sociales et médico-sociales, des universités, des associations, voire tout autre partenaire ou institution apportant une expertise complémentaire au champ des maladies rares concerné.",b,4
78,OIC-009-27-B,"Quelle maladie génétique est due à une absorption intestinale excessive de fer, liée le plus souvent à un déficit de production en hepcidine, hormone de régulation systémique du fer, et plus rarement à une hepcidino-résistance?",L'hémophilie,La drépanocytose,L'hémochromatose,Les thalassémies,c,4
79,OIC-009-27-B-,Quel est le nombre total de maladies rares différentes en France?,3 millions,7000,350 millions,80% des maladies rares sont d’origine génétique,b,1
80,OIC-010-01-A,Quelle est la définition de l'errance diagnostique?,La période allant de l'apparition des premiers symptômes à la date à laquelle un diagnostic précis est posé.,L'échec à définir la cause précise de la maladie après avoir mis en œuvre l'ensemble des investigations disponibles en l'état de l'art.,La période allant de la date à laquelle un diagnostic précis est posé à la fin de la maladie.,L'échec à définir la cause précise de la maladie avant l'apparition des premiers symptômes.,a,4
81,OIC-010-01-A-,Quel est le but de la prise en charge des maladies rares en ville?,Informer les médecins non spécialistes et les professionnels paramédicaux de la culture du doute devant toute association inhabituelle de symptômes ou tableau clinique atypique.,"Informer les patients de l'existence d'associations de patients soit spécifiques, soit d'Alliance Maladies Rares qui les orientera vers l'association la plus appropriée.","Aider les patients à se connecter aux centres de référence et de compétence maladies rares, aux filières de santé, à Orphanet, aux Maladies rares Info Services et aux plateformes d’expertise maladies rares dans les territoires.",Compléter le dispositif sur le plan médico-social pour les situations de handicap particulièrement complexes par les équipes relais handicaps rares (ERHR).,c,4
82,OIC-010-02-B-,Quelle est la méthode proposée pour les sacs de petite taille et les hémorragies peu importantes en cas de fausse couche du premier trimestre?,Traitement médical (prostaglandines),Traitement chirurgical,Traitement avec des médicaments anti-inflammatoires,Aucune des précédentes,a,4
83,OIC-010-03-B,Quelle est la méthode de traitement chirurgical de la GEU pauci ou asymptomatique?,En urgence,"Après conditionnement de la patiente, bilan préopératoire, groupage, RAI appel de l’anesthésiste",Cœlioscopie diagnostique et thérapeutique,Salpingotomie ou ablation de la trompe,c,4
84,OIC-010-03-B-,Quel est l'un des signes cliniques en faveur d'un hématome rétroplacentaire (HRP)?,hémorragie abondante,un utérus souple et indolore,contexte vasculaire,activité cardiaque fœtale bien perçue,c,4
