Unnamed: 0,id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
59,OIC-009-13-A-,Quel est le critère principal pour évaluer la pertinence d'un critère de jugement dans une étude ?,Sa signification clinique,Son adéquation avec l'objectif principal de l'étude,Sa faisabilité de recueil,Sa relation avec les critères secondaires,b,4
60,OIC-009-14-B,Qu'est-ce que les probabilités ?,Des phénomènes aléatoires dont les issues possibles sont inconnues,Des phénomènes aléatoires dont les issues possibles sont connues mais dont on ne peut prédire la valeur car leur réalisation est incertaine,Des phénomènes déterministes qui ont une issue prévisible,Des phénomènes aléatoires sans issues possibles,b,3
61,OIC-009-14-B-,Quel est un paramètre statistique de position qui représente la valeur la plus fréquemment retrouvée dans un ensemble de valeurs ?,Moyenne,Mode,Médiane,Quartile,b,4
62,OIC-009-15-B,Quel est le but d'un test statistique en recherche en santé?,Évaluer la qualité des données,Conclure si un résultat observé peut s'expliquer par le hasard,Déterminer la signification du résultat,Interpréter les résultats en fonction de l'hypothèse alternative,b,4
63,OIC-009-15-B-,Qu'est-ce que les données de survie ?,Le temps écoulé entre l'inclusion dans une étude et la fin de celle-ci.,La durée pendant laquelle on a pu observer un sujet avant qu'il ne soit perdu de vue.,"Le délai jusqu'à la survenue d'un événement quelconque, reflétant à la fois la survenue et le temps de suivi du sujet.",La probabilité de connaître l'événement avant un temps donné.,c,4
64,OIC-009-16-B-,Quel est l'objectif principal de la protection des données de santé?,Faciliter les échanges de données entre les professionnels de santé,Garantir le respect de la vie privée des personnes,Améliorer la qualité des soins,Réduire les coûts médicaux,b,4
65,OIC-009-17-A-,Quelle est la définition de la population cible ?,La population à partir de laquelle l'étude se déroule,La sous-population d'une population source,La population sur laquelle on s'interroge et à propos de laquelle on veut obtenir des informations,La population qui participe à l'étude,c,4
66,OIC-009-18-A,Quel type d'étude observationnelle permet de suivre dans le temps un échantillon de sujets ?,Enquête cas-témoins,Enquête transversale,Enquête de cohorte,Étude exposés non exposés,c,4
67,OIC-009-18-A-,Quel type d'étude consiste à sélectionner des cas et témoins parmi les sujets d'une cohorte déjà constituée ?,Étude cas-témoins nichée,Étude quasi-expérimentale,Étude sur données groupées,Étude de cohorte,a,4
68,OIC-009-19-B,Quelle est la définition du risque ?,Probabilité qu'un événement se produise dans une population pendant une période donnée.,"Nombre de nouveaux cas pendant une certaine période, rapporté à la somme des personnes-temps.",Proportion du nombre de cas d'une maladie dans une population à un instant donné.,Taux de mortalité dans une population.,a,4
69,OIC-009-20-B,Quelle est la valeur correspondant à l'absence d'effet du coefficient de corrélation linéaire (r)?,0,-1,1,2,a,4
70,OIC-009-20-B-,Quel est le type d'étude qui ne permet pas d'estimer le Risque Relatif (RR)?,Étude cas-témoins,Étude de cohorte exposé/non exposé,Essai contrôlé randomisé,Toutes les études ci-dessus,a,4
71,OIC-009-21-A,Quel paramètre augmente la puissance d'une étude si sa valeur augmente ?,La différence à détecter,Le risque alpha,La taille de l'échantillon analysé N,La variabilité des observations (variance),c,4
72,OIC-009-22-B,Quelle est la différence entre une erreur aléatoire et une erreur systématique ?,L'erreur aléatoire est due au hasard tandis que l'erreur systématique n'est pas due au hasard.,L'erreur aléatoire est indépendante de la taille d'échantillon tandis que l'erreur systématique dépend de la taille d'échantillon.,"L'erreur aléatoire est liée à la représentativité et la validité externe de l'étude, tandis que l'erreur systématique n'est pas liée.","L'erreur aléatoire est due aux erreurs commises par les investigateurs, tandis que l'erreur systématique ne provient pas d'erreurs commises par les investigateurs.",a,4
73,OIC-009-22-B-,Quel type de biais se produit lorsque la population étudiée n'est pas représentative de la population d'intérêt ?,biais non différentiel,biais différentiel,perte de puissance,biais de sélection non différentiel,d,4
74,OIC-009-23-A,Quel est le résultat d'un facteur de confusion dans une étude épidémiologique?,L'association entre l'exposition et le phénomène de santé diminue,L'association entre l'exposition et le phénomène de santé augmente,L'estimation de l'association entre l'exposition et le phénomène de santé n'est pas du tout la même selon les niveaux d'un autre facteur,L'hypothèse nulle est rejetée,c,4
75,OIC-009-23-A-,Quel est le résultat d'un test statistique lorsque la valeur de p (degré de signification) est inférieure au seuil déterminé a priori (risque alpha) ?,On ne peut rien conclure.,La différence n'existe pas.,La différence existe.,L'intervalle de confiance est trop large.,c,4
76,OIC-009-25-B,Quel est le processus standard pour publier un article scientifique?,Le chercheur envoie directement son manuscrit à une revue prédatrice,Le manuscrit est transmis à des pairs relecteurs pour évaluation,L'article est publié sans aucune forme d'évaluation ni validation,Le chercheur doit payer les frais de publication avant que le manuscrit soit envoyé aux relecteurs,b,4
77,OIC-009-25-B-,Quelles sont les propriétés extrinsèques d'un test ?,"Sensibilité, spécificité, rapport de vraisemblance positif et rapport de vraisemblance négatif","Valeur prédictive positive, valeur prédictive négative, probabilité pré-test et probabilité post-test","Probabilité pré-test, probabilité post-test, nomogramme de Fagan et rapport de vraisemblance positif","Sensibilité, spécificité, valeur prédictive positive et valeur prédictive négative",b,4
78,OIC-009-26-B,Quelle est la définition d'une maladie rare ?,Une maladie qui atteint plus de 2 personnes sur 100 en population générale.,Une maladie qui atteint moins d'une personne sur 2000 en population générale.,Une maladie qui est très courante dans certaines régions du monde.,Une maladie qui n'affecte que les enfants.,b,4
79,OIC-009-27-B-,Quel est le nombre approximatif de maladies rares différentes?,3 000,7 000,10 000,20 000,b,4
80,OIC-010-01-A,Qu'est-ce que l'errance diagnostique?,La période allant de l'apparition des premiers symptômes à la date à laquelle un diagnostic précis est posé.,L'échec à définir la cause précise de la maladie après avoir mis en œuvre l'ensemble des investigations disponibles en l'état de l'art.,La période pendant laquelle un patient est traité sans diagnostic précis.,L'échec à définir la cause précise d'une forme atypique d'une maladie connue.,a,4
81,OIC-010-01-A-,Quels sont les principaux dispositifs qui aident les professionnels de santé à s'informer pour une prise en charge multidisciplinaire du patient ?,"Centres de référence et de compétence maladies rares, filières de santé, Orphanet, Maladies rares Info Services","Hôpitaux, cliniques, pharmacies","Associations de patients, équipes relais handicaps rares (ERHR)","Médecins spécialistes, infirmières, aides-soignants",a,4
82,OIC-010-02-B,Quel est le pourcentage de grossesses touchées par l'hémorragie du premier trimestre ?,10%,25%,50%,75%,b,4
83,OIC-010-02-B-,Quelle est la méthode de traitement médical recommandée pour les sacs de petite taille et les hémorragies peu importantes en cas de fausse couche du premier trimestre?,Traitement chirurgical,Prostaglandines,Prise en charge psychologique,Hospitalisation,b,4
84,OIC-010-03-B,Quel est le traitement chirurgical recommandé pour une grossesse extra-utérine (GEU) symptomatique ?,"en urgence après conditionnement de la patiente, bilan préopératoire, groupage, RAI appel de l'anesthésiste","après conditionnement de la patiente, bilan préopératoire, groupage, RAI appel de l'anesthésiste",en urgence sans conditionnement de la patiente,après conditionnement de la patiente uniquement,a,4
85,OIC-019-01-A-,Quels sont les principes de prise en charge d'une HPP (Hémorragie Postpartum Précoce) ?,"Estimation des pertes sanguines, délivrance artificielle et révision utérine.","Massage utérin, inspection sous valves et administration d'utérotoniques.","Sondage urinaire à demeure, suture des déchirures périnéales et recherche d'un hémopéritoine.",Tous les options ci-dessus sont corrects.,d,4
86,OIC-019-02-A,Quel est le but d'une délivrance dirigée dans le contexte de la prévention de l'Hémorragie Postpartum Précoce (HPP) ?,Éviter les pertes sanguines,Améliorer la surveillance de la délivrance normale,Administrer systématiquement l'oxytocine dès la sortie de l'enfant,Réduire le temps de délivrance,c,4
87,OIC-019-02-A-,Quelle est la définition de l'hypertension artérielle gravidique (HTAg) ?,PA systolique (PAS) ≥ à 140 mmHg et/ou PA diastolique (PAD) ≥ à 90 mmHg à au moins deux reprises.,PA systolique (PAS) < à 140 mmHg et/ou PA diastolique (PAD) < à 90 mmHg à au moins deux reprises.,PA systolique (PAS) ≥ à 160 mmHg et/ou PA diastolique (PAD) ≥ à 110 mmHg.,PA systolique (PAS) < à 140 mmHg et/ou PA diastolique (PAD) < à 90 mmHg.,a,4
88,OIC-019-03-B,Quelle est la fréquence de l'HTA pendant la grossesse?,5 à 20%,5 à 10%,10 à 15%,20 à 25%,b,4
89,OIC-019-03-B-,Quel est l'examen indispensable pour rechercher une pré-éclampsie en cas de découverte d'une HTA gravidique ?,Protéinurie,Ratio Albumine/créatinine urinaire,Echographie obstétricale,Doppler ombilical,a,4
90,OIC-019-04-B,Quelles sont les complications maternelles de la prééclampsie (PE) ?,Crise d'éclampsie et HELLP syndrome,Hémorragie cérébroméningée et rétinopathie hypertensive,Coagulation intravasculaire disséminée (CIVD) et hématome sous-capsulaire du foie,Insuffisance rénale aiguë et prématurité induite,a,5
91,OIC-019-04-B-,Quels sont les critères de sévérité d'une HTA ?,PAS < 160 mmHg et/ou PAD < 110 mmHg,PAS ≥ 160 mmHg et/ou PAD ≥ 110 mmHg,PAS > 160 mmHg et/ou PAD > 110 mmHg,PAS < 160 mmHg et/ou PAD > 110 mmHg,b,4
92,OIC-019-05-A-,Quel est l'objectif principal de la surveillance renforcée lors d'une grossesse avec HTA (Hypertension Artérielle) ?,Éviter les complications cardiaques,Surveiller la tension artérielle et ajuster le traitement si nécessaire,Prévenir les naissances prématurées,Réduire les risques de fausse couche,b,4
93,OIC-019-06-B,Quels sont les objectifs pour arrêter progressivement le traitement antihypertenseur après l'accouchement en cas d'HTAg ?,PAS < 120 mmHg et PAD < 80 mmHg,PAS < 150 mmHg et PAD < 100 mmHg,PAS < 180 mmHg et PAD < 110 mmHg,PAS < 200 mmHg et PAD < 120 mmHg,b,4
94,OIC-019-06-B-,Quel est le risque de récidive d'une complication vasculo-placentaire chez une femme enceinte?,1 sur 10,1 sur 5,1 sur 2,1 sur 20,b,4
95,OIC-019-07-B,Quels sont les complications à long terme potentielles pour une femme ayant eu une grossesse avec HTA gravidique?,Une augmentation du risque de maladies auto-immunes,"Un risque accru de pathologies cardiovasculaires et rénales, ainsi qu'un risque d'HTA chronique",Une diminution de la fertilité future,Une augmentation du risque de cancers,b,4
96,OIC-019-07-B-,Quelle est la définition d'une menace d'accouchement prématuré (MAP) ?,Association de modifications cervicales et de contractions utérines régulières et douloureuses après 37 SA.,Association de modifications cervicales et de contractions utérines régulières et douloureuses avant 37 SA.,Association de modifications cervicales et de contractions utérines irrégulières et douloureuses après 37 SA.,Aucune des options précédentes n'est correcte.,b,4
97,OIC-019-08-A,Quels sont les facteurs de risque maternels pour la menace d'accouchement prématuré?,âge élevé > 35 ans,"troubles psychologiques (dépression, anxiété, stress maternel)",précarité et travail pénible,tous les facteurs mentionnés,d,4
98,OIC-019-08-A-,Quels sont les examens à réaliser pour confirmer une menace d'accouchement prématuré ?,"NFS, CRP, ECBU, Fibronectine fœtale","Groupe/rhésus/phénotype/RAI, recherche d'IGFBP-1 ou de PAMG-1","Biométries fœtales, quantité de liquide amniotique, échographie du col",Tous les options ci-dessus,d,4
99,OIC-019-09-A,Quel est le traitement symptomatique recommandé pour une menace d'accouchement prématuré ?,Inhibiteurs calciques,Antagonistes de l'oxytocine,Antibiothérapie systématique,Corticothérapie anténatale par bétaméthasone,a,4
100,OIC-019-10-A,Quels sont les deux objectifs de l'examen clinique en cas de fièvre au cours de la grossesse?,Rechercher des signes d'appel évocateurs et évaluer le retentissement obstétrical,Diagnostiquer une infection urinaire haute et une chorioamniotite,Évaluer la température et les constantes du patient,Rechercher des signes de rupture prématurée des membranes,a,4
101,OIC-019-10-A-,Quels sont les examens complémentaires réalisés en cas de fièvre au cours de la grossesse ?,"ECBU, NFS - CRP et hémocultures","Sérologies selon le contexte, RCF et tocométrie","Échographie obstétricale, PCR COVID et test rapide grippe","Streto test, sérologies selon le contexte et échographie obstétricale",a,4
102,OIC-019-11-A,Quel est le traitement initial en cas de fièvre pendant la grossesse ?,Antibiothérapie préventive,Antipyrétique,Surveillance étroite,Traitement spécifique,b,4
