Unnamed: 0,id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
49,OIC-009-22-B-,Quelle est la nature du biais de sélection qui se produit lorsque la population de l'étude n'est pas un échantillon représentatif de la population d'intérêt?,a,b,c,d,a,1
50,OIC-009-23-A-,Quelle est la définition du 'jugement de signification statistique'?,Un résultat est significatif si la valeur de p est inférieure à un seuil déterminé.,Un résultat est significatif si la valeur de p est plus grande qu'un seuil déterminé.,Un résultat est significatif si la valeur de p est égale au seuil déterminé.,Un résultat est significatif si la valeur de p est plus grande qu'un seuil de fluctuation.,a,4
51,OIC-009-24-B-,Quelle des nouvelles sources de données est mentionnée comme exemple dans le contenu éducatif?,microbiome,transcriptome,phénome,métabolome,a,4
52,OIC-009-25-B-,Quelle est la valeur principale mentionnée dans le texte concernant la probabilité pré-test d'un individu être malade?,a,b,c,d,a,1
53,OIC-009-26-B-,Quelle est la structure principale du PNMR3 selon le contenu éducatif?,a,b,c,d,a,1
54,OIC-010-02-B-,Quelle est la prise en charge psychologique proposée en cas de Fausse couche?,traitement médical,hospitalisation,prise en charge psychologique proposée,dilatation du col,c,2
55,OIC-019-01-A-,Quelle option correspond à la prise en charge de l'hémorragie avant l'expulsion du placenta?,révision utérine,délivrance artificielle en urgence,suture des déchirures périnéales,inspection sous valves des voies génitales basses,b,4
56,OIC-019-02-A,Quelle est la méthode de prévention de l'HPP selon le contenu éducatif?,systématique,administration prophylactique d'oxytocine (APO),mise en place d'un sac de recueil des pertes sanguines,surveillance systématique pendant 2 heures,b,4
57,OIC-019-02-A-,Quelle est la définition de l'hypertension artérielle (HTA) gravidique (HTAg) selon le contenu?,HTA apparue après 20 SA sans protéinurie,HTA apparue après 20 SA avec protéinurie,HTA apparue après 20 SA sans protéinurie et disparaissant avant la fin de la 6e semaine du post-partum,HTA chronique,c,4
58,OIC-019-03-B,Quelle est la fréquence de l’HTA pendant la grossesse?,5%,15%,10%,20%,c,4
59,OIC-019-04-B-,Quelle des suivantes est une criterion de sévérité associée à une hypertension sévère?,HTA sévère (PAS ≥ 160 mmHg et/ou PAD ≥ 110 mmHg),Protéinurie > 3g/24h,Créatinémie ≥ 90 µmol/L,Oligurie ≤ 500 mL/24h ou ≤ 25 mL/h,a,4
60,OIC-019-06-B-,Quelle est la prévention principale mentionnée dans le contenu?,a,b,c,d,a,1
61,OIC-019-07-B,Quelle est la complication principale liée à l'HTA gravidique selon le contenu?,risque d'HTA chronique,risque accru de pathologies cardiovasculaires et rénales,risque d'HTA chronique et d'pathologies cardiovasculaires et rénales,risque d'HTA chronique et d'HTA chronique,b,4
62,OIC-019-07-B-,Quelle affirmation décrit la définition de la menace d'accouchement prématuré (MAP)?,La MAP est associée aux modifications cervicales et aux contractions utérines régulières et douces avant 37 SA.,La MAP est associée aux modifications cervicales et aux contractions utérines régulières et douces après 37 SA.,La MAP est associée aux modifications cervicales et aux contractions utérines régulières et douces avant 22 SA.,La MAP est associée aux modifications cervicales et aux contractions utérines régulières et douces après 22 SA.,a,4
63,OIC-019-09-A-,"- Supprimer les facteurs de risque (tabac, toxiques, arrêt de travail [[Prévention des risques fœtaux SD-312]]; [[Prévention des risques liés au tabac SD-314]]; [[Prévention des risques professionnels SD-315|Prévention des risques liés à l'alcool SD-313;]] )",a,b,c,d,a,1
64,OIC-019-10-A,Quelle option correspond à un signe d'appel évocateur spécifique en cas de fièvre au cours de la grossesse?,a,b,c,d,a,1
65,OIC-019-10-A-,Quelle est une option correcte pour le bilan en cas de fièvre au cours de la grossesse?,"hémocultures (si fièvre > à 38,5 °C avec recherche de ''Listeria M'')","sérologies selon  contexte (rubéole, toxoplasmose, hépatite, CMV, VIH, PB19)","autres selon signes d’orientation : PCR COVID, test rapide grippe, streto test",RCF et tocométrie,a,4
66,OIC-019-11-A-,Quelle est la cause principale de la douleur abdominale aiguë chez une femme enceinte?,Hématome rétroplacentaire,Rupture utérine,Chorio-amniotite,HELLP syndrome,a,4
67,OIC-019-12-A,Quelle est la cause principale de la douleur abdominale aiguë chez une femme enceinte selon la description?,a,b,c,d,a,1
68,OIC-019-12-A-,Quelle action clinique est la plus appropriée lors d'une douleur abdominale aiguë chez une femme enceinte en contexte d'urgence extrême?,Prise de température,"Palpation abdominale, fosse lombaire",Toucher vaginal / speculum : modification cervicale,Analyse de la bandelette urinaire,c,4
69,OIC-019-13-B,Quelle étape de l'examen clinique est principalement réalisée lors de la prise en charge d'une douleur abdominale aiguë chez une femme enceinte?,Évaluation des symptômes gynécologiques,Prise en charge de la douleur via des médicaments,Examen des douleurs abdominales,Prise en charge de la douleur via des médicaments,c,3
70,OIC-020-02-A,Quelle est la source de contamination principale dans la grossesse selon la voie vaginale?,"Voie vaginale, ascendante","Voie hématogène, avec transmission transplacentaire","Voie vaginale, descendante","Voie hématogène, avec transmission par la mère",a,4
71,OIC-020-03-A-,Quelle est la principale prévention hygiénique mentionnée dans le contenu?,se laver les mains avant et après toute manipulation d'aliments,"consommer la viande bien cuite, préférer les aliments congelés",laver soigneusement crudités et salades,éviter les contacts avec les chats et port de gants pour nettoyer la litière du chat,a,4
72,OIC-020-04-B,La contamination du fœtus est transplacentaire et le virus de la rubéole est tératogène. Quelle est la réponse correcte?,a,b,c,d,a,1
73,OIC-020-07-B-,Quelle est la durée de traitement pour une primo-infection en cas de grossesse?,5 prises de aciclovir,2 prises de valaciclovir,36 SA,4h,a,1
74,OIC-020-08-B,Quelle action doit être prise en cas de charge virale élevée pendant la grossesse?,Aucune intervention médicale,Un traitement antiviral,Un diagnostic sanguin,Un diagnostic radiologique,b,4
75,OIC-020-09-B,Quand doit-on effectuer un dépistage maternel pour éviter les risques liés à la VIH?,Au début de la grossesse,Lors de la grossesse,En fin de grossesse,En cas de maladie,a,4
76,OIC-020-11-B,Quelle est la méthode d'examen utilisée chez une femme enceinte suspecte de listériose en cas de hyperthermie?,Hémocultures,Anatomopathologie,Examen bactériologique du placenta,Examen anatomopathologique,a,4
77,OIC-020-11-B-,Quelle est la prévalence du portage vaginale en France?,10 à 20 %,15 à 25 %,20 à 30 %,5 à 10 %,a,4
78,OIC-020-12-B,Quelle est la durée recommandée pour la prise en charge de la vaginose bactérienne à Gardnerella vaginalis?,7 jours,2 g en dose unique,3 mois,1 g/j pendant 14 jours,a,4
79,OIC-020-12-B-,Quelle est la cause principale de la vaginose bactérienne associée au risque d'accouchement prématuré?,La infection des yeux,La maladie de Crohn,La vaginose bactérienne,La maladie de Crohn,c,1
80,OIC-020-13-B,Quel est le meilleur moyen de se protéger pour la femme enceinte en cas de grippe?,La vaccination antigrippale,Les vaccins grippaux inactivés,Les vaccins grippaux inactivés,Les vaccins grippaux inactivés,a,1
81,OIC-020-14-B-,Quelle situation nécessite l'injection d'immunoglobulines spécifiques (anti-D) pour prévenir l'allo-immunisation anti-D?,Métrorragies,Fausse couche spontanée,Grossesse extra-utérine,Traumatisme abdominal,a,4
82,OIC-020-15-B,"Si le rhésus est positif, quel est le test requis pour la mère?",Aucun test,Un test de Kleihauer,Un test de Coombs,Un test de RhD,a,4
83,OIC-020-16-A,Quelle est une médication à risque pendant la grossesse?,Isotrétinoïne,Acitrétine,Valproate de sodium,Warfarine,a,5
84,OIC-020-17-A,Quel vaccin est recommandé chez la femme enceinte pendant la grossesse?,Vaccins inactivés,Vaccins vivants atténués,Vaccins à ARNm (COVID-19),Vaccins inactivés,c,3
85,OIC-020-20-A,Quelle est la méthode clé pour dépister l'alcoolisation maternelle?,a,b,c,d,a,1
86,OIC-020-20-A-,Quelle est l'une des principales conséquences de la prise de cannabis dans le contexte de la grossesse?,Retard de croissance intra-utérin,Prématurité,Syndrome de sevrage néonatal modéré,"Troubles de l'attention, difficulté d'apprentissage, troubles du sommeil",a,4
87,OIC-020-21-B,Quelle est une des étapes clés pour repérer les facteurs de risques associés aux conduites addictives pendant la grossesse?,La santé maternelle,L'histoire du couple parental,Le mode de vie maternel,Les peurs maternelles,c,4
88,OIC-020-25-A-,La prématurité est définie par une naissance survenue avant 37 semaines d'aménorrhée et à partir de 22 semaines d'enfant de poids au moins égal à 500 g.,a,b,c,d,a,1
89,OIC-020-27-B-,Quelle information doit être donnée aux parents lors d'un dépistage néonatal systématique?,Une information claire et compréhensible,Un consentement écrit,Un test de contrôle,Un diagnostic médical,a,4
90,OIC-020-28-B,Quelle est la cause principale de la luxation congénitale des hanches (LCH) selon le contenu éducatif?,Antécédents familiaux de LCH au 1er degré,Limitation de l’abduction uni ou bilatérale de hanche,Bassin asymétrique congénital,Infection congénitale à CMV,a,4
91,OIC-020-28-B-,Quel est le principal objectif de promouvoir les liens affectifs parents-enfants?,Promouvoir la qualité des premiers liens affectifs parents-enfant,Promouvoir la qualité des premiers soins du nouveau-né,Promouvoir la qualité des premiers soins du nouveau-né,Promouvoir la qualité des premiers soins du nouveau-né,a,1
92,OIC-020-29-A,Quelle est la définition de la prématurité?,Une naissance survenue avant 37 semaines d'aménorrhée,Une naissance survenue après 37 semaines d'aménorrhée,Une naissance survenue avant 22 semaines d'aménorrhée,Une naissance survenue après 22 semaines d'aménorrhée,a,4
93,OIC-020-29-A-,Quelle est la fréquence des naissances concernées par la fente labio-palatine?,a,b,c,d,a,1
94,OIC-020-30-A-,Quelle est la cause principale d'une interruption volontaire de grossesse?,a,b,c,d,a,1
95,OIC-020-31-B,Quel est le nombre moyen d'IVG en France par an?,200 000,215 000,230 000,250 000,b,4
96,OIC-020-31-B-,Les femmes âgées de 20-24 ans sont les plus concernées par l’IVG.,a,b,c,d,a,1
97,OIC-020-32-B-,Quels sont les établissements de santé auxquels les IVG peuvent être réalisées?,Hôpitaux,Centres de planification familiale,Centres de santé par les Gynécologues,Centres de santé par les Gynécologues et médecins généralistes,a,4
98,OIC-020-33-A,"La première consultation se fait avec un médecin (gynécologue ou médecin généraliste) ou une sage-femme. La demande d’interruption de grossesse est effectuée. Lors de cette première consultation, une information orale et écrite est donnée sur les deux méthodes (avantages et inconvénients). Un dossier guide est remis à la patiente ainsi qu'une attestation de consultation médicale. La date du début de grossesse doit être vérifiée ou une échographie doit être prescrite. Un rendez-vous pour la deuxième consultation est également proposé.",a,b,c,d,a,1
99,OIC-022-01-A-,Quelle est la méthode de traitement pour les douleurs immédiates en IVG médicamenteuse?,prescrire des antalgiques SD-250,prescrire des antalgiques SD-099,prescrire des antalgiques SD-111,prescrire des antalgiques SD-258,a,2
100,OIC-022-02-B-,Les facteurs de risques d’IVG itératives incluent :,âge jeune,patiente célibataire,conditions socio-économiques défavorables,contrôle sexuel,a,4
101,OIC-022-04-B,Quel est le principal facteur de fertilité chez la femme selon le contenu?,L'âge,Le surpoids et surtout l’obésité,La consommation de tabac,Le mode de vie et l'environnement,a,4
102,OIC-022-04-B-,Quels deux membres du couple doivent être examinés lors d'une consultation inférative?,a,b,c,d,a,1
103,OIC-022-05-A,Quelle partie de l'interrogatoire est décrite dans le contenu?,"Examen bilatéral et comparatif des testicules, épididymes et déférents",Evaluation du morphotype,Examen génital,Evaluation des caractères sexuels secondaires,c,4
104,OIC-022-05-A-,Quelle est la cause principale de l’infertilité dans les femmes?,a,b,c,d,c,1
105,OIC-022-06-B,Quelle est la fonction principale du bilan de première intention d'une infertilité féminine et masculine?,Rechercher la ou les causes d’infertilité féminine et masculine,Réaliser un bilan pré-conceptionnel,Analyser les hormones hormonales,Évaluer les troubles du cycle menstruel,a,4
106,OIC-024-01-A-,Quelle est la cause principale des anomalies de production des spermatozoïdes chez l’homme?,a,b,c,d,a,1
107,OIC-024-02-A,Quelle est la définition principale de l’assistance médicale à la procréation (AMP)?,a,b,c,d,a,1
108,OIC-024-02-A-,Quelle est la définition de la préservation de la fertilité selon le contenu éducatif?,a,b,c,d,a,1
109,OIC-024-03-A-,Quelle technique de préservation de la fertilité féminine est utilisée chez les jeunes filles pubères et femmes?,a) congélation ou conservation d’ovocytes matures ou d’embryons,b) congélation ou conservation de cortex ovarien,c) congélation ou conservation de spermatozoïdes éjaculés,d) congélation ou conservation de tissus germinaux,a,4
110,OIC-024-04-A-,Quelle est une indication principale de recours à l’AMP?,les pathologies de la reproduction (cf fiche LISA 38),le risque de transmission d’une pathologie génétique d’une particulière gravité,le risque de transmission d’une pathologie virale,la préservation de la fertilité (indications médicales ou non médicales),a,4
111,OIC-024-05-A,Quelle indication est associée aux spermatozoïdes congelés utilisés pour l'IIU?,Infertilité inexpliquée,Infertilité cervicale,Spermatozoïdes conservés avant traitement gonadotoxique,Contexte à risque viral,c,4
112,OIC-024-05-A-,Quelle est l'une des principales indications de la fécondation in vitro (FIV)?,L’infertilité tubaire,L’endométriose,Les échecs d’IIU ou d’inductions simples de l’ovulation,Un échec de FIV-c,a,4
113,OIC-024-06-B,Quelle est l'une des principales indications du don d'ovocytes ou de spermatozoïdes?,Infertilité sévère voire stérilité médicalement constatée,Risque de transmettre une maladie génétique d'une particulière gravité à l'enfant à venir,Non souhait de recours à l’AMP avec don de gamètes,Couple de femmes et femme non mariée,a,4
114,OIC-024-06-B-,Les principales indications médicales de préservation de la fertilité féminine sont concernées par les traitements gonadotoxiques utilisés dans le traitement des cancers et les pathologies non cancéreuses.,a,b,c,d,a,1
115,OIC-024-08-A,Quelle est la principale complication liée à la stimulation ovarienne?,risque allergique,syndrome d’hyperstimulation ovarienne,torsion d’annexe,risque d’accident thromboembolique veineux gravidique,b,4
116,OIC-024-08-A-,Quelle option correspond au processus de conseil génétique selon le contenu?,a,b,c,d,a,1
117,OIC-024-09-B,Quel est le principal objectif de proposer un soutien aux parents et à la fratrie lors d'une maladie génétique?,Présenter une liste des complications possibles,Présenter une liste des capacités possibles,Replacer l'enfant au premier plan,Présenter une liste des difficultés possibles,c,4
118,OIC-024-10-B,Quelle est la modalité de réalisation du caryotype fœtal?,Villosités choriales (PVC),Liquide amniotique (PLA),Sang fœtal après 24 semaines d’aménorrhée,Risque de discordance fœto-placentaire,a,4
119,OIC-024-10-B-,Quel est le test combiné utilisé pour la trisomie 21 en 1er trimestre?,Le test de dépistage prénatal,Le test de dépistage prénatal non invasif,Le test de dépistage prénatal SD-307,Le test de dépistage prénatal non invasif,a,2
120,OIC-024-11-A,Quel est le rôle principal de l'échographie dans le dépistage de la trisomie 21?,Le suivi échographique permet de détecter les anomalies.,Le dépistage biologique est le seul moyen.,Le suivi échographique permet de prescrire un caryotype.,Le dépistage biologique est le seul moyen.,a,3
121,OIC-024-12-A,Quelle est la nature du test requis pour identifier la trisomie 21?,Caryotype,Test génétique,Test de mosaïque,Test de nucléotide,a,4
122,OIC-024-17-B-,Quelle est la région du gène FMR1 associée à des trinucléotides CGG dans la région 5’ non traduite?,Xq27,Xq21,Xq27.3,Xq22,c,4
123,OIC-024-18-A,Quelle est la première cause de déficience intellectuelle familiale selon le contenu?,a,b,c,d,a,1
124,OIC-024-20-A,Quelle est une des besoins fondamentaux de l'enfant en fonction de son âge et du contexte?,besoins physiologiques et de santé,besoin de protection,besoins d’expérience et d’exploration du monde,besoins d’un cadre de règles et de limites,c,4
125,OIC-024-21-B-,Quelle est la première étape de l'examen de l'oeil à l'âge de 1ère semaines?,Examen externe de l'oeil,Examen à l'ophtalmoscope,Examen de la toupie,Examen de la vision des couleurs,a,3
126,OIC-024-23-A,Quelle anomalie est mentionnée comme un signe évocateur de malvoyance chez l'enfant?,Anomalies à l'examen externe de l'œil dont leucocorie,"Strabisme (peut être physiologique si intermittent avant 4 mois, toujours pathologique si constant ou après 4 mois)",Torticolis,Anomalie du comportement,a,4
127,OIC-024-25-A,Quelle condition indique l'urgence d'adresser l'enfant à un ORL?,Antécédents familiaux de surdité,Inquiétude parentale sur l'audition,Anomalie à un test de dépistage,Signes d'appels,c,4
128,OIC-026-02-A,La carie dentaire est une destruction de l'émail et de la dentine avec une cavité causée par les bactéries présentes dans la bouche.,a,b,c,d,a,1
129,OIC-026-03-A,Quelle est la date de dépistage de l'incisive centrale chez un nourrisson?,6 mois,2 ans,6 ans,18 ans,a,4
130,OIC-026-04-B-,Quelle est la méthode de dépistage principale lors de l'inspection de la hanche?,Raccourcissement de la cuisse,Symétrie des plis cutanés,Manoeuvre de Barlow (ressaut),Examens de santé obligatoires,c,4
131,OIC-027-01-A,Quelle est la cause principale de la douleur chronique associée à une maladie luxante de hanche?,Une boiterie dès le début de la marche,Une douleur chronique,Une atteinte dégénérative précoce,Aucune atteinte,c,4
132,OIC-027-01-A-,Quelle est l'anomalie principale mentionnée dans le texte concernant le torsion?,pied en dedans,pied en dedans,pied en dedans,pied en dedans,a,1
133,OIC-027-03-B-,Quel est le but principal de cette radiographie?,Dépistage des anomalies orthopédiques,Examens de santé obligatoires,Médecine scolaire,Mortality et morbidité infantiles,a,4
134,OIC-027-05-A,Quelle est la définition principale de la médecine scolaire selon le contenu éducatif?,Une institution de santé pour les enfants scolarisés,Une école de santé pour les enfants scolarisés,Une école de santé pour les enfants scolarisés,Une institution de santé pour les enfants scolarisés,a,1
135,OIC-027-05-A-,Quelle est la durée des bilans de santé à l'âge scolaire?,3 ans,4 ans,5 ans,15-16 ans,a,3
136,OIC-027-07-A-,Quelle est la bonne réponse à la question 1?,a,b,c,d,a,1
137,OIC-027-09-A-,Quel est le principal objectif de l’allaitement maternel chez tous les nourrissons?,Priorité à l’allaitement maternel,Préparation lactée standard,Supplémentation en fer,Préparation lactée sans lactose,a,4
138,OIC-027-11-A,Quelle est la première étape dans la diversification de l'alimentation des nourrissons?,Les fruits et les légumes,Les céréales infantiles,Les produits d’origine animale,Les fruits et les légumes,a,3
139,OIC-027-11-A-,Quelle est la période normale de développement des seins chez les filles?,8 ans-13 ans,12.5 ans en moyenne,Aucune des deux,Aucune des deux,a,2
140,OIC-027-12-A,Quel terme désigne une pilosité pubienne précoce isolée avant 2 ans?,a,b,c,d,a,1
141,OIC-027-13-B,Quel est le stade de Tanner correspondant à l'absence de développement mammaire?,a,b,c,d,a,1
142,OIC-027-13-B-,Quand commence-t-il le pic de croissance osseuse chez les filles?,dès les premiers signes pubertaires,dès les premiers signes pathologiques,dès les premiers signes de croissance,dès les premiers signes de croissance osseuse,a,4
