Unnamed: 0,id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
15,OIC-005-12-B-,Quelle est la définition de la discrimination selon les Conventions internationales ?,Faire une différence de traitement en fonction des critères prohibés,Refuser un soin à une personne pour des raisons professionnelles ou personnelles,Établir des catégorisations simplificatrices et stéréotypées des patients,Faire preuve de compassion envers toutes les personnes sans distinction,a,4
16,OIC-005-13-A,Les discriminations ont pour effet de ____________ les inégalités sociales et inégalités de santé.,renforcer,atténuer,ignorer,supprimer,a,4
17,OIC-005-13-A-,Quel est un facteur structurel et organisationnel qui peut contribuer aux discriminations dans le système de santé?,Rapport de pouvoir asymétrique dans le soin,Hétérogénéité de pratiques,Inégalités territoriales de l’offre de soin,Manque de coordination entre les équipes de soins,a,4
18,OIC-005-14-B,Quelle est la différence entre l'éthique et la morale ?,"L'éthique est une science qui étudie les comportements humains, tandis que la morale est un ensemble de règles de conduite.","L'éthique est une réflexion sur la dimension morale de nos actions, tandis que la morale est une prescription de ce qui est bon ou mauvais.","L'éthique est une démarche pour justifier les choix des individus, tandis que la morale est un jugement de valeur.","L'éthique est une éducation à la responsabilité, tandis que la morale est une formation aux valeurs.",b,4
19,OIC-005-14-B-,Quel était le but de V.R. Potter lorsqu'il a créé le terme bioéthique ?,Créer une éthique globale pour la survie de l'homme et de la planète,Définir les limites de l'intervention médicale,Établir des règles juridiques pour les sciences de la vie,Promouvoir une alliance entre sciences biologiques et éthique,a,4
20,OIC-005-15-B,Quel est l'année où le mot 'déontologie' apparaît pour la première fois en langue française ?,1815,1825,1830,1840,b,3
21,OIC-005-15-B-,Quels sont les quatre grands principes de l'éthique médicale selon Beauchamp et Childress ?,"Bienfaisance, non-malfaisance, respect de l'autonomie, justice","Bienfaisance, non-malfaisance, équité, solidarité","Justice, équité, compassion, responsabilité","Bienfaisance, malfaisance, autonomie, utilitarisme",a,4
22,OIC-006-01-A-,Quel est le droit du patient à être informé sur son état de santé ?,Le secret médical s'applique également au patient lui-même.,Le patient a le droit d'être informé sur son état de santé et tous les actes médicaux.,Seul le médecin peut être informé sur l'état du patient.,L'information est réservée aux proches du patient.,b,4
23,OIC-006-02-A,Quel est le droit du médecin à refuser des soins en cas de mésentente avec un patient ?,a,b,c,d,a,1
24,OIC-006-03-A-,Quel est le but principal des mesures de protection juridique pour les personnes ?,Protéger les intérêts financiers des personnes,Assurer la sécurité physique des personnes,"Respecter les libertés individuelles, les droits et la dignité de la personne",Favoriser l’autonomie des personnes,c,4
25,OIC-006-04-B-,Qui peut déposer une demande d'ouverture d'une mesure de protection ?,Le majeur concerné lui-même,Son conjoint ou un parent,La personne qui exerce déjà à l'égard du majeur concerné une mesure de protection juridique,Le procureur de la République,a,4
26,OIC-006-05-A,Ce droit illustre l’éthique de responsabilité de la profession médicale,Vrai,Faux,Peu probable,Impossible à déterminer,a,1
27,OIC-006-05-A-,Quel est le motif médical qui peut justifier l'interruption de grossesse sans limitation de délai ?,La poursuite de la grossesse met en péril grave la santé de la femme.,L'enfant à naître est atteint d'une affection incurable.,La femme a moins de 18 ans.,La femme a plus de 35 ans.,a,4
28,OIC-006-06-A,Quelle est la définition légale du diagnostic prénatal (DPN) ?,L'ensemble des pratiques médicales ayant pour but de détecter in utero chez l'embryon ou le fœtus une affection grave.,Les techniques biologiques d'analyse des marqueurs sériques visant à évaluer le risque de trisomie 21.,La recherche et l'analyse de l'ADN fœtal circulant dans le sang maternel.,"Les pratiques médicales ayant pour but de détecter in utero chez l'embryon ou le fœtus une affection grave, uniquement pour les couples souhaitant interrompre leur grossesse.",a,4
29,OIC-006-06-A-,Quel est le but du diagnostic préimplantatoire (DPI) ?,Déterminer si un fœtus a une maladie génétique,Éviter la transmission d'une maladie génétique à l'enfant,Choisir le sexe de l'enfant,Détecter une anomalie chromosomique,b,4
30,OIC-006-07-A,Quelle est la principale question éthique liée à l'information du patient en fin de vie ?,La dignité de la personne,L'autonomie de la personne,Le respect de la confiance,La qualité de vie,b,4
31,OIC-006-08-A,Quelle est la procédure prévue par la législation pour aider un médecin à prendre une décision en fin de vie lorsque le patient ne peut s'exprimer ?,Consultation avec les proches,Décision unique du médecin,Procédure collégiale,Évaluation psychologique,c,4
32,OIC-008-01-A,Quels sont les principes éthiques fondamentaux dans le domaine de la recherche biomédicale?,"Bienfaisance, non-malfaisance, autonomie et justice",Bienfaisance et non-malfaisance,Autonomie et justice,Non-malfaisance et bienfaisance,a,4
33,OIC-008-01-A-,Quel est le but principal de la loi Huriet-Sérusclat du 20 décembre 1988 ?,Protéger les personnes participant à la recherche biomédicale,Développer les connaissances biologiques et médicales,Améliorer la qualité des soins courants,Étendre les connaissances scientifiques de l'être humain,a,4
34,OIC-009-01-A-,Quelle est une fonction que le corps exerce selon Pierre Bourdieu ?,Celle d'expression artistique,Celle de mémoire,Celle de production économique,Celle de reproduction biologique,b,1
35,OIC-009-02-A-,Quel est l'objet principal de l'étude dans les approches transversales du corps en médecine?,Le corps objectivé par la médecine,Le corps vécu par le sujet,Les techniques médicales,Les sciences humaines,a,4
36,OIC-009-03-A,Quelle est la définition de la protection sociale ?,L'ensemble des prestations sociales accordées par l'État.,Les mécanismes de protection accordés par une société à ses membres pour faire face aux risques sociaux.,Les prestations sociales réservées aux seuls travailleurs salariés.,La solidarité entre les individus pour lutter contre la pauvreté et l'exclusion.,b,4
37,OIC-009-04-A-,Quel est le principal financement de la protection sociale en France ?,Cotisations sociales,Impôts et taxes affectés,Contributions publiques de l'État,Ressources fiscales,a,4
38,OIC-009-05-A,Quel est le régime général de la sécurité sociale qui couvre les travailleurs salariés du secteur privé ?,Régime agricole,Régime général,Régime des indépendants,Régime de la fonction publique,b,4
39,OIC-009-05-A-,Qui vote la loi de financement de la Sécurité Sociale (LFSS) chaque année?,Le gouvernement,Le parlement,Les employeurs,Les patients,b,4
40,OIC-009-06-A,"Quel est le montant prévisionnel à ne pas dépasser en matière de soins de ville et d'hospitalisation, dispensés tant dans les établissements privés ou publics que dans les centres médico-sociaux ?",Budget annuel de la sécurité sociale,Objectif national des dépenses d'assurance maladie (ONDAM),Taux de cotisation pour les salariés,Montant des prestations sociales,b,4
41,OIC-009-07-A,Quels sont les risques couverts par la Caisse nationale d'assurance maladie (CNAM) ?,"Maladie, maternité et décès",Accidents du travail et maladies professionnelles,Invalidité et vieillesse,Pauvreté et chômage,a,4
42,OIC-009-07-A-,Quel est le pourcentage du ticket modérateur en cas de consultation chez le médecin traitant ?,20%,30%,40%,50%,b,4
43,OIC-009-08-A,Qui est le pivot du parcours de soins coordonnés ?,Le patient,Le médecin traitant,L'assurance maladie,Les professionnels de santé,b,4
44,OIC-009-09-B,Quelles sont les prestations en espèces de l'assurance maladie ?,Indemnités journalières pour les frais médicaux,Pension d'invalidité pour les personnes handicapées,Indemnités journalières pour les arrêts de travail,Capital décès versé aux ayants droit,c,4
45,OIC-009-10-B,Quel est le but principal du protocole d'une étude de recherche en santé?,Définir les critères de jugement,Établir un calendrier d'étape,Déterminer l'objectif principal unique,Justifier le nombre de sujets nécessaires,c,4
46,OIC-009-11-A,Quels sont les arguments utiles à la justification d'une problématique de recherche ?,Épidémiologiques et état actuel des connaissances,Économiques et sociologiques,Biologiques et physiopathologiques,Psychologiques et comportementales,a,4
47,OIC-009-11-A-,Quel est le rôle des hypothèses de recherche dans la définition de l'objectif d'une étude ?,Les hypothèses de recherche sont les objectifs principaux de l'étude.,Les hypothèses de recherche définissent les objectifs secondaires de l'étude.,Les hypothèses de recherche ne sont pas liées à la définition de l'objectif d'une étude.,Les hypothèses de recherche sont des hypothèses sur les résultats attendus de l'étude.,d,3
48,OIC-009-13-A,Quelle est la nature et les modalités de recueil des données pour l’ensemble des données recueillies ?,Définir la nature et les modalités de mesure et de recueil doivent toujours être précisées.,La nature et les modalités de recueil sont définies uniquement par les sources de données d’enregistrement continu.,Les données peuvent être recueillies à partir d’une étude ad hoc ou de sources de données d’enregistrement continu.,La nature et les modalités de recueil ne sont pas importantes pour la qualité des données recueillies.,c,2
49,OIC-009-14-B,Quel est le rôle des probabilités dans la modélisation de phénomènes aléatoires ?,Elles déterminent les valeurs de la variable aléatoire.,Elles représentent les fréquences observées de chaque issue possible.,Elles modélisent des phénomènes aléatoires dont les issues possibles sont connues mais dont on ne peut prédire la valeur car leur réalisation est incertaine.,Elles sont inconnues et impossible à déterminer.,c,4
50,OIC-009-14-B-,Quel est le paramètre statistique qui mesure la dispersion d'un ensemble de valeurs autour de leur moyenne?,Moyenne,Mode,Variance,Écart-type,c,4
51,OIC-009-15-B,Quel est le risque de première espèce dans les tests statistiques ?,5%,10%,20%,50%,a,2
52,OIC-009-16-B,Quel est le rôle de l'ajustement dans une analyse statistique en santé ?,Il permet d'améliorer la précision des résultats.,Il neutralise les effets de facteurs de confusion pour isoler l'impact d'un facteur d'exposition étudié.,Il est utilisé uniquement pour les mesures brutes.,Il n'a pas d'utilité en recherche en santé.,b,4
53,OIC-009-17-A,Quel est le terme utilisé pour décrire un facteur associé à une probabilité plus élevée de présence ou de survenue du phénomène de santé étudié dans une étude analytique ?,Facteur d’exposition,Facteur étiologique,Facteur pronostique,Facteur de risque,d,4
54,OIC-009-17-A-,Quelle est la population sur laquelle on s'interroge dans une étude ?,La population source,L'échantillon,La population cible,Toutes les populations mentionnées sont équivalentes,c,4
55,OIC-009-18-A,Quel type d'étude observationnelle permet de suivre dans le temps un échantillon de sujets et répondre à des objectifs analytiques ?,Enquête cas-témoins,Enquête transversale,Enquête de cohorte,Étude expérimentale,c,4
56,OIC-009-18-A-,"Quelle est l'étude qui consiste à sélectionner des cas et des témoins parmi une cohorte déjà constituée, où les cas sont les sujets ayant développé l'événement d'intérêt et les témoins sont des sujets qui n'ont pas développé cet événement après une durée de suivi équivalente ?",Étude cas-témoins nichée,Étude cas-cohorte,Étude quasi-expérimentale,Étude sur données groupées,a,4
57,OIC-009-19-B,Quelle est la définition du risque en termes de probabilité qu'un événement survienne dans une population pendant une période donnée?,Le nombre de nouveaux cas rapporté au nombre total de personnes,La proportion du nombre de cas d'une maladie dans la population à un instant donné,La probabilité qu'un événement survienne dans une population pendant une période donnée,Le nombre de personnes atteintes par la maladie au cours d'une année,c,4
58,OIC-009-19-B-,Quelle est la raison principale de l'utilisation de la standardisation dans les enquêtes descriptives ?,Pour obtenir une moyenne plus précise,Pour comparer des mesures de fréquence issues de populations différentes,Pour ajuster les données à un âge moyen,Pour éliminer les biais de sélection,b,4
59,OIC-009-20-B,Quelle est la mesure qui permet de calculer le rapport entre la probabilité d'être malade si on est exposé et la probabilité d'être malade si on n'est pas exposé ?,Risque relatif (RR),Odds Ratio (OR),Réduction absolue de risque (RAR),Nombre de sujets à traiter (NST),a,4
60,OIC-009-21-A,Quels sont les facteurs qui influencent la puissance d'une étude ?,"La taille de l'échantillon analysé N, la différence à détecter d et le risque alpha","Le test unilatéral ou bilatéral, la variabilité des observations (variance) et le nombre de sujets nécessaires","La taille de l'échantillon analysé N, le test unilatéral ou bilatéral et le risque alpha","Le nombre de sujets nécessaires, la variabilité des observations (variance) et le risque alpha",a,4
61,OIC-009-21-A-,Quel est le critère utilisé pour calculer le nombre de sujets nécessaires dans les études descriptives ?,La puissance de l'étude,La précision souhaitée au paramètre estimé,Le niveau de confiance alpha de l'intervalle de confiance,La taille d'effet cliniquement significative,b,4
62,OIC-009-22-B,Quelle est la source d’erreur aléatoire dans l’estimation d’un paramètre ?,Erreur systématique,Erreur aléatoire,Biais de sélection,Biais de classement,b,4
63,OIC-009-23-A,Quel est le terme qui décrit une situation où l'association entre une exposition et un phénomène de santé varie en fonction du niveau d'un autre facteur?,Facteur de confusion,Facteur d'interaction,Facteur de risque,Facteur protecteur,b,4
64,OIC-009-23-A-,Quel est le seuil déterminé a priori pour juger de la signification statistique d'un résultat ?,"0,01","0,05","0,10","0,20",b,4
65,OIC-009-24-B,Quels sont les critères de causalité de Bradford Hill?,Critère d'association statistique,Critère de spécificité de la relation,Critère de force de l'association,Tous les critères ci-dessus,d,4
66,OIC-009-25-B,Quel est le processus de publication d'un article scientifique ?,Le chercheur soumet son manuscrit à un éditeur qui le publie sans évaluation ni validation.,Le manuscrit est transmis à des pairs relecteurs pour évaluation et validation avant publication.,L'article est publié directement sur une plateforme en accès libre moyennant des frais de publication.,Les résultats sont présentés uniquement lors d'une conférence scientifique.,b,4
67,OIC-009-26-B,Quelle est la définition de une maladie rare ?,Une maladie qui atteint plus d'une personne sur 2 000 en population générale.,Une maladie qui atteint moins d'une personne sur 2000 en population générale.,Une maladie qui est très courante dans certaines régions du monde.,Une maladie qui n'affecte que les animaux.,b,4
68,OIC-009-27-B-,Quel est le nombre total de maladies rares différentes en France ?,7000,35000,5000,10000,a,4
69,OIC-010-01-A,Quelle est la période allant de l'apparition des premiers symptômes à la date du diagnostic précis appelée ?,Période d'investigation,Errance diagnostique,Impasse diagnostique,Période de traitement,b,4
70,OIC-010-01-A-,Quels sont les principaux dispositifs qui aident à s'informer pour une prise en charge multidisciplinaire du patient avec une maladie rare ?,Centres de référence et de compétence maladies rares,Filières de santé,Orphanet,Maladies rares Info Services,a,4
71,OIC-010-02-B,Quel est le type de grossesse qui peut être en rapport avec une hémorragie du premier trimestre ?,Grossesse extra-utérine,Grossesse intra-utérine évolutive avec un hématome décidual,Grossesse intra-utérine non évolutive,"+ rare : lyse d'un jumeau, grossesse môlaire, cancer du col, ectropion.",a,4
72,OIC-010-03-B,Quel est le critère principal pour déterminer la nécessité d'une chirurgie en cas de grossesse extra-utérine (GEU) ?,Instabilité hémodynamique,Défense abdominale,Hémopéritoine à l'échographie,Tous les critères ci-dessus sont nécessaires,a,4
73,OIC-010-03-B-,Quel est le premier geste à effectuer en cas d'hémorragie du deuxième ou du troisième trimestre de grossesse?,Effectuer un toucher vaginal,Effectuer une échographie obstétricale,Administer des médicaments pour stopper la saignement,Appeler l'urgence médicale immédiatement,d,4
74,OIC-019-01-A,Quelle est la définition de l'hémorragie du post-partum (HPP) ?,Une hémorragie de moins de 500 mL dans les 24 heures suivant l'accouchement.,Une hémorragie de plus de 1000 mL dans les 24 heures suivant l'accouchement.,Une hémorragie de moins de 1000 mL dans les 24 heures suivant l'accouchement.,Une hémorragie de plus de 500 mL mais inférieure à 1000 mL dans les 24 heures suivant l'accouchement.,b,4
75,OIC-019-01-A-,Quels sont les principes de prise en charge d'une HPP (Hémorragie Post-Partum)?,"estimation des pertes sanguines, délivrance artificielle en urgence et révision utérine",massage utérin et inspection sous valves des voies génitales basses,administration d'utérotoniques et sondage urinaire à demeure,suture des déchirures périnéales éventuelles et N.B. si accouchement par césarienne,a,4
76,OIC-019-02-A,Quels sont les facteurs de risque pour l'HPP?,La taille du bébé,L'âge maternel,Les antécédents familiaux,Toutes les options précédentes,d,4
77,OIC-019-02-A-,Quelle est la définition de l'hypertension artérielle (HTA) gravidique?,PA systolique (PAS) ≥ à 140 mmHg et/ou d'une PA diastolique (PAD) ≥ à 90 mmHg à au moins deux reprises.,PA systolique (PAS) ≥ à 160 mmHg et/ou d'une PA diastolique (PAD) ≥ à 110 mmHg à au moins deux reprises.,PA systolique (PAS) ≥ à 140 mmHg et/ou d'une PA diastolique (PAD) ≥ à 90 mmHg à une seule fois.,PA systolique (PAS) ≤ à 120 mmHg et/ou d'une PA diastolique (PAD) ≤ à 80 mmHg à au moins deux reprises.,a,4
78,OIC-019-03-B,Quelle est la fréquence de l’HTAg pendant la grossesse?,Moins de 1%,5 à 10%,Plus de 20%,Toutes les grossesses,b,4
79,OIC-019-03-B-,Quel examen est indispensable pour éliminer une pré-éclampsie en cas d'HTA gravidique ?,Recherche de la protéinurie,Échographie obstétricale,Doppler ombilical,RCF,a,4
80,OIC-019-04-B,Quelles sont les complications maternelles de la prééclampsie ?,Crise d'éclampsie et HELLP syndrome,Hématome rétroplacentaire (HRP) et coagulation intravasculaire disséminée (CIVD),Insuffisance rénale aiguë et hématome sous-capsulaire du foie,RCIU et MFIU sur RICU sévère ou suite à une éclampsie ou HRP,a,4
81,OIC-019-04-B-,Quels sont les critères de sévérité pour une hypertension artérielle (HTA) pendant la grossesse?,PAS < 140 mmHg et PAD < 90 mmHg,PAS ≥ 160 mmHg et/ou PAD ≥ 110 mmHg,PAS > 180 mmHg et PAD > 120 mmHg,PAS ≤ 130 mmHg et PAD ≤ 80 mmHg,b,4
82,OIC-019-05-A-,Quels sont les éléments clés de la surveillance renforcée pour une femme avec HTA pendant la grossesse?,"Surveillance renforcée : autosurveillance tensionnelle, consultation tous les 10 jours environ, bilan biologique régulier, échographie mensuelle",Carnet de suivi pour optimiser le parcours de soins entre les différents soignants,Déclenchement artificiel du travail au 9e mois,Régime alimentaire spécifique,a,4
83,OIC-019-07-B,Quels sont les risques associés à un antécédent d'HTA gravidique?,Risque accru de pathologies cardiovasculaires et rénales,Risque accru de complications obstétricales,Risque diminué de malformations congénitales,Aucun risque associé,a,4
84,OIC-019-07-B-,Quelle est la définition d'une menace d’accouchement prématuré (MAP) ?,Association de modifications cervicales et de contractions utérines régulières et douloureuses avant 37 SA.,Association de modifications cervicales et de contractions utérines irrégulières et sans douleur avant 37 SA.,Association de modifications cervicales et de contractions utérines régulières et douloureuses après 37 SA.,Aucune des précédentes,a,4
85,OIC-019-08-A,Quels sont les facteurs de risque pour une menace d’accouchement prématuré?,âge : jeune < 18 ans ou élevé > 35 ans,"tabac, toxiques","précarité, travail pénible","grossesses rapprochées, nombreux enfants à charge",a,5
86,OIC-019-09-A-,Quelle est la mesure de prévention primaire contre la menace d’accouchement prématuré ?,Suppression des facteurs de risque tels que le tabac et les toxiques,Traitement d'une vaginose bactérienne,Cerclage préventif du col utérin,Arrêt de travail pour des raisons professionnelles,a,4
87,OIC-019-10-A-,Quels sont les examens complémentaires réalisés en cas de fièvre au cours de la grossesse?,"ECBU, NFS - CRP et hémocultures",Sérologies selon le contexte et échographie obstétricale,RCF et tocométrie uniquement,Analyse de la bandelette urinaire et analyse d'un examen cytobactériologique des urines,a,4
88,OIC-019-11-A-,Quelle est l'une des étiologies possibles d'une douleur abdominale aiguë chez une femme enceinte ?,Hématome rétroplacentaire,HELLP syndrome,Rupture utérine,Chorio-amniotite,a,5
89,OIC-019-12-A-,Quels sont les éléments à rechercher pour évaluer l'urgence extrême dans le contexte d'une douleur abdominale aiguë chez une femme enceinte?,Contexte obstétrical et antécédents médicaux,Caractéristiques de la douleur et tolérance hémodynamique,Palpation utérine et détection des bruits du cœur fœtal,Prise de température et palpation abdominale,b,4
90,OIC-020-01-A,Quelle est la définition de l'infection materno-fœtale (IMF) ?,Contamination du fœtus par des germes d'origine paternelle,Contamination du fœtus par des germes d'origine maternelle,Contamination du fœtus par des germes d'origine externe,Contamination du fœtus par des germes d'origine ambiantale,b,3
91,OIC-020-01-A-,Quelles sont les principales étiologies microbiennes des infections materno-fœtales?,Bactéries,Parasites,Virus,Toutes les options précédentes,d,4
92,OIC-020-03-A,Quelle est la fréquence des dépistages sérologiques mensuels pour une femme enceinte non immunisée contre la toxoplasmose ?,Tous les 2 mois,Tous les 3 mois,Tous les 4 mois,Mensuellement,d,4
93,OIC-020-03-A-,Quels sont les principaux conseils de prévention de la toxoplasmose ?,"Se laver les mains avant et après chaque repas, cuisiner la viande à point, éviter les contacts avec les chats.","Conserver les aliments congelés, ne pas toucher la terre ni caresser les animaux, ne pas manger de fruits crus.","Faire du jardinage sans port de gants, ne pas laver les mains après avoir manipulé des aliments, ne pas cuisiner la viande à point.","Porter des gants pour nettoyer la litière du chat et faire du jardinage, ne pas manger de salades crues.",a,4
94,OIC-020-05-B,Quelle est la définition de la rougeole materno-fœtale?,Transmission de la rougeole du père à l'enfant pendant la grossesse,Infection fœtale due à une mère porteuse de la rougeole,Rougeole contractée par le nouveau-né après la naissance,Tous les enfants sont naturellement immunisés contre la rougeole,b,4
95,OIC-020-05-B-,Quelles sont les conséquences fœtales de la rougeole maternelle?,Augmentation du risque de malformations congénitales,"Risque accru de fausse couche, de mort fœtale in utero et de prématurité",Pas d'augmentation du risque de malformations congénitales,Augmentation du risque de naissance prématurée,b,4
96,OIC-020-06-B-,Quelle est la définition de l'infection à Cytomégalovirus (CMV) materno-fœtale?,Infection virale transmise par voie aérienne,Infection bactérienne transmise par voie sanguine,Infection virale transmise par voie sexuelle,Infection virale transmise par voie maternelle,d,4
97,OIC-020-07-B,Quel est le principal mode de contamination par l'herpès néonatal ?,Passage par la filière génitale infectée lors de l'accouchement,Contamination pendant la grossesse maternelle,Contamination postnatale à partir d'un herpès maternel ou dans l'entourage,Transmission verticale par voie transplacentaire,a,4
98,OIC-020-07-B-,Quel est le traitement recommandé pour une primo-infection herpétique pendant la grossesse ?,Valaciclovir 2g en 2 prises pendant 5 à 10 jours,Aciclovir 1g en 5 prises pendant 5 à 10 jours,"Pas de traitement, la grossesse ne pose pas de risque",Césarienne immédiate,b,4
99,OIC-020-08-B,Quelle est la définition de l'infection à VHB materno-fœtale?,Transmission verticale de l'hépatite B du mère au fœtus,Infection à l'hépatite B contractée pendant la grossesse,Maladie hépatique chronique due à l'hépatite B,Tous les trois options sont correctes,a,4
100,OIC-020-08-B-,La prévention de l'hépatite B pendant la grossesse repose sur :,La vaccination des femmes à risque et le dépistage de l'hépatite B dès la déclaration de la grossesse.,Seul le dépistage de l'hépatite B dès la déclaration de la grossesse.,La vaccination des femmes à risque uniquement.,Aucune prévention spécifique n'est nécessaire.,a,4
101,OIC-020-09-B,Quel est le but du dépistage de la séropositivité au VIH chez les femmes enceintes?,Déterminer si la femme est porteuse d'un autre virus que le VIH,Connaître si la mère est infectée par le VIH pour prendre des mesures de prévention,Évaluer les risques de transmission du VIH au fœtus,Vérifier si la femme a déjà été vaccinée contre le VIH,b,4
102,OIC-020-09-B-,La vaccination contre la varicelle est recommandée pour les adolescents de 12 à 18 ans qui n'ont pas d'antécédent clinique de varicelle ou dont l'histoire est douteuse. La réponse correcte est :,Tout à fait recommandé,Pas du tout recommandé,Seulement recommandé si le contrôle sérologique est positif,Recommandé uniquement pour les filles,a,4
103,OIC-020-10-B-,Quels sont les aliments à éviter pour prévenir la listériose materno-fœtale (MF) ?,"Fromages à pâte molle au lait cru, fromages vendus râpés",Poissons fumés,"Graines germées crues (soja, luzerne)",Produits de charcuterie cuite consommés en l'état,a,4
104,OIC-020-11-B,Quels examens complémentaires doivent être pratiqués chez la mère lors d'une suspicion de listériose ?,Hémocultures et recherche de listériose,Examens anatomopathologiques du placenta et des lochies,Prélèvements du sang et du liquide céphalorachidien chez le nouveau-né,Aspiration du liquide gastrique chez le nouveau-né,a,4
105,OIC-020-11-B-,De quelle manière le streptocoque B peut-il être transmis à l'enfant ?,Par voie aérienne,Par voie vaginale,Par voie sanguine,Par voie gastrique,b,4
106,OIC-020-12-B,Quel est le traitement recommandé pour la vaginose bactérienne symptomatique à Gardnerella vaginalis pendant la grossesse?,Un traitement par voie orale avec métronidazole en dose unique,Un traitement par voie orale avec métronidazole pendant 7 jours,Un traitement par voie vaginale avec métronidazole pendant 7 jours,Aucun traitement n'est recommandé,b,4
107,OIC-020-13-B-,Quelle est la cause la plus fréquente d'anémie fœtale ?,Infection,Médicaments toxiques,Irradiation,Allo-immunisation antiérythrocytaire,d,4
108,OIC-020-14-B,Quel est le diagnostic de l’allo-immunisation antiérythrocytaire ?,Détermination du groupe rhésus phénotype et recherche d'agglutinines irrégulières (RAI),Titrage des anticorps spécifiques à la femme enceinte,Examen de sang complet avec comptage des globules rouges,Échographie obstétricale,a,4
109,OIC-020-16-A,Quels sont les principaux médicaments à risque pour la grossesse?,Isotrétinoïne,Lithium,Valproate de sodium,Warfarine,a,5
110,OIC-020-17-A,"Quels vaccins sont recommandés pendant la grossesse, notamment chez les patientes à risque?",Seuls les vaccins inactivés,Tous les vaccins vivants atténués,Les vaccins contre la grippe et le tétanos,Aucun vaccin n'est recommandé pendant la grossesse,c,4
