Unnamed: 0,id,question,option_a,option_b,option_c,option_d,correct_option,distractor_quality
15,OIC-005-10-A,Un protocole pluriprofessionnel est défini comme :,un ensemble de règles strictes pour la prise en charge d'une maladie,un consensus entre plusieurs professionnels sur la prise en charge d'une maladie,un document juridique pour la gestion des soins,un outil de formation pour les professionnels de santé,b,4
16,OIC-005-11-A,Quelle est la principale fonction d'une check-list de sécurité du patient au bloc opératoire?,Faire un point entre professionnels aux moments clés de l'intervention,Permettre la vérification croisée de l'identité du patient,Fournir des informations sur le type d'intervention,Définir les risques envisagés,a,4
17,OIC-005-11-A-,Qu'est-ce qu'une réunion de morbi-mortalité (RMM)?,"Une réunion d'analyse collective, rétrospective et systémique de situations cliniques marquées par la survenue d'un événement indésirable associé aux soins, afin de mettre en œuvre des actions de prévention, de récupération ou d'atténuation.","Une réunion d'analyse individuelle, prospective et systématique de situations cliniques marquées par la survenue d'un événement indésirable associé aux soins, afin de mettre en œuvre des actions de prévention, de récupération ou d'atténuation.","Une réunion d'analyse collective, prospective et systématique de situations cliniques marquées par la survenue d'un événement indésirable associé aux soins, afin de mettre en œuvre des actions de prévention, de récupération ou d'atténuation.","Une réunion d'analyse individuelle, rétrospective et systémique de situations cliniques marquées par la survenue d'un événement indésirable associé aux soins, afin de mettre en œuvre des actions de prévention, de récupération ou d'atténuation.",a,4
18,OIC-005-13-A-,Quels sont les facteurs structurels et organisationnels qui contribuent aux discriminations dans le système de santé?,La représentation sociale des soignants,Le rapport de pouvoir asymétrique dans le soin,La pénurie de ressources,La course à la rentabilité,b,4
19,OIC-005-14-B-,La bioéthique a été créée en 1971 par V.R. Potter pour être une éthique globale pour la survie de l’être humain et de la planète. Quel était le but de V.R. Potter?,Développer une éthique spécifique aux sciences de la vie,Établir une alliance entre sciences biologiques et éthique,Promouvoir une éthique uniquement pour les médecins,Créer une éthique uniquement pour les États-Unis,b,4
20,OIC-005-15-B,La déontologie médicale est principalement utilisée pour :,Guider les médecins dans leur pratique quotidienne,Servir de référence aux instances juridictionnelles de l'Ordre des médecins,Établir des dispositions réglementaires concernant un exercice professionnel,Établir des règles propres au corps professionnel des médecins,a,4
21,OIC-005-15-B-,Quel est le principe qui découle de la tradition médicale et qui consiste à réaliser ce qui est avantageux pour un patient?,La bienfaisance,La non-malfaisance,Le respect de l'autonomie,La justice,a,4
22,OIC-006-03-A,"La vulnérabilité est une notion qui a émergé dans les années 1970 et qui s'est élargie au champ médical, social et scientifique dans les années 1990. Quelle est la principale caractéristique de la vulnérabilité selon les auteurs qui l'ont étudiée?",Elle est une condition universelle et partagée par tous.,Elle est une marque d'incapacité à l'autonomie.,Elle est une dépendance à des contextes historiques et sociaux particuliers.,"Elle est une combinaison inédite de sentiments, d'activités et de relations.",a,4
23,OIC-006-04-B,"La sauvegarde de justice est une mesure de protection temporaire et aux effets limités, qui permet de traiter une situation en urgence lorsqu’une personne majeure risque des actes contraires à ses intérêts. Dans sa forme, la sauvegarde de justice peut être :","médicale, résultant d’une déclaration faite par un médecin au procureur de la République","judiciaire, demandée par le juge des tutelles","administrative, résultant d’une décision du préfet","familiale, résultant d’une décision du conseil de famille",a,4
24,OIC-006-05-A,L’interruption volontaire de grossesse illustre principalement l’éthique de responsabilité de la profession médicale en ce qu’elle permet de garantir un accès égal et sécurisé à cette intervention.,"Oui, car elle garantit un accès égal et sécurisé.","Non, car elle est une question de santé publique.","Oui, car elle découle naturellement de la liberté des femmes.","Non, car elle est une question de principes et de conceptions de la vie humaine.",a,4
25,OIC-006-05-A-,"La loi précise que l'interruption volontaire d'une grossesse pour motif médical peut avoir lieu sans limitation de délai, c'est-à-dire à tout moment d'une grossesse :",si la poursuite de la grossesse met en péril grave la santé de la femme,si l'enfant à naître est atteint d'une affection d'une particulière gravité reconnue comme incurable au moment du diagnostic,si la femme présente une pathologie incompatible avec la grossesse,si la femme est en état de détresse psychologique,a,4
26,OIC-006-06-A,Quel est le but principal du diagnostic prénatal (DPN) selon la loi française?,Détecter les maladies génétiques pour permettre une meilleure prise en charge médicale de la pathologie si la grossesse est poursuivie.,Permettre aux futurs parents de choisir d'interrompre ou non la grossesse en cas d'anomalie fœtale.,Détecter les anomalies chromosomiques pour permettre une meilleure prise en charge médicale de la pathologie si la grossesse est poursuivie.,Détecter les malformations pour permettre une meilleure prise en charge médicale de la pathologie si la grossesse est poursuivie.,b,4
27,OIC-006-07-A,Quelle est la condition essentielle pour que l'information du patient soit considérée comme honnête et claire?,La connaissance de l'histoire de la personne,La présence d'un consensus entre les soignants,La mise en place d'une éthique de la discussion,La délivrance d'une information conforme à la loi Kouchner,d,4
28,OIC-008-01-A,"Quel est le principe qui consiste à ne pas causer de préjudice par la recherche, à interrompre immédiatement toute recherche ayant des effets néfastes irréversibles ou importants?",Principe de bienfaisance,Principe de non-malfaisance,Principe d'autonomie,Principe de justice,b,4
29,OIC-008-01-A-,"La loi Huriet-Sérusclat du 20 décembre 1988 a introduit le principe d'égalité des participants à la recherche biomédicale, en distinguant deux types de recherches : avec bénéfice individuel direct et sans bénéfice individuel direct. Les contraintes sont alourdies pour le second type. Quel est le nom du second type de recherche mentionné dans la loi?",Recherche interventionnelle avec bénéfice direct,Recherche interventionnelle sans bénéfice direct,Recherche observationnelle,Recherche non interventionnelle,b,4
30,OIC-008-02-B,Quel est le principe éthique qui interdit la commercialisation des organes et des corps humains?,Respect de la vie privée,Gratuité du don,Anonymat entre le donneur et le receveur,Consentement présumé chez le donneur décédé,b,4
31,OIC-008-02-B-,Quelle est la définition de la mort encéphalique selon la circulaire Jeanneney?,C'est la mort définie par l'arrêt cardio-circulatoire.,C'est la mort définie par l'arrêt respiratoire.,C'est la mort définie par l'absence d'activité cérébrale.,C'est la mort définie par l'arrêt de toutes les fonctions vitales.,c,4
32,OIC-008-03-B,Qui peut être donneur vivant?,Seuls les parents du receveur,Seuls les conjoints du receveur,"Les parents, conjoints, frères et sœurs, grands-parents, oncles et tantes, cousins germains et cousines germaines, ainsi que le conjoint de son père ou de sa mère",Seuls les frères et sœurs du receveur,c,4
33,OIC-008-03-B-,Quels sont les principes qui gouvernent l'utilisation des éléments et produits du corps humain?,"La non-patrimonialité, le consentement éclairé et l'anonymat.","La patrimonialité, le consentement éclairé et l'anonymat.","La non-patrimonialité, le consentement présumé et l'anonymat.","La patrimonialité, le consentement éclairé et l'anonymat.",a,4
34,OIC-009-01-A,Dans quel cadre l'identification d'une personne par ses empreintes génétiques est-elle possible en France?,Dans le cadre de mesures d'enquête ou d'instruction diligentées lors d'une procédure judiciaire.,À des fins médicales ou de recherche scientifique.,"Aux fins d'établir, lorsqu'elle est inconnue, l'identité de personnes décédées.",Dans les conditions prévues à l'article L.2381-1 du Code de la défense.,a,4
35,OIC-009-01-A-,Quelle des affirmations suivantes est la plus proche de la manière dont les représentations du corps en bonne santé évoluent au fil du temps?,Elles restent stables et ne changent pas selon les époques.,Elles sont influencées par les traditions culturelles et le milieu naturel.,Elles sont déterminées uniquement par les avancées scientifiques.,Elles sont universelles et ne varient pas selon les sociétés.,b,4
36,OIC-009-02-A-,Quelle est la principale conséquence de l'utilisation des dispositifs techniques en médecine sur la manière de voir et concevoir les maladies?,Elle a permis une meilleure compréhension des mécanismes biologiques sous-jacents.,Elle a redéfini la manière de voir et concevoir les maladies.,Elle a amélioré la précision des diagnostics.,Elle a réduit la nécessité d'observation directe par les soignants.,b,4
37,OIC-009-03-A,"La protection sociale est définie par l'ensemble des mécanismes de protection accordés par une société à ses membres pour leur permettre de faire face aux risques sociaux de l'existence et à leurs conséquences financières. Parmi les quatre logiques de protection sociale, laquelle repose sur l'épargne et l'assurance privée?",La logique d'assurance sociale obligatoire,La logique d'assistance sociale,La logique de protection universelle,La logique de prévoyance individuelle,d,4
38,OIC-009-04-A-,Quelle est la principale source de financement de la protection sociale en France?,Les cotisations sociales,Les ressources fiscales,Les contributions publiques de l'État,Les exonérations de cotisations employeurs,a,4
39,OIC-009-05-A,Quel est le rôle de la Caisse nationale des allocations familiales (Cnaf) ?,Elle gère les pensions de retraite de base.,"Elle prend en charge les risques maladie, maternité, invalidité et décès.",Elle assure le recouvrement des cotisations sociales.,Elle prend en charge l’accompagnement des familles dans leur vie quotidienne.,d,1
40,OIC-009-05-A-,La loi de financement de la Sécurité Sociale (LFSS) est votée chaque année par le Parlement suite à un projet de loi du gouvernement. Quel est le rôle du Parlement dans ce processus?,Le Parlement fixe les recettes de la sécurité sociale.,Le Parlement vote les objectifs de dépenses de la sécurité sociale.,Le Parlement a le pouvoir de percevoir les recettes de la sécurité sociale.,Le Parlement n’a pas de rôle dans le processus de la LFSS.,b,4
41,OIC-009-06-A,L'ONDAM est un objectif national qui concerne principalement les dépenses de soins de ville et d'hospitalisation. Vrai ou Faux?,Vrai,Faux,Vrai mais avec des exceptions,Faux mais avec des exceptions,a,2
42,OIC-009-06-A-,Quel pourcentage de la population française est couvert par le régime général de la Sécurité sociale ?,5 %,88 %,12 %,27 %,b,4
43,OIC-009-07-A,"La Caisse nationale d'assurance maladie (CNAM) gère principalement les risques suivants, sauf un :","maladie, maternité, invalidité et décès",accidents du travail et maladies professionnelles,consommation médicale,protection sociale,c,4
44,OIC-009-07-A-,Qu'est-ce que le ticket modérateur?,C'est la part des frais engagés pour les soins qui reste à la charge de l'assuré social après remboursement par l'assurance maladie.,C'est la somme que l'assuré social doit payer directement aux structures de soins et aux professionnels de santé.,C'est la participation forfaitaire demandée pour chaque consultation.,C'est le dispositif de tiers payant qui dispense l'assuré de l'avance des frais pris en charge par l'assurance maladie.,a,4
45,OIC-009-08-A,Le médecin traitant peut être :,uniquement un médecin généraliste,uniquement un médecin spécialiste,un médecin hospitalier ou un médecin généraliste,uniquement un médecin hospitalier,c,4
46,OIC-009-09-B,Quelle est la nature des prestations en espèces de l'assurance maladie?,Elles sont un revenu de remplacement pour les personnes salariées en arrêt de travail.,Elles sont un revenu de remplacement pour les personnes en congé maternité.,Elles sont un revenu de remplacement pour les personnes en invalidité.,Elles sont un revenu de remplacement pour les personnes en retraite.,a,4
47,OIC-009-09-B-,Quelle est la définition de la recherche en santé?,Toutes les études visant le développement des connaissances biologiques ou médicales pour étendre la connaissance scientifique de l’humain et développer des actions susceptibles d’améliorer la santé.,Toutes les études visant à améliorer les soins de santé pour les patients.,Toutes les études visant à développer de nouveaux médicaments.,Toutes les études visant à améliorer la santé publique.,a,4
48,OIC-009-10-B,Qu'est-ce qui caractérise généralement le protocole d'une étude de recherche en santé?,Il est modifié en cours d'étude pour répondre à de nouvelles questions.,Il est un document écrit en amont décrivant la méthodologie de la recherche.,Il est destiné à acquérir de nouvelles connaissances dans le domaine de la santé.,Il est un ensemble d'étapes élémentaires à mettre en œuvre pour mener une étude.,b,4
49,OIC-009-10-B-,"La loi Jardé distingue trois catégories de recherches organisées et pratiquées sur l'être humain en vue du développement des connaissances biologiques ou médicales. Parmi les catégories suivantes, laquelle ne comporte pas d'intervention sur la personne?",Recherches interventionnelles (RIPH catégorie 1) : elles comportent une intervention sur la personne non justifiée par sa prise en charge habituelle et non dénuée de risque.,Recherches interventionnelles à risques et contraintes minimes (RIPH catégorie 2) : elles comportent l’ajout par rapport à la pratique courante d’une (ou plusieurs) intervention(s) dont la réalisation ne comporte que des risques et des contraintes minimes pour la personne se prêtant à la recherche.,"Recherches non interventionnelles (RIPH catégorie 3) : Recherches dans lesquelles tous les actes sont pratiqués et les produits utilisés de manière habituelle, conformément à la pratique courante, sans procédure supplémentaire ou inhabituelle de diagnostic, traitement ou surveillance, et sans aucun risque ni contrainte supplémentaire.",Recherches non-RIPH : elles ne sont pas soumises à l’obtention d’une autorisation par un CPP mais nécessitent des démarches auprès de la CNIL lorsqu’elles mobilisent l’exploitation de données individuelles à caractère personnel.,c,4
50,OIC-009-11-A,Quels arguments permettent de justifier l'utilité et la pertinence d'une étude de recherche en santé?,Épidémiologiques,Économiques,Éthiques,Éducatifs,a,4
51,OIC-009-12-B,Quel type d'étude est toujours observationnelle et vise à décrire la distribution ou l'évolution de la fréquence des événements de santé et de leurs déterminants dans la population?,Étude expérimentale,Étude descriptive,Étude analytique,Étude diagnostique,b,4
52,OIC-009-12-B-,Quelle modalité d’échantillonnage est utilisée lorsque l’on dispose d’une base de sondage et que l’on souhaite assurer une bonne représentativité de la population source?,Recrutement exhaustif,Tirage au sort,Sondage stratifié,Sondage en grappes,c,4
53,OIC-009-13-A-,"Parmi toutes les données recueillies, il faut isoler précisément :",Le critère de jugement principal,Le critère de substitution,Le critère composite,Les caractéristiques des individus,a,4
54,OIC-009-14-B-,Quel est le paramètre de position qui divise les valeurs en 2 parties de même effectif?,Moyenne,Mode,Médiane,Quartile,c,4
55,OIC-009-15-B,Quel est le risque de première espèce dans un test d'hypothèse?,La probabilité de rejeter l'hypothèse nulle alors qu'elle est vraie,La probabilité de ne pas rejeter l'hypothèse nulle alors qu'elle est fausse,La probabilité de rejeter l'hypothèse nulle alors qu'elle est vraie,La probabilité de ne pas rejeter l'hypothèse nulle alors qu'elle est vraie,a,3
56,OIC-009-15-B-,Qu'est-ce qui caractérise les données de survie?,Elles sont toujours complètes.,Elles sont toujours incomplètes.,Elles sont toujours censurées.,Elles sont toujours observées.,b,4
57,OIC-009-16-B,Qu'est-ce qu'un facteur de confusion dans le contexte de l'ajustement statistique?,Un facteur qui influence directement le phénomène étudié,Un facteur qui n'a pas d'effet sur le phénomène étudié,Un facteur tiers lié à la fois à l'exposition et au phénomène étudié,Un facteur qui est uniquement utilisé pour l'analyse multivariée,c,4
58,OIC-009-16-B-,Les données de santé sont considérées comme sensibles et font l’objet d’une protection particulière. Cela est dû à :,leur caractère personnel,leur importance pour la recherche clinique,leur potentiel d’utilisation commerciale,leur impact sur la vie privée des personnes,d,4
59,OIC-009-17-A-,La population cible est définie comme celle sur laquelle on s’interroge et à propos de laquelle on veut obtenir des informations pour mieux la connaître et adapter sa prise en charge dans la vraie vie. C’est celle à laquelle on souhaite extrapoler les résultats de l’étude.,La population source,L’échantillon,La population cible,La population étudiée,c,4
60,OIC-009-19-B,La prévalence d’une maladie est mesurée en pourcentage et sans unité. Quelle est la définition correcte de la prévalence?,Proportion du nombre de cas d’une maladie dans une population à un instant donné.,Nombre de nouveaux cas d’une maladie dans une population pendant une certaine période.,Probabilité qu’un évènement (par exemple une maladie) survienne dans une population pendant une période donnée.,"Nombre de cas d’une maladie dans une population à un instant donné, rapporté à la taille de la population.",a,4
61,OIC-009-19-B-,La standardisation permet de comparer des mesures de fréquence issues de populations ayant la même structure d’âge et de sexe.,Vrai,Faux,Vrai,Faux,b,1
62,OIC-009-20-B,Quelle mesure d'association permet d'interpréter la différence observée en fonction de la variabilité de la mesure?,Coefficient de corrélation linéaire (r),Différence de moyennes entre les deux groupes rapportée à l'écart type (''d'' de Cohen),Réduction absolue de risque (RAR),Réduction relative de risque (RRR),b,4
63,OIC-009-20-B-,Quel paramètre peut être estimé à partir d’une étude cas-témoins?,Risque relatif (RR),Odds ratio (OR),Rapport de taux d’incidence brut,Rapport de taux d’incidence ajusté,b,4
64,OIC-009-23-A,Qu'est-ce qu'un facteur d'interaction?,Un facteur qui modifie l'effet d'un traitement,Un facteur qui augmente l'effet d'un traitement,Un facteur qui n'a pas d'effet sur l'effet d'un traitement,Un facteur qui réduit l'effet d'un traitement,a,4
65,OIC-009-23-A-,Quel est le risque de conclure à tort à une différence si la valeur de p est inférieure à un seuil déterminé a priori?,Le risque de première espèce (alpha),Le risque de deuxième espèce (bêta),Le risque de troisième espèce (gamma),Le risque de quatrième espèce (delta),a,4
66,OIC-009-24-B,Quel type d’étude a la capacité d’apporter la preuve de la causalité?,Étude expérimentale,Étude observationnelle,Étude cas-témoins,Étude de cohorte,a,4
67,OIC-009-25-B,Quelle est la principale caractéristique du processus de publication d’un article scientifique?,La publication est gratuite.,Le manuscrit est soumis à un comité de lecture.,L’article est publié directement sans évaluation.,Le processus est rapide et ne nécessite pas de validation.,b,4
68,OIC-009-25-B-,Quelle est la définition de la valeur prédictive positive (VPP) d’un test?,Probabilité d’être malade si le test est positif.,Probabilité d’être non-malade si le test est négatif.,Rapport de la probabilité que le test soit positif chez un patient malade sur la probabilité que le test soit positif chez un patient sain.,Rapport de la probabilité que le test soit négatif chez un patient malade sur la probabilité que le test soit négatif chez un patient sain.,a,4
69,OIC-009-26-B,Une maladie rare est définie comme une maladie qui atteint moins d'une personne sur combien en population générale?,1/1000,1/2000,1/5000,1/10000,b,4
70,OIC-009-26-B-,Quel est le rôle principal des centres de référence maladies rares (CRMR) en France?,Ils sont responsables de la recherche et du développement de nouveaux traitements.,Ils assurent la coordination et l’expertise pour le diagnostic et la prise en charge des maladies rares.,Ils sont uniquement des centres de compétence pour les maladies rares.,Ils sont responsables de la formation-enseignement des professionnels de santé.,b,4
71,OIC-009-27-B-,Combien de maladies rares différentes existent-elles en France?,5000,7000,10000,15000,b,4
72,OIC-010-01-A,Quelle est la définition de l'errance diagnostique?,La période allant de l’apparition des premiers symptômes à la date à laquelle un diagnostic précis est posé.,La période allant de la date à laquelle un diagnostic précis est posé à la date à laquelle un traitement est mis en place.,La période allant de la date à laquelle un traitement est mis en place à la date à laquelle un diagnostic précis est posé.,La période allant de la date à laquelle un diagnostic précis est posé à la date à laquelle un patient est considéré comme guéri.,a,4
73,OIC-010-01-A-,Quel est le rôle du médecin non spécialiste dans la prise en charge des maladies rares?,Il doit toujours référer le patient à un spécialiste.,Il doit avoir une culture du doute et connaître les dispositifs d’information et de prise en charge.,Il doit toujours poser un diagnostic définitif.,Il doit uniquement prescrire des traitements symptomatiques.,b,4
74,OIC-010-03-B-,Quels sont les signes cliniques en faveur d'un placenta praevia (PP)?,"Hémorragie abondante, utérus contracturé, présentation pathologique","Hémorragie peu abondante, utérus souple, présentation pathologique","Hémorragie abondante, utérus souple, présentation pathologique","Hémorragie peu abondante, utérus contracturé, présentation pathologique",c,4
75,OIC-019-02-A,Quelle est la modalité de prévention de l'hémorragie post-partum (HPP) systématique?,Administration prophylactique d'oxytocine (APO) dès la sortie de l'enfant,Mise en place d'un sac de recueil des pertes sanguines juste après l'expulsion,Surveillance systématique pendant 2 heures en salle de travail,Délivrance artificielle en cas de non-décollement placentaire 30 minutes après l'accouchement,a,4
76,OIC-019-02-A-,Quelle est la définition de l'hypertension artérielle (HTA) gravidique (HTAg)?,PA systolique (PAS) ≥ 140 mmHg et/ou PA diastolique (PAD) ≥ 90 mmHg à au moins deux reprises.,PA systolique (PAS) ≥ 160 mmHg et/ou PA diastolique (PAD) ≥ 110 mmHg à au moins deux reprises.,PA systolique (PAS) ≥ 140 mmHg et/ou PA diastolique (PAD) ≥ 90 mmHg à au moins une reprise.,PA systolique (PAS) ≥ 180 mmHg et/ou PA diastolique (PAD) ≥ 120 mmHg à au moins deux reprises.,a,4
77,OIC-019-03-B-,Quel examen est indispensable pour éliminer une pré-éclampsie chez une femme enceinte avec une HTA gravidique?,Ratio Albumine/créatinine urinaire,Analyse de la protéinurie des 24 heures,Échographie obstétricale + Doppler,Mesure de la pression artérielle,b,4
78,OIC-019-04-B-,Quels sont les critères de sévérité pour une hypertension artérielle sévère pendant la grossesse?,PAS ≥ 160 mmHg et/ou PAD ≥ 110 mmHg,Créatinémie ≥ 90 µmol/L,Protéinurie > 3g/24h,Thrombopénie < 100 000/mm³,a,4
79,OIC-019-05-A,Quelles sont les cibles tensionnelles recommandées pour une femme enceinte souffrant d'hypertension artérielle?,PAS < 120 mmHg et PAD < 80 mmHg,PAS = 140-155 mmHg et PAD = 90-105 mmHg,PAS < 160 mmHg et PAD < 110 mmHg,PAS = 120-130 mmHg et PAD = 80-90 mmHg,b,4
80,OIC-019-06-B-,Quel est le risque de récidive en cas d'antécédent d'HTA gravidique?,1 sur 10,1 sur 5,1 sur 20,1 sur 100,b,4
81,OIC-019-07-B,Un antécédent d'HTA gravidique expose à un risque accru de pathologies cardiovasculaires et rénales. Quelle est la principale raison de ce risque?,La grossesse modifie le système cardiovasculaire.,L'HTA gravidique est souvent associée à des facteurs de risque cardiovasculaires.,La grossesse augmente la production de cortisol.,L'HTA gravidique est une maladie auto-immune.,b,4
82,OIC-019-07-B-,Quelle est la définition d'une menace d'accouchement prématuré (MAP)?,Association de contractions utérines régulières et douloureuses avant 37 SA.,Association de modifications cervicales et de contractions utérines régulières et douloureuses avant 37 SA.,Association de contractions utérines régulières et douloureuses avant 22 SA.,Association de modifications cervicales et de contractions utérines régulières et douloureuses avant 22 SA.,b,4
83,OIC-019-09-A,Quelle est la principale indication pour l'utilisation de la tocolyse dans le contexte d'une menace d'accouchement prématuré?,Antibiothérapie pour une infection diagnostiquée,Antipyrétique et antispasmodique,Tocolyse pour retarder l'accouchement,Corticothérapie anténatale,c,4
84,OIC-019-09-A-,Quelles sont les mesures de prévention primaire pour l'accouchement prématuré?,Supprimer les facteurs de risque tels que le tabac et les toxiques.,Réaliser un cerclage utérin préventif.,Traiter une vaginose bactérienne.,Arrêter le travail pour prévenir l'accouchement prématuré.,a,4
85,OIC-019-10-A,Quels sont les signes d'appel évocateurs d'une étiologie spécifique lors de l'examen clinique en cas de fièvre au cours de la grossesse?,Douleurs lombaires et brûlures mictionnelles,Frissons et syndrome grippal,Angine et infection ORL,Écoulement de LA et leucorrhées,a,4
86,OIC-019-11-A,Quel est le traitement initial en cas de fièvre pendant la grossesse?,Antipyrétique (paracétamol) et surveillance étroite,Antibiothérapie préventive (amoxicilline ou érythromycine),Antipyrétique (paracétamol) et antibiothérapie spécifique,Antipyrétique (paracétamol) et tocolyse,a,4
87,OIC-019-12-A,Quelle est la définition de la menace d’accouchement prématuré?,Association de contractions utérines régulières et douloureuses associées à des modifications cervicales avant 37 SA (entre 22 SA et 36 SA et 6 jours).,Association de contractions utérines irrégulières et douloureuses associées à des modifications cervicales avant 37 SA.,Association de contractions utérines régulières et non douloureuses associées à des modifications cervicales avant 37 SA.,Association de contractions utérines irrégulières et non douloureuses associées à des modifications cervicales avant 37 SA.,a,4
