id,chosen,rejected,chosen_source,rejected_source
OIC-075-19-A-,"Question: Quel est l'un des outils du médecin du travail mentionnés dans le texte?
a) Le suivi de santé des salariés
b) La gestion des congés payés
c) La rédaction des contrats de travail
d) La formation des nouveaux employés","Question: Quel est l'un des principaux domaines d'action des outils du médecin du travail?
a) Gestion administrative du personnel
b) Suivi de santé des salariés
c) Développement de nouveaux produits
d) Planification stratégique de l'entreprise",gemma2_9b,medGemma_27b
OIC-234-23-B-,"Question: L'échelle IADL évalue principalement quelles capacités?
a) Les soins corporels de base comme l'alimentation et l'habillement.
b) La capacité à vivre seul à domicile, incluant des tâches nécessitant des fonctions cognitives instrumentales.
c) La capacité à réaliser les gestes courants de la vie quotidienne intéressant le corps.
d) La morbi-mortalité et le risque d'événements péjoratifs liés à la perte d'autonomie de base.","Question: Quel est le score maximal pour une personne âgée qui réalise les activités courantes de la vie quotidienne sans aide ?
a) 5
b) 6
c) 7
d) 8",medGemma_27b,openbiollm_8b
OIC-234-23-B-,"Question: L'échelle de Lawton mesure principalement :
a) La capacité à réaliser les gestes courants du corps
b) La capacité à utiliser des fonctions cognitives instrumentales
c) La capacité à réaliser les activités instrumentales de la vie quotidienne
d) La capacité à prendre un traitement médicamenteux","Question: Quel est le score maximal pour une personne âgée qui réalise les activités courantes de la vie quotidienne sans aide ?
a) 5
b) 6
c) 7
d) 8",gemma2_9b,openbiollm_8b
OIC-049-26-B-,"Question: Quel est le type de trouble cognitif qui peut être associé à une tomodensitométrie chez un sujet âgé ?
a) Trouble de mémoire
b) Trouble de langage
c) Trouble d'attention
d) Trouble de perception","Question: Quel est le sujet principal de l'item OIC-132-16-B?
a) Troubles cognitifs du sujet âgé
b) Tomodensitométrie
c) HSD chronique
d) Contenu multimédia",openbiollm_8b,medGemma_27b
OIC-049-26-B-,"Question: Quel type de trouble cognitif est illustré dans la tomodensitométrie mentionnée?
a) Alzheimer
b) Démence vasculaire
c) HSD chronique
d) Trouble de l'attention avec hyperactivité","Question: Quel est le sujet principal de l'item OIC-132-16-B?
a) Troubles cognitifs du sujet âgé
b) Tomodensitométrie
c) HSD chronique
d) Contenu multimédia",gemma2_9b,medGemma_27b
OIC-267-30-B-,"Question: Quel est le moyen mnémotechnique pour se souvenir des 4 urgences cardio-vasculaires ?
a) PIED : Péricardite, Infarctus, Embolie, Dissection
b) MEMO : Myocardie, Embolie, Méninges, Ongle
c) HOPA : Hémorragie, Obstruction, Perte d'oxygène, Arrêt cardiaque
d) POMME : Péricardite, Obstruction myocardique, Méninges, Embolie","Question: Quel moyen mnémotechnique est proposé pour retenir les quatre urgences cardiovasculaires mentionnées?
a) CODE
b) SAMU
c) PIED
d) ABCDE",openbiollm_8b,medGemma_27b
OIC-267-30-B-,"Question: Quel est le moyen mnémotechnique utilisé pour se souvenir des 4 urgences cardio-vasculaires pouvant entraîner une douleur thoracique ?
a) SCID
b) PIED
c) RICE
d) CARE","Question: Quel moyen mnémotechnique est proposé pour retenir les quatre urgences cardiovasculaires mentionnées?
a) CODE
b) SAMU
c) PIED
d) ABCDE",gemma2_9b,medGemma_27b
OIC-005-15-B,"Question: Quel est l'année où le mot 'déontologie' apparaît pour la première fois en langue française ?
a) 1815
b) 1825
c) 1830
d) 1840","Question: Selon le texte, quel est le rôle principal du Code de déontologie médicale?
a) Définir les lois générales du pays.
b) Servir de guide aux médecins dans leur pratique quotidienne et de référence juridique.
c) Être élaboré uniquement par le gouvernement.
d) Remplacer la Constitution et les lois.",openbiollm_8b,medGemma_27b
OIC-005-15-B,"Question: La déontologie médicale se définit comme :
a) Un ensemble de règles morales pour les patients.
b) Un guide pour les médecins dans leur pratique quotidienne.
c) Une loi imposée par le gouvernement aux médecins.
d) Une philosophie utilitariste développée par Jeremy Bentham.","Question: Selon le texte, quel est le rôle principal du Code de déontologie médicale?
a) Définir les lois générales du pays.
b) Servir de guide aux médecins dans leur pratique quotidienne et de référence juridique.
c) Être élaboré uniquement par le gouvernement.
d) Remplacer la Constitution et les lois.",gemma2_9b,medGemma_27b
OIC-179-07-A-,"Question: En France, quel niveau définit les grandes orientations stratégiques de la recherche en santé?
a) Les opérateurs de recherche.
b) La programmation de la recherche.
c) La décision politique.
d) Les laboratoires de recherche.","Question: Quel est le niveau d'organisation qui gère les laboratoires et organise les recherches en santé en France?
a) Décision
b) Programmation
c) Opérateurs
d) Financement",medGemma_27b,openbiollm_8b
OIC-179-07-A-,"Question: Quel niveau de l'organisation de la recherche en santé est responsable de la répartition des moyens?
a) Décision
b) Opérateurs
c) Programmation
d) Laboratoires","Question: Quel est le niveau d'organisation qui gère les laboratoires et organise les recherches en santé en France?
a) Décision
b) Programmation
c) Opérateurs
d) Financement",gemma2_9b,openbiollm_8b
OIC-009-14-B-,"Question: Quelle mesure statistique décrit la valeur la plus fréquente dans un ensemble de données?
a) Moyenne
b) Médiane
c) Mode
d) Variance","Question: Quel est le mode d'un ensemble de valeurs?
a) La valeur la plus élevée
b) La valeur la plus basse
c) La somme de toutes les valeurs
d) La valeur la plus fréquemment rencontrée",medGemma_27b,gemma2_9b
OIC-009-14-B-,"Question: Quel est le paramètre statistique qui mesure la dispersion d'un ensemble de valeurs autour de leur moyenne?
a) Moyenne
b) Mode
c) Variance
d) Écart-type","Question: Quel est le mode d'un ensemble de valeurs?
a) La valeur la plus élevée
b) La valeur la plus basse
c) La somme de toutes les valeurs
d) La valeur la plus fréquemment rencontrée",openbiollm_8b,gemma2_9b
OIC-027-37-A-,"Question: Quels sont les principes généraux de la prise en charge de l'enfant handicapé?
a) Thérapeutique, éducatif et social
b) Médical, rééducatif et psychologique
c) Scolarité, adaptation de l'environnement et maintien à domicile
d) Codétérmination des objectifs et réévaluations régulières","Question: Quel est l'un des objectifs principaux de l'accompagnement d'un enfant en situation de handicap et de sa famille?
a) Isoler l'enfant pour faciliter les soins.
b) Limiter la participation de l'enfant à la vie sociale.
c) Favoriser le développement des compétences de l'enfant et de sa famille.
d) Se concentrer uniquement sur les aspects médicaux du handicap.",openbiollm_8b,medGemma_27b
OIC-027-37-A-,"Question: Quels sont les principes généraux de la prise en charge de l'enfant handicapé?
a) Thérapeutique, éducatif et social
b) Médical, rééducatif et psychologique
c) Scolarité, adaptation de l'environnement et maintien à domicile
d) Codétérmination des objectifs et réévaluations régulières","Question: Quel est l'objectif principal de l'accompagnement d'un enfant en situation de handicap et de sa famille ?
a) Promouvoir la violence et les abus envers l'enfant.
b) Isoler l'enfant de sa famille et de la société.
c) Favoriser le développement des compétences de l'enfant et de sa famille.
d) Limiter la participation de l'enfant à la vie familiale et sociale.",openbiollm_8b,gemma2_9b
OIC-027-10-A-,"Question: Quelle est la durée recommandée pour l'alimentation lactée exclusive?
a) Jusqu'à 2 mois
b) Jusqu'à 4-6 mois
c) Jusqu'à 8 mois
d) Jusqu'à 12 mois","Question: Quelle est la durée recommandée pour l'allaitement maternel exclusif selon le texte?
a) Jusqu'à 1 an
b) Jusqu'à 2 mois
c) Jusqu'à 4-6 mois
d) Jusqu'à la naissance",openbiollm_8b,medGemma_27b
OIC-027-10-A-,"Question: L'allaitement maternel doit être exclusif jusqu'à quel âge ?
a) 2 mois
b) 4 mois
c) 6 mois
d) 1 an","Question: Quelle est la durée recommandée pour l'allaitement maternel exclusif selon le texte?
a) Jusqu'à 1 an
b) Jusqu'à 2 mois
c) Jusqu'à 4-6 mois
d) Jusqu'à la naissance",gemma2_9b,medGemma_27b
OIC-188-23-B,"Question: Quel est le signe fonctionnel d'hypogonadisme?
a) Baisse de la libido
b) Dysfonction érectile
c) Asthénie physique et psychique
d) Bouffées vasomotrices","Question: Quel élément de l'examen clinique est essentiel pour évaluer la fertilité masculine?
a) Mesure de la tension artérielle
b) Palpation des ganglions lymphatiques cervicaux
c) Examen des testicules (volume, nodules, varicocèle)
d) Auscultation cardiaque",openbiollm_8b,medGemma_27b
OIC-188-23-B,"Question: Quel élément de l'examen clinique est INCONTOURNABLE si l'interrogatoire et/ou les paramètres du sperme révèlent des anomalies?
a) Examen mammaire
b) Examen du thorax
c) Examen génital
d) Examen neurologique","Question: Quel élément de l'examen clinique est essentiel pour évaluer la fertilité masculine?
a) Mesure de la tension artérielle
b) Palpation des ganglions lymphatiques cervicaux
c) Examen des testicules (volume, nodules, varicocèle)
d) Auscultation cardiaque",gemma2_9b,medGemma_27b
OIC-267-25-A-,"Question: Quel est le but principal de connaître les différents types d'abords veineux?
a) Choisir le site d'insertion idéal
b) Identifier les complications potentielles
c) Déterminer les indications spécifiques des dispositifs
d) Calculer le débit sanguin","Question: Où sont situés les sites d'insertion des voies d'abord veineux central et périphérique?
a) Seulement dans le bras
b) Seulement dans la jambe
c) Dans le bras et la jambe
d) Les sites d'insertion ne sont pas localisés",medGemma_27b,openbiollm_8b
OIC-267-25-A-,"Question: Les chambres implantables font partie de quel type d'abord veineux?
a) Périphérique
b) Artérielle
c) Central
d) Superficiel","Question: Où sont situés les sites d'insertion des voies d'abord veineux central et périphérique?
a) Seulement dans le bras
b) Seulement dans la jambe
c) Dans le bras et la jambe
d) Les sites d'insertion ne sont pas localisés",gemma2_9b,openbiollm_8b
OIC-302-07-A,"Question: Quelle est la valeur seuil d'hypoglycémie considérée comme menaçante?
a) Supérieure à 2.5 g/l
b) Supérieure à 70 mg/l
c) Inférieure à 54 mg/l
d) Inférieure à 70 mg/l","Question: Quelle valeur de glycémie est considérée comme hypoglycémique et menaçante?
a) 70 mg/l
b) 80 mg/l
c) 90 mg/l
d) 100 mg/l",medGemma_27b,openbiollm_8b
OIC-302-07-A,"Question: Quelle glycémie est considérée comme hypoglycémique et potentiellement dangereuse ?
a) 120 mg/l
b) 180 mg/l
c) 70 mg/l
d) 250 mg/l","Question: Quelle valeur de glycémie est considérée comme hypoglycémique et menaçante?
a) 70 mg/l
b) 80 mg/l
c) 90 mg/l
d) 100 mg/l",gemma2_9b,openbiollm_8b
OIC-261-01-A-,"Question: Quels sont les principaux traitements de fond recommandés dans la prise en charge de la spondyloarthrite ?
a) Anti-inflammatoires non stéroïdiens et antalgiques
b) CsDMARDs et bDMARDs
c) Traitements locaux et kinésithérapie
d) Chirurgie et prise en charge sociale à 100%","Question: Parmi les options suivantes, laquelle est un objectif principal de la kinésithérapie dans la prise en charge non pharmacologique de la spondyloarthrite?
a) Augmenter la consommation de tabac
b) Réduire l'activité physique
c) Réduire le risque d'ankylose axiale et périphérique
d) Prescrire des opioïdes",openbiollm_8b,medGemma_27b
OIC-261-01-A-,"Question: Laquelle de ces options N'EST PAS une mesure de traitement non pharmacologique pour la spondyloarthrite?
a) Kinésithérapie
b) Arrêt du tabagisme
c) Remplacement prothétique articulaire
d) Activité physique régulière","Question: Parmi les options suivantes, laquelle est un objectif principal de la kinésithérapie dans la prise en charge non pharmacologique de la spondyloarthrite?
a) Augmenter la consommation de tabac
b) Réduire l'activité physique
c) Réduire le risque d'ankylose axiale et périphérique
d) Prescrire des opioïdes",gemma2_9b,medGemma_27b
OIC-267-35-B,"Question: Lequel de ces éléments N'EST PAS une cause thoracique de douleur aiguë en dehors des 4 urgences cardio-vasculaires?
a) Épanchement pleural
b) Douleurs musculoligamentaires
c) Fracture du tibia
d) Pneumothorax","Question: Le texte mentionne plusieurs types de douleurs thoraciques. Lequel de ces types est lié aux structures musculo-squelettiques?
a) Pneumothorax
b) Pneumopathie infectieuse
c) Douleurs pariétales musculo-squelettiques
d) Épanchement pleural",gemma2_9b,medGemma_27b
OIC-267-35-B,"Question: Lequel de ces éléments N'EST PAS une cause thoracique de douleur aiguë en dehors des 4 urgences cardio-vasculaires?
a) Épanchement pleural
b) Douleurs musculoligamentaires
c) Fracture du tibia
d) Pneumothorax","Question: Parmi les causes thoraciques de douleur aiguë, qu'est-ce qui est caractérisé par une rupture du médiastin ?
a) pneumopathie infectieuse
b) épanchement pleural
c) douleurs pariétales musculo-squelettiques
d) pneumothorax",gemma2_9b,openbiollm_8b
OIC-235-12-A,"Question: Quelle est la principale complication d'une anesthésie locorégionale?
a) L'hypotension artérielle
b) La perte de conscience
c) Les réactions allergiques aux médicaments
d) Le syndrome de Horner","Question: Selon le contenu, où les principes, indications et complications de l'anesthésie locorégionale sont-ils présentés?
a) Dans une section sur l'anesthésie générale
b) Dans une section sur la prise en charge post-opératoire
c) Dans la figure 5
d) Dans une section sur le recueil de consentement",openbiollm_8b,medGemma_27b
OIC-235-12-A,"Question: Laquelle des affirmations suivantes concernant les complications d'une anesthésie locorégionale est FAUSSE?
a) Risque d'infection au site d'injection
b) Possibilité de lésion nerveuse
c) Induction d'une anesthésie générale
d) Effets secondaires systémiques possibles","Question: Selon le contenu, où les principes, indications et complications de l'anesthésie locorégionale sont-ils présentés?
a) Dans une section sur l'anesthésie générale
b) Dans une section sur la prise en charge post-opératoire
c) Dans la figure 5
d) Dans une section sur le recueil de consentement",gemma2_9b,medGemma_27b
OIC-027-19-B-,"Question: Quels sont les éléments à prendre en compte lors d'un interrogatoire pour diagnostiquer un retard pubertaire?
a) âges pubertaires des parents et de la fratrie
b) taille parentale avec calcul de la taille cible génétique
c) antécédent familial d'infertilité
d) signes digestifs","Question: Quel élément de l'interrogatoire est pertinent pour évaluer un retard pubertaire?
a) La couleur des yeux de l'enfant.
b) L'âge de la ménarche de la mère.
c) Le nombre de frères et sœurs.
d) Les notes scolaires de l'enfant.",openbiollm_8b,medGemma_27b
OIC-027-19-B-,"Question: Quel élément de l'interrogatoire est **essentiel** pour évaluer le risque de retard pubertaire?
a) L'âge de la mère
b) La taille du père
c) L'âge de la ménarche de la mère
d) L'existence d'une maladie chronique","Question: Quel élément de l'interrogatoire est pertinent pour évaluer un retard pubertaire?
a) La couleur des yeux de l'enfant.
b) L'âge de la ménarche de la mère.
c) Le nombre de frères et sœurs.
d) Les notes scolaires de l'enfant.",gemma2_9b,medGemma_27b
OIC-102-05-B,"Question: Quelles sont les principales causes thoraciques de douleur aiguë en dehors des quatre urgences cardio-vasculaires ?
a) pneumopathie infectieuse
b) épanchement pleural
c) douleurs pariétales musculo-squelettiques
d) pneumothorax","Question: Quelles sont deux causes thoraciques de douleur aiguë, en dehors des urgences cardiovasculaires, mentionnées dans le texte?
a) Infarctus du myocarde, angine de poitrine
b) Pneumonie, pneumothorax
c) Embolie pulmonaire, dissection aortique
d) Péricardite, myocardite",openbiollm_8b,medGemma_27b
OIC-102-05-B,"Question: Quelle est une cause thoracique de douleur aiguë en dehors des 4 urgences cardio-vasculaires?
a) Fracture du fémur
b) Pneumonie
c) Migraine
d) Appendicite","Question: Quelles sont deux causes thoraciques de douleur aiguë, en dehors des urgences cardiovasculaires, mentionnées dans le texte?
a) Infarctus du myocarde, angine de poitrine
b) Pneumonie, pneumothorax
c) Embolie pulmonaire, dissection aortique
d) Péricardite, myocardite",gemma2_9b,medGemma_27b
OIC-049-08-B-,"Question: Quels sont les symptômes vulvo-vaginaux couramment rencontrés au cours du syndrome génito-urinaire de la ménopause (SGUM) ?
a) Sécheresse
b) Douleurs à la miction
c) Dyspareunie
d) Pollakiurie","Question: Quel est l'un des principaux symptômes du syndrome génito-urinaire de la ménopause (SGUM)?
a) Augmentation de la fréquence des rapports sexuels
b) Sécheresse vulvo-vaginale
c) Diminution des douleurs à la miction
d) Amélioration de la vaso-réactivité artérielle",openbiollm_8b,medGemma_27b
OIC-049-08-B-,"Question: Quel est l'un des principaux symptômes du syndrome génito-urinaire de la ménopause (SGUM)?
a) Fatigue
b) Douleurs articulaires
c) Brûlures vaginales
d) Perte de cheveux","Question: Quel est l'un des principaux symptômes du syndrome génito-urinaire de la ménopause (SGUM)?
a) Augmentation de la fréquence des rapports sexuels
b) Sécheresse vulvo-vaginale
c) Diminution des douleurs à la miction
d) Amélioration de la vaso-réactivité artérielle",gemma2_9b,medGemma_27b
OIC-288-12-B,"Question: Quels sont les traitements spécifiques de l'hyperthyroïdie?
a) Antithyroidiens de synthèse
b) Thyroïdectomie totale
c) Traitement par iode radioactif
d) Tous les précédents","Question: Quel facteur est primordial pour déterminer le choix du traitement spécifique de l'hyperthyroïdie selon le texte?
a) La couleur des yeux du patient.
b) Le poids du patient.
c) La cause de l'hyperthyroïdie et le contexte du patient.
d) La saison de l'année.",openbiollm_8b,medGemma_27b
OIC-288-12-B,"Question: Quel traitement spécifique de l'hyperthyroïdie peut entraîner une hypothyroïdie nécessitant une substitution définitive?
a) Traitement par iode radioactif
b) Antithyroidiens de synthèse
c) Thyroïdectomie totale
d) Repos","Question: Quel facteur est primordial pour déterminer le choix du traitement spécifique de l'hyperthyroïdie selon le texte?
a) La couleur des yeux du patient.
b) Le poids du patient.
c) La cause de l'hyperthyroïdie et le contexte du patient.
d) La saison de l'année.",gemma2_9b,medGemma_27b
OIC-049-11-A,"Question: Quelles sont les mesures hygiéno-diététiques recommandées chez la femme ménopausée?
a) Eviction des facteurs de risques cardio vasculaire (tabac, alcool)
b) Augmentation des dépenses énergétiques : activité physique régulière
c) Modérer l’apport énergétique glucidique et lipidique
d) Apports suffisant en calcium et vitamine D : supplémentation si besoin, en particulier en cas d’ostéoporose","Question: Quelle mesure hygiéno-diététique est recommandée pour une femme ménopausée afin de réduire les risques cardiovasculaires?
a) Augmenter la consommation d'alcool.
b) Éviter le tabac et l'alcool.
c) Réduire l'activité physique.
d) Augmenter l'apport en graisses saturées.",openbiollm_8b,medGemma_27b
OIC-049-11-A,"Question: Quelle mesure hygiéno-diététique est recommandée pour une femme ménopausée afin de réduire les risques cardiovasculaires?
a) Augmenter l'apport en glucides
b) Consommer régulièrement de l'alcool
c) Fumer
d) Eviter le tabac","Question: Quelle mesure hygiéno-diététique est recommandée pour une femme ménopausée afin de réduire les risques cardiovasculaires?
a) Augmenter la consommation d'alcool.
b) Éviter le tabac et l'alcool.
c) Réduire l'activité physique.
d) Augmenter l'apport en graisses saturées.",gemma2_9b,medGemma_27b
OIC-187-03-A,"Question: Concernant la prise en charge d'une douleur abdominale aiguë chez une femme enceinte, quel aspect est crucial?
a) Ignorer la douleur si elle est légère.
b) Se concentrer uniquement sur les examens d'imagerie.
c) Adapter l'examen clinique et les examens paracliniques à la situation.
d) Prescrire systématiquement des antalgiques puissants.","Question: Quel type de contenu multimédia est associé à cet objectif de connaissance?
a) Vidéo explicative.
b) Tableau comparatif.
c) Image illustrant les douleurs abdominales chez la femme enceinte.
d) Liste de médicaments.",medGemma_27b,gemma2_9b
